game,2013,15,20131215,201312150clt,htx,"Houston Texans",3,clt,"Indianapolis Colts",25
player,201312150clt,htx,JohnAn02,rush_att,0,,,,,
player,201312150clt,htx,JohnAn02,rush_yds,0,,,,,
player,201312150clt,htx,JohnAn02,rush_td,0,,,,,
player,201312150clt,htx,JohnAn02,rush_long,0,,,,,
player,201312150clt,htx,JohnAn02,targets,10,,,,,
player,201312150clt,htx,JohnAn02,rec,4,,,,,
player,201312150clt,htx,JohnAn02,rec_yds,18,,,,,
player,201312150clt,htx,JohnAn02,rec_td,0,,,,,
player,201312150clt,htx,JohnAn02,rec_long,9,,,,,
player,201312150clt,htx,JohnAn02,fumbles,0,,,,,
player,201312150clt,htx,JohnAn02,fumbles_lost,0,,,,,
player,201312150clt,htx,MartKe01,pass_cmp,0,,,,,
player,201312150clt,htx,MartKe01,pass_att,0,,,,,
player,201312150clt,htx,MartKe01,pass_yds,0,,,,,
player,201312150clt,htx,MartKe01,pass_td,0,,,,,
player,201312150clt,htx,MartKe01,pass_int,0,,,,,
player,201312150clt,htx,MartKe01,pass_sacked,0,,,,,
player,201312150clt,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201312150clt,htx,MartKe01,pass_long,0,,,,,
player,201312150clt,htx,MartKe01,pass_rating,,,,,,
player,201312150clt,htx,MartKe01,rush_att,0,,,,,
player,201312150clt,htx,MartKe01,rush_yds,0,,,,,
player,201312150clt,htx,MartKe01,rush_td,0,,,,,
player,201312150clt,htx,MartKe01,rush_long,0,,,,,
player,201312150clt,htx,MartKe01,targets,3,,,,,
player,201312150clt,htx,MartKe01,rec,1,,,,,
player,201312150clt,htx,MartKe01,rec_yds,13,,,,,
player,201312150clt,htx,MartKe01,rec_td,0,,,,,
player,201312150clt,htx,MartKe01,rec_long,13,,,,,
player,201312150clt,htx,MartKe01,fumbles,0,,,,,
player,201312150clt,htx,MartKe01,fumbles_lost,0,,,,,
player,201312150clt,htx,JeanLe01,pass_cmp,0,,,,,
player,201312150clt,htx,JeanLe01,pass_att,0,,,,,
player,201312150clt,htx,JeanLe01,pass_yds,0,,,,,
player,201312150clt,htx,JeanLe01,pass_td,0,,,,,
player,201312150clt,htx,JeanLe01,pass_int,0,,,,,
player,201312150clt,htx,JeanLe01,pass_sacked,0,,,,,
player,201312150clt,htx,JeanLe01,pass_sacked_yds,0,,,,,
player,201312150clt,htx,JeanLe01,pass_long,0,,,,,
player,201312150clt,htx,JeanLe01,pass_rating,,,,,,
player,201312150clt,htx,JeanLe01,rush_att,0,,,,,
player,201312150clt,htx,JeanLe01,rush_yds,0,,,,,
player,201312150clt,htx,JeanLe01,rush_td,0,,,,,
player,201312150clt,htx,JeanLe01,rush_long,0,,,,,
player,201312150clt,htx,JeanLe01,targets,1,,,,,
player,201312150clt,htx,JeanLe01,rec,0,,,,,
player,201312150clt,htx,JeanLe01,rec_yds,0,,,,,
player,201312150clt,htx,JeanLe01,rec_td,0,,,,,
player,201312150clt,htx,JeanLe01,rec_long,0,,,,,
player,201312150clt,htx,JeanLe01,fumbles,0,,,,,
player,201312150clt,htx,JeanLe01,fumbles_lost,0,,,,,
player,201312150clt,clt,LuckAn00,pass_cmp,19,,,,,
player,201312150clt,clt,LuckAn00,pass_att,32,,,,,
player,201312150clt,clt,LuckAn00,pass_yds,180,,,,,
player,201312150clt,clt,LuckAn00,pass_td,2,,,,,
player,201312150clt,clt,LuckAn00,pass_int,1,,,,,
player,201312150clt,clt,LuckAn00,pass_sacked,1,,,,,
player,201312150clt,clt,LuckAn00,pass_sacked_yds,1,,,,,
player,201312150clt,clt,LuckAn00,pass_long,41,,,,,
player,201312150clt,clt,LuckAn00,pass_rating,82.8,,,,,
player,201312150clt,clt,LuckAn00,rush_att,5,,,,,
player,201312150clt,clt,LuckAn00,rush_yds,29,,,,,
player,201312150clt,clt,LuckAn00,rush_td,0,,,,,
player,201312150clt,clt,LuckAn00,rush_long,11,,,,,
player,201312150clt,clt,LuckAn00,targets,0,,,,,
player,201312150clt,clt,LuckAn00,rec,0,,,,,
player,201312150clt,clt,LuckAn00,rec_yds,0,,,,,
player,201312150clt,clt,LuckAn00,rec_td,0,,,,,
player,201312150clt,clt,LuckAn00,rec_long,0,,,,,
player,201312150clt,clt,LuckAn00,fumbles,0,,,,,
player,201312150clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201312150clt,clt,RichTr00,pass_cmp,0,,,,,
player,201312150clt,clt,RichTr00,pass_att,0,,,,,
player,201312150clt,clt,RichTr00,pass_yds,0,,,,,
player,201312150clt,clt,RichTr00,pass_td,0,,,,,
player,201312150clt,clt,RichTr00,pass_int,0,,,,,
player,201312150clt,clt,RichTr00,pass_sacked,0,,,,,
player,201312150clt,clt,RichTr00,pass_sacked_yds,0,,,,,
player,201312150clt,clt,RichTr00,pass_long,0,,,,,
player,201312150clt,clt,RichTr00,pass_rating,,,,,,
player,201312150clt,clt,RichTr00,rush_att,19,,,,,
player,201312150clt,clt,RichTr00,rush_yds,64,,,,,
player,201312150clt,clt,RichTr00,rush_td,0,,,,,
player,201312150clt,clt,RichTr00,rush_long,22,,,,,
player,201312150clt,clt,RichTr00,targets,6,,,,,
player,201312150clt,clt,RichTr00,rec,4,,,,,
player,201312150clt,clt,RichTr00,rec_yds,38,,,,,
player,201312150clt,clt,RichTr00,rec_td,1,,,,,
player,201312150clt,clt,RichTr00,rec_long,18,,,,,
player,201312150clt,clt,RichTr00,fumbles,1,,,,,
player,201312150clt,clt,RichTr00,fumbles_lost,0,,,,,
player,201312150clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201312150clt,clt,BrowDo00,pass_att,0,,,,,
player,201312150clt,clt,BrowDo00,pass_yds,0,,,,,
player,201312150clt,clt,BrowDo00,pass_td,0,,,,,
player,201312150clt,clt,BrowDo00,pass_int,0,,,,,
player,201312150clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201312150clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201312150clt,clt,BrowDo00,pass_long,0,,,,,
player,201312150clt,clt,BrowDo00,pass_rating,,,,,,
player,201312150clt,clt,BrowDo00,rush_att,5,,,,,
player,201312150clt,clt,BrowDo00,rush_yds,38,,,,,
player,201312150clt,clt,BrowDo00,rush_td,0,,,,,
player,201312150clt,clt,BrowDo00,rush_long,26,,,,,
player,201312150clt,clt,BrowDo00,targets,0,,,,,
player,201312150clt,clt,BrowDo00,rec,0,,,,,
player,201312150clt,clt,BrowDo00,rec_yds,0,,,,,
player,201312150clt,clt,BrowDo00,rec_td,0,,,,,
player,201312150clt,clt,BrowDo00,rec_long,0,,,,,
player,201312150clt,clt,BrowDo00,fumbles,0,,,,,
player,201312150clt,clt,BrowDo00,fumbles_lost,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_cmp,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_att,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_yds,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_td,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_int,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_sacked,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_sacked_yds,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_long,0,,,,,
player,201312150clt,clt,ChoiTa00,pass_rating,,,,,,
player,201312150clt,clt,ChoiTa00,rush_att,5,,,,,
player,201312150clt,clt,ChoiTa00,rush_yds,18,,,,,
player,201312150clt,clt,ChoiTa00,rush_td,0,,,,,
player,201312150clt,clt,ChoiTa00,rush_long,6,,,,,
player,201312150clt,clt,ChoiTa00,targets,0,,,,,
player,201312150clt,clt,ChoiTa00,rec,0,,,,,
player,201312150clt,clt,ChoiTa00,rec_yds,0,,,,,
player,201312150clt,clt,ChoiTa00,rec_td,0,,,,,
player,201312150clt,clt,ChoiTa00,rec_long,0,,,,,
player,201312150clt,clt,ChoiTa00,fumbles,0,,,,,
player,201312150clt,clt,ChoiTa00,fumbles_lost,0,,,,,
player,201312150clt,clt,LyncCo99,pass_cmp,0,,,,,
player,201312150clt,clt,LyncCo99,pass_att,0,,,,,
player,201312150clt,clt,LyncCo99,pass_yds,0,,,,,
player,201312150clt,clt,LyncCo99,pass_td,0,,,,,
player,201312150clt,clt,LyncCo99,pass_int,0,,,,,
player,201312150clt,clt,LyncCo99,pass_sacked,0,,,,,
player,201312150clt,clt,LyncCo99,pass_sacked_yds,0,,,,,
player,201312150clt,clt,LyncCo99,pass_long,0,,,,,
player,201312150clt,clt,LyncCo99,pass_rating,,,,,,
player,201312150clt,clt,LyncCo99,rush_att,1,,,,,
player,201312150clt,clt,LyncCo99,rush_yds,3,,,,,
player,201312150clt,clt,LyncCo99,rush_td,0,,,,,
player,201312150clt,clt,LyncCo99,rush_long,3,,,,,
player,201312150clt,clt,LyncCo99,targets,0,,,,,
player,201312150clt,clt,LyncCo99,rec,0,,,,,
player,201312150clt,clt,LyncCo99,rec_yds,0,,,,,
player,201312150clt,clt,LyncCo99,rec_td,0,,,,,
player,201312150clt,clt,LyncCo99,rec_long,0,,,,,
player,201312150clt,clt,LyncCo99,fumbles,0,,,,,
player,201312150clt,clt,LyncCo99,fumbles_lost,0,,,,,
player,201312150clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201312150clt,clt,HiltT.00,pass_att,0,,,,,
player,201312150clt,clt,HiltT.00,pass_yds,0,,,,,
player,201312150clt,clt,HiltT.00,pass_td,0,,,,,
player,201312150clt,clt,HiltT.00,pass_int,0,,,,,
player,201312150clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201312150clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201312150clt,clt,HiltT.00,pass_long,0,,,,,
player,201312150clt,clt,HiltT.00,pass_rating,,,,,,
player,201312150clt,clt,HiltT.00,rush_att,0,,,,,
player,201312150clt,clt,HiltT.00,rush_yds,0,,,,,
player,201312150clt,clt,HiltT.00,rush_td,0,,,,,
player,201312150clt,clt,HiltT.00,rush_long,0,,,,,
player,201312150clt,clt,HiltT.00,targets,12,,,,,
player,201312150clt,clt,HiltT.00,rec,8,,,,,
player,201312150clt,clt,HiltT.00,rec_yds,78,,,,,
player,201312150clt,clt,HiltT.00,rec_td,0,,,,,
player,201312150clt,clt,HiltT.00,rec_long,41,,,,,
player,201312150clt,clt,HiltT.00,fumbles,0,,,,,
player,201312150clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201312150clt,clt,WhalGr00,pass_cmp,0,,,,,
player,201312150clt,clt,WhalGr00,pass_att,0,,,,,
player,201312150clt,clt,WhalGr00,pass_yds,0,,,,,
player,201312150clt,clt,WhalGr00,pass_td,0,,,,,
player,201312150clt,clt,WhalGr00,pass_int,0,,,,,
player,201312150clt,clt,WhalGr00,pass_sacked,0,,,,,
player,201312150clt,clt,WhalGr00,pass_sacked_yds,0,,,,,
player,201312150clt,clt,WhalGr00,pass_long,0,,,,,
player,201312150clt,clt,WhalGr00,pass_rating,,,,,,
player,201312150clt,clt,WhalGr00,rush_att,0,,,,,
player,201312150clt,clt,WhalGr00,rush_yds,0,,,,,
player,201312150clt,clt,WhalGr00,rush_td,0,,,,,
player,201312150clt,clt,WhalGr00,rush_long,0,,,,,
player,201312150clt,clt,WhalGr00,targets,5,,,,,
player,201312150clt,clt,WhalGr00,rec,4,,,,,
player,201312150clt,clt,WhalGr00,rec_yds,45,,,,,
player,201312150clt,clt,WhalGr00,rec_td,1,,,,,
player,201312150clt,clt,WhalGr00,rec_long,18,,,,,
player,201312150clt,clt,WhalGr00,fumbles,0,,,,,
player,201312150clt,clt,WhalGr00,fumbles_lost,0,,,,,
player,201312150clt,clt,RogeDa01,pass_cmp,0,,,,,
player,201312150clt,clt,RogeDa01,pass_att,0,,,,,
player,201312150clt,clt,RogeDa01,pass_yds,0,,,,,
player,201312150clt,clt,RogeDa01,pass_td,0,,,,,
player,201312150clt,clt,RogeDa01,pass_int,0,,,,,
player,201312150clt,clt,RogeDa01,pass_sacked,0,,,,,
player,201312150clt,clt,RogeDa01,pass_sacked_yds,0,,,,,
player,201312150clt,clt,RogeDa01,pass_long,0,,,,,
player,201312150clt,clt,RogeDa01,pass_rating,,,,,,
player,201312150clt,clt,RogeDa01,rush_att,1,,,,,
player,201312150clt,clt,RogeDa01,rush_yds,0,,,,,
player,201312150clt,clt,RogeDa01,rush_td,0,,,,,
player,201312150clt,clt,RogeDa01,rush_long,0,,,,,
player,201312150clt,clt,RogeDa01,targets,6,,,,,
player,201312150clt,clt,RogeDa01,rec,2,,,,,
player,201312150clt,clt,RogeDa01,rec_yds,23,,,,,
player,201312150clt,clt,RogeDa01,rec_td,0,,,,,
player,201312150clt,clt,RogeDa01,rec_long,12,,,,,
player,201312150clt,clt,RogeDa01,fumbles,0,,,,,
player,201312150clt,clt,RogeDa01,fumbles_lost,0,,,,,
player,201312150clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201312150clt,clt,FleeCo00,pass_att,0,,,,,
player,201312150clt,clt,FleeCo00,pass_yds,0,,,,,
player,201312150clt,clt,FleeCo00,pass_td,0,,,,,
player,201312150clt,clt,FleeCo00,pass_int,0,,,,,
player,201312150clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201312150clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201312150clt,clt,FleeCo00,pass_long,0,,,,,
player,201312150clt,clt,FleeCo00,pass_rating,,,,,,
player,201312150clt,clt,FleeCo00,rush_att,0,,,,,
player,201312150clt,clt,FleeCo00,rush_yds,0,,,,,
player,201312150clt,clt,FleeCo00,rush_td,0,,,,,
player,201312150clt,clt,FleeCo00,rush_long,0,,,,,
player,201312150clt,clt,FleeCo00,targets,1,,,,,
player,201312150clt,clt,FleeCo00,rec,0,,,,,
player,201312150clt,clt,FleeCo00,rec_yds,0,,,,,
player,201312150clt,clt,FleeCo00,rec_td,0,,,,,
player,201312150clt,clt,FleeCo00,rec_long,0,,,,,
player,201312150clt,clt,FleeCo00,fumbles,0,,,,,
player,201312150clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201312150clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201312150clt,clt,DoylJa00,pass_att,0,,,,,
player,201312150clt,clt,DoylJa00,pass_yds,0,,,,,
player,201312150clt,clt,DoylJa00,pass_td,0,,,,,
player,201312150clt,clt,DoylJa00,pass_int,0,,,,,
player,201312150clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201312150clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201312150clt,clt,DoylJa00,pass_long,0,,,,,
player,201312150clt,clt,DoylJa00,pass_rating,,,,,,
player,201312150clt,clt,DoylJa00,rush_att,0,,,,,
player,201312150clt,clt,DoylJa00,rush_yds,0,,,,,
player,201312150clt,clt,DoylJa00,rush_td,0,,,,,
player,201312150clt,clt,DoylJa00,rush_long,0,,,,,
player,201312150clt,clt,DoylJa00,targets,2,,,,,
player,201312150clt,clt,DoylJa00,rec,1,,,,,
player,201312150clt,clt,DoylJa00,rec_yds,-4,,,,,
player,201312150clt,clt,DoylJa00,rec_td,0,,,,,
player,201312150clt,clt,DoylJa00,rec_long,-4,,,,,
player,201312150clt,clt,DoylJa00,fumbles,0,,,,,
player,201312150clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201312150clt,htx,JoseJo20,def_int,1,,,,,
player,201312150clt,htx,JoseJo20,def_int_yds,32,,,,,
player,201312150clt,htx,JoseJo20,def_int_td,0,,,,,
player,201312150clt,htx,JoseJo20,def_int_long,32,,,,,
player,201312150clt,htx,JoseJo20,pass_defended,1,,,,,
player,201312150clt,htx,JoseJo20,sacks,0.0,,,,,
player,201312150clt,htx,JoseJo20,tackles_combined,9,,,,,
player,201312150clt,htx,JoseJo20,tackles_solo,9,,,,,
player,201312150clt,htx,JoseJo20,tackles_assists,0,,,,,
player,201312150clt,htx,JoseJo20,tackles_loss,1,,,,,
player,201312150clt,htx,JoseJo20,qb_hits,0,,,,,
player,201312150clt,htx,JoseJo20,fumbles_rec,0,,,,,
player,201312150clt,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201312150clt,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201312150clt,htx,JoseJo20,fumbles_forced,0,,,,,
player,201312150clt,htx,ReedBr00,def_int,0,,,,,
player,201312150clt,htx,ReedBr00,def_int_yds,0,,,,,
player,201312150clt,htx,ReedBr00,def_int_td,0,,,,,
player,201312150clt,htx,ReedBr00,def_int_long,0,,,,,
player,201312150clt,htx,ReedBr00,pass_defended,0,,,,,
player,201312150clt,htx,ReedBr00,sacks,1.0,,,,,
player,201312150clt,htx,ReedBr00,tackles_combined,3,,,,,
player,201312150clt,htx,ReedBr00,tackles_solo,3,,,,,
player,201312150clt,htx,ReedBr00,tackles_assists,0,,,,,
player,201312150clt,htx,ReedBr00,tackles_loss,1,,,,,
player,201312150clt,htx,ReedBr00,qb_hits,1,,,,,
player,201312150clt,htx,ReedBr00,fumbles_rec,0,,,,,
player,201312150clt,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201312150clt,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201312150clt,htx,ReedBr00,fumbles_forced,0,,,,,
player,201312150clt,htx,MaysJo99,def_int,0,,,,,
player,201312150clt,htx,MaysJo99,def_int_yds,0,,,,,
player,201312150clt,htx,MaysJo99,def_int_td,0,,,,,
player,201312150clt,htx,MaysJo99,def_int_long,0,,,,,
player,201312150clt,htx,MaysJo99,pass_defended,1,,,,,
player,201312150clt,htx,MaysJo99,sacks,0.0,,,,,
player,201312150clt,htx,MaysJo99,tackles_combined,13,,,,,
player,201312150clt,htx,MaysJo99,tackles_solo,5,,,,,
player,201312150clt,htx,MaysJo99,tackles_assists,8,,,,,
player,201312150clt,htx,MaysJo99,tackles_loss,1,,,,,
player,201312150clt,htx,MaysJo99,qb_hits,1,,,,,
player,201312150clt,htx,MaysJo99,fumbles_rec,0,,,,,
player,201312150clt,htx,MaysJo99,fumbles_rec_yds,0,,,,,
player,201312150clt,htx,MaysJo99,fumbles_rec_td,0,,,,,
player,201312150clt,htx,MaysJo99,fumbles_forced,0,,,,,
player,201312150clt,htx,SharDa01,def_int,0,,,,,
player,201312150clt,htx,SharDa01,def_int_yds,0,,,,,
player,201312150clt,htx,SharDa01,def_int_td,0,,,,,
player,201312150clt,htx,SharDa01,def_int_long,0,,,,,
player,201312150clt,htx,SharDa01,pass_defended,0,,,,,
player,201312150clt,htx,SharDa01,sacks,0.0,,,,,
