game,2013,14,20131208,201312080crd,ram,"St. Louis Rams",10,crd,"Arizona Cardinals",30
player,201312080crd,ram,BailSt01,rush_long,0,,,,,
player,201312080crd,ram,BailSt01,targets,4,,,,,
player,201312080crd,ram,BailSt01,rec,3,,,,,
player,201312080crd,ram,BailSt01,rec_yds,46,,,,,
player,201312080crd,ram,BailSt01,rec_td,0,,,,,
player,201312080crd,ram,BailSt01,rec_long,18,,,,,
player,201312080crd,ram,BailSt01,fumbles,0,,,,,
player,201312080crd,ram,BailSt01,fumbles_lost,0,,,,,
player,201312080crd,ram,GiveCh00,pass_cmp,0,,,,,
player,201312080crd,ram,GiveCh00,pass_att,0,,,,,
player,201312080crd,ram,GiveCh00,pass_yds,0,,,,,
player,201312080crd,ram,GiveCh00,pass_td,0,,,,,
player,201312080crd,ram,GiveCh00,pass_int,0,,,,,
player,201312080crd,ram,GiveCh00,pass_sacked,0,,,,,
player,201312080crd,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201312080crd,ram,GiveCh00,pass_long,0,,,,,
player,201312080crd,ram,GiveCh00,pass_rating,,,,,,
player,201312080crd,ram,GiveCh00,rush_att,0,,,,,
player,201312080crd,ram,GiveCh00,rush_yds,0,,,,,
player,201312080crd,ram,GiveCh00,rush_td,0,,,,,
player,201312080crd,ram,GiveCh00,rush_long,0,,,,,
player,201312080crd,ram,GiveCh00,targets,2,,,,,
player,201312080crd,ram,GiveCh00,rec,1,,,,,
player,201312080crd,ram,GiveCh00,rec_yds,21,,,,,
player,201312080crd,ram,GiveCh00,rec_td,0,,,,,
player,201312080crd,ram,GiveCh00,rec_long,21,,,,,
player,201312080crd,ram,GiveCh00,fumbles,0,,,,,
player,201312080crd,ram,GiveCh00,fumbles_lost,0,,,,,
player,201312080crd,ram,PettAu00,pass_cmp,0,,,,,
player,201312080crd,ram,PettAu00,pass_att,0,,,,,
player,201312080crd,ram,PettAu00,pass_yds,0,,,,,
player,201312080crd,ram,PettAu00,pass_td,0,,,,,
player,201312080crd,ram,PettAu00,pass_int,0,,,,,
player,201312080crd,ram,PettAu00,pass_sacked,0,,,,,
player,201312080crd,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201312080crd,ram,PettAu00,pass_long,0,,,,,
player,201312080crd,ram,PettAu00,pass_rating,,,,,,
player,201312080crd,ram,PettAu00,rush_att,0,,,,,
player,201312080crd,ram,PettAu00,rush_yds,0,,,,,
player,201312080crd,ram,PettAu00,rush_td,0,,,,,
player,201312080crd,ram,PettAu00,rush_long,0,,,,,
player,201312080crd,ram,PettAu00,targets,3,,,,,
player,201312080crd,ram,PettAu00,rec,1,,,,,
player,201312080crd,ram,PettAu00,rec_yds,19,,,,,
player,201312080crd,ram,PettAu00,rec_td,0,,,,,
player,201312080crd,ram,PettAu00,rec_long,19,,,,,
player,201312080crd,ram,PettAu00,fumbles,0,,,,,
player,201312080crd,ram,PettAu00,fumbles_lost,0,,,,,
player,201312080crd,ram,KendLa00,pass_cmp,0,,,,,
player,201312080crd,ram,KendLa00,pass_att,0,,,,,
player,201312080crd,ram,KendLa00,pass_yds,0,,,,,
player,201312080crd,ram,KendLa00,pass_td,0,,,,,
player,201312080crd,ram,KendLa00,pass_int,0,,,,,
player,201312080crd,ram,KendLa00,pass_sacked,0,,,,,
player,201312080crd,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201312080crd,ram,KendLa00,pass_long,0,,,,,
player,201312080crd,ram,KendLa00,pass_rating,,,,,,
player,201312080crd,ram,KendLa00,rush_att,0,,,,,
player,201312080crd,ram,KendLa00,rush_yds,0,,,,,
player,201312080crd,ram,KendLa00,rush_td,0,,,,,
player,201312080crd,ram,KendLa00,rush_long,0,,,,,
player,201312080crd,ram,KendLa00,targets,2,,,,,
player,201312080crd,ram,KendLa00,rec,1,,,,,
player,201312080crd,ram,KendLa00,rec_yds,15,,,,,
player,201312080crd,ram,KendLa00,rec_td,0,,,,,
player,201312080crd,ram,KendLa00,rec_long,15,,,,,
player,201312080crd,ram,KendLa00,fumbles,0,,,,,
player,201312080crd,ram,KendLa00,fumbles_lost,0,,,,,
player,201312080crd,ram,HarkCo00,pass_cmp,0,,,,,
player,201312080crd,ram,HarkCo00,pass_att,0,,,,,
player,201312080crd,ram,HarkCo00,pass_yds,0,,,,,
player,201312080crd,ram,HarkCo00,pass_td,0,,,,,
player,201312080crd,ram,HarkCo00,pass_int,0,,,,,
player,201312080crd,ram,HarkCo00,pass_sacked,0,,,,,
player,201312080crd,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201312080crd,ram,HarkCo00,pass_long,0,,,,,
player,201312080crd,ram,HarkCo00,pass_rating,,,,,,
player,201312080crd,ram,HarkCo00,rush_att,0,,,,,
player,201312080crd,ram,HarkCo00,rush_yds,0,,,,,
player,201312080crd,ram,HarkCo00,rush_td,0,,,,,
player,201312080crd,ram,HarkCo00,rush_long,0,,,,,
player,201312080crd,ram,HarkCo00,targets,1,,,,,
player,201312080crd,ram,HarkCo00,rec,1,,,,,
player,201312080crd,ram,HarkCo00,rec_yds,9,,,,,
player,201312080crd,ram,HarkCo00,rec_td,0,,,,,
player,201312080crd,ram,HarkCo00,rec_long,9,,,,,
player,201312080crd,ram,HarkCo00,fumbles,0,,,,,
player,201312080crd,ram,HarkCo00,fumbles_lost,0,,,,,
player,201312080crd,crd,PalmCa00,pass_cmp,27,,,,,
player,201312080crd,crd,PalmCa00,pass_att,32,,,,,
player,201312080crd,crd,PalmCa00,pass_yds,269,,,,,
player,201312080crd,crd,PalmCa00,pass_td,1,,,,,
player,201312080crd,crd,PalmCa00,pass_int,0,,,,,
player,201312080crd,crd,PalmCa00,pass_sacked,1,,,,,
player,201312080crd,crd,PalmCa00,pass_sacked_yds,7,,,,,
player,201312080crd,crd,PalmCa00,pass_long,32,,,,,
player,201312080crd,crd,PalmCa00,pass_rating,112.1,,,,,
player,201312080crd,crd,PalmCa00,rush_att,1,,,,,
player,201312080crd,crd,PalmCa00,rush_yds,-1,,,,,
player,201312080crd,crd,PalmCa00,rush_td,0,,,,,
player,201312080crd,crd,PalmCa00,rush_long,-1,,,,,
player,201312080crd,crd,PalmCa00,targets,0,,,,,
player,201312080crd,crd,PalmCa00,rec,0,,,,,
player,201312080crd,crd,PalmCa00,rec_yds,0,,,,,
player,201312080crd,crd,PalmCa00,rec_td,0,,,,,
player,201312080crd,crd,PalmCa00,rec_long,0,,,,,
player,201312080crd,crd,PalmCa00,fumbles,0,,,,,
player,201312080crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201312080crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201312080crd,crd,ElliAn00,pass_att,0,,,,,
player,201312080crd,crd,ElliAn00,pass_yds,0,,,,,
player,201312080crd,crd,ElliAn00,pass_td,0,,,,,
player,201312080crd,crd,ElliAn00,pass_int,0,,,,,
player,201312080crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201312080crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,ElliAn00,pass_long,0,,,,,
player,201312080crd,crd,ElliAn00,pass_rating,,,,,,
player,201312080crd,crd,ElliAn00,rush_att,11,,,,,
player,201312080crd,crd,ElliAn00,rush_yds,46,,,,,
player,201312080crd,crd,ElliAn00,rush_td,1,,,,,
player,201312080crd,crd,ElliAn00,rush_long,21,,,,,
player,201312080crd,crd,ElliAn00,targets,2,,,,,
player,201312080crd,crd,ElliAn00,rec,2,,,,,
player,201312080crd,crd,ElliAn00,rec_yds,17,,,,,
player,201312080crd,crd,ElliAn00,rec_td,0,,,,,
player,201312080crd,crd,ElliAn00,rec_long,9,,,,,
player,201312080crd,crd,ElliAn00,fumbles,0,,,,,
player,201312080crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201312080crd,crd,MendRa00,pass_cmp,0,,,,,
player,201312080crd,crd,MendRa00,pass_att,0,,,,,
player,201312080crd,crd,MendRa00,pass_yds,0,,,,,
player,201312080crd,crd,MendRa00,pass_td,0,,,,,
player,201312080crd,crd,MendRa00,pass_int,0,,,,,
player,201312080crd,crd,MendRa00,pass_sacked,0,,,,,
player,201312080crd,crd,MendRa00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,MendRa00,pass_long,0,,,,,
player,201312080crd,crd,MendRa00,pass_rating,,,,,,
player,201312080crd,crd,MendRa00,rush_att,17,,,,,
player,201312080crd,crd,MendRa00,rush_yds,41,,,,,
player,201312080crd,crd,MendRa00,rush_td,1,,,,,
player,201312080crd,crd,MendRa00,rush_long,11,,,,,
player,201312080crd,crd,MendRa00,targets,0,,,,,
player,201312080crd,crd,MendRa00,rec,0,,,,,
player,201312080crd,crd,MendRa00,rec_yds,0,,,,,
player,201312080crd,crd,MendRa00,rec_td,0,,,,,
player,201312080crd,crd,MendRa00,rec_long,0,,,,,
player,201312080crd,crd,MendRa00,fumbles,0,,,,,
player,201312080crd,crd,MendRa00,fumbles_lost,0,,,,,
player,201312080crd,crd,PetePa00,pass_cmp,0,,,,,
player,201312080crd,crd,PetePa00,pass_att,0,,,,,
player,201312080crd,crd,PetePa00,pass_yds,0,,,,,
player,201312080crd,crd,PetePa00,pass_td,0,,,,,
player,201312080crd,crd,PetePa00,pass_int,0,,,,,
player,201312080crd,crd,PetePa00,pass_sacked,0,,,,,
player,201312080crd,crd,PetePa00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,PetePa00,pass_long,0,,,,,
player,201312080crd,crd,PetePa00,pass_rating,,,,,,
player,201312080crd,crd,PetePa00,rush_att,1,,,,,
player,201312080crd,crd,PetePa00,rush_yds,12,,,,,
player,201312080crd,crd,PetePa00,rush_td,0,,,,,
player,201312080crd,crd,PetePa00,rush_long,12,,,,,
player,201312080crd,crd,PetePa00,targets,0,,,,,
player,201312080crd,crd,PetePa00,rec,0,,,,,
player,201312080crd,crd,PetePa00,rec_yds,0,,,,,
player,201312080crd,crd,PetePa00,rec_td,0,,,,,
player,201312080crd,crd,PetePa00,rec_long,0,,,,,
player,201312080crd,crd,PetePa00,fumbles,0,,,,,
player,201312080crd,crd,PetePa00,fumbles_lost,0,,,,,
player,201312080crd,crd,TaylSt00,pass_cmp,0,,,,,
player,201312080crd,crd,TaylSt00,pass_att,0,,,,,
player,201312080crd,crd,TaylSt00,pass_yds,0,,,,,
player,201312080crd,crd,TaylSt00,pass_td,0,,,,,
player,201312080crd,crd,TaylSt00,pass_int,0,,,,,
player,201312080crd,crd,TaylSt00,pass_sacked,0,,,,,
player,201312080crd,crd,TaylSt00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,TaylSt00,pass_long,0,,,,,
player,201312080crd,crd,TaylSt00,pass_rating,,,,,,
player,201312080crd,crd,TaylSt00,rush_att,2,,,,,
player,201312080crd,crd,TaylSt00,rush_yds,9,,,,,
player,201312080crd,crd,TaylSt00,rush_td,0,,,,,
player,201312080crd,crd,TaylSt00,rush_long,6,,,,,
player,201312080crd,crd,TaylSt00,targets,3,,,,,
player,201312080crd,crd,TaylSt00,rec,3,,,,,
player,201312080crd,crd,TaylSt00,rec_yds,16,,,,,
player,201312080crd,crd,TaylSt00,rec_td,0,,,,,
player,201312080crd,crd,TaylSt00,rec_long,9,,,,,
player,201312080crd,crd,TaylSt00,fumbles,0,,,,,
player,201312080crd,crd,TaylSt00,fumbles_lost,0,,,,,
player,201312080crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201312080crd,crd,FitzLa00,pass_att,0,,,,,
player,201312080crd,crd,FitzLa00,pass_yds,0,,,,,
player,201312080crd,crd,FitzLa00,pass_td,0,,,,,
player,201312080crd,crd,FitzLa00,pass_int,0,,,,,
player,201312080crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201312080crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,FitzLa00,pass_long,0,,,,,
player,201312080crd,crd,FitzLa00,pass_rating,,,,,,
player,201312080crd,crd,FitzLa00,rush_att,0,,,,,
player,201312080crd,crd,FitzLa00,rush_yds,0,,,,,
player,201312080crd,crd,FitzLa00,rush_td,0,,,,,
player,201312080crd,crd,FitzLa00,rush_long,0,,,,,
player,201312080crd,crd,FitzLa00,targets,12,,,,,
player,201312080crd,crd,FitzLa00,rec,12,,,,,
player,201312080crd,crd,FitzLa00,rec_yds,96,,,,,
player,201312080crd,crd,FitzLa00,rec_td,1,,,,,
player,201312080crd,crd,FitzLa00,rec_long,19,,,,,
player,201312080crd,crd,FitzLa00,fumbles,0,,,,,
player,201312080crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201312080crd,crd,HousRo01,pass_cmp,0,,,,,
player,201312080crd,crd,HousRo01,pass_att,0,,,,,
player,201312080crd,crd,HousRo01,pass_yds,0,,,,,
player,201312080crd,crd,HousRo01,pass_td,0,,,,,
player,201312080crd,crd,HousRo01,pass_int,0,,,,,
player,201312080crd,crd,HousRo01,pass_sacked,0,,,,,
player,201312080crd,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201312080crd,crd,HousRo01,pass_long,0,,,,,
player,201312080crd,crd,HousRo01,pass_rating,,,,,,
player,201312080crd,crd,HousRo01,rush_att,0,,,,,
player,201312080crd,crd,HousRo01,rush_yds,0,,,,,
player,201312080crd,crd,HousRo01,rush_td,0,,,,,
player,201312080crd,crd,HousRo01,rush_long,0,,,,,
player,201312080crd,crd,HousRo01,targets,4,,,,,
player,201312080crd,crd,HousRo01,rec,3,,,,,
player,201312080crd,crd,HousRo01,rec_yds,42,,,,,
player,201312080crd,crd,HousRo01,rec_td,0,,,,,
player,201312080crd,crd,HousRo01,rec_long,31,,,,,
player,201312080crd,crd,HousRo01,fumbles,0,,,,,
player,201312080crd,crd,HousRo01,fumbles_lost,0,,,,,
player,201312080crd,crd,DrayJi00,pass_cmp,0,,,,,
player,201312080crd,crd,DrayJi00,pass_att,0,,,,,
player,201312080crd,crd,DrayJi00,pass_yds,0,,,,,
player,201312080crd,crd,DrayJi00,pass_td,0,,,,,
player,201312080crd,crd,DrayJi00,pass_int,0,,,,,
player,201312080crd,crd,DrayJi00,pass_sacked,0,,,,,
player,201312080crd,crd,DrayJi00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,DrayJi00,pass_long,0,,,,,
player,201312080crd,crd,DrayJi00,pass_rating,,,,,,
player,201312080crd,crd,DrayJi00,rush_att,0,,,,,
player,201312080crd,crd,DrayJi00,rush_yds,0,,,,,
player,201312080crd,crd,DrayJi00,rush_td,0,,,,,
player,201312080crd,crd,DrayJi00,rush_long,0,,,,,
player,201312080crd,crd,DrayJi00,targets,3,,,,,
player,201312080crd,crd,DrayJi00,rec,3,,,,,
player,201312080crd,crd,DrayJi00,rec_yds,32,,,,,
player,201312080crd,crd,DrayJi00,rec_td,0,,,,,
player,201312080crd,crd,DrayJi00,rec_long,16,,,,,
player,201312080crd,crd,DrayJi00,fumbles,1,,,,,
player,201312080crd,crd,DrayJi00,fumbles_lost,1,,,,,
player,201312080crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201312080crd,crd,BrowJa03,pass_att,0,,,,,
player,201312080crd,crd,BrowJa03,pass_yds,0,,,,,
player,201312080crd,crd,BrowJa03,pass_td,0,,,,,
player,201312080crd,crd,BrowJa03,pass_int,0,,,,,
player,201312080crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201312080crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201312080crd,crd,BrowJa03,pass_long,0,,,,,
player,201312080crd,crd,BrowJa03,pass_rating,,,,,,
player,201312080crd,crd,BrowJa03,rush_att,0,,,,,
player,201312080crd,crd,BrowJa03,rush_yds,0,,,,,
player,201312080crd,crd,BrowJa03,rush_td,0,,,,,
player,201312080crd,crd,BrowJa03,rush_long,0,,,,,
player,201312080crd,crd,BrowJa03,targets,1,,,,,
player,201312080crd,crd,BrowJa03,rec,1,,,,,
player,201312080crd,crd,BrowJa03,rec_yds,32,,,,,
player,201312080crd,crd,BrowJa03,rec_td,0,,,,,
player,201312080crd,crd,BrowJa03,rec_long,32,,,,,
player,201312080crd,crd,BrowJa03,fumbles,0,,,,,
player,201312080crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201312080crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201312080crd,crd,FloyMi00,pass_att,0,,,,,
player,201312080crd,crd,FloyMi00,pass_yds,0,,,,,
player,201312080crd,crd,FloyMi00,pass_td,0,,,,,
player,201312080crd,crd,FloyMi00,pass_int,0,,,,,
player,201312080crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201312080crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,FloyMi00,pass_long,0,,,,,
player,201312080crd,crd,FloyMi00,pass_rating,,,,,,
player,201312080crd,crd,FloyMi00,rush_att,0,,,,,
player,201312080crd,crd,FloyMi00,rush_yds,0,,,,,
player,201312080crd,crd,FloyMi00,rush_td,0,,,,,
player,201312080crd,crd,FloyMi00,rush_long,0,,,,,
player,201312080crd,crd,FloyMi00,targets,5,,,,,
player,201312080crd,crd,FloyMi00,rec,2,,,,,
player,201312080crd,crd,FloyMi00,rec_yds,26,,,,,
player,201312080crd,crd,FloyMi00,rec_td,0,,,,,
player,201312080crd,crd,FloyMi00,rec_long,13,,,,,
player,201312080crd,crd,FloyMi00,fumbles,0,,,,,
player,201312080crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201312080crd,crd,RobeAn00,pass_cmp,0,,,,,
player,201312080crd,crd,RobeAn00,pass_att,0,,,,,
player,201312080crd,crd,RobeAn00,pass_yds,0,,,,,
player,201312080crd,crd,RobeAn00,pass_td,0,,,,,
player,201312080crd,crd,RobeAn00,pass_int,0,,,,,
player,201312080crd,crd,RobeAn00,pass_sacked,0,,,,,
player,201312080crd,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201312080crd,crd,RobeAn00,pass_long,0,,,,,
player,201312080crd,crd,RobeAn00,pass_rating,,,,,,
player,201312080crd,crd,RobeAn00,rush_att,0,,,,,
player,201312080crd,crd,RobeAn00,rush_yds,0,,,,,
player,201312080crd,crd,RobeAn00,rush_td,0,,,,,
player,201312080crd,crd,RobeAn00,rush_long,0,,,,,
player,201312080crd,crd,RobeAn00,targets,2,,,,,
player,201312080crd,crd,RobeAn00,rec,1,,,,,
player,201312080crd,crd,RobeAn00,rec_yds,8,,,,,
player,201312080crd,crd,RobeAn00,rec_td,0,,,,,
player,201312080crd,crd,RobeAn00,rec_long,8,,,,,
player,201312080crd,crd,RobeAn00,fumbles,0,,,,,
player,201312080crd,crd,RobeAn00,fumbles_lost,0,,,,,
player,201312080crd,ram,OgleAl00,def_int,0,,,,,
player,201312080crd,ram,OgleAl00,def_int_yds,0,,,,,
player,201312080crd,ram,OgleAl00,def_int_td,0,,,,,
player,201312080crd,ram,OgleAl00,def_int_long,0,,,,,
player,201312080crd,ram,OgleAl00,pass_defended,0,,,,,
player,201312080crd,ram,OgleAl00,sacks,1.0,,,,,
player,201312080crd,ram,OgleAl00,tackles_combined,9,,,,,
player,201312080crd,ram,OgleAl00,tackles_solo,8,,,,,
player,201312080crd,ram,OgleAl00,tackles_assists,1,,,,,
player,201312080crd,ram,OgleAl00,tackles_loss,2,,,,,
player,201312080crd,ram,OgleAl00,qb_hits,1,,,,,
player,201312080crd,ram,OgleAl00,fumbles_rec,0,,,,,
player,201312080crd,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201312080crd,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201312080crd,ram,OgleAl00,fumbles_forced,0,,,,,
player,201312080crd,ram,JohnTr05,def_int,0,,,,,
