game,2013,3,20130919,201309190phi,kan,"Kansas City Chiefs",26,phi,"Philadelphia Eagles",16
player,201309190phi,kan,HousJu00,def_int_long,0,,,,,
player,201309190phi,kan,HousJu00,pass_defended,3,,,,,
player,201309190phi,kan,HousJu00,sacks,4.5,,,,,
player,201309190phi,kan,HousJu00,tackles_combined,7,,,,,
player,201309190phi,kan,HousJu00,tackles_solo,6,,,,,
player,201309190phi,kan,HousJu00,tackles_assists,1,,,,,
player,201309190phi,kan,HousJu00,tackles_loss,4,,,,,
player,201309190phi,kan,HousJu00,qb_hits,5,,,,,
player,201309190phi,kan,HousJu00,fumbles_rec,2,,,,,
player,201309190phi,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201309190phi,kan,HousJu00,fumbles_forced,1,,,,,
player,201309190phi,kan,HaliTa20,def_int,0,,,,,
player,201309190phi,kan,HaliTa20,def_int_yds,0,,,,,
player,201309190phi,kan,HaliTa20,def_int_td,0,,,,,
player,201309190phi,kan,HaliTa20,def_int_long,0,,,,,
player,201309190phi,kan,HaliTa20,pass_defended,0,,,,,
player,201309190phi,kan,HaliTa20,sacks,1.0,,,,,
player,201309190phi,kan,HaliTa20,tackles_combined,3,,,,,
player,201309190phi,kan,HaliTa20,tackles_solo,3,,,,,
player,201309190phi,kan,HaliTa20,tackles_assists,0,,,,,
player,201309190phi,kan,HaliTa20,tackles_loss,1,,,,,
player,201309190phi,kan,HaliTa20,qb_hits,1,,,,,
player,201309190phi,kan,HaliTa20,fumbles_rec,0,,,,,
player,201309190phi,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201309190phi,kan,HaliTa20,fumbles_forced,0,,,,,
player,201309190phi,kan,JohnDe25,def_int,0,,,,,
player,201309190phi,kan,JohnDe25,def_int_yds,0,,,,,
player,201309190phi,kan,JohnDe25,def_int_td,0,,,,,
player,201309190phi,kan,JohnDe25,def_int_long,0,,,,,
player,201309190phi,kan,JohnDe25,pass_defended,1,,,,,
player,201309190phi,kan,JohnDe25,sacks,0.5,,,,,
player,201309190phi,kan,JohnDe25,tackles_combined,8,,,,,
player,201309190phi,kan,JohnDe25,tackles_solo,7,,,,,
player,201309190phi,kan,JohnDe25,tackles_assists,1,,,,,
player,201309190phi,kan,JohnDe25,tackles_loss,0,,,,,
player,201309190phi,kan,JohnDe25,qb_hits,2,,,,,
player,201309190phi,kan,JohnDe25,fumbles_rec,0,,,,,
player,201309190phi,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201309190phi,kan,JohnDe25,fumbles_forced,0,,,,,
player,201309190phi,kan,JordAk99,def_int,0,,,,,
player,201309190phi,kan,JordAk99,def_int_yds,0,,,,,
player,201309190phi,kan,JordAk99,def_int_td,0,,,,,
player,201309190phi,kan,JordAk99,def_int_long,0,,,,,
player,201309190phi,kan,JordAk99,pass_defended,0,,,,,
player,201309190phi,kan,JordAk99,sacks,0.0,,,,,
player,201309190phi,kan,JordAk99,tackles_combined,5,,,,,
player,201309190phi,kan,JordAk99,tackles_solo,4,,,,,
player,201309190phi,kan,JordAk99,tackles_assists,1,,,,,
player,201309190phi,kan,JordAk99,tackles_loss,0,,,,,
player,201309190phi,kan,JordAk99,qb_hits,0,,,,,
player,201309190phi,kan,JordAk99,fumbles_rec,0,,,,,
player,201309190phi,kan,JordAk99,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,JordAk99,fumbles_rec_td,0,,,,,
player,201309190phi,kan,JordAk99,fumbles_forced,0,,,,,
player,201309190phi,kan,LewiKe00,def_int,0,,,,,
player,201309190phi,kan,LewiKe00,def_int_yds,0,,,,,
player,201309190phi,kan,LewiKe00,def_int_td,0,,,,,
player,201309190phi,kan,LewiKe00,def_int_long,0,,,,,
player,201309190phi,kan,LewiKe00,pass_defended,0,,,,,
player,201309190phi,kan,LewiKe00,sacks,0.0,,,,,
player,201309190phi,kan,LewiKe00,tackles_combined,3,,,,,
player,201309190phi,kan,LewiKe00,tackles_solo,2,,,,,
player,201309190phi,kan,LewiKe00,tackles_assists,1,,,,,
player,201309190phi,kan,LewiKe00,tackles_loss,0,,,,,
player,201309190phi,kan,LewiKe00,qb_hits,0,,,,,
player,201309190phi,kan,LewiKe00,fumbles_rec,0,,,,,
player,201309190phi,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201309190phi,kan,LewiKe00,fumbles_forced,0,,,,,
player,201309190phi,kan,AbduHu99,def_int,0,,,,,
player,201309190phi,kan,AbduHu99,def_int_yds,0,,,,,
player,201309190phi,kan,AbduHu99,def_int_td,0,,,,,
player,201309190phi,kan,AbduHu99,def_int_long,0,,,,,
player,201309190phi,kan,AbduHu99,pass_defended,1,,,,,
player,201309190phi,kan,AbduHu99,sacks,0.0,,,,,
player,201309190phi,kan,AbduHu99,tackles_combined,2,,,,,
player,201309190phi,kan,AbduHu99,tackles_solo,2,,,,,
player,201309190phi,kan,AbduHu99,tackles_assists,0,,,,,
player,201309190phi,kan,AbduHu99,tackles_loss,0,,,,,
player,201309190phi,kan,AbduHu99,qb_hits,0,,,,,
player,201309190phi,kan,AbduHu99,fumbles_rec,0,,,,,
player,201309190phi,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201309190phi,kan,AbduHu99,fumbles_forced,0,,,,,
player,201309190phi,kan,FlowBr99,def_int,0,,,,,
player,201309190phi,kan,FlowBr99,def_int_yds,0,,,,,
player,201309190phi,kan,FlowBr99,def_int_td,0,,,,,
player,201309190phi,kan,FlowBr99,def_int_long,0,,,,,
player,201309190phi,kan,FlowBr99,pass_defended,0,,,,,
player,201309190phi,kan,FlowBr99,sacks,0.0,,,,,
player,201309190phi,kan,FlowBr99,tackles_combined,2,,,,,
player,201309190phi,kan,FlowBr99,tackles_solo,2,,,,,
player,201309190phi,kan,FlowBr99,tackles_assists,0,,,,,
player,201309190phi,kan,FlowBr99,tackles_loss,0,,,,,
player,201309190phi,kan,FlowBr99,qb_hits,0,,,,,
player,201309190phi,kan,FlowBr99,fumbles_rec,0,,,,,
player,201309190phi,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201309190phi,kan,FlowBr99,fumbles_forced,0,,,,,
player,201309190phi,kan,JackTy98,def_int,0,,,,,
player,201309190phi,kan,JackTy98,def_int_yds,0,,,,,
player,201309190phi,kan,JackTy98,def_int_td,0,,,,,
player,201309190phi,kan,JackTy98,def_int_long,0,,,,,
player,201309190phi,kan,JackTy98,pass_defended,0,,,,,
player,201309190phi,kan,JackTy98,sacks,0.0,,,,,
player,201309190phi,kan,JackTy98,tackles_combined,2,,,,,
player,201309190phi,kan,JackTy98,tackles_solo,2,,,,,
player,201309190phi,kan,JackTy98,tackles_assists,0,,,,,
player,201309190phi,kan,JackTy98,tackles_loss,0,,,,,
player,201309190phi,kan,JackTy98,qb_hits,0,,,,,
player,201309190phi,kan,JackTy98,fumbles_rec,0,,,,,
player,201309190phi,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201309190phi,kan,JackTy98,fumbles_forced,0,,,,,
player,201309190phi,kan,CoopMa00,def_int,0,,,,,
player,201309190phi,kan,CoopMa00,def_int_yds,0,,,,,
player,201309190phi,kan,CoopMa00,def_int_td,0,,,,,
player,201309190phi,kan,CoopMa00,def_int_long,0,,,,,
player,201309190phi,kan,CoopMa00,pass_defended,0,,,,,
player,201309190phi,kan,CoopMa00,sacks,0.0,,,,,
player,201309190phi,kan,CoopMa00,tackles_combined,1,,,,,
player,201309190phi,kan,CoopMa00,tackles_solo,1,,,,,
player,201309190phi,kan,CoopMa00,tackles_assists,0,,,,,
player,201309190phi,kan,CoopMa00,tackles_loss,0,,,,,
player,201309190phi,kan,CoopMa00,qb_hits,0,,,,,
player,201309190phi,kan,CoopMa00,fumbles_rec,0,,,,,
player,201309190phi,kan,CoopMa00,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,CoopMa00,fumbles_rec_td,0,,,,,
player,201309190phi,kan,CoopMa00,fumbles_forced,0,,,,,
player,201309190phi,kan,DempQu99,def_int,0,,,,,
player,201309190phi,kan,DempQu99,def_int_yds,0,,,,,
player,201309190phi,kan,DempQu99,def_int_td,0,,,,,
player,201309190phi,kan,DempQu99,def_int_long,0,,,,,
player,201309190phi,kan,DempQu99,pass_defended,1,,,,,
player,201309190phi,kan,DempQu99,sacks,0.0,,,,,
player,201309190phi,kan,DempQu99,tackles_combined,1,,,,,
player,201309190phi,kan,DempQu99,tackles_solo,1,,,,,
player,201309190phi,kan,DempQu99,tackles_assists,0,,,,,
player,201309190phi,kan,DempQu99,tackles_loss,0,,,,,
player,201309190phi,kan,DempQu99,qb_hits,0,,,,,
player,201309190phi,kan,DempQu99,fumbles_rec,0,,,,,
player,201309190phi,kan,DempQu99,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,DempQu99,fumbles_rec_td,0,,,,,
player,201309190phi,kan,DempQu99,fumbles_forced,0,,,,,
player,201309190phi,kan,DeViMi99,def_int,0,,,,,
player,201309190phi,kan,DeViMi99,def_int_yds,0,,,,,
player,201309190phi,kan,DeViMi99,def_int_td,0,,,,,
player,201309190phi,kan,DeViMi99,def_int_long,0,,,,,
player,201309190phi,kan,DeViMi99,pass_defended,0,,,,,
player,201309190phi,kan,DeViMi99,sacks,0.0,,,,,
player,201309190phi,kan,DeViMi99,tackles_combined,1,,,,,
player,201309190phi,kan,DeViMi99,tackles_solo,1,,,,,
player,201309190phi,kan,DeViMi99,tackles_assists,0,,,,,
player,201309190phi,kan,DeViMi99,tackles_loss,0,,,,,
player,201309190phi,kan,DeViMi99,qb_hits,0,,,,,
player,201309190phi,kan,DeViMi99,fumbles_rec,0,,,,,
player,201309190phi,kan,DeViMi99,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,DeViMi99,fumbles_rec_td,0,,,,,
player,201309190phi,kan,DeViMi99,fumbles_forced,0,,,,,
player,201309190phi,kan,HemiJu00,def_int,0,,,,,
player,201309190phi,kan,HemiJu00,def_int_yds,0,,,,,
player,201309190phi,kan,HemiJu00,def_int_td,0,,,,,
player,201309190phi,kan,HemiJu00,def_int_long,0,,,,,
player,201309190phi,kan,HemiJu00,pass_defended,0,,,,,
player,201309190phi,kan,HemiJu00,sacks,0.0,,,,,
player,201309190phi,kan,HemiJu00,tackles_combined,1,,,,,
player,201309190phi,kan,HemiJu00,tackles_solo,1,,,,,
player,201309190phi,kan,HemiJu00,tackles_assists,0,,,,,
player,201309190phi,kan,HemiJu00,tackles_loss,0,,,,,
player,201309190phi,kan,HemiJu00,qb_hits,0,,,,,
player,201309190phi,kan,HemiJu00,fumbles_rec,0,,,,,
player,201309190phi,kan,HemiJu00,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,HemiJu00,fumbles_rec_td,0,,,,,
player,201309190phi,kan,HemiJu00,fumbles_forced,0,,,,,
player,201309190phi,kan,ParkRo01,def_int,0,,,,,
player,201309190phi,kan,ParkRo01,def_int_yds,0,,,,,
player,201309190phi,kan,ParkRo01,def_int_td,0,,,,,
player,201309190phi,kan,ParkRo01,def_int_long,0,,,,,
player,201309190phi,kan,ParkRo01,pass_defended,0,,,,,
player,201309190phi,kan,ParkRo01,sacks,0.0,,,,,
player,201309190phi,kan,ParkRo01,tackles_combined,1,,,,,
player,201309190phi,kan,ParkRo01,tackles_solo,1,,,,,
player,201309190phi,kan,ParkRo01,tackles_assists,0,,,,,
player,201309190phi,kan,ParkRo01,tackles_loss,0,,,,,
player,201309190phi,kan,ParkRo01,qb_hits,0,,,,,
player,201309190phi,kan,ParkRo01,fumbles_rec,0,,,,,
player,201309190phi,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201309190phi,kan,ParkRo01,fumbles_forced,0,,,,,
player,201309190phi,kan,SherAn00,def_int,0,,,,,
player,201309190phi,kan,SherAn00,def_int_yds,0,,,,,
player,201309190phi,kan,SherAn00,def_int_td,0,,,,,
player,201309190phi,kan,SherAn00,def_int_long,0,,,,,
player,201309190phi,kan,SherAn00,pass_defended,0,,,,,
player,201309190phi,kan,SherAn00,sacks,0.0,,,,,
player,201309190phi,kan,SherAn00,tackles_combined,1,,,,,
player,201309190phi,kan,SherAn00,tackles_solo,1,,,,,
player,201309190phi,kan,SherAn00,tackles_assists,0,,,,,
player,201309190phi,kan,SherAn00,tackles_loss,0,,,,,
player,201309190phi,kan,SherAn00,qb_hits,0,,,,,
player,201309190phi,kan,SherAn00,fumbles_rec,0,,,,,
player,201309190phi,kan,SherAn00,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,SherAn00,fumbles_rec_td,0,,,,,
player,201309190phi,kan,SherAn00,fumbles_forced,0,,,,,
player,201309190phi,kan,GrayCy00,def_int,0,,,,,
player,201309190phi,kan,GrayCy00,def_int_yds,0,,,,,
player,201309190phi,kan,GrayCy00,def_int_td,0,,,,,
player,201309190phi,kan,GrayCy00,def_int_long,0,,,,,
player,201309190phi,kan,GrayCy00,pass_defended,0,,,,,
player,201309190phi,kan,GrayCy00,sacks,0.0,,,,,
player,201309190phi,kan,GrayCy00,tackles_combined,0,,,,,
player,201309190phi,kan,GrayCy00,tackles_solo,0,,,,,
player,201309190phi,kan,GrayCy00,tackles_assists,0,,,,,
player,201309190phi,kan,GrayCy00,tackles_loss,0,,,,,
player,201309190phi,kan,GrayCy00,qb_hits,0,,,,,
player,201309190phi,kan,GrayCy00,fumbles_rec,1,,,,,
player,201309190phi,kan,GrayCy00,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,GrayCy00,fumbles_rec_td,0,,,,,
player,201309190phi,kan,GrayCy00,fumbles_forced,0,,,,,
player,201309190phi,kan,PoexDo00,def_int,0,,,,,
player,201309190phi,kan,PoexDo00,def_int_yds,0,,,,,
player,201309190phi,kan,PoexDo00,def_int_td,0,,,,,
player,201309190phi,kan,PoexDo00,def_int_long,0,,,,,
player,201309190phi,kan,PoexDo00,pass_defended,1,,,,,
player,201309190phi,kan,PoexDo00,sacks,0.0,,,,,
player,201309190phi,kan,PoexDo00,tackles_combined,0,,,,,
player,201309190phi,kan,PoexDo00,tackles_solo,0,,,,,
player,201309190phi,kan,PoexDo00,tackles_assists,0,,,,,
player,201309190phi,kan,PoexDo00,tackles_loss,0,,,,,
player,201309190phi,kan,PoexDo00,qb_hits,0,,,,,
player,201309190phi,kan,PoexDo00,fumbles_rec,0,,,,,
player,201309190phi,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201309190phi,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201309190phi,kan,PoexDo00,fumbles_forced,0,,,,,
player,201309190phi,phi,BarwCo99,def_int,0,,,,,
player,201309190phi,phi,BarwCo99,def_int_yds,0,,,,,
player,201309190phi,phi,BarwCo99,def_int_td,0,,,,,
player,201309190phi,phi,BarwCo99,def_int_long,0,,,,,
player,201309190phi,phi,BarwCo99,pass_defended,1,,,,,
player,201309190phi,phi,BarwCo99,sacks,1.0,,,,,
player,201309190phi,phi,BarwCo99,tackles_combined,7,,,,,
player,201309190phi,phi,BarwCo99,tackles_solo,6,,,,,
player,201309190phi,phi,BarwCo99,tackles_assists,1,,,,,
player,201309190phi,phi,BarwCo99,tackles_loss,1,,,,,
player,201309190phi,phi,BarwCo99,qb_hits,2,,,,,
player,201309190phi,phi,BarwCo99,fumbles_rec,0,,,,,
player,201309190phi,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201309190phi,phi,BarwCo99,fumbles_forced,0,,,,,
player,201309190phi,phi,AlleNa99,def_int,0,,,,,
player,201309190phi,phi,AlleNa99,def_int_yds,0,,,,,
player,201309190phi,phi,AlleNa99,def_int_td,0,,,,,
player,201309190phi,phi,AlleNa99,def_int_long,0,,,,,
player,201309190phi,phi,AlleNa99,pass_defended,1,,,,,
player,201309190phi,phi,AlleNa99,sacks,1.0,,,,,
player,201309190phi,phi,AlleNa99,tackles_combined,5,,,,,
player,201309190phi,phi,AlleNa99,tackles_solo,5,,,,,
player,201309190phi,phi,AlleNa99,tackles_assists,0,,,,,
player,201309190phi,phi,AlleNa99,tackles_loss,1,,,,,
player,201309190phi,phi,AlleNa99,qb_hits,1,,,,,
player,201309190phi,phi,AlleNa99,fumbles_rec,0,,,,,
player,201309190phi,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201309190phi,phi,AlleNa99,fumbles_forced,0,,,,,
player,201309190phi,phi,CoxxFl00,def_int,0,,,,,
player,201309190phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201309190phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201309190phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201309190phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201309190phi,phi,CoxxFl00,sacks,1.0,,,,,
player,201309190phi,phi,CoxxFl00,tackles_combined,4,,,,,
player,201309190phi,phi,CoxxFl00,tackles_solo,4,,,,,
player,201309190phi,phi,CoxxFl00,tackles_assists,0,,,,,
player,201309190phi,phi,CoxxFl00,tackles_loss,2,,,,,
player,201309190phi,phi,CoxxFl00,qb_hits,1,,,,,
player,201309190phi,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201309190phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201309190phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201309190phi,phi,CurrVi00,def_int,0,,,,,
player,201309190phi,phi,CurrVi00,def_int_yds,0,,,,,
player,201309190phi,phi,CurrVi00,def_int_td,0,,,,,
player,201309190phi,phi,CurrVi00,def_int_long,0,,,,,
player,201309190phi,phi,CurrVi00,pass_defended,0,,,,,
player,201309190phi,phi,CurrVi00,sacks,1.0,,,,,
player,201309190phi,phi,CurrVi00,tackles_combined,1,,,,,
player,201309190phi,phi,CurrVi00,tackles_solo,1,,,,,
player,201309190phi,phi,CurrVi00,tackles_assists,0,,,,,
player,201309190phi,phi,CurrVi00,tackles_loss,1,,,,,
player,201309190phi,phi,CurrVi00,qb_hits,1,,,,,
player,201309190phi,phi,CurrVi00,fumbles_rec,0,,,,,
player,201309190phi,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201309190phi,phi,CurrVi00,fumbles_forced,0,,,,,
player,201309190phi,phi,GrahBr99,def_int,0,,,,,
player,201309190phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201309190phi,phi,GrahBr99,def_int_td,0,,,,,
player,201309190phi,phi,GrahBr99,def_int_long,0,,,,,
player,201309190phi,phi,GrahBr99,pass_defended,0,,,,,
player,201309190phi,phi,GrahBr99,sacks,1.0,,,,,
player,201309190phi,phi,GrahBr99,tackles_combined,1,,,,,
player,201309190phi,phi,GrahBr99,tackles_solo,1,,,,,
player,201309190phi,phi,GrahBr99,tackles_assists,0,,,,,
player,201309190phi,phi,GrahBr99,tackles_loss,1,,,,,
player,201309190phi,phi,GrahBr99,qb_hits,1,,,,,
player,201309190phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201309190phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201309190phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201309190phi,phi,KendMy00,def_int,0,,,,,
player,201309190phi,phi,KendMy00,def_int_yds,0,,,,,
player,201309190phi,phi,KendMy00,def_int_td,0,,,,,
player,201309190phi,phi,KendMy00,def_int_long,0,,,,,
player,201309190phi,phi,KendMy00,pass_defended,0,,,,,
player,201309190phi,phi,KendMy00,sacks,0.0,,,,,
player,201309190phi,phi,KendMy00,tackles_combined,9,,,,,
player,201309190phi,phi,KendMy00,tackles_solo,8,,,,,
player,201309190phi,phi,KendMy00,tackles_assists,1,,,,,
player,201309190phi,phi,KendMy00,tackles_loss,1,,,,,
player,201309190phi,phi,KendMy00,qb_hits,0,,,,,
player,201309190phi,phi,KendMy00,fumbles_rec,0,,,,,
player,201309190phi,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201309190phi,phi,KendMy00,fumbles_forced,0,,,,,
player,201309190phi,phi,RyanDe20,def_int,0,,,,,
player,201309190phi,phi,RyanDe20,def_int_yds,0,,,,,
player,201309190phi,phi,RyanDe20,def_int_td,0,,,,,
player,201309190phi,phi,RyanDe20,def_int_long,0,,,,,
player,201309190phi,phi,RyanDe20,pass_defended,0,,,,,
player,201309190phi,phi,RyanDe20,sacks,0.0,,,,,
player,201309190phi,phi,RyanDe20,tackles_combined,7,,,,,
player,201309190phi,phi,RyanDe20,tackles_solo,7,,,,,
player,201309190phi,phi,RyanDe20,tackles_assists,0,,,,,
player,201309190phi,phi,RyanDe20,tackles_loss,0,,,,,
player,201309190phi,phi,RyanDe20,qb_hits,0,,,,,
player,201309190phi,phi,RyanDe20,fumbles_rec,0,,,,,
player,201309190phi,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201309190phi,phi,RyanDe20,fumbles_forced,0,,,,,
player,201309190phi,phi,ThorCe00,def_int,0,,,,,
player,201309190phi,phi,ThorCe00,def_int_yds,0,,,,,
player,201309190phi,phi,ThorCe00,def_int_td,0,,,,,
player,201309190phi,phi,ThorCe00,def_int_long,0,,,,,
player,201309190phi,phi,ThorCe00,pass_defended,0,,,,,
player,201309190phi,phi,ThorCe00,sacks,0.0,,,,,
player,201309190phi,phi,ThorCe00,tackles_combined,6,,,,,
player,201309190phi,phi,ThorCe00,tackles_solo,6,,,,,
player,201309190phi,phi,ThorCe00,tackles_assists,0,,,,,
player,201309190phi,phi,ThorCe00,tackles_loss,0,,,,,
player,201309190phi,phi,ThorCe00,qb_hits,0,,,,,
player,201309190phi,phi,ThorCe00,fumbles_rec,0,,,,,
player,201309190phi,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201309190phi,phi,ThorCe00,fumbles_forced,0,,,,,
player,201309190phi,phi,WillCa99,def_int,0,,,,,
player,201309190phi,phi,WillCa99,def_int_yds,0,,,,,
player,201309190phi,phi,WillCa99,def_int_td,0,,,,,
player,201309190phi,phi,WillCa99,def_int_long,0,,,,,
player,201309190phi,phi,WillCa99,pass_defended,1,,,,,
player,201309190phi,phi,WillCa99,sacks,0.0,,,,,
player,201309190phi,phi,WillCa99,tackles_combined,5,,,,,
player,201309190phi,phi,WillCa99,tackles_solo,5,,,,,
player,201309190phi,phi,WillCa99,tackles_assists,0,,,,,
player,201309190phi,phi,WillCa99,tackles_loss,0,,,,,
player,201309190phi,phi,WillCa99,qb_hits,0,,,,,
player,201309190phi,phi,WillCa99,fumbles_rec,0,,,,,
player,201309190phi,phi,WillCa99,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,WillCa99,fumbles_rec_td,0,,,,,
player,201309190phi,phi,WillCa99,fumbles_forced,0,,,,,
player,201309190phi,phi,WolfEa00,def_int,0,,,,,
player,201309190phi,phi,WolfEa00,def_int_yds,0,,,,,
player,201309190phi,phi,WolfEa00,def_int_td,0,,,,,
player,201309190phi,phi,WolfEa00,def_int_long,0,,,,,
player,201309190phi,phi,WolfEa00,pass_defended,0,,,,,
player,201309190phi,phi,WolfEa00,sacks,0.0,,,,,
player,201309190phi,phi,WolfEa00,tackles_combined,5,,,,,
player,201309190phi,phi,WolfEa00,tackles_solo,4,,,,,
player,201309190phi,phi,WolfEa00,tackles_assists,1,,,,,
player,201309190phi,phi,WolfEa00,tackles_loss,0,,,,,
player,201309190phi,phi,WolfEa00,qb_hits,0,,,,,
player,201309190phi,phi,WolfEa00,fumbles_rec,0,,,,,
player,201309190phi,phi,WolfEa00,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,WolfEa00,fumbles_rec_td,0,,,,,
player,201309190phi,phi,WolfEa00,fumbles_forced,0,,,,,
player,201309190phi,phi,ChunPa99,def_int,0,,,,,
player,201309190phi,phi,ChunPa99,def_int_yds,0,,,,,
player,201309190phi,phi,ChunPa99,def_int_td,0,,,,,
player,201309190phi,phi,ChunPa99,def_int_long,0,,,,,
player,201309190phi,phi,ChunPa99,pass_defended,0,,,,,
player,201309190phi,phi,ChunPa99,sacks,0.0,,,,,
player,201309190phi,phi,ChunPa99,tackles_combined,3,,,,,
player,201309190phi,phi,ChunPa99,tackles_solo,3,,,,,
player,201309190phi,phi,ChunPa99,tackles_assists,0,,,,,
player,201309190phi,phi,ChunPa99,tackles_loss,0,,,,,
player,201309190phi,phi,ChunPa99,qb_hits,0,,,,,
player,201309190phi,phi,ChunPa99,fumbles_rec,0,,,,,
player,201309190phi,phi,ChunPa99,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,ChunPa99,fumbles_rec_td,0,,,,,
player,201309190phi,phi,ChunPa99,fumbles_forced,0,,,,,
player,201309190phi,phi,FletBr99,def_int,0,,,,,
player,201309190phi,phi,FletBr99,def_int_yds,0,,,,,
player,201309190phi,phi,FletBr99,def_int_td,0,,,,,
player,201309190phi,phi,FletBr99,def_int_long,0,,,,,
player,201309190phi,phi,FletBr99,pass_defended,1,,,,,
player,201309190phi,phi,FletBr99,sacks,0.0,,,,,
player,201309190phi,phi,FletBr99,tackles_combined,3,,,,,
player,201309190phi,phi,FletBr99,tackles_solo,3,,,,,
player,201309190phi,phi,FletBr99,tackles_assists,0,,,,,
player,201309190phi,phi,FletBr99,tackles_loss,0,,,,,
player,201309190phi,phi,FletBr99,qb_hits,0,,,,,
player,201309190phi,phi,FletBr99,fumbles_rec,0,,,,,
player,201309190phi,phi,FletBr99,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,FletBr99,fumbles_rec_td,0,,,,,
player,201309190phi,phi,FletBr99,fumbles_forced,0,,,,,
player,201309190phi,phi,SopoIs20,def_int,0,,,,,
player,201309190phi,phi,SopoIs20,def_int_yds,0,,,,,
player,201309190phi,phi,SopoIs20,def_int_td,0,,,,,
player,201309190phi,phi,SopoIs20,def_int_long,0,,,,,
player,201309190phi,phi,SopoIs20,pass_defended,0,,,,,
player,201309190phi,phi,SopoIs20,sacks,0.0,,,,,
player,201309190phi,phi,SopoIs20,tackles_combined,3,,,,,
player,201309190phi,phi,SopoIs20,tackles_solo,2,,,,,
player,201309190phi,phi,SopoIs20,tackles_assists,1,,,,,
player,201309190phi,phi,SopoIs20,tackles_loss,0,,,,,
player,201309190phi,phi,SopoIs20,qb_hits,0,,,,,
player,201309190phi,phi,SopoIs20,fumbles_rec,0,,,,,
player,201309190phi,phi,SopoIs20,fumbles_rec_yds,0,,,,,
player,201309190phi,phi,SopoIs20,fumbles_rec_td,0,,,,,
player,201309190phi,phi,SopoIs20,fumbles_forced,0,,,,,
player,201309190phi,phi,GeatCl99,def_int,0,,,,,
player,201309190phi,phi,GeatCl99,def_int_yds,0,,,,,
player,201309190phi,phi,GeatCl99,def_int_td,0,,,,,
player,201309190phi,phi,GeatCl99,def_int_long,0,,,,,
player,201309190phi,phi,GeatCl99,pass_defended,0,,,,,
player,201309190phi,phi,GeatCl99,sacks,0.0,,,,,
