game,2013,13,20131128,201311280dal,rai,"Oakland Raiders",24,dal,"Dallas Cowboys",31
player,201311280dal,dal,MoorSt00,tackles_solo,1,,,,,
player,201311280dal,dal,MoorSt00,tackles_assists,0,,,,,
player,201311280dal,dal,MoorSt00,tackles_loss,0,,,,,
player,201311280dal,dal,MoorSt00,qb_hits,0,,,,,
player,201311280dal,dal,MoorSt00,fumbles_rec,0,,,,,
player,201311280dal,dal,MoorSt00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,MoorSt00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,MoorSt00,fumbles_forced,0,,,,,
player,201311280dal,dal,NeviDr00,def_int,0,,,,,
player,201311280dal,dal,NeviDr00,def_int_yds,0,,,,,
player,201311280dal,dal,NeviDr00,def_int_td,0,,,,,
player,201311280dal,dal,NeviDr00,def_int_long,0,,,,,
player,201311280dal,dal,NeviDr00,pass_defended,0,,,,,
player,201311280dal,dal,NeviDr00,sacks,0.0,,,,,
player,201311280dal,dal,NeviDr00,tackles_combined,1,,,,,
player,201311280dal,dal,NeviDr00,tackles_solo,1,,,,,
player,201311280dal,dal,NeviDr00,tackles_assists,0,,,,,
player,201311280dal,dal,NeviDr00,tackles_loss,0,,,,,
player,201311280dal,dal,NeviDr00,qb_hits,0,,,,,
player,201311280dal,dal,NeviDr00,fumbles_rec,0,,,,,
player,201311280dal,dal,NeviDr00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,NeviDr00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,NeviDr00,fumbles_forced,0,,,,,
player,201311280dal,dal,TannPh00,def_int,0,,,,,
player,201311280dal,dal,TannPh00,def_int_yds,0,,,,,
player,201311280dal,dal,TannPh00,def_int_td,0,,,,,
player,201311280dal,dal,TannPh00,def_int_long,0,,,,,
player,201311280dal,dal,TannPh00,pass_defended,0,,,,,
player,201311280dal,dal,TannPh00,sacks,0.0,,,,,
player,201311280dal,dal,TannPh00,tackles_combined,1,,,,,
player,201311280dal,dal,TannPh00,tackles_solo,1,,,,,
player,201311280dal,dal,TannPh00,tackles_assists,0,,,,,
player,201311280dal,dal,TannPh00,tackles_loss,0,,,,,
player,201311280dal,dal,TannPh00,qb_hits,0,,,,,
player,201311280dal,dal,TannPh00,fumbles_rec,0,,,,,
player,201311280dal,dal,TannPh00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,TannPh00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,TannPh00,fumbles_forced,0,,,,,
player,201311280dal,dal,WilcJ.00,def_int,0,,,,,
player,201311280dal,dal,WilcJ.00,def_int_yds,0,,,,,
player,201311280dal,dal,WilcJ.00,def_int_td,0,,,,,
player,201311280dal,dal,WilcJ.00,def_int_long,0,,,,,
player,201311280dal,dal,WilcJ.00,pass_defended,0,,,,,
player,201311280dal,dal,WilcJ.00,sacks,0.0,,,,,
player,201311280dal,dal,WilcJ.00,tackles_combined,1,,,,,
player,201311280dal,dal,WilcJ.00,tackles_solo,1,,,,,
player,201311280dal,dal,WilcJ.00,tackles_assists,0,,,,,
player,201311280dal,dal,WilcJ.00,tackles_loss,0,,,,,
player,201311280dal,dal,WilcJ.00,qb_hits,0,,,,,
player,201311280dal,dal,WilcJ.00,fumbles_rec,0,,,,,
player,201311280dal,dal,WilcJ.00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,WilcJ.00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,WilcJ.00,fumbles_forced,0,,,,,
player,201311280dal,dal,RomoTo00,def_int,0,,,,,
player,201311280dal,dal,RomoTo00,def_int_yds,0,,,,,
player,201311280dal,dal,RomoTo00,def_int_td,0,,,,,
player,201311280dal,dal,RomoTo00,def_int_long,0,,,,,
player,201311280dal,dal,RomoTo00,pass_defended,0,,,,,
player,201311280dal,dal,RomoTo00,sacks,0.0,,,,,
player,201311280dal,dal,RomoTo00,tackles_combined,0,,,,,
player,201311280dal,dal,RomoTo00,tackles_solo,0,,,,,
player,201311280dal,dal,RomoTo00,tackles_assists,0,,,,,
player,201311280dal,dal,RomoTo00,tackles_loss,,,,,,
player,201311280dal,dal,RomoTo00,qb_hits,,,,,,
player,201311280dal,dal,RomoTo00,fumbles_rec,1,,,,,
player,201311280dal,dal,RomoTo00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,RomoTo00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,RomoTo00,fumbles_forced,0,,,,,
player,201311280dal,rai,JenkGr00,kick_ret,0,,,,,
player,201311280dal,rai,JenkGr00,kick_ret_yds,0,,,,,
player,201311280dal,rai,JenkGr00,kick_ret_yds_per_ret,,,,,,
player,201311280dal,rai,JenkGr00,kick_ret_td,0,,,,,
player,201311280dal,rai,JenkGr00,kick_ret_long,0,,,,,
player,201311280dal,rai,JenkGr00,punt_ret,4,,,,,
player,201311280dal,rai,JenkGr00,punt_ret_yds,42,,,,,
player,201311280dal,rai,JenkGr00,punt_ret_yds_per_ret,10.5,,,,,
player,201311280dal,rai,JenkGr00,punt_ret_td,0,,,,,
player,201311280dal,rai,JenkGr00,punt_ret_long,14,,,,,
player,201311280dal,rai,JoneTa00,kick_ret,4,,,,,
player,201311280dal,rai,JoneTa00,kick_ret_yds,94,,,,,
player,201311280dal,rai,JoneTa00,kick_ret_yds_per_ret,23.5,,,,,
player,201311280dal,rai,JoneTa00,kick_ret_td,0,,,,,
player,201311280dal,rai,JoneTa00,kick_ret_long,27,,,,,
player,201311280dal,rai,JoneTa00,punt_ret,0,,,,,
player,201311280dal,rai,JoneTa00,punt_ret_yds,0,,,,,
player,201311280dal,rai,JoneTa00,punt_ret_yds_per_ret,,,,,,
player,201311280dal,rai,JoneTa00,punt_ret_td,0,,,,,
player,201311280dal,rai,JoneTa00,punt_ret_long,0,,,,,
player,201311280dal,rai,RiveMy00,kick_ret,1,,,,,
player,201311280dal,rai,RiveMy00,kick_ret_yds,3,,,,,
player,201311280dal,rai,RiveMy00,kick_ret_yds_per_ret,3.0,,,,,
player,201311280dal,rai,RiveMy00,kick_ret_td,0,,,,,
player,201311280dal,rai,RiveMy00,kick_ret_long,3,,,,,
player,201311280dal,rai,RiveMy00,punt_ret,0,,,,,
player,201311280dal,rai,RiveMy00,punt_ret_yds,0,,,,,
player,201311280dal,rai,RiveMy00,punt_ret_yds_per_ret,,,,,,
player,201311280dal,rai,RiveMy00,punt_ret_td,0,,,,,
player,201311280dal,rai,RiveMy00,punt_ret_long,0,,,,,
player,201311280dal,dal,BeasCo00,kick_ret,0,,,,,
player,201311280dal,dal,BeasCo00,kick_ret_yds,0,,,,,
player,201311280dal,dal,BeasCo00,kick_ret_yds_per_ret,,,,,,
player,201311280dal,dal,BeasCo00,kick_ret_td,0,,,,,
player,201311280dal,dal,BeasCo00,kick_ret_long,0,,,,,
player,201311280dal,dal,BeasCo00,punt_ret,4,,,,,
player,201311280dal,dal,BeasCo00,punt_ret_yds,27,,,,,
player,201311280dal,dal,BeasCo00,punt_ret_yds_per_ret,6.8,,,,,
player,201311280dal,dal,BeasCo00,punt_ret_td,0,,,,,
player,201311280dal,dal,BeasCo00,punt_ret_long,14,,,,,
player,201311280dal,dal,WillTe01,kick_ret,2,,,,,
player,201311280dal,dal,WillTe01,kick_ret_yds,61,,,,,
player,201311280dal,dal,WillTe01,kick_ret_yds_per_ret,30.5,,,,,
player,201311280dal,dal,WillTe01,kick_ret_td,0,,,,,
player,201311280dal,dal,WillTe01,kick_ret_long,32,,,,,
player,201311280dal,dal,WillTe01,punt_ret,0,,,,,
player,201311280dal,dal,WillTe01,punt_ret_yds,0,,,,,
player,201311280dal,dal,WillTe01,punt_ret_yds_per_ret,,,,,,
player,201311280dal,dal,WillTe01,punt_ret_td,0,,,,,
player,201311280dal,dal,WillTe01,punt_ret_long,0,,,,,
player,201311280dal,rai,janikseb01,xpm,3,,,,,
player,201311280dal,rai,janikseb01,xpa,3,,,,,
player,201311280dal,rai,janikseb01,fgm,1,,,,,
player,201311280dal,rai,janikseb01,fga,1,,,,,
player,201311280dal,rai,janikseb01,punt,0,,,,,
player,201311280dal,rai,janikseb01,punt_yds,0,,,,,
player,201311280dal,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201311280dal,rai,janikseb01,punt_long,0,,,,,
player,201311280dal,rai,KingMa00,xpm,,,,,,
player,201311280dal,rai,KingMa00,xpa,,,,,,
player,201311280dal,rai,KingMa00,fgm,,,,,,
player,201311280dal,rai,KingMa00,fga,,,,,,
player,201311280dal,rai,KingMa00,punt,5,,,,,
player,201311280dal,rai,KingMa00,punt_yds,265,,,,,
player,201311280dal,rai,KingMa00,punt_yds_per_punt,53.0,,,,,
player,201311280dal,rai,KingMa00,punt_long,60,,,,,
player,201311280dal,dal,BailDa00,xpm,4,,,,,
player,201311280dal,dal,BailDa00,xpa,4,,,,,
player,201311280dal,dal,BailDa00,fgm,1,,,,,
player,201311280dal,dal,BailDa00,fga,1,,,,,
player,201311280dal,dal,BailDa00,punt,0,,,,,
player,201311280dal,dal,BailDa00,punt_yds,0,,,,,
player,201311280dal,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201311280dal,dal,BailDa00,punt_long,0,,,,,
player,201311280dal,dal,JoneCh02,xpm,,,,,,
player,201311280dal,dal,JoneCh02,xpa,,,,,,
player,201311280dal,dal,JoneCh02,fgm,,,,,,
player,201311280dal,dal,JoneCh02,fga,,,,,,
player,201311280dal,dal,JoneCh02,punt,5,,,,,
player,201311280dal,dal,JoneCh02,punt_yds,238,,,,,
player,201311280dal,dal,JoneCh02,punt_yds_per_punt,47.6,,,,,
player,201311280dal,dal,JoneCh02,punt_long,58,,,,,
player,201311280dal,dal,WittJa00,pos,TE,,,,,
player,201311280dal,dal,WittJa00,offense,68,,,,,
player,201311280dal,dal,WittJa00,off_pct,100%,,,,,
player,201311280dal,dal,WittJa00,defense,0,,,,,
player,201311280dal,dal,WittJa00,def_pct,0%,,,,,
player,201311280dal,dal,WittJa00,special_teams,6,,,,,
player,201311280dal,dal,WittJa00,st_pct,19%,,,,,
player,201311280dal,dal,FreeDo20,pos,T,,,,,
player,201311280dal,dal,FreeDo20,offense,68,,,,,
player,201311280dal,dal,FreeDo20,off_pct,100%,,,,,
player,201311280dal,dal,FreeDo20,defense,0,,,,,
player,201311280dal,dal,FreeDo20,def_pct,0%,,,,,
player,201311280dal,dal,FreeDo20,special_teams,5,,,,,
player,201311280dal,dal,FreeDo20,st_pct,16%,,,,,
player,201311280dal,dal,FredTr00,pos,C,,,,,
player,201311280dal,dal,FredTr00,offense,68,,,,,
player,201311280dal,dal,FredTr00,off_pct,100%,,,,,
player,201311280dal,dal,FredTr00,defense,0,,,,,
player,201311280dal,dal,FredTr00,def_pct,0%,,,,,
player,201311280dal,dal,FredTr00,special_teams,5,,,,,
player,201311280dal,dal,FredTr00,st_pct,16%,,,,,
player,201311280dal,dal,BernMa20,pos,G,,,,,
player,201311280dal,dal,BernMa20,offense,68,,,,,
player,201311280dal,dal,BernMa20,off_pct,100%,,,,,
player,201311280dal,dal,BernMa20,defense,0,,,,,
player,201311280dal,dal,BernMa20,def_pct,0%,,,,,
player,201311280dal,dal,BernMa20,special_teams,5,,,,,
player,201311280dal,dal,BernMa20,st_pct,16%,,,,,
player,201311280dal,dal,SmitTy00,pos,T,,,,,
player,201311280dal,dal,SmitTy00,offense,68,,,,,
player,201311280dal,dal,SmitTy00,off_pct,100%,,,,,
player,201311280dal,dal,SmitTy00,defense,0,,,,,
player,201311280dal,dal,SmitTy00,def_pct,0%,,,,,
player,201311280dal,dal,SmitTy00,special_teams,5,,,,,
player,201311280dal,dal,SmitTy00,st_pct,16%,,,,,
player,201311280dal,dal,LearRo00,pos,G,,,,,
player,201311280dal,dal,LearRo00,offense,68,,,,,
player,201311280dal,dal,LearRo00,off_pct,100%,,,,,
player,201311280dal,dal,LearRo00,defense,0,,,,,
player,201311280dal,dal,LearRo00,def_pct,0%,,,,,
player,201311280dal,dal,LearRo00,special_teams,5,,,,,
player,201311280dal,dal,LearRo00,st_pct,16%,,,,,
player,201311280dal,dal,RomoTo00,pos,QB,,,,,
player,201311280dal,dal,RomoTo00,offense,68,,,,,
player,201311280dal,dal,RomoTo00,off_pct,100%,,,,,
player,201311280dal,dal,RomoTo00,defense,0,,,,,
player,201311280dal,dal,RomoTo00,def_pct,0%,,,,,
player,201311280dal,dal,RomoTo00,special_teams,0,,,,,
player,201311280dal,dal,RomoTo00,st_pct,0%,,,,,
player,201311280dal,dal,BryaDe01,pos,WR,,,,,
player,201311280dal,dal,BryaDe01,offense,63,,,,,
player,201311280dal,dal,BryaDe01,off_pct,93%,,,,,
player,201311280dal,dal,BryaDe01,defense,0,,,,,
player,201311280dal,dal,BryaDe01,def_pct,0%,,,,,
player,201311280dal,dal,BryaDe01,special_teams,1,,,,,
player,201311280dal,dal,BryaDe01,st_pct,3%,,,,,
player,201311280dal,dal,MurrDe00,pos,RB,,,,,
player,201311280dal,dal,MurrDe00,offense,52,,,,,
player,201311280dal,dal,MurrDe00,off_pct,76%,,,,,
player,201311280dal,dal,MurrDe00,defense,0,,,,,
player,201311280dal,dal,MurrDe00,def_pct,0%,,,,,
player,201311280dal,dal,MurrDe00,special_teams,0,,,,,
player,201311280dal,dal,MurrDe00,st_pct,0%,,,,,
player,201311280dal,dal,AustMi00,pos,WR,,,,,
player,201311280dal,dal,AustMi00,offense,51,,,,,
player,201311280dal,dal,AustMi00,off_pct,75%,,,,,
player,201311280dal,dal,AustMi00,defense,0,,,,,
player,201311280dal,dal,AustMi00,def_pct,0%,,,,,
player,201311280dal,dal,AustMi00,special_teams,1,,,,,
player,201311280dal,dal,AustMi00,st_pct,3%,,,,,
player,201311280dal,dal,WillTe01,pos,WR,,,,,
player,201311280dal,dal,WillTe01,offense,50,,,,,
player,201311280dal,dal,WillTe01,off_pct,74%,,,,,
player,201311280dal,dal,WillTe01,defense,0,,,,,
player,201311280dal,dal,WillTe01,def_pct,0%,,,,,
player,201311280dal,dal,WillTe01,special_teams,7,,,,,
player,201311280dal,dal,WillTe01,st_pct,23%,,,,,
player,201311280dal,dal,HannJa00,pos,TE,,,,,
player,201311280dal,dal,HannJa00,offense,19,,,,,
player,201311280dal,dal,HannJa00,off_pct,28%,,,,,
player,201311280dal,dal,HannJa00,defense,0,,,,,
player,201311280dal,dal,HannJa00,def_pct,0%,,,,,
player,201311280dal,dal,HannJa00,special_teams,17,,,,,
player,201311280dal,dal,HannJa00,st_pct,55%,,,,,
player,201311280dal,dal,DunbLa00,pos,RB,,,,,
player,201311280dal,dal,DunbLa00,offense,13,,,,,
player,201311280dal,dal,DunbLa00,off_pct,19%,,,,,
player,201311280dal,dal,DunbLa00,defense,0,,,,,
player,201311280dal,dal,DunbLa00,def_pct,0%,,,,,
player,201311280dal,dal,DunbLa00,special_teams,15,,,,,
player,201311280dal,dal,DunbLa00,st_pct,48%,,,,,
player,201311280dal,dal,BeasCo00,pos,WR,,,,,
player,201311280dal,dal,BeasCo00,offense,12,,,,,
player,201311280dal,dal,BeasCo00,off_pct,18%,,,,,
player,201311280dal,dal,BeasCo00,defense,0,,,,,
player,201311280dal,dal,BeasCo00,def_pct,0%,,,,,
player,201311280dal,dal,BeasCo00,special_teams,7,,,,,
player,201311280dal,dal,BeasCo00,st_pct,23%,,,,,
player,201311280dal,dal,EscoGa00,pos,TE,,,,,
player,201311280dal,dal,EscoGa00,offense,6,,,,,
player,201311280dal,dal,EscoGa00,off_pct,9%,,,,,
player,201311280dal,dal,EscoGa00,defense,0,,,,,
player,201311280dal,dal,EscoGa00,def_pct,0%,,,,,
player,201311280dal,dal,EscoGa00,special_teams,9,,,,,
player,201311280dal,dal,EscoGa00,st_pct,29%,,,,,
player,201311280dal,dal,BoswKy00,pos,LB,,,,,
player,201311280dal,dal,BoswKy00,offense,3,,,,,
player,201311280dal,dal,BoswKy00,off_pct,4%,,,,,
player,201311280dal,dal,BoswKy00,defense,1,,,,,
player,201311280dal,dal,BoswKy00,def_pct,2%,,,,,
player,201311280dal,dal,BoswKy00,special_teams,9,,,,,
player,201311280dal,dal,BoswKy00,st_pct,29%,,,,,
player,201311280dal,dal,ParnJe00,pos,T,,,,,
player,201311280dal,dal,ParnJe00,offense,3,,,,,
player,201311280dal,dal,ParnJe00,off_pct,4%,,,,,
player,201311280dal,dal,ParnJe00,defense,0,,,,,
player,201311280dal,dal,ParnJe00,def_pct,0%,,,,,
player,201311280dal,dal,ParnJe00,special_teams,5,,,,,
player,201311280dal,dal,ParnJe00,st_pct,16%,,,,,
player,201311280dal,dal,CartBr00,pos,LB,,,,,
player,201311280dal,dal,CartBr00,offense,0,,,,,
player,201311280dal,dal,CartBr00,off_pct,0%,,,,,
player,201311280dal,dal,CartBr00,defense,56,,,,,
player,201311280dal,dal,CartBr00,def_pct,100%,,,,,
player,201311280dal,dal,CartBr00,special_teams,6,,,,,
player,201311280dal,dal,CartBr00,st_pct,19%,,,,,
player,201311280dal,dal,CarrBr99,pos,CB,,,,,
player,201311280dal,dal,CarrBr99,offense,0,,,,,
player,201311280dal,dal,CarrBr99,off_pct,0%,,,,,
player,201311280dal,dal,CarrBr99,defense,54,,,,,
player,201311280dal,dal,CarrBr99,def_pct,96%,,,,,
player,201311280dal,dal,CarrBr99,special_teams,9,,,,,
player,201311280dal,dal,CarrBr99,st_pct,29%,,,,,
player,201311280dal,dal,ScanOr99,pos,CB,,,,,
player,201311280dal,dal,ScanOr99,offense,0,,,,,
player,201311280dal,dal,ScanOr99,off_pct,0%,,,,,
player,201311280dal,dal,ScanOr99,defense,53,,,,,
player,201311280dal,dal,ScanOr99,def_pct,95%,,,,,
player,201311280dal,dal,ScanOr99,special_teams,9,,,,,
player,201311280dal,dal,ScanOr99,st_pct,29%,,,,,
player,201311280dal,dal,ChurBa99,pos,FS,,,,,
player,201311280dal,dal,ChurBa99,offense,0,,,,,
player,201311280dal,dal,ChurBa99,off_pct,0%,,,,,
player,201311280dal,dal,ChurBa99,defense,50,,,,,
player,201311280dal,dal,ChurBa99,def_pct,89%,,,,,
player,201311280dal,dal,ChurBa99,special_teams,12,,,,,
player,201311280dal,dal,ChurBa99,st_pct,39%,,,,,
player,201311280dal,dal,HeatJe00,pos,FS,,,,,
player,201311280dal,dal,HeatJe00,offense,0,,,,,
player,201311280dal,dal,HeatJe00,off_pct,0%,,,,,
player,201311280dal,dal,HeatJe00,defense,44,,,,,
player,201311280dal,dal,HeatJe00,def_pct,79%,,,,,
player,201311280dal,dal,HeatJe00,special_teams,22,,,,,
player,201311280dal,dal,HeatJe00,st_pct,71%,,,,,
player,201311280dal,dal,WareDe99,pos,DE,,,,,
player,201311280dal,dal,WareDe99,offense,0,,,,,
player,201311280dal,dal,WareDe99,off_pct,0%,,,,,
player,201311280dal,dal,WareDe99,defense,44,,,,,
player,201311280dal,dal,WareDe99,def_pct,79%,,,,,
player,201311280dal,dal,WareDe99,special_teams,1,,,,,
player,201311280dal,dal,WareDe99,st_pct,3%,,,,,
player,201311280dal,dal,HaydNi99,pos,DT,,,,,
player,201311280dal,dal,HaydNi99,offense,0,,,,,
player,201311280dal,dal,HaydNi99,off_pct,0%,,,,,
player,201311280dal,dal,HaydNi99,defense,43,,,,,
player,201311280dal,dal,HaydNi99,def_pct,77%,,,,,
player,201311280dal,dal,HaydNi99,special_teams,5,,,,,
player,201311280dal,dal,HaydNi99,st_pct,16%,,,,,
player,201311280dal,dal,SimsEr20,pos,LB,,,,,
player,201311280dal,dal,SimsEr20,offense,0,,,,,
player,201311280dal,dal,SimsEr20,off_pct,0%,,,,,
player,201311280dal,dal,SimsEr20,defense,41,,,,,
player,201311280dal,dal,SimsEr20,def_pct,73%,,,,,
player,201311280dal,dal,SimsEr20,special_teams,10,,,,,
player,201311280dal,dal,SimsEr20,st_pct,32%,,,,,
player,201311280dal,dal,HatcJa20,pos,DT,,,,,
player,201311280dal,dal,HatcJa20,offense,0,,,,,
player,201311280dal,dal,HatcJa20,off_pct,0%,,,,,
player,201311280dal,dal,HatcJa20,defense,36,,,,,
player,201311280dal,dal,HatcJa20,def_pct,64%,,,,,
player,201311280dal,dal,HatcJa20,special_teams,0,,,,,
player,201311280dal,dal,HatcJa20,st_pct,0%,,,,,
player,201311280dal,dal,SelvGe99,pos,DE,,,,,
player,201311280dal,dal,SelvGe99,offense,0,,,,,
player,201311280dal,dal,SelvGe99,off_pct,0%,,,,,
player,201311280dal,dal,SelvGe99,defense,34,,,,,
player,201311280dal,dal,SelvGe99,def_pct,61%,,,,,
player,201311280dal,dal,SelvGe99,special_teams,5,,,,,
player,201311280dal,dal,SelvGe99,st_pct,16%,,,,,
player,201311280dal,dal,WilcJ.00,pos,SS,,,,,
player,201311280dal,dal,WilcJ.00,offense,0,,,,,
player,201311280dal,dal,WilcJ.00,off_pct,0%,,,,,
player,201311280dal,dal,WilcJ.00,defense,33,,,,,
player,201311280dal,dal,WilcJ.00,def_pct,59%,,,,,
player,201311280dal,dal,WilcJ.00,special_teams,11,,,,,
player,201311280dal,dal,WilcJ.00,st_pct,35%,,,,,
player,201311280dal,dal,WilbKy00,pos,DE,,,,,
player,201311280dal,dal,WilbKy00,offense,0,,,,,
player,201311280dal,dal,WilbKy00,off_pct,0%,,,,,
player,201311280dal,dal,WilbKy00,defense,31,,,,,
player,201311280dal,dal,WilbKy00,def_pct,55%,,,,,
player,201311280dal,dal,WilbKy00,special_teams,18,,,,,
player,201311280dal,dal,WilbKy00,st_pct,58%,,,,,
player,201311280dal,dal,WebbBW00,pos,CB,,,,,
player,201311280dal,dal,WebbBW00,offense,0,,,,,
player,201311280dal,dal,WebbBW00,off_pct,0%,,,,,
player,201311280dal,dal,WebbBW00,defense,24,,,,,
player,201311280dal,dal,WebbBW00,def_pct,43%,,,,,
player,201311280dal,dal,WebbBW00,special_teams,11,,,,,
player,201311280dal,dal,WebbBW00,st_pct,35%,,,,,
player,201311280dal,dal,IrviCo99,pos,DT,,,,,
player,201311280dal,dal,IrviCo99,offense,0,,,,,
player,201311280dal,dal,IrviCo99,off_pct,0%,,,,,
player,201311280dal,dal,IrviCo99,defense,19,,,,,
player,201311280dal,dal,IrviCo99,def_pct,34%,,,,,
player,201311280dal,dal,IrviCo99,special_teams,0,,,,,
player,201311280dal,dal,IrviCo99,st_pct,0%,,,,,
player,201311280dal,dal,WynnJa99,pos,DE,,,,,
player,201311280dal,dal,WynnJa99,offense,0,,,,,
player,201311280dal,dal,WynnJa99,off_pct,0%,,,,,
player,201311280dal,dal,WynnJa99,defense,15,,,,,
player,201311280dal,dal,WynnJa99,def_pct,27%,,,,,
player,201311280dal,dal,WynnJa99,special_teams,5,,,,,
player,201311280dal,dal,WynnJa99,st_pct,16%,,,,,
player,201311280dal,dal,NeviDr00,pos,DT,,,,,
player,201311280dal,dal,NeviDr00,offense,0,,,,,
player,201311280dal,dal,NeviDr00,off_pct,0%,,,,,
player,201311280dal,dal,NeviDr00,defense,15,,,,,
player,201311280dal,dal,NeviDr00,def_pct,27%,,,,,
player,201311280dal,dal,NeviDr00,special_teams,0,,,,,
player,201311280dal,dal,NeviDr00,st_pct,0%,,,,,
player,201311280dal,dal,WilsMa01,pos,DE,,,,,
player,201311280dal,dal,WilsMa01,offense,0,,,,,
player,201311280dal,dal,WilsMa01,off_pct,0%,,,,,
player,201311280dal,dal,WilsMa01,defense,12,,,,,
player,201311280dal,dal,WilsMa01,def_pct,21%,,,,,
player,201311280dal,dal,WilsMa01,special_teams,0,,,,,
player,201311280dal,dal,WilsMa01,st_pct,0%,,,,,
player,201311280dal,dal,BrowEv99,pos,DE,,,,,
player,201311280dal,dal,BrowEv99,offense,0,,,,,
player,201311280dal,dal,BrowEv99,off_pct,0%,,,,,
player,201311280dal,dal,BrowEv99,defense,9,,,,,
player,201311280dal,dal,BrowEv99,def_pct,16%,,,,,
player,201311280dal,dal,BrowEv99,special_teams,4,,,,,
player,201311280dal,dal,BrowEv99,st_pct,13%,,,,,
player,201311280dal,dal,LemoOr00,pos,LB,,,,,
player,201311280dal,dal,LemoOr00,offense,0,,,,,
player,201311280dal,dal,LemoOr00,off_pct,0%,,,,,
player,201311280dal,dal,LemoOr00,defense,2,,,,,
player,201311280dal,dal,LemoOr00,def_pct,4%,,,,,
player,201311280dal,dal,LemoOr00,special_teams,4,,,,,
player,201311280dal,dal,LemoOr00,st_pct,13%,,,,,
player,201311280dal,dal,LawrCa01,pos,LB,,,,,
player,201311280dal,dal,LawrCa01,offense,0,,,,,
player,201311280dal,dal,LawrCa01,off_pct,0%,,,,,
player,201311280dal,dal,LawrCa01,defense,0,,,,,
player,201311280dal,dal,LawrCa01,def_pct,0%,,,,,
player,201311280dal,dal,LawrCa01,special_teams,24,,,,,
player,201311280dal,dal,LawrCa01,st_pct,77%,,,,,
player,201311280dal,dal,McCrDa00,pos,FS,,,,,
player,201311280dal,dal,McCrDa00,offense,0,,,,,
player,201311280dal,dal,McCrDa00,off_pct,0%,,,,,
player,201311280dal,dal,McCrDa00,defense,0,,,,,
player,201311280dal,dal,McCrDa00,def_pct,0%,,,,,
player,201311280dal,dal,McCrDa00,special_teams,21,,,,,
player,201311280dal,dal,McCrDa00,st_pct,68%,,,,,
player,201311280dal,dal,TannPh00,pos,RB,,,,,
player,201311280dal,dal,TannPh00,offense,0,,,,,
player,201311280dal,dal,TannPh00,off_pct,0%,,,,,
player,201311280dal,dal,TannPh00,defense,0,,,,,
player,201311280dal,dal,TannPh00,def_pct,0%,,,,,
player,201311280dal,dal,TannPh00,special_teams,19,,,,,
player,201311280dal,dal,TannPh00,st_pct,61%,,,,,
player,201311280dal,dal,BailDa00,pos,K,,,,,
player,201311280dal,dal,BailDa00,offense,0,,,,,
player,201311280dal,dal,BailDa00,off_pct,0%,,,,,
player,201311280dal,dal,BailDa00,defense,0,,,,,
player,201311280dal,dal,BailDa00,def_pct,0%,,,,,
player,201311280dal,dal,BailDa00,special_teams,12,,,,,
player,201311280dal,dal,BailDa00,st_pct,39%,,,,,
player,201311280dal,dal,LadoL.20,pos,LS,,,,,
player,201311280dal,dal,LadoL.20,offense,0,,,,,
player,201311280dal,dal,LadoL.20,off_pct,0%,,,,,
player,201311280dal,dal,LadoL.20,defense,0,,,,,
player,201311280dal,dal,LadoL.20,def_pct,0%,,,,,
player,201311280dal,dal,LadoL.20,special_teams,10,,,,,
player,201311280dal,dal,LadoL.20,st_pct,32%,,,,,
player,201311280dal,dal,JoneCh02,pos,P,,,,,
player,201311280dal,dal,JoneCh02,offense,0,,,,,
player,201311280dal,dal,JoneCh02,off_pct,0%,,,,,
player,201311280dal,dal,JoneCh02,defense,0,,,,,
player,201311280dal,dal,JoneCh02,def_pct,0%,,,,,
player,201311280dal,dal,JoneCh02,special_teams,10,,,,,
player,201311280dal,dal,JoneCh02,st_pct,32%,,,,,
player,201311280dal,dal,MoorSt00,pos,CB,,,,,
player,201311280dal,dal,MoorSt00,offense,0,,,,,
player,201311280dal,dal,MoorSt00,off_pct,0%,,,,,
player,201311280dal,dal,MoorSt00,defense,0,,,,,
player,201311280dal,dal,MoorSt00,def_pct,0%,,,,,
player,201311280dal,dal,MoorSt00,special_teams,7,,,,,
player,201311280dal,dal,MoorSt00,st_pct,23%,,,,,
player,201311280dal,dal,RandJo01,pos,RB,,,,,
player,201311280dal,dal,RandJo01,offense,0,,,,,
player,201311280dal,dal,RandJo01,off_pct,0%,,,,,
player,201311280dal,dal,RandJo01,defense,0,,,,,
player,201311280dal,dal,RandJo01,def_pct,0%,,,,,
player,201311280dal,dal,RandJo01,special_teams,4,,,,,
player,201311280dal,dal,RandJo01,st_pct,13%,,,,,
player,201311280dal,rai,BarnKh20,pos,T,,,,,
player,201311280dal,rai,BarnKh20,offense,56,,,,,
