game,2013,6,20131013,201310130tam,phi,"Philadelphia Eagles",31,tam,"Tampa Bay Buccaneers",20
team,201310130tam,phi,First Downs,21,,,,,,
team,201310130tam,tam,First Downs,19,,,,,,
team,201310130tam,phi,Rush-Yds-TDs,33-138-1,,,,,,
team,201310130tam,tam,Rush-Yds-TDs,21-94-0,,,,,,
team,201310130tam,phi,Cmp-Att-Yd-TD-INT,22-31-296-3-0,,,,,,
team,201310130tam,tam,Cmp-Att-Yd-TD-INT,26-43-273-2-1,,,,,,
team,201310130tam,phi,Sacked-Yards,1-9,,,,,,
team,201310130tam,tam,Sacked-Yards,2-16,,,,,,
team,201310130tam,phi,Net Pass Yards,287,,,,,,
team,201310130tam,tam,Net Pass Yards,257,,,,,,
team,201310130tam,phi,Total Yards,425,,,,,,
team,201310130tam,tam,Total Yards,351,,,,,,
team,201310130tam,phi,Fumbles-Lost,1-1,,,,,,
team,201310130tam,tam,Fumbles-Lost,1-0,,,,,,
team,201310130tam,phi,Turnovers,1,,,,,,
team,201310130tam,tam,Turnovers,1,,,,,,
team,201310130tam,phi,Penalties-Yards,3-31,,,,,,
team,201310130tam,tam,Penalties-Yards,8-72,,,,,,
team,201310130tam,phi,Third Down Conv.,7-14,,,,,,
team,201310130tam,tam,Third Down Conv.,6-15,,,,,,
team,201310130tam,phi,Fourth Down Conv.,0-0,,,,,,
team,201310130tam,tam,Fourth Down Conv.,1-2,,,,,,
team,201310130tam,phi,Time of Possession,26:14,,,,,,
team,201310130tam,tam,Time of Possession,33:46,,,,,,
player,201310130tam,phi,FoleNi00,pass_cmp,22,,,,,
player,201310130tam,phi,FoleNi00,pass_att,31,,,,,
player,201310130tam,phi,FoleNi00,pass_yds,296,,,,,
player,201310130tam,phi,FoleNi00,pass_td,3,,,,,
player,201310130tam,phi,FoleNi00,pass_int,0,,,,,
player,201310130tam,phi,FoleNi00,pass_sacked,1,,,,,
player,201310130tam,phi,FoleNi00,pass_sacked_yds,9,,,,,
player,201310130tam,phi,FoleNi00,pass_long,47,,,,,
player,201310130tam,phi,FoleNi00,pass_rating,133.3,,,,,
player,201310130tam,phi,FoleNi00,rush_att,3,,,,,
player,201310130tam,phi,FoleNi00,rush_yds,2,,,,,
player,201310130tam,phi,FoleNi00,rush_td,1,,,,,
player,201310130tam,phi,FoleNi00,rush_long,4,,,,,
player,201310130tam,phi,FoleNi00,targets,0,,,,,
player,201310130tam,phi,FoleNi00,rec,0,,,,,
player,201310130tam,phi,FoleNi00,rec_yds,0,,,,,
player,201310130tam,phi,FoleNi00,rec_td,0,,,,,
player,201310130tam,phi,FoleNi00,rec_long,0,,,,,
player,201310130tam,phi,FoleNi00,fumbles,0,,,,,
player,201310130tam,phi,FoleNi00,fumbles_lost,0,,,,,
player,201310130tam,phi,McCoLe01,pass_cmp,0,,,,,
player,201310130tam,phi,McCoLe01,pass_att,0,,,,,
player,201310130tam,phi,McCoLe01,pass_yds,0,,,,,
player,201310130tam,phi,McCoLe01,pass_td,0,,,,,
player,201310130tam,phi,McCoLe01,pass_int,0,,,,,
player,201310130tam,phi,McCoLe01,pass_sacked,0,,,,,
player,201310130tam,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201310130tam,phi,McCoLe01,pass_long,0,,,,,
player,201310130tam,phi,McCoLe01,pass_rating,,,,,,
player,201310130tam,phi,McCoLe01,rush_att,25,,,,,
player,201310130tam,phi,McCoLe01,rush_yds,116,,,,,
player,201310130tam,phi,McCoLe01,rush_td,0,,,,,
player,201310130tam,phi,McCoLe01,rush_long,19,,,,,
player,201310130tam,phi,McCoLe01,targets,2,,,,,
player,201310130tam,phi,McCoLe01,rec,2,,,,,
player,201310130tam,phi,McCoLe01,rec_yds,55,,,,,
player,201310130tam,phi,McCoLe01,rec_td,0,,,,,
player,201310130tam,phi,McCoLe01,rec_long,44,,,,,
player,201310130tam,phi,McCoLe01,fumbles,1,,,,,
player,201310130tam,phi,McCoLe01,fumbles_lost,1,,,,,
player,201310130tam,phi,BrowBr02,pass_cmp,0,,,,,
player,201310130tam,phi,BrowBr02,pass_att,0,,,,,
player,201310130tam,phi,BrowBr02,pass_yds,0,,,,,
player,201310130tam,phi,BrowBr02,pass_td,0,,,,,
player,201310130tam,phi,BrowBr02,pass_int,0,,,,,
player,201310130tam,phi,BrowBr02,pass_sacked,0,,,,,
player,201310130tam,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201310130tam,phi,BrowBr02,pass_long,0,,,,,
player,201310130tam,phi,BrowBr02,pass_rating,,,,,,
player,201310130tam,phi,BrowBr02,rush_att,5,,,,,
player,201310130tam,phi,BrowBr02,rush_yds,20,,,,,
player,201310130tam,phi,BrowBr02,rush_td,0,,,,,
player,201310130tam,phi,BrowBr02,rush_long,9,,,,,
player,201310130tam,phi,BrowBr02,targets,2,,,,,
player,201310130tam,phi,BrowBr02,rec,0,,,,,
player,201310130tam,phi,BrowBr02,rec_yds,0,,,,,
player,201310130tam,phi,BrowBr02,rec_td,0,,,,,
