game,2013,6,20131010,201310100chi,nyg,"New York Giants",21,chi,"Chicago Bears",27
player,201310100chi,nyg,JernJe00,kick_ret_long,46,,,,,
player,201310100chi,nyg,JernJe00,punt_ret,0,,,,,
player,201310100chi,nyg,JernJe00,punt_ret_yds,0,,,,,
player,201310100chi,nyg,JernJe00,punt_ret_yds_per_ret,,,,,,
player,201310100chi,nyg,JernJe00,punt_ret_td,0,,,,,
player,201310100chi,nyg,JernJe00,punt_ret_long,0,,,,,
player,201310100chi,nyg,MoslBr00,kick_ret,1,,,,,
player,201310100chi,nyg,MoslBr00,kick_ret_yds,0,,,,,
player,201310100chi,nyg,MoslBr00,kick_ret_yds_per_ret,0.0,,,,,
player,201310100chi,nyg,MoslBr00,kick_ret_td,0,,,,,
player,201310100chi,nyg,MoslBr00,kick_ret_long,0,,,,,
player,201310100chi,nyg,MoslBr00,punt_ret,0,,,,,
player,201310100chi,nyg,MoslBr00,punt_ret_yds,0,,,,,
player,201310100chi,nyg,MoslBr00,punt_ret_yds_per_ret,,,,,,
player,201310100chi,nyg,MoslBr00,punt_ret_td,0,,,,,
player,201310100chi,nyg,MoslBr00,punt_ret_long,0,,,,,
player,201310100chi,chi,HestDe99,kick_ret,3,,,,,
player,201310100chi,chi,HestDe99,kick_ret_yds,73,,,,,
player,201310100chi,chi,HestDe99,kick_ret_yds_per_ret,24.3,,,,,
player,201310100chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201310100chi,chi,HestDe99,kick_ret_long,28,,,,,
player,201310100chi,chi,HestDe99,punt_ret,1,,,,,
player,201310100chi,chi,HestDe99,punt_ret_yds,0,,,,,
player,201310100chi,chi,HestDe99,punt_ret_yds_per_ret,0.0,,,,,
player,201310100chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201310100chi,chi,HestDe99,punt_ret_long,0,,,,,
player,201310100chi,nyg,brownjos01,xpm,3,,,,,
player,201310100chi,nyg,brownjos01,xpa,3,,,,,
player,201310100chi,nyg,brownjos01,fgm,,,,,,
player,201310100chi,nyg,brownjos01,fga,,,,,,
player,201310100chi,nyg,brownjos01,punt,0,,,,,
player,201310100chi,nyg,brownjos01,punt_yds,0,,,,,
player,201310100chi,nyg,brownjos01,punt_yds_per_punt,,,,,,
player,201310100chi,nyg,brownjos01,punt_long,0,,,,,
player,201310100chi,nyg,WeatSt20,xpm,,,,,,
player,201310100chi,nyg,WeatSt20,xpa,,,,,,
player,201310100chi,nyg,WeatSt20,fgm,,,,,,
player,201310100chi,nyg,WeatSt20,fga,,,,,,
player,201310100chi,nyg,WeatSt20,punt,3,,,,,
player,201310100chi,nyg,WeatSt20,punt_yds,139,,,,,
player,201310100chi,nyg,WeatSt20,punt_yds_per_punt,46.3,,,,,
player,201310100chi,nyg,WeatSt20,punt_long,51,,,,,
player,201310100chi,chi,gouldrob01,xpm,3,,,,,
player,201310100chi,chi,gouldrob01,xpa,3,,,,,
player,201310100chi,chi,gouldrob01,fgm,2,,,,,
player,201310100chi,chi,gouldrob01,fga,2,,,,,
player,201310100chi,chi,gouldrob01,punt,0,,,,,
player,201310100chi,chi,gouldrob01,punt_yds,0,,,,,
player,201310100chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201310100chi,chi,gouldrob01,punt_long,0,,,,,
player,201310100chi,chi,PodlAd20,xpm,,,,,,
player,201310100chi,chi,PodlAd20,xpa,,,,,,
player,201310100chi,chi,PodlAd20,fgm,,,,,,
player,201310100chi,chi,PodlAd20,fga,,,,,,
player,201310100chi,chi,PodlAd20,punt,3,,,,,
player,201310100chi,chi,PodlAd20,punt_yds,110,,,,,
player,201310100chi,chi,PodlAd20,punt_yds_per_punt,36.7,,,,,
player,201310100chi,chi,PodlAd20,punt_long,38,,,,,
player,201310100chi,chi,SlauMa20,pos,G,,,,,
player,201310100chi,chi,SlauMa20,offense,68,,,,,
player,201310100chi,chi,SlauMa20,off_pct,100%,,,,,
player,201310100chi,chi,SlauMa20,defense,0,,,,,
player,201310100chi,chi,SlauMa20,def_pct,0%,,,,,
player,201310100chi,chi,SlauMa20,special_teams,5,,,,,
player,201310100chi,chi,SlauMa20,st_pct,21%,,,,,
player,201310100chi,chi,BushJe20,pos,T,,,,,
player,201310100chi,chi,BushJe20,offense,68,,,,,
player,201310100chi,chi,BushJe20,off_pct,100%,,,,,
player,201310100chi,chi,BushJe20,defense,0,,,,,
player,201310100chi,chi,BushJe20,def_pct,0%,,,,,
player,201310100chi,chi,BushJe20,special_teams,5,,,,,
player,201310100chi,chi,BushJe20,st_pct,21%,,,,,
player,201310100chi,chi,MillJo02,pos,T,,,,,
player,201310100chi,chi,MillJo02,offense,68,,,,,
player,201310100chi,chi,MillJo02,off_pct,100%,,,,,
player,201310100chi,chi,MillJo02,defense,0,,,,,
player,201310100chi,chi,MillJo02,def_pct,0%,,,,,
player,201310100chi,chi,MillJo02,special_teams,5,,,,,
player,201310100chi,chi,MillJo02,st_pct,21%,,,,,
player,201310100chi,chi,GarzRo20,pos,C,,,,,
player,201310100chi,chi,GarzRo20,offense,68,,,,,
player,201310100chi,chi,GarzRo20,off_pct,100%,,,,,
player,201310100chi,chi,GarzRo20,defense,0,,,,,
player,201310100chi,chi,GarzRo20,def_pct,0%,,,,,
player,201310100chi,chi,GarzRo20,special_teams,5,,,,,
player,201310100chi,chi,GarzRo20,st_pct,21%,,,,,
player,201310100chi,chi,LongKy00,pos,G,,,,,
player,201310100chi,chi,LongKy00,offense,68,,,,,
player,201310100chi,chi,LongKy00,off_pct,100%,,,,,
player,201310100chi,chi,LongKy00,defense,0,,,,,
player,201310100chi,chi,LongKy00,def_pct,0%,,,,,
player,201310100chi,chi,LongKy00,special_teams,5,,,,,
player,201310100chi,chi,LongKy00,st_pct,21%,,,,,
player,201310100chi,chi,CutlJa00,pos,QB,,,,,
player,201310100chi,chi,CutlJa00,offense,68,,,,,
player,201310100chi,chi,CutlJa00,off_pct,100%,,,,,
player,201310100chi,chi,CutlJa00,defense,0,,,,,
player,201310100chi,chi,CutlJa00,def_pct,0%,,,,,
player,201310100chi,chi,CutlJa00,special_teams,0,,,,,
player,201310100chi,chi,CutlJa00,st_pct,0%,,,,,
player,201310100chi,chi,MarsBr00,pos,WR,,,,,
player,201310100chi,chi,MarsBr00,offense,67,,,,,
player,201310100chi,chi,MarsBr00,off_pct,99%,,,,,
player,201310100chi,chi,MarsBr00,defense,0,,,,,
player,201310100chi,chi,MarsBr00,def_pct,0%,,,,,
player,201310100chi,chi,MarsBr00,special_teams,0,,,,,
player,201310100chi,chi,MarsBr00,st_pct,0%,,,,,
player,201310100chi,chi,BennMa00,pos,TE,,,,,
player,201310100chi,chi,BennMa00,offense,59,,,,,
player,201310100chi,chi,BennMa00,off_pct,87%,,,,,
player,201310100chi,chi,BennMa00,defense,0,,,,,
player,201310100chi,chi,BennMa00,def_pct,0%,,,,,
player,201310100chi,chi,BennMa00,special_teams,0,,,,,
player,201310100chi,chi,BennMa00,st_pct,0%,,,,,
player,201310100chi,chi,FortMa00,pos,RB,,,,,
player,201310100chi,chi,FortMa00,offense,57,,,,,
player,201310100chi,chi,FortMa00,off_pct,84%,,,,,
player,201310100chi,chi,FortMa00,defense,0,,,,,
player,201310100chi,chi,FortMa00,def_pct,0%,,,,,
player,201310100chi,chi,FortMa00,special_teams,0,,,,,
player,201310100chi,chi,FortMa00,st_pct,0%,,,,,
player,201310100chi,chi,JeffAl00,pos,WR,,,,,
player,201310100chi,chi,JeffAl00,offense,56,,,,,
player,201310100chi,chi,JeffAl00,off_pct,82%,,,,,
player,201310100chi,chi,JeffAl00,defense,0,,,,,
player,201310100chi,chi,JeffAl00,def_pct,0%,,,,,
player,201310100chi,chi,JeffAl00,special_teams,0,,,,,
player,201310100chi,chi,JeffAl00,st_pct,0%,,,,,
player,201310100chi,chi,BennEa00,pos,WR,,,,,
player,201310100chi,chi,BennEa00,offense,29,,,,,
player,201310100chi,chi,BennEa00,off_pct,43%,,,,,
player,201310100chi,chi,BennEa00,defense,0,,,,,
player,201310100chi,chi,BennEa00,def_pct,0%,,,,,
player,201310100chi,chi,BennEa00,special_teams,0,,,,,
player,201310100chi,chi,BennEa00,st_pct,0%,,,,,
player,201310100chi,chi,BritEb20,pos,T,,,,,
player,201310100chi,chi,BritEb20,offense,24,,,,,
player,201310100chi,chi,BritEb20,off_pct,35%,,,,,
player,201310100chi,chi,BritEb20,defense,0,,,,,
player,201310100chi,chi,BritEb20,def_pct,0%,,,,,
player,201310100chi,chi,BritEb20,special_teams,5,,,,,
player,201310100chi,chi,BritEb20,st_pct,21%,,,,,
player,201310100chi,chi,FiamTo00,pos,FB,,,,,
player,201310100chi,chi,FiamTo00,offense,23,,,,,
player,201310100chi,chi,FiamTo00,off_pct,34%,,,,,
player,201310100chi,chi,FiamTo00,defense,0,,,,,
player,201310100chi,chi,FiamTo00,def_pct,0%,,,,,
player,201310100chi,chi,FiamTo00,special_teams,7,,,,,
player,201310100chi,chi,FiamTo00,st_pct,29%,,,,,
player,201310100chi,chi,BushMi00,pos,RB,,,,,
player,201310100chi,chi,BushMi00,offense,11,,,,,
player,201310100chi,chi,BushMi00,off_pct,16%,,,,,
player,201310100chi,chi,BushMi00,defense,0,,,,,
player,201310100chi,chi,BushMi00,def_pct,0%,,,,,
player,201310100chi,chi,BushMi00,special_teams,0,,,,,
player,201310100chi,chi,BushMi00,st_pct,0%,,,,,
player,201310100chi,chi,RosaDa00,pos,TE,,,,,
player,201310100chi,chi,RosaDa00,offense,8,,,,,
player,201310100chi,chi,RosaDa00,off_pct,12%,,,,,
player,201310100chi,chi,RosaDa00,defense,0,,,,,
player,201310100chi,chi,RosaDa00,def_pct,0%,,,,,
player,201310100chi,chi,RosaDa00,special_teams,20,,,,,
player,201310100chi,chi,RosaDa00,st_pct,83%,,,,,
player,201310100chi,chi,AndeJo00,pos,WR,,,,,
player,201310100chi,chi,AndeJo00,offense,5,,,,,
player,201310100chi,chi,AndeJo00,off_pct,7%,,,,,
player,201310100chi,chi,AndeJo00,defense,0,,,,,
player,201310100chi,chi,AndeJo00,def_pct,0%,,,,,
player,201310100chi,chi,AndeJo00,special_teams,15,,,,,
player,201310100chi,chi,AndeJo00,st_pct,62%,,,,,
player,201310100chi,chi,WilsMa02,pos,WR,,,,,
player,201310100chi,chi,WilsMa02,offense,1,,,,,
player,201310100chi,chi,WilsMa02,off_pct,1%,,,,,
player,201310100chi,chi,WilsMa02,defense,0,,,,,
player,201310100chi,chi,WilsMa02,def_pct,0%,,,,,
player,201310100chi,chi,WilsMa02,special_teams,0,,,,,
player,201310100chi,chi,WilsMa02,st_pct,0%,,,,,
player,201310100chi,chi,ContCh00,pos,FS,,,,,
player,201310100chi,chi,ContCh00,offense,0,,,,,
player,201310100chi,chi,ContCh00,off_pct,0%,,,,,
player,201310100chi,chi,ContCh00,defense,54,,,,,
player,201310100chi,chi,ContCh00,def_pct,100%,,,,,
player,201310100chi,chi,ContCh00,special_teams,4,,,,,
player,201310100chi,chi,ContCh00,st_pct,17%,,,,,
player,201310100chi,chi,BowmZa20,pos,CB,,,,,
player,201310100chi,chi,BowmZa20,offense,0,,,,,
player,201310100chi,chi,BowmZa20,off_pct,0%,,,,,
player,201310100chi,chi,BowmZa20,defense,54,,,,,
player,201310100chi,chi,BowmZa20,def_pct,100%,,,,,
player,201310100chi,chi,BowmZa20,special_teams,3,,,,,
player,201310100chi,chi,BowmZa20,st_pct,12%,,,,,
player,201310100chi,chi,BrigLa99,pos,LB,,,,,
player,201310100chi,chi,BrigLa99,offense,0,,,,,
player,201310100chi,chi,BrigLa99,off_pct,0%,,,,,
player,201310100chi,chi,BrigLa99,defense,54,,,,,
player,201310100chi,chi,BrigLa99,def_pct,100%,,,,,
player,201310100chi,chi,BrigLa99,special_teams,0,,,,,
player,201310100chi,chi,BrigLa99,st_pct,0%,,,,,
player,201310100chi,chi,JennTi20,pos,CB,,,,,
player,201310100chi,chi,JennTi20,offense,0,,,,,
player,201310100chi,chi,JennTi20,off_pct,0%,,,,,
player,201310100chi,chi,JennTi20,defense,53,,,,,
player,201310100chi,chi,JennTi20,def_pct,98%,,,,,
player,201310100chi,chi,JennTi20,special_teams,1,,,,,
player,201310100chi,chi,JennTi20,st_pct,4%,,,,,
player,201310100chi,chi,WrigMa99,pos,SS,,,,,
player,201310100chi,chi,WrigMa99,offense,0,,,,,
player,201310100chi,chi,WrigMa99,off_pct,0%,,,,,
player,201310100chi,chi,WrigMa99,defense,52,,,,,
player,201310100chi,chi,WrigMa99,def_pct,96%,,,,,
player,201310100chi,chi,WrigMa99,special_teams,10,,,,,
player,201310100chi,chi,WrigMa99,st_pct,42%,,,,,
player,201310100chi,chi,WootCo99,pos,DE,,,,,
player,201310100chi,chi,WootCo99,offense,0,,,,,
player,201310100chi,chi,WootCo99,off_pct,0%,,,,,
player,201310100chi,chi,WootCo99,defense,47,,,,,
player,201310100chi,chi,WootCo99,def_pct,87%,,,,,
player,201310100chi,chi,WootCo99,special_teams,8,,,,,
player,201310100chi,chi,WootCo99,st_pct,33%,,,,,
player,201310100chi,chi,McClSh00,pos,DE,,,,,
player,201310100chi,chi,McClSh00,offense,0,,,,,
player,201310100chi,chi,McClSh00,off_pct,0%,,,,,
player,201310100chi,chi,McClSh00,defense,45,,,,,
player,201310100chi,chi,McClSh00,def_pct,83%,,,,,
player,201310100chi,chi,McClSh00,special_teams,3,,,,,
player,201310100chi,chi,McClSh00,st_pct,12%,,,,,
player,201310100chi,chi,PeppJu99,pos,DE,,,,,
player,201310100chi,chi,PeppJu99,offense,0,,,,,
player,201310100chi,chi,PeppJu99,off_pct,0%,,,,,
player,201310100chi,chi,PeppJu99,defense,44,,,,,
player,201310100chi,chi,PeppJu99,def_pct,81%,,,,,
player,201310100chi,chi,PeppJu99,special_teams,4,,,,,
player,201310100chi,chi,PeppJu99,st_pct,17%,,,,,
player,201310100chi,chi,AndeJa21,pos,LB,,,,,
player,201310100chi,chi,AndeJa21,offense,0,,,,,
player,201310100chi,chi,AndeJa21,off_pct,0%,,,,,
player,201310100chi,chi,AndeJa21,defense,38,,,,,
player,201310100chi,chi,AndeJa21,def_pct,70%,,,,,
player,201310100chi,chi,AndeJa21,special_teams,4,,,,,
player,201310100chi,chi,AndeJa21,st_pct,17%,,,,,
player,201310100chi,chi,CoheLa99,pos,DT,,,,,
player,201310100chi,chi,CoheLa99,offense,0,,,,,
player,201310100chi,chi,CoheLa99,off_pct,0%,,,,,
player,201310100chi,chi,CoheLa99,defense,37,,,,,
player,201310100chi,chi,CoheLa99,def_pct,69%,,,,,
player,201310100chi,chi,CoheLa99,special_teams,3,,,,,
player,201310100chi,chi,CoheLa99,st_pct,12%,,,,,
player,201310100chi,chi,BassDa00,pos,DE,,,,,
player,201310100chi,chi,BassDa00,offense,0,,,,,
player,201310100chi,chi,BassDa00,off_pct,0%,,,,,
player,201310100chi,chi,BassDa00,defense,29,,,,,
player,201310100chi,chi,BassDa00,def_pct,54%,,,,,
player,201310100chi,chi,BassDa00,special_teams,6,,,,,
player,201310100chi,chi,BassDa00,st_pct,25%,,,,,
player,201310100chi,chi,FreyIs00,pos,CB,,,,,
player,201310100chi,chi,FreyIs00,offense,0,,,,,
player,201310100chi,chi,FreyIs00,off_pct,0%,,,,,
player,201310100chi,chi,FreyIs00,defense,24,,,,,
player,201310100chi,chi,FreyIs00,def_pct,44%,,,,,
player,201310100chi,chi,FreyIs00,special_teams,2,,,,,
player,201310100chi,chi,FreyIs00,st_pct,8%,,,,,
player,201310100chi,chi,BostJo00,pos,LB,,,,,
player,201310100chi,chi,BostJo00,offense,0,,,,,
player,201310100chi,chi,BostJo00,off_pct,0%,,,,,
player,201310100chi,chi,BostJo00,defense,21,,,,,
player,201310100chi,chi,BostJo00,def_pct,39%,,,,,
player,201310100chi,chi,BostJo00,special_teams,16,,,,,
player,201310100chi,chi,BostJo00,st_pct,67%,,,,,
player,201310100chi,chi,WillD.20,pos,LB,,,,,
player,201310100chi,chi,WillD.20,offense,0,,,,,
player,201310100chi,chi,WillD.20,off_pct,0%,,,,,
player,201310100chi,chi,WillD.20,defense,21,,,,,
player,201310100chi,chi,WillD.20,def_pct,39%,,,,,
player,201310100chi,chi,WillD.20,special_teams,1,,,,,
player,201310100chi,chi,WillD.20,st_pct,4%,,,,,
player,201310100chi,chi,MintZa00,pos,DT,,,,,
player,201310100chi,chi,MintZa00,offense,0,,,,,
player,201310100chi,chi,MintZa00,off_pct,0%,,,,,
player,201310100chi,chi,MintZa00,defense,14,,,,,
player,201310100chi,chi,MintZa00,def_pct,26%,,,,,
player,201310100chi,chi,MintZa00,special_teams,1,,,,,
player,201310100chi,chi,MintZa00,st_pct,4%,,,,,
player,201310100chi,chi,CostBl20,pos,LB,,,,,
player,201310100chi,chi,CostBl20,offense,0,,,,,
player,201310100chi,chi,CostBl20,off_pct,0%,,,,,
player,201310100chi,chi,CostBl20,defense,5,,,,,
player,201310100chi,chi,CostBl20,def_pct,9%,,,,,
player,201310100chi,chi,CostBl20,special_teams,19,,,,,
player,201310100chi,chi,CostBl20,st_pct,79%,,,,,
player,201310100chi,chi,StelCr99,pos,FS,,,,,
player,201310100chi,chi,StelCr99,offense,0,,,,,
player,201310100chi,chi,StelCr99,off_pct,0%,,,,,
player,201310100chi,chi,StelCr99,defense,2,,,,,
player,201310100chi,chi,StelCr99,def_pct,4%,,,,,
player,201310100chi,chi,StelCr99,special_teams,15,,,,,
player,201310100chi,chi,StelCr99,st_pct,62%,,,,,
player,201310100chi,chi,WeemEr00,pos,WR,,,,,
player,201310100chi,chi,WeemEr00,offense,0,,,,,
player,201310100chi,chi,WeemEr00,off_pct,0%,,,,,
player,201310100chi,chi,WeemEr00,defense,0,,,,,
player,201310100chi,chi,WeemEr00,def_pct,0%,,,,,
player,201310100chi,chi,WeemEr00,special_teams,15,,,,,
player,201310100chi,chi,WeemEr00,st_pct,62%,,,,,
player,201310100chi,chi,FordMi00,pos,RB,,,,,
player,201310100chi,chi,FordMi00,offense,0,,,,,
player,201310100chi,chi,FordMi00,off_pct,0%,,,,,
player,201310100chi,chi,FordMi00,defense,0,,,,,
player,201310100chi,chi,FordMi00,def_pct,0%,,,,,
player,201310100chi,chi,FordMi00,special_teams,12,,,,,
player,201310100chi,chi,FordMi00,st_pct,50%,,,,,
player,201310100chi,chi,McMaSh99,pos,CB,,,,,
player,201310100chi,chi,McMaSh99,offense,0,,,,,
player,201310100chi,chi,McMaSh99,off_pct,0%,,,,,
player,201310100chi,chi,McMaSh99,defense,0,,,,,
player,201310100chi,chi,McMaSh99,def_pct,0%,,,,,
player,201310100chi,chi,McMaSh99,special_teams,11,,,,,
player,201310100chi,chi,McMaSh99,st_pct,46%,,,,,
player,201310100chi,chi,gouldrob01,pos,K,,,,,
player,201310100chi,chi,gouldrob01,offense,0,,,,,
player,201310100chi,chi,gouldrob01,off_pct,0%,,,,,
player,201310100chi,chi,gouldrob01,defense,0,,,,,
player,201310100chi,chi,gouldrob01,def_pct,0%,,,,,
player,201310100chi,chi,gouldrob01,special_teams,11,,,,,
player,201310100chi,chi,gouldrob01,st_pct,46%,,,,,
player,201310100chi,chi,HestDe99,pos,WR,,,,,
player,201310100chi,chi,HestDe99,offense,0,,,,,
player,201310100chi,chi,HestDe99,off_pct,0%,,,,,
player,201310100chi,chi,HestDe99,defense,0,,,,,
player,201310100chi,chi,HestDe99,def_pct,0%,,,,,
player,201310100chi,chi,HestDe99,special_teams,10,,,,,
player,201310100chi,chi,HestDe99,st_pct,42%,,,,,
player,201310100chi,chi,GreeKh00,pos,LB,,,,,
player,201310100chi,chi,GreeKh00,offense,0,,,,,
player,201310100chi,chi,GreeKh00,off_pct,0%,,,,,
player,201310100chi,chi,GreeKh00,defense,0,,,,,
player,201310100chi,chi,GreeKh00,def_pct,0%,,,,,
player,201310100chi,chi,GreeKh00,special_teams,9,,,,,
player,201310100chi,chi,GreeKh00,st_pct,38%,,,,,
player,201310100chi,chi,PodlAd20,pos,P,,,,,
player,201310100chi,chi,PodlAd20,offense,0,,,,,
player,201310100chi,chi,PodlAd20,off_pct,0%,,,,,
player,201310100chi,chi,PodlAd20,defense,0,,,,,
player,201310100chi,chi,PodlAd20,def_pct,0%,,,,,
player,201310100chi,chi,PodlAd20,special_teams,8,,,,,
player,201310100chi,chi,PodlAd20,st_pct,33%,,,,,
player,201310100chi,chi,WilsC.00,pos,CB,,,,,
player,201310100chi,chi,WilsC.00,offense,0,,,,,
player,201310100chi,chi,WilsC.00,off_pct,0%,,,,,
player,201310100chi,chi,WilsC.00,defense,0,,,,,
player,201310100chi,chi,WilsC.00,def_pct,0%,,,,,
player,201310100chi,chi,WilsC.00,special_teams,8,,,,,
player,201310100chi,chi,WilsC.00,st_pct,33%,,,,,
player,201310100chi,chi,MannPa20,pos,LS,,,,,
player,201310100chi,chi,MannPa20,offense,0,,,,,
player,201310100chi,chi,MannPa20,off_pct,0%,,,,,
player,201310100chi,chi,MannPa20,defense,0,,,,,
player,201310100chi,chi,MannPa20,def_pct,0%,,,,,
player,201310100chi,chi,MannPa20,special_teams,8,,,,,
player,201310100chi,chi,MannPa20,st_pct,33%,,,,,
player,201310100chi,nyg,PughJu00,pos,T,,,,,
player,201310100chi,nyg,PughJu00,offense,54,,,,,
player,201310100chi,nyg,PughJu00,off_pct,100%,,,,,
player,201310100chi,nyg,PughJu00,defense,0,,,,,
player,201310100chi,nyg,PughJu00,def_pct,0%,,,,,
player,201310100chi,nyg,PughJu00,special_teams,3,,,,,
player,201310100chi,nyg,PughJu00,st_pct,12%,,,,,
player,201310100chi,nyg,BootKe20,pos,G,,,,,
player,201310100chi,nyg,BootKe20,offense,54,,,,,
player,201310100chi,nyg,BootKe20,off_pct,100%,,,,,
player,201310100chi,nyg,BootKe20,defense,0,,,,,
player,201310100chi,nyg,BootKe20,def_pct,0%,,,,,
player,201310100chi,nyg,BootKe20,special_teams,3,,,,,
player,201310100chi,nyg,BootKe20,st_pct,12%,,,,,
player,201310100chi,nyg,CordJi00,pos,C,,,,,
player,201310100chi,nyg,CordJi00,offense,54,,,,,
player,201310100chi,nyg,CordJi00,off_pct,100%,,,,,
player,201310100chi,nyg,CordJi00,defense,0,,,,,
player,201310100chi,nyg,CordJi00,def_pct,0%,,,,,
player,201310100chi,nyg,CordJi00,special_teams,3,,,,,
player,201310100chi,nyg,CordJi00,st_pct,12%,,,,,
player,201310100chi,nyg,DiehDa21,pos,T,,,,,
player,201310100chi,nyg,DiehDa21,offense,54,,,,,
player,201310100chi,nyg,DiehDa21,off_pct,100%,,,,,
player,201310100chi,nyg,DiehDa21,defense,0,,,,,
player,201310100chi,nyg,DiehDa21,def_pct,0%,,,,,
player,201310100chi,nyg,DiehDa21,special_teams,2,,,,,
player,201310100chi,nyg,DiehDa21,st_pct,8%,,,,,
player,201310100chi,nyg,BeatWi20,pos,T,,,,,
player,201310100chi,nyg,BeatWi20,offense,54,,,,,
player,201310100chi,nyg,BeatWi20,off_pct,100%,,,,,
player,201310100chi,nyg,BeatWi20,defense,0,,,,,
player,201310100chi,nyg,BeatWi20,def_pct,0%,,,,,
player,201310100chi,nyg,BeatWi20,special_teams,1,,,,,
player,201310100chi,nyg,BeatWi20,st_pct,4%,,,,,
player,201310100chi,nyg,MannEl00,pos,QB,,,,,
player,201310100chi,nyg,MannEl00,offense,54,,,,,
player,201310100chi,nyg,MannEl00,off_pct,100%,,,,,
player,201310100chi,nyg,MannEl00,defense,0,,,,,
player,201310100chi,nyg,MannEl00,def_pct,0%,,,,,
player,201310100chi,nyg,MannEl00,special_teams,0,,,,,
player,201310100chi,nyg,MannEl00,st_pct,0%,,,,,
player,201310100chi,nyg,NickHa01,pos,WR,,,,,
player,201310100chi,nyg,NickHa01,offense,52,,,,,
player,201310100chi,nyg,NickHa01,off_pct,96%,,,,,
player,201310100chi,nyg,NickHa01,defense,0,,,,,
player,201310100chi,nyg,NickHa01,def_pct,0%,,,,,
player,201310100chi,nyg,NickHa01,special_teams,0,,,,,
player,201310100chi,nyg,NickHa01,st_pct,0%,,,,,
player,201310100chi,nyg,CruzVi00,pos,WR,,,,,
player,201310100chi,nyg,CruzVi00,offense,50,,,,,
player,201310100chi,nyg,CruzVi00,off_pct,93%,,,,,
player,201310100chi,nyg,CruzVi00,defense,0,,,,,
player,201310100chi,nyg,CruzVi00,def_pct,0%,,,,,
player,201310100chi,nyg,CruzVi00,special_teams,0,,,,,
player,201310100chi,nyg,CruzVi00,st_pct,0%,,,,,
player,201310100chi,nyg,PascBe00,pos,TE,,,,,
player,201310100chi,nyg,PascBe00,offense,33,,,,,
player,201310100chi,nyg,PascBe00,off_pct,61%,,,,,
player,201310100chi,nyg,PascBe00,defense,0,,,,,
player,201310100chi,nyg,PascBe00,def_pct,0%,,,,,
player,201310100chi,nyg,PascBe00,special_teams,9,,,,,
player,201310100chi,nyg,PascBe00,st_pct,38%,,,,,
player,201310100chi,nyg,JacoBr00,pos,RB,,,,,
player,201310100chi,nyg,JacoBr00,offense,33,,,,,
player,201310100chi,nyg,JacoBr00,off_pct,61%,,,,,
player,201310100chi,nyg,JacoBr00,defense,0,,,,,
player,201310100chi,nyg,JacoBr00,def_pct,0%,,,,,
player,201310100chi,nyg,JacoBr00,special_teams,0,,,,,
player,201310100chi,nyg,JacoBr00,st_pct,0%,,,,,
player,201310100chi,nyg,MyerBr00,pos,TE,,,,,
player,201310100chi,nyg,MyerBr00,offense,30,,,,,
player,201310100chi,nyg,MyerBr00,off_pct,56%,,,,,
player,201310100chi,nyg,MyerBr00,defense,0,,,,,
player,201310100chi,nyg,MyerBr00,def_pct,0%,,,,,
player,201310100chi,nyg,MyerBr00,special_teams,3,,,,,
player,201310100chi,nyg,MyerBr00,st_pct,12%,,,,,
player,201310100chi,nyg,RandRu00,pos,WR,,,,,
player,201310100chi,nyg,RandRu00,offense,22,,,,,
player,201310100chi,nyg,RandRu00,off_pct,41%,,,,,
player,201310100chi,nyg,RandRu00,defense,0,,,,,
player,201310100chi,nyg,RandRu00,def_pct,0%,,,,,
player,201310100chi,nyg,RandRu00,special_teams,3,,,,,
player,201310100chi,nyg,RandRu00,st_pct,12%,,,,,
player,201310100chi,nyg,ScotDa01,pos,RB,,,,,
player,201310100chi,nyg,ScotDa01,offense,16,,,,,
player,201310100chi,nyg,ScotDa01,off_pct,30%,,,,,
player,201310100chi,nyg,ScotDa01,defense,0,,,,,
player,201310100chi,nyg,ScotDa01,def_pct,0%,,,,,
player,201310100chi,nyg,ScotDa01,special_teams,0,,,,,
player,201310100chi,nyg,ScotDa01,st_pct,0%,,,,,
player,201310100chi,nyg,DonnLa00,pos,TE,,,,,
player,201310100chi,nyg,DonnLa00,offense,15,,,,,
player,201310100chi,nyg,DonnLa00,off_pct,28%,,,,,
player,201310100chi,nyg,DonnLa00,defense,0,,,,,
player,201310100chi,nyg,DonnLa00,def_pct,0%,,,,,
player,201310100chi,nyg,DonnLa00,special_teams,10,,,,,
player,201310100chi,nyg,DonnLa00,st_pct,42%,,,,,
player,201310100chi,nyg,ConnJo00,pos,FB,,,,,
player,201310100chi,nyg,ConnJo00,offense,15,,,,,
player,201310100chi,nyg,ConnJo00,off_pct,28%,,,,,
player,201310100chi,nyg,ConnJo00,defense,0,,,,,
player,201310100chi,nyg,ConnJo00,def_pct,0%,,,,,
player,201310100chi,nyg,ConnJo00,special_teams,6,,,,,
player,201310100chi,nyg,ConnJo00,st_pct,25%,,,,,
player,201310100chi,nyg,JernJe00,pos,WR,,,,,
player,201310100chi,nyg,JernJe00,offense,3,,,,,
player,201310100chi,nyg,JernJe00,off_pct,6%,,,,,
player,201310100chi,nyg,JernJe00,defense,0,,,,,
player,201310100chi,nyg,JernJe00,def_pct,0%,,,,,
