game,2013,2,20130915,201309150nyg,den,"Denver Broncos",41,nyg,"New York Giants",23
player,201309150nyg,nyg,JernJe00,fumbles_lost,0,,,,,
player,201309150nyg,den,HarrCh01,def_int,1,,,,,
player,201309150nyg,den,HarrCh01,def_int_yds,0,,,,,
player,201309150nyg,den,HarrCh01,def_int_td,0,,,,,
player,201309150nyg,den,HarrCh01,def_int_long,0,,,,,
player,201309150nyg,den,HarrCh01,pass_defended,2,,,,,
player,201309150nyg,den,HarrCh01,sacks,0.0,,,,,
player,201309150nyg,den,HarrCh01,tackles_combined,6,,,,,
player,201309150nyg,den,HarrCh01,tackles_solo,5,,,,,
player,201309150nyg,den,HarrCh01,tackles_assists,1,,,,,
player,201309150nyg,den,HarrCh01,tackles_loss,0,,,,,
player,201309150nyg,den,HarrCh01,qb_hits,1,,,,,
player,201309150nyg,den,HarrCh01,fumbles_rec,0,,,,,
player,201309150nyg,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201309150nyg,den,HarrCh01,fumbles_forced,0,,,,,
player,201309150nyg,den,RodgDo99,def_int,1,,,,,
player,201309150nyg,den,RodgDo99,def_int_yds,0,,,,,
player,201309150nyg,den,RodgDo99,def_int_td,0,,,,,
player,201309150nyg,den,RodgDo99,def_int_long,0,,,,,
player,201309150nyg,den,RodgDo99,pass_defended,2,,,,,
player,201309150nyg,den,RodgDo99,sacks,0.0,,,,,
player,201309150nyg,den,RodgDo99,tackles_combined,5,,,,,
player,201309150nyg,den,RodgDo99,tackles_solo,3,,,,,
player,201309150nyg,den,RodgDo99,tackles_assists,2,,,,,
player,201309150nyg,den,RodgDo99,tackles_loss,0,,,,,
player,201309150nyg,den,RodgDo99,qb_hits,0,,,,,
player,201309150nyg,den,RodgDo99,fumbles_rec,0,,,,,
player,201309150nyg,den,RodgDo99,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,RodgDo99,fumbles_rec_td,0,,,,,
player,201309150nyg,den,RodgDo99,fumbles_forced,0,,,,,
player,201309150nyg,den,CartTo99,def_int,1,,,,,
player,201309150nyg,den,CartTo99,def_int_yds,0,,,,,
player,201309150nyg,den,CartTo99,def_int_td,0,,,,,
player,201309150nyg,den,CartTo99,def_int_long,0,,,,,
player,201309150nyg,den,CartTo99,pass_defended,3,,,,,
player,201309150nyg,den,CartTo99,sacks,0.0,,,,,
player,201309150nyg,den,CartTo99,tackles_combined,3,,,,,
player,201309150nyg,den,CartTo99,tackles_solo,3,,,,,
player,201309150nyg,den,CartTo99,tackles_assists,0,,,,,
player,201309150nyg,den,CartTo99,tackles_loss,1,,,,,
player,201309150nyg,den,CartTo99,qb_hits,0,,,,,
player,201309150nyg,den,CartTo99,fumbles_rec,0,,,,,
player,201309150nyg,den,CartTo99,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,CartTo99,fumbles_rec_td,0,,,,,
player,201309150nyg,den,CartTo99,fumbles_forced,0,,,,,
player,201309150nyg,den,MoorRa00,def_int,1,,,,,
player,201309150nyg,den,MoorRa00,def_int_yds,0,,,,,
player,201309150nyg,den,MoorRa00,def_int_td,0,,,,,
player,201309150nyg,den,MoorRa00,def_int_long,0,,,,,
player,201309150nyg,den,MoorRa00,pass_defended,2,,,,,
player,201309150nyg,den,MoorRa00,sacks,0.0,,,,,
player,201309150nyg,den,MoorRa00,tackles_combined,3,,,,,
player,201309150nyg,den,MoorRa00,tackles_solo,3,,,,,
player,201309150nyg,den,MoorRa00,tackles_assists,0,,,,,
player,201309150nyg,den,MoorRa00,tackles_loss,0,,,,,
player,201309150nyg,den,MoorRa00,qb_hits,0,,,,,
player,201309150nyg,den,MoorRa00,fumbles_rec,0,,,,,
player,201309150nyg,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,MoorRa00,fumbles_forced,0,,,,,
player,201309150nyg,den,TrevDa00,def_int,0,,,,,
player,201309150nyg,den,TrevDa00,def_int_yds,0,,,,,
player,201309150nyg,den,TrevDa00,def_int_td,0,,,,,
player,201309150nyg,den,TrevDa00,def_int_long,0,,,,,
player,201309150nyg,den,TrevDa00,pass_defended,0,,,,,
player,201309150nyg,den,TrevDa00,sacks,1.0,,,,,
player,201309150nyg,den,TrevDa00,tackles_combined,10,,,,,
player,201309150nyg,den,TrevDa00,tackles_solo,8,,,,,
player,201309150nyg,den,TrevDa00,tackles_assists,2,,,,,
player,201309150nyg,den,TrevDa00,tackles_loss,1,,,,,
player,201309150nyg,den,TrevDa00,qb_hits,1,,,,,
player,201309150nyg,den,TrevDa00,fumbles_rec,0,,,,,
player,201309150nyg,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,TrevDa00,fumbles_forced,0,,,,,
player,201309150nyg,den,WoodWe20,def_int,0,,,,,
player,201309150nyg,den,WoodWe20,def_int_yds,0,,,,,
player,201309150nyg,den,WoodWe20,def_int_td,0,,,,,
player,201309150nyg,den,WoodWe20,def_int_long,0,,,,,
player,201309150nyg,den,WoodWe20,pass_defended,1,,,,,
player,201309150nyg,den,WoodWe20,sacks,0.0,,,,,
player,201309150nyg,den,WoodWe20,tackles_combined,7,,,,,
player,201309150nyg,den,WoodWe20,tackles_solo,4,,,,,
player,201309150nyg,den,WoodWe20,tackles_assists,3,,,,,
player,201309150nyg,den,WoodWe20,tackles_loss,0,,,,,
player,201309150nyg,den,WoodWe20,qb_hits,1,,,,,
player,201309150nyg,den,WoodWe20,fumbles_rec,0,,,,,
player,201309150nyg,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201309150nyg,den,WoodWe20,fumbles_forced,0,,,,,
player,201309150nyg,den,IhenDu00,def_int,0,,,,,
player,201309150nyg,den,IhenDu00,def_int_yds,0,,,,,
player,201309150nyg,den,IhenDu00,def_int_td,0,,,,,
player,201309150nyg,den,IhenDu00,def_int_long,0,,,,,
player,201309150nyg,den,IhenDu00,pass_defended,1,,,,,
player,201309150nyg,den,IhenDu00,sacks,0.0,,,,,
player,201309150nyg,den,IhenDu00,tackles_combined,6,,,,,
player,201309150nyg,den,IhenDu00,tackles_solo,5,,,,,
player,201309150nyg,den,IhenDu00,tackles_assists,1,,,,,
player,201309150nyg,den,IhenDu00,tackles_loss,0,,,,,
player,201309150nyg,den,IhenDu00,qb_hits,0,,,,,
player,201309150nyg,den,IhenDu00,fumbles_rec,0,,,,,
player,201309150nyg,den,IhenDu00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,IhenDu00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,IhenDu00,fumbles_forced,0,,,,,
player,201309150nyg,den,AdamMi21,def_int,0,,,,,
player,201309150nyg,den,AdamMi21,def_int_yds,0,,,,,
player,201309150nyg,den,AdamMi21,def_int_td,0,,,,,
player,201309150nyg,den,AdamMi21,def_int_long,0,,,,,
player,201309150nyg,den,AdamMi21,pass_defended,0,,,,,
player,201309150nyg,den,AdamMi21,sacks,0.0,,,,,
player,201309150nyg,den,AdamMi21,tackles_combined,4,,,,,
player,201309150nyg,den,AdamMi21,tackles_solo,3,,,,,
player,201309150nyg,den,AdamMi21,tackles_assists,1,,,,,
player,201309150nyg,den,AdamMi21,tackles_loss,0,,,,,
player,201309150nyg,den,AdamMi21,qb_hits,1,,,,,
player,201309150nyg,den,AdamMi21,fumbles_rec,0,,,,,
player,201309150nyg,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201309150nyg,den,AdamMi21,fumbles_forced,0,,,,,
player,201309150nyg,den,BrutDa99,def_int,0,,,,,
player,201309150nyg,den,BrutDa99,def_int_yds,0,,,,,
player,201309150nyg,den,BrutDa99,def_int_td,0,,,,,
player,201309150nyg,den,BrutDa99,def_int_long,0,,,,,
player,201309150nyg,den,BrutDa99,pass_defended,0,,,,,
player,201309150nyg,den,BrutDa99,sacks,0.0,,,,,
player,201309150nyg,den,BrutDa99,tackles_combined,4,,,,,
player,201309150nyg,den,BrutDa99,tackles_solo,2,,,,,
player,201309150nyg,den,BrutDa99,tackles_assists,2,,,,,
player,201309150nyg,den,BrutDa99,tackles_loss,0,,,,,
player,201309150nyg,den,BrutDa99,qb_hits,0,,,,,
player,201309150nyg,den,BrutDa99,fumbles_rec,0,,,,,
player,201309150nyg,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201309150nyg,den,BrutDa99,fumbles_forced,0,,,,,
player,201309150nyg,den,AyerRo99,def_int,0,,,,,
player,201309150nyg,den,AyerRo99,def_int_yds,0,,,,,
player,201309150nyg,den,AyerRo99,def_int_td,0,,,,,
player,201309150nyg,den,AyerRo99,def_int_long,0,,,,,
player,201309150nyg,den,AyerRo99,pass_defended,0,,,,,
player,201309150nyg,den,AyerRo99,sacks,0.0,,,,,
player,201309150nyg,den,AyerRo99,tackles_combined,3,,,,,
player,201309150nyg,den,AyerRo99,tackles_solo,3,,,,,
player,201309150nyg,den,AyerRo99,tackles_assists,0,,,,,
player,201309150nyg,den,AyerRo99,tackles_loss,1,,,,,
player,201309150nyg,den,AyerRo99,qb_hits,0,,,,,
player,201309150nyg,den,AyerRo99,fumbles_rec,0,,,,,
player,201309150nyg,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201309150nyg,den,AyerRo99,fumbles_forced,0,,,,,
player,201309150nyg,den,IrviNa00,def_int,0,,,,,
player,201309150nyg,den,IrviNa00,def_int_yds,0,,,,,
player,201309150nyg,den,IrviNa00,def_int_td,0,,,,,
player,201309150nyg,den,IrviNa00,def_int_long,0,,,,,
player,201309150nyg,den,IrviNa00,pass_defended,0,,,,,
player,201309150nyg,den,IrviNa00,sacks,0.0,,,,,
player,201309150nyg,den,IrviNa00,tackles_combined,3,,,,,
player,201309150nyg,den,IrviNa00,tackles_solo,2,,,,,
player,201309150nyg,den,IrviNa00,tackles_assists,1,,,,,
player,201309150nyg,den,IrviNa00,tackles_loss,1,,,,,
player,201309150nyg,den,IrviNa00,qb_hits,0,,,,,
player,201309150nyg,den,IrviNa00,fumbles_rec,0,,,,,
player,201309150nyg,den,IrviNa00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,IrviNa00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,IrviNa00,fumbles_forced,0,,,,,
player,201309150nyg,den,JohnSt02,def_int,0,,,,,
player,201309150nyg,den,JohnSt02,def_int_yds,0,,,,,
player,201309150nyg,den,JohnSt02,def_int_td,0,,,,,
player,201309150nyg,den,JohnSt02,def_int_long,0,,,,,
player,201309150nyg,den,JohnSt02,pass_defended,0,,,,,
player,201309150nyg,den,JohnSt02,sacks,0.0,,,,,
player,201309150nyg,den,JohnSt02,tackles_combined,3,,,,,
player,201309150nyg,den,JohnSt02,tackles_solo,2,,,,,
player,201309150nyg,den,JohnSt02,tackles_assists,1,,,,,
player,201309150nyg,den,JohnSt02,tackles_loss,0,,,,,
player,201309150nyg,den,JohnSt02,qb_hits,0,,,,,
player,201309150nyg,den,JohnSt02,fumbles_rec,0,,,,,
player,201309150nyg,den,JohnSt02,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,JohnSt02,fumbles_rec_td,0,,,,,
player,201309150nyg,den,JohnSt02,fumbles_forced,0,,,,,
player,201309150nyg,den,KnigTe99,def_int,0,,,,,
player,201309150nyg,den,KnigTe99,def_int_yds,0,,,,,
player,201309150nyg,den,KnigTe99,def_int_td,0,,,,,
player,201309150nyg,den,KnigTe99,def_int_long,0,,,,,
player,201309150nyg,den,KnigTe99,pass_defended,0,,,,,
player,201309150nyg,den,KnigTe99,sacks,0.0,,,,,
player,201309150nyg,den,KnigTe99,tackles_combined,3,,,,,
player,201309150nyg,den,KnigTe99,tackles_solo,1,,,,,
player,201309150nyg,den,KnigTe99,tackles_assists,2,,,,,
player,201309150nyg,den,KnigTe99,tackles_loss,0,,,,,
player,201309150nyg,den,KnigTe99,qb_hits,0,,,,,
player,201309150nyg,den,KnigTe99,fumbles_rec,0,,,,,
player,201309150nyg,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201309150nyg,den,KnigTe99,fumbles_forced,0,,,,,
player,201309150nyg,den,WolfDe00,def_int,0,,,,,
player,201309150nyg,den,WolfDe00,def_int_yds,0,,,,,
player,201309150nyg,den,WolfDe00,def_int_td,0,,,,,
player,201309150nyg,den,WolfDe00,def_int_long,0,,,,,
player,201309150nyg,den,WolfDe00,pass_defended,0,,,,,
player,201309150nyg,den,WolfDe00,sacks,0.0,,,,,
player,201309150nyg,den,WolfDe00,tackles_combined,3,,,,,
player,201309150nyg,den,WolfDe00,tackles_solo,1,,,,,
player,201309150nyg,den,WolfDe00,tackles_assists,2,,,,,
player,201309150nyg,den,WolfDe00,tackles_loss,0,,,,,
player,201309150nyg,den,WolfDe00,qb_hits,1,,,,,
player,201309150nyg,den,WolfDe00,fumbles_rec,0,,,,,
player,201309150nyg,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,WolfDe00,fumbles_forced,0,,,,,
player,201309150nyg,den,JackMa02,def_int,0,,,,,
player,201309150nyg,den,JackMa02,def_int_yds,0,,,,,
player,201309150nyg,den,JackMa02,def_int_td,0,,,,,
player,201309150nyg,den,JackMa02,def_int_long,0,,,,,
player,201309150nyg,den,JackMa02,pass_defended,0,,,,,
player,201309150nyg,den,JackMa02,sacks,0.0,,,,,
player,201309150nyg,den,JackMa02,tackles_combined,2,,,,,
player,201309150nyg,den,JackMa02,tackles_solo,2,,,,,
player,201309150nyg,den,JackMa02,tackles_assists,0,,,,,
player,201309150nyg,den,JackMa02,tackles_loss,1,,,,,
player,201309150nyg,den,JackMa02,qb_hits,2,,,,,
player,201309150nyg,den,JackMa02,fumbles_rec,0,,,,,
player,201309150nyg,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,JackMa02,fumbles_rec_td,0,,,,,
player,201309150nyg,den,JackMa02,fumbles_forced,0,,,,,
player,201309150nyg,den,RobiAd01,def_int,0,,,,,
player,201309150nyg,den,RobiAd01,def_int_yds,0,,,,,
player,201309150nyg,den,RobiAd01,def_int_td,0,,,,,
player,201309150nyg,den,RobiAd01,def_int_long,0,,,,,
player,201309150nyg,den,RobiAd01,pass_defended,0,,,,,
player,201309150nyg,den,RobiAd01,sacks,0.0,,,,,
player,201309150nyg,den,RobiAd01,tackles_combined,2,,,,,
player,201309150nyg,den,RobiAd01,tackles_solo,1,,,,,
player,201309150nyg,den,RobiAd01,tackles_assists,1,,,,,
player,201309150nyg,den,RobiAd01,tackles_loss,1,,,,,
player,201309150nyg,den,RobiAd01,qb_hits,0,,,,,
player,201309150nyg,den,RobiAd01,fumbles_rec,0,,,,,
player,201309150nyg,den,RobiAd01,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,RobiAd01,fumbles_rec_td,0,,,,,
player,201309150nyg,den,RobiAd01,fumbles_forced,0,,,,,
player,201309150nyg,den,WebsKa00,def_int,0,,,,,
player,201309150nyg,den,WebsKa00,def_int_yds,0,,,,,
player,201309150nyg,den,WebsKa00,def_int_td,0,,,,,
player,201309150nyg,den,WebsKa00,def_int_long,0,,,,,
player,201309150nyg,den,WebsKa00,pass_defended,0,,,,,
player,201309150nyg,den,WebsKa00,sacks,0.0,,,,,
player,201309150nyg,den,WebsKa00,tackles_combined,2,,,,,
player,201309150nyg,den,WebsKa00,tackles_solo,2,,,,,
player,201309150nyg,den,WebsKa00,tackles_assists,0,,,,,
player,201309150nyg,den,WebsKa00,tackles_loss,0,,,,,
player,201309150nyg,den,WebsKa00,qb_hits,0,,,,,
player,201309150nyg,den,WebsKa00,fumbles_rec,0,,,,,
player,201309150nyg,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,WebsKa00,fumbles_forced,0,,,,,
player,201309150nyg,den,LenoPa20,def_int,0,,,,,
player,201309150nyg,den,LenoPa20,def_int_yds,0,,,,,
player,201309150nyg,den,LenoPa20,def_int_td,0,,,,,
player,201309150nyg,den,LenoPa20,def_int_long,0,,,,,
player,201309150nyg,den,LenoPa20,pass_defended,0,,,,,
player,201309150nyg,den,LenoPa20,sacks,0.0,,,,,
player,201309150nyg,den,LenoPa20,tackles_combined,1,,,,,
player,201309150nyg,den,LenoPa20,tackles_solo,1,,,,,
player,201309150nyg,den,LenoPa20,tackles_assists,0,,,,,
player,201309150nyg,den,LenoPa20,tackles_loss,0,,,,,
player,201309150nyg,den,LenoPa20,qb_hits,0,,,,,
player,201309150nyg,den,LenoPa20,fumbles_rec,0,,,,,
player,201309150nyg,den,LenoPa20,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,LenoPa20,fumbles_rec_td,0,,,,,
player,201309150nyg,den,LenoPa20,fumbles_forced,0,,,,,
player,201309150nyg,den,PhilSh20,def_int,0,,,,,
player,201309150nyg,den,PhilSh20,def_int_yds,0,,,,,
player,201309150nyg,den,PhilSh20,def_int_td,0,,,,,
player,201309150nyg,den,PhilSh20,def_int_long,0,,,,,
player,201309150nyg,den,PhilSh20,pass_defended,0,,,,,
player,201309150nyg,den,PhilSh20,sacks,0.0,,,,,
player,201309150nyg,den,PhilSh20,tackles_combined,1,,,,,
player,201309150nyg,den,PhilSh20,tackles_solo,1,,,,,
player,201309150nyg,den,PhilSh20,tackles_assists,0,,,,,
player,201309150nyg,den,PhilSh20,tackles_loss,0,,,,,
player,201309150nyg,den,PhilSh20,qb_hits,0,,,,,
player,201309150nyg,den,PhilSh20,fumbles_rec,0,,,,,
player,201309150nyg,den,PhilSh20,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,PhilSh20,fumbles_rec_td,0,,,,,
player,201309150nyg,den,PhilSh20,fumbles_forced,0,,,,,
player,201309150nyg,den,TammJa00,def_int,0,,,,,
player,201309150nyg,den,TammJa00,def_int_yds,0,,,,,
player,201309150nyg,den,TammJa00,def_int_td,0,,,,,
player,201309150nyg,den,TammJa00,def_int_long,0,,,,,
player,201309150nyg,den,TammJa00,pass_defended,0,,,,,
player,201309150nyg,den,TammJa00,sacks,0.0,,,,,
player,201309150nyg,den,TammJa00,tackles_combined,1,,,,,
player,201309150nyg,den,TammJa00,tackles_solo,0,,,,,
player,201309150nyg,den,TammJa00,tackles_assists,1,,,,,
player,201309150nyg,den,TammJa00,tackles_loss,0,,,,,
player,201309150nyg,den,TammJa00,qb_hits,0,,,,,
player,201309150nyg,den,TammJa00,fumbles_rec,0,,,,,
player,201309150nyg,den,TammJa00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,TammJa00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,TammJa00,fumbles_forced,0,,,,,
player,201309150nyg,den,VickKe99,def_int,0,,,,,
player,201309150nyg,den,VickKe99,def_int_yds,0,,,,,
player,201309150nyg,den,VickKe99,def_int_td,0,,,,,
player,201309150nyg,den,VickKe99,def_int_long,0,,,,,
player,201309150nyg,den,VickKe99,pass_defended,0,,,,,
player,201309150nyg,den,VickKe99,sacks,0.0,,,,,
player,201309150nyg,den,VickKe99,tackles_combined,1,,,,,
player,201309150nyg,den,VickKe99,tackles_solo,1,,,,,
player,201309150nyg,den,VickKe99,tackles_assists,0,,,,,
player,201309150nyg,den,VickKe99,tackles_loss,1,,,,,
player,201309150nyg,den,VickKe99,qb_hits,0,,,,,
player,201309150nyg,den,VickKe99,fumbles_rec,0,,,,,
player,201309150nyg,den,VickKe99,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,VickKe99,fumbles_rec_td,0,,,,,
player,201309150nyg,den,VickKe99,fumbles_forced,0,,,,,
player,201309150nyg,den,WillSy00,def_int,0,,,,,
player,201309150nyg,den,WillSy00,def_int_yds,0,,,,,
player,201309150nyg,den,WillSy00,def_int_td,0,,,,,
player,201309150nyg,den,WillSy00,def_int_long,0,,,,,
player,201309150nyg,den,WillSy00,pass_defended,0,,,,,
player,201309150nyg,den,WillSy00,sacks,0.0,,,,,
player,201309150nyg,den,WillSy00,tackles_combined,1,,,,,
player,201309150nyg,den,WillSy00,tackles_solo,0,,,,,
player,201309150nyg,den,WillSy00,tackles_assists,1,,,,,
player,201309150nyg,den,WillSy00,tackles_loss,0,,,,,
player,201309150nyg,den,WillSy00,qb_hits,0,,,,,
player,201309150nyg,den,WillSy00,fumbles_rec,0,,,,,
player,201309150nyg,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201309150nyg,den,WillSy00,fumbles_rec_td,0,,,,,
player,201309150nyg,den,WillSy00,fumbles_forced,0,,,,,
player,201309150nyg,nyg,AmukPr00,def_int,0,,,,,
player,201309150nyg,nyg,AmukPr00,def_int_yds,0,,,,,
player,201309150nyg,nyg,AmukPr00,def_int_td,0,,,,,
player,201309150nyg,nyg,AmukPr00,def_int_long,0,,,,,
player,201309150nyg,nyg,AmukPr00,pass_defended,1,,,,,
player,201309150nyg,nyg,AmukPr00,sacks,0.0,,,,,
player,201309150nyg,nyg,AmukPr00,tackles_combined,10,,,,,
player,201309150nyg,nyg,AmukPr00,tackles_solo,10,,,,,
player,201309150nyg,nyg,AmukPr00,tackles_assists,0,,,,,
player,201309150nyg,nyg,AmukPr00,tackles_loss,0,,,,,
player,201309150nyg,nyg,AmukPr00,qb_hits,0,,,,,
player,201309150nyg,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201309150nyg,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201309150nyg,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201309150nyg,nyg,AmukPr00,fumbles_forced,1,,,,,
player,201309150nyg,nyg,MundRy00,def_int,0,,,,,
player,201309150nyg,nyg,MundRy00,def_int_yds,0,,,,,
player,201309150nyg,nyg,MundRy00,def_int_td,0,,,,,
player,201309150nyg,nyg,MundRy00,def_int_long,0,,,,,
player,201309150nyg,nyg,MundRy00,pass_defended,0,,,,,
player,201309150nyg,nyg,MundRy00,sacks,0.0,,,,,
player,201309150nyg,nyg,MundRy00,tackles_combined,8,,,,,
player,201309150nyg,nyg,MundRy00,tackles_solo,6,,,,,
player,201309150nyg,nyg,MundRy00,tackles_assists,2,,,,,
player,201309150nyg,nyg,MundRy00,tackles_loss,0,,,,,
player,201309150nyg,nyg,MundRy00,qb_hits,0,,,,,
player,201309150nyg,nyg,MundRy00,fumbles_rec,1,,,,,
player,201309150nyg,nyg,MundRy00,fumbles_rec_yds,0,,,,,
player,201309150nyg,nyg,MundRy00,fumbles_rec_td,0,,,,,
player,201309150nyg,nyg,MundRy00,fumbles_forced,0,,,,,
player,201309150nyg,nyg,PaysSp00,def_int,0,,,,,
player,201309150nyg,nyg,PaysSp00,def_int_yds,0,,,,,
player,201309150nyg,nyg,PaysSp00,def_int_td,0,,,,,
player,201309150nyg,nyg,PaysSp00,def_int_long,0,,,,,
player,201309150nyg,nyg,PaysSp00,pass_defended,0,,,,,
player,201309150nyg,nyg,PaysSp00,sacks,0.0,,,,,
player,201309150nyg,nyg,PaysSp00,tackles_combined,8,,,,,
player,201309150nyg,nyg,PaysSp00,tackles_solo,8,,,,,
player,201309150nyg,nyg,PaysSp00,tackles_assists,0,,,,,
player,201309150nyg,nyg,PaysSp00,tackles_loss,0,,,,,
player,201309150nyg,nyg,PaysSp00,qb_hits,0,,,,,
player,201309150nyg,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201309150nyg,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201309150nyg,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201309150nyg,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201309150nyg,nyg,TuckJu20,def_int,0,,,,,
player,201309150nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201309150nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201309150nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201309150nyg,nyg,TuckJu20,pass_defended,0,,,,,
player,201309150nyg,nyg,TuckJu20,sacks,0.0,,,,,
player,201309150nyg,nyg,TuckJu20,tackles_combined,8,,,,,
player,201309150nyg,nyg,TuckJu20,tackles_solo,4,,,,,
player,201309150nyg,nyg,TuckJu20,tackles_assists,4,,,,,
player,201309150nyg,nyg,TuckJu20,tackles_loss,1,,,,,
player,201309150nyg,nyg,TuckJu20,qb_hits,0,,,,,
player,201309150nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201309150nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201309150nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201309150nyg,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201309150nyg,nyg,WillJa02,def_int,0,,,,,
player,201309150nyg,nyg,WillJa02,def_int_yds,0,,,,,
player,201309150nyg,nyg,WillJa02,def_int_td,0,,,,,
player,201309150nyg,nyg,WillJa02,def_int_long,0,,,,,
player,201309150nyg,nyg,WillJa02,pass_defended,1,,,,,
player,201309150nyg,nyg,WillJa02,sacks,0.0,,,,,
player,201309150nyg,nyg,WillJa02,tackles_combined,7,,,,,
player,201309150nyg,nyg,WillJa02,tackles_solo,4,,,,,
player,201309150nyg,nyg,WillJa02,tackles_assists,3,,,,,
player,201309150nyg,nyg,WillJa02,tackles_loss,0,,,,,
player,201309150nyg,nyg,WillJa02,qb_hits,0,,,,,
player,201309150nyg,nyg,WillJa02,fumbles_rec,0,,,,,
player,201309150nyg,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201309150nyg,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201309150nyg,nyg,WillJa02,fumbles_forced,0,,,,,
player,201309150nyg,nyg,RollAn20,def_int,0,,,,,
player,201309150nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201309150nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201309150nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201309150nyg,nyg,RollAn20,pass_defended,0,,,,,
player,201309150nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201309150nyg,nyg,RollAn20,tackles_combined,6,,,,,
player,201309150nyg,nyg,RollAn20,tackles_solo,3,,,,,
player,201309150nyg,nyg,RollAn20,tackles_assists,3,,,,,
player,201309150nyg,nyg,RollAn20,tackles_loss,0,,,,,
player,201309150nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201309150nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201309150nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201309150nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201309150nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201309150nyg,nyg,PierJa99,def_int,0,,,,,
player,201309150nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201309150nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201309150nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201309150nyg,nyg,PierJa99,pass_defended,0,,,,,
player,201309150nyg,nyg,PierJa99,sacks,0.0,,,,,
player,201309150nyg,nyg,PierJa99,tackles_combined,5,,,,,
player,201309150nyg,nyg,PierJa99,tackles_solo,4,,,,,
player,201309150nyg,nyg,PierJa99,tackles_assists,1,,,,,
player,201309150nyg,nyg,PierJa99,tackles_loss,0,,,,,
player,201309150nyg,nyg,PierJa99,qb_hits,0,,,,,
player,201309150nyg,nyg,PierJa99,fumbles_rec,0,,,,,
