game,2013,2,20130915,201309150gnb,was,"Washington Redskins",20,gnb,"Green Bay Packers",38
team,201309150gnb,was,First Downs,18,,,,,,
team,201309150gnb,gnb,First Downs,28,,,,,,
team,201309150gnb,was,Rush-Yds-TDs,17-108-0,,,,,,
team,201309150gnb,gnb,Rush-Yds-TDs,24-139-1,,,,,,
team,201309150gnb,was,Cmp-Att-Yd-TD-INT,26-40-320-3-1,,,,,,
team,201309150gnb,gnb,Cmp-Att-Yd-TD-INT,34-42-480-4-0,,,,,,
team,201309150gnb,was,Sacked-Yards,1-6,,,,,,
team,201309150gnb,gnb,Sacked-Yards,4-39,,,,,,
team,201309150gnb,was,Net Pass Yards,314,,,,,,
team,201309150gnb,gnb,Net Pass Yards,441,,,,,,
team,201309150gnb,was,Total Yards,422,,,,,,
team,201309150gnb,gnb,Total Yards,580,,,,,,
team,201309150gnb,was,Fumbles-Lost,0-0,,,,,,
team,201309150gnb,gnb,Fumbles-Lost,1-1,,,,,,
team,201309150gnb,was,Turnovers,1,,,,,,
team,201309150gnb,gnb,Turnovers,1,,,,,,
team,201309150gnb,was,Penalties-Yards,7-78,,,,,,
team,201309150gnb,gnb,Penalties-Yards,4-40,,,,,,
team,201309150gnb,was,Third Down Conv.,3-11,,,,,,
team,201309150gnb,gnb,Third Down Conv.,4-10,,,,,,
team,201309150gnb,was,Fourth Down Conv.,1-2,,,,,,
team,201309150gnb,gnb,Fourth Down Conv.,1-1,,,,,,
team,201309150gnb,was,Time of Possession,27:31,,,,,,
team,201309150gnb,gnb,Time of Possession,32:29,,,,,,
player,201309150gnb,was,GrifRo01,pass_cmp,26,,,,,
player,201309150gnb,was,GrifRo01,pass_att,40,,,,,
player,201309150gnb,was,GrifRo01,pass_yds,320,,,,,
player,201309150gnb,was,GrifRo01,pass_td,3,,,,,
player,201309150gnb,was,GrifRo01,pass_int,1,,,,,
player,201309150gnb,was,GrifRo01,pass_sacked,1,,,,,
player,201309150gnb,was,GrifRo01,pass_sacked_yds,6,,,,,
player,201309150gnb,was,GrifRo01,pass_long,44,,,,,
player,201309150gnb,was,GrifRo01,pass_rating,104.2,,,,,
player,201309150gnb,was,GrifRo01,rush_att,4,,,,,
player,201309150gnb,was,GrifRo01,rush_yds,1,,,,,
player,201309150gnb,was,GrifRo01,rush_td,0,,,,,
player,201309150gnb,was,GrifRo01,rush_long,4,,,,,
player,201309150gnb,was,GrifRo01,targets,0,,,,,
player,201309150gnb,was,GrifRo01,rec,0,,,,,
player,201309150gnb,was,GrifRo01,rec_yds,0,,,,,
player,201309150gnb,was,GrifRo01,rec_td,0,,,,,
player,201309150gnb,was,GrifRo01,rec_long,0,,,,,
player,201309150gnb,was,GrifRo01,fumbles,0,,,,,
player,201309150gnb,was,GrifRo01,fumbles_lost,0,,,,,
player,201309150gnb,was,MorrAl00,pass_cmp,0,,,,,
player,201309150gnb,was,MorrAl00,pass_att,0,,,,,
player,201309150gnb,was,MorrAl00,pass_yds,0,,,,,
player,201309150gnb,was,MorrAl00,pass_td,0,,,,,
player,201309150gnb,was,MorrAl00,pass_int,0,,,,,
player,201309150gnb,was,MorrAl00,pass_sacked,0,,,,,
player,201309150gnb,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201309150gnb,was,MorrAl00,pass_long,0,,,,,
player,201309150gnb,was,MorrAl00,pass_rating,,,,,,
player,201309150gnb,was,MorrAl00,rush_att,13,,,,,
player,201309150gnb,was,MorrAl00,rush_yds,107,,,,,
player,201309150gnb,was,MorrAl00,rush_td,0,,,,,
player,201309150gnb,was,MorrAl00,rush_long,32,,,,,
player,201309150gnb,was,MorrAl00,targets,2,,,,,
player,201309150gnb,was,MorrAl00,rec,2,,,,,
player,201309150gnb,was,MorrAl00,rec_yds,13,,,,,
player,201309150gnb,was,MorrAl00,rec_td,0,,,,,
player,201309150gnb,was,MorrAl00,rec_long,17,,,,,
player,201309150gnb,was,MorrAl00,fumbles,0,,,,,
player,201309150gnb,was,MorrAl00,fumbles_lost,0,,,,,
player,201309150gnb,was,GarcPi00,pass_cmp,0,,,,,
player,201309150gnb,was,GarcPi00,pass_att,0,,,,,
player,201309150gnb,was,GarcPi00,pass_yds,0,,,,,
player,201309150gnb,was,GarcPi00,pass_td,0,,,,,
player,201309150gnb,was,GarcPi00,pass_int,0,,,,,
player,201309150gnb,was,GarcPi00,pass_sacked,0,,,,,
player,201309150gnb,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201309150gnb,was,GarcPi00,pass_long,0,,,,,
player,201309150gnb,was,GarcPi00,pass_rating,,,,,,
player,201309150gnb,was,GarcPi00,rush_att,0,,,,,
player,201309150gnb,was,GarcPi00,rush_yds,0,,,,,
player,201309150gnb,was,GarcPi00,rush_td,0,,,,,
player,201309150gnb,was,GarcPi00,rush_long,0,,,,,
player,201309150gnb,was,GarcPi00,targets,12,,,,,
player,201309150gnb,was,GarcPi00,rec,8,,,,,
player,201309150gnb,was,GarcPi00,rec_yds,143,,,,,
player,201309150gnb,was,GarcPi00,rec_td,1,,,,,
player,201309150gnb,was,GarcPi00,rec_long,44,,,,,
player,201309150gnb,was,GarcPi00,fumbles,0,,,,,
player,201309150gnb,was,GarcPi00,fumbles_lost,0,,,,,
player,201309150gnb,was,MossSa00,pass_cmp,0,,,,,
player,201309150gnb,was,MossSa00,pass_att,0,,,,,
player,201309150gnb,was,MossSa00,pass_yds,0,,,,,
player,201309150gnb,was,MossSa00,pass_td,0,,,,,
player,201309150gnb,was,MossSa00,pass_int,0,,,,,
player,201309150gnb,was,MossSa00,pass_sacked,0,,,,,
player,201309150gnb,was,MossSa00,pass_sacked_yds,0,,,,,
player,201309150gnb,was,MossSa00,pass_long,0,,,,,
player,201309150gnb,was,MossSa00,pass_rating,,,,,,
player,201309150gnb,was,MossSa00,rush_att,0,,,,,
player,201309150gnb,was,MossSa00,rush_yds,0,,,,,
player,201309150gnb,was,MossSa00,rush_td,0,,,,,
player,201309150gnb,was,MossSa00,rush_long,0,,,,,
player,201309150gnb,was,MossSa00,targets,5,,,,,
player,201309150gnb,was,MossSa00,rec,3,,,,,
player,201309150gnb,was,MossSa00,rec_yds,41,,,,,
player,201309150gnb,was,MossSa00,rec_td,1,,,,,
player,201309150gnb,was,MossSa00,rec_long,19,,,,,
player,201309150gnb,was,MossSa00,fumbles,0,,,,,
player,201309150gnb,was,MossSa00,fumbles_lost,0,,,,,
player,201309150gnb,was,MorgJo00,pass_cmp,0,,,,,
player,201309150gnb,was,MorgJo00,pass_att,0,,,,,
player,201309150gnb,was,MorgJo00,pass_yds,0,,,,,
player,201309150gnb,was,MorgJo00,pass_td,0,,,,,
player,201309150gnb,was,MorgJo00,pass_int,0,,,,,
player,201309150gnb,was,MorgJo00,pass_sacked,0,,,,,
player,201309150gnb,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201309150gnb,was,MorgJo00,pass_long,0,,,,,
player,201309150gnb,was,MorgJo00,pass_rating,,,,,,
player,201309150gnb,was,MorgJo00,rush_att,0,,,,,
player,201309150gnb,was,MorgJo00,rush_yds,0,,,,,
player,201309150gnb,was,MorgJo00,rush_td,0,,,,,
player,201309150gnb,was,MorgJo00,rush_long,0,,,,,
player,201309150gnb,was,MorgJo00,targets,6,,,,,
player,201309150gnb,was,MorgJo00,rec,2,,,,,
player,201309150gnb,was,MorgJo00,rec_yds,39,,,,,
player,201309150gnb,was,MorgJo00,rec_td,0,,,,,
player,201309150gnb,was,MorgJo00,rec_long,21,,,,,
player,201309150gnb,was,MorgJo00,fumbles,0,,,,,
player,201309150gnb,was,MorgJo00,fumbles_lost,0,,,,,
player,201309150gnb,was,HankLe00,pass_cmp,0,,,,,
player,201309150gnb,was,HankLe00,pass_att,0,,,,,
player,201309150gnb,was,HankLe00,pass_yds,0,,,,,
player,201309150gnb,was,HankLe00,pass_td,0,,,,,
player,201309150gnb,was,HankLe00,pass_int,0,,,,,
player,201309150gnb,was,HankLe00,pass_sacked,0,,,,,
player,201309150gnb,was,HankLe00,pass_sacked_yds,0,,,,,
player,201309150gnb,was,HankLe00,pass_long,0,,,,,
player,201309150gnb,was,HankLe00,pass_rating,,,,,,
player,201309150gnb,was,HankLe00,rush_att,0,,,,,
player,201309150gnb,was,HankLe00,rush_yds,0,,,,,
player,201309150gnb,was,HankLe00,rush_td,0,,,,,
player,201309150gnb,was,HankLe00,rush_long,0,,,,,
player,201309150gnb,was,HankLe00,targets,3,,,,,
player,201309150gnb,was,HankLe00,rec,3,,,,,
player,201309150gnb,was,HankLe00,rec_yds,35,,,,,
player,201309150gnb,was,HankLe00,rec_td,0,,,,,
player,201309150gnb,was,HankLe00,rec_long,15,,,,,
player,201309150gnb,was,HankLe00,fumbles,0,,,,,
player,201309150gnb,was,HankLe00,fumbles_lost,0,,,,,
player,201309150gnb,was,ReedJo02,pass_cmp,0,,,,,
player,201309150gnb,was,ReedJo02,pass_att,0,,,,,
player,201309150gnb,was,ReedJo02,pass_yds,0,,,,,
player,201309150gnb,was,ReedJo02,pass_td,0,,,,,
player,201309150gnb,was,ReedJo02,pass_int,0,,,,,
player,201309150gnb,was,ReedJo02,pass_sacked,0,,,,,
player,201309150gnb,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201309150gnb,was,ReedJo02,pass_long,0,,,,,
player,201309150gnb,was,ReedJo02,pass_rating,,,,,,
player,201309150gnb,was,ReedJo02,rush_att,0,,,,,
player,201309150gnb,was,ReedJo02,rush_yds,0,,,,,
player,201309150gnb,was,ReedJo02,rush_td,0,,,,,
player,201309150gnb,was,ReedJo02,rush_long,0,,,,,
player,201309150gnb,was,ReedJo02,targets,3,,,,,
player,201309150gnb,was,ReedJo02,rec,3,,,,,
player,201309150gnb,was,ReedJo02,rec_yds,18,,,,,
player,201309150gnb,was,ReedJo02,rec_td,1,,,,,
player,201309150gnb,was,ReedJo02,rec_long,11,,,,,
player,201309150gnb,was,ReedJo02,fumbles,0,,,,,
player,201309150gnb,was,ReedJo02,fumbles_lost,0,,,,,
player,201309150gnb,was,RobiAl00,pass_cmp,0,,,,,
player,201309150gnb,was,RobiAl00,pass_att,0,,,,,
player,201309150gnb,was,RobiAl00,pass_yds,0,,,,,
player,201309150gnb,was,RobiAl00,pass_td,0,,,,,
player,201309150gnb,was,RobiAl00,pass_int,0,,,,,
player,201309150gnb,was,RobiAl00,pass_sacked,0,,,,,
player,201309150gnb,was,RobiAl00,pass_sacked_yds,0,,,,,
player,201309150gnb,was,RobiAl00,pass_long,0,,,,,
player,201309150gnb,was,RobiAl00,pass_rating,,,,,,
player,201309150gnb,was,RobiAl00,rush_att,0,,,,,
player,201309150gnb,was,RobiAl00,rush_yds,0,,,,,
player,201309150gnb,was,RobiAl00,rush_td,0,,,,,
player,201309150gnb,was,RobiAl00,rush_long,0,,,,,
player,201309150gnb,was,RobiAl00,targets,2,,,,,
player,201309150gnb,was,RobiAl00,rec,1,,,,,
player,201309150gnb,was,RobiAl00,rec_yds,13,,,,,
player,201309150gnb,was,RobiAl00,rec_td,0,,,,,
player,201309150gnb,was,RobiAl00,rec_long,13,,,,,
player,201309150gnb,was,RobiAl00,fumbles,0,,,,,
player,201309150gnb,was,RobiAl00,fumbles_lost,0,,,,,
player,201309150gnb,was,PaulLo00,pass_cmp,0,,,,,
player,201309150gnb,was,PaulLo00,pass_att,0,,,,,
player,201309150gnb,was,PaulLo00,pass_yds,0,,,,,
player,201309150gnb,was,PaulLo00,pass_td,0,,,,,
player,201309150gnb,was,PaulLo00,pass_int,0,,,,,
