game,2013,2,20130915,201309150phi,sdg,"San Diego Chargers",33,phi,"Philadelphia Eagles",30
player,201309150phi,sdg,RivePh00,pass_long,31,,,,,
player,201309150phi,sdg,RivePh00,pass_rating,124.3,,,,,
player,201309150phi,sdg,RivePh00,rush_att,3,,,,,
player,201309150phi,sdg,RivePh00,rush_yds,11,,,,,
player,201309150phi,sdg,RivePh00,rush_td,0,,,,,
player,201309150phi,sdg,RivePh00,rush_long,12,,,,,
player,201309150phi,sdg,RivePh00,targets,0,,,,,
player,201309150phi,sdg,RivePh00,rec,0,,,,,
player,201309150phi,sdg,RivePh00,rec_yds,0,,,,,
player,201309150phi,sdg,RivePh00,rec_td,0,,,,,
player,201309150phi,sdg,RivePh00,rec_long,0,,,,,
player,201309150phi,sdg,RivePh00,fumbles,0,,,,,
player,201309150phi,sdg,RivePh00,fumbles_lost,0,,,,,
player,201309150phi,sdg,MathRy00,pass_cmp,0,,,,,
player,201309150phi,sdg,MathRy00,pass_att,0,,,,,
player,201309150phi,sdg,MathRy00,pass_yds,0,,,,,
player,201309150phi,sdg,MathRy00,pass_td,0,,,,,
player,201309150phi,sdg,MathRy00,pass_int,0,,,,,
player,201309150phi,sdg,MathRy00,pass_sacked,0,,,,,
player,201309150phi,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,MathRy00,pass_long,0,,,,,
player,201309150phi,sdg,MathRy00,pass_rating,,,,,,
player,201309150phi,sdg,MathRy00,rush_att,16,,,,,
player,201309150phi,sdg,MathRy00,rush_yds,73,,,,,
player,201309150phi,sdg,MathRy00,rush_td,0,,,,,
player,201309150phi,sdg,MathRy00,rush_long,20,,,,,
player,201309150phi,sdg,MathRy00,targets,1,,,,,
player,201309150phi,sdg,MathRy00,rec,1,,,,,
player,201309150phi,sdg,MathRy00,rec_yds,3,,,,,
player,201309150phi,sdg,MathRy00,rec_td,0,,,,,
player,201309150phi,sdg,MathRy00,rec_long,3,,,,,
player,201309150phi,sdg,MathRy00,fumbles,1,,,,,
player,201309150phi,sdg,MathRy00,fumbles_lost,1,,,,,
player,201309150phi,sdg,WoodDa02,pass_cmp,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_att,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_yds,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_td,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_int,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_sacked,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_long,0,,,,,
player,201309150phi,sdg,WoodDa02,pass_rating,,,,,,
player,201309150phi,sdg,WoodDa02,rush_att,9,,,,,
player,201309150phi,sdg,WoodDa02,rush_yds,27,,,,,
player,201309150phi,sdg,WoodDa02,rush_td,0,,,,,
player,201309150phi,sdg,WoodDa02,rush_long,8,,,,,
player,201309150phi,sdg,WoodDa02,targets,9,,,,,
player,201309150phi,sdg,WoodDa02,rec,8,,,,,
player,201309150phi,sdg,WoodDa02,rec_yds,37,,,,,
player,201309150phi,sdg,WoodDa02,rec_td,0,,,,,
player,201309150phi,sdg,WoodDa02,rec_long,8,,,,,
player,201309150phi,sdg,WoodDa02,fumbles,0,,,,,
player,201309150phi,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_cmp,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_att,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_yds,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_td,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_int,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_sacked,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_long,0,,,,,
player,201309150phi,sdg,BrowRo05,pass_rating,,,,,,
player,201309150phi,sdg,BrowRo05,rush_att,3,,,,,
player,201309150phi,sdg,BrowRo05,rush_yds,15,,,,,
player,201309150phi,sdg,BrowRo05,rush_td,0,,,,,
player,201309150phi,sdg,BrowRo05,rush_long,8,,,,,
player,201309150phi,sdg,BrowRo05,targets,1,,,,,
player,201309150phi,sdg,BrowRo05,rec,1,,,,,
player,201309150phi,sdg,BrowRo05,rec_yds,3,,,,,
player,201309150phi,sdg,BrowRo05,rec_td,0,,,,,
player,201309150phi,sdg,BrowRo05,rec_long,3,,,,,
player,201309150phi,sdg,BrowRo05,fumbles,0,,,,,
player,201309150phi,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201309150phi,sdg,GateAn00,pass_cmp,0,,,,,
player,201309150phi,sdg,GateAn00,pass_att,0,,,,,
player,201309150phi,sdg,GateAn00,pass_yds,0,,,,,
player,201309150phi,sdg,GateAn00,pass_td,0,,,,,
player,201309150phi,sdg,GateAn00,pass_int,0,,,,,
player,201309150phi,sdg,GateAn00,pass_sacked,0,,,,,
player,201309150phi,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,GateAn00,pass_long,0,,,,,
player,201309150phi,sdg,GateAn00,pass_rating,,,,,,
player,201309150phi,sdg,GateAn00,rush_att,0,,,,,
player,201309150phi,sdg,GateAn00,rush_yds,0,,,,,
player,201309150phi,sdg,GateAn00,rush_td,0,,,,,
player,201309150phi,sdg,GateAn00,rush_long,0,,,,,
player,201309150phi,sdg,GateAn00,targets,10,,,,,
player,201309150phi,sdg,GateAn00,rec,8,,,,,
player,201309150phi,sdg,GateAn00,rec_yds,124,,,,,
player,201309150phi,sdg,GateAn00,rec_td,0,,,,,
player,201309150phi,sdg,GateAn00,rec_long,24,,,,,
player,201309150phi,sdg,GateAn00,fumbles,1,,,,,
player,201309150phi,sdg,GateAn00,fumbles_lost,1,,,,,
player,201309150phi,sdg,FloyMa00,pass_cmp,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_att,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_yds,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_td,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_int,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_sacked,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_long,0,,,,,
player,201309150phi,sdg,FloyMa00,pass_rating,,,,,,
player,201309150phi,sdg,FloyMa00,rush_att,0,,,,,
player,201309150phi,sdg,FloyMa00,rush_yds,0,,,,,
player,201309150phi,sdg,FloyMa00,rush_td,0,,,,,
player,201309150phi,sdg,FloyMa00,rush_long,0,,,,,
player,201309150phi,sdg,FloyMa00,targets,6,,,,,
player,201309150phi,sdg,FloyMa00,rec,5,,,,,
player,201309150phi,sdg,FloyMa00,rec_yds,102,,,,,
player,201309150phi,sdg,FloyMa00,rec_td,0,,,,,
player,201309150phi,sdg,FloyMa00,rec_long,31,,,,,
player,201309150phi,sdg,FloyMa00,fumbles,0,,,,,
player,201309150phi,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_att,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_yds,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_td,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_int,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_long,0,,,,,
player,201309150phi,sdg,RoyaEd00,pass_rating,,,,,,
player,201309150phi,sdg,RoyaEd00,rush_att,0,,,,,
player,201309150phi,sdg,RoyaEd00,rush_yds,0,,,,,
player,201309150phi,sdg,RoyaEd00,rush_td,0,,,,,
player,201309150phi,sdg,RoyaEd00,rush_long,0,,,,,
player,201309150phi,sdg,RoyaEd00,targets,7,,,,,
player,201309150phi,sdg,RoyaEd00,rec,7,,,,,
player,201309150phi,sdg,RoyaEd00,rec_yds,90,,,,,
player,201309150phi,sdg,RoyaEd00,rec_td,3,,,,,
player,201309150phi,sdg,RoyaEd00,rec_long,24,,,,,
player,201309150phi,sdg,RoyaEd00,fumbles,0,,,,,
player,201309150phi,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_cmp,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_att,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_yds,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_td,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_int,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_sacked,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_long,0,,,,,
player,201309150phi,sdg,AlleKe00,pass_rating,,,,,,
player,201309150phi,sdg,AlleKe00,rush_att,0,,,,,
player,201309150phi,sdg,AlleKe00,rush_yds,0,,,,,
player,201309150phi,sdg,AlleKe00,rush_td,0,,,,,
player,201309150phi,sdg,AlleKe00,rush_long,0,,,,,
player,201309150phi,sdg,AlleKe00,targets,3,,,,,
player,201309150phi,sdg,AlleKe00,rec,2,,,,,
player,201309150phi,sdg,AlleKe00,rec_yds,34,,,,,
player,201309150phi,sdg,AlleKe00,rec_td,0,,,,,
player,201309150phi,sdg,AlleKe00,rec_long,18,,,,,
player,201309150phi,sdg,AlleKe00,fumbles,0,,,,,
player,201309150phi,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_cmp,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_att,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_yds,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_td,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_int,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_sacked,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_long,0,,,,,
player,201309150phi,sdg,BrowVi00,pass_rating,,,,,,
player,201309150phi,sdg,BrowVi00,rush_att,0,,,,,
player,201309150phi,sdg,BrowVi00,rush_yds,0,,,,,
player,201309150phi,sdg,BrowVi00,rush_td,0,,,,,
player,201309150phi,sdg,BrowVi00,rush_long,0,,,,,
player,201309150phi,sdg,BrowVi00,targets,7,,,,,
player,201309150phi,sdg,BrowVi00,rec,4,,,,,
player,201309150phi,sdg,BrowVi00,rec_yds,26,,,,,
player,201309150phi,sdg,BrowVi00,rec_td,0,,,,,
player,201309150phi,sdg,BrowVi00,rec_long,9,,,,,
player,201309150phi,sdg,BrowVi00,fumbles,0,,,,,
player,201309150phi,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201309150phi,phi,VickMi00,pass_cmp,23,,,,,
player,201309150phi,phi,VickMi00,pass_att,36,,,,,
player,201309150phi,phi,VickMi00,pass_yds,428,,,,,
player,201309150phi,phi,VickMi00,pass_td,2,,,,,
player,201309150phi,phi,VickMi00,pass_int,0,,,,,
player,201309150phi,phi,VickMi00,pass_sacked,2,,,,,
player,201309150phi,phi,VickMi00,pass_sacked_yds,17,,,,,
player,201309150phi,phi,VickMi00,pass_long,70,,,,,
player,201309150phi,phi,VickMi00,pass_rating,123.4,,,,,
player,201309150phi,phi,VickMi00,rush_att,5,,,,,
player,201309150phi,phi,VickMi00,rush_yds,34,,,,,
player,201309150phi,phi,VickMi00,rush_td,1,,,,,
player,201309150phi,phi,VickMi00,rush_long,11,,,,,
player,201309150phi,phi,VickMi00,targets,0,,,,,
player,201309150phi,phi,VickMi00,rec,0,,,,,
player,201309150phi,phi,VickMi00,rec_yds,-2,,,,,
player,201309150phi,phi,VickMi00,rec_td,0,,,,,
player,201309150phi,phi,VickMi00,rec_long,-2,,,,,
player,201309150phi,phi,VickMi00,fumbles,1,,,,,
player,201309150phi,phi,VickMi00,fumbles_lost,0,,,,,
player,201309150phi,phi,FoleNi00,pass_cmp,0,,,,,
player,201309150phi,phi,FoleNi00,pass_att,1,,,,,
player,201309150phi,phi,FoleNi00,pass_yds,0,,,,,
player,201309150phi,phi,FoleNi00,pass_td,0,,,,,
player,201309150phi,phi,FoleNi00,pass_int,0,,,,,
player,201309150phi,phi,FoleNi00,pass_sacked,0,,,,,
player,201309150phi,phi,FoleNi00,pass_sacked_yds,0,,,,,
player,201309150phi,phi,FoleNi00,pass_long,0,,,,,
player,201309150phi,phi,FoleNi00,pass_rating,39.6,,,,,
player,201309150phi,phi,FoleNi00,rush_att,0,,,,,
player,201309150phi,phi,FoleNi00,rush_yds,0,,,,,
player,201309150phi,phi,FoleNi00,rush_td,0,,,,,
player,201309150phi,phi,FoleNi00,rush_long,0,,,,,
player,201309150phi,phi,FoleNi00,targets,0,,,,,
player,201309150phi,phi,FoleNi00,rec,0,,,,,
player,201309150phi,phi,FoleNi00,rec_yds,0,,,,,
player,201309150phi,phi,FoleNi00,rec_td,0,,,,,
player,201309150phi,phi,FoleNi00,rec_long,0,,,,,
player,201309150phi,phi,FoleNi00,fumbles,0,,,,,
player,201309150phi,phi,FoleNi00,fumbles_lost,0,,,,,
player,201309150phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201309150phi,phi,McCoLe01,pass_att,0,,,,,
player,201309150phi,phi,McCoLe01,pass_yds,0,,,,,
player,201309150phi,phi,McCoLe01,pass_td,0,,,,,
player,201309150phi,phi,McCoLe01,pass_int,0,,,,,
player,201309150phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201309150phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201309150phi,phi,McCoLe01,pass_long,0,,,,,
player,201309150phi,phi,McCoLe01,pass_rating,,,,,,
player,201309150phi,phi,McCoLe01,rush_att,11,,,,,
player,201309150phi,phi,McCoLe01,rush_yds,53,,,,,
player,201309150phi,phi,McCoLe01,rush_td,0,,,,,
player,201309150phi,phi,McCoLe01,rush_long,17,,,,,
player,201309150phi,phi,McCoLe01,targets,6,,,,,
player,201309150phi,phi,McCoLe01,rec,5,,,,,
player,201309150phi,phi,McCoLe01,rec_yds,114,,,,,
player,201309150phi,phi,McCoLe01,rec_td,0,,,,,
player,201309150phi,phi,McCoLe01,rec_long,70,,,,,
player,201309150phi,phi,McCoLe01,fumbles,0,,,,,
player,201309150phi,phi,McCoLe01,fumbles_lost,0,,,,,
player,201309150phi,phi,BrowBr02,pass_cmp,0,,,,,
player,201309150phi,phi,BrowBr02,pass_att,0,,,,,
player,201309150phi,phi,BrowBr02,pass_yds,0,,,,,
player,201309150phi,phi,BrowBr02,pass_td,0,,,,,
player,201309150phi,phi,BrowBr02,pass_int,0,,,,,
player,201309150phi,phi,BrowBr02,pass_sacked,0,,,,,
player,201309150phi,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201309150phi,phi,BrowBr02,pass_long,0,,,,,
player,201309150phi,phi,BrowBr02,pass_rating,,,,,,
player,201309150phi,phi,BrowBr02,rush_att,3,,,,,
player,201309150phi,phi,BrowBr02,rush_yds,13,,,,,
player,201309150phi,phi,BrowBr02,rush_td,0,,,,,
player,201309150phi,phi,BrowBr02,rush_long,8,,,,,
player,201309150phi,phi,BrowBr02,targets,1,,,,,
player,201309150phi,phi,BrowBr02,rec,1,,,,,
player,201309150phi,phi,BrowBr02,rec_yds,1,,,,,
player,201309150phi,phi,BrowBr02,rec_td,0,,,,,
player,201309150phi,phi,BrowBr02,rec_long,1,,,,,
player,201309150phi,phi,BrowBr02,fumbles,0,,,,,
player,201309150phi,phi,BrowBr02,fumbles_lost,0,,,,,
player,201309150phi,phi,JackDe00,pass_cmp,0,,,,,
player,201309150phi,phi,JackDe00,pass_att,0,,,,,
player,201309150phi,phi,JackDe00,pass_yds,0,,,,,
player,201309150phi,phi,JackDe00,pass_td,0,,,,,
player,201309150phi,phi,JackDe00,pass_int,0,,,,,
player,201309150phi,phi,JackDe00,pass_sacked,0,,,,,
player,201309150phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201309150phi,phi,JackDe00,pass_long,0,,,,,
player,201309150phi,phi,JackDe00,pass_rating,,,,,,
player,201309150phi,phi,JackDe00,rush_att,0,,,,,
player,201309150phi,phi,JackDe00,rush_yds,0,,,,,
player,201309150phi,phi,JackDe00,rush_td,0,,,,,
player,201309150phi,phi,JackDe00,rush_long,0,,,,,
player,201309150phi,phi,JackDe00,targets,15,,,,,
player,201309150phi,phi,JackDe00,rec,9,,,,,
player,201309150phi,phi,JackDe00,rec_yds,193,,,,,
player,201309150phi,phi,JackDe00,rec_td,1,,,,,
player,201309150phi,phi,JackDe00,rec_long,61,,,,,
player,201309150phi,phi,JackDe00,fumbles,0,,,,,
player,201309150phi,phi,JackDe00,fumbles_lost,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_att,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_td,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_int,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_long,0,,,,,
player,201309150phi,phi,ErtzZa00,pass_rating,,,,,,
player,201309150phi,phi,ErtzZa00,rush_att,0,,,,,
player,201309150phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201309150phi,phi,ErtzZa00,rush_td,0,,,,,
player,201309150phi,phi,ErtzZa00,rush_long,0,,,,,
player,201309150phi,phi,ErtzZa00,targets,2,,,,,
player,201309150phi,phi,ErtzZa00,rec,2,,,,,
player,201309150phi,phi,ErtzZa00,rec_yds,58,,,,,
player,201309150phi,phi,ErtzZa00,rec_td,0,,,,,
player,201309150phi,phi,ErtzZa00,rec_long,31,,,,,
player,201309150phi,phi,ErtzZa00,fumbles,0,,,,,
player,201309150phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201309150phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201309150phi,phi,AvanJa00,pass_att,0,,,,,
player,201309150phi,phi,AvanJa00,pass_yds,0,,,,,
player,201309150phi,phi,AvanJa00,pass_td,0,,,,,
player,201309150phi,phi,AvanJa00,pass_int,0,,,,,
player,201309150phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201309150phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201309150phi,phi,AvanJa00,pass_long,0,,,,,
player,201309150phi,phi,AvanJa00,pass_rating,,,,,,
player,201309150phi,phi,AvanJa00,rush_att,0,,,,,
player,201309150phi,phi,AvanJa00,rush_yds,0,,,,,
player,201309150phi,phi,AvanJa00,rush_td,0,,,,,
player,201309150phi,phi,AvanJa00,rush_long,0,,,,,
player,201309150phi,phi,AvanJa00,targets,8,,,,,
player,201309150phi,phi,AvanJa00,rec,4,,,,,
player,201309150phi,phi,AvanJa00,rec_yds,39,,,,,
player,201309150phi,phi,AvanJa00,rec_td,0,,,,,
player,201309150phi,phi,AvanJa00,rec_long,21,,,,,
player,201309150phi,phi,AvanJa00,fumbles,0,,,,,
player,201309150phi,phi,AvanJa00,fumbles_lost,0,,,,,
player,201309150phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201309150phi,phi,CoopRi00,pass_att,0,,,,,
player,201309150phi,phi,CoopRi00,pass_yds,0,,,,,
player,201309150phi,phi,CoopRi00,pass_td,0,,,,,
player,201309150phi,phi,CoopRi00,pass_int,0,,,,,
player,201309150phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201309150phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201309150phi,phi,CoopRi00,pass_long,0,,,,,
player,201309150phi,phi,CoopRi00,pass_rating,,,,,,
player,201309150phi,phi,CoopRi00,rush_att,0,,,,,
player,201309150phi,phi,CoopRi00,rush_yds,0,,,,,
player,201309150phi,phi,CoopRi00,rush_td,0,,,,,
player,201309150phi,phi,CoopRi00,rush_long,0,,,,,
player,201309150phi,phi,CoopRi00,targets,4,,,,,
player,201309150phi,phi,CoopRi00,rec,2,,,,,
player,201309150phi,phi,CoopRi00,rec_yds,25,,,,,
player,201309150phi,phi,CoopRi00,rec_td,1,,,,,
player,201309150phi,phi,CoopRi00,rec_long,13,,,,,
player,201309150phi,phi,CoopRi00,fumbles,0,,,,,
player,201309150phi,phi,CoopRi00,fumbles_lost,0,,,,,
player,201309150phi,phi,CaseJa00,pass_cmp,0,,,,,
player,201309150phi,phi,CaseJa00,pass_att,0,,,,,
player,201309150phi,phi,CaseJa00,pass_yds,0,,,,,
player,201309150phi,phi,CaseJa00,pass_td,0,,,,,
player,201309150phi,phi,CaseJa00,pass_int,0,,,,,
player,201309150phi,phi,CaseJa00,pass_sacked,0,,,,,
player,201309150phi,phi,CaseJa00,pass_sacked_yds,0,,,,,
player,201309150phi,phi,CaseJa00,pass_long,0,,,,,
player,201309150phi,phi,CaseJa00,pass_rating,,,,,,
player,201309150phi,phi,CaseJa00,rush_att,0,,,,,
player,201309150phi,phi,CaseJa00,rush_yds,0,,,,,
player,201309150phi,phi,CaseJa00,rush_td,0,,,,,
player,201309150phi,phi,CaseJa00,rush_long,0,,,,,
player,201309150phi,phi,CaseJa00,targets,1,,,,,
player,201309150phi,phi,CaseJa00,rec,0,,,,,
player,201309150phi,phi,CaseJa00,rec_yds,0,,,,,
player,201309150phi,phi,CaseJa00,rec_td,0,,,,,
player,201309150phi,phi,CaseJa00,rec_long,0,,,,,
player,201309150phi,phi,CaseJa00,fumbles,0,,,,,
player,201309150phi,phi,CaseJa00,fumbles_lost,0,,,,,
player,201309150phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201309150phi,phi,CeleBr00,pass_att,0,,,,,
player,201309150phi,phi,CeleBr00,pass_yds,0,,,,,
player,201309150phi,phi,CeleBr00,pass_td,0,,,,,
player,201309150phi,phi,CeleBr00,pass_int,0,,,,,
player,201309150phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201309150phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201309150phi,phi,CeleBr00,pass_long,0,,,,,
player,201309150phi,phi,CeleBr00,pass_rating,,,,,,
player,201309150phi,phi,CeleBr00,rush_att,0,,,,,
player,201309150phi,phi,CeleBr00,rush_yds,0,,,,,
player,201309150phi,phi,CeleBr00,rush_td,0,,,,,
player,201309150phi,phi,CeleBr00,rush_long,0,,,,,
player,201309150phi,phi,CeleBr00,targets,1,,,,,
player,201309150phi,phi,CeleBr00,rec,0,,,,,
player,201309150phi,phi,CeleBr00,rec_yds,0,,,,,
player,201309150phi,phi,CeleBr00,rec_td,0,,,,,
player,201309150phi,phi,CeleBr00,rec_long,0,,,,,
player,201309150phi,phi,CeleBr00,fumbles,0,,,,,
player,201309150phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201309150phi,sdg,WynnJa99,def_int,0,,,,,
player,201309150phi,sdg,WynnJa99,def_int_yds,0,,,,,
player,201309150phi,sdg,WynnJa99,def_int_td,0,,,,,
player,201309150phi,sdg,WynnJa99,def_int_long,0,,,,,
player,201309150phi,sdg,WynnJa99,pass_defended,0,,,,,
player,201309150phi,sdg,WynnJa99,sacks,1.0,,,,,
player,201309150phi,sdg,WynnJa99,tackles_combined,1,,,,,
player,201309150phi,sdg,WynnJa99,tackles_solo,1,,,,,
player,201309150phi,sdg,WynnJa99,tackles_assists,0,,,,,
player,201309150phi,sdg,WynnJa99,tackles_loss,1,,,,,
player,201309150phi,sdg,WynnJa99,qb_hits,2,,,,,
player,201309150phi,sdg,WynnJa99,fumbles_rec,0,,,,,
player,201309150phi,sdg,WynnJa99,fumbles_rec_yds,0,,,,,
player,201309150phi,sdg,WynnJa99,fumbles_rec_td,0,,,,,
player,201309150phi,sdg,WynnJa99,fumbles_forced,0,,,,,
player,201309150phi,sdg,WalkRe00,def_int,0,,,,,
player,201309150phi,sdg,WalkRe00,def_int_yds,0,,,,,
player,201309150phi,sdg,WalkRe00,def_int_td,0,,,,,
player,201309150phi,sdg,WalkRe00,def_int_long,0,,,,,
player,201309150phi,sdg,WalkRe00,pass_defended,0,,,,,
player,201309150phi,sdg,WalkRe00,sacks,0.0,,,,,
player,201309150phi,sdg,WalkRe00,tackles_combined,5,,,,,
player,201309150phi,sdg,WalkRe00,tackles_solo,4,,,,,
player,201309150phi,sdg,WalkRe00,tackles_assists,1,,,,,
player,201309150phi,sdg,WalkRe00,tackles_loss,0,,,,,
player,201309150phi,sdg,WalkRe00,qb_hits,0,,,,,
player,201309150phi,sdg,WalkRe00,fumbles_rec,0,,,,,
player,201309150phi,sdg,WalkRe00,fumbles_rec_yds,0,,,,,
player,201309150phi,sdg,WalkRe00,fumbles_rec_td,0,,,,,
player,201309150phi,sdg,WalkRe00,fumbles_forced,0,,,,,
player,201309150phi,sdg,WrigSh00,def_int,0,,,,,
player,201309150phi,sdg,WrigSh00,def_int_yds,0,,,,,
player,201309150phi,sdg,WrigSh00,def_int_td,0,,,,,
player,201309150phi,sdg,WrigSh00,def_int_long,0,,,,,
player,201309150phi,sdg,WrigSh00,pass_defended,0,,,,,
player,201309150phi,sdg,WrigSh00,sacks,0.0,,,,,
player,201309150phi,sdg,WrigSh00,tackles_combined,5,,,,,
player,201309150phi,sdg,WrigSh00,tackles_solo,5,,,,,
player,201309150phi,sdg,WrigSh00,tackles_assists,0,,,,,
player,201309150phi,sdg,WrigSh00,tackles_loss,0,,,,,
player,201309150phi,sdg,WrigSh00,qb_hits,0,,,,,
player,201309150phi,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201309150phi,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
