game,2013,15,20131216,201312160det,rav,"Baltimore Ravens",18,det,"Detroit Lions",16
player,201312160det,det,PettBr00,pass_sacked,0,,,,,
player,201312160det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201312160det,det,PettBr00,pass_long,0,,,,,
player,201312160det,det,PettBr00,pass_rating,,,,,,
player,201312160det,det,PettBr00,rush_att,0,,,,,
player,201312160det,det,PettBr00,rush_yds,0,,,,,
player,201312160det,det,PettBr00,rush_td,0,,,,,
player,201312160det,det,PettBr00,rush_long,0,,,,,
player,201312160det,det,PettBr00,targets,2,,,,,
player,201312160det,det,PettBr00,rec,2,,,,,
player,201312160det,det,PettBr00,rec_yds,23,,,,,
player,201312160det,det,PettBr00,rec_td,0,,,,,
player,201312160det,det,PettBr00,rec_long,18,,,,,
player,201312160det,det,PettBr00,fumbles,0,,,,,
player,201312160det,det,PettBr00,fumbles_lost,0,,,,,
player,201312160det,det,FaurJo00,pass_cmp,0,,,,,
player,201312160det,det,FaurJo00,pass_att,0,,,,,
player,201312160det,det,FaurJo00,pass_yds,0,,,,,
player,201312160det,det,FaurJo00,pass_td,0,,,,,
player,201312160det,det,FaurJo00,pass_int,0,,,,,
player,201312160det,det,FaurJo00,pass_sacked,0,,,,,
player,201312160det,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201312160det,det,FaurJo00,pass_long,0,,,,,
player,201312160det,det,FaurJo00,pass_rating,,,,,,
player,201312160det,det,FaurJo00,rush_att,0,,,,,
player,201312160det,det,FaurJo00,rush_yds,0,,,,,
player,201312160det,det,FaurJo00,rush_td,0,,,,,
player,201312160det,det,FaurJo00,rush_long,0,,,,,
player,201312160det,det,FaurJo00,targets,1,,,,,
player,201312160det,det,FaurJo00,rec,1,,,,,
player,201312160det,det,FaurJo00,rec_yds,14,,,,,
player,201312160det,det,FaurJo00,rec_td,1,,,,,
player,201312160det,det,FaurJo00,rec_long,14,,,,,
player,201312160det,det,FaurJo00,fumbles,0,,,,,
player,201312160det,det,FaurJo00,fumbles_lost,0,,,,,
player,201312160det,det,RiddTh00,pass_cmp,0,,,,,
player,201312160det,det,RiddTh00,pass_att,0,,,,,
player,201312160det,det,RiddTh00,pass_yds,0,,,,,
player,201312160det,det,RiddTh00,pass_td,0,,,,,
player,201312160det,det,RiddTh00,pass_int,0,,,,,
player,201312160det,det,RiddTh00,pass_sacked,0,,,,,
player,201312160det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201312160det,det,RiddTh00,pass_long,0,,,,,
player,201312160det,det,RiddTh00,pass_rating,,,,,,
player,201312160det,det,RiddTh00,rush_att,0,,,,,
player,201312160det,det,RiddTh00,rush_yds,0,,,,,
player,201312160det,det,RiddTh00,rush_td,0,,,,,
player,201312160det,det,RiddTh00,rush_long,0,,,,,
player,201312160det,det,RiddTh00,targets,1,,,,,
player,201312160det,det,RiddTh00,rec,1,,,,,
player,201312160det,det,RiddTh00,rec_yds,6,,,,,
player,201312160det,det,RiddTh00,rec_td,0,,,,,
player,201312160det,det,RiddTh00,rec_long,6,,,,,
player,201312160det,det,RiddTh00,fumbles,0,,,,,
player,201312160det,det,RiddTh00,fumbles_lost,0,,,,,
player,201312160det,det,DurhKr00,pass_cmp,0,,,,,
player,201312160det,det,DurhKr00,pass_att,0,,,,,
player,201312160det,det,DurhKr00,pass_yds,0,,,,,
player,201312160det,det,DurhKr00,pass_td,0,,,,,
player,201312160det,det,DurhKr00,pass_int,0,,,,,
player,201312160det,det,DurhKr00,pass_sacked,0,,,,,
player,201312160det,det,DurhKr00,pass_sacked_yds,0,,,,,
player,201312160det,det,DurhKr00,pass_long,0,,,,,
player,201312160det,det,DurhKr00,pass_rating,,,,,,
player,201312160det,det,DurhKr00,rush_att,0,,,,,
player,201312160det,det,DurhKr00,rush_yds,0,,,,,
player,201312160det,det,DurhKr00,rush_td,0,,,,,
player,201312160det,det,DurhKr00,rush_long,0,,,,,
player,201312160det,det,DurhKr00,targets,4,,,,,
player,201312160det,det,DurhKr00,rec,1,,,,,
player,201312160det,det,DurhKr00,rec_yds,5,,,,,
player,201312160det,det,DurhKr00,rec_td,0,,,,,
player,201312160det,det,DurhKr00,rec_long,5,,,,,
player,201312160det,det,DurhKr00,fumbles,0,,,,,
player,201312160det,det,DurhKr00,fumbles_lost,0,,,,,
player,201312160det,rav,SmitDa24,def_int,1,,,,,
player,201312160det,rav,SmitDa24,def_int_yds,3,,,,,
player,201312160det,rav,SmitDa24,def_int_td,0,,,,,
player,201312160det,rav,SmitDa24,def_int_long,3,,,,,
player,201312160det,rav,SmitDa24,pass_defended,1,,,,,
player,201312160det,rav,SmitDa24,sacks,1.0,,,,,
player,201312160det,rav,SmitDa24,tackles_combined,5,,,,,
player,201312160det,rav,SmitDa24,tackles_solo,2,,,,,
player,201312160det,rav,SmitDa24,tackles_assists,3,,,,,
player,201312160det,rav,SmitDa24,tackles_loss,1,,,,,
player,201312160det,rav,SmitDa24,qb_hits,1,,,,,
player,201312160det,rav,SmitDa24,fumbles_rec,0,,,,,
player,201312160det,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201312160det,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201312160det,rav,SmitDa24,fumbles_forced,0,,,,,
player,201312160det,rav,ElamMa00,def_int,1,,,,,
player,201312160det,rav,ElamMa00,def_int_yds,18,,,,,
player,201312160det,rav,ElamMa00,def_int_td,0,,,,,
player,201312160det,rav,ElamMa00,def_int_long,18,,,,,
player,201312160det,rav,ElamMa00,pass_defended,1,,,,,
player,201312160det,rav,ElamMa00,sacks,0.0,,,,,
player,201312160det,rav,ElamMa00,tackles_combined,10,,,,,
player,201312160det,rav,ElamMa00,tackles_solo,7,,,,,
player,201312160det,rav,ElamMa00,tackles_assists,3,,,,,
player,201312160det,rav,ElamMa00,tackles_loss,1,,,,,
player,201312160det,rav,ElamMa00,qb_hits,0,,,,,
player,201312160det,rav,ElamMa00,fumbles_rec,0,,,,,
player,201312160det,rav,ElamMa00,fumbles_rec_yds,0,,,,,
player,201312160det,rav,ElamMa00,fumbles_rec_td,0,,,,,
player,201312160det,rav,ElamMa00,fumbles_forced,0,,,,,
player,201312160det,rav,TysoDe00,def_int,1,,,,,
player,201312160det,rav,TysoDe00,def_int_yds,0,,,,,
player,201312160det,rav,TysoDe00,def_int_td,0,,,,,
player,201312160det,rav,TysoDe00,def_int_long,0,,,,,
player,201312160det,rav,TysoDe00,pass_defended,1,,,,,
player,201312160det,rav,TysoDe00,sacks,0.0,,,,,
player,201312160det,rav,TysoDe00,tackles_combined,0,,,,,
player,201312160det,rav,TysoDe00,tackles_solo,0,,,,,
player,201312160det,rav,TysoDe00,tackles_assists,0,,,,,
player,201312160det,rav,TysoDe00,tackles_loss,0,,,,,
player,201312160det,rav,TysoDe00,qb_hits,0,,,,,
player,201312160det,rav,TysoDe00,fumbles_rec,0,,,,,
player,201312160det,rav,TysoDe00,fumbles_rec_yds,0,,,,,
player,201312160det,rav,TysoDe00,fumbles_rec_td,0,,,,,
player,201312160det,rav,TysoDe00,fumbles_forced,0,,,,,
player,201312160det,rav,McClJa01,def_int,0,,,,,
player,201312160det,rav,McClJa01,def_int_yds,0,,,,,
player,201312160det,rav,McClJa01,def_int_td,0,,,,,
player,201312160det,rav,McClJa01,def_int_long,0,,,,,
player,201312160det,rav,McClJa01,pass_defended,0,,,,,
player,201312160det,rav,McClJa01,sacks,0.0,,,,,
player,201312160det,rav,McClJa01,tackles_combined,9,,,,,
player,201312160det,rav,McClJa01,tackles_solo,6,,,,,
player,201312160det,rav,McClJa01,tackles_assists,3,,,,,
player,201312160det,rav,McClJa01,tackles_loss,0,,,,,
player,201312160det,rav,McClJa01,qb_hits,0,,,,,
player,201312160det,rav,McClJa01,fumbles_rec,0,,,,,
player,201312160det,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201312160det,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201312160det,rav,McClJa01,fumbles_forced,0,,,,,
player,201312160det,rav,SmitJi03,def_int,0,,,,,
player,201312160det,rav,SmitJi03,def_int_yds,0,,,,,
player,201312160det,rav,SmitJi03,def_int_td,0,,,,,
player,201312160det,rav,SmitJi03,def_int_long,0,,,,,
player,201312160det,rav,SmitJi03,pass_defended,0,,,,,
player,201312160det,rav,SmitJi03,sacks,0.0,,,,,
player,201312160det,rav,SmitJi03,tackles_combined,7,,,,,
player,201312160det,rav,SmitJi03,tackles_solo,6,,,,,
player,201312160det,rav,SmitJi03,tackles_assists,1,,,,,
player,201312160det,rav,SmitJi03,tackles_loss,0,,,,,
player,201312160det,rav,SmitJi03,qb_hits,0,,,,,
player,201312160det,rav,SmitJi03,fumbles_rec,0,,,,,
player,201312160det,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201312160det,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201312160det,rav,SmitJi03,fumbles_forced,0,,,,,
player,201312160det,rav,NgatHa20,def_int,0,,,,,
player,201312160det,rav,NgatHa20,def_int_yds,0,,,,,
player,201312160det,rav,NgatHa20,def_int_td,0,,,,,
player,201312160det,rav,NgatHa20,def_int_long,0,,,,,
player,201312160det,rav,NgatHa20,pass_defended,1,,,,,
player,201312160det,rav,NgatHa20,sacks,0.0,,,,,
player,201312160det,rav,NgatHa20,tackles_combined,5,,,,,
player,201312160det,rav,NgatHa20,tackles_solo,4,,,,,
player,201312160det,rav,NgatHa20,tackles_assists,1,,,,,
player,201312160det,rav,NgatHa20,tackles_loss,0,,,,,
player,201312160det,rav,NgatHa20,qb_hits,1,,,,,
player,201312160det,rav,NgatHa20,fumbles_rec,0,,,,,
player,201312160det,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201312160det,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201312160det,rav,NgatHa20,fumbles_forced,0,,,,,
player,201312160det,rav,WebbLa99,def_int,0,,,,,
player,201312160det,rav,WebbLa99,def_int_yds,0,,,,,
player,201312160det,rav,WebbLa99,def_int_td,0,,,,,
player,201312160det,rav,WebbLa99,def_int_long,0,,,,,
player,201312160det,rav,WebbLa99,pass_defended,1,,,,,
player,201312160det,rav,WebbLa99,sacks,0.0,,,,,
player,201312160det,rav,WebbLa99,tackles_combined,4,,,,,
player,201312160det,rav,WebbLa99,tackles_solo,4,,,,,
player,201312160det,rav,WebbLa99,tackles_assists,0,,,,,
player,201312160det,rav,WebbLa99,tackles_loss,0,,,,,
player,201312160det,rav,WebbLa99,qb_hits,0,,,,,
player,201312160det,rav,WebbLa99,fumbles_rec,0,,,,,
player,201312160det,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201312160det,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201312160det,rav,WebbLa99,fumbles_forced,0,,,,,
player,201312160det,rav,IhedJa00,def_int,0,,,,,
player,201312160det,rav,IhedJa00,def_int_yds,0,,,,,
player,201312160det,rav,IhedJa00,def_int_td,0,,,,,
player,201312160det,rav,IhedJa00,def_int_long,0,,,,,
player,201312160det,rav,IhedJa00,pass_defended,0,,,,,
player,201312160det,rav,IhedJa00,sacks,0.0,,,,,
player,201312160det,rav,IhedJa00,tackles_combined,3,,,,,
