game,2013,15,20131216,201312160det,rav,"Baltimore Ravens",18,det,"Detroit Lions",16
team,201312160det,rav,First Downs,18,,,,,,
team,201312160det,det,First Downs,19,,,,,,
team,201312160det,rav,Rush-Yds-TDs,21-90-0,,,,,,
team,201312160det,det,Rush-Yds-TDs,28-119-1,,,,,,
team,201312160det,rav,Cmp-Att-Yd-TD-INT,20-38-222-0-0,,,,,,
team,201312160det,det,Cmp-Att-Yd-TD-INT,18-34-235-1-3,,,,,,
team,201312160det,rav,Sacked-Yards,1-7,,,,,,
team,201312160det,det,Sacked-Yards,1-5,,,,,,
team,201312160det,rav,Net Pass Yards,215,,,,,,
team,201312160det,det,Net Pass Yards,230,,,,,,
team,201312160det,rav,Total Yards,305,,,,,,
team,201312160det,det,Total Yards,349,,,,,,
team,201312160det,rav,Fumbles-Lost,1-0,,,,,,
team,201312160det,det,Fumbles-Lost,0-0,,,,,,
team,201312160det,rav,Turnovers,0,,,,,,
team,201312160det,det,Turnovers,3,,,,,,
team,201312160det,rav,Penalties-Yards,7-60,,,,,,
team,201312160det,det,Penalties-Yards,8-89,,,,,,
team,201312160det,rav,Third Down Conv.,4-14,,,,,,
team,201312160det,det,Third Down Conv.,4-13,,,,,,
team,201312160det,rav,Fourth Down Conv.,0-0,,,,,,
team,201312160det,det,Fourth Down Conv.,0-0,,,,,,
team,201312160det,rav,Time of Possession,27:35,,,,,,
team,201312160det,det,Time of Possession,32:25,,,,,,
player,201312160det,rav,FlacJo00,pass_cmp,20,,,,,
player,201312160det,rav,FlacJo00,pass_att,38,,,,,
player,201312160det,rav,FlacJo00,pass_yds,222,,,,,
player,201312160det,rav,FlacJo00,pass_td,0,,,,,
player,201312160det,rav,FlacJo00,pass_int,0,,,,,
player,201312160det,rav,FlacJo00,pass_sacked,1,,,,,
player,201312160det,rav,FlacJo00,pass_sacked_yds,7,,,,,
player,201312160det,rav,FlacJo00,pass_long,27,,,,,
player,201312160det,rav,FlacJo00,pass_rating,70.3,,,,,
player,201312160det,rav,FlacJo00,rush_att,2,,,,,
player,201312160det,rav,FlacJo00,rush_yds,13,,,,,
player,201312160det,rav,FlacJo00,rush_td,0,,,,,
player,201312160det,rav,FlacJo00,rush_long,7,,,,,
player,201312160det,rav,FlacJo00,targets,0,,,,,
player,201312160det,rav,FlacJo00,rec,0,,,,,
player,201312160det,rav,FlacJo00,rec_yds,0,,,,,
player,201312160det,rav,FlacJo00,rec_td,0,,,,,
player,201312160det,rav,FlacJo00,rec_long,0,,,,,
player,201312160det,rav,FlacJo00,fumbles,1,,,,,
player,201312160det,rav,FlacJo00,fumbles_lost,0,,,,,
player,201312160det,rav,RiceRa00,pass_cmp,0,,,,,
player,201312160det,rav,RiceRa00,pass_att,0,,,,,
player,201312160det,rav,RiceRa00,pass_yds,0,,,,,
player,201312160det,rav,RiceRa00,pass_td,0,,,,,
player,201312160det,rav,RiceRa00,pass_int,0,,,,,
player,201312160det,rav,RiceRa00,pass_sacked,0,,,,,
player,201312160det,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201312160det,rav,RiceRa00,pass_long,0,,,,,
player,201312160det,rav,RiceRa00,pass_rating,,,,,,
player,201312160det,rav,RiceRa00,rush_att,12,,,,,
player,201312160det,rav,RiceRa00,rush_yds,56,,,,,
player,201312160det,rav,RiceRa00,rush_td,0,,,,,
player,201312160det,rav,RiceRa00,rush_long,19,,,,,
player,201312160det,rav,RiceRa00,targets,4,,,,,
player,201312160det,rav,RiceRa00,rec,1,,,,,
player,201312160det,rav,RiceRa00,rec_yds,8,,,,,
player,201312160det,rav,RiceRa00,rec_td,0,,,,,
player,201312160det,rav,RiceRa00,rec_long,8,,,,,
player,201312160det,rav,RiceRa00,fumbles,0,,,,,
player,201312160det,rav,RiceRa00,fumbles_lost,0,,,,,
player,201312160det,rav,PierBe00,pass_cmp,0,,,,,
player,201312160det,rav,PierBe00,pass_att,0,,,,,
player,201312160det,rav,PierBe00,pass_yds,0,,,,,
player,201312160det,rav,PierBe00,pass_td,0,,,,,
player,201312160det,rav,PierBe00,pass_int,0,,,,,
player,201312160det,rav,PierBe00,pass_sacked,0,,,,,
player,201312160det,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201312160det,rav,PierBe00,pass_long,0,,,,,
player,201312160det,rav,PierBe00,pass_rating,,,,,,
player,201312160det,rav,PierBe00,rush_att,7,,,,,
player,201312160det,rav,PierBe00,rush_yds,21,,,,,
player,201312160det,rav,PierBe00,rush_td,0,,,,,
player,201312160det,rav,PierBe00,rush_long,11,,,,,
player,201312160det,rav,PierBe00,targets,0,,,,,
player,201312160det,rav,PierBe00,rec,0,,,,,
player,201312160det,rav,PierBe00,rec_yds,0,,,,,
player,201312160det,rav,PierBe00,rec_td,0,,,,,
player,201312160det,rav,PierBe00,rec_long,0,,,,,
player,201312160det,rav,PierBe00,fumbles,0,,,,,
player,201312160det,rav,PierBe00,fumbles_lost,0,,,,,
player,201312160det,rav,JoneJa03,pass_cmp,0,,,,,
player,201312160det,rav,JoneJa03,pass_att,0,,,,,
player,201312160det,rav,JoneJa03,pass_yds,0,,,,,
player,201312160det,rav,JoneJa03,pass_td,0,,,,,
player,201312160det,rav,JoneJa03,pass_int,0,,,,,
player,201312160det,rav,JoneJa03,pass_sacked,0,,,,,
player,201312160det,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201312160det,rav,JoneJa03,pass_long,0,,,,,
player,201312160det,rav,JoneJa03,pass_rating,,,,,,
player,201312160det,rav,JoneJa03,rush_att,0,,,,,
player,201312160det,rav,JoneJa03,rush_yds,0,,,,,
player,201312160det,rav,JoneJa03,rush_td,0,,,,,
player,201312160det,rav,JoneJa03,rush_long,0,,,,,
player,201312160det,rav,JoneJa03,targets,9,,,,,
player,201312160det,rav,JoneJa03,rec,6,,,,,
player,201312160det,rav,JoneJa03,rec_yds,80,,,,,
player,201312160det,rav,JoneJa03,rec_td,0,,,,,
player,201312160det,rav,JoneJa03,rec_long,27,,,,,
player,201312160det,rav,JoneJa03,fumbles,0,,,,,
player,201312160det,rav,JoneJa03,fumbles_lost,0,,,,,
player,201312160det,rav,SmitTo02,pass_cmp,0,,,,,
player,201312160det,rav,SmitTo02,pass_att,0,,,,,
player,201312160det,rav,SmitTo02,pass_yds,0,,,,,
player,201312160det,rav,SmitTo02,pass_td,0,,,,,
player,201312160det,rav,SmitTo02,pass_int,0,,,,,
player,201312160det,rav,SmitTo02,pass_sacked,0,,,,,
player,201312160det,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201312160det,rav,SmitTo02,pass_long,0,,,,,
player,201312160det,rav,SmitTo02,pass_rating,,,,,,
player,201312160det,rav,SmitTo02,rush_att,0,,,,,
player,201312160det,rav,SmitTo02,rush_yds,0,,,,,
player,201312160det,rav,SmitTo02,rush_td,0,,,,,
player,201312160det,rav,SmitTo02,rush_long,0,,,,,
player,201312160det,rav,SmitTo02,targets,12,,,,,
player,201312160det,rav,SmitTo02,rec,4,,,,,
player,201312160det,rav,SmitTo02,rec_yds,69,,,,,
player,201312160det,rav,SmitTo02,rec_td,0,,,,,
player,201312160det,rav,SmitTo02,rec_long,25,,,,,
player,201312160det,rav,SmitTo02,fumbles,0,,,,,
player,201312160det,rav,SmitTo02,fumbles_lost,0,,,,,
player,201312160det,rav,BrowMa00,pass_cmp,0,,,,,
player,201312160det,rav,BrowMa00,pass_att,0,,,,,
player,201312160det,rav,BrowMa00,pass_yds,0,,,,,
player,201312160det,rav,BrowMa00,pass_td,0,,,,,
player,201312160det,rav,BrowMa00,pass_int,0,,,,,
player,201312160det,rav,BrowMa00,pass_sacked,0,,,,,
player,201312160det,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201312160det,rav,BrowMa00,pass_long,0,,,,,
player,201312160det,rav,BrowMa00,pass_rating,,,,,,
player,201312160det,rav,BrowMa00,rush_att,0,,,,,
player,201312160det,rav,BrowMa00,rush_yds,0,,,,,
player,201312160det,rav,BrowMa00,rush_td,0,,,,,
player,201312160det,rav,BrowMa00,rush_long,0,,,,,
player,201312160det,rav,BrowMa00,targets,6,,,,,
player,201312160det,rav,BrowMa00,rec,4,,,,,
player,201312160det,rav,BrowMa00,rec_yds,31,,,,,
player,201312160det,rav,BrowMa00,rec_td,0,,,,,
player,201312160det,rav,BrowMa00,rec_long,24,,,,,
player,201312160det,rav,BrowMa00,fumbles,0,,,,,
player,201312160det,rav,BrowMa00,fumbles_lost,0,,,,,
player,201312160det,rav,PittDe00,pass_cmp,0,,,,,
player,201312160det,rav,PittDe00,pass_att,0,,,,,
player,201312160det,rav,PittDe00,pass_yds,0,,,,,
player,201312160det,rav,PittDe00,pass_td,0,,,,,
player,201312160det,rav,PittDe00,pass_int,0,,,,,
player,201312160det,rav,PittDe00,pass_sacked,0,,,,,
player,201312160det,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201312160det,rav,PittDe00,pass_long,0,,,,,
player,201312160det,rav,PittDe00,pass_rating,,,,,,
player,201312160det,rav,PittDe00,rush_att,0,,,,,
player,201312160det,rav,PittDe00,rush_yds,0,,,,,
player,201312160det,rav,PittDe00,rush_td,0,,,,,
player,201312160det,rav,PittDe00,rush_long,0,,,,,
player,201312160det,rav,PittDe00,targets,4,,,,,
player,201312160det,rav,PittDe00,rec,2,,,,,
player,201312160det,rav,PittDe00,rec_yds,24,,,,,
player,201312160det,rav,PittDe00,rec_td,0,,,,,
player,201312160det,rav,PittDe00,rec_long,15,,,,,
player,201312160det,rav,PittDe00,fumbles,0,,,,,
player,201312160det,rav,PittDe00,fumbles_lost,0,,,,,
player,201312160det,rav,DickEd00,pass_cmp,0,,,,,
player,201312160det,rav,DickEd00,pass_att,0,,,,,
player,201312160det,rav,DickEd00,pass_yds,0,,,,,
player,201312160det,rav,DickEd00,pass_td,0,,,,,
player,201312160det,rav,DickEd00,pass_int,0,,,,,
player,201312160det,rav,DickEd00,pass_sacked,0,,,,,
player,201312160det,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201312160det,rav,DickEd00,pass_long,0,,,,,
player,201312160det,rav,DickEd00,pass_rating,,,,,,
player,201312160det,rav,DickEd00,rush_att,0,,,,,
player,201312160det,rav,DickEd00,rush_yds,0,,,,,
player,201312160det,rav,DickEd00,rush_td,0,,,,,
player,201312160det,rav,DickEd00,rush_long,0,,,,,
player,201312160det,rav,DickEd00,targets,3,,,,,
player,201312160det,rav,DickEd00,rec,3,,,,,
player,201312160det,rav,DickEd00,rec_yds,10,,,,,
player,201312160det,rav,DickEd00,rec_td,0,,,,,
player,201312160det,rav,DickEd00,rec_long,5,,,,,
player,201312160det,rav,DickEd00,fumbles,0,,,,,
player,201312160det,rav,DickEd00,fumbles_lost,0,,,,,
player,201312160det,det,StafMa00,pass_cmp,18,,,,,
player,201312160det,det,StafMa00,pass_att,34,,,,,
player,201312160det,det,StafMa00,pass_yds,235,,,,,
player,201312160det,det,StafMa00,pass_td,1,,,,,
player,201312160det,det,StafMa00,pass_int,3,,,,,
player,201312160det,det,StafMa00,pass_sacked,1,,,,,
player,201312160det,det,StafMa00,pass_sacked_yds,5,,,,,
player,201312160det,det,StafMa00,pass_long,37,,,,,
player,201312160det,det,StafMa00,pass_rating,48.0,,,,,
player,201312160det,det,StafMa00,rush_att,2,,,,,
player,201312160det,det,StafMa00,rush_yds,9,,,,,
player,201312160det,det,StafMa00,rush_td,0,,,,,
player,201312160det,det,StafMa00,rush_long,5,,,,,
player,201312160det,det,StafMa00,targets,0,,,,,
player,201312160det,det,StafMa00,rec,0,,,,,
player,201312160det,det,StafMa00,rec_yds,0,,,,,
player,201312160det,det,StafMa00,rec_td,0,,,,,
player,201312160det,det,StafMa00,rec_long,0,,,,,
player,201312160det,det,StafMa00,fumbles,0,,,,,
player,201312160det,det,StafMa00,fumbles_lost,0,,,,,
player,201312160det,det,BushRe00,pass_cmp,0,,,,,
player,201312160det,det,BushRe00,pass_att,0,,,,,
player,201312160det,det,BushRe00,pass_yds,0,,,,,
player,201312160det,det,BushRe00,pass_td,0,,,,,
player,201312160det,det,BushRe00,pass_int,0,,,,,
player,201312160det,det,BushRe00,pass_sacked,0,,,,,
player,201312160det,det,BushRe00,pass_sacked_yds,0,,,,,
player,201312160det,det,BushRe00,pass_long,0,,,,,
player,201312160det,det,BushRe00,pass_rating,,,,,,
player,201312160det,det,BushRe00,rush_att,17,,,,,
player,201312160det,det,BushRe00,rush_yds,86,,,,,
player,201312160det,det,BushRe00,rush_td,1,,,,,
player,201312160det,det,BushRe00,rush_long,19,,,,,
player,201312160det,det,BushRe00,targets,4,,,,,
player,201312160det,det,BushRe00,rec,2,,,,,
player,201312160det,det,BushRe00,rec_yds,15,,,,,
player,201312160det,det,BushRe00,rec_td,0,,,,,
player,201312160det,det,BushRe00,rec_long,9,,,,,
player,201312160det,det,BushRe00,fumbles,0,,,,,
player,201312160det,det,BushRe00,fumbles_lost,0,,,,,
player,201312160det,det,BellJo01,pass_cmp,0,,,,,
player,201312160det,det,BellJo01,pass_att,0,,,,,
player,201312160det,det,BellJo01,pass_yds,0,,,,,
player,201312160det,det,BellJo01,pass_td,0,,,,,
player,201312160det,det,BellJo01,pass_int,0,,,,,
player,201312160det,det,BellJo01,pass_sacked,0,,,,,
player,201312160det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201312160det,det,BellJo01,pass_long,0,,,,,
player,201312160det,det,BellJo01,pass_rating,,,,,,
player,201312160det,det,BellJo01,rush_att,9,,,,,
player,201312160det,det,BellJo01,rush_yds,24,,,,,
player,201312160det,det,BellJo01,rush_td,0,,,,,
player,201312160det,det,BellJo01,rush_long,7,,,,,
player,201312160det,det,BellJo01,targets,2,,,,,
player,201312160det,det,BellJo01,rec,1,,,,,
player,201312160det,det,BellJo01,rec_yds,23,,,,,
player,201312160det,det,BellJo01,rec_td,0,,,,,
player,201312160det,det,BellJo01,rec_long,23,,,,,
player,201312160det,det,BellJo01,fumbles,0,,,,,
player,201312160det,det,BellJo01,fumbles_lost,0,,,,,
player,201312160det,det,JohnCa00,pass_cmp,0,,,,,
player,201312160det,det,JohnCa00,pass_att,0,,,,,
player,201312160det,det,JohnCa00,pass_yds,0,,,,,
player,201312160det,det,JohnCa00,pass_td,0,,,,,
player,201312160det,det,JohnCa00,pass_int,0,,,,,
player,201312160det,det,JohnCa00,pass_sacked,0,,,,,
player,201312160det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201312160det,det,JohnCa00,pass_long,0,,,,,
player,201312160det,det,JohnCa00,pass_rating,,,,,,
player,201312160det,det,JohnCa00,rush_att,0,,,,,
player,201312160det,det,JohnCa00,rush_yds,0,,,,,
player,201312160det,det,JohnCa00,rush_td,0,,,,,
player,201312160det,det,JohnCa00,rush_long,0,,,,,
player,201312160det,det,JohnCa00,targets,14,,,,,
player,201312160det,det,JohnCa00,rec,6,,,,,
player,201312160det,det,JohnCa00,rec_yds,98,,,,,
player,201312160det,det,JohnCa00,rec_td,0,,,,,
player,201312160det,det,JohnCa00,rec_long,37,,,,,
player,201312160det,det,JohnCa00,fumbles,0,,,,,
player,201312160det,det,JohnCa00,fumbles_lost,0,,,,,
player,201312160det,det,BurlNa00,pass_cmp,0,,,,,
player,201312160det,det,BurlNa00,pass_att,0,,,,,
player,201312160det,det,BurlNa00,pass_yds,0,,,,,
player,201312160det,det,BurlNa00,pass_td,0,,,,,
player,201312160det,det,BurlNa00,pass_int,0,,,,,
player,201312160det,det,BurlNa00,pass_sacked,0,,,,,
player,201312160det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201312160det,det,BurlNa00,pass_long,0,,,,,
player,201312160det,det,BurlNa00,pass_rating,,,,,,
player,201312160det,det,BurlNa00,rush_att,0,,,,,
player,201312160det,det,BurlNa00,rush_yds,0,,,,,
player,201312160det,det,BurlNa00,rush_td,0,,,,,
player,201312160det,det,BurlNa00,rush_long,0,,,,,
player,201312160det,det,BurlNa00,targets,6,,,,,
player,201312160det,det,BurlNa00,rec,4,,,,,
player,201312160det,det,BurlNa00,rec_yds,51,,,,,
player,201312160det,det,BurlNa00,rec_td,0,,,,,
player,201312160det,det,BurlNa00,rec_long,23,,,,,
player,201312160det,det,BurlNa00,fumbles,0,,,,,
player,201312160det,det,BurlNa00,fumbles_lost,0,,,,,
player,201312160det,det,PettBr00,pass_cmp,0,,,,,
player,201312160det,det,PettBr00,pass_att,0,,,,,
player,201312160det,det,PettBr00,pass_yds,0,,,,,
player,201312160det,det,PettBr00,pass_td,0,,,,,
player,201312160det,det,PettBr00,pass_int,0,,,,,
