game,2013,2,20130915,201309150clt,mia,"Miami Dolphins",24,clt,"Indianapolis Colts",20
team,201309150clt,mia,First Downs,21,,,,,,
team,201309150clt,clt,First Downs,23,,,,,,
team,201309150clt,mia,Rush-Yds-TDs,27-101-2,,,,,,
team,201309150clt,clt,Rush-Yds-TDs,26-133-1,,,,,,
team,201309150clt,mia,Cmp-Att-Yd-TD-INT,23-34-319-1-0,,,,,,
team,201309150clt,clt,Cmp-Att-Yd-TD-INT,25-43-321-1-1,,,,,,
team,201309150clt,mia,Sacked-Yards,5-22,,,,,,
team,201309150clt,clt,Sacked-Yards,3-6,,,,,,
team,201309150clt,mia,Net Pass Yards,297,,,,,,
team,201309150clt,clt,Net Pass Yards,315,,,,,,
team,201309150clt,mia,Total Yards,398,,,,,,
team,201309150clt,clt,Total Yards,448,,,,,,
team,201309150clt,mia,Fumbles-Lost,3-1,,,,,,
team,201309150clt,clt,Fumbles-Lost,1-0,,,,,,
team,201309150clt,mia,Turnovers,1,,,,,,
team,201309150clt,clt,Turnovers,1,,,,,,
team,201309150clt,mia,Penalties-Yards,0-0,,,,,,
team,201309150clt,clt,Penalties-Yards,3-13,,,,,,
team,201309150clt,mia,Third Down Conv.,6-14,,,,,,
team,201309150clt,clt,Third Down Conv.,7-15,,,,,,
team,201309150clt,mia,Fourth Down Conv.,0-1,,,,,,
team,201309150clt,clt,Fourth Down Conv.,0-1,,,,,,
team,201309150clt,mia,Time of Possession,29:26,,,,,,
team,201309150clt,clt,Time of Possession,30:34,,,,,,
player,201309150clt,mia,TannRy00,pass_cmp,23,,,,,
player,201309150clt,mia,TannRy00,pass_att,34,,,,,
player,201309150clt,mia,TannRy00,pass_yds,319,,,,,
player,201309150clt,mia,TannRy00,pass_td,1,,,,,
player,201309150clt,mia,TannRy00,pass_int,0,,,,,
player,201309150clt,mia,TannRy00,pass_sacked,5,,,,,
player,201309150clt,mia,TannRy00,pass_sacked_yds,22,,,,,
player,201309150clt,mia,TannRy00,pass_long,67,,,,,
player,201309150clt,mia,TannRy00,pass_rating,107.4,,,,,
player,201309150clt,mia,TannRy00,rush_att,4,,,,,
player,201309150clt,mia,TannRy00,rush_yds,1,,,,,
player,201309150clt,mia,TannRy00,rush_td,0,,,,,
player,201309150clt,mia,TannRy00,rush_long,2,,,,,
player,201309150clt,mia,TannRy00,targets,0,,,,,
player,201309150clt,mia,TannRy00,rec,0,,,,,
player,201309150clt,mia,TannRy00,rec_yds,0,,,,,
player,201309150clt,mia,TannRy00,rec_td,0,,,,,
player,201309150clt,mia,TannRy00,rec_long,0,,,,,
player,201309150clt,mia,TannRy00,fumbles,3,,,,,
player,201309150clt,mia,TannRy00,fumbles_lost,1,,,,,
player,201309150clt,mia,MillLa01,pass_cmp,0,,,,,
player,201309150clt,mia,MillLa01,pass_att,0,,,,,
player,201309150clt,mia,MillLa01,pass_yds,0,,,,,
player,201309150clt,mia,MillLa01,pass_td,0,,,,,
player,201309150clt,mia,MillLa01,pass_int,0,,,,,
player,201309150clt,mia,MillLa01,pass_sacked,0,,,,,
player,201309150clt,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201309150clt,mia,MillLa01,pass_long,0,,,,,
player,201309150clt,mia,MillLa01,pass_rating,,,,,,
player,201309150clt,mia,MillLa01,rush_att,14,,,,,
player,201309150clt,mia,MillLa01,rush_yds,69,,,,,
player,201309150clt,mia,MillLa01,rush_td,1,,,,,
player,201309150clt,mia,MillLa01,rush_long,14,,,,,
player,201309150clt,mia,MillLa01,targets,2,,,,,
player,201309150clt,mia,MillLa01,rec,2,,,,,
player,201309150clt,mia,MillLa01,rec_yds,6,,,,,
player,201309150clt,mia,MillLa01,rec_td,0,,,,,
player,201309150clt,mia,MillLa01,rec_long,6,,,,,
player,201309150clt,mia,MillLa01,fumbles,0,,,,,
player,201309150clt,mia,MillLa01,fumbles_lost,0,,,,,
player,201309150clt,mia,ThomDa03,pass_cmp,0,,,,,
player,201309150clt,mia,ThomDa03,pass_att,0,,,,,
player,201309150clt,mia,ThomDa03,pass_yds,0,,,,,
player,201309150clt,mia,ThomDa03,pass_td,0,,,,,
player,201309150clt,mia,ThomDa03,pass_int,0,,,,,
player,201309150clt,mia,ThomDa03,pass_sacked,0,,,,,
player,201309150clt,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201309150clt,mia,ThomDa03,pass_long,0,,,,,
player,201309150clt,mia,ThomDa03,pass_rating,,,,,,
player,201309150clt,mia,ThomDa03,rush_att,8,,,,,
player,201309150clt,mia,ThomDa03,rush_yds,30,,,,,
player,201309150clt,mia,ThomDa03,rush_td,0,,,,,
player,201309150clt,mia,ThomDa03,rush_long,12,,,,,
player,201309150clt,mia,ThomDa03,targets,1,,,,,
player,201309150clt,mia,ThomDa03,rec,1,,,,,
player,201309150clt,mia,ThomDa03,rec_yds,10,,,,,
player,201309150clt,mia,ThomDa03,rec_td,0,,,,,
player,201309150clt,mia,ThomDa03,rec_long,10,,,,,
player,201309150clt,mia,ThomDa03,fumbles,0,,,,,
player,201309150clt,mia,ThomDa03,fumbles_lost,0,,,,,
player,201309150clt,mia,ClayCh00,pass_cmp,0,,,,,
player,201309150clt,mia,ClayCh00,pass_att,0,,,,,
player,201309150clt,mia,ClayCh00,pass_yds,0,,,,,
player,201309150clt,mia,ClayCh00,pass_td,0,,,,,
player,201309150clt,mia,ClayCh00,pass_int,0,,,,,
player,201309150clt,mia,ClayCh00,pass_sacked,0,,,,,
player,201309150clt,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201309150clt,mia,ClayCh00,pass_long,0,,,,,
player,201309150clt,mia,ClayCh00,pass_rating,,,,,,
player,201309150clt,mia,ClayCh00,rush_att,1,,,,,
player,201309150clt,mia,ClayCh00,rush_yds,1,,,,,
player,201309150clt,mia,ClayCh00,rush_td,1,,,,,
player,201309150clt,mia,ClayCh00,rush_long,1,,,,,
player,201309150clt,mia,ClayCh00,targets,7,,,,,
player,201309150clt,mia,ClayCh00,rec,5,,,,,
player,201309150clt,mia,ClayCh00,rec_yds,109,,,,,
player,201309150clt,mia,ClayCh00,rec_td,0,,,,,
player,201309150clt,mia,ClayCh00,rec_long,67,,,,,
player,201309150clt,mia,ClayCh00,fumbles,0,,,,,
player,201309150clt,mia,ClayCh00,fumbles_lost,0,,,,,
player,201309150clt,mia,WallMi00,pass_cmp,0,,,,,
player,201309150clt,mia,WallMi00,pass_att,0,,,,,
player,201309150clt,mia,WallMi00,pass_yds,0,,,,,
player,201309150clt,mia,WallMi00,pass_td,0,,,,,
player,201309150clt,mia,WallMi00,pass_int,0,,,,,
player,201309150clt,mia,WallMi00,pass_sacked,0,,,,,
player,201309150clt,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201309150clt,mia,WallMi00,pass_long,0,,,,,
player,201309150clt,mia,WallMi00,pass_rating,,,,,,
player,201309150clt,mia,WallMi00,rush_att,0,,,,,
player,201309150clt,mia,WallMi00,rush_yds,0,,,,,
player,201309150clt,mia,WallMi00,rush_td,0,,,,,
player,201309150clt,mia,WallMi00,rush_long,0,,,,,
player,201309150clt,mia,WallMi00,targets,11,,,,,
player,201309150clt,mia,WallMi00,rec,9,,,,,
player,201309150clt,mia,WallMi00,rec_yds,115,,,,,
player,201309150clt,mia,WallMi00,rec_td,1,,,,,
player,201309150clt,mia,WallMi00,rec_long,34,,,,,
player,201309150clt,mia,WallMi00,fumbles,0,,,,,
player,201309150clt,mia,WallMi00,fumbles_lost,0,,,,,
player,201309150clt,mia,HartBr00,pass_cmp,0,,,,,
player,201309150clt,mia,HartBr00,pass_att,0,,,,,
player,201309150clt,mia,HartBr00,pass_yds,0,,,,,
player,201309150clt,mia,HartBr00,pass_td,0,,,,,
player,201309150clt,mia,HartBr00,pass_int,0,,,,,
player,201309150clt,mia,HartBr00,pass_sacked,0,,,,,
player,201309150clt,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201309150clt,mia,HartBr00,pass_long,0,,,,,
player,201309150clt,mia,HartBr00,pass_rating,,,,,,
player,201309150clt,mia,HartBr00,rush_att,0,,,,,
player,201309150clt,mia,HartBr00,rush_yds,0,,,,,
player,201309150clt,mia,HartBr00,rush_td,0,,,,,
player,201309150clt,mia,HartBr00,rush_long,0,,,,,
player,201309150clt,mia,HartBr00,targets,8,,,,,
player,201309150clt,mia,HartBr00,rec,5,,,,,
player,201309150clt,mia,HartBr00,rec_yds,68,,,,,
player,201309150clt,mia,HartBr00,rec_td,0,,,,,
player,201309150clt,mia,HartBr00,rec_long,24,,,,,
player,201309150clt,mia,HartBr00,fumbles,0,,,,,
player,201309150clt,mia,HartBr00,fumbles_lost,0,,,,,
player,201309150clt,mia,GibsBr00,pass_cmp,0,,,,,
player,201309150clt,mia,GibsBr00,pass_att,0,,,,,
player,201309150clt,mia,GibsBr00,pass_yds,0,,,,,
player,201309150clt,mia,GibsBr00,pass_td,0,,,,,
player,201309150clt,mia,GibsBr00,pass_int,0,,,,,
player,201309150clt,mia,GibsBr00,pass_sacked,0,,,,,
player,201309150clt,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201309150clt,mia,GibsBr00,pass_long,0,,,,,
player,201309150clt,mia,GibsBr00,pass_rating,,,,,,
player,201309150clt,mia,GibsBr00,rush_att,0,,,,,
player,201309150clt,mia,GibsBr00,rush_yds,0,,,,,
player,201309150clt,mia,GibsBr00,rush_td,0,,,,,
player,201309150clt,mia,GibsBr00,rush_long,0,,,,,
player,201309150clt,mia,GibsBr00,targets,2,,,,,
player,201309150clt,mia,GibsBr00,rec,1,,,,,
player,201309150clt,mia,GibsBr00,rec_yds,11,,,,,
player,201309150clt,mia,GibsBr00,rec_td,0,,,,,
player,201309150clt,mia,GibsBr00,rec_long,11,,,,,
player,201309150clt,mia,GibsBr00,fumbles,0,,,,,
player,201309150clt,mia,GibsBr00,fumbles_lost,0,,,,,
player,201309150clt,mia,ClutTy00,pass_cmp,0,,,,,
player,201309150clt,mia,ClutTy00,pass_att,0,,,,,
player,201309150clt,mia,ClutTy00,pass_yds,0,,,,,
player,201309150clt,mia,ClutTy00,pass_td,0,,,,,
player,201309150clt,mia,ClutTy00,pass_int,0,,,,,
player,201309150clt,mia,ClutTy00,pass_sacked,0,,,,,
player,201309150clt,mia,ClutTy00,pass_sacked_yds,0,,,,,
player,201309150clt,mia,ClutTy00,pass_long,0,,,,,
player,201309150clt,mia,ClutTy00,pass_rating,,,,,,
player,201309150clt,mia,ClutTy00,rush_att,0,,,,,
player,201309150clt,mia,ClutTy00,rush_yds,0,,,,,
player,201309150clt,mia,ClutTy00,rush_td,0,,,,,
player,201309150clt,mia,ClutTy00,rush_long,0,,,,,
player,201309150clt,mia,ClutTy00,targets,1,,,,,
player,201309150clt,mia,ClutTy00,rec,0,,,,,
player,201309150clt,mia,ClutTy00,rec_yds,0,,,,,
player,201309150clt,mia,ClutTy00,rec_td,0,,,,,
player,201309150clt,mia,ClutTy00,rec_long,0,,,,,
player,201309150clt,mia,ClutTy00,fumbles,0,,,,,
player,201309150clt,mia,ClutTy00,fumbles_lost,0,,,,,
player,201309150clt,clt,LuckAn00,pass_cmp,25,,,,,
player,201309150clt,clt,LuckAn00,pass_att,43,,,,,
player,201309150clt,clt,LuckAn00,pass_yds,321,,,,,
player,201309150clt,clt,LuckAn00,pass_td,1,,,,,
player,201309150clt,clt,LuckAn00,pass_int,1,,,,,
player,201309150clt,clt,LuckAn00,pass_sacked,3,,,,,
player,201309150clt,clt,LuckAn00,pass_sacked_yds,6,,,,,
player,201309150clt,clt,LuckAn00,pass_long,47,,,,,
player,201309150clt,clt,LuckAn00,pass_rating,79.7,,,,,
player,201309150clt,clt,LuckAn00,rush_att,4,,,,,
player,201309150clt,clt,LuckAn00,rush_yds,38,,,,,
player,201309150clt,clt,LuckAn00,rush_td,0,,,,,
player,201309150clt,clt,LuckAn00,rush_long,14,,,,,
player,201309150clt,clt,LuckAn00,targets,0,,,,,
player,201309150clt,clt,LuckAn00,rec,0,,,,,
player,201309150clt,clt,LuckAn00,rec_yds,0,,,,,
player,201309150clt,clt,LuckAn00,rec_td,0,,,,,
player,201309150clt,clt,LuckAn00,rec_long,0,,,,,
player,201309150clt,clt,LuckAn00,fumbles,1,,,,,
player,201309150clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201309150clt,clt,BradAh00,pass_cmp,0,,,,,
player,201309150clt,clt,BradAh00,pass_att,0,,,,,
player,201309150clt,clt,BradAh00,pass_yds,0,,,,,
player,201309150clt,clt,BradAh00,pass_td,0,,,,,
player,201309150clt,clt,BradAh00,pass_int,0,,,,,
player,201309150clt,clt,BradAh00,pass_sacked,0,,,,,
player,201309150clt,clt,BradAh00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,BradAh00,pass_long,0,,,,,
player,201309150clt,clt,BradAh00,pass_rating,,,,,,
player,201309150clt,clt,BradAh00,rush_att,15,,,,,
player,201309150clt,clt,BradAh00,rush_yds,65,,,,,
player,201309150clt,clt,BradAh00,rush_td,1,,,,,
player,201309150clt,clt,BradAh00,rush_long,9,,,,,
player,201309150clt,clt,BradAh00,targets,3,,,,,
player,201309150clt,clt,BradAh00,rec,3,,,,,
player,201309150clt,clt,BradAh00,rec_yds,19,,,,,
player,201309150clt,clt,BradAh00,rec_td,0,,,,,
player,201309150clt,clt,BradAh00,rec_long,14,,,,,
player,201309150clt,clt,BradAh00,fumbles,0,,,,,
player,201309150clt,clt,BradAh00,fumbles_lost,0,,,,,
player,201309150clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201309150clt,clt,BrowDo00,pass_att,0,,,,,
player,201309150clt,clt,BrowDo00,pass_yds,0,,,,,
player,201309150clt,clt,BrowDo00,pass_td,0,,,,,
player,201309150clt,clt,BrowDo00,pass_int,0,,,,,
player,201309150clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201309150clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,BrowDo00,pass_long,0,,,,,
player,201309150clt,clt,BrowDo00,pass_rating,,,,,,
player,201309150clt,clt,BrowDo00,rush_att,7,,,,,
player,201309150clt,clt,BrowDo00,rush_yds,30,,,,,
player,201309150clt,clt,BrowDo00,rush_td,0,,,,,
player,201309150clt,clt,BrowDo00,rush_long,11,,,,,
player,201309150clt,clt,BrowDo00,targets,0,,,,,
player,201309150clt,clt,BrowDo00,rec,0,,,,,
player,201309150clt,clt,BrowDo00,rec_yds,0,,,,,
player,201309150clt,clt,BrowDo00,rec_td,0,,,,,
player,201309150clt,clt,BrowDo00,rec_long,0,,,,,
player,201309150clt,clt,BrowDo00,fumbles,0,,,,,
player,201309150clt,clt,BrowDo00,fumbles_lost,0,,,,,
player,201309150clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201309150clt,clt,HiltT.00,pass_att,0,,,,,
player,201309150clt,clt,HiltT.00,pass_yds,0,,,,,
player,201309150clt,clt,HiltT.00,pass_td,0,,,,,
player,201309150clt,clt,HiltT.00,pass_int,0,,,,,
player,201309150clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201309150clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,HiltT.00,pass_long,0,,,,,
player,201309150clt,clt,HiltT.00,pass_rating,,,,,,
player,201309150clt,clt,HiltT.00,rush_att,0,,,,,
player,201309150clt,clt,HiltT.00,rush_yds,0,,,,,
player,201309150clt,clt,HiltT.00,rush_td,0,,,,,
player,201309150clt,clt,HiltT.00,rush_long,0,,,,,
player,201309150clt,clt,HiltT.00,targets,12,,,,,
player,201309150clt,clt,HiltT.00,rec,6,,,,,
player,201309150clt,clt,HiltT.00,rec_yds,124,,,,,
player,201309150clt,clt,HiltT.00,rec_td,0,,,,,
player,201309150clt,clt,HiltT.00,rec_long,47,,,,,
player,201309150clt,clt,HiltT.00,fumbles,0,,,,,
player,201309150clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201309150clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201309150clt,clt,FleeCo00,pass_att,0,,,,,
