game,2013,2,20130915,201309150clt,mia,"Miami Dolphins",24,clt,"Indianapolis Colts",20
player,201309150clt,clt,FleeCo00,pass_yds,0,,,,,
player,201309150clt,clt,FleeCo00,pass_td,0,,,,,
player,201309150clt,clt,FleeCo00,pass_int,0,,,,,
player,201309150clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201309150clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,FleeCo00,pass_long,0,,,,,
player,201309150clt,clt,FleeCo00,pass_rating,,,,,,
player,201309150clt,clt,FleeCo00,rush_att,0,,,,,
player,201309150clt,clt,FleeCo00,rush_yds,0,,,,,
player,201309150clt,clt,FleeCo00,rush_td,0,,,,,
player,201309150clt,clt,FleeCo00,rush_long,0,,,,,
player,201309150clt,clt,FleeCo00,targets,8,,,,,
player,201309150clt,clt,FleeCo00,rec,4,,,,,
player,201309150clt,clt,FleeCo00,rec_yds,69,,,,,
player,201309150clt,clt,FleeCo00,rec_td,1,,,,,
player,201309150clt,clt,FleeCo00,rec_long,40,,,,,
player,201309150clt,clt,FleeCo00,fumbles,0,,,,,
player,201309150clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201309150clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201309150clt,clt,WaynRe00,pass_att,0,,,,,
player,201309150clt,clt,WaynRe00,pass_yds,0,,,,,
player,201309150clt,clt,WaynRe00,pass_td,0,,,,,
player,201309150clt,clt,WaynRe00,pass_int,0,,,,,
player,201309150clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201309150clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,WaynRe00,pass_long,0,,,,,
player,201309150clt,clt,WaynRe00,pass_rating,,,,,,
player,201309150clt,clt,WaynRe00,rush_att,0,,,,,
player,201309150clt,clt,WaynRe00,rush_yds,0,,,,,
player,201309150clt,clt,WaynRe00,rush_td,0,,,,,
player,201309150clt,clt,WaynRe00,rush_long,0,,,,,
player,201309150clt,clt,WaynRe00,targets,8,,,,,
player,201309150clt,clt,WaynRe00,rec,5,,,,,
player,201309150clt,clt,WaynRe00,rec_yds,46,,,,,
player,201309150clt,clt,WaynRe00,rec_td,0,,,,,
player,201309150clt,clt,WaynRe00,rec_long,18,,,,,
player,201309150clt,clt,WaynRe00,fumbles,0,,,,,
player,201309150clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201309150clt,clt,WhalGr00,pass_cmp,0,,,,,
player,201309150clt,clt,WhalGr00,pass_att,0,,,,,
player,201309150clt,clt,WhalGr00,pass_yds,0,,,,,
player,201309150clt,clt,WhalGr00,pass_td,0,,,,,
player,201309150clt,clt,WhalGr00,pass_int,0,,,,,
player,201309150clt,clt,WhalGr00,pass_sacked,0,,,,,
player,201309150clt,clt,WhalGr00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,WhalGr00,pass_long,0,,,,,
player,201309150clt,clt,WhalGr00,pass_rating,,,,,,
player,201309150clt,clt,WhalGr00,rush_att,0,,,,,
player,201309150clt,clt,WhalGr00,rush_yds,0,,,,,
player,201309150clt,clt,WhalGr00,rush_td,0,,,,,
player,201309150clt,clt,WhalGr00,rush_long,0,,,,,
player,201309150clt,clt,WhalGr00,targets,3,,,,,
player,201309150clt,clt,WhalGr00,rec,2,,,,,
player,201309150clt,clt,WhalGr00,rec_yds,28,,,,,
player,201309150clt,clt,WhalGr00,rec_td,0,,,,,
player,201309150clt,clt,WhalGr00,rec_long,22,,,,,
player,201309150clt,clt,WhalGr00,fumbles,0,,,,,
player,201309150clt,clt,WhalGr00,fumbles_lost,0,,,,,
player,201309150clt,clt,JoneDo01,pass_cmp,0,,,,,
player,201309150clt,clt,JoneDo01,pass_att,0,,,,,
player,201309150clt,clt,JoneDo01,pass_yds,0,,,,,
player,201309150clt,clt,JoneDo01,pass_td,0,,,,,
player,201309150clt,clt,JoneDo01,pass_int,0,,,,,
player,201309150clt,clt,JoneDo01,pass_sacked,0,,,,,
player,201309150clt,clt,JoneDo01,pass_sacked_yds,0,,,,,
player,201309150clt,clt,JoneDo01,pass_long,0,,,,,
player,201309150clt,clt,JoneDo01,pass_rating,,,,,,
player,201309150clt,clt,JoneDo01,rush_att,0,,,,,
player,201309150clt,clt,JoneDo01,rush_yds,0,,,,,
player,201309150clt,clt,JoneDo01,rush_td,0,,,,,
player,201309150clt,clt,JoneDo01,rush_long,0,,,,,
player,201309150clt,clt,JoneDo01,targets,2,,,,,
player,201309150clt,clt,JoneDo01,rec,1,,,,,
player,201309150clt,clt,JoneDo01,rec_yds,13,,,,,
player,201309150clt,clt,JoneDo01,rec_td,0,,,,,
player,201309150clt,clt,JoneDo01,rec_long,13,,,,,
player,201309150clt,clt,JoneDo01,fumbles,0,,,,,
player,201309150clt,clt,JoneDo01,fumbles_lost,0,,,,,
player,201309150clt,clt,HaviSt00,pass_cmp,0,,,,,
player,201309150clt,clt,HaviSt00,pass_att,0,,,,,
player,201309150clt,clt,HaviSt00,pass_yds,0,,,,,
player,201309150clt,clt,HaviSt00,pass_td,0,,,,,
player,201309150clt,clt,HaviSt00,pass_int,0,,,,,
player,201309150clt,clt,HaviSt00,pass_sacked,0,,,,,
player,201309150clt,clt,HaviSt00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,HaviSt00,pass_long,0,,,,,
player,201309150clt,clt,HaviSt00,pass_rating,,,,,,
player,201309150clt,clt,HaviSt00,rush_att,0,,,,,
player,201309150clt,clt,HaviSt00,rush_yds,0,,,,,
player,201309150clt,clt,HaviSt00,rush_td,0,,,,,
player,201309150clt,clt,HaviSt00,rush_long,0,,,,,
player,201309150clt,clt,HaviSt00,targets,2,,,,,
player,201309150clt,clt,HaviSt00,rec,2,,,,,
player,201309150clt,clt,HaviSt00,rec_yds,12,,,,,
player,201309150clt,clt,HaviSt00,rec_td,0,,,,,
player,201309150clt,clt,HaviSt00,rec_long,7,,,,,
player,201309150clt,clt,HaviSt00,fumbles,0,,,,,
player,201309150clt,clt,HaviSt00,fumbles_lost,0,,,,,
player,201309150clt,clt,HeywDa00,pass_cmp,0,,,,,
player,201309150clt,clt,HeywDa00,pass_att,0,,,,,
player,201309150clt,clt,HeywDa00,pass_yds,0,,,,,
player,201309150clt,clt,HeywDa00,pass_td,0,,,,,
player,201309150clt,clt,HeywDa00,pass_int,0,,,,,
player,201309150clt,clt,HeywDa00,pass_sacked,0,,,,,
player,201309150clt,clt,HeywDa00,pass_sacked_yds,0,,,,,
player,201309150clt,clt,HeywDa00,pass_long,0,,,,,
player,201309150clt,clt,HeywDa00,pass_rating,,,,,,
player,201309150clt,clt,HeywDa00,rush_att,0,,,,,
player,201309150clt,clt,HeywDa00,rush_yds,0,,,,,
player,201309150clt,clt,HeywDa00,rush_td,0,,,,,
player,201309150clt,clt,HeywDa00,rush_long,0,,,,,
player,201309150clt,clt,HeywDa00,targets,5,,,,,
player,201309150clt,clt,HeywDa00,rec,2,,,,,
player,201309150clt,clt,HeywDa00,rec_yds,10,,,,,
player,201309150clt,clt,HeywDa00,rec_td,0,,,,,
player,201309150clt,clt,HeywDa00,rec_long,6,,,,,
player,201309150clt,clt,HeywDa00,fumbles,0,,,,,
player,201309150clt,clt,HeywDa00,fumbles_lost,0,,,,,
player,201309150clt,mia,GrimBr20,def_int,1,,,,,
player,201309150clt,mia,GrimBr20,def_int_yds,0,,,,,
player,201309150clt,mia,GrimBr20,def_int_td,0,,,,,
player,201309150clt,mia,GrimBr20,def_int_long,0,,,,,
player,201309150clt,mia,GrimBr20,pass_defended,3,,,,,
player,201309150clt,mia,GrimBr20,sacks,0.0,,,,,
player,201309150clt,mia,GrimBr20,tackles_combined,5,,,,,
player,201309150clt,mia,GrimBr20,tackles_solo,4,,,,,
player,201309150clt,mia,GrimBr20,tackles_assists,1,,,,,
player,201309150clt,mia,GrimBr20,tackles_loss,0,,,,,
player,201309150clt,mia,GrimBr20,qb_hits,0,,,,,
player,201309150clt,mia,GrimBr20,fumbles_rec,0,,,,,
player,201309150clt,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201309150clt,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201309150clt,mia,GrimBr20,fumbles_forced,0,,,,,
player,201309150clt,mia,ShelDe00,def_int,0,,,,,
player,201309150clt,mia,ShelDe00,def_int_yds,0,,,,,
player,201309150clt,mia,ShelDe00,def_int_td,0,,,,,
player,201309150clt,mia,ShelDe00,def_int_long,0,,,,,
player,201309150clt,mia,ShelDe00,pass_defended,0,,,,,
player,201309150clt,mia,ShelDe00,sacks,1.0,,,,,
player,201309150clt,mia,ShelDe00,tackles_combined,2,,,,,
player,201309150clt,mia,ShelDe00,tackles_solo,1,,,,,
player,201309150clt,mia,ShelDe00,tackles_assists,1,,,,,
player,201309150clt,mia,ShelDe00,tackles_loss,0,,,,,
player,201309150clt,mia,ShelDe00,qb_hits,0,,,,,
player,201309150clt,mia,ShelDe00,fumbles_rec,0,,,,,
player,201309150clt,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201309150clt,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201309150clt,mia,ShelDe00,fumbles_forced,1,,,,,
player,201309150clt,mia,WheePh99,def_int,0,,,,,
player,201309150clt,mia,WheePh99,def_int_yds,0,,,,,
player,201309150clt,mia,WheePh99,def_int_td,0,,,,,
player,201309150clt,mia,WheePh99,def_int_long,0,,,,,
player,201309150clt,mia,WheePh99,pass_defended,2,,,,,
player,201309150clt,mia,WheePh99,sacks,0.5,,,,,
player,201309150clt,mia,WheePh99,tackles_combined,12,,,,,
player,201309150clt,mia,WheePh99,tackles_solo,7,,,,,
player,201309150clt,mia,WheePh99,tackles_assists,5,,,,,
player,201309150clt,mia,WheePh99,tackles_loss,1,,,,,
player,201309150clt,mia,WheePh99,qb_hits,1,,,,,
player,201309150clt,mia,WheePh99,fumbles_rec,0,,,,,
player,201309150clt,mia,WheePh99,fumbles_rec_yds,0,,,,,
player,201309150clt,mia,WheePh99,fumbles_rec_td,0,,,,,
player,201309150clt,mia,WheePh99,fumbles_forced,0,,,,,
player,201309150clt,mia,JoneRe99,def_int,0,,,,,
player,201309150clt,mia,JoneRe99,def_int_yds,0,,,,,
player,201309150clt,mia,JoneRe99,def_int_td,0,,,,,
player,201309150clt,mia,JoneRe99,def_int_long,0,,,,,
player,201309150clt,mia,JoneRe99,pass_defended,0,,,,,
player,201309150clt,mia,JoneRe99,sacks,0.5,,,,,
player,201309150clt,mia,JoneRe99,tackles_combined,9,,,,,
player,201309150clt,mia,JoneRe99,tackles_solo,6,,,,,
player,201309150clt,mia,JoneRe99,tackles_assists,3,,,,,
player,201309150clt,mia,JoneRe99,tackles_loss,0,,,,,
player,201309150clt,mia,JoneRe99,qb_hits,1,,,,,
player,201309150clt,mia,JoneRe99,fumbles_rec,0,,,,,
player,201309150clt,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201309150clt,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201309150clt,mia,JoneRe99,fumbles_forced,0,,,,,
player,201309150clt,mia,StarRa20,def_int,0,,,,,
player,201309150clt,mia,StarRa20,def_int_yds,0,,,,,
player,201309150clt,mia,StarRa20,def_int_td,0,,,,,
player,201309150clt,mia,StarRa20,def_int_long,0,,,,,
player,201309150clt,mia,StarRa20,pass_defended,0,,,,,
player,201309150clt,mia,StarRa20,sacks,0.5,,,,,
player,201309150clt,mia,StarRa20,tackles_combined,1,,,,,
player,201309150clt,mia,StarRa20,tackles_solo,0,,,,,
player,201309150clt,mia,StarRa20,tackles_assists,1,,,,,
player,201309150clt,mia,StarRa20,tackles_loss,0,,,,,
player,201309150clt,mia,StarRa20,qb_hits,3,,,,,
player,201309150clt,mia,StarRa20,fumbles_rec,0,,,,,
