game,2013,17,20131229,201312290crd,sfo,"San Francisco 49ers",23,crd,"Arizona Cardinals",20
team,201312290crd,sfo,First Downs,19,,,,,,
team,201312290crd,crd,First Downs,19,,,,,,
team,201312290crd,sfo,Rush-Yds-TDs,23-83-0,,,,,,
team,201312290crd,crd,Rush-Yds-TDs,22-83-0,,,,,,
team,201312290crd,sfo,Cmp-Att-Yd-TD-INT,21-34-310-2-0,,,,,,
team,201312290crd,crd,Cmp-Att-Yd-TD-INT,28-49-407-2-1,,,,,,
team,201312290crd,sfo,Sacked-Yards,2-18,,,,,,
team,201312290crd,crd,Sacked-Yards,1-8,,,,,,
team,201312290crd,sfo,Net Pass Yards,292,,,,,,
team,201312290crd,crd,Net Pass Yards,399,,,,,,
team,201312290crd,sfo,Total Yards,375,,,,,,
team,201312290crd,crd,Total Yards,482,,,,,,
team,201312290crd,sfo,Fumbles-Lost,0-0,,,,,,
team,201312290crd,crd,Fumbles-Lost,1-1,,,,,,
team,201312290crd,sfo,Turnovers,0,,,,,,
team,201312290crd,crd,Turnovers,2,,,,,,
team,201312290crd,sfo,Penalties-Yards,4-20,,,,,,
team,201312290crd,crd,Penalties-Yards,3-30,,,,,,
team,201312290crd,sfo,Third Down Conv.,3-13,,,,,,
team,201312290crd,crd,Third Down Conv.,4-15,,,,,,
team,201312290crd,sfo,Fourth Down Conv.,0-1,,,,,,
team,201312290crd,crd,Fourth Down Conv.,3-4,,,,,,
team,201312290crd,sfo,Time of Possession,27:40,,,,,,
team,201312290crd,crd,Time of Possession,32:20,,,,,,
player,201312290crd,sfo,KaepCo00,pass_cmp,21,,,,,
player,201312290crd,sfo,KaepCo00,pass_att,34,,,,,
player,201312290crd,sfo,KaepCo00,pass_yds,310,,,,,
player,201312290crd,sfo,KaepCo00,pass_td,2,,,,,
player,201312290crd,sfo,KaepCo00,pass_int,0,,,,,
player,201312290crd,sfo,KaepCo00,pass_sacked,2,,,,,
player,201312290crd,sfo,KaepCo00,pass_sacked_yds,18,,,,,
player,201312290crd,sfo,KaepCo00,pass_long,63,,,,,
player,201312290crd,sfo,KaepCo00,pass_rating,111.2,,,,,
player,201312290crd,sfo,KaepCo00,rush_att,4,,,,,
player,201312290crd,sfo,KaepCo00,rush_yds,24,,,,,
player,201312290crd,sfo,KaepCo00,rush_td,0,,,,,
player,201312290crd,sfo,KaepCo00,rush_long,14,,,,,
player,201312290crd,sfo,KaepCo00,targets,0,,,,,
player,201312290crd,sfo,KaepCo00,rec,0,,,,,
player,201312290crd,sfo,KaepCo00,rec_yds,0,,,,,
player,201312290crd,sfo,KaepCo00,rec_td,0,,,,,
player,201312290crd,sfo,KaepCo00,rec_long,0,,,,,
player,201312290crd,sfo,KaepCo00,fumbles,0,,,,,
player,201312290crd,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201312290crd,sfo,PattQu00,pass_cmp,0,,,,,
player,201312290crd,sfo,PattQu00,pass_att,0,,,,,
player,201312290crd,sfo,PattQu00,pass_yds,0,,,,,
player,201312290crd,sfo,PattQu00,pass_td,0,,,,,
player,201312290crd,sfo,PattQu00,pass_int,0,,,,,
player,201312290crd,sfo,PattQu00,pass_sacked,0,,,,,
player,201312290crd,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201312290crd,sfo,PattQu00,pass_long,0,,,,,
player,201312290crd,sfo,PattQu00,pass_rating,,,,,,
player,201312290crd,sfo,PattQu00,rush_att,1,,,,,
player,201312290crd,sfo,PattQu00,rush_yds,26,,,,,
player,201312290crd,sfo,PattQu00,rush_td,0,,,,,
player,201312290crd,sfo,PattQu00,rush_long,26,,,,,
player,201312290crd,sfo,PattQu00,targets,3,,,,,
player,201312290crd,sfo,PattQu00,rec,2,,,,,
player,201312290crd,sfo,PattQu00,rec_yds,34,,,,,
player,201312290crd,sfo,PattQu00,rec_td,0,,,,,
player,201312290crd,sfo,PattQu00,rec_long,29,,,,,
player,201312290crd,sfo,PattQu00,fumbles,0,,,,,
player,201312290crd,sfo,PattQu00,fumbles_lost,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_cmp,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_att,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_yds,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_td,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_int,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_sacked,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_long,0,,,,,
player,201312290crd,sfo,GoreFr00,pass_rating,,,,,,
player,201312290crd,sfo,GoreFr00,rush_att,13,,,,,
player,201312290crd,sfo,GoreFr00,rush_yds,14,,,,,
