game,2013,10,20131110,201311100chi,det,"Detroit Lions",21,chi,"Chicago Bears",19
team,201311100chi,det,First Downs,21,,,,,,
team,201311100chi,chi,First Downs,19,,,,,,
team,201311100chi,det,Rush-Yds-TDs,26-145-0,,,,,,
team,201311100chi,chi,Rush-Yds-TDs,20-38-0,,,,,,
team,201311100chi,det,Cmp-Att-Yd-TD-INT,18-35-219-3-1,,,,,,
team,201311100chi,chi,Cmp-Att-Yd-TD-INT,27-49-312-2-1,,,,,,
team,201311100chi,det,Sacked-Yards,0-0,,,,,,
team,201311100chi,chi,Sacked-Yards,2-12,,,,,,
team,201311100chi,det,Net Pass Yards,219,,,,,,
team,201311100chi,chi,Net Pass Yards,300,,,,,,
team,201311100chi,det,Total Yards,364,,,,,,
team,201311100chi,chi,Total Yards,338,,,,,,
team,201311100chi,det,Fumbles-Lost,1-0,,,,,,
team,201311100chi,chi,Fumbles-Lost,0-0,,,,,,
team,201311100chi,det,Turnovers,1,,,,,,
team,201311100chi,chi,Turnovers,1,,,,,,
team,201311100chi,det,Penalties-Yards,5-51,,,,,,
team,201311100chi,chi,Penalties-Yards,5-39,,,,,,
team,201311100chi,det,Third Down Conv.,5-12,,,,,,
team,201311100chi,chi,Third Down Conv.,7-17,,,,,,
team,201311100chi,det,Fourth Down Conv.,0-1,,,,,,
team,201311100chi,chi,Fourth Down Conv.,1-2,,,,,,
team,201311100chi,det,Time of Possession,28:25,,,,,,
team,201311100chi,chi,Time of Possession,31:35,,,,,,
player,201311100chi,det,StafMa00,pass_cmp,18,,,,,
player,201311100chi,det,StafMa00,pass_att,35,,,,,
player,201311100chi,det,StafMa00,pass_yds,219,,,,,
player,201311100chi,det,StafMa00,pass_td,3,,,,,
player,201311100chi,det,StafMa00,pass_int,1,,,,,
player,201311100chi,det,StafMa00,pass_sacked,0,,,,,
player,201311100chi,det,StafMa00,pass_sacked_yds,0,,,,,
player,201311100chi,det,StafMa00,pass_long,25,,,,,
player,201311100chi,det,StafMa00,pass_rating,87.7,,,,,
player,201311100chi,det,StafMa00,rush_att,2,,,,,
player,201311100chi,det,StafMa00,rush_yds,-1,,,,,
player,201311100chi,det,StafMa00,rush_td,0,,,,,
player,201311100chi,det,StafMa00,rush_long,0,,,,,
player,201311100chi,det,StafMa00,targets,0,,,,,
player,201311100chi,det,StafMa00,rec,0,,,,,
player,201311100chi,det,StafMa00,rec_yds,0,,,,,
player,201311100chi,det,StafMa00,rec_td,0,,,,,
player,201311100chi,det,StafMa00,rec_long,0,,,,,
player,201311100chi,det,StafMa00,fumbles,1,,,,,
player,201311100chi,det,StafMa00,fumbles_lost,0,,,,,
player,201311100chi,det,BushRe00,pass_cmp,0,,,,,
player,201311100chi,det,BushRe00,pass_att,0,,,,,
player,201311100chi,det,BushRe00,pass_yds,0,,,,,
player,201311100chi,det,BushRe00,pass_td,0,,,,,
player,201311100chi,det,BushRe00,pass_int,0,,,,,
player,201311100chi,det,BushRe00,pass_sacked,0,,,,,
player,201311100chi,det,BushRe00,pass_sacked_yds,0,,,,,
player,201311100chi,det,BushRe00,pass_long,0,,,,,
player,201311100chi,det,BushRe00,pass_rating,,,,,,
player,201311100chi,det,BushRe00,rush_att,14,,,,,
player,201311100chi,det,BushRe00,rush_yds,105,,,,,
player,201311100chi,det,BushRe00,rush_td,0,,,,,
player,201311100chi,det,BushRe00,rush_long,39,,,,,
player,201311100chi,det,BushRe00,targets,6,,,,,
player,201311100chi,det,BushRe00,rec,3,,,,,
player,201311100chi,det,BushRe00,rec_yds,8,,,,,
player,201311100chi,det,BushRe00,rec_td,0,,,,,
player,201311100chi,det,BushRe00,rec_long,4,,,,,
player,201311100chi,det,BushRe00,fumbles,0,,,,,
player,201311100chi,det,BushRe00,fumbles_lost,0,,,,,
