game,2013,15,20131215,201312150mia,nwe,"New England Patriots",20,mia,"Miami Dolphins",24
team,201312150mia,nwe,First Downs,29,,,,,,
team,201312150mia,mia,First Downs,20,,,,,,
team,201312150mia,nwe,Rush-Yds-TDs,22-96-0,,,,,,
team,201312150mia,mia,Rush-Yds-TDs,23-89-0,,,,,,
team,201312150mia,nwe,Cmp-Att-Yd-TD-INT,34-55-364-2-1,,,,,,
team,201312150mia,mia,Cmp-Att-Yd-TD-INT,25-37-312-3-0,,,,,,
team,201312150mia,nwe,Sacked-Yards,1-7,,,,,,
team,201312150mia,mia,Sacked-Yards,4-23,,,,,,
team,201312150mia,nwe,Net Pass Yards,357,,,,,,
team,201312150mia,mia,Net Pass Yards,289,,,,,,
team,201312150mia,nwe,Total Yards,453,,,,,,
team,201312150mia,mia,Total Yards,378,,,,,,
team,201312150mia,nwe,Fumbles-Lost,0-0,,,,,,
team,201312150mia,mia,Fumbles-Lost,2-1,,,,,,
team,201312150mia,nwe,Turnovers,1,,,,,,
team,201312150mia,mia,Turnovers,1,,,,,,
team,201312150mia,nwe,Penalties-Yards,1-2,,,,,,
team,201312150mia,mia,Penalties-Yards,4-21,,,,,,
team,201312150mia,nwe,Third Down Conv.,9-17,,,,,,
team,201312150mia,mia,Third Down Conv.,4-11,,,,,,
team,201312150mia,nwe,Fourth Down Conv.,1-2,,,,,,
team,201312150mia,mia,Fourth Down Conv.,1-2,,,,,,
team,201312150mia,nwe,Time of Possession,31:21,,,,,,
team,201312150mia,mia,Time of Possession,28:39,,,,,,
player,201312150mia,nwe,BradTo00,pass_cmp,34,,,,,
player,201312150mia,nwe,BradTo00,pass_att,55,,,,,
player,201312150mia,nwe,BradTo00,pass_yds,364,,,,,
player,201312150mia,nwe,BradTo00,pass_td,2,,,,,
player,201312150mia,nwe,BradTo00,pass_int,1,,,,,
player,201312150mia,nwe,BradTo00,pass_sacked,1,,,,,
player,201312150mia,nwe,BradTo00,pass_sacked_yds,7,,,,,
player,201312150mia,nwe,BradTo00,pass_long,30,,,,,
player,201312150mia,nwe,BradTo00,pass_rating,85.7,,,,,
player,201312150mia,nwe,BradTo00,rush_att,0,,,,,
player,201312150mia,nwe,BradTo00,rush_yds,0,,,,,
player,201312150mia,nwe,BradTo00,rush_td,0,,,,,
player,201312150mia,nwe,BradTo00,rush_long,0,,,,,
player,201312150mia,nwe,BradTo00,targets,0,,,,,
player,201312150mia,nwe,BradTo00,rec,0,,,,,
player,201312150mia,nwe,BradTo00,rec_yds,0,,,,,
player,201312150mia,nwe,BradTo00,rec_td,0,,,,,
player,201312150mia,nwe,BradTo00,rec_long,0,,,,,
player,201312150mia,nwe,BradTo00,fumbles,0,,,,,
player,201312150mia,nwe,BradTo00,fumbles_lost,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_cmp,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_att,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_yds,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_td,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_int,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_sacked,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_long,0,,,,,
player,201312150mia,nwe,BlouLe00,pass_rating,,,,,,
player,201312150mia,nwe,BlouLe00,rush_att,11,,,,,
player,201312150mia,nwe,BlouLe00,rush_yds,47,,,,,
player,201312150mia,nwe,BlouLe00,rush_td,0,,,,,
player,201312150mia,nwe,BlouLe00,rush_long,11,,,,,
player,201312150mia,nwe,BlouLe00,targets,1,,,,,
player,201312150mia,nwe,BlouLe00,rec,1,,,,,
player,201312150mia,nwe,BlouLe00,rec_yds,6,,,,,
player,201312150mia,nwe,BlouLe00,rec_td,0,,,,,
player,201312150mia,nwe,BlouLe00,rec_long,6,,,,,
player,201312150mia,nwe,BlouLe00,fumbles,0,,,,,
player,201312150mia,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_cmp,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_att,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_yds,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_td,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_int,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_sacked,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_long,0,,,,,
player,201312150mia,nwe,RidlSt00,pass_rating,,,,,,
player,201312150mia,nwe,RidlSt00,rush_att,8,,,,,
player,201312150mia,nwe,RidlSt00,rush_yds,34,,,,,
player,201312150mia,nwe,RidlSt00,rush_td,0,,,,,
player,201312150mia,nwe,RidlSt00,rush_long,11,,,,,
player,201312150mia,nwe,RidlSt00,targets,0,,,,,
player,201312150mia,nwe,RidlSt00,rec,0,,,,,
player,201312150mia,nwe,RidlSt00,rec_yds,0,,,,,
player,201312150mia,nwe,RidlSt00,rec_td,0,,,,,
player,201312150mia,nwe,RidlSt00,rec_long,0,,,,,
player,201312150mia,nwe,RidlSt00,fumbles,0,,,,,
player,201312150mia,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201312150mia,nwe,VereSh00,pass_cmp,0,,,,,
player,201312150mia,nwe,VereSh00,pass_att,0,,,,,
player,201312150mia,nwe,VereSh00,pass_yds,0,,,,,
player,201312150mia,nwe,VereSh00,pass_td,0,,,,,
player,201312150mia,nwe,VereSh00,pass_int,0,,,,,
player,201312150mia,nwe,VereSh00,pass_sacked,0,,,,,
player,201312150mia,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201312150mia,nwe,VereSh00,pass_long,0,,,,,
player,201312150mia,nwe,VereSh00,pass_rating,,,,,,
player,201312150mia,nwe,VereSh00,rush_att,2,,,,,
player,201312150mia,nwe,VereSh00,rush_yds,13,,,,,
player,201312150mia,nwe,VereSh00,rush_td,0,,,,,
player,201312150mia,nwe,VereSh00,rush_long,7,,,,,
player,201312150mia,nwe,VereSh00,targets,7,,,,,
player,201312150mia,nwe,VereSh00,rec,3,,,,,
player,201312150mia,nwe,VereSh00,rec_yds,8,,,,,
player,201312150mia,nwe,VereSh00,rec_td,0,,,,,
player,201312150mia,nwe,VereSh00,rec_long,6,,,,,
player,201312150mia,nwe,VereSh00,fumbles,0,,,,,
player,201312150mia,nwe,VereSh00,fumbles_lost,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_cmp,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_att,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_yds,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_td,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_int,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_sacked,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_long,0,,,,,
player,201312150mia,nwe,DeveJa00,pass_rating,,,,,,
player,201312150mia,nwe,DeveJa00,rush_att,1,,,,,
player,201312150mia,nwe,DeveJa00,rush_yds,2,,,,,
player,201312150mia,nwe,DeveJa00,rush_td,0,,,,,
player,201312150mia,nwe,DeveJa00,rush_long,2,,,,,
player,201312150mia,nwe,DeveJa00,targets,0,,,,,
player,201312150mia,nwe,DeveJa00,rec,0,,,,,
player,201312150mia,nwe,DeveJa00,rec_yds,0,,,,,
player,201312150mia,nwe,DeveJa00,rec_td,0,,,,,
player,201312150mia,nwe,DeveJa00,rec_long,0,,,,,
player,201312150mia,nwe,DeveJa00,fumbles,0,,,,,
player,201312150mia,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_cmp,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_att,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_yds,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_td,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_int,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_sacked,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_long,0,,,,,
player,201312150mia,nwe,EdelJu00,pass_rating,,,,,,
player,201312150mia,nwe,EdelJu00,rush_att,0,,,,,
player,201312150mia,nwe,EdelJu00,rush_yds,0,,,,,
