game,2013,16,20131222,201312220rav,nwe,"New England Patriots",41,rav,"Baltimore Ravens",7
player,201312220rav,nwe,RyanLo00,tackles_assists,1,,,,,
player,201312220rav,nwe,RyanLo00,tackles_loss,0,,,,,
player,201312220rav,nwe,RyanLo00,qb_hits,0,,,,,
player,201312220rav,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201312220rav,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201312220rav,nwe,WilsTa00,def_int,1,,,,,
player,201312220rav,nwe,WilsTa00,def_int_yds,74,,,,,
player,201312220rav,nwe,WilsTa00,def_int_td,1,,,,,
player,201312220rav,nwe,WilsTa00,def_int_long,74,,,,,
player,201312220rav,nwe,WilsTa00,pass_defended,1,,,,,
player,201312220rav,nwe,WilsTa00,sacks,0.0,,,,,
player,201312220rav,nwe,WilsTa00,tackles_combined,1,,,,,
player,201312220rav,nwe,WilsTa00,tackles_solo,1,,,,,
player,201312220rav,nwe,WilsTa00,tackles_assists,0,,,,,
player,201312220rav,nwe,WilsTa00,tackles_loss,0,,,,,
player,201312220rav,nwe,WilsTa00,qb_hits,0,,,,,
player,201312220rav,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201312220rav,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201312220rav,nwe,ArriKy00,def_int,0,,,,,
player,201312220rav,nwe,ArriKy00,def_int_yds,0,,,,,
player,201312220rav,nwe,ArriKy00,def_int_td,0,,,,,
player,201312220rav,nwe,ArriKy00,def_int_long,0,,,,,
player,201312220rav,nwe,ArriKy00,pass_defended,1,,,,,
player,201312220rav,nwe,ArriKy00,sacks,1.0,,,,,
player,201312220rav,nwe,ArriKy00,tackles_combined,8,,,,,
player,201312220rav,nwe,ArriKy00,tackles_solo,4,,,,,
player,201312220rav,nwe,ArriKy00,tackles_assists,4,,,,,
player,201312220rav,nwe,ArriKy00,tackles_loss,1,,,,,
player,201312220rav,nwe,ArriKy00,qb_hits,1,,,,,
player,201312220rav,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201312220rav,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201312220rav,nwe,NinkRo20,def_int,0,,,,,
player,201312220rav,nwe,NinkRo20,def_int_yds,0,,,,,
player,201312220rav,nwe,NinkRo20,def_int_td,0,,,,,
player,201312220rav,nwe,NinkRo20,def_int_long,0,,,,,
player,201312220rav,nwe,NinkRo20,pass_defended,0,,,,,
player,201312220rav,nwe,NinkRo20,sacks,1.0,,,,,
player,201312220rav,nwe,NinkRo20,tackles_combined,6,,,,,
player,201312220rav,nwe,NinkRo20,tackles_solo,3,,,,,
player,201312220rav,nwe,NinkRo20,tackles_assists,3,,,,,
player,201312220rav,nwe,NinkRo20,tackles_loss,1,,,,,
player,201312220rav,nwe,NinkRo20,qb_hits,1,,,,,
player,201312220rav,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201312220rav,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201312220rav,nwe,SiliSe00,def_int,0,,,,,
player,201312220rav,nwe,SiliSe00,def_int_yds,0,,,,,
player,201312220rav,nwe,SiliSe00,def_int_td,0,,,,,
player,201312220rav,nwe,SiliSe00,def_int_long,0,,,,,
player,201312220rav,nwe,SiliSe00,pass_defended,0,,,,,
player,201312220rav,nwe,SiliSe00,sacks,1.0,,,,,
player,201312220rav,nwe,SiliSe00,tackles_combined,4,,,,,
player,201312220rav,nwe,SiliSe00,tackles_solo,1,,,,,
player,201312220rav,nwe,SiliSe00,tackles_assists,3,,,,,
player,201312220rav,nwe,SiliSe00,tackles_loss,1,,,,,
player,201312220rav,nwe,SiliSe00,qb_hits,1,,,,,
player,201312220rav,nwe,SiliSe00,fumbles_rec,0,,,,,
player,201312220rav,nwe,SiliSe00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,SiliSe00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,SiliSe00,fumbles_forced,0,,,,,
player,201312220rav,nwe,CartAn20,def_int,0,,,,,
player,201312220rav,nwe,CartAn20,def_int_yds,0,,,,,
player,201312220rav,nwe,CartAn20,def_int_td,0,,,,,
player,201312220rav,nwe,CartAn20,def_int_long,0,,,,,
player,201312220rav,nwe,CartAn20,pass_defended,0,,,,,
player,201312220rav,nwe,CartAn20,sacks,1.0,,,,,
player,201312220rav,nwe,CartAn20,tackles_combined,2,,,,,
player,201312220rav,nwe,CartAn20,tackles_solo,2,,,,,
player,201312220rav,nwe,CartAn20,tackles_assists,0,,,,,
player,201312220rav,nwe,CartAn20,tackles_loss,1,,,,,
player,201312220rav,nwe,CartAn20,qb_hits,2,,,,,
player,201312220rav,nwe,CartAn20,fumbles_rec,0,,,,,
player,201312220rav,nwe,CartAn20,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,CartAn20,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,CartAn20,fumbles_forced,0,,,,,
player,201312220rav,nwe,SpikBr99,def_int,0,,,,,
player,201312220rav,nwe,SpikBr99,def_int_yds,0,,,,,
player,201312220rav,nwe,SpikBr99,def_int_td,0,,,,,
player,201312220rav,nwe,SpikBr99,def_int_long,0,,,,,
player,201312220rav,nwe,SpikBr99,pass_defended,0,,,,,
player,201312220rav,nwe,SpikBr99,sacks,0.0,,,,,
player,201312220rav,nwe,SpikBr99,tackles_combined,7,,,,,
player,201312220rav,nwe,SpikBr99,tackles_solo,3,,,,,
player,201312220rav,nwe,SpikBr99,tackles_assists,4,,,,,
player,201312220rav,nwe,SpikBr99,tackles_loss,1,,,,,
player,201312220rav,nwe,SpikBr99,qb_hits,0,,,,,
player,201312220rav,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201312220rav,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201312220rav,nwe,GregSt20,def_int,0,,,,,
player,201312220rav,nwe,GregSt20,def_int_yds,0,,,,,
player,201312220rav,nwe,GregSt20,def_int_td,0,,,,,
player,201312220rav,nwe,GregSt20,def_int_long,0,,,,,
player,201312220rav,nwe,GregSt20,pass_defended,0,,,,,
player,201312220rav,nwe,GregSt20,sacks,0.0,,,,,
player,201312220rav,nwe,GregSt20,tackles_combined,6,,,,,
player,201312220rav,nwe,GregSt20,tackles_solo,3,,,,,
player,201312220rav,nwe,GregSt20,tackles_assists,3,,,,,
player,201312220rav,nwe,GregSt20,tackles_loss,0,,,,,
player,201312220rav,nwe,GregSt20,qb_hits,0,,,,,
player,201312220rav,nwe,GregSt20,fumbles_rec,0,,,,,
player,201312220rav,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,GregSt20,fumbles_forced,0,,,,,
player,201312220rav,nwe,HighDo01,def_int,0,,,,,
player,201312220rav,nwe,HighDo01,def_int_yds,0,,,,,
player,201312220rav,nwe,HighDo01,def_int_td,0,,,,,
player,201312220rav,nwe,HighDo01,def_int_long,0,,,,,
player,201312220rav,nwe,HighDo01,pass_defended,1,,,,,
player,201312220rav,nwe,HighDo01,sacks,0.0,,,,,
player,201312220rav,nwe,HighDo01,tackles_combined,6,,,,,
player,201312220rav,nwe,HighDo01,tackles_solo,3,,,,,
player,201312220rav,nwe,HighDo01,tackles_assists,3,,,,,
player,201312220rav,nwe,HighDo01,tackles_loss,0,,,,,
player,201312220rav,nwe,HighDo01,qb_hits,1,,,,,
player,201312220rav,nwe,HighDo01,fumbles_rec,0,,,,,
player,201312220rav,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,HighDo01,fumbles_forced,0,,,,,
player,201312220rav,nwe,TaliAq99,def_int,0,,,,,
player,201312220rav,nwe,TaliAq99,def_int_yds,0,,,,,
player,201312220rav,nwe,TaliAq99,def_int_td,0,,,,,
player,201312220rav,nwe,TaliAq99,def_int_long,0,,,,,
player,201312220rav,nwe,TaliAq99,pass_defended,0,,,,,
player,201312220rav,nwe,TaliAq99,sacks,0.0,,,,,
player,201312220rav,nwe,TaliAq99,tackles_combined,6,,,,,
player,201312220rav,nwe,TaliAq99,tackles_solo,4,,,,,
player,201312220rav,nwe,TaliAq99,tackles_assists,2,,,,,
player,201312220rav,nwe,TaliAq99,tackles_loss,0,,,,,
player,201312220rav,nwe,TaliAq99,qb_hits,0,,,,,
player,201312220rav,nwe,TaliAq99,fumbles_rec,0,,,,,
player,201312220rav,nwe,TaliAq99,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,TaliAq99,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,TaliAq99,fumbles_forced,0,,,,,
player,201312220rav,nwe,JoneCh04,def_int,0,,,,,
player,201312220rav,nwe,JoneCh04,def_int_yds,0,,,,,
player,201312220rav,nwe,JoneCh04,def_int_td,0,,,,,
player,201312220rav,nwe,JoneCh04,def_int_long,0,,,,,
player,201312220rav,nwe,JoneCh04,pass_defended,0,,,,,
player,201312220rav,nwe,JoneCh04,sacks,0.0,,,,,
player,201312220rav,nwe,JoneCh04,tackles_combined,5,,,,,
player,201312220rav,nwe,JoneCh04,tackles_solo,4,,,,,
player,201312220rav,nwe,JoneCh04,tackles_assists,1,,,,,
player,201312220rav,nwe,JoneCh04,tackles_loss,0,,,,,
player,201312220rav,nwe,JoneCh04,qb_hits,0,,,,,
player,201312220rav,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201312220rav,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201312220rav,nwe,CollJa00,def_int,0,,,,,
player,201312220rav,nwe,CollJa00,def_int_yds,0,,,,,
player,201312220rav,nwe,CollJa00,def_int_td,0,,,,,
player,201312220rav,nwe,CollJa00,def_int_long,0,,,,,
player,201312220rav,nwe,CollJa00,pass_defended,2,,,,,
player,201312220rav,nwe,CollJa00,sacks,0.0,,,,,
player,201312220rav,nwe,CollJa00,tackles_combined,4,,,,,
player,201312220rav,nwe,CollJa00,tackles_solo,3,,,,,
player,201312220rav,nwe,CollJa00,tackles_assists,1,,,,,
player,201312220rav,nwe,CollJa00,tackles_loss,0,,,,,
player,201312220rav,nwe,CollJa00,qb_hits,0,,,,,
player,201312220rav,nwe,CollJa00,fumbles_rec,0,,,,,
player,201312220rav,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,CollJa00,fumbles_forced,0,,,,,
player,201312220rav,nwe,HarmDu00,def_int,0,,,,,
player,201312220rav,nwe,HarmDu00,def_int_yds,0,,,,,
player,201312220rav,nwe,HarmDu00,def_int_td,0,,,,,
player,201312220rav,nwe,HarmDu00,def_int_long,0,,,,,
player,201312220rav,nwe,HarmDu00,pass_defended,1,,,,,
player,201312220rav,nwe,HarmDu00,sacks,0.0,,,,,
player,201312220rav,nwe,HarmDu00,tackles_combined,3,,,,,
player,201312220rav,nwe,HarmDu00,tackles_solo,2,,,,,
player,201312220rav,nwe,HarmDu00,tackles_assists,1,,,,,
player,201312220rav,nwe,HarmDu00,tackles_loss,0,,,,,
player,201312220rav,nwe,HarmDu00,qb_hits,0,,,,,
player,201312220rav,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201312220rav,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201312220rav,nwe,McCoDe99,def_int,0,,,,,
player,201312220rav,nwe,McCoDe99,def_int_yds,0,,,,,
player,201312220rav,nwe,McCoDe99,def_int_td,0,,,,,
player,201312220rav,nwe,McCoDe99,def_int_long,0,,,,,
player,201312220rav,nwe,McCoDe99,pass_defended,2,,,,,
player,201312220rav,nwe,McCoDe99,sacks,0.0,,,,,
player,201312220rav,nwe,McCoDe99,tackles_combined,3,,,,,
player,201312220rav,nwe,McCoDe99,tackles_solo,2,,,,,
player,201312220rav,nwe,McCoDe99,tackles_assists,1,,,,,
player,201312220rav,nwe,McCoDe99,tackles_loss,0,,,,,
player,201312220rav,nwe,McCoDe99,qb_hits,0,,,,,
player,201312220rav,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201312220rav,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201312220rav,nwe,BuchMi00,def_int,0,,,,,
player,201312220rav,nwe,BuchMi00,def_int_yds,0,,,,,
player,201312220rav,nwe,BuchMi00,def_int_td,0,,,,,
player,201312220rav,nwe,BuchMi00,def_int_long,0,,,,,
player,201312220rav,nwe,BuchMi00,pass_defended,0,,,,,
player,201312220rav,nwe,BuchMi00,sacks,0.0,,,,,
player,201312220rav,nwe,BuchMi00,tackles_combined,2,,,,,
player,201312220rav,nwe,BuchMi00,tackles_solo,2,,,,,
player,201312220rav,nwe,BuchMi00,tackles_assists,0,,,,,
player,201312220rav,nwe,BuchMi00,tackles_loss,0,,,,,
player,201312220rav,nwe,BuchMi00,qb_hits,0,,,,,
player,201312220rav,nwe,BuchMi00,fumbles_rec,0,,,,,
player,201312220rav,nwe,BuchMi00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,BuchMi00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,BuchMi00,fumbles_forced,0,,,,,
player,201312220rav,nwe,JoneCh03,def_int,0,,,,,
player,201312220rav,nwe,JoneCh03,def_int_yds,0,,,,,
player,201312220rav,nwe,JoneCh03,def_int_td,0,,,,,
player,201312220rav,nwe,JoneCh03,def_int_long,0,,,,,
player,201312220rav,nwe,JoneCh03,pass_defended,0,,,,,
player,201312220rav,nwe,JoneCh03,sacks,0.0,,,,,
player,201312220rav,nwe,JoneCh03,tackles_combined,2,,,,,
player,201312220rav,nwe,JoneCh03,tackles_solo,0,,,,,
player,201312220rav,nwe,JoneCh03,tackles_assists,2,,,,,
player,201312220rav,nwe,JoneCh03,tackles_loss,0,,,,,
player,201312220rav,nwe,JoneCh03,qb_hits,2,,,,,
player,201312220rav,nwe,JoneCh03,fumbles_rec,1,,,,,
player,201312220rav,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,JoneCh03,fumbles_rec_td,1,,,,,
player,201312220rav,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201312220rav,nwe,SlatMa00,def_int,0,,,,,
player,201312220rav,nwe,SlatMa00,def_int_yds,0,,,,,
player,201312220rav,nwe,SlatMa00,def_int_td,0,,,,,
player,201312220rav,nwe,SlatMa00,def_int_long,0,,,,,
player,201312220rav,nwe,SlatMa00,pass_defended,0,,,,,
player,201312220rav,nwe,SlatMa00,sacks,0.0,,,,,
player,201312220rav,nwe,SlatMa00,tackles_combined,2,,,,,
player,201312220rav,nwe,SlatMa00,tackles_solo,2,,,,,
player,201312220rav,nwe,SlatMa00,tackles_assists,0,,,,,
player,201312220rav,nwe,SlatMa00,tackles_loss,0,,,,,
player,201312220rav,nwe,SlatMa00,qb_hits,0,,,,,
player,201312220rav,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201312220rav,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201312220rav,nwe,VellJo00,def_int,0,,,,,
player,201312220rav,nwe,VellJo00,def_int_yds,0,,,,,
player,201312220rav,nwe,VellJo00,def_int_td,0,,,,,
player,201312220rav,nwe,VellJo00,def_int_long,0,,,,,
player,201312220rav,nwe,VellJo00,pass_defended,0,,,,,
player,201312220rav,nwe,VellJo00,sacks,0.0,,,,,
player,201312220rav,nwe,VellJo00,tackles_combined,2,,,,,
player,201312220rav,nwe,VellJo00,tackles_solo,0,,,,,
player,201312220rav,nwe,VellJo00,tackles_assists,2,,,,,
player,201312220rav,nwe,VellJo00,tackles_loss,0,,,,,
player,201312220rav,nwe,VellJo00,qb_hits,0,,,,,
player,201312220rav,nwe,VellJo00,fumbles_rec,0,,,,,
player,201312220rav,nwe,VellJo00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,VellJo00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,VellJo00,fumbles_forced,0,,,,,
player,201312220rav,nwe,AlleRy01,def_int,0,,,,,
player,201312220rav,nwe,AlleRy01,def_int_yds,0,,,,,
player,201312220rav,nwe,AlleRy01,def_int_td,0,,,,,
player,201312220rav,nwe,AlleRy01,def_int_long,0,,,,,
player,201312220rav,nwe,AlleRy01,pass_defended,0,,,,,
player,201312220rav,nwe,AlleRy01,sacks,0.0,,,,,
player,201312220rav,nwe,AlleRy01,tackles_combined,1,,,,,
player,201312220rav,nwe,AlleRy01,tackles_solo,1,,,,,
player,201312220rav,nwe,AlleRy01,tackles_assists,0,,,,,
player,201312220rav,nwe,AlleRy01,tackles_loss,0,,,,,
player,201312220rav,nwe,AlleRy01,qb_hits,0,,,,,
player,201312220rav,nwe,AlleRy01,fumbles_rec,0,,,,,
player,201312220rav,nwe,AlleRy01,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,AlleRy01,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,AlleRy01,fumbles_forced,0,,,,,
player,201312220rav,nwe,BeauSt00,def_int,0,,,,,
player,201312220rav,nwe,BeauSt00,def_int_yds,0,,,,,
player,201312220rav,nwe,BeauSt00,def_int_td,0,,,,,
player,201312220rav,nwe,BeauSt00,def_int_long,0,,,,,
player,201312220rav,nwe,BeauSt00,pass_defended,0,,,,,
player,201312220rav,nwe,BeauSt00,sacks,0.0,,,,,
player,201312220rav,nwe,BeauSt00,tackles_combined,1,,,,,
player,201312220rav,nwe,BeauSt00,tackles_solo,0,,,,,
player,201312220rav,nwe,BeauSt00,tackles_assists,1,,,,,
player,201312220rav,nwe,BeauSt00,tackles_loss,0,,,,,
player,201312220rav,nwe,BeauSt00,qb_hits,0,,,,,
player,201312220rav,nwe,BeauSt00,fumbles_rec,0,,,,,
player,201312220rav,nwe,BeauSt00,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,BeauSt00,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,BeauSt00,fumbles_forced,0,,,,,
player,201312220rav,nwe,ColeMa01,def_int,0,,,,,
player,201312220rav,nwe,ColeMa01,def_int_yds,0,,,,,
player,201312220rav,nwe,ColeMa01,def_int_td,0,,,,,
player,201312220rav,nwe,ColeMa01,def_int_long,0,,,,,
player,201312220rav,nwe,ColeMa01,pass_defended,0,,,,,
player,201312220rav,nwe,ColeMa01,sacks,0.0,,,,,
player,201312220rav,nwe,ColeMa01,tackles_combined,1,,,,,
player,201312220rav,nwe,ColeMa01,tackles_solo,1,,,,,
player,201312220rav,nwe,ColeMa01,tackles_assists,0,,,,,
player,201312220rav,nwe,ColeMa01,tackles_loss,0,,,,,
player,201312220rav,nwe,ColeMa01,qb_hits,0,,,,,
player,201312220rav,nwe,ColeMa01,fumbles_rec,0,,,,,
player,201312220rav,nwe,ColeMa01,fumbles_rec_yds,0,,,,,
player,201312220rav,nwe,ColeMa01,fumbles_rec_td,0,,,,,
player,201312220rav,nwe,ColeMa01,fumbles_forced,0,,,,,
player,201312220rav,rav,SuggTe99,def_int,0,,,,,
player,201312220rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201312220rav,rav,SuggTe99,def_int_td,0,,,,,
player,201312220rav,rav,SuggTe99,def_int_long,0,,,,,
player,201312220rav,rav,SuggTe99,pass_defended,0,,,,,
player,201312220rav,rav,SuggTe99,sacks,1.0,,,,,
player,201312220rav,rav,SuggTe99,tackles_combined,5,,,,,
player,201312220rav,rav,SuggTe99,tackles_solo,2,,,,,
player,201312220rav,rav,SuggTe99,tackles_assists,3,,,,,
player,201312220rav,rav,SuggTe99,tackles_loss,2,,,,,
player,201312220rav,rav,SuggTe99,qb_hits,2,,,,,
player,201312220rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201312220rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201312220rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201312220rav,rav,SmitDa24,def_int,0,,,,,
player,201312220rav,rav,SmitDa24,def_int_yds,0,,,,,
player,201312220rav,rav,SmitDa24,def_int_td,0,,,,,
player,201312220rav,rav,SmitDa24,def_int_long,0,,,,,
player,201312220rav,rav,SmitDa24,pass_defended,1,,,,,
player,201312220rav,rav,SmitDa24,sacks,0.5,,,,,
player,201312220rav,rav,SmitDa24,tackles_combined,11,,,,,
player,201312220rav,rav,SmitDa24,tackles_solo,4,,,,,
player,201312220rav,rav,SmitDa24,tackles_assists,7,,,,,
player,201312220rav,rav,SmitDa24,tackles_loss,0,,,,,
player,201312220rav,rav,SmitDa24,qb_hits,1,,,,,
player,201312220rav,rav,SmitDa24,fumbles_rec,0,,,,,
player,201312220rav,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201312220rav,rav,SmitDa24,fumbles_forced,0,,,,,
player,201312220rav,rav,UpshCo00,def_int,0,,,,,
player,201312220rav,rav,UpshCo00,def_int_yds,0,,,,,
player,201312220rav,rav,UpshCo00,def_int_td,0,,,,,
player,201312220rav,rav,UpshCo00,def_int_long,0,,,,,
player,201312220rav,rav,UpshCo00,pass_defended,0,,,,,
player,201312220rav,rav,UpshCo00,sacks,0.5,,,,,
player,201312220rav,rav,UpshCo00,tackles_combined,2,,,,,
player,201312220rav,rav,UpshCo00,tackles_solo,0,,,,,
player,201312220rav,rav,UpshCo00,tackles_assists,2,,,,,
player,201312220rav,rav,UpshCo00,tackles_loss,0,,,,,
player,201312220rav,rav,UpshCo00,qb_hits,1,,,,,
player,201312220rav,rav,UpshCo00,fumbles_rec,0,,,,,
player,201312220rav,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201312220rav,rav,UpshCo00,fumbles_forced,0,,,,,
player,201312220rav,rav,JoneAr22,def_int,0,,,,,
player,201312220rav,rav,JoneAr22,def_int_yds,0,,,,,
player,201312220rav,rav,JoneAr22,def_int_td,0,,,,,
player,201312220rav,rav,JoneAr22,def_int_long,0,,,,,
player,201312220rav,rav,JoneAr22,pass_defended,0,,,,,
player,201312220rav,rav,JoneAr22,sacks,0.0,,,,,
player,201312220rav,rav,JoneAr22,tackles_combined,8,,,,,
player,201312220rav,rav,JoneAr22,tackles_solo,4,,,,,
player,201312220rav,rav,JoneAr22,tackles_assists,4,,,,,
player,201312220rav,rav,JoneAr22,tackles_loss,1,,,,,
player,201312220rav,rav,JoneAr22,qb_hits,0,,,,,
player,201312220rav,rav,JoneAr22,fumbles_rec,0,,,,,
player,201312220rav,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201312220rav,rav,JoneAr22,fumbles_forced,0,,,,,
player,201312220rav,rav,McClJa01,def_int,0,,,,,
player,201312220rav,rav,McClJa01,def_int_yds,0,,,,,
player,201312220rav,rav,McClJa01,def_int_td,0,,,,,
player,201312220rav,rav,McClJa01,def_int_long,0,,,,,
player,201312220rav,rav,McClJa01,pass_defended,0,,,,,
player,201312220rav,rav,McClJa01,sacks,0.0,,,,,
player,201312220rav,rav,McClJa01,tackles_combined,8,,,,,
player,201312220rav,rav,McClJa01,tackles_solo,3,,,,,
player,201312220rav,rav,McClJa01,tackles_assists,5,,,,,
player,201312220rav,rav,McClJa01,tackles_loss,0,,,,,
player,201312220rav,rav,McClJa01,qb_hits,0,,,,,
player,201312220rav,rav,McClJa01,fumbles_rec,0,,,,,
player,201312220rav,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201312220rav,rav,McClJa01,fumbles_forced,0,,,,,
player,201312220rav,rav,ElamMa00,def_int,0,,,,,
player,201312220rav,rav,ElamMa00,def_int_yds,0,,,,,
player,201312220rav,rav,ElamMa00,def_int_td,0,,,,,
player,201312220rav,rav,ElamMa00,def_int_long,0,,,,,
player,201312220rav,rav,ElamMa00,pass_defended,0,,,,,
player,201312220rav,rav,ElamMa00,sacks,0.0,,,,,
player,201312220rav,rav,ElamMa00,tackles_combined,6,,,,,
player,201312220rav,rav,ElamMa00,tackles_solo,2,,,,,
player,201312220rav,rav,ElamMa00,tackles_assists,4,,,,,
player,201312220rav,rav,ElamMa00,tackles_loss,0,,,,,
player,201312220rav,rav,ElamMa00,qb_hits,0,,,,,
player,201312220rav,rav,ElamMa00,fumbles_rec,0,,,,,
player,201312220rav,rav,ElamMa00,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,ElamMa00,fumbles_rec_td,0,,,,,
player,201312220rav,rav,ElamMa00,fumbles_forced,0,,,,,
player,201312220rav,rav,NgatHa20,def_int,0,,,,,
player,201312220rav,rav,NgatHa20,def_int_yds,0,,,,,
player,201312220rav,rav,NgatHa20,def_int_td,0,,,,,
player,201312220rav,rav,NgatHa20,def_int_long,0,,,,,
player,201312220rav,rav,NgatHa20,pass_defended,1,,,,,
player,201312220rav,rav,NgatHa20,sacks,0.0,,,,,
player,201312220rav,rav,NgatHa20,tackles_combined,6,,,,,
player,201312220rav,rav,NgatHa20,tackles_solo,0,,,,,
player,201312220rav,rav,NgatHa20,tackles_assists,6,,,,,
player,201312220rav,rav,NgatHa20,tackles_loss,0,,,,,
player,201312220rav,rav,NgatHa20,qb_hits,0,,,,,
player,201312220rav,rav,NgatHa20,fumbles_rec,0,,,,,
player,201312220rav,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201312220rav,rav,NgatHa20,fumbles_forced,0,,,,,
player,201312220rav,rav,IhedJa00,def_int,0,,,,,
player,201312220rav,rav,IhedJa00,def_int_yds,0,,,,,
player,201312220rav,rav,IhedJa00,def_int_td,0,,,,,
player,201312220rav,rav,IhedJa00,def_int_long,0,,,,,
player,201312220rav,rav,IhedJa00,pass_defended,0,,,,,
player,201312220rav,rav,IhedJa00,sacks,0.0,,,,,
player,201312220rav,rav,IhedJa00,tackles_combined,4,,,,,
player,201312220rav,rav,IhedJa00,tackles_solo,2,,,,,
player,201312220rav,rav,IhedJa00,tackles_assists,2,,,,,
player,201312220rav,rav,IhedJa00,tackles_loss,0,,,,,
player,201312220rav,rav,IhedJa00,qb_hits,0,,,,,
player,201312220rav,rav,IhedJa00,fumbles_rec,0,,,,,
player,201312220rav,rav,IhedJa00,fumbles_rec_yds,0,,,,,
player,201312220rav,rav,IhedJa00,fumbles_rec_td,0,,,,,
player,201312220rav,rav,IhedJa00,fumbles_forced,0,,,,,
player,201312220rav,rav,SmitJi03,def_int,0,,,,,
