game,2013,2,20130915,201309150rav,cle,"Cleveland Browns",6,rav,"Baltimore Ravens",14
team,201309150rav,cle,First Downs,13,,,,,,
team,201309150rav,rav,First Downs,19,,,,,,
team,201309150rav,cle,Rush-Yds-TDs,20-65-0,,,,,,
team,201309150rav,rav,Rush-Yds-TDs,36-99-1,,,,,,
team,201309150rav,cle,Cmp-Att-Yd-TD-INT,22-37-233-0-0,,,,,,
team,201309150rav,rav,Cmp-Att-Yd-TD-INT,22-33-211-1-0,,,,,,
team,201309150rav,cle,Sacked-Yards,5-39,,,,,,
team,201309150rav,rav,Sacked-Yards,2-14,,,,,,
team,201309150rav,cle,Net Pass Yards,194,,,,,,
team,201309150rav,rav,Net Pass Yards,197,,,,,,
team,201309150rav,cle,Total Yards,259,,,,,,
team,201309150rav,rav,Total Yards,296,,,,,,
team,201309150rav,cle,Fumbles-Lost,0-0,,,,,,
team,201309150rav,rav,Fumbles-Lost,1-1,,,,,,
team,201309150rav,cle,Turnovers,0,,,,,,
team,201309150rav,rav,Turnovers,1,,,,,,
team,201309150rav,cle,Penalties-Yards,5-33,,,,,,
team,201309150rav,rav,Penalties-Yards,3-41,,,,,,
team,201309150rav,cle,Third Down Conv.,4-15,,,,,,
team,201309150rav,rav,Third Down Conv.,8-16,,,,,,
team,201309150rav,cle,Fourth Down Conv.,0-2,,,,,,
team,201309150rav,rav,Fourth Down Conv.,0-0,,,,,,
team,201309150rav,cle,Time of Possession,29:25,,,,,,
team,201309150rav,rav,Time of Possession,30:35,,,,,,
player,201309150rav,cle,WeedBr00,pass_cmp,21,,,,,
player,201309150rav,cle,WeedBr00,pass_att,33,,,,,
player,201309150rav,cle,WeedBr00,pass_yds,227,,,,,
player,201309150rav,cle,WeedBr00,pass_td,0,,,,,
player,201309150rav,cle,WeedBr00,pass_int,0,,,,,
player,201309150rav,cle,WeedBr00,pass_sacked,5,,,,,
player,201309150rav,cle,WeedBr00,pass_sacked_yds,39,,,,,
player,201309150rav,cle,WeedBr00,pass_long,53,,,,,
player,201309150rav,cle,WeedBr00,pass_rating,83.8,,,,,
player,201309150rav,cle,WeedBr00,rush_att,2,,,,,
player,201309150rav,cle,WeedBr00,rush_yds,7,,,,,
player,201309150rav,cle,WeedBr00,rush_td,0,,,,,
player,201309150rav,cle,WeedBr00,rush_long,5,,,,,
player,201309150rav,cle,WeedBr00,targets,0,,,,,
player,201309150rav,cle,WeedBr00,rec,0,,,,,
player,201309150rav,cle,WeedBr00,rec_yds,0,,,,,
player,201309150rav,cle,WeedBr00,rec_td,0,,,,,
player,201309150rav,cle,WeedBr00,rec_long,0,,,,,
player,201309150rav,cle,WeedBr00,fumbles,0,,,,,
player,201309150rav,cle,WeedBr00,fumbles_lost,0,,,,,
player,201309150rav,cle,CampJa00,pass_cmp,1,,,,,
player,201309150rav,cle,CampJa00,pass_att,4,,,,,
player,201309150rav,cle,CampJa00,pass_yds,6,,,,,
player,201309150rav,cle,CampJa00,pass_td,0,,,,,
player,201309150rav,cle,CampJa00,pass_int,0,,,,,
player,201309150rav,cle,CampJa00,pass_sacked,0,,,,,
player,201309150rav,cle,CampJa00,pass_sacked_yds,0,,,,,
player,201309150rav,cle,CampJa00,pass_long,6,,,,,
player,201309150rav,cle,CampJa00,pass_rating,39.6,,,,,
player,201309150rav,cle,CampJa00,rush_att,0,,,,,
player,201309150rav,cle,CampJa00,rush_yds,0,,,,,
player,201309150rav,cle,CampJa00,rush_td,0,,,,,
