game,2013,12,20131124,201311240nyg,dal,"Dallas Cowboys",24,nyg,"New York Giants",21
team,201311240nyg,dal,First Downs,24,,,,,,
team,201311240nyg,nyg,First Downs,22,,,,,,
team,201311240nyg,dal,Rush-Yds-TDs,20-107-0,,,,,,
team,201311240nyg,nyg,Rush-Yds-TDs,30-202-0,,,,,,
team,201311240nyg,dal,Cmp-Att-Yd-TD-INT,23-38-234-2-1,,,,,,
team,201311240nyg,nyg,Cmp-Att-Yd-TD-INT,16-30-174-2-0,,,,,,
team,201311240nyg,dal,Sacked-Yards,4-30,,,,,,
team,201311240nyg,nyg,Sacked-Yards,2-20,,,,,,
team,201311240nyg,dal,Net Pass Yards,204,,,,,,
team,201311240nyg,nyg,Net Pass Yards,154,,,,,,
team,201311240nyg,dal,Total Yards,311,,,,,,
team,201311240nyg,nyg,Total Yards,356,,,,,,
team,201311240nyg,dal,Fumbles-Lost,1-0,,,,,,
team,201311240nyg,nyg,Fumbles-Lost,1-1,,,,,,
team,201311240nyg,dal,Turnovers,1,,,,,,
team,201311240nyg,nyg,Turnovers,1,,,,,,
team,201311240nyg,dal,Penalties-Yards,11-85,,,,,,
team,201311240nyg,nyg,Penalties-Yards,11-81,,,,,,
team,201311240nyg,dal,Third Down Conv.,4-11,,,,,,
team,201311240nyg,nyg,Third Down Conv.,3-12,,,,,,
team,201311240nyg,dal,Fourth Down Conv.,0-0,,,,,,
team,201311240nyg,nyg,Fourth Down Conv.,1-2,,,,,,
team,201311240nyg,dal,Time of Possession,29:21,,,,,,
team,201311240nyg,nyg,Time of Possession,30:39,,,,,,
player,201311240nyg,dal,RomoTo00,pass_cmp,23,,,,,
player,201311240nyg,dal,RomoTo00,pass_att,38,,,,,
player,201311240nyg,dal,RomoTo00,pass_yds,234,,,,,
player,201311240nyg,dal,RomoTo00,pass_td,2,,,,,
player,201311240nyg,dal,RomoTo00,pass_int,1,,,,,
player,201311240nyg,dal,RomoTo00,pass_sacked,4,,,,,
player,201311240nyg,dal,RomoTo00,pass_sacked_yds,30,,,,,
player,201311240nyg,dal,RomoTo00,pass_long,24,,,,,
