game,2013,15,20131215,201312150oti,crd,"Arizona Cardinals",37,oti,"Tennessee Titans",34
player,201312150oti,oti,BattJa00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,BattJa00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,BattJa00,fumbles_forced,0,,,,,
player,201312150oti,oti,bironrob01,def_int,0,,,,,
player,201312150oti,oti,bironrob01,def_int_yds,0,,,,,
player,201312150oti,oti,bironrob01,def_int_td,0,,,,,
player,201312150oti,oti,bironrob01,def_int_long,0,,,,,
player,201312150oti,oti,bironrob01,pass_defended,0,,,,,
player,201312150oti,oti,bironrob01,sacks,0.0,,,,,
player,201312150oti,oti,bironrob01,tackles_combined,1,,,,,
player,201312150oti,oti,bironrob01,tackles_solo,1,,,,,
player,201312150oti,oti,bironrob01,tackles_assists,0,,,,,
player,201312150oti,oti,bironrob01,tackles_loss,0,,,,,
player,201312150oti,oti,bironrob01,qb_hits,0,,,,,
player,201312150oti,oti,bironrob01,fumbles_rec,0,,,,,
player,201312150oti,oti,bironrob01,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,bironrob01,fumbles_rec_td,0,,,,,
player,201312150oti,oti,bironrob01,fumbles_forced,0,,,,,
player,201312150oti,oti,PitoRo00,def_int,0,,,,,
player,201312150oti,oti,PitoRo00,def_int_yds,0,,,,,
player,201312150oti,oti,PitoRo00,def_int_td,0,,,,,
player,201312150oti,oti,PitoRo00,def_int_long,0,,,,,
player,201312150oti,oti,PitoRo00,pass_defended,0,,,,,
player,201312150oti,oti,PitoRo00,sacks,0.0,,,,,
player,201312150oti,oti,PitoRo00,tackles_combined,1,,,,,
player,201312150oti,oti,PitoRo00,tackles_solo,0,,,,,
player,201312150oti,oti,PitoRo00,tackles_assists,1,,,,,
player,201312150oti,oti,PitoRo00,tackles_loss,0,,,,,
player,201312150oti,oti,PitoRo00,qb_hits,0,,,,,
player,201312150oti,oti,PitoRo00,fumbles_rec,0,,,,,
player,201312150oti,oti,PitoRo00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,PitoRo00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,PitoRo00,fumbles_forced,0,,,,,
player,201312150oti,oti,WilsGe01,def_int,0,,,,,
player,201312150oti,oti,WilsGe01,def_int_yds,0,,,,,
player,201312150oti,oti,WilsGe01,def_int_td,0,,,,,
player,201312150oti,oti,WilsGe01,def_int_long,0,,,,,
player,201312150oti,oti,WilsGe01,pass_defended,0,,,,,
player,201312150oti,oti,WilsGe01,sacks,0.0,,,,,
player,201312150oti,oti,WilsGe01,tackles_combined,1,,,,,
player,201312150oti,oti,WilsGe01,tackles_solo,1,,,,,
player,201312150oti,oti,WilsGe01,tackles_assists,0,,,,,
player,201312150oti,oti,WilsGe01,tackles_loss,0,,,,,
player,201312150oti,oti,WilsGe01,qb_hits,0,,,,,
player,201312150oti,oti,WilsGe01,fumbles_rec,0,,,,,
player,201312150oti,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201312150oti,oti,WilsGe01,fumbles_forced,0,,,,,
player,201312150oti,oti,WimbKa20,def_int,0,,,,,
player,201312150oti,oti,WimbKa20,def_int_yds,0,,,,,
player,201312150oti,oti,WimbKa20,def_int_td,0,,,,,
player,201312150oti,oti,WimbKa20,def_int_long,0,,,,,
player,201312150oti,oti,WimbKa20,pass_defended,0,,,,,
player,201312150oti,oti,WimbKa20,sacks,0.0,,,,,
player,201312150oti,oti,WimbKa20,tackles_combined,1,,,,,
player,201312150oti,oti,WimbKa20,tackles_solo,1,,,,,
player,201312150oti,oti,WimbKa20,tackles_assists,0,,,,,
player,201312150oti,oti,WimbKa20,tackles_loss,0,,,,,
player,201312150oti,oti,WimbKa20,qb_hits,1,,,,,
player,201312150oti,oti,WimbKa20,fumbles_rec,0,,,,,
player,201312150oti,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201312150oti,oti,WimbKa20,fumbles_forced,0,,,,,
player,201312150oti,oti,KlugKa00,def_int,0,,,,,
player,201312150oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201312150oti,oti,KlugKa00,def_int_td,0,,,,,
player,201312150oti,oti,KlugKa00,def_int_long,0,,,,,
player,201312150oti,oti,KlugKa00,pass_defended,1,,,,,
player,201312150oti,oti,KlugKa00,sacks,0.0,,,,,
player,201312150oti,oti,KlugKa00,tackles_combined,0,,,,,
player,201312150oti,oti,KlugKa00,tackles_solo,0,,,,,
player,201312150oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201312150oti,oti,KlugKa00,tackles_loss,0,,,,,
player,201312150oti,oti,KlugKa00,qb_hits,0,,,,,
player,201312150oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201312150oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201312150oti,oti,WashLe00,def_int,0,,,,,
player,201312150oti,oti,WashLe00,def_int_yds,0,,,,,
player,201312150oti,oti,WashLe00,def_int_td,0,,,,,
player,201312150oti,oti,WashLe00,def_int_long,0,,,,,
player,201312150oti,oti,WashLe00,pass_defended,0,,,,,
player,201312150oti,oti,WashLe00,sacks,0.0,,,,,
player,201312150oti,oti,WashLe00,tackles_combined,0,,,,,
player,201312150oti,oti,WashLe00,tackles_solo,0,,,,,
player,201312150oti,oti,WashLe00,tackles_assists,0,,,,,
player,201312150oti,oti,WashLe00,tackles_loss,0,,,,,
player,201312150oti,oti,WashLe00,qb_hits,0,,,,,
player,201312150oti,oti,WashLe00,fumbles_rec,1,,,,,
player,201312150oti,oti,WashLe00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,WashLe00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,WashLe00,fumbles_forced,0,,,,,
player,201312150oti,oti,EdwaLa00,def_int,,,,,,
player,201312150oti,oti,EdwaLa00,def_int_yds,,,,,,
player,201312150oti,oti,EdwaLa00,def_int_td,,,,,,
player,201312150oti,oti,EdwaLa00,def_int_long,,,,,,
player,201312150oti,oti,EdwaLa00,pass_defended,,,,,,
player,201312150oti,oti,EdwaLa00,sacks,0.0,,,,,
player,201312150oti,oti,EdwaLa00,tackles_combined,,,,,,
player,201312150oti,oti,EdwaLa00,tackles_solo,,,,,,
player,201312150oti,oti,EdwaLa00,tackles_assists,,,,,,
player,201312150oti,oti,EdwaLa00,tackles_loss,0,,,,,
player,201312150oti,oti,EdwaLa00,qb_hits,1,,,,,
player,201312150oti,oti,EdwaLa00,fumbles_rec,,,,,,
player,201312150oti,oti,EdwaLa00,fumbles_rec_yds,,,,,,
player,201312150oti,oti,EdwaLa00,fumbles_rec_td,,,,,,
player,201312150oti,oti,EdwaLa00,fumbles_forced,,,,,,
player,201312150oti,crd,ArenJa99,kick_ret,3,,,,,
player,201312150oti,crd,ArenJa99,kick_ret_yds,72,,,,,
player,201312150oti,crd,ArenJa99,kick_ret_yds_per_ret,24.0,,,,,
player,201312150oti,crd,ArenJa99,kick_ret_td,0,,,,,
player,201312150oti,crd,ArenJa99,kick_ret_long,28,,,,,
player,201312150oti,crd,ArenJa99,punt_ret,0,,,,,
player,201312150oti,crd,ArenJa99,punt_ret_yds,0,,,,,
player,201312150oti,crd,ArenJa99,punt_ret_yds_per_ret,,,,,,
player,201312150oti,crd,ArenJa99,punt_ret_td,0,,,,,
player,201312150oti,crd,ArenJa99,punt_ret_long,0,,,,,
player,201312150oti,oti,WashLe00,kick_ret,6,,,,,
player,201312150oti,oti,WashLe00,kick_ret_yds,140,,,,,
player,201312150oti,oti,WashLe00,kick_ret_yds_per_ret,23.3,,,,,
player,201312150oti,oti,WashLe00,kick_ret_td,0,,,,,
player,201312150oti,oti,WashLe00,kick_ret_long,33,,,,,
player,201312150oti,oti,WashLe00,punt_ret,2,,,,,
player,201312150oti,oti,WashLe00,punt_ret_yds,18,,,,,
player,201312150oti,oti,WashLe00,punt_ret_yds_per_ret,9.0,,,,,
player,201312150oti,oti,WashLe00,punt_ret_td,0,,,,,
player,201312150oti,oti,WashLe00,punt_ret_long,9,,,,,
player,201312150oti,oti,BailPa99,kick_ret,1,,,,,
player,201312150oti,oti,BailPa99,kick_ret_yds,0,,,,,
player,201312150oti,oti,BailPa99,kick_ret_yds_per_ret,0.0,,,,,
player,201312150oti,oti,BailPa99,kick_ret_td,0,,,,,
player,201312150oti,oti,BailPa99,kick_ret_long,0,,,,,
player,201312150oti,oti,BailPa99,punt_ret,0,,,,,
player,201312150oti,oti,BailPa99,punt_ret_yds,0,,,,,
player,201312150oti,oti,BailPa99,punt_ret_yds_per_ret,,,,,,
player,201312150oti,oti,BailPa99,punt_ret_td,0,,,,,
player,201312150oti,oti,BailPa99,punt_ret_long,0,,,,,
player,201312150oti,crd,feelyjay01,xpm,4,,,,,
player,201312150oti,crd,feelyjay01,xpa,4,,,,,
player,201312150oti,crd,feelyjay01,fgm,3,,,,,
player,201312150oti,crd,feelyjay01,fga,3,,,,,
player,201312150oti,crd,feelyjay01,punt,0,,,,,
player,201312150oti,crd,feelyjay01,punt_yds,0,,,,,
player,201312150oti,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201312150oti,crd,feelyjay01,punt_long,0,,,,,
player,201312150oti,crd,ZastDa20,xpm,,,,,,
player,201312150oti,crd,ZastDa20,xpa,,,,,,
player,201312150oti,crd,ZastDa20,fgm,,,,,,
player,201312150oti,crd,ZastDa20,fga,,,,,,
player,201312150oti,crd,ZastDa20,punt,4,,,,,
player,201312150oti,crd,ZastDa20,punt_yds,212,,,,,
player,201312150oti,crd,ZastDa20,punt_yds_per_punt,53.0,,,,,
player,201312150oti,crd,ZastDa20,punt_long,58,,,,,
player,201312150oti,oti,bironrob01,xpm,4,,,,,
player,201312150oti,oti,bironrob01,xpa,4,,,,,
player,201312150oti,oti,bironrob01,fgm,2,,,,,
player,201312150oti,oti,bironrob01,fga,3,,,,,
player,201312150oti,oti,bironrob01,punt,0,,,,,
player,201312150oti,oti,bironrob01,punt_yds,0,,,,,
player,201312150oti,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201312150oti,oti,bironrob01,punt_long,0,,,,,
player,201312150oti,oti,KernBr20,xpm,,,,,,
player,201312150oti,oti,KernBr20,xpa,,,,,,
player,201312150oti,oti,KernBr20,fgm,,,,,,
player,201312150oti,oti,KernBr20,fga,,,,,,
player,201312150oti,oti,KernBr20,punt,3,,,,,
player,201312150oti,oti,KernBr20,punt_yds,145,,,,,
player,201312150oti,oti,KernBr20,punt_yds_per_punt,48.3,,,,,
player,201312150oti,oti,KernBr20,punt_long,51,,,,,
player,201312150oti,oti,WarmCh00,pos,G,,,,,
player,201312150oti,oti,WarmCh00,offense,86,,,,,
player,201312150oti,oti,WarmCh00,off_pct,100%,,,,,
player,201312150oti,oti,WarmCh00,defense,0,,,,,
player,201312150oti,oti,WarmCh00,def_pct,0%,,,,,
player,201312150oti,oti,WarmCh00,special_teams,7,,,,,
player,201312150oti,oti,WarmCh00,st_pct,19%,,,,,
player,201312150oti,oti,StewDa21,pos,T,,,,,
player,201312150oti,oti,StewDa21,offense,86,,,,,
player,201312150oti,oti,StewDa21,off_pct,100%,,,,,
player,201312150oti,oti,StewDa21,defense,0,,,,,
player,201312150oti,oti,StewDa21,def_pct,0%,,,,,
player,201312150oti,oti,StewDa21,special_teams,7,,,,,
player,201312150oti,oti,StewDa21,st_pct,19%,,,,,
player,201312150oti,oti,RoosMi20,pos,T,,,,,
player,201312150oti,oti,RoosMi20,offense,86,,,,,
player,201312150oti,oti,RoosMi20,off_pct,100%,,,,,
player,201312150oti,oti,RoosMi20,defense,0,,,,,
player,201312150oti,oti,RoosMi20,def_pct,0%,,,,,
player,201312150oti,oti,RoosMi20,special_teams,7,,,,,
player,201312150oti,oti,RoosMi20,st_pct,19%,,,,,
player,201312150oti,oti,SchwBr00,pos,C,,,,,
player,201312150oti,oti,SchwBr00,offense,86,,,,,
player,201312150oti,oti,SchwBr00,off_pct,100%,,,,,
player,201312150oti,oti,SchwBr00,defense,0,,,,,
player,201312150oti,oti,SchwBr00,def_pct,0%,,,,,
player,201312150oti,oti,SchwBr00,special_teams,0,,,,,
player,201312150oti,oti,SchwBr00,st_pct,0%,,,,,
player,201312150oti,oti,LeviAn20,pos,G,,,,,
player,201312150oti,oti,LeviAn20,offense,86,,,,,
player,201312150oti,oti,LeviAn20,off_pct,100%,,,,,
player,201312150oti,oti,LeviAn20,defense,0,,,,,
player,201312150oti,oti,LeviAn20,def_pct,0%,,,,,
player,201312150oti,oti,LeviAn20,special_teams,0,,,,,
player,201312150oti,oti,LeviAn20,st_pct,0%,,,,,
player,201312150oti,oti,FitzRy00,pos,QB,,,,,
player,201312150oti,oti,FitzRy00,offense,86,,,,,
player,201312150oti,oti,FitzRy00,off_pct,100%,,,,,
player,201312150oti,oti,FitzRy00,defense,0,,,,,
player,201312150oti,oti,FitzRy00,def_pct,0%,,,,,
player,201312150oti,oti,FitzRy00,special_teams,0,,,,,
player,201312150oti,oti,FitzRy00,st_pct,0%,,,,,
player,201312150oti,oti,WrigKe01,pos,WR,,,,,
player,201312150oti,oti,WrigKe01,offense,81,,,,,
player,201312150oti,oti,WrigKe01,off_pct,94%,,,,,
player,201312150oti,oti,WrigKe01,defense,0,,,,,
player,201312150oti,oti,WrigKe01,def_pct,0%,,,,,
player,201312150oti,oti,WrigKe01,special_teams,0,,,,,
player,201312150oti,oti,WrigKe01,st_pct,0%,,,,,
player,201312150oti,oti,WalkHu00,pos,TE,,,,,
player,201312150oti,oti,WalkHu00,offense,77,,,,,
player,201312150oti,oti,WalkHu00,off_pct,90%,,,,,
player,201312150oti,oti,WalkHu00,defense,0,,,,,
player,201312150oti,oti,WalkHu00,def_pct,0%,,,,,
player,201312150oti,oti,WalkHu00,special_teams,0,,,,,
player,201312150oti,oti,WalkHu00,st_pct,0%,,,,,
player,201312150oti,oti,WashNa00,pos,WR,,,,,
player,201312150oti,oti,WashNa00,offense,69,,,,,
player,201312150oti,oti,WashNa00,off_pct,80%,,,,,
player,201312150oti,oti,WashNa00,defense,0,,,,,
player,201312150oti,oti,WashNa00,def_pct,0%,,,,,
player,201312150oti,oti,WashNa00,special_teams,0,,,,,
player,201312150oti,oti,WashNa00,st_pct,0%,,,,,
player,201312150oti,oti,BritKe00,pos,WR,,,,,
player,201312150oti,oti,BritKe00,offense,62,,,,,
player,201312150oti,oti,BritKe00,off_pct,72%,,,,,
player,201312150oti,oti,BritKe00,defense,0,,,,,
player,201312150oti,oti,BritKe00,def_pct,0%,,,,,
player,201312150oti,oti,BritKe00,special_teams,0,,,,,
player,201312150oti,oti,BritKe00,st_pct,0%,,,,,
player,201312150oti,oti,JohnCh04,pos,RB,,,,,
player,201312150oti,oti,JohnCh04,offense,59,,,,,
player,201312150oti,oti,JohnCh04,off_pct,69%,,,,,
player,201312150oti,oti,JohnCh04,defense,0,,,,,
player,201312150oti,oti,JohnCh04,def_pct,0%,,,,,
player,201312150oti,oti,JohnCh04,special_teams,0,,,,,
player,201312150oti,oti,JohnCh04,st_pct,0%,,,,,
player,201312150oti,oti,PresMi00,pos,WR,,,,,
player,201312150oti,oti,PresMi00,offense,27,,,,,
player,201312150oti,oti,PresMi00,off_pct,31%,,,,,
player,201312150oti,oti,PresMi00,defense,0,,,,,
player,201312150oti,oti,PresMi00,def_pct,0%,,,,,
player,201312150oti,oti,PresMi00,special_teams,7,,,,,
player,201312150oti,oti,PresMi00,st_pct,19%,,,,,
player,201312150oti,oti,StevCr00,pos,TE,,,,,
player,201312150oti,oti,StevCr00,offense,19,,,,,
player,201312150oti,oti,StevCr00,off_pct,22%,,,,,
player,201312150oti,oti,StevCr00,defense,0,,,,,
player,201312150oti,oti,StevCr00,def_pct,0%,,,,,
player,201312150oti,oti,StevCr00,special_teams,7,,,,,
player,201312150oti,oti,StevCr00,st_pct,19%,,,,,
player,201312150oti,oti,BattJa00,pos,RB,,,,,
player,201312150oti,oti,BattJa00,offense,14,,,,,
player,201312150oti,oti,BattJa00,off_pct,16%,,,,,
player,201312150oti,oti,BattJa00,defense,0,,,,,
player,201312150oti,oti,BattJa00,def_pct,0%,,,,,
player,201312150oti,oti,BattJa00,special_teams,22,,,,,
player,201312150oti,oti,BattJa00,st_pct,61%,,,,,
player,201312150oti,oti,GreeSh00,pos,RB,,,,,
player,201312150oti,oti,GreeSh00,offense,12,,,,,
player,201312150oti,oti,GreeSh00,off_pct,14%,,,,,
player,201312150oti,oti,GreeSh00,defense,0,,,,,
player,201312150oti,oti,GreeSh00,def_pct,0%,,,,,
player,201312150oti,oti,GreeSh00,special_teams,0,,,,,
player,201312150oti,oti,GreeSh00,st_pct,0%,,,,,
player,201312150oti,oti,JohnQu00,pos,FB,,,,,
player,201312150oti,oti,JohnQu00,offense,7,,,,,
player,201312150oti,oti,JohnQu00,off_pct,8%,,,,,
player,201312150oti,oti,JohnQu00,defense,0,,,,,
player,201312150oti,oti,JohnQu00,def_pct,0%,,,,,
player,201312150oti,oti,JohnQu00,special_teams,0,,,,,
player,201312150oti,oti,JohnQu00,st_pct,0%,,,,,
player,201312150oti,oti,ThomTa00,pos,TE,,,,,
player,201312150oti,oti,ThomTa00,offense,3,,,,,
player,201312150oti,oti,ThomTa00,off_pct,3%,,,,,
player,201312150oti,oti,ThomTa00,defense,0,,,,,
player,201312150oti,oti,ThomTa00,def_pct,0%,,,,,
player,201312150oti,oti,ThomTa00,special_teams,29,,,,,
player,201312150oti,oti,ThomTa00,st_pct,81%,,,,,
player,201312150oti,oti,GrifMi99,pos,FS,,,,,
player,201312150oti,oti,GrifMi99,offense,0,,,,,
player,201312150oti,oti,GrifMi99,off_pct,0%,,,,,
player,201312150oti,oti,GrifMi99,defense,68,,,,,
player,201312150oti,oti,GrifMi99,def_pct,100%,,,,,
player,201312150oti,oti,GrifMi99,special_teams,14,,,,,
player,201312150oti,oti,GrifMi99,st_pct,39%,,,,,
player,201312150oti,oti,FokoMo99,pos,LB,,,,,
player,201312150oti,oti,FokoMo99,offense,0,,,,,
player,201312150oti,oti,FokoMo99,off_pct,0%,,,,,
player,201312150oti,oti,FokoMo99,defense,68,,,,,
player,201312150oti,oti,FokoMo99,def_pct,100%,,,,,
player,201312150oti,oti,FokoMo99,special_teams,7,,,,,
player,201312150oti,oti,FokoMo99,st_pct,19%,,,,,
player,201312150oti,oti,PollBe20,pos,SS,,,,,
player,201312150oti,oti,PollBe20,offense,0,,,,,
player,201312150oti,oti,PollBe20,off_pct,0%,,,,,
player,201312150oti,oti,PollBe20,defense,68,,,,,
player,201312150oti,oti,PollBe20,def_pct,100%,,,,,
player,201312150oti,oti,PollBe20,special_teams,7,,,,,
player,201312150oti,oti,PollBe20,st_pct,19%,,,,,
player,201312150oti,oti,McCoJa99,pos,CB,,,,,
player,201312150oti,oti,McCoJa99,offense,0,,,,,
player,201312150oti,oti,McCoJa99,off_pct,0%,,,,,
player,201312150oti,oti,McCoJa99,defense,66,,,,,
player,201312150oti,oti,McCoJa99,def_pct,97%,,,,,
player,201312150oti,oti,McCoJa99,special_teams,8,,,,,
player,201312150oti,oti,McCoJa99,st_pct,22%,,,,,
player,201312150oti,oti,VernAl99,pos,CB,,,,,
player,201312150oti,oti,VernAl99,offense,0,,,,,
player,201312150oti,oti,VernAl99,off_pct,0%,,,,,
player,201312150oti,oti,VernAl99,defense,64,,,,,
player,201312150oti,oti,VernAl99,def_pct,94%,,,,,
player,201312150oti,oti,VernAl99,special_teams,11,,,,,
player,201312150oti,oti,VernAl99,st_pct,31%,,,,,
player,201312150oti,oti,MorgDe99,pos,DE,,,,,
player,201312150oti,oti,MorgDe99,offense,0,,,,,
player,201312150oti,oti,MorgDe99,off_pct,0%,,,,,
player,201312150oti,oti,MorgDe99,defense,64,,,,,
player,201312150oti,oti,MorgDe99,def_pct,94%,,,,,
player,201312150oti,oti,MorgDe99,special_teams,7,,,,,
player,201312150oti,oti,MorgDe99,st_pct,19%,,,,,
player,201312150oti,oti,CaseJu00,pos,DT,,,,,
player,201312150oti,oti,CaseJu00,offense,0,,,,,
player,201312150oti,oti,CaseJu00,off_pct,0%,,,,,
player,201312150oti,oti,CaseJu00,defense,64,,,,,
player,201312150oti,oti,CaseJu00,def_pct,94%,,,,,
player,201312150oti,oti,CaseJu00,special_teams,6,,,,,
player,201312150oti,oti,CaseJu00,st_pct,17%,,,,,
player,201312150oti,oti,GoodZa00,pos,LB,,,,,
player,201312150oti,oti,GoodZa00,offense,0,,,,,
player,201312150oti,oti,GoodZa00,off_pct,0%,,,,,
player,201312150oti,oti,GoodZa00,defense,43,,,,,
player,201312150oti,oti,GoodZa00,def_pct,63%,,,,,
player,201312150oti,oti,GoodZa00,special_teams,29,,,,,
player,201312150oti,oti,GoodZa00,st_pct,81%,,,,,
player,201312150oti,oti,SensCo00,pos,CB,,,,,
player,201312150oti,oti,SensCo00,offense,0,,,,,
player,201312150oti,oti,SensCo00,off_pct,0%,,,,,
player,201312150oti,oti,SensCo00,defense,43,,,,,
player,201312150oti,oti,SensCo00,def_pct,63%,,,,,
player,201312150oti,oti,SensCo00,special_teams,14,,,,,
player,201312150oti,oti,SensCo00,st_pct,39%,,,,,
player,201312150oti,oti,PitoRo00,pos,DE,,,,,
player,201312150oti,oti,PitoRo00,offense,0,,,,,
player,201312150oti,oti,PitoRo00,off_pct,0%,,,,,
player,201312150oti,oti,PitoRo00,defense,34,,,,,
player,201312150oti,oti,PitoRo00,def_pct,50%,,,,,
player,201312150oti,oti,PitoRo00,special_teams,7,,,,,
player,201312150oti,oti,PitoRo00,st_pct,19%,,,,,
player,201312150oti,oti,WimbKa20,pos,DE,,,,,
player,201312150oti,oti,WimbKa20,offense,0,,,,,
player,201312150oti,oti,WimbKa20,off_pct,0%,,,,,
player,201312150oti,oti,WimbKa20,defense,34,,,,,
player,201312150oti,oti,WimbKa20,def_pct,50%,,,,,
player,201312150oti,oti,WimbKa20,special_teams,0,,,,,
player,201312150oti,oti,WimbKa20,st_pct,0%,,,,,
player,201312150oti,oti,HillSa99,pos,DT,,,,,
player,201312150oti,oti,HillSa99,offense,0,,,,,
player,201312150oti,oti,HillSa99,off_pct,0%,,,,,
player,201312150oti,oti,HillSa99,defense,30,,,,,
player,201312150oti,oti,HillSa99,def_pct,44%,,,,,
player,201312150oti,oti,HillSa99,special_teams,5,,,,,
player,201312150oti,oti,HillSa99,st_pct,14%,,,,,
player,201312150oti,oti,AyerAk00,pos,LB,,,,,
player,201312150oti,oti,AyerAk00,offense,0,,,,,
player,201312150oti,oti,AyerAk00,off_pct,0%,,,,,
player,201312150oti,oti,AyerAk00,defense,26,,,,,
player,201312150oti,oti,AyerAk00,def_pct,38%,,,,,
player,201312150oti,oti,AyerAk00,special_teams,7,,,,,
player,201312150oti,oti,AyerAk00,st_pct,19%,,,,,
player,201312150oti,oti,WrehBl00,pos,DB,,,,,
player,201312150oti,oti,WrehBl00,offense,0,,,,,
player,201312150oti,oti,WrehBl00,off_pct,0%,,,,,
player,201312150oti,oti,WrehBl00,defense,21,,,,,
player,201312150oti,oti,WrehBl00,def_pct,31%,,,,,
player,201312150oti,oti,WrehBl00,special_teams,22,,,,,
player,201312150oti,oti,WrehBl00,st_pct,61%,,,,,
player,201312150oti,oti,KlugKa00,pos,DE,,,,,
player,201312150oti,oti,KlugKa00,offense,0,,,,,
player,201312150oti,oti,KlugKa00,off_pct,0%,,,,,
player,201312150oti,oti,KlugKa00,defense,21,,,,,
player,201312150oti,oti,KlugKa00,def_pct,31%,,,,,
player,201312150oti,oti,KlugKa00,special_teams,15,,,,,
player,201312150oti,oti,KlugKa00,st_pct,42%,,,,,
player,201312150oti,oti,WilsGe01,pos,FS,,,,,
player,201312150oti,oti,WilsGe01,offense,0,,,,,
player,201312150oti,oti,WilsGe01,off_pct,0%,,,,,
player,201312150oti,oti,WilsGe01,defense,14,,,,,
player,201312150oti,oti,WilsGe01,def_pct,21%,,,,,
player,201312150oti,oti,WilsGe01,special_teams,14,,,,,
player,201312150oti,oti,WilsGe01,st_pct,39%,,,,,
player,201312150oti,oti,JohnAn03,pos,DT,,,,,
player,201312150oti,oti,JohnAn03,offense,0,,,,,
player,201312150oti,oti,JohnAn03,off_pct,0%,,,,,
player,201312150oti,oti,JohnAn03,defense,10,,,,,
player,201312150oti,oti,JohnAn03,def_pct,15%,,,,,
player,201312150oti,oti,JohnAn03,special_teams,2,,,,,
player,201312150oti,oti,JohnAn03,st_pct,6%,,,,,
player,201312150oti,oti,BrowZa00,pos,LB,,,,,
player,201312150oti,oti,BrowZa00,offense,0,,,,,
player,201312150oti,oti,BrowZa00,off_pct,0%,,,,,
player,201312150oti,oti,BrowZa00,defense,6,,,,,
player,201312150oti,oti,BrowZa00,def_pct,9%,,,,,
player,201312150oti,oti,BrowZa00,special_teams,0,,,,,
player,201312150oti,oti,BrowZa00,st_pct,0%,,,,,
player,201312150oti,oti,EdwaLa00,pos,DE,,,,,
player,201312150oti,oti,EdwaLa00,offense,0,,,,,
player,201312150oti,oti,EdwaLa00,off_pct,0%,,,,,
player,201312150oti,oti,EdwaLa00,defense,4,,,,,
player,201312150oti,oti,EdwaLa00,def_pct,6%,,,,,
player,201312150oti,oti,EdwaLa00,special_teams,8,,,,,
player,201312150oti,oti,EdwaLa00,st_pct,22%,,,,,
player,201312150oti,oti,McCaCo00,pos,LB,,,,,
player,201312150oti,oti,McCaCo00,offense,0,,,,,
player,201312150oti,oti,McCaCo00,off_pct,0%,,,,,
player,201312150oti,oti,McCaCo00,defense,0,,,,,
player,201312150oti,oti,McCaCo00,def_pct,0%,,,,,
player,201312150oti,oti,McCaCo00,special_teams,22,,,,,
player,201312150oti,oti,McCaCo00,st_pct,61%,,,,,
player,201312150oti,oti,BailPa99,pos,LB,,,,,
player,201312150oti,oti,BailPa99,offense,0,,,,,
player,201312150oti,oti,BailPa99,off_pct,0%,,,,,
player,201312150oti,oti,BailPa99,defense,0,,,,,
player,201312150oti,oti,BailPa99,def_pct,0%,,,,,
player,201312150oti,oti,BailPa99,special_teams,22,,,,,
player,201312150oti,oti,BailPa99,st_pct,61%,,,,,
player,201312150oti,oti,StafDa00,pos,SS,,,,,
player,201312150oti,oti,StafDa00,offense,0,,,,,
player,201312150oti,oti,StafDa00,off_pct,0%,,,,,
player,201312150oti,oti,StafDa00,defense,0,,,,,
player,201312150oti,oti,StafDa00,def_pct,0%,,,,,
player,201312150oti,oti,StafDa00,special_teams,22,,,,,
player,201312150oti,oti,StafDa00,st_pct,61%,,,,,
player,201312150oti,oti,bironrob01,pos,K,,,,,
player,201312150oti,oti,bironrob01,offense,0,,,,,
player,201312150oti,oti,bironrob01,off_pct,0%,,,,,
player,201312150oti,oti,bironrob01,defense,0,,,,,
player,201312150oti,oti,bironrob01,def_pct,0%,,,,,
player,201312150oti,oti,bironrob01,special_teams,14,,,,,
player,201312150oti,oti,bironrob01,st_pct,39%,,,,,
player,201312150oti,oti,WashLe00,pos,RB,,,,,
player,201312150oti,oti,WashLe00,offense,0,,,,,
player,201312150oti,oti,WashLe00,off_pct,0%,,,,,
player,201312150oti,oti,WashLe00,defense,0,,,,,
player,201312150oti,oti,WashLe00,def_pct,0%,,,,,
player,201312150oti,oti,WashLe00,special_teams,12,,,,,
player,201312150oti,oti,WashLe00,st_pct,33%,,,,,
player,201312150oti,oti,BrinBe00,pos,LS,,,,,
player,201312150oti,oti,BrinBe00,offense,0,,,,,
player,201312150oti,oti,BrinBe00,off_pct,0%,,,,,
player,201312150oti,oti,BrinBe00,defense,0,,,,,
