game,2013,4,20130929,201309290atl,nwe,"New England Patriots",30,atl,"Atlanta Falcons",23
player,201309290atl,nwe,McCoDe99,def_int_td,0,,,,,
player,201309290atl,nwe,McCoDe99,def_int_long,0,,,,,
player,201309290atl,nwe,McCoDe99,pass_defended,0,,,,,
player,201309290atl,nwe,McCoDe99,sacks,0.0,,,,,
player,201309290atl,nwe,McCoDe99,tackles_combined,9,,,,,
player,201309290atl,nwe,McCoDe99,tackles_solo,6,,,,,
player,201309290atl,nwe,McCoDe99,tackles_assists,3,,,,,
player,201309290atl,nwe,McCoDe99,tackles_loss,0,,,,,
player,201309290atl,nwe,McCoDe99,qb_hits,0,,,,,
player,201309290atl,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201309290atl,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,McCoDe99,fumbles_forced,1,,,,,
player,201309290atl,nwe,MayoJe99,def_int,0,,,,,
player,201309290atl,nwe,MayoJe99,def_int_yds,0,,,,,
player,201309290atl,nwe,MayoJe99,def_int_td,0,,,,,
player,201309290atl,nwe,MayoJe99,def_int_long,0,,,,,
player,201309290atl,nwe,MayoJe99,pass_defended,0,,,,,
player,201309290atl,nwe,MayoJe99,sacks,0.0,,,,,
player,201309290atl,nwe,MayoJe99,tackles_combined,8,,,,,
player,201309290atl,nwe,MayoJe99,tackles_solo,4,,,,,
player,201309290atl,nwe,MayoJe99,tackles_assists,4,,,,,
player,201309290atl,nwe,MayoJe99,tackles_loss,0,,,,,
player,201309290atl,nwe,MayoJe99,qb_hits,0,,,,,
player,201309290atl,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201309290atl,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201309290atl,nwe,ArriKy00,def_int,0,,,,,
player,201309290atl,nwe,ArriKy00,def_int_yds,0,,,,,
player,201309290atl,nwe,ArriKy00,def_int_td,0,,,,,
player,201309290atl,nwe,ArriKy00,def_int_long,0,,,,,
player,201309290atl,nwe,ArriKy00,pass_defended,0,,,,,
player,201309290atl,nwe,ArriKy00,sacks,0.0,,,,,
player,201309290atl,nwe,ArriKy00,tackles_combined,6,,,,,
player,201309290atl,nwe,ArriKy00,tackles_solo,4,,,,,
player,201309290atl,nwe,ArriKy00,tackles_assists,2,,,,,
player,201309290atl,nwe,ArriKy00,tackles_loss,0,,,,,
player,201309290atl,nwe,ArriKy00,qb_hits,0,,,,,
player,201309290atl,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201309290atl,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201309290atl,nwe,DennAl00,def_int,0,,,,,
player,201309290atl,nwe,DennAl00,def_int_yds,0,,,,,
player,201309290atl,nwe,DennAl00,def_int_td,0,,,,,
player,201309290atl,nwe,DennAl00,def_int_long,0,,,,,
player,201309290atl,nwe,DennAl00,pass_defended,0,,,,,
player,201309290atl,nwe,DennAl00,sacks,0.0,,,,,
player,201309290atl,nwe,DennAl00,tackles_combined,6,,,,,
player,201309290atl,nwe,DennAl00,tackles_solo,4,,,,,
player,201309290atl,nwe,DennAl00,tackles_assists,2,,,,,
player,201309290atl,nwe,DennAl00,tackles_loss,0,,,,,
player,201309290atl,nwe,DennAl00,qb_hits,0,,,,,
player,201309290atl,nwe,DennAl00,fumbles_rec,0,,,,,
player,201309290atl,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,DennAl00,fumbles_forced,0,,,,,
player,201309290atl,nwe,GregSt20,def_int,0,,,,,
player,201309290atl,nwe,GregSt20,def_int_yds,0,,,,,
player,201309290atl,nwe,GregSt20,def_int_td,0,,,,,
player,201309290atl,nwe,GregSt20,def_int_long,0,,,,,
player,201309290atl,nwe,GregSt20,pass_defended,0,,,,,
player,201309290atl,nwe,GregSt20,sacks,0.0,,,,,
player,201309290atl,nwe,GregSt20,tackles_combined,6,,,,,
player,201309290atl,nwe,GregSt20,tackles_solo,6,,,,,
player,201309290atl,nwe,GregSt20,tackles_assists,0,,,,,
player,201309290atl,nwe,GregSt20,tackles_loss,0,,,,,
player,201309290atl,nwe,GregSt20,qb_hits,0,,,,,
player,201309290atl,nwe,GregSt20,fumbles_rec,0,,,,,
player,201309290atl,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,GregSt20,fumbles_forced,0,,,,,
player,201309290atl,nwe,KellTo21,def_int,0,,,,,
player,201309290atl,nwe,KellTo21,def_int_yds,0,,,,,
player,201309290atl,nwe,KellTo21,def_int_td,0,,,,,
player,201309290atl,nwe,KellTo21,def_int_long,0,,,,,
player,201309290atl,nwe,KellTo21,pass_defended,0,,,,,
player,201309290atl,nwe,KellTo21,sacks,0.0,,,,,
player,201309290atl,nwe,KellTo21,tackles_combined,3,,,,,
player,201309290atl,nwe,KellTo21,tackles_solo,1,,,,,
player,201309290atl,nwe,KellTo21,tackles_assists,2,,,,,
player,201309290atl,nwe,KellTo21,tackles_loss,0,,,,,
player,201309290atl,nwe,KellTo21,qb_hits,0,,,,,
player,201309290atl,nwe,KellTo21,fumbles_rec,0,,,,,
player,201309290atl,nwe,KellTo21,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,KellTo21,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,KellTo21,fumbles_forced,0,,,,,
player,201309290atl,nwe,CollJa00,def_int,0,,,,,
player,201309290atl,nwe,CollJa00,def_int_yds,0,,,,,
player,201309290atl,nwe,CollJa00,def_int_td,0,,,,,
player,201309290atl,nwe,CollJa00,def_int_long,0,,,,,
player,201309290atl,nwe,CollJa00,pass_defended,0,,,,,
player,201309290atl,nwe,CollJa00,sacks,0.0,,,,,
player,201309290atl,nwe,CollJa00,tackles_combined,2,,,,,
player,201309290atl,nwe,CollJa00,tackles_solo,1,,,,,
player,201309290atl,nwe,CollJa00,tackles_assists,1,,,,,
player,201309290atl,nwe,CollJa00,tackles_loss,0,,,,,
player,201309290atl,nwe,CollJa00,qb_hits,0,,,,,
player,201309290atl,nwe,CollJa00,fumbles_rec,0,,,,,
player,201309290atl,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,CollJa00,fumbles_forced,0,,,,,
player,201309290atl,nwe,JoneCh03,def_int,0,,,,,
player,201309290atl,nwe,JoneCh03,def_int_yds,0,,,,,
player,201309290atl,nwe,JoneCh03,def_int_td,0,,,,,
player,201309290atl,nwe,JoneCh03,def_int_long,0,,,,,
player,201309290atl,nwe,JoneCh03,pass_defended,0,,,,,
player,201309290atl,nwe,JoneCh03,sacks,0.0,,,,,
player,201309290atl,nwe,JoneCh03,tackles_combined,2,,,,,
player,201309290atl,nwe,JoneCh03,tackles_solo,1,,,,,
player,201309290atl,nwe,JoneCh03,tackles_assists,1,,,,,
player,201309290atl,nwe,JoneCh03,tackles_loss,0,,,,,
player,201309290atl,nwe,JoneCh03,qb_hits,2,,,,,
player,201309290atl,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201309290atl,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201309290atl,nwe,NinkRo20,def_int,0,,,,,
player,201309290atl,nwe,NinkRo20,def_int_yds,0,,,,,
player,201309290atl,nwe,NinkRo20,def_int_td,0,,,,,
player,201309290atl,nwe,NinkRo20,def_int_long,0,,,,,
player,201309290atl,nwe,NinkRo20,pass_defended,0,,,,,
player,201309290atl,nwe,NinkRo20,sacks,0.0,,,,,
player,201309290atl,nwe,NinkRo20,tackles_combined,2,,,,,
player,201309290atl,nwe,NinkRo20,tackles_solo,0,,,,,
player,201309290atl,nwe,NinkRo20,tackles_assists,2,,,,,
player,201309290atl,nwe,NinkRo20,tackles_loss,0,,,,,
player,201309290atl,nwe,NinkRo20,qb_hits,1,,,,,
player,201309290atl,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201309290atl,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201309290atl,nwe,FletDa00,def_int,0,,,,,
player,201309290atl,nwe,FletDa00,def_int_yds,0,,,,,
player,201309290atl,nwe,FletDa00,def_int_td,0,,,,,
player,201309290atl,nwe,FletDa00,def_int_long,0,,,,,
player,201309290atl,nwe,FletDa00,pass_defended,0,,,,,
player,201309290atl,nwe,FletDa00,sacks,0.0,,,,,
player,201309290atl,nwe,FletDa00,tackles_combined,1,,,,,
player,201309290atl,nwe,FletDa00,tackles_solo,1,,,,,
player,201309290atl,nwe,FletDa00,tackles_assists,0,,,,,
player,201309290atl,nwe,FletDa00,tackles_loss,0,,,,,
player,201309290atl,nwe,FletDa00,qb_hits,0,,,,,
player,201309290atl,nwe,FletDa00,fumbles_rec,0,,,,,
player,201309290atl,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,FletDa00,fumbles_forced,0,,,,,
player,201309290atl,nwe,JoneCh04,def_int,0,,,,,
player,201309290atl,nwe,JoneCh04,def_int_yds,0,,,,,
player,201309290atl,nwe,JoneCh04,def_int_td,0,,,,,
player,201309290atl,nwe,JoneCh04,def_int_long,0,,,,,
player,201309290atl,nwe,JoneCh04,pass_defended,0,,,,,
player,201309290atl,nwe,JoneCh04,sacks,0.0,,,,,
player,201309290atl,nwe,JoneCh04,tackles_combined,1,,,,,
player,201309290atl,nwe,JoneCh04,tackles_solo,0,,,,,
player,201309290atl,nwe,JoneCh04,tackles_assists,1,,,,,
player,201309290atl,nwe,JoneCh04,tackles_loss,0,,,,,
player,201309290atl,nwe,JoneCh04,qb_hits,0,,,,,
player,201309290atl,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201309290atl,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201309290atl,nwe,SpikBr99,def_int,0,,,,,
player,201309290atl,nwe,SpikBr99,def_int_yds,0,,,,,
player,201309290atl,nwe,SpikBr99,def_int_td,0,,,,,
player,201309290atl,nwe,SpikBr99,def_int_long,0,,,,,
player,201309290atl,nwe,SpikBr99,pass_defended,0,,,,,
player,201309290atl,nwe,SpikBr99,sacks,0.0,,,,,
player,201309290atl,nwe,SpikBr99,tackles_combined,1,,,,,
player,201309290atl,nwe,SpikBr99,tackles_solo,1,,,,,
player,201309290atl,nwe,SpikBr99,tackles_assists,0,,,,,
player,201309290atl,nwe,SpikBr99,tackles_loss,0,,,,,
player,201309290atl,nwe,SpikBr99,qb_hits,0,,,,,
player,201309290atl,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201309290atl,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201309290atl,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201309290atl,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201309290atl,atl,DentAk00,def_int,0,,,,,
player,201309290atl,atl,DentAk00,def_int_yds,0,,,,,
player,201309290atl,atl,DentAk00,def_int_td,0,,,,,
player,201309290atl,atl,DentAk00,def_int_long,0,,,,,
player,201309290atl,atl,DentAk00,pass_defended,0,,,,,
player,201309290atl,atl,DentAk00,sacks,0.0,,,,,
player,201309290atl,atl,DentAk00,tackles_combined,8,,,,,
player,201309290atl,atl,DentAk00,tackles_solo,4,,,,,
player,201309290atl,atl,DentAk00,tackles_assists,4,,,,,
player,201309290atl,atl,DentAk00,tackles_loss,1,,,,,
player,201309290atl,atl,DentAk00,qb_hits,0,,,,,
player,201309290atl,atl,DentAk00,fumbles_rec,0,,,,,
player,201309290atl,atl,DentAk00,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,DentAk00,fumbles_rec_td,0,,,,,
player,201309290atl,atl,DentAk00,fumbles_forced,0,,,,,
player,201309290atl,atl,BartJo01,def_int,0,,,,,
player,201309290atl,atl,BartJo01,def_int_yds,0,,,,,
player,201309290atl,atl,BartJo01,def_int_td,0,,,,,
player,201309290atl,atl,BartJo01,def_int_long,0,,,,,
player,201309290atl,atl,BartJo01,pass_defended,0,,,,,
player,201309290atl,atl,BartJo01,sacks,0.0,,,,,
player,201309290atl,atl,BartJo01,tackles_combined,6,,,,,
player,201309290atl,atl,BartJo01,tackles_solo,1,,,,,
player,201309290atl,atl,BartJo01,tackles_assists,5,,,,,
player,201309290atl,atl,BartJo01,tackles_loss,1,,,,,
player,201309290atl,atl,BartJo01,qb_hits,0,,,,,
player,201309290atl,atl,BartJo01,fumbles_rec,0,,,,,
player,201309290atl,atl,BartJo01,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,BartJo01,fumbles_rec_td,0,,,,,
player,201309290atl,atl,BartJo01,fumbles_forced,0,,,,,
player,201309290atl,atl,TrufDe00,def_int,0,,,,,
player,201309290atl,atl,TrufDe00,def_int_yds,0,,,,,
player,201309290atl,atl,TrufDe00,def_int_td,0,,,,,
player,201309290atl,atl,TrufDe00,def_int_long,0,,,,,
player,201309290atl,atl,TrufDe00,pass_defended,1,,,,,
player,201309290atl,atl,TrufDe00,sacks,0.0,,,,,
player,201309290atl,atl,TrufDe00,tackles_combined,6,,,,,
player,201309290atl,atl,TrufDe00,tackles_solo,4,,,,,
player,201309290atl,atl,TrufDe00,tackles_assists,2,,,,,
player,201309290atl,atl,TrufDe00,tackles_loss,0,,,,,
player,201309290atl,atl,TrufDe00,qb_hits,0,,,,,
player,201309290atl,atl,TrufDe00,fumbles_rec,0,,,,,
player,201309290atl,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201309290atl,atl,TrufDe00,fumbles_forced,0,,,,,
player,201309290atl,atl,DeCoTh99,def_int,0,,,,,
player,201309290atl,atl,DeCoTh99,def_int_yds,0,,,,,
player,201309290atl,atl,DeCoTh99,def_int_td,0,,,,,
player,201309290atl,atl,DeCoTh99,def_int_long,0,,,,,
player,201309290atl,atl,DeCoTh99,pass_defended,0,,,,,
player,201309290atl,atl,DeCoTh99,sacks,0.0,,,,,
player,201309290atl,atl,DeCoTh99,tackles_combined,5,,,,,
player,201309290atl,atl,DeCoTh99,tackles_solo,4,,,,,
player,201309290atl,atl,DeCoTh99,tackles_assists,1,,,,,
player,201309290atl,atl,DeCoTh99,tackles_loss,0,,,,,
player,201309290atl,atl,DeCoTh99,qb_hits,0,,,,,
player,201309290atl,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201309290atl,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201309290atl,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201309290atl,atl,PeteCo00,def_int,0,,,,,
player,201309290atl,atl,PeteCo00,def_int_yds,0,,,,,
player,201309290atl,atl,PeteCo00,def_int_td,0,,,,,
player,201309290atl,atl,PeteCo00,def_int_long,0,,,,,
player,201309290atl,atl,PeteCo00,pass_defended,0,,,,,
player,201309290atl,atl,PeteCo00,sacks,0.0,,,,,
player,201309290atl,atl,PeteCo00,tackles_combined,5,,,,,
player,201309290atl,atl,PeteCo00,tackles_solo,2,,,,,
player,201309290atl,atl,PeteCo00,tackles_assists,3,,,,,
player,201309290atl,atl,PeteCo00,tackles_loss,0,,,,,
player,201309290atl,atl,PeteCo00,qb_hits,0,,,,,
player,201309290atl,atl,PeteCo00,fumbles_rec,0,,,,,
player,201309290atl,atl,PeteCo00,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,PeteCo00,fumbles_rec_td,0,,,,,
player,201309290atl,atl,PeteCo00,fumbles_forced,0,,,,,
player,201309290atl,atl,AlfoRo00,def_int,0,,,,,
player,201309290atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201309290atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201309290atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201309290atl,atl,AlfoRo00,pass_defended,0,,,,,
player,201309290atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201309290atl,atl,AlfoRo00,tackles_combined,4,,,,,
player,201309290atl,atl,AlfoRo00,tackles_solo,2,,,,,
player,201309290atl,atl,AlfoRo00,tackles_assists,2,,,,,
player,201309290atl,atl,AlfoRo00,tackles_loss,0,,,,,
player,201309290atl,atl,AlfoRo00,qb_hits,0,,,,,
player,201309290atl,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201309290atl,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201309290atl,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201309290atl,atl,McClRo98,def_int,0,,,,,
player,201309290atl,atl,McClRo98,def_int_yds,0,,,,,
player,201309290atl,atl,McClRo98,def_int_td,0,,,,,
player,201309290atl,atl,McClRo98,def_int_long,0,,,,,
player,201309290atl,atl,McClRo98,pass_defended,0,,,,,
player,201309290atl,atl,McClRo98,sacks,0.0,,,,,
player,201309290atl,atl,McClRo98,tackles_combined,4,,,,,
player,201309290atl,atl,McClRo98,tackles_solo,4,,,,,
player,201309290atl,atl,McClRo98,tackles_assists,0,,,,,
player,201309290atl,atl,McClRo98,tackles_loss,0,,,,,
player,201309290atl,atl,McClRo98,qb_hits,0,,,,,
player,201309290atl,atl,McClRo98,fumbles_rec,0,,,,,
player,201309290atl,atl,McClRo98,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,McClRo98,fumbles_rec_td,0,,,,,
player,201309290atl,atl,McClRo98,fumbles_forced,0,,,,,
player,201309290atl,atl,MoorWi99,def_int,0,,,,,
player,201309290atl,atl,MoorWi99,def_int_yds,0,,,,,
player,201309290atl,atl,MoorWi99,def_int_td,0,,,,,
player,201309290atl,atl,MoorWi99,def_int_long,0,,,,,
player,201309290atl,atl,MoorWi99,pass_defended,0,,,,,
player,201309290atl,atl,MoorWi99,sacks,0.0,,,,,
player,201309290atl,atl,MoorWi99,tackles_combined,4,,,,,
player,201309290atl,atl,MoorWi99,tackles_solo,3,,,,,
player,201309290atl,atl,MoorWi99,tackles_assists,1,,,,,
player,201309290atl,atl,MoorWi99,tackles_loss,0,,,,,
player,201309290atl,atl,MoorWi99,qb_hits,0,,,,,
player,201309290atl,atl,MoorWi99,fumbles_rec,0,,,,,
player,201309290atl,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201309290atl,atl,MoorWi99,fumbles_forced,0,,,,,
player,201309290atl,atl,UmenOs99,def_int,0,,,,,
player,201309290atl,atl,UmenOs99,def_int_yds,0,,,,,
player,201309290atl,atl,UmenOs99,def_int_td,0,,,,,
player,201309290atl,atl,UmenOs99,def_int_long,0,,,,,
player,201309290atl,atl,UmenOs99,pass_defended,0,,,,,
player,201309290atl,atl,UmenOs99,sacks,0.0,,,,,
player,201309290atl,atl,UmenOs99,tackles_combined,4,,,,,
player,201309290atl,atl,UmenOs99,tackles_solo,1,,,,,
player,201309290atl,atl,UmenOs99,tackles_assists,3,,,,,
player,201309290atl,atl,UmenOs99,tackles_loss,0,,,,,
player,201309290atl,atl,UmenOs99,qb_hits,0,,,,,
player,201309290atl,atl,UmenOs99,fumbles_rec,0,,,,,
player,201309290atl,atl,UmenOs99,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,UmenOs99,fumbles_rec_td,0,,,,,
player,201309290atl,atl,UmenOs99,fumbles_forced,0,,,,,
player,201309290atl,atl,BabiJo20,def_int,0,,,,,
player,201309290atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201309290atl,atl,BabiJo20,def_int_td,0,,,,,
player,201309290atl,atl,BabiJo20,def_int_long,0,,,,,
player,201309290atl,atl,BabiJo20,pass_defended,0,,,,,
player,201309290atl,atl,BabiJo20,sacks,0.0,,,,,
player,201309290atl,atl,BabiJo20,tackles_combined,3,,,,,
player,201309290atl,atl,BabiJo20,tackles_solo,0,,,,,
player,201309290atl,atl,BabiJo20,tackles_assists,3,,,,,
player,201309290atl,atl,BabiJo20,tackles_loss,0,,,,,
player,201309290atl,atl,BabiJo20,qb_hits,2,,,,,
player,201309290atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201309290atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201309290atl,atl,BabiJo20,fumbles_forced,0,,,,,
player,201309290atl,atl,NichSt99,def_int,0,,,,,
player,201309290atl,atl,NichSt99,def_int_yds,0,,,,,
player,201309290atl,atl,NichSt99,def_int_td,0,,,,,
player,201309290atl,atl,NichSt99,def_int_long,0,,,,,
player,201309290atl,atl,NichSt99,pass_defended,0,,,,,
player,201309290atl,atl,NichSt99,sacks,0.0,,,,,
player,201309290atl,atl,NichSt99,tackles_combined,3,,,,,
player,201309290atl,atl,NichSt99,tackles_solo,2,,,,,
player,201309290atl,atl,NichSt99,tackles_assists,1,,,,,
player,201309290atl,atl,NichSt99,tackles_loss,0,,,,,
player,201309290atl,atl,NichSt99,qb_hits,0,,,,,
player,201309290atl,atl,NichSt99,fumbles_rec,0,,,,,
player,201309290atl,atl,NichSt99,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,NichSt99,fumbles_rec_td,0,,,,,
player,201309290atl,atl,NichSt99,fumbles_forced,0,,,,,
player,201309290atl,atl,GaitOm20,def_int,0,,,,,
player,201309290atl,atl,GaitOm20,def_int_yds,0,,,,,
player,201309290atl,atl,GaitOm20,def_int_td,0,,,,,
player,201309290atl,atl,GaitOm20,def_int_long,0,,,,,
player,201309290atl,atl,GaitOm20,pass_defended,0,,,,,
player,201309290atl,atl,GaitOm20,sacks,0.0,,,,,
player,201309290atl,atl,GaitOm20,tackles_combined,2,,,,,
player,201309290atl,atl,GaitOm20,tackles_solo,1,,,,,
player,201309290atl,atl,GaitOm20,tackles_assists,1,,,,,
player,201309290atl,atl,GaitOm20,tackles_loss,0,,,,,
player,201309290atl,atl,GaitOm20,qb_hits,0,,,,,
player,201309290atl,atl,GaitOm20,fumbles_rec,0,,,,,
player,201309290atl,atl,GaitOm20,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,GaitOm20,fumbles_rec_td,0,,,,,
player,201309290atl,atl,GaitOm20,fumbles_forced,0,,,,,
player,201309290atl,atl,MassJo00,def_int,0,,,,,
player,201309290atl,atl,MassJo00,def_int_yds,0,,,,,
player,201309290atl,atl,MassJo00,def_int_td,0,,,,,
player,201309290atl,atl,MassJo00,def_int_long,0,,,,,
player,201309290atl,atl,MassJo00,pass_defended,0,,,,,
player,201309290atl,atl,MassJo00,sacks,0.0,,,,,
player,201309290atl,atl,MassJo00,tackles_combined,2,,,,,
player,201309290atl,atl,MassJo00,tackles_solo,2,,,,,
player,201309290atl,atl,MassJo00,tackles_assists,0,,,,,
player,201309290atl,atl,MassJo00,tackles_loss,1,,,,,
player,201309290atl,atl,MassJo00,qb_hits,0,,,,,
player,201309290atl,atl,MassJo00,fumbles_rec,0,,,,,
player,201309290atl,atl,MassJo00,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,MassJo00,fumbles_rec_td,0,,,,,
player,201309290atl,atl,MassJo00,fumbles_forced,0,,,,,
player,201309290atl,atl,JerrPe99,def_int,0,,,,,
player,201309290atl,atl,JerrPe99,def_int_yds,0,,,,,
player,201309290atl,atl,JerrPe99,def_int_td,0,,,,,
player,201309290atl,atl,JerrPe99,def_int_long,0,,,,,
player,201309290atl,atl,JerrPe99,pass_defended,0,,,,,
player,201309290atl,atl,JerrPe99,sacks,0.0,,,,,
player,201309290atl,atl,JerrPe99,tackles_combined,1,,,,,
player,201309290atl,atl,JerrPe99,tackles_solo,1,,,,,
player,201309290atl,atl,JerrPe99,tackles_assists,0,,,,,
player,201309290atl,atl,JerrPe99,tackles_loss,0,,,,,
player,201309290atl,atl,JerrPe99,qb_hits,0,,,,,
player,201309290atl,atl,JerrPe99,fumbles_rec,0,,,,,
player,201309290atl,atl,JerrPe99,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,JerrPe99,fumbles_rec_td,0,,,,,
player,201309290atl,atl,JerrPe99,fumbles_forced,0,,,,,
player,201309290atl,atl,FranDo99,def_int,0,,,,,
player,201309290atl,atl,FranDo99,def_int_yds,0,,,,,
player,201309290atl,atl,FranDo99,def_int_td,0,,,,,
player,201309290atl,atl,FranDo99,def_int_long,0,,,,,
player,201309290atl,atl,FranDo99,pass_defended,1,,,,,
player,201309290atl,atl,FranDo99,sacks,0.0,,,,,
player,201309290atl,atl,FranDo99,tackles_combined,0,,,,,
player,201309290atl,atl,FranDo99,tackles_solo,0,,,,,
player,201309290atl,atl,FranDo99,tackles_assists,0,,,,,
player,201309290atl,atl,FranDo99,tackles_loss,0,,,,,
player,201309290atl,atl,FranDo99,qb_hits,0,,,,,
player,201309290atl,atl,FranDo99,fumbles_rec,0,,,,,
player,201309290atl,atl,FranDo99,fumbles_rec_yds,0,,,,,
player,201309290atl,atl,FranDo99,fumbles_rec_td,0,,,,,
player,201309290atl,atl,FranDo99,fumbles_forced,0,,,,,
player,201309290atl,atl,DougHa00,kick_ret,0,,,,,
player,201309290atl,atl,DougHa00,kick_ret_yds,0,,,,,
player,201309290atl,atl,DougHa00,kick_ret_yds_per_ret,,,,,,
player,201309290atl,atl,DougHa00,kick_ret_td,0,,,,,
player,201309290atl,atl,DougHa00,kick_ret_long,0,,,,,
player,201309290atl,atl,DougHa00,punt_ret,1,,,,,
player,201309290atl,atl,DougHa00,punt_ret_yds,6,,,,,
player,201309290atl,atl,DougHa00,punt_ret_yds_per_ret,6.0,,,,,
player,201309290atl,atl,DougHa00,punt_ret_td,0,,,,,
player,201309290atl,atl,DougHa00,punt_ret_long,6,,,,,
player,201309290atl,atl,RodgJa00,kick_ret,1,,,,,
player,201309290atl,atl,RodgJa00,kick_ret_yds,29,,,,,
player,201309290atl,atl,RodgJa00,kick_ret_yds_per_ret,29.0,,,,,
player,201309290atl,atl,RodgJa00,kick_ret_td,0,,,,,
player,201309290atl,atl,RodgJa00,kick_ret_long,29,,,,,
player,201309290atl,atl,RodgJa00,punt_ret,0,,,,,
player,201309290atl,atl,RodgJa00,punt_ret_yds,0,,,,,
player,201309290atl,atl,RodgJa00,punt_ret_yds_per_ret,,,,,,
player,201309290atl,atl,RodgJa00,punt_ret_td,0,,,,,
player,201309290atl,atl,RodgJa00,punt_ret_long,0,,,,,
player,201309290atl,nwe,GostSt20,xpm,3,,,,,
player,201309290atl,nwe,GostSt20,xpa,3,,,,,
player,201309290atl,nwe,GostSt20,fgm,3,,,,,
player,201309290atl,nwe,GostSt20,fga,3,,,,,
player,201309290atl,nwe,GostSt20,punt,0,,,,,
player,201309290atl,nwe,GostSt20,punt_yds,0,,,,,
player,201309290atl,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201309290atl,nwe,GostSt20,punt_long,0,,,,,
player,201309290atl,nwe,AlleRy01,xpm,,,,,,
player,201309290atl,nwe,AlleRy01,xpa,,,,,,
