game,2013,14,20131209,201312090chi,dal,"Dallas Cowboys",28,chi,"Chicago Bears",45
team,201312090chi,dal,First Downs,24,,,,,,
team,201312090chi,chi,First Downs,33,,,,,,
team,201312090chi,dal,Rush-Yds-TDs,28-198-1,,,,,,
team,201312090chi,chi,Rush-Yds-TDs,32-149-1,,,,,,
team,201312090chi,dal,Cmp-Att-Yd-TD-INT,14-25-144-3-0,,,,,,
team,201312090chi,chi,Cmp-Att-Yd-TD-INT,27-36-348-4-0,,,,,,
team,201312090chi,dal,Sacked-Yards,2-14,,,,,,
team,201312090chi,chi,Sacked-Yards,1-7,,,,,,
team,201312090chi,dal,Net Pass Yards,130,,,,,,
team,201312090chi,chi,Net Pass Yards,341,,,,,,
team,201312090chi,dal,Total Yards,328,,,,,,
team,201312090chi,chi,Total Yards,490,,,,,,
team,201312090chi,dal,Fumbles-Lost,0-0,,,,,,
team,201312090chi,chi,Fumbles-Lost,0-0,,,,,,
team,201312090chi,dal,Turnovers,0,,,,,,
team,201312090chi,chi,Turnovers,0,,,,,,
team,201312090chi,dal,Penalties-Yards,4-50,,,,,,
team,201312090chi,chi,Penalties-Yards,2-15,,,,,,
team,201312090chi,dal,Third Down Conv.,5-10,,,,,,
team,201312090chi,chi,Third Down Conv.,8-11,,,,,,
team,201312090chi,dal,Fourth Down Conv.,1-2,,,,,,
team,201312090chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201312090chi,dal,Time of Possession,23:16,,,,,,
team,201312090chi,chi,Time of Possession,36:44,,,,,,
player,201312090chi,dal,RomoTo00,pass_cmp,11,,,,,
player,201312090chi,dal,RomoTo00,pass_att,20,,,,,
player,201312090chi,dal,RomoTo00,pass_yds,104,,,,,
player,201312090chi,dal,RomoTo00,pass_td,3,,,,,
player,201312090chi,dal,RomoTo00,pass_int,0,,,,,
player,201312090chi,dal,RomoTo00,pass_sacked,2,,,,,
player,201312090chi,dal,RomoTo00,pass_sacked_yds,14,,,,,
player,201312090chi,dal,RomoTo00,pass_long,25,,,,,
player,201312090chi,dal,RomoTo00,pass_rating,109.2,,,,,
player,201312090chi,dal,RomoTo00,rush_att,1,,,,,
player,201312090chi,dal,RomoTo00,rush_yds,-1,,,,,
player,201312090chi,dal,RomoTo00,rush_td,0,,,,,
player,201312090chi,dal,RomoTo00,rush_long,-1,,,,,
player,201312090chi,dal,RomoTo00,targets,0,,,,,
player,201312090chi,dal,RomoTo00,rec,0,,,,,
player,201312090chi,dal,RomoTo00,rec_yds,0,,,,,
player,201312090chi,dal,RomoTo00,rec_td,0,,,,,
player,201312090chi,dal,RomoTo00,rec_long,0,,,,,
player,201312090chi,dal,RomoTo00,fumbles,0,,,,,
player,201312090chi,dal,RomoTo00,fumbles_lost,0,,,,,
player,201312090chi,dal,OrtoKy00,pass_cmp,3,,,,,
player,201312090chi,dal,OrtoKy00,pass_att,5,,,,,
player,201312090chi,dal,OrtoKy00,pass_yds,40,,,,,
player,201312090chi,dal,OrtoKy00,pass_td,0,,,,,
player,201312090chi,dal,OrtoKy00,pass_int,0,,,,,
player,201312090chi,dal,OrtoKy00,pass_sacked,0,,,,,
player,201312090chi,dal,OrtoKy00,pass_sacked_yds,0,,,,,
player,201312090chi,dal,OrtoKy00,pass_long,18,,,,,
player,201312090chi,dal,OrtoKy00,pass_rating,85.4,,,,,
player,201312090chi,dal,OrtoKy00,rush_att,0,,,,,
player,201312090chi,dal,OrtoKy00,rush_yds,0,,,,,
player,201312090chi,dal,OrtoKy00,rush_td,0,,,,,
player,201312090chi,dal,OrtoKy00,rush_long,0,,,,,
player,201312090chi,dal,OrtoKy00,targets,0,,,,,
player,201312090chi,dal,OrtoKy00,rec,0,,,,,
player,201312090chi,dal,OrtoKy00,rec_yds,0,,,,,
player,201312090chi,dal,OrtoKy00,rec_td,0,,,,,
player,201312090chi,dal,OrtoKy00,rec_long,0,,,,,
player,201312090chi,dal,OrtoKy00,fumbles,0,,,,,
player,201312090chi,dal,OrtoKy00,fumbles_lost,0,,,,,
player,201312090chi,dal,MurrDe00,pass_cmp,0,,,,,
player,201312090chi,dal,MurrDe00,pass_att,0,,,,,
player,201312090chi,dal,MurrDe00,pass_yds,0,,,,,
player,201312090chi,dal,MurrDe00,pass_td,0,,,,,
player,201312090chi,dal,MurrDe00,pass_int,0,,,,,
player,201312090chi,dal,MurrDe00,pass_sacked,0,,,,,
player,201312090chi,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201312090chi,dal,MurrDe00,pass_long,0,,,,,
player,201312090chi,dal,MurrDe00,pass_rating,,,,,,
player,201312090chi,dal,MurrDe00,rush_att,18,,,,,
player,201312090chi,dal,MurrDe00,rush_yds,146,,,,,
player,201312090chi,dal,MurrDe00,rush_td,0,,,,,
player,201312090chi,dal,MurrDe00,rush_long,21,,,,,
player,201312090chi,dal,MurrDe00,targets,5,,,,,
player,201312090chi,dal,MurrDe00,rec,2,,,,,
player,201312090chi,dal,MurrDe00,rec_yds,9,,,,,
player,201312090chi,dal,MurrDe00,rec_td,0,,,,,
player,201312090chi,dal,MurrDe00,rec_long,6,,,,,
player,201312090chi,dal,MurrDe00,fumbles,0,,,,,
player,201312090chi,dal,MurrDe00,fumbles_lost,0,,,,,
player,201312090chi,dal,RandJo01,pass_cmp,0,,,,,
player,201312090chi,dal,RandJo01,pass_att,0,,,,,
player,201312090chi,dal,RandJo01,pass_yds,0,,,,,
player,201312090chi,dal,RandJo01,pass_td,0,,,,,
player,201312090chi,dal,RandJo01,pass_int,0,,,,,
player,201312090chi,dal,RandJo01,pass_sacked,0,,,,,
player,201312090chi,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201312090chi,dal,RandJo01,pass_long,0,,,,,
player,201312090chi,dal,RandJo01,pass_rating,,,,,,
player,201312090chi,dal,RandJo01,rush_att,9,,,,,
player,201312090chi,dal,RandJo01,rush_yds,53,,,,,
player,201312090chi,dal,RandJo01,rush_td,1,,,,,
player,201312090chi,dal,RandJo01,rush_long,19,,,,,
player,201312090chi,dal,RandJo01,targets,0,,,,,
player,201312090chi,dal,RandJo01,rec,0,,,,,
player,201312090chi,dal,RandJo01,rec_yds,0,,,,,
player,201312090chi,dal,RandJo01,rec_td,0,,,,,
player,201312090chi,dal,RandJo01,rec_long,0,,,,,
player,201312090chi,dal,RandJo01,fumbles,0,,,,,
player,201312090chi,dal,RandJo01,fumbles_lost,0,,,,,
player,201312090chi,dal,WillTe01,pass_cmp,0,,,,,
player,201312090chi,dal,WillTe01,pass_att,0,,,,,
player,201312090chi,dal,WillTe01,pass_yds,0,,,,,
player,201312090chi,dal,WillTe01,pass_td,0,,,,,
player,201312090chi,dal,WillTe01,pass_int,0,,,,,
player,201312090chi,dal,WillTe01,pass_sacked,0,,,,,
player,201312090chi,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201312090chi,dal,WillTe01,pass_long,0,,,,,
player,201312090chi,dal,WillTe01,pass_rating,,,,,,
player,201312090chi,dal,WillTe01,rush_att,0,,,,,
player,201312090chi,dal,WillTe01,rush_yds,0,,,,,
player,201312090chi,dal,WillTe01,rush_td,0,,,,,
player,201312090chi,dal,WillTe01,rush_long,0,,,,,
player,201312090chi,dal,WillTe01,targets,3,,,,,
player,201312090chi,dal,WillTe01,rec,2,,,,,
player,201312090chi,dal,WillTe01,rec_yds,36,,,,,
player,201312090chi,dal,WillTe01,rec_td,0,,,,,
player,201312090chi,dal,WillTe01,rec_long,18,,,,,
player,201312090chi,dal,WillTe01,fumbles,0,,,,,
player,201312090chi,dal,WillTe01,fumbles_lost,0,,,,,
player,201312090chi,dal,EscoGa00,pass_cmp,0,,,,,
player,201312090chi,dal,EscoGa00,pass_att,0,,,,,
player,201312090chi,dal,EscoGa00,pass_yds,0,,,,,
player,201312090chi,dal,EscoGa00,pass_td,0,,,,,
player,201312090chi,dal,EscoGa00,pass_int,0,,,,,
player,201312090chi,dal,EscoGa00,pass_sacked,0,,,,,
player,201312090chi,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201312090chi,dal,EscoGa00,pass_long,0,,,,,
player,201312090chi,dal,EscoGa00,pass_rating,,,,,,
