game,2013,6,20131013,201310130rav,gnb,"Green Bay Packers",19,rav,"Baltimore Ravens",17
player,201310130rav,gnb,LacyEd00,rec_td,0,,,,,
player,201310130rav,gnb,LacyEd00,rec_long,5,,,,,
player,201310130rav,gnb,LacyEd00,fumbles,0,,,,,
player,201310130rav,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_att,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_yds,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_td,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_int,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_long,0,,,,,
player,201310130rav,gnb,KuhnJo00,pass_rating,,,,,,
player,201310130rav,gnb,KuhnJo00,rush_att,1,,,,,
player,201310130rav,gnb,KuhnJo00,rush_yds,2,,,,,
player,201310130rav,gnb,KuhnJo00,rush_td,0,,,,,
player,201310130rav,gnb,KuhnJo00,rush_long,2,,,,,
player,201310130rav,gnb,KuhnJo00,targets,2,,,,,
player,201310130rav,gnb,KuhnJo00,rec,2,,,,,
player,201310130rav,gnb,KuhnJo00,rec_yds,9,,,,,
player,201310130rav,gnb,KuhnJo00,rec_td,0,,,,,
player,201310130rav,gnb,KuhnJo00,rec_long,8,,,,,
player,201310130rav,gnb,KuhnJo00,fumbles,1,,,,,
player,201310130rav,gnb,KuhnJo00,fumbles_lost,1,,,,,
player,201310130rav,gnb,NelsJo00,pass_cmp,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_att,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_yds,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_td,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_int,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_sacked,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_long,0,,,,,
player,201310130rav,gnb,NelsJo00,pass_rating,,,,,,
player,201310130rav,gnb,NelsJo00,rush_att,0,,,,,
player,201310130rav,gnb,NelsJo00,rush_yds,0,,,,,
player,201310130rav,gnb,NelsJo00,rush_td,0,,,,,
player,201310130rav,gnb,NelsJo00,rush_long,0,,,,,
player,201310130rav,gnb,NelsJo00,targets,10,,,,,
player,201310130rav,gnb,NelsJo00,rec,4,,,,,
player,201310130rav,gnb,NelsJo00,rec_yds,113,,,,,
player,201310130rav,gnb,NelsJo00,rec_td,1,,,,,
player,201310130rav,gnb,NelsJo00,rec_long,64,,,,,
player,201310130rav,gnb,NelsJo00,fumbles,0,,,,,
player,201310130rav,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_cmp,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_att,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_yds,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_td,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_int,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_sacked,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_long,0,,,,,
player,201310130rav,gnb,FinlJe00,pass_rating,,,,,,
player,201310130rav,gnb,FinlJe00,rush_att,0,,,,,
player,201310130rav,gnb,FinlJe00,rush_yds,0,,,,,
player,201310130rav,gnb,FinlJe00,rush_td,0,,,,,
player,201310130rav,gnb,FinlJe00,rush_long,0,,,,,
player,201310130rav,gnb,FinlJe00,targets,7,,,,,
player,201310130rav,gnb,FinlJe00,rec,3,,,,,
player,201310130rav,gnb,FinlJe00,rec_yds,75,,,,,
player,201310130rav,gnb,FinlJe00,rec_td,0,,,,,
player,201310130rav,gnb,FinlJe00,rec_long,52,,,,,
player,201310130rav,gnb,FinlJe00,fumbles,0,,,,,
player,201310130rav,gnb,FinlJe00,fumbles_lost,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_cmp,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_att,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_yds,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_td,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_int,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_sacked,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_long,0,,,,,
player,201310130rav,gnb,CobbRa00,pass_rating,,,,,,
player,201310130rav,gnb,CobbRa00,rush_att,0,,,,,
player,201310130rav,gnb,CobbRa00,rush_yds,0,,,,,
player,201310130rav,gnb,CobbRa00,rush_td,0,,,,,
player,201310130rav,gnb,CobbRa00,rush_long,0,,,,,
player,201310130rav,gnb,CobbRa00,targets,4,,,,,
player,201310130rav,gnb,CobbRa00,rec,4,,,,,
player,201310130rav,gnb,CobbRa00,rec_yds,53,,,,,
player,201310130rav,gnb,CobbRa00,rec_td,0,,,,,
player,201310130rav,gnb,CobbRa00,rec_long,18,,,,,
player,201310130rav,gnb,CobbRa00,fumbles,0,,,,,
player,201310130rav,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_cmp,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_att,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_yds,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_td,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_int,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_sacked,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_long,0,,,,,
player,201310130rav,gnb,BoykJa00,pass_rating,,,,,,
player,201310130rav,gnb,BoykJa00,rush_att,0,,,,,
player,201310130rav,gnb,BoykJa00,rush_yds,0,,,,,
player,201310130rav,gnb,BoykJa00,rush_td,0,,,,,
player,201310130rav,gnb,BoykJa00,rush_long,0,,,,,
player,201310130rav,gnb,BoykJa00,targets,6,,,,,
player,201310130rav,gnb,BoykJa00,rec,1,,,,,
player,201310130rav,gnb,BoykJa00,rec_yds,43,,,,,
player,201310130rav,gnb,BoykJa00,rec_td,0,,,,,
player,201310130rav,gnb,BoykJa00,rec_long,43,,,,,
player,201310130rav,gnb,BoykJa00,fumbles,0,,,,,
player,201310130rav,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_cmp,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_att,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_yds,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_td,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_int,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_sacked,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_long,0,,,,,
player,201310130rav,gnb,JoneJa04,pass_rating,,,,,,
player,201310130rav,gnb,JoneJa04,rush_att,0,,,,,
player,201310130rav,gnb,JoneJa04,rush_yds,0,,,,,
player,201310130rav,gnb,JoneJa04,rush_td,0,,,,,
player,201310130rav,gnb,JoneJa04,rush_long,0,,,,,
player,201310130rav,gnb,JoneJa04,targets,1,,,,,
player,201310130rav,gnb,JoneJa04,rec,1,,,,,
player,201310130rav,gnb,JoneJa04,rec_yds,10,,,,,
player,201310130rav,gnb,JoneJa04,rec_td,0,,,,,
player,201310130rav,gnb,JoneJa04,rec_long,10,,,,,
player,201310130rav,gnb,JoneJa04,fumbles,0,,,,,
player,201310130rav,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201310130rav,gnb,FranJo01,pass_cmp,0,,,,,
player,201310130rav,gnb,FranJo01,pass_att,0,,,,,
player,201310130rav,gnb,FranJo01,pass_yds,0,,,,,
player,201310130rav,gnb,FranJo01,pass_td,0,,,,,
player,201310130rav,gnb,FranJo01,pass_int,0,,,,,
player,201310130rav,gnb,FranJo01,pass_sacked,0,,,,,
player,201310130rav,gnb,FranJo01,pass_sacked_yds,0,,,,,
player,201310130rav,gnb,FranJo01,pass_long,0,,,,,
player,201310130rav,gnb,FranJo01,pass_rating,,,,,,
player,201310130rav,gnb,FranJo01,rush_att,1,,,,,
player,201310130rav,gnb,FranJo01,rush_yds,-3,,,,,
player,201310130rav,gnb,FranJo01,rush_td,0,,,,,
player,201310130rav,gnb,FranJo01,rush_long,-3,,,,,
player,201310130rav,gnb,FranJo01,targets,1,,,,,
player,201310130rav,gnb,FranJo01,rec,1,,,,,
player,201310130rav,gnb,FranJo01,rec_yds,7,,,,,
player,201310130rav,gnb,FranJo01,rec_td,0,,,,,
player,201310130rav,gnb,FranJo01,rec_long,7,,,,,
player,201310130rav,gnb,FranJo01,fumbles,0,,,,,
player,201310130rav,gnb,FranJo01,fumbles_lost,0,,,,,
player,201310130rav,rav,FlacJo00,pass_cmp,20,,,,,
player,201310130rav,rav,FlacJo00,pass_att,34,,,,,
player,201310130rav,rav,FlacJo00,pass_yds,342,,,,,
player,201310130rav,rav,FlacJo00,pass_td,2,,,,,
player,201310130rav,rav,FlacJo00,pass_int,0,,,,,
player,201310130rav,rav,FlacJo00,pass_sacked,5,,,,,
player,201310130rav,rav,FlacJo00,pass_sacked_yds,29,,,,,
player,201310130rav,rav,FlacJo00,pass_long,63,,,,,
player,201310130rav,rav,FlacJo00,pass_rating,112.6,,,,,
player,201310130rav,rav,FlacJo00,rush_att,1,,,,,
player,201310130rav,rav,FlacJo00,rush_yds,6,,,,,
player,201310130rav,rav,FlacJo00,rush_td,0,,,,,
player,201310130rav,rav,FlacJo00,rush_long,6,,,,,
player,201310130rav,rav,FlacJo00,targets,0,,,,,
player,201310130rav,rav,FlacJo00,rec,0,,,,,
player,201310130rav,rav,FlacJo00,rec_yds,0,,,,,
player,201310130rav,rav,FlacJo00,rec_td,0,,,,,
player,201310130rav,rav,FlacJo00,rec_long,0,,,,,
player,201310130rav,rav,FlacJo00,fumbles,2,,,,,
player,201310130rav,rav,FlacJo00,fumbles_lost,1,,,,,
player,201310130rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201310130rav,rav,RiceRa00,pass_att,0,,,,,
player,201310130rav,rav,RiceRa00,pass_yds,0,,,,,
player,201310130rav,rav,RiceRa00,pass_td,0,,,,,
player,201310130rav,rav,RiceRa00,pass_int,0,,,,,
player,201310130rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201310130rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201310130rav,rav,RiceRa00,pass_long,0,,,,,
player,201310130rav,rav,RiceRa00,pass_rating,,,,,,
player,201310130rav,rav,RiceRa00,rush_att,14,,,,,
player,201310130rav,rav,RiceRa00,rush_yds,34,,,,,
player,201310130rav,rav,RiceRa00,rush_td,0,,,,,
player,201310130rav,rav,RiceRa00,rush_long,11,,,,,
player,201310130rav,rav,RiceRa00,targets,4,,,,,
player,201310130rav,rav,RiceRa00,rec,3,,,,,
player,201310130rav,rav,RiceRa00,rec_yds,15,,,,,
player,201310130rav,rav,RiceRa00,rec_td,0,,,,,
player,201310130rav,rav,RiceRa00,rec_long,11,,,,,
player,201310130rav,rav,RiceRa00,fumbles,0,,,,,
player,201310130rav,rav,RiceRa00,fumbles_lost,0,,,,,
player,201310130rav,rav,PierBe00,pass_cmp,0,,,,,
player,201310130rav,rav,PierBe00,pass_att,0,,,,,
player,201310130rav,rav,PierBe00,pass_yds,0,,,,,
player,201310130rav,rav,PierBe00,pass_td,0,,,,,
player,201310130rav,rav,PierBe00,pass_int,0,,,,,
player,201310130rav,rav,PierBe00,pass_sacked,0,,,,,
player,201310130rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201310130rav,rav,PierBe00,pass_long,0,,,,,
player,201310130rav,rav,PierBe00,pass_rating,,,,,,
player,201310130rav,rav,PierBe00,rush_att,6,,,,,
player,201310130rav,rav,PierBe00,rush_yds,9,,,,,
player,201310130rav,rav,PierBe00,rush_td,0,,,,,
player,201310130rav,rav,PierBe00,rush_long,10,,,,,
player,201310130rav,rav,PierBe00,targets,2,,,,,
player,201310130rav,rav,PierBe00,rec,2,,,,,
player,201310130rav,rav,PierBe00,rec_yds,22,,,,,
player,201310130rav,rav,PierBe00,rec_td,0,,,,,
player,201310130rav,rav,PierBe00,rec_long,14,,,,,
player,201310130rav,rav,PierBe00,fumbles,0,,,,,
player,201310130rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201310130rav,rav,DossTa00,pass_cmp,0,,,,,
player,201310130rav,rav,DossTa00,pass_att,0,,,,,
player,201310130rav,rav,DossTa00,pass_yds,0,,,,,
player,201310130rav,rav,DossTa00,pass_td,0,,,,,
player,201310130rav,rav,DossTa00,pass_int,0,,,,,
player,201310130rav,rav,DossTa00,pass_sacked,0,,,,,
player,201310130rav,rav,DossTa00,pass_sacked_yds,0,,,,,
player,201310130rav,rav,DossTa00,pass_long,0,,,,,
player,201310130rav,rav,DossTa00,pass_rating,,,,,,
player,201310130rav,rav,DossTa00,rush_att,0,,,,,
player,201310130rav,rav,DossTa00,rush_yds,0,,,,,
player,201310130rav,rav,DossTa00,rush_td,0,,,,,
player,201310130rav,rav,DossTa00,rush_long,0,,,,,
player,201310130rav,rav,DossTa00,targets,6,,,,,
player,201310130rav,rav,DossTa00,rec,4,,,,,
player,201310130rav,rav,DossTa00,rec_yds,99,,,,,
player,201310130rav,rav,DossTa00,rec_td,0,,,,,
player,201310130rav,rav,DossTa00,rec_long,63,,,,,
player,201310130rav,rav,DossTa00,fumbles,0,,,,,
player,201310130rav,rav,DossTa00,fumbles_lost,0,,,,,
player,201310130rav,rav,ClarDa00,pass_cmp,0,,,,,
player,201310130rav,rav,ClarDa00,pass_att,0,,,,,
player,201310130rav,rav,ClarDa00,pass_yds,0,,,,,
player,201310130rav,rav,ClarDa00,pass_td,0,,,,,
player,201310130rav,rav,ClarDa00,pass_int,0,,,,,
player,201310130rav,rav,ClarDa00,pass_sacked,0,,,,,
player,201310130rav,rav,ClarDa00,pass_sacked_yds,0,,,,,
player,201310130rav,rav,ClarDa00,pass_long,0,,,,,
player,201310130rav,rav,ClarDa00,pass_rating,,,,,,
player,201310130rav,rav,ClarDa00,rush_att,0,,,,,
player,201310130rav,rav,ClarDa00,rush_yds,0,,,,,
player,201310130rav,rav,ClarDa00,rush_td,0,,,,,
player,201310130rav,rav,ClarDa00,rush_long,0,,,,,
player,201310130rav,rav,ClarDa00,targets,6,,,,,
player,201310130rav,rav,ClarDa00,rec,4,,,,,
player,201310130rav,rav,ClarDa00,rec_yds,81,,,,,
player,201310130rav,rav,ClarDa00,rec_td,1,,,,,
player,201310130rav,rav,ClarDa00,rec_long,45,,,,,
player,201310130rav,rav,ClarDa00,fumbles,0,,,,,
player,201310130rav,rav,ClarDa00,fumbles_lost,0,,,,,
player,201310130rav,rav,JoneJa03,pass_cmp,0,,,,,
player,201310130rav,rav,JoneJa03,pass_att,0,,,,,
player,201310130rav,rav,JoneJa03,pass_yds,0,,,,,
player,201310130rav,rav,JoneJa03,pass_td,0,,,,,
player,201310130rav,rav,JoneJa03,pass_int,0,,,,,
player,201310130rav,rav,JoneJa03,pass_sacked,0,,,,,
player,201310130rav,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201310130rav,rav,JoneJa03,pass_long,0,,,,,
player,201310130rav,rav,JoneJa03,pass_rating,,,,,,
player,201310130rav,rav,JoneJa03,rush_att,0,,,,,
player,201310130rav,rav,JoneJa03,rush_yds,0,,,,,
player,201310130rav,rav,JoneJa03,rush_td,0,,,,,
player,201310130rav,rav,JoneJa03,rush_long,0,,,,,
player,201310130rav,rav,JoneJa03,targets,2,,,,,
player,201310130rav,rav,JoneJa03,rec,2,,,,,
player,201310130rav,rav,JoneJa03,rec_yds,42,,,,,
player,201310130rav,rav,JoneJa03,rec_td,1,,,,,
player,201310130rav,rav,JoneJa03,rec_long,31,,,,,
player,201310130rav,rav,JoneJa03,fumbles,0,,,,,
player,201310130rav,rav,JoneJa03,fumbles_lost,0,,,,,
player,201310130rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201310130rav,rav,SmitTo02,pass_att,0,,,,,
player,201310130rav,rav,SmitTo02,pass_yds,0,,,,,
player,201310130rav,rav,SmitTo02,pass_td,0,,,,,
player,201310130rav,rav,SmitTo02,pass_int,0,,,,,
player,201310130rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201310130rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201310130rav,rav,SmitTo02,pass_long,0,,,,,
player,201310130rav,rav,SmitTo02,pass_rating,,,,,,
player,201310130rav,rav,SmitTo02,rush_att,0,,,,,
player,201310130rav,rav,SmitTo02,rush_yds,0,,,,,
player,201310130rav,rav,SmitTo02,rush_td,0,,,,,
player,201310130rav,rav,SmitTo02,rush_long,0,,,,,
player,201310130rav,rav,SmitTo02,targets,4,,,,,
player,201310130rav,rav,SmitTo02,rec,1,,,,,
player,201310130rav,rav,SmitTo02,rec_yds,12,,,,,
player,201310130rav,rav,SmitTo02,rec_td,0,,,,,
player,201310130rav,rav,SmitTo02,rec_long,12,,,,,
player,201310130rav,rav,SmitTo02,fumbles,0,,,,,
player,201310130rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201310130rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201310130rav,rav,LeacVo00,pass_att,0,,,,,
player,201310130rav,rav,LeacVo00,pass_yds,0,,,,,
player,201310130rav,rav,LeacVo00,pass_td,0,,,,,
player,201310130rav,rav,LeacVo00,pass_int,0,,,,,
player,201310130rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201310130rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201310130rav,rav,LeacVo00,pass_long,0,,,,,
player,201310130rav,rav,LeacVo00,pass_rating,,,,,,
player,201310130rav,rav,LeacVo00,rush_att,0,,,,,
player,201310130rav,rav,LeacVo00,rush_yds,0,,,,,
player,201310130rav,rav,LeacVo00,rush_td,0,,,,,
player,201310130rav,rav,LeacVo00,rush_long,0,,,,,
player,201310130rav,rav,LeacVo00,targets,2,,,,,
player,201310130rav,rav,LeacVo00,rec,0,,,,,
player,201310130rav,rav,LeacVo00,rec_yds,0,,,,,
player,201310130rav,rav,LeacVo00,rec_td,0,,,,,
player,201310130rav,rav,LeacVo00,rec_long,0,,,,,
player,201310130rav,rav,LeacVo00,fumbles,0,,,,,
player,201310130rav,rav,LeacVo00,fumbles_lost,0,,,,,
player,201310130rav,rav,BajeBi00,pass_cmp,0,,,,,
player,201310130rav,rav,BajeBi00,pass_att,0,,,,,
player,201310130rav,rav,BajeBi00,pass_yds,0,,,,,
player,201310130rav,rav,BajeBi00,pass_td,0,,,,,
player,201310130rav,rav,BajeBi00,pass_int,0,,,,,
player,201310130rav,rav,BajeBi00,pass_sacked,0,,,,,
player,201310130rav,rav,BajeBi00,pass_sacked_yds,0,,,,,
player,201310130rav,rav,BajeBi00,pass_long,0,,,,,
player,201310130rav,rav,BajeBi00,pass_rating,,,,,,
player,201310130rav,rav,BajeBi00,rush_att,0,,,,,
player,201310130rav,rav,BajeBi00,rush_yds,0,,,,,
player,201310130rav,rav,BajeBi00,rush_td,0,,,,,
player,201310130rav,rav,BajeBi00,rush_long,0,,,,,
player,201310130rav,rav,BajeBi00,targets,1,,,,,
player,201310130rav,rav,BajeBi00,rec,1,,,,,
player,201310130rav,rav,BajeBi00,rec_yds,0,,,,,
player,201310130rav,rav,BajeBi00,rec_td,0,,,,,
player,201310130rav,rav,BajeBi00,rec_long,0,,,,,
player,201310130rav,rav,BajeBi00,fumbles,0,,,,,
player,201310130rav,rav,BajeBi00,fumbles_lost,0,,,,,
player,201310130rav,rav,BrowMa00,pass_cmp,0,,,,,
player,201310130rav,rav,BrowMa00,pass_att,0,,,,,
player,201310130rav,rav,BrowMa00,pass_yds,0,,,,,
player,201310130rav,rav,BrowMa00,pass_td,0,,,,,
player,201310130rav,rav,BrowMa00,pass_int,0,,,,,
player,201310130rav,rav,BrowMa00,pass_sacked,0,,,,,
player,201310130rav,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201310130rav,rav,BrowMa00,pass_long,0,,,,,
player,201310130rav,rav,BrowMa00,pass_rating,,,,,,
player,201310130rav,rav,BrowMa00,rush_att,1,,,,,
player,201310130rav,rav,BrowMa00,rush_yds,-2,,,,,
player,201310130rav,rav,BrowMa00,rush_td,0,,,,,
player,201310130rav,rav,BrowMa00,rush_long,-2,,,,,
player,201310130rav,rav,BrowMa00,targets,7,,,,,
player,201310130rav,rav,BrowMa00,rec,3,,,,,
player,201310130rav,rav,BrowMa00,rec_yds,71,,,,,
player,201310130rav,rav,BrowMa00,rec_td,0,,,,,
player,201310130rav,rav,BrowMa00,rec_long,59,,,,,
player,201310130rav,rav,BrowMa00,fumbles,0,,,,,
player,201310130rav,rav,BrowMa00,fumbles_lost,0,,,,,
player,201310130rav,gnb,HawkA.20,def_int,0,,,,,
player,201310130rav,gnb,HawkA.20,def_int_yds,0,,,,,
player,201310130rav,gnb,HawkA.20,def_int_td,0,,,,,
player,201310130rav,gnb,HawkA.20,def_int_long,0,,,,,
player,201310130rav,gnb,HawkA.20,pass_defended,0,,,,,
player,201310130rav,gnb,HawkA.20,sacks,3.0,,,,,
player,201310130rav,gnb,HawkA.20,tackles_combined,10,,,,,
player,201310130rav,gnb,HawkA.20,tackles_solo,8,,,,,
player,201310130rav,gnb,HawkA.20,tackles_assists,2,,,,,
player,201310130rav,gnb,HawkA.20,tackles_loss,5,,,,,
player,201310130rav,gnb,HawkA.20,qb_hits,3,,,,,
player,201310130rav,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201310130rav,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201310130rav,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201310130rav,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201310130rav,gnb,HydeMi00,def_int,0,,,,,
player,201310130rav,gnb,HydeMi00,def_int_yds,0,,,,,
player,201310130rav,gnb,HydeMi00,def_int_td,0,,,,,
player,201310130rav,gnb,HydeMi00,def_int_long,0,,,,,
player,201310130rav,gnb,HydeMi00,pass_defended,0,,,,,
player,201310130rav,gnb,HydeMi00,sacks,1.0,,,,,
player,201310130rav,gnb,HydeMi00,tackles_combined,7,,,,,
player,201310130rav,gnb,HydeMi00,tackles_solo,6,,,,,
player,201310130rav,gnb,HydeMi00,tackles_assists,1,,,,,
player,201310130rav,gnb,HydeMi00,tackles_loss,1,,,,,
player,201310130rav,gnb,HydeMi00,qb_hits,0,,,,,
player,201310130rav,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201310130rav,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201310130rav,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201310130rav,gnb,HydeMi00,fumbles_forced,1,,,,,
player,201310130rav,gnb,PerrNi00,def_int,0,,,,,
player,201310130rav,gnb,PerrNi00,def_int_yds,0,,,,,
player,201310130rav,gnb,PerrNi00,def_int_td,0,,,,,
player,201310130rav,gnb,PerrNi00,def_int_long,0,,,,,
player,201310130rav,gnb,PerrNi00,pass_defended,0,,,,,
player,201310130rav,gnb,PerrNi00,sacks,1.0,,,,,
player,201310130rav,gnb,PerrNi00,tackles_combined,4,,,,,
player,201310130rav,gnb,PerrNi00,tackles_solo,3,,,,,
player,201310130rav,gnb,PerrNi00,tackles_assists,1,,,,,
player,201310130rav,gnb,PerrNi00,tackles_loss,0,,,,,
player,201310130rav,gnb,PerrNi00,qb_hits,0,,,,,
player,201310130rav,gnb,PerrNi00,fumbles_rec,0,,,,,
