game,2013,3,20130922,201309220mia,atl,"Atlanta Falcons",23,mia,"Miami Dolphins",27
player,201309220mia,atl,SnelJa00,rush_td,0,,,,,
player,201309220mia,atl,SnelJa00,rush_long,17,,,,,
player,201309220mia,atl,SnelJa00,targets,5,,,,,
player,201309220mia,atl,SnelJa00,rec,4,,,,,
player,201309220mia,atl,SnelJa00,rec_yds,58,,,,,
player,201309220mia,atl,SnelJa00,rec_td,1,,,,,
player,201309220mia,atl,SnelJa00,rec_long,34,,,,,
player,201309220mia,atl,SnelJa00,fumbles,0,,,,,
player,201309220mia,atl,SnelJa00,fumbles_lost,0,,,,,
player,201309220mia,atl,JoneJu02,pass_cmp,0,,,,,
player,201309220mia,atl,JoneJu02,pass_att,0,,,,,
player,201309220mia,atl,JoneJu02,pass_yds,0,,,,,
player,201309220mia,atl,JoneJu02,pass_td,0,,,,,
player,201309220mia,atl,JoneJu02,pass_int,0,,,,,
player,201309220mia,atl,JoneJu02,pass_sacked,0,,,,,
player,201309220mia,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201309220mia,atl,JoneJu02,pass_long,0,,,,,
player,201309220mia,atl,JoneJu02,pass_rating,,,,,,
player,201309220mia,atl,JoneJu02,rush_att,1,,,,,
player,201309220mia,atl,JoneJu02,rush_yds,7,,,,,
player,201309220mia,atl,JoneJu02,rush_td,0,,,,,
player,201309220mia,atl,JoneJu02,rush_long,7,,,,,
player,201309220mia,atl,JoneJu02,targets,12,,,,,
player,201309220mia,atl,JoneJu02,rec,9,,,,,
player,201309220mia,atl,JoneJu02,rec_yds,115,,,,,
player,201309220mia,atl,JoneJu02,rec_td,0,,,,,
player,201309220mia,atl,JoneJu02,rec_long,28,,,,,
player,201309220mia,atl,JoneJu02,fumbles,0,,,,,
player,201309220mia,atl,JoneJu02,fumbles_lost,0,,,,,
player,201309220mia,atl,GonzTo00,pass_cmp,0,,,,,
player,201309220mia,atl,GonzTo00,pass_att,0,,,,,
player,201309220mia,atl,GonzTo00,pass_yds,0,,,,,
player,201309220mia,atl,GonzTo00,pass_td,0,,,,,
player,201309220mia,atl,GonzTo00,pass_int,0,,,,,
player,201309220mia,atl,GonzTo00,pass_sacked,0,,,,,
player,201309220mia,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201309220mia,atl,GonzTo00,pass_long,0,,,,,
player,201309220mia,atl,GonzTo00,pass_rating,,,,,,
player,201309220mia,atl,GonzTo00,rush_att,0,,,,,
player,201309220mia,atl,GonzTo00,rush_yds,0,,,,,
player,201309220mia,atl,GonzTo00,rush_td,0,,,,,
player,201309220mia,atl,GonzTo00,rush_long,0,,,,,
player,201309220mia,atl,GonzTo00,targets,5,,,,,
player,201309220mia,atl,GonzTo00,rec,4,,,,,
player,201309220mia,atl,GonzTo00,rec_yds,24,,,,,
player,201309220mia,atl,GonzTo00,rec_td,0,,,,,
player,201309220mia,atl,GonzTo00,rec_long,11,,,,,
player,201309220mia,atl,GonzTo00,fumbles,0,,,,,
player,201309220mia,atl,GonzTo00,fumbles_lost,0,,,,,
player,201309220mia,atl,WhitRo00,pass_cmp,0,,,,,
player,201309220mia,atl,WhitRo00,pass_att,0,,,,,
player,201309220mia,atl,WhitRo00,pass_yds,0,,,,,
player,201309220mia,atl,WhitRo00,pass_td,0,,,,,
player,201309220mia,atl,WhitRo00,pass_int,0,,,,,
player,201309220mia,atl,WhitRo00,pass_sacked,0,,,,,
player,201309220mia,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201309220mia,atl,WhitRo00,pass_long,0,,,,,
player,201309220mia,atl,WhitRo00,pass_rating,,,,,,
player,201309220mia,atl,WhitRo00,rush_att,0,,,,,
player,201309220mia,atl,WhitRo00,rush_yds,0,,,,,
player,201309220mia,atl,WhitRo00,rush_td,0,,,,,
player,201309220mia,atl,WhitRo00,rush_long,0,,,,,
player,201309220mia,atl,WhitRo00,targets,4,,,,,
player,201309220mia,atl,WhitRo00,rec,2,,,,,
player,201309220mia,atl,WhitRo00,rec_yds,16,,,,,
player,201309220mia,atl,WhitRo00,rec_td,0,,,,,
player,201309220mia,atl,WhitRo00,rec_long,10,,,,,
player,201309220mia,atl,WhitRo00,fumbles,0,,,,,
player,201309220mia,atl,WhitRo00,fumbles_lost,0,,,,,
player,201309220mia,atl,DougHa00,pass_cmp,0,,,,,
player,201309220mia,atl,DougHa00,pass_att,0,,,,,
player,201309220mia,atl,DougHa00,pass_yds,0,,,,,
player,201309220mia,atl,DougHa00,pass_td,0,,,,,
player,201309220mia,atl,DougHa00,pass_int,0,,,,,
player,201309220mia,atl,DougHa00,pass_sacked,0,,,,,
player,201309220mia,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201309220mia,atl,DougHa00,pass_long,0,,,,,
player,201309220mia,atl,DougHa00,pass_rating,,,,,,
player,201309220mia,atl,DougHa00,rush_att,0,,,,,
player,201309220mia,atl,DougHa00,rush_yds,0,,,,,
player,201309220mia,atl,DougHa00,rush_td,0,,,,,
player,201309220mia,atl,DougHa00,rush_long,0,,,,,
player,201309220mia,atl,DougHa00,targets,6,,,,,
player,201309220mia,atl,DougHa00,rec,1,,,,,
player,201309220mia,atl,DougHa00,rec_yds,9,,,,,
player,201309220mia,atl,DougHa00,rec_td,0,,,,,
player,201309220mia,atl,DougHa00,rec_long,9,,,,,
player,201309220mia,atl,DougHa00,fumbles,1,,,,,
player,201309220mia,atl,DougHa00,fumbles_lost,1,,,,,
player,201309220mia,atl,ToilLe00,pass_cmp,0,,,,,
player,201309220mia,atl,ToilLe00,pass_att,0,,,,,
player,201309220mia,atl,ToilLe00,pass_yds,0,,,,,
player,201309220mia,atl,ToilLe00,pass_td,0,,,,,
player,201309220mia,atl,ToilLe00,pass_int,0,,,,,
player,201309220mia,atl,ToilLe00,pass_sacked,0,,,,,
player,201309220mia,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201309220mia,atl,ToilLe00,pass_long,0,,,,,
player,201309220mia,atl,ToilLe00,pass_rating,,,,,,
player,201309220mia,atl,ToilLe00,rush_att,0,,,,,
player,201309220mia,atl,ToilLe00,rush_yds,0,,,,,
player,201309220mia,atl,ToilLe00,rush_td,0,,,,,
player,201309220mia,atl,ToilLe00,rush_long,0,,,,,
player,201309220mia,atl,ToilLe00,targets,1,,,,,
player,201309220mia,atl,ToilLe00,rec,1,,,,,
player,201309220mia,atl,ToilLe00,rec_yds,2,,,,,
player,201309220mia,atl,ToilLe00,rec_td,1,,,,,
player,201309220mia,atl,ToilLe00,rec_long,2,,,,,
player,201309220mia,atl,ToilLe00,fumbles,0,,,,,
player,201309220mia,atl,ToilLe00,fumbles_lost,0,,,,,
player,201309220mia,atl,DaviDr00,pass_cmp,0,,,,,
player,201309220mia,atl,DaviDr00,pass_att,0,,,,,
player,201309220mia,atl,DaviDr00,pass_yds,0,,,,,
player,201309220mia,atl,DaviDr00,pass_td,0,,,,,
player,201309220mia,atl,DaviDr00,pass_int,0,,,,,
player,201309220mia,atl,DaviDr00,pass_sacked,0,,,,,
player,201309220mia,atl,DaviDr00,pass_sacked_yds,0,,,,,
player,201309220mia,atl,DaviDr00,pass_long,0,,,,,
player,201309220mia,atl,DaviDr00,pass_rating,,,,,,
player,201309220mia,atl,DaviDr00,rush_att,0,,,,,
player,201309220mia,atl,DaviDr00,rush_yds,0,,,,,
player,201309220mia,atl,DaviDr00,rush_td,0,,,,,
player,201309220mia,atl,DaviDr00,rush_long,0,,,,,
player,201309220mia,atl,DaviDr00,targets,1,,,,,
player,201309220mia,atl,DaviDr00,rec,0,,,,,
player,201309220mia,atl,DaviDr00,rec_yds,0,,,,,
player,201309220mia,atl,DaviDr00,rec_td,0,,,,,
player,201309220mia,atl,DaviDr00,rec_long,0,,,,,
player,201309220mia,atl,DaviDr00,fumbles,0,,,,,
player,201309220mia,atl,DaviDr00,fumbles_lost,0,,,,,
player,201309220mia,atl,DaviDo02,pass_cmp,,,,,,
player,201309220mia,atl,DaviDo02,pass_att,,,,,,
player,201309220mia,atl,DaviDo02,pass_yds,,,,,,
player,201309220mia,atl,DaviDo02,pass_td,,,,,,
player,201309220mia,atl,DaviDo02,pass_int,,,,,,
player,201309220mia,atl,DaviDo02,pass_sacked,,,,,,
player,201309220mia,atl,DaviDo02,pass_sacked_yds,,,,,,
player,201309220mia,atl,DaviDo02,pass_long,,,,,,
player,201309220mia,atl,DaviDo02,pass_rating,,,,,,
player,201309220mia,atl,DaviDo02,rush_att,,,,,,
player,201309220mia,atl,DaviDo02,rush_yds,,,,,,
player,201309220mia,atl,DaviDo02,rush_td,,,,,,
player,201309220mia,atl,DaviDo02,rush_long,,,,,,
player,201309220mia,atl,DaviDo02,targets,1,,,,,
player,201309220mia,atl,DaviDo02,rec,0,,,,,
player,201309220mia,atl,DaviDo02,rec_yds,0,,,,,
player,201309220mia,atl,DaviDo02,rec_td,0,,,,,
player,201309220mia,atl,DaviDo02,rec_long,,,,,,
player,201309220mia,atl,DaviDo02,fumbles,,,,,,
player,201309220mia,atl,DaviDo02,fumbles_lost,,,,,,
player,201309220mia,mia,TannRy00,pass_cmp,24,,,,,
player,201309220mia,mia,TannRy00,pass_att,35,,,,,
player,201309220mia,mia,TannRy00,pass_yds,236,,,,,
player,201309220mia,mia,TannRy00,pass_td,2,,,,,
player,201309220mia,mia,TannRy00,pass_int,1,,,,,
player,201309220mia,mia,TannRy00,pass_sacked,5,,,,,
player,201309220mia,mia,TannRy00,pass_sacked_yds,41,,,,,
player,201309220mia,mia,TannRy00,pass_long,21,,,,,
player,201309220mia,mia,TannRy00,pass_rating,94.5,,,,,
player,201309220mia,mia,TannRy00,rush_att,2,,,,,
player,201309220mia,mia,TannRy00,rush_yds,7,,,,,
player,201309220mia,mia,TannRy00,rush_td,0,,,,,
player,201309220mia,mia,TannRy00,rush_long,8,,,,,
player,201309220mia,mia,TannRy00,targets,0,,,,,
player,201309220mia,mia,TannRy00,rec,0,,,,,
player,201309220mia,mia,TannRy00,rec_yds,0,,,,,
player,201309220mia,mia,TannRy00,rec_td,0,,,,,
player,201309220mia,mia,TannRy00,rec_long,0,,,,,
player,201309220mia,mia,TannRy00,fumbles,2,,,,,
player,201309220mia,mia,TannRy00,fumbles_lost,1,,,,,
player,201309220mia,mia,MillLa01,pass_cmp,0,,,,,
player,201309220mia,mia,MillLa01,pass_att,0,,,,,
player,201309220mia,mia,MillLa01,pass_yds,0,,,,,
player,201309220mia,mia,MillLa01,pass_td,0,,,,,
player,201309220mia,mia,MillLa01,pass_int,0,,,,,
player,201309220mia,mia,MillLa01,pass_sacked,0,,,,,
player,201309220mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201309220mia,mia,MillLa01,pass_long,0,,,,,
player,201309220mia,mia,MillLa01,pass_rating,,,,,,
player,201309220mia,mia,MillLa01,rush_att,8,,,,,
player,201309220mia,mia,MillLa01,rush_yds,62,,,,,
player,201309220mia,mia,MillLa01,rush_td,0,,,,,
player,201309220mia,mia,MillLa01,rush_long,49,,,,,
player,201309220mia,mia,MillLa01,targets,3,,,,,
player,201309220mia,mia,MillLa01,rec,1,,,,,
player,201309220mia,mia,MillLa01,rec_yds,2,,,,,
player,201309220mia,mia,MillLa01,rec_td,0,,,,,
player,201309220mia,mia,MillLa01,rec_long,2,,,,,
player,201309220mia,mia,MillLa01,fumbles,0,,,,,
player,201309220mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201309220mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201309220mia,mia,ThomDa03,pass_att,0,,,,,
player,201309220mia,mia,ThomDa03,pass_yds,0,,,,,
player,201309220mia,mia,ThomDa03,pass_td,0,,,,,
player,201309220mia,mia,ThomDa03,pass_int,0,,,,,
player,201309220mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201309220mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201309220mia,mia,ThomDa03,pass_long,0,,,,,
player,201309220mia,mia,ThomDa03,pass_rating,,,,,,
player,201309220mia,mia,ThomDa03,rush_att,5,,,,,
player,201309220mia,mia,ThomDa03,rush_yds,21,,,,,
player,201309220mia,mia,ThomDa03,rush_td,1,,,,,
player,201309220mia,mia,ThomDa03,rush_long,6,,,,,
player,201309220mia,mia,ThomDa03,targets,1,,,,,
player,201309220mia,mia,ThomDa03,rec,1,,,,,
player,201309220mia,mia,ThomDa03,rec_yds,16,,,,,
player,201309220mia,mia,ThomDa03,rec_td,0,,,,,
player,201309220mia,mia,ThomDa03,rec_long,16,,,,,
player,201309220mia,mia,ThomDa03,fumbles,0,,,,,
player,201309220mia,mia,ThomDa03,fumbles_lost,0,,,,,
player,201309220mia,mia,HartBr00,pass_cmp,0,,,,,
player,201309220mia,mia,HartBr00,pass_att,0,,,,,
player,201309220mia,mia,HartBr00,pass_yds,0,,,,,
player,201309220mia,mia,HartBr00,pass_td,0,,,,,
player,201309220mia,mia,HartBr00,pass_int,0,,,,,
player,201309220mia,mia,HartBr00,pass_sacked,0,,,,,
player,201309220mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201309220mia,mia,HartBr00,pass_long,0,,,,,
player,201309220mia,mia,HartBr00,pass_rating,,,,,,
player,201309220mia,mia,HartBr00,rush_att,0,,,,,
player,201309220mia,mia,HartBr00,rush_yds,0,,,,,
player,201309220mia,mia,HartBr00,rush_td,0,,,,,
player,201309220mia,mia,HartBr00,rush_long,0,,,,,
player,201309220mia,mia,HartBr00,targets,6,,,,,
player,201309220mia,mia,HartBr00,rec,4,,,,,
player,201309220mia,mia,HartBr00,rec_yds,56,,,,,
player,201309220mia,mia,HartBr00,rec_td,1,,,,,
player,201309220mia,mia,HartBr00,rec_long,20,,,,,
player,201309220mia,mia,HartBr00,fumbles,0,,,,,
player,201309220mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201309220mia,mia,GibsBr00,pass_cmp,0,,,,,
player,201309220mia,mia,GibsBr00,pass_att,0,,,,,
player,201309220mia,mia,GibsBr00,pass_yds,0,,,,,
player,201309220mia,mia,GibsBr00,pass_td,0,,,,,
player,201309220mia,mia,GibsBr00,pass_int,0,,,,,
player,201309220mia,mia,GibsBr00,pass_sacked,0,,,,,
player,201309220mia,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201309220mia,mia,GibsBr00,pass_long,0,,,,,
player,201309220mia,mia,GibsBr00,pass_rating,,,,,,
player,201309220mia,mia,GibsBr00,rush_att,0,,,,,
player,201309220mia,mia,GibsBr00,rush_yds,0,,,,,
player,201309220mia,mia,GibsBr00,rush_td,0,,,,,
player,201309220mia,mia,GibsBr00,rush_long,0,,,,,
player,201309220mia,mia,GibsBr00,targets,8,,,,,
player,201309220mia,mia,GibsBr00,rec,6,,,,,
player,201309220mia,mia,GibsBr00,rec_yds,49,,,,,
player,201309220mia,mia,GibsBr00,rec_td,0,,,,,
player,201309220mia,mia,GibsBr00,rec_long,19,,,,,
player,201309220mia,mia,GibsBr00,fumbles,0,,,,,
player,201309220mia,mia,GibsBr00,fumbles_lost,0,,,,,
player,201309220mia,mia,MattRi00,pass_cmp,0,,,,,
player,201309220mia,mia,MattRi00,pass_att,0,,,,,
player,201309220mia,mia,MattRi00,pass_yds,0,,,,,
player,201309220mia,mia,MattRi00,pass_td,0,,,,,
player,201309220mia,mia,MattRi00,pass_int,0,,,,,
player,201309220mia,mia,MattRi00,pass_sacked,0,,,,,
player,201309220mia,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201309220mia,mia,MattRi00,pass_long,0,,,,,
player,201309220mia,mia,MattRi00,pass_rating,,,,,,
player,201309220mia,mia,MattRi00,rush_att,0,,,,,
player,201309220mia,mia,MattRi00,rush_yds,0,,,,,
player,201309220mia,mia,MattRi00,rush_td,0,,,,,
player,201309220mia,mia,MattRi00,rush_long,0,,,,,
player,201309220mia,mia,MattRi00,targets,4,,,,,
player,201309220mia,mia,MattRi00,rec,4,,,,,
player,201309220mia,mia,MattRi00,rec_yds,42,,,,,
player,201309220mia,mia,MattRi00,rec_td,0,,,,,
player,201309220mia,mia,MattRi00,rec_long,14,,,,,
player,201309220mia,mia,MattRi00,fumbles,0,,,,,
player,201309220mia,mia,MattRi00,fumbles_lost,0,,,,,
player,201309220mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201309220mia,mia,ClayCh00,pass_att,0,,,,,
player,201309220mia,mia,ClayCh00,pass_yds,0,,,,,
player,201309220mia,mia,ClayCh00,pass_td,0,,,,,
player,201309220mia,mia,ClayCh00,pass_int,0,,,,,
player,201309220mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201309220mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201309220mia,mia,ClayCh00,pass_long,0,,,,,
player,201309220mia,mia,ClayCh00,pass_rating,,,,,,
player,201309220mia,mia,ClayCh00,rush_att,0,,,,,
player,201309220mia,mia,ClayCh00,rush_yds,0,,,,,
player,201309220mia,mia,ClayCh00,rush_td,0,,,,,
player,201309220mia,mia,ClayCh00,rush_long,0,,,,,
player,201309220mia,mia,ClayCh00,targets,6,,,,,
player,201309220mia,mia,ClayCh00,rec,4,,,,,
player,201309220mia,mia,ClayCh00,rec_yds,40,,,,,
player,201309220mia,mia,ClayCh00,rec_td,0,,,,,
player,201309220mia,mia,ClayCh00,rec_long,21,,,,,
player,201309220mia,mia,ClayCh00,fumbles,0,,,,,
player,201309220mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201309220mia,mia,WallMi00,pass_cmp,0,,,,,
player,201309220mia,mia,WallMi00,pass_att,0,,,,,
player,201309220mia,mia,WallMi00,pass_yds,0,,,,,
player,201309220mia,mia,WallMi00,pass_td,0,,,,,
player,201309220mia,mia,WallMi00,pass_int,0,,,,,
player,201309220mia,mia,WallMi00,pass_sacked,0,,,,,
player,201309220mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201309220mia,mia,WallMi00,pass_long,0,,,,,
player,201309220mia,mia,WallMi00,pass_rating,,,,,,
player,201309220mia,mia,WallMi00,rush_att,0,,,,,
player,201309220mia,mia,WallMi00,rush_yds,0,,,,,
player,201309220mia,mia,WallMi00,rush_td,0,,,,,
player,201309220mia,mia,WallMi00,rush_long,0,,,,,
player,201309220mia,mia,WallMi00,targets,5,,,,,
player,201309220mia,mia,WallMi00,rec,2,,,,,
player,201309220mia,mia,WallMi00,rec_yds,22,,,,,
player,201309220mia,mia,WallMi00,rec_td,0,,,,,
player,201309220mia,mia,WallMi00,rec_long,12,,,,,
player,201309220mia,mia,WallMi00,fumbles,0,,,,,
player,201309220mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201309220mia,mia,EgneMi00,pass_cmp,0,,,,,
player,201309220mia,mia,EgneMi00,pass_att,0,,,,,
player,201309220mia,mia,EgneMi00,pass_yds,0,,,,,
player,201309220mia,mia,EgneMi00,pass_td,0,,,,,
player,201309220mia,mia,EgneMi00,pass_int,0,,,,,
player,201309220mia,mia,EgneMi00,pass_sacked,0,,,,,
player,201309220mia,mia,EgneMi00,pass_sacked_yds,0,,,,,
player,201309220mia,mia,EgneMi00,pass_long,0,,,,,
player,201309220mia,mia,EgneMi00,pass_rating,,,,,,
player,201309220mia,mia,EgneMi00,rush_att,0,,,,,
player,201309220mia,mia,EgneMi00,rush_yds,0,,,,,
player,201309220mia,mia,EgneMi00,rush_td,0,,,,,
player,201309220mia,mia,EgneMi00,rush_long,0,,,,,
player,201309220mia,mia,EgneMi00,targets,1,,,,,
player,201309220mia,mia,EgneMi00,rec,1,,,,,
player,201309220mia,mia,EgneMi00,rec_yds,8,,,,,
player,201309220mia,mia,EgneMi00,rec_td,0,,,,,
player,201309220mia,mia,EgneMi00,rec_long,8,,,,,
player,201309220mia,mia,EgneMi00,fumbles,0,,,,,
player,201309220mia,mia,EgneMi00,fumbles_lost,0,,,,,
player,201309220mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201309220mia,mia,SimsDi00,pass_att,0,,,,,
player,201309220mia,mia,SimsDi00,pass_yds,0,,,,,
player,201309220mia,mia,SimsDi00,pass_td,0,,,,,
player,201309220mia,mia,SimsDi00,pass_int,0,,,,,
player,201309220mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201309220mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201309220mia,mia,SimsDi00,pass_long,0,,,,,
player,201309220mia,mia,SimsDi00,pass_rating,,,,,,
player,201309220mia,mia,SimsDi00,rush_att,0,,,,,
player,201309220mia,mia,SimsDi00,rush_yds,0,,,,,
player,201309220mia,mia,SimsDi00,rush_td,0,,,,,
player,201309220mia,mia,SimsDi00,rush_long,0,,,,,
player,201309220mia,mia,SimsDi00,targets,1,,,,,
player,201309220mia,mia,SimsDi00,rec,1,,,,,
player,201309220mia,mia,SimsDi00,rec_yds,1,,,,,
player,201309220mia,mia,SimsDi00,rec_td,1,,,,,
player,201309220mia,mia,SimsDi00,rec_long,1,,,,,
player,201309220mia,mia,SimsDi00,fumbles,0,,,,,
player,201309220mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201309220mia,atl,MoorWi99,def_int,1,,,,,
player,201309220mia,atl,MoorWi99,def_int_yds,19,,,,,
player,201309220mia,atl,MoorWi99,def_int_td,0,,,,,
player,201309220mia,atl,MoorWi99,def_int_long,19,,,,,
player,201309220mia,atl,MoorWi99,pass_defended,2,,,,,
player,201309220mia,atl,MoorWi99,sacks,0.0,,,,,
player,201309220mia,atl,MoorWi99,tackles_combined,5,,,,,
player,201309220mia,atl,MoorWi99,tackles_solo,5,,,,,
player,201309220mia,atl,MoorWi99,tackles_assists,0,,,,,
player,201309220mia,atl,MoorWi99,tackles_loss,0,,,,,
player,201309220mia,atl,MoorWi99,qb_hits,1,,,,,
player,201309220mia,atl,MoorWi99,fumbles_rec,0,,,,,
player,201309220mia,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201309220mia,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201309220mia,atl,MoorWi99,fumbles_forced,0,,,,,
player,201309220mia,atl,UmenOs99,def_int,0,,,,,
player,201309220mia,atl,UmenOs99,def_int_yds,0,,,,,
player,201309220mia,atl,UmenOs99,def_int_td,0,,,,,
player,201309220mia,atl,UmenOs99,def_int_long,0,,,,,
player,201309220mia,atl,UmenOs99,pass_defended,0,,,,,
player,201309220mia,atl,UmenOs99,sacks,2.0,,,,,
player,201309220mia,atl,UmenOs99,tackles_combined,5,,,,,
player,201309220mia,atl,UmenOs99,tackles_solo,4,,,,,
player,201309220mia,atl,UmenOs99,tackles_assists,1,,,,,
player,201309220mia,atl,UmenOs99,tackles_loss,0,,,,,
player,201309220mia,atl,UmenOs99,qb_hits,1,,,,,
player,201309220mia,atl,UmenOs99,fumbles_rec,0,,,,,
player,201309220mia,atl,UmenOs99,fumbles_rec_yds,0,,,,,
player,201309220mia,atl,UmenOs99,fumbles_rec_td,0,,,,,
player,201309220mia,atl,UmenOs99,fumbles_forced,2,,,,,
player,201309220mia,atl,DentAk00,def_int,0,,,,,
player,201309220mia,atl,DentAk00,def_int_yds,0,,,,,
player,201309220mia,atl,DentAk00,def_int_td,0,,,,,
player,201309220mia,atl,DentAk00,def_int_long,0,,,,,
