game,2013,3,20130922,201309220min,cle,"Cleveland Browns",31,min,"Minnesota Vikings",27
player,201309220min,min,JeffA.00,def_int_long,0,,,,,
player,201309220min,min,JeffA.00,pass_defended,0,,,,,
player,201309220min,min,JeffA.00,sacks,0.0,,,,,
player,201309220min,min,JeffA.00,tackles_combined,1,,,,,
player,201309220min,min,JeffA.00,tackles_solo,1,,,,,
player,201309220min,min,JeffA.00,tackles_assists,0,,,,,
player,201309220min,min,JeffA.00,tackles_loss,0,,,,,
player,201309220min,min,JeffA.00,qb_hits,0,,,,,
player,201309220min,min,JeffA.00,fumbles_rec,0,,,,,
player,201309220min,min,JeffA.00,fumbles_rec_yds,0,,,,,
player,201309220min,min,JeffA.00,fumbles_rec_td,0,,,,,
player,201309220min,min,JeffA.00,fumbles_forced,0,,,,,
player,201309220min,min,AlleJa22,def_int,0,,,,,
player,201309220min,min,AlleJa22,def_int_yds,0,,,,,
player,201309220min,min,AlleJa22,def_int_td,0,,,,,
player,201309220min,min,AlleJa22,def_int_long,0,,,,,
player,201309220min,min,AlleJa22,pass_defended,0,,,,,
player,201309220min,min,AlleJa22,sacks,0.0,,,,,
player,201309220min,min,AlleJa22,tackles_combined,0,,,,,
player,201309220min,min,AlleJa22,tackles_solo,0,,,,,
player,201309220min,min,AlleJa22,tackles_assists,0,,,,,
player,201309220min,min,AlleJa22,tackles_loss,0,,,,,
player,201309220min,min,AlleJa22,qb_hits,1,,,,,
player,201309220min,min,AlleJa22,fumbles_rec,0,,,,,
player,201309220min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201309220min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201309220min,min,AlleJa22,fumbles_forced,0,,,,,
player,201309220min,min,DeanLa00,def_int,0,,,,,
player,201309220min,min,DeanLa00,def_int_yds,0,,,,,
player,201309220min,min,DeanLa00,def_int_td,0,,,,,
player,201309220min,min,DeanLa00,def_int_long,0,,,,,
player,201309220min,min,DeanLa00,pass_defended,0,,,,,
player,201309220min,min,DeanLa00,sacks,0.0,,,,,
player,201309220min,min,DeanLa00,tackles_combined,0,,,,,
player,201309220min,min,DeanLa00,tackles_solo,0,,,,,
player,201309220min,min,DeanLa00,tackles_assists,0,,,,,
player,201309220min,min,DeanLa00,tackles_loss,0,,,,,
player,201309220min,min,DeanLa00,qb_hits,0,,,,,
player,201309220min,min,DeanLa00,fumbles_rec,1,,,,,
player,201309220min,min,DeanLa00,fumbles_rec_yds,0,,,,,
player,201309220min,min,DeanLa00,fumbles_rec_td,0,,,,,
player,201309220min,min,DeanLa00,fumbles_forced,0,,,,,
player,201309220min,min,WillKe98,def_int,0,,,,,
player,201309220min,min,WillKe98,def_int_yds,0,,,,,
player,201309220min,min,WillKe98,def_int_td,0,,,,,
player,201309220min,min,WillKe98,def_int_long,0,,,,,
player,201309220min,min,WillKe98,pass_defended,1,,,,,
player,201309220min,min,WillKe98,sacks,0.0,,,,,
player,201309220min,min,WillKe98,tackles_combined,0,,,,,
player,201309220min,min,WillKe98,tackles_solo,0,,,,,
player,201309220min,min,WillKe98,tackles_assists,0,,,,,
player,201309220min,min,WillKe98,tackles_loss,0,,,,,
player,201309220min,min,WillKe98,qb_hits,0,,,,,
player,201309220min,min,WillKe98,fumbles_rec,0,,,,,
player,201309220min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201309220min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201309220min,min,WillKe98,fumbles_forced,0,,,,,
player,201309220min,cle,BenjTr00,kick_ret,0,,,,,
player,201309220min,cle,BenjTr00,kick_ret_yds,0,,,,,
player,201309220min,cle,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201309220min,cle,BenjTr00,kick_ret_td,0,,,,,
player,201309220min,cle,BenjTr00,kick_ret_long,0,,,,,
player,201309220min,cle,BenjTr00,punt_ret,3,,,,,
player,201309220min,cle,BenjTr00,punt_ret_yds,20,,,,,
player,201309220min,cle,BenjTr00,punt_ret_yds_per_ret,6.7,,,,,
player,201309220min,cle,BenjTr00,punt_ret_td,0,,,,,
player,201309220min,cle,BenjTr00,punt_ret_long,28,,,,,
player,201309220min,cle,LittGr00,kick_ret,1,,,,,
player,201309220min,cle,LittGr00,kick_ret_yds,26,,,,,
player,201309220min,cle,LittGr00,kick_ret_yds_per_ret,26.0,,,,,
player,201309220min,cle,LittGr00,kick_ret_td,0,,,,,
player,201309220min,cle,LittGr00,kick_ret_long,26,,,,,
player,201309220min,cle,LittGr00,punt_ret,0,,,,,
player,201309220min,cle,LittGr00,punt_ret_yds,0,,,,,
player,201309220min,cle,LittGr00,punt_ret_yds_per_ret,,,,,,
player,201309220min,cle,LittGr00,punt_ret_td,0,,,,,
player,201309220min,cle,LittGr00,punt_ret_long,0,,,,,
player,201309220min,min,SherMa20,kick_ret,0,,,,,
player,201309220min,min,SherMa20,kick_ret_yds,0,,,,,
player,201309220min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201309220min,min,SherMa20,kick_ret_td,0,,,,,
player,201309220min,min,SherMa20,kick_ret_long,0,,,,,
player,201309220min,min,SherMa20,punt_ret,2,,,,,
player,201309220min,min,SherMa20,punt_ret_yds,2,,,,,
player,201309220min,min,SherMa20,punt_ret_yds_per_ret,1.0,,,,,
player,201309220min,min,SherMa20,punt_ret_td,0,,,,,
player,201309220min,min,SherMa20,punt_ret_long,2,,,,,
player,201309220min,min,PattCo00,kick_ret,2,,,,,
player,201309220min,min,PattCo00,kick_ret_yds,59,,,,,
player,201309220min,min,PattCo00,kick_ret_yds_per_ret,29.5,,,,,
player,201309220min,min,PattCo00,kick_ret_td,0,,,,,
player,201309220min,min,PattCo00,kick_ret_long,30,,,,,
player,201309220min,min,PattCo00,punt_ret,0,,,,,
player,201309220min,min,PattCo00,punt_ret_yds,0,,,,,
player,201309220min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201309220min,min,PattCo00,punt_ret_td,0,,,,,
player,201309220min,min,PattCo00,punt_ret_long,0,,,,,
player,201309220min,min,GerhTo00,kick_ret,1,,,,,
player,201309220min,min,GerhTo00,kick_ret_yds,19,,,,,
player,201309220min,min,GerhTo00,kick_ret_yds_per_ret,19.0,,,,,
player,201309220min,min,GerhTo00,kick_ret_td,0,,,,,
player,201309220min,min,GerhTo00,kick_ret_long,19,,,,,
player,201309220min,min,GerhTo00,punt_ret,0,,,,,
player,201309220min,min,GerhTo00,punt_ret_yds,0,,,,,
player,201309220min,min,GerhTo00,punt_ret_yds_per_ret,,,,,,
player,201309220min,min,GerhTo00,punt_ret_td,0,,,,,
player,201309220min,min,GerhTo00,punt_ret_long,0,,,,,
player,201309220min,cle,cundibil01,xpm,3,,,,,
player,201309220min,cle,cundibil01,xpa,3,,,,,
player,201309220min,cle,cundibil01,fgm,1,,,,,
player,201309220min,cle,cundibil01,fga,1,,,,,
player,201309220min,cle,cundibil01,punt,0,,,,,
player,201309220min,cle,cundibil01,punt_yds,0,,,,,
player,201309220min,cle,cundibil01,punt_yds_per_punt,,,,,,
player,201309220min,cle,cundibil01,punt_long,0,,,,,
player,201309220min,cle,LannSp00,xpm,1,,,,,
player,201309220min,cle,LannSp00,xpa,1,,,,,
player,201309220min,cle,LannSp00,fgm,,,,,,
player,201309220min,cle,LannSp00,fga,,,,,,
player,201309220min,cle,LannSp00,punt,5,,,,,
player,201309220min,cle,LannSp00,punt_yds,234,,,,,
player,201309220min,cle,LannSp00,punt_yds_per_punt,46.8,,,,,
player,201309220min,cle,LannSp00,punt_long,56,,,,,
player,201309220min,min,WalsBl00,xpm,3,,,,,
player,201309220min,min,WalsBl00,xpa,3,,,,,
player,201309220min,min,WalsBl00,fgm,2,,,,,
player,201309220min,min,WalsBl00,fga,2,,,,,
player,201309220min,min,WalsBl00,punt,0,,,,,
player,201309220min,min,WalsBl00,punt_yds,0,,,,,
player,201309220min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201309220min,min,WalsBl00,punt_long,0,,,,,
player,201309220min,min,LockJe00,xpm,,,,,,
player,201309220min,min,LockJe00,xpa,,,,,,
player,201309220min,min,LockJe00,fgm,,,,,,
player,201309220min,min,LockJe00,fga,,,,,,
player,201309220min,min,LockJe00,punt,7,,,,,
player,201309220min,min,LockJe00,punt_yds,325,,,,,
player,201309220min,min,LockJe00,punt_yds_per_punt,46.4,,,,,
player,201309220min,min,LockJe00,punt_long,57,,,,,
player,201309220min,min,LoadPh20,pos,T,,,,,
player,201309220min,min,LoadPh20,offense,79,,,,,
player,201309220min,min,LoadPh20,off_pct,100%,,,,,
player,201309220min,min,LoadPh20,defense,0,,,,,
player,201309220min,min,LoadPh20,def_pct,0%,,,,,
player,201309220min,min,LoadPh20,special_teams,5,,,,,
player,201309220min,min,LoadPh20,st_pct,14%,,,,,
player,201309220min,min,KaliMa00,pos,T,,,,,
player,201309220min,min,KaliMa00,offense,79,,,,,
player,201309220min,min,KaliMa00,off_pct,100%,,,,,
player,201309220min,min,KaliMa00,defense,0,,,,,
player,201309220min,min,KaliMa00,def_pct,0%,,,,,
player,201309220min,min,KaliMa00,special_teams,5,,,,,
player,201309220min,min,KaliMa00,st_pct,14%,,,,,
player,201309220min,min,FuscBr00,pos,G,,,,,
player,201309220min,min,FuscBr00,offense,79,,,,,
player,201309220min,min,FuscBr00,off_pct,100%,,,,,
player,201309220min,min,FuscBr00,defense,0,,,,,
player,201309220min,min,FuscBr00,def_pct,0%,,,,,
player,201309220min,min,FuscBr00,special_teams,5,,,,,
player,201309220min,min,FuscBr00,st_pct,14%,,,,,
player,201309220min,min,JohnCh23,pos,G,,,,,
player,201309220min,min,JohnCh23,offense,79,,,,,
player,201309220min,min,JohnCh23,off_pct,100%,,,,,
player,201309220min,min,JohnCh23,defense,0,,,,,
player,201309220min,min,JohnCh23,def_pct,0%,,,,,
player,201309220min,min,JohnCh23,special_teams,5,,,,,
player,201309220min,min,JohnCh23,st_pct,14%,,,,,
player,201309220min,min,PondCh00,pos,QB,,,,,
player,201309220min,min,PondCh00,offense,79,,,,,
player,201309220min,min,PondCh00,off_pct,100%,,,,,
player,201309220min,min,PondCh00,defense,0,,,,,
player,201309220min,min,PondCh00,def_pct,0%,,,,,
player,201309220min,min,PondCh00,special_teams,0,,,,,
player,201309220min,min,PondCh00,st_pct,0%,,,,,
player,201309220min,min,SullJo24,pos,C,,,,,
player,201309220min,min,SullJo24,offense,79,,,,,
player,201309220min,min,SullJo24,off_pct,100%,,,,,
player,201309220min,min,SullJo24,defense,0,,,,,
player,201309220min,min,SullJo24,def_pct,0%,,,,,
player,201309220min,min,SullJo24,special_teams,0,,,,,
player,201309220min,min,SullJo24,st_pct,0%,,,,,
player,201309220min,min,RudoKy00,pos,TE,,,,,
player,201309220min,min,RudoKy00,offense,73,,,,,
player,201309220min,min,RudoKy00,off_pct,92%,,,,,
player,201309220min,min,RudoKy00,defense,0,,,,,
player,201309220min,min,RudoKy00,def_pct,0%,,,,,
player,201309220min,min,RudoKy00,special_teams,5,,,,,
player,201309220min,min,RudoKy00,st_pct,14%,,,,,
player,201309220min,min,PeteAd01,pos,RB,,,,,
player,201309220min,min,PeteAd01,offense,65,,,,,
player,201309220min,min,PeteAd01,off_pct,82%,,,,,
player,201309220min,min,PeteAd01,defense,0,,,,,
player,201309220min,min,PeteAd01,def_pct,0%,,,,,
player,201309220min,min,PeteAd01,special_teams,0,,,,,
player,201309220min,min,PeteAd01,st_pct,0%,,,,,
player,201309220min,min,JennGr00,pos,WR,,,,,
player,201309220min,min,JennGr00,offense,65,,,,,
player,201309220min,min,JennGr00,off_pct,82%,,,,,
player,201309220min,min,JennGr00,defense,0,,,,,
player,201309220min,min,JennGr00,def_pct,0%,,,,,
player,201309220min,min,JennGr00,special_teams,0,,,,,
player,201309220min,min,JennGr00,st_pct,0%,,,,,
player,201309220min,min,SimpJe00,pos,WR,,,,,
player,201309220min,min,SimpJe00,offense,47,,,,,
player,201309220min,min,SimpJe00,off_pct,59%,,,,,
player,201309220min,min,SimpJe00,defense,0,,,,,
player,201309220min,min,SimpJe00,def_pct,0%,,,,,
player,201309220min,min,SimpJe00,special_teams,0,,,,,
player,201309220min,min,SimpJe00,st_pct,0%,,,,,
player,201309220min,min,WrigJa02,pos,WR,,,,,
player,201309220min,min,WrigJa02,offense,41,,,,,
player,201309220min,min,WrigJa02,off_pct,52%,,,,,
player,201309220min,min,WrigJa02,defense,0,,,,,
player,201309220min,min,WrigJa02,def_pct,0%,,,,,
player,201309220min,min,WrigJa02,special_teams,0,,,,,
player,201309220min,min,WrigJa02,st_pct,0%,,,,,
player,201309220min,min,CarlJo00,pos,TE,,,,,
player,201309220min,min,CarlJo00,offense,38,,,,,
player,201309220min,min,CarlJo00,off_pct,48%,,,,,
player,201309220min,min,CarlJo00,defense,0,,,,,
player,201309220min,min,CarlJo00,def_pct,0%,,,,,
player,201309220min,min,CarlJo00,special_teams,11,,,,,
player,201309220min,min,CarlJo00,st_pct,31%,,,,,
player,201309220min,min,LineZa01,pos,FB,,,,,
player,201309220min,min,LineZa01,offense,25,,,,,
player,201309220min,min,LineZa01,off_pct,32%,,,,,
player,201309220min,min,LineZa01,defense,0,,,,,
player,201309220min,min,LineZa01,def_pct,0%,,,,,
player,201309220min,min,LineZa01,special_teams,6,,,,,
player,201309220min,min,LineZa01,st_pct,17%,,,,,
player,201309220min,min,PattCo00,pos,WR,,,,,
player,201309220min,min,PattCo00,offense,19,,,,,
player,201309220min,min,PattCo00,off_pct,24%,,,,,
player,201309220min,min,PattCo00,defense,0,,,,,
player,201309220min,min,PattCo00,def_pct,0%,,,,,
player,201309220min,min,PattCo00,special_teams,6,,,,,
player,201309220min,min,PattCo00,st_pct,17%,,,,,
player,201309220min,min,GerhTo00,pos,RB,,,,,
player,201309220min,min,GerhTo00,offense,14,,,,,
player,201309220min,min,GerhTo00,off_pct,18%,,,,,
player,201309220min,min,GerhTo00,defense,0,,,,,
player,201309220min,min,GerhTo00,def_pct,0%,,,,,
player,201309220min,min,GerhTo00,special_teams,6,,,,,
player,201309220min,min,GerhTo00,st_pct,17%,,,,,
player,201309220min,min,WebbJo00,pos,WR,,,,,
player,201309220min,min,WebbJo00,offense,6,,,,,
player,201309220min,min,WebbJo00,off_pct,8%,,,,,
player,201309220min,min,WebbJo00,defense,0,,,,,
player,201309220min,min,WebbJo00,def_pct,0%,,,,,
player,201309220min,min,WebbJo00,special_teams,15,,,,,
player,201309220min,min,WebbJo00,st_pct,42%,,,,,
player,201309220min,min,GuioLe99,pos,NT,,,,,
player,201309220min,min,GuioLe99,offense,1,,,,,
player,201309220min,min,GuioLe99,off_pct,1%,,,,,
player,201309220min,min,GuioLe99,defense,30,,,,,
player,201309220min,min,GuioLe99,def_pct,41%,,,,,
player,201309220min,min,GuioLe99,special_teams,5,,,,,
player,201309220min,min,GuioLe99,st_pct,14%,,,,,
player,201309220min,min,BergJo20,pos,C,,,,,
player,201309220min,min,BergJo20,offense,1,,,,,
player,201309220min,min,BergJo20,off_pct,1%,,,,,
player,201309220min,min,BergJo20,defense,0,,,,,
player,201309220min,min,BergJo20,def_pct,0%,,,,,
player,201309220min,min,BergJo20,special_teams,11,,,,,
player,201309220min,min,BergJo20,st_pct,31%,,,,,
player,201309220min,min,RobiJo01,pos,CB,,,,,
player,201309220min,min,RobiJo01,offense,0,,,,,
player,201309220min,min,RobiJo01,off_pct,0%,,,,,
player,201309220min,min,RobiJo01,defense,73,,,,,
player,201309220min,min,RobiJo01,def_pct,100%,,,,,
player,201309220min,min,RobiJo01,special_teams,19,,,,,
player,201309220min,min,RobiJo01,st_pct,53%,,,,,
player,201309220min,min,SmitHa00,pos,FS,,,,,
player,201309220min,min,SmitHa00,offense,0,,,,,
player,201309220min,min,SmitHa00,off_pct,0%,,,,,
player,201309220min,min,SmitHa00,defense,73,,,,,
player,201309220min,min,SmitHa00,def_pct,100%,,,,,
player,201309220min,min,SmitHa00,special_teams,15,,,,,
player,201309220min,min,SmitHa00,st_pct,42%,,,,,
player,201309220min,min,GreeCh99,pos,LB,,,,,
player,201309220min,min,GreeCh99,offense,0,,,,,
player,201309220min,min,GreeCh99,off_pct,0%,,,,,
player,201309220min,min,GreeCh99,defense,73,,,,,
player,201309220min,min,GreeCh99,def_pct,100%,,,,,
player,201309220min,min,GreeCh99,special_teams,7,,,,,
player,201309220min,min,GreeCh99,st_pct,19%,,,,,
player,201309220min,min,HendEr99,pos,LB,,,,,
player,201309220min,min,HendEr99,offense,0,,,,,
player,201309220min,min,HendEr99,off_pct,0%,,,,,
player,201309220min,min,HendEr99,defense,72,,,,,
player,201309220min,min,HendEr99,def_pct,99%,,,,,
player,201309220min,min,HendEr99,special_teams,7,,,,,
player,201309220min,min,HendEr99,st_pct,19%,,,,,
player,201309220min,min,AlleJa22,pos,DE,,,,,
player,201309220min,min,AlleJa22,offense,0,,,,,
player,201309220min,min,AlleJa22,off_pct,0%,,,,,
player,201309220min,min,AlleJa22,defense,68,,,,,
player,201309220min,min,AlleJa22,def_pct,93%,,,,,
player,201309220min,min,AlleJa22,special_teams,7,,,,,
player,201309220min,min,AlleJa22,st_pct,19%,,,,,
player,201309220min,min,SherMa20,pos,CB,,,,,
player,201309220min,min,SherMa20,offense,0,,,,,
player,201309220min,min,SherMa20,off_pct,0%,,,,,
player,201309220min,min,SherMa20,defense,64,,,,,
player,201309220min,min,SherMa20,def_pct,88%,,,,,
player,201309220min,min,SherMa20,special_teams,20,,,,,
player,201309220min,min,SherMa20,st_pct,56%,,,,,
player,201309220min,min,RobiBr98,pos,DE,,,,,
player,201309220min,min,RobiBr98,offense,0,,,,,
player,201309220min,min,RobiBr98,off_pct,0%,,,,,
player,201309220min,min,RobiBr98,defense,60,,,,,
player,201309220min,min,RobiBr98,def_pct,82%,,,,,
player,201309220min,min,RobiBr98,special_teams,7,,,,,
player,201309220min,min,RobiBr98,st_pct,19%,,,,,
player,201309220min,min,WillKe98,pos,DT,,,,,
player,201309220min,min,WillKe98,offense,0,,,,,
player,201309220min,min,WillKe98,off_pct,0%,,,,,
player,201309220min,min,WillKe98,defense,51,,,,,
player,201309220min,min,WillKe98,def_pct,70%,,,,,
player,201309220min,min,WillKe98,special_teams,6,,,,,
player,201309220min,min,WillKe98,st_pct,17%,,,,,
player,201309220min,min,SanfJa99,pos,SS,,,,,
player,201309220min,min,SanfJa99,offense,0,,,,,
player,201309220min,min,SanfJa99,off_pct,0%,,,,,
player,201309220min,min,SanfJa99,defense,50,,,,,
player,201309220min,min,SanfJa99,def_pct,68%,,,,,
player,201309220min,min,SanfJa99,special_teams,10,,,,,
player,201309220min,min,SanfJa99,st_pct,28%,,,,,
player,201309220min,min,RhodXa00,pos,CB,,,,,
player,201309220min,min,RhodXa00,offense,0,,,,,
player,201309220min,min,RhodXa00,off_pct,0%,,,,,
player,201309220min,min,RhodXa00,defense,48,,,,,
player,201309220min,min,RhodXa00,def_pct,66%,,,,,
player,201309220min,min,RhodXa00,special_teams,16,,,,,
player,201309220min,min,RhodXa00,st_pct,44%,,,,,
player,201309220min,min,GrifEv99,pos,DE,,,,,
player,201309220min,min,GrifEv99,offense,0,,,,,
player,201309220min,min,GrifEv99,off_pct,0%,,,,,
player,201309220min,min,GrifEv99,defense,43,,,,,
player,201309220min,min,GrifEv99,def_pct,59%,,,,,
player,201309220min,min,GrifEv99,special_teams,6,,,,,
player,201309220min,min,GrifEv99,st_pct,17%,,,,,
player,201309220min,min,SendAn00,pos,FS,,,,,
player,201309220min,min,SendAn00,offense,0,,,,,
player,201309220min,min,SendAn00,off_pct,0%,,,,,
player,201309220min,min,SendAn00,defense,23,,,,,
player,201309220min,min,SendAn00,def_pct,32%,,,,,
player,201309220min,min,SendAn00,special_teams,25,,,,,
player,201309220min,min,SendAn00,st_pct,69%,,,,,
player,201309220min,min,FloySh00,pos,DT,,,,,
player,201309220min,min,FloySh00,offense,0,,,,,
player,201309220min,min,FloySh00,off_pct,0%,,,,,
player,201309220min,min,FloySh00,defense,21,,,,,
player,201309220min,min,FloySh00,def_pct,29%,,,,,
player,201309220min,min,FloySh00,special_teams,10,,,,,
player,201309220min,min,FloySh00,st_pct,28%,,,,,
player,201309220min,min,EvanFr21,pos,NT,,,,,
player,201309220min,min,EvanFr21,offense,0,,,,,
player,201309220min,min,EvanFr21,off_pct,0%,,,,,
player,201309220min,min,EvanFr21,defense,19,,,,,
player,201309220min,min,EvanFr21,def_pct,26%,,,,,
player,201309220min,min,EvanFr21,special_teams,2,,,,,
player,201309220min,min,EvanFr21,st_pct,6%,,,,,
player,201309220min,min,MitcMa99,pos,LB,,,,,
player,201309220min,min,MitcMa99,offense,0,,,,,
player,201309220min,min,MitcMa99,off_pct,0%,,,,,
player,201309220min,min,MitcMa99,defense,13,,,,,
player,201309220min,min,MitcMa99,def_pct,18%,,,,,
player,201309220min,min,MitcMa99,special_teams,10,,,,,
player,201309220min,min,MitcMa99,st_pct,28%,,,,,
player,201309220min,min,BishDe99,pos,LB,,,,,
player,201309220min,min,BishDe99,offense,0,,,,,
player,201309220min,min,BishDe99,off_pct,0%,,,,,
player,201309220min,min,BishDe99,defense,12,,,,,
player,201309220min,min,BishDe99,def_pct,16%,,,,,
player,201309220min,min,BishDe99,special_teams,10,,,,,
player,201309220min,min,BishDe99,st_pct,28%,,,,,
player,201309220min,min,JeffA.00,pos,CB,,,,,
player,201309220min,min,JeffA.00,offense,0,,,,,
player,201309220min,min,JeffA.00,off_pct,0%,,,,,
player,201309220min,min,JeffA.00,defense,7,,,,,
player,201309220min,min,JeffA.00,def_pct,10%,,,,,
player,201309220min,min,JeffA.00,special_teams,3,,,,,
player,201309220min,min,JeffA.00,st_pct,8%,,,,,
player,201309220min,min,CookCh99,pos,CB,,,,,
player,201309220min,min,CookCh99,offense,0,,,,,
player,201309220min,min,CookCh99,off_pct,0%,,,,,
player,201309220min,min,CookCh99,defense,3,,,,,
player,201309220min,min,CookCh99,def_pct,4%,,,,,
player,201309220min,min,CookCh99,special_teams,1,,,,,
player,201309220min,min,CookCh99,st_pct,3%,,,,,
player,201309220min,min,BlanRo00,pos,SS,,,,,
player,201309220min,min,BlanRo00,offense,0,,,,,
player,201309220min,min,BlanRo00,off_pct,0%,,,,,
player,201309220min,min,BlanRo00,defense,0,,,,,
player,201309220min,min,BlanRo00,def_pct,0%,,,,,
player,201309220min,min,BlanRo00,special_teams,24,,,,,
player,201309220min,min,BlanRo00,st_pct,67%,,,,,
player,201309220min,min,DeanLa00,pos,LB,,,,,
player,201309220min,min,DeanLa00,offense,0,,,,,
player,201309220min,min,DeanLa00,off_pct,0%,,,,,
player,201309220min,min,DeanLa00,defense,0,,,,,
player,201309220min,min,DeanLa00,def_pct,0%,,,,,
player,201309220min,min,DeanLa00,special_teams,24,,,,,
player,201309220min,min,DeanLa00,st_pct,67%,,,,,
player,201309220min,min,ColeAu00,pos,LB,,,,,
player,201309220min,min,ColeAu00,offense,0,,,,,
player,201309220min,min,ColeAu00,off_pct,0%,,,,,
player,201309220min,min,ColeAu00,defense,0,,,,,
player,201309220min,min,ColeAu00,def_pct,0%,,,,,
player,201309220min,min,ColeAu00,special_teams,18,,,,,
player,201309220min,min,ColeAu00,st_pct,50%,,,,,
player,201309220min,min,MautMi00,pos,LB,,,,,
player,201309220min,min,MautMi00,offense,0,,,,,
player,201309220min,min,MautMi00,off_pct,0%,,,,,
player,201309220min,min,MautMi00,defense,0,,,,,
player,201309220min,min,MautMi00,def_pct,0%,,,,,
player,201309220min,min,MautMi00,special_teams,18,,,,,
player,201309220min,min,MautMi00,st_pct,50%,,,,,
player,201309220min,min,LoefCu20,pos,LS,,,,,
player,201309220min,min,LoefCu20,offense,0,,,,,
player,201309220min,min,LoefCu20,off_pct,0%,,,,,
player,201309220min,min,LoefCu20,defense,0,,,,,
player,201309220min,min,LoefCu20,def_pct,0%,,,,,
player,201309220min,min,LoefCu20,special_teams,12,,,,,
player,201309220min,min,LoefCu20,st_pct,33%,,,,,
player,201309220min,min,LockJe00,pos,P,,,,,
player,201309220min,min,LockJe00,offense,0,,,,,
player,201309220min,min,LockJe00,off_pct,0%,,,,,
player,201309220min,min,LockJe00,defense,0,,,,,
player,201309220min,min,LockJe00,def_pct,0%,,,,,
player,201309220min,min,LockJe00,special_teams,12,,,,,
player,201309220min,min,LockJe00,st_pct,33%,,,,,
player,201309220min,min,AsiaMa00,pos,RB,,,,,
player,201309220min,min,AsiaMa00,offense,0,,,,,
player,201309220min,min,AsiaMa00,off_pct,0%,,,,,
player,201309220min,min,AsiaMa00,defense,0,,,,,
player,201309220min,min,AsiaMa00,def_pct,0%,,,,,
player,201309220min,min,AsiaMa00,special_teams,11,,,,,
player,201309220min,min,AsiaMa00,st_pct,31%,,,,,
player,201309220min,min,WalsBl00,pos,K,,,,,
player,201309220min,min,WalsBl00,offense,0,,,,,
player,201309220min,min,WalsBl00,off_pct,0%,,,,,
player,201309220min,min,WalsBl00,defense,0,,,,,
player,201309220min,min,WalsBl00,def_pct,0%,,,,,
player,201309220min,min,WalsBl00,special_teams,11,,,,,
player,201309220min,min,WalsBl00,st_pct,31%,,,,,
player,201309220min,cle,GrecJo20,pos,G,,,,,
player,201309220min,cle,GrecJo20,offense,73,,,,,
player,201309220min,cle,GrecJo20,off_pct,100%,,,,,
player,201309220min,cle,GrecJo20,defense,0,,,,,
player,201309220min,cle,GrecJo20,def_pct,0%,,,,,
player,201309220min,cle,GrecJo20,special_teams,6,,,,,
player,201309220min,cle,GrecJo20,st_pct,17%,,,,,
player,201309220min,cle,CousOn00,pos,G,,,,,
player,201309220min,cle,CousOn00,offense,73,,,,,
player,201309220min,cle,CousOn00,off_pct,100%,,,,,
player,201309220min,cle,CousOn00,defense,0,,,,,
player,201309220min,cle,CousOn00,def_pct,0%,,,,,
player,201309220min,cle,CousOn00,special_teams,6,,,,,
player,201309220min,cle,CousOn00,st_pct,17%,,,,,
player,201309220min,cle,ThomJo28,pos,T,,,,,
player,201309220min,cle,ThomJo28,offense,73,,,,,
player,201309220min,cle,ThomJo28,off_pct,100%,,,,,
player,201309220min,cle,ThomJo28,defense,0,,,,,
player,201309220min,cle,ThomJo28,def_pct,0%,,,,,
player,201309220min,cle,ThomJo28,special_teams,6,,,,,
player,201309220min,cle,ThomJo28,st_pct,17%,,,,,
player,201309220min,cle,SchwMi00,pos,T,,,,,
player,201309220min,cle,SchwMi00,offense,73,,,,,
player,201309220min,cle,SchwMi00,off_pct,100%,,,,,
player,201309220min,cle,SchwMi00,defense,0,,,,,
player,201309220min,cle,SchwMi00,def_pct,0%,,,,,
player,201309220min,cle,SchwMi00,special_teams,6,,,,,
player,201309220min,cle,SchwMi00,st_pct,17%,,,,,
player,201309220min,cle,MackAl20,pos,C,,,,,
player,201309220min,cle,MackAl20,offense,73,,,,,
player,201309220min,cle,MackAl20,off_pct,100%,,,,,
player,201309220min,cle,MackAl20,defense,0,,,,,
player,201309220min,cle,MackAl20,def_pct,0%,,,,,
player,201309220min,cle,MackAl20,special_teams,6,,,,,
player,201309220min,cle,MackAl20,st_pct,17%,,,,,
player,201309220min,cle,HoyeBr00,pos,QB,,,,,
player,201309220min,cle,HoyeBr00,offense,73,,,,,
player,201309220min,cle,HoyeBr00,off_pct,100%,,,,,
player,201309220min,cle,HoyeBr00,defense,0,,,,,
player,201309220min,cle,HoyeBr00,def_pct,0%,,,,,
player,201309220min,cle,HoyeBr00,special_teams,1,,,,,
player,201309220min,cle,HoyeBr00,st_pct,3%,,,,,
player,201309220min,cle,GordJo02,pos,WR,,,,,
player,201309220min,cle,GordJo02,offense,70,,,,,
player,201309220min,cle,GordJo02,off_pct,96%,,,,,
player,201309220min,cle,GordJo02,defense,0,,,,,
player,201309220min,cle,GordJo02,def_pct,0%,,,,,
