game,2013,3,20130922,201309220dal,ram,"St. Louis Rams",7,dal,"Dallas Cowboys",31
player,201309220dal,ram,PeadIs00,pass_int,0,,,,,
player,201309220dal,ram,PeadIs00,pass_sacked,0,,,,,
player,201309220dal,ram,PeadIs00,pass_sacked_yds,0,,,,,
player,201309220dal,ram,PeadIs00,pass_long,0,,,,,
player,201309220dal,ram,PeadIs00,pass_rating,,,,,,
player,201309220dal,ram,PeadIs00,rush_att,6,,,,,
player,201309220dal,ram,PeadIs00,rush_yds,20,,,,,
player,201309220dal,ram,PeadIs00,rush_td,0,,,,,
player,201309220dal,ram,PeadIs00,rush_long,11,,,,,
player,201309220dal,ram,PeadIs00,targets,7,,,,,
player,201309220dal,ram,PeadIs00,rec,7,,,,,
player,201309220dal,ram,PeadIs00,rec_yds,43,,,,,
player,201309220dal,ram,PeadIs00,rec_td,0,,,,,
player,201309220dal,ram,PeadIs00,rec_long,14,,,,,
player,201309220dal,ram,PeadIs00,fumbles,0,,,,,
player,201309220dal,ram,PeadIs00,fumbles_lost,0,,,,,
player,201309220dal,ram,CunnBe01,pass_cmp,0,,,,,
player,201309220dal,ram,CunnBe01,pass_att,0,,,,,
player,201309220dal,ram,CunnBe01,pass_yds,0,,,,,
player,201309220dal,ram,CunnBe01,pass_td,0,,,,,
player,201309220dal,ram,CunnBe01,pass_int,0,,,,,
player,201309220dal,ram,CunnBe01,pass_sacked,0,,,,,
player,201309220dal,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201309220dal,ram,CunnBe01,pass_long,0,,,,,
player,201309220dal,ram,CunnBe01,pass_rating,,,,,,
player,201309220dal,ram,CunnBe01,rush_att,4,,,,,
player,201309220dal,ram,CunnBe01,rush_yds,16,,,,,
player,201309220dal,ram,CunnBe01,rush_td,0,,,,,
player,201309220dal,ram,CunnBe01,rush_long,9,,,,,
player,201309220dal,ram,CunnBe01,targets,3,,,,,
player,201309220dal,ram,CunnBe01,rec,1,,,,,
player,201309220dal,ram,CunnBe01,rec_yds,6,,,,,
player,201309220dal,ram,CunnBe01,rec_td,0,,,,,
player,201309220dal,ram,CunnBe01,rec_long,6,,,,,
player,201309220dal,ram,CunnBe01,fumbles,0,,,,,
player,201309220dal,ram,CunnBe01,fumbles_lost,0,,,,,
player,201309220dal,ram,AustTa00,pass_cmp,0,,,,,
player,201309220dal,ram,AustTa00,pass_att,0,,,,,
player,201309220dal,ram,AustTa00,pass_yds,0,,,,,
player,201309220dal,ram,AustTa00,pass_td,0,,,,,
player,201309220dal,ram,AustTa00,pass_int,0,,,,,
player,201309220dal,ram,AustTa00,pass_sacked,0,,,,,
player,201309220dal,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201309220dal,ram,AustTa00,pass_long,0,,,,,
player,201309220dal,ram,AustTa00,pass_rating,,,,,,
player,201309220dal,ram,AustTa00,rush_att,1,,,,,
player,201309220dal,ram,AustTa00,rush_yds,3,,,,,
player,201309220dal,ram,AustTa00,rush_td,0,,,,,
player,201309220dal,ram,AustTa00,rush_long,3,,,,,
player,201309220dal,ram,AustTa00,targets,7,,,,,
player,201309220dal,ram,AustTa00,rec,6,,,,,
player,201309220dal,ram,AustTa00,rec_yds,30,,,,,
player,201309220dal,ram,AustTa00,rec_td,0,,,,,
player,201309220dal,ram,AustTa00,rec_long,9,,,,,
player,201309220dal,ram,AustTa00,fumbles,0,,,,,
player,201309220dal,ram,AustTa00,fumbles_lost,0,,,,,
player,201309220dal,ram,CookJa02,pass_cmp,0,,,,,
player,201309220dal,ram,CookJa02,pass_att,0,,,,,
player,201309220dal,ram,CookJa02,pass_yds,0,,,,,
player,201309220dal,ram,CookJa02,pass_td,0,,,,,
player,201309220dal,ram,CookJa02,pass_int,0,,,,,
player,201309220dal,ram,CookJa02,pass_sacked,0,,,,,
player,201309220dal,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201309220dal,ram,CookJa02,pass_long,0,,,,,
player,201309220dal,ram,CookJa02,pass_rating,,,,,,
player,201309220dal,ram,CookJa02,rush_att,0,,,,,
player,201309220dal,ram,CookJa02,rush_yds,0,,,,,
player,201309220dal,ram,CookJa02,rush_td,0,,,,,
player,201309220dal,ram,CookJa02,rush_long,0,,,,,
player,201309220dal,ram,CookJa02,targets,7,,,,,
player,201309220dal,ram,CookJa02,rec,5,,,,,
player,201309220dal,ram,CookJa02,rec_yds,44,,,,,
player,201309220dal,ram,CookJa02,rec_td,0,,,,,
player,201309220dal,ram,CookJa02,rec_long,19,,,,,
player,201309220dal,ram,CookJa02,fumbles,0,,,,,
player,201309220dal,ram,CookJa02,fumbles_lost,0,,,,,
player,201309220dal,ram,KendLa00,pass_cmp,0,,,,,
player,201309220dal,ram,KendLa00,pass_att,0,,,,,
player,201309220dal,ram,KendLa00,pass_yds,0,,,,,
player,201309220dal,ram,KendLa00,pass_td,0,,,,,
player,201309220dal,ram,KendLa00,pass_int,0,,,,,
player,201309220dal,ram,KendLa00,pass_sacked,0,,,,,
player,201309220dal,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201309220dal,ram,KendLa00,pass_long,0,,,,,
player,201309220dal,ram,KendLa00,pass_rating,,,,,,
player,201309220dal,ram,KendLa00,rush_att,0,,,,,
player,201309220dal,ram,KendLa00,rush_yds,0,,,,,
player,201309220dal,ram,KendLa00,rush_td,0,,,,,
player,201309220dal,ram,KendLa00,rush_long,0,,,,,
player,201309220dal,ram,KendLa00,targets,5,,,,,
player,201309220dal,ram,KendLa00,rec,5,,,,,
player,201309220dal,ram,KendLa00,rec_yds,36,,,,,
player,201309220dal,ram,KendLa00,rec_td,0,,,,,
player,201309220dal,ram,KendLa00,rec_long,18,,,,,
player,201309220dal,ram,KendLa00,fumbles,0,,,,,
player,201309220dal,ram,KendLa00,fumbles_lost,0,,,,,
player,201309220dal,ram,PettAu00,pass_cmp,0,,,,,
player,201309220dal,ram,PettAu00,pass_att,0,,,,,
player,201309220dal,ram,PettAu00,pass_yds,0,,,,,
player,201309220dal,ram,PettAu00,pass_td,0,,,,,
player,201309220dal,ram,PettAu00,pass_int,0,,,,,
player,201309220dal,ram,PettAu00,pass_sacked,0,,,,,
player,201309220dal,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201309220dal,ram,PettAu00,pass_long,0,,,,,
player,201309220dal,ram,PettAu00,pass_rating,,,,,,
player,201309220dal,ram,PettAu00,rush_att,0,,,,,
player,201309220dal,ram,PettAu00,rush_yds,0,,,,,
player,201309220dal,ram,PettAu00,rush_td,0,,,,,
player,201309220dal,ram,PettAu00,rush_long,0,,,,,
player,201309220dal,ram,PettAu00,targets,5,,,,,
player,201309220dal,ram,PettAu00,rec,2,,,,,
player,201309220dal,ram,PettAu00,rec_yds,20,,,,,
player,201309220dal,ram,PettAu00,rec_td,1,,,,,
player,201309220dal,ram,PettAu00,rec_long,16,,,,,
player,201309220dal,ram,PettAu00,fumbles,0,,,,,
player,201309220dal,ram,PettAu00,fumbles_lost,0,,,,,
player,201309220dal,ram,QuicBr00,pass_cmp,0,,,,,
player,201309220dal,ram,QuicBr00,pass_att,0,,,,,
player,201309220dal,ram,QuicBr00,pass_yds,0,,,,,
player,201309220dal,ram,QuicBr00,pass_td,0,,,,,
player,201309220dal,ram,QuicBr00,pass_int,0,,,,,
player,201309220dal,ram,QuicBr00,pass_sacked,0,,,,,
player,201309220dal,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201309220dal,ram,QuicBr00,pass_long,0,,,,,
player,201309220dal,ram,QuicBr00,pass_rating,,,,,,
player,201309220dal,ram,QuicBr00,rush_att,0,,,,,
player,201309220dal,ram,QuicBr00,rush_yds,0,,,,,
player,201309220dal,ram,QuicBr00,rush_td,0,,,,,
player,201309220dal,ram,QuicBr00,rush_long,0,,,,,
player,201309220dal,ram,QuicBr00,targets,4,,,,,
player,201309220dal,ram,QuicBr00,rec,1,,,,,
player,201309220dal,ram,QuicBr00,rec_yds,7,,,,,
player,201309220dal,ram,QuicBr00,rec_td,0,,,,,
player,201309220dal,ram,QuicBr00,rec_long,7,,,,,
player,201309220dal,ram,QuicBr00,fumbles,0,,,,,
player,201309220dal,ram,QuicBr00,fumbles_lost,0,,,,,
player,201309220dal,ram,BailSt01,pass_cmp,0,,,,,
player,201309220dal,ram,BailSt01,pass_att,0,,,,,
player,201309220dal,ram,BailSt01,pass_yds,0,,,,,
player,201309220dal,ram,BailSt01,pass_td,0,,,,,
player,201309220dal,ram,BailSt01,pass_int,0,,,,,
player,201309220dal,ram,BailSt01,pass_sacked,0,,,,,
player,201309220dal,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201309220dal,ram,BailSt01,pass_long,0,,,,,
player,201309220dal,ram,BailSt01,pass_rating,,,,,,
player,201309220dal,ram,BailSt01,rush_att,0,,,,,
player,201309220dal,ram,BailSt01,rush_yds,0,,,,,
player,201309220dal,ram,BailSt01,rush_td,0,,,,,
player,201309220dal,ram,BailSt01,rush_long,0,,,,,
player,201309220dal,ram,BailSt01,targets,1,,,,,
player,201309220dal,ram,BailSt01,rec,0,,,,,
player,201309220dal,ram,BailSt01,rec_yds,0,,,,,
player,201309220dal,ram,BailSt01,rec_td,0,,,,,
player,201309220dal,ram,BailSt01,rec_long,0,,,,,
player,201309220dal,ram,BailSt01,fumbles,0,,,,,
player,201309220dal,ram,BailSt01,fumbles_lost,0,,,,,
player,201309220dal,ram,HarkCo00,pass_cmp,0,,,,,
player,201309220dal,ram,HarkCo00,pass_att,0,,,,,
player,201309220dal,ram,HarkCo00,pass_yds,0,,,,,
player,201309220dal,ram,HarkCo00,pass_td,0,,,,,
player,201309220dal,ram,HarkCo00,pass_int,0,,,,,
player,201309220dal,ram,HarkCo00,pass_sacked,0,,,,,
player,201309220dal,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201309220dal,ram,HarkCo00,pass_long,0,,,,,
player,201309220dal,ram,HarkCo00,pass_rating,,,,,,
player,201309220dal,ram,HarkCo00,rush_att,0,,,,,
player,201309220dal,ram,HarkCo00,rush_yds,0,,,,,
player,201309220dal,ram,HarkCo00,rush_td,0,,,,,
player,201309220dal,ram,HarkCo00,rush_long,0,,,,,
player,201309220dal,ram,HarkCo00,targets,1,,,,,
player,201309220dal,ram,HarkCo00,rec,0,,,,,
player,201309220dal,ram,HarkCo00,rec_yds,0,,,,,
player,201309220dal,ram,HarkCo00,rec_td,0,,,,,
player,201309220dal,ram,HarkCo00,rec_long,0,,,,,
player,201309220dal,ram,HarkCo00,fumbles,0,,,,,
player,201309220dal,ram,HarkCo00,fumbles_lost,0,,,,,
player,201309220dal,ram,GiveCh00,pass_cmp,0,,,,,
player,201309220dal,ram,GiveCh00,pass_att,0,,,,,
player,201309220dal,ram,GiveCh00,pass_yds,0,,,,,
player,201309220dal,ram,GiveCh00,pass_td,0,,,,,
player,201309220dal,ram,GiveCh00,pass_int,0,,,,,
player,201309220dal,ram,GiveCh00,pass_sacked,0,,,,,
player,201309220dal,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201309220dal,ram,GiveCh00,pass_long,0,,,,,
player,201309220dal,ram,GiveCh00,pass_rating,,,,,,
player,201309220dal,ram,GiveCh00,rush_att,1,,,,,
player,201309220dal,ram,GiveCh00,rush_yds,-4,,,,,
player,201309220dal,ram,GiveCh00,rush_td,0,,,,,
player,201309220dal,ram,GiveCh00,rush_long,-4,,,,,
player,201309220dal,ram,GiveCh00,targets,8,,,,,
player,201309220dal,ram,GiveCh00,rec,2,,,,,
player,201309220dal,ram,GiveCh00,rec_yds,54,,,,,
player,201309220dal,ram,GiveCh00,rec_td,0,,,,,
player,201309220dal,ram,GiveCh00,rec_long,29,,,,,
player,201309220dal,ram,GiveCh00,fumbles,1,,,,,
player,201309220dal,ram,GiveCh00,fumbles_lost,1,,,,,
player,201309220dal,dal,RomoTo00,pass_cmp,17,,,,,
player,201309220dal,dal,RomoTo00,pass_att,24,,,,,
player,201309220dal,dal,RomoTo00,pass_yds,210,,,,,
player,201309220dal,dal,RomoTo00,pass_td,3,,,,,
player,201309220dal,dal,RomoTo00,pass_int,0,,,,,
player,201309220dal,dal,RomoTo00,pass_sacked,1,,,,,
player,201309220dal,dal,RomoTo00,pass_sacked_yds,7,,,,,
player,201309220dal,dal,RomoTo00,pass_long,24,,,,,
player,201309220dal,dal,RomoTo00,pass_rating,137.2,,,,,
player,201309220dal,dal,RomoTo00,rush_att,0,,,,,
player,201309220dal,dal,RomoTo00,rush_yds,0,,,,,
player,201309220dal,dal,RomoTo00,rush_td,0,,,,,
player,201309220dal,dal,RomoTo00,rush_long,0,,,,,
player,201309220dal,dal,RomoTo00,targets,0,,,,,
player,201309220dal,dal,RomoTo00,rec,0,,,,,
player,201309220dal,dal,RomoTo00,rec_yds,0,,,,,
player,201309220dal,dal,RomoTo00,rec_td,0,,,,,
player,201309220dal,dal,RomoTo00,rec_long,0,,,,,
player,201309220dal,dal,RomoTo00,fumbles,0,,,,,
player,201309220dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201309220dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201309220dal,dal,MurrDe00,pass_att,0,,,,,
player,201309220dal,dal,MurrDe00,pass_yds,0,,,,,
player,201309220dal,dal,MurrDe00,pass_td,0,,,,,
player,201309220dal,dal,MurrDe00,pass_int,0,,,,,
player,201309220dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201309220dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,MurrDe00,pass_long,0,,,,,
player,201309220dal,dal,MurrDe00,pass_rating,,,,,,
player,201309220dal,dal,MurrDe00,rush_att,26,,,,,
player,201309220dal,dal,MurrDe00,rush_yds,175,,,,,
player,201309220dal,dal,MurrDe00,rush_td,1,,,,,
player,201309220dal,dal,MurrDe00,rush_long,41,,,,,
player,201309220dal,dal,MurrDe00,targets,3,,,,,
player,201309220dal,dal,MurrDe00,rec,3,,,,,
player,201309220dal,dal,MurrDe00,rec_yds,28,,,,,
player,201309220dal,dal,MurrDe00,rec_td,0,,,,,
player,201309220dal,dal,MurrDe00,rec_long,17,,,,,
player,201309220dal,dal,MurrDe00,fumbles,1,,,,,
player,201309220dal,dal,MurrDe00,fumbles_lost,0,,,,,
player,201309220dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201309220dal,dal,DunbLa00,pass_att,0,,,,,
player,201309220dal,dal,DunbLa00,pass_yds,0,,,,,
player,201309220dal,dal,DunbLa00,pass_td,0,,,,,
player,201309220dal,dal,DunbLa00,pass_int,0,,,,,
player,201309220dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201309220dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,DunbLa00,pass_long,0,,,,,
player,201309220dal,dal,DunbLa00,pass_rating,,,,,,
player,201309220dal,dal,DunbLa00,rush_att,5,,,,,
player,201309220dal,dal,DunbLa00,rush_yds,19,,,,,
player,201309220dal,dal,DunbLa00,rush_td,0,,,,,
player,201309220dal,dal,DunbLa00,rush_long,8,,,,,
player,201309220dal,dal,DunbLa00,targets,0,,,,,
player,201309220dal,dal,DunbLa00,rec,0,,,,,
player,201309220dal,dal,DunbLa00,rec_yds,0,,,,,
player,201309220dal,dal,DunbLa00,rec_td,0,,,,,
player,201309220dal,dal,DunbLa00,rec_long,0,,,,,
player,201309220dal,dal,DunbLa00,fumbles,0,,,,,
player,201309220dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201309220dal,dal,WittJa00,pass_cmp,0,,,,,
player,201309220dal,dal,WittJa00,pass_att,0,,,,,
player,201309220dal,dal,WittJa00,pass_yds,0,,,,,
player,201309220dal,dal,WittJa00,pass_td,0,,,,,
player,201309220dal,dal,WittJa00,pass_int,0,,,,,
player,201309220dal,dal,WittJa00,pass_sacked,0,,,,,
player,201309220dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,WittJa00,pass_long,0,,,,,
player,201309220dal,dal,WittJa00,pass_rating,,,,,,
player,201309220dal,dal,WittJa00,rush_att,0,,,,,
player,201309220dal,dal,WittJa00,rush_yds,0,,,,,
player,201309220dal,dal,WittJa00,rush_td,0,,,,,
player,201309220dal,dal,WittJa00,rush_long,0,,,,,
player,201309220dal,dal,WittJa00,targets,6,,,,,
player,201309220dal,dal,WittJa00,rec,5,,,,,
player,201309220dal,dal,WittJa00,rec_yds,67,,,,,
player,201309220dal,dal,WittJa00,rec_td,0,,,,,
player,201309220dal,dal,WittJa00,rec_long,23,,,,,
player,201309220dal,dal,WittJa00,fumbles,0,,,,,
player,201309220dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201309220dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201309220dal,dal,BryaDe01,pass_att,0,,,,,
player,201309220dal,dal,BryaDe01,pass_yds,0,,,,,
player,201309220dal,dal,BryaDe01,pass_td,0,,,,,
player,201309220dal,dal,BryaDe01,pass_int,0,,,,,
player,201309220dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201309220dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201309220dal,dal,BryaDe01,pass_long,0,,,,,
player,201309220dal,dal,BryaDe01,pass_rating,,,,,,
player,201309220dal,dal,BryaDe01,rush_att,0,,,,,
player,201309220dal,dal,BryaDe01,rush_yds,0,,,,,
player,201309220dal,dal,BryaDe01,rush_td,0,,,,,
player,201309220dal,dal,BryaDe01,rush_long,0,,,,,
player,201309220dal,dal,BryaDe01,targets,6,,,,,
player,201309220dal,dal,BryaDe01,rec,4,,,,,
player,201309220dal,dal,BryaDe01,rec_yds,38,,,,,
player,201309220dal,dal,BryaDe01,rec_td,1,,,,,
player,201309220dal,dal,BryaDe01,rec_long,16,,,,,
player,201309220dal,dal,BryaDe01,fumbles,0,,,,,
player,201309220dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201309220dal,dal,HarrDw00,pass_cmp,0,,,,,
player,201309220dal,dal,HarrDw00,pass_att,0,,,,,
player,201309220dal,dal,HarrDw00,pass_yds,0,,,,,
player,201309220dal,dal,HarrDw00,pass_td,0,,,,,
player,201309220dal,dal,HarrDw00,pass_int,0,,,,,
player,201309220dal,dal,HarrDw00,pass_sacked,0,,,,,
player,201309220dal,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,HarrDw00,pass_long,0,,,,,
player,201309220dal,dal,HarrDw00,pass_rating,,,,,,
player,201309220dal,dal,HarrDw00,rush_att,0,,,,,
player,201309220dal,dal,HarrDw00,rush_yds,0,,,,,
player,201309220dal,dal,HarrDw00,rush_td,0,,,,,
player,201309220dal,dal,HarrDw00,rush_long,0,,,,,
player,201309220dal,dal,HarrDw00,targets,1,,,,,
player,201309220dal,dal,HarrDw00,rec,1,,,,,
player,201309220dal,dal,HarrDw00,rec_yds,24,,,,,
player,201309220dal,dal,HarrDw00,rec_td,1,,,,,
player,201309220dal,dal,HarrDw00,rec_long,24,,,,,
player,201309220dal,dal,HarrDw00,fumbles,1,,,,,
player,201309220dal,dal,HarrDw00,fumbles_lost,1,,,,,
player,201309220dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201309220dal,dal,EscoGa00,pass_att,0,,,,,
player,201309220dal,dal,EscoGa00,pass_yds,0,,,,,
player,201309220dal,dal,EscoGa00,pass_td,0,,,,,
player,201309220dal,dal,EscoGa00,pass_int,0,,,,,
player,201309220dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201309220dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,EscoGa00,pass_long,0,,,,,
player,201309220dal,dal,EscoGa00,pass_rating,,,,,,
player,201309220dal,dal,EscoGa00,rush_att,0,,,,,
player,201309220dal,dal,EscoGa00,rush_yds,0,,,,,
player,201309220dal,dal,EscoGa00,rush_td,0,,,,,
player,201309220dal,dal,EscoGa00,rush_long,0,,,,,
player,201309220dal,dal,EscoGa00,targets,2,,,,,
player,201309220dal,dal,EscoGa00,rec,1,,,,,
player,201309220dal,dal,EscoGa00,rec_yds,24,,,,,
player,201309220dal,dal,EscoGa00,rec_td,1,,,,,
player,201309220dal,dal,EscoGa00,rec_long,24,,,,,
player,201309220dal,dal,EscoGa00,fumbles,0,,,,,
player,201309220dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201309220dal,dal,AustMi00,pass_cmp,0,,,,,
player,201309220dal,dal,AustMi00,pass_att,0,,,,,
player,201309220dal,dal,AustMi00,pass_yds,0,,,,,
player,201309220dal,dal,AustMi00,pass_td,0,,,,,
player,201309220dal,dal,AustMi00,pass_int,0,,,,,
player,201309220dal,dal,AustMi00,pass_sacked,0,,,,,
player,201309220dal,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,AustMi00,pass_long,0,,,,,
player,201309220dal,dal,AustMi00,pass_rating,,,,,,
player,201309220dal,dal,AustMi00,rush_att,0,,,,,
player,201309220dal,dal,AustMi00,rush_yds,0,,,,,
player,201309220dal,dal,AustMi00,rush_td,0,,,,,
player,201309220dal,dal,AustMi00,rush_long,0,,,,,
player,201309220dal,dal,AustMi00,targets,5,,,,,
player,201309220dal,dal,AustMi00,rec,2,,,,,
player,201309220dal,dal,AustMi00,rec_yds,22,,,,,
player,201309220dal,dal,AustMi00,rec_td,0,,,,,
player,201309220dal,dal,AustMi00,rec_long,14,,,,,
player,201309220dal,dal,AustMi00,fumbles,0,,,,,
player,201309220dal,dal,AustMi00,fumbles_lost,0,,,,,
player,201309220dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201309220dal,dal,BeasCo00,pass_att,0,,,,,
player,201309220dal,dal,BeasCo00,pass_yds,0,,,,,
player,201309220dal,dal,BeasCo00,pass_td,0,,,,,
player,201309220dal,dal,BeasCo00,pass_int,0,,,,,
player,201309220dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201309220dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,BeasCo00,pass_long,0,,,,,
player,201309220dal,dal,BeasCo00,pass_rating,,,,,,
player,201309220dal,dal,BeasCo00,rush_att,0,,,,,
player,201309220dal,dal,BeasCo00,rush_yds,0,,,,,
player,201309220dal,dal,BeasCo00,rush_td,0,,,,,
player,201309220dal,dal,BeasCo00,rush_long,0,,,,,
player,201309220dal,dal,BeasCo00,targets,1,,,,,
player,201309220dal,dal,BeasCo00,rec,1,,,,,
player,201309220dal,dal,BeasCo00,rec_yds,7,,,,,
player,201309220dal,dal,BeasCo00,rec_td,0,,,,,
player,201309220dal,dal,BeasCo00,rec_long,7,,,,,
player,201309220dal,dal,BeasCo00,fumbles,0,,,,,
player,201309220dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201309220dal,dal,TannPh00,pass_cmp,0,,,,,
player,201309220dal,dal,TannPh00,pass_att,0,,,,,
player,201309220dal,dal,TannPh00,pass_yds,0,,,,,
player,201309220dal,dal,TannPh00,pass_td,0,,,,,
player,201309220dal,dal,TannPh00,pass_int,0,,,,,
player,201309220dal,dal,TannPh00,pass_sacked,0,,,,,
player,201309220dal,dal,TannPh00,pass_sacked_yds,0,,,,,
player,201309220dal,dal,TannPh00,pass_long,0,,,,,
player,201309220dal,dal,TannPh00,pass_rating,,,,,,
player,201309220dal,dal,TannPh00,rush_att,3,,,,,
player,201309220dal,dal,TannPh00,rush_yds,-1,,,,,
player,201309220dal,dal,TannPh00,rush_td,0,,,,,
player,201309220dal,dal,TannPh00,rush_long,4,,,,,
player,201309220dal,dal,TannPh00,targets,0,,,,,
player,201309220dal,dal,TannPh00,rec,0,,,,,
player,201309220dal,dal,TannPh00,rec_yds,0,,,,,
