game,2013,5,20131006,201310060sfo,htx,"Houston Texans",3,sfo,"San Francisco 49ers",34
player,201310060sfo,sfo,BowmNa99,pass_defended,0,,,,,
player,201310060sfo,sfo,BowmNa99,sacks,0.0,,,,,
player,201310060sfo,sfo,BowmNa99,tackles_combined,13,,,,,
player,201310060sfo,sfo,BowmNa99,tackles_solo,11,,,,,
player,201310060sfo,sfo,BowmNa99,tackles_assists,2,,,,,
player,201310060sfo,sfo,BowmNa99,tackles_loss,0,,,,,
player,201310060sfo,sfo,BowmNa99,qb_hits,0,,,,,
player,201310060sfo,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201310060sfo,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201310060sfo,sfo,WilhMi00,def_int,0,,,,,
player,201310060sfo,sfo,WilhMi00,def_int_yds,0,,,,,
player,201310060sfo,sfo,WilhMi00,def_int_td,0,,,,,
player,201310060sfo,sfo,WilhMi00,def_int_long,0,,,,,
player,201310060sfo,sfo,WilhMi00,pass_defended,1,,,,,
player,201310060sfo,sfo,WilhMi00,sacks,0.0,,,,,
player,201310060sfo,sfo,WilhMi00,tackles_combined,13,,,,,
player,201310060sfo,sfo,WilhMi00,tackles_solo,13,,,,,
player,201310060sfo,sfo,WilhMi00,tackles_assists,0,,,,,
player,201310060sfo,sfo,WilhMi00,tackles_loss,3,,,,,
player,201310060sfo,sfo,WilhMi00,qb_hits,0,,,,,
player,201310060sfo,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,ReidEr00,def_int,0,,,,,
player,201310060sfo,sfo,ReidEr00,def_int_yds,0,,,,,
player,201310060sfo,sfo,ReidEr00,def_int_td,0,,,,,
player,201310060sfo,sfo,ReidEr00,def_int_long,0,,,,,
player,201310060sfo,sfo,ReidEr00,pass_defended,1,,,,,
player,201310060sfo,sfo,ReidEr00,sacks,0.0,,,,,
player,201310060sfo,sfo,ReidEr00,tackles_combined,8,,,,,
player,201310060sfo,sfo,ReidEr00,tackles_solo,8,,,,,
player,201310060sfo,sfo,ReidEr00,tackles_assists,0,,,,,
player,201310060sfo,sfo,ReidEr00,tackles_loss,0,,,,,
player,201310060sfo,sfo,ReidEr00,qb_hits,0,,,,,
player,201310060sfo,sfo,ReidEr00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,RogeCa20,def_int,0,,,,,
player,201310060sfo,sfo,RogeCa20,def_int_yds,0,,,,,
player,201310060sfo,sfo,RogeCa20,def_int_td,0,,,,,
player,201310060sfo,sfo,RogeCa20,def_int_long,0,,,,,
player,201310060sfo,sfo,RogeCa20,pass_defended,0,,,,,
player,201310060sfo,sfo,RogeCa20,sacks,0.0,,,,,
player,201310060sfo,sfo,RogeCa20,tackles_combined,5,,,,,
player,201310060sfo,sfo,RogeCa20,tackles_solo,3,,,,,
player,201310060sfo,sfo,RogeCa20,tackles_assists,2,,,,,
player,201310060sfo,sfo,RogeCa20,tackles_loss,0,,,,,
player,201310060sfo,sfo,RogeCa20,qb_hits,0,,,,,
player,201310060sfo,sfo,RogeCa20,fumbles_rec,0,,,,,
player,201310060sfo,sfo,RogeCa20,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,RogeCa20,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,RogeCa20,fumbles_forced,0,,,,,
player,201310060sfo,sfo,BrooAh21,def_int,0,,,,,
player,201310060sfo,sfo,BrooAh21,def_int_yds,0,,,,,
player,201310060sfo,sfo,BrooAh21,def_int_td,0,,,,,
player,201310060sfo,sfo,BrooAh21,def_int_long,0,,,,,
player,201310060sfo,sfo,BrooAh21,pass_defended,0,,,,,
player,201310060sfo,sfo,BrooAh21,sacks,0.0,,,,,
player,201310060sfo,sfo,BrooAh21,tackles_combined,3,,,,,
player,201310060sfo,sfo,BrooAh21,tackles_solo,3,,,,,
player,201310060sfo,sfo,BrooAh21,tackles_assists,0,,,,,
player,201310060sfo,sfo,BrooAh21,tackles_loss,0,,,,,
player,201310060sfo,sfo,BrooAh21,qb_hits,1,,,,,
player,201310060sfo,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201310060sfo,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201310060sfo,sfo,SkutDa00,def_int,0,,,,,
player,201310060sfo,sfo,SkutDa00,def_int_yds,0,,,,,
player,201310060sfo,sfo,SkutDa00,def_int_td,0,,,,,
player,201310060sfo,sfo,SkutDa00,def_int_long,0,,,,,
player,201310060sfo,sfo,SkutDa00,pass_defended,0,,,,,
player,201310060sfo,sfo,SkutDa00,sacks,0.0,,,,,
player,201310060sfo,sfo,SkutDa00,tackles_combined,3,,,,,
player,201310060sfo,sfo,SkutDa00,tackles_solo,3,,,,,
player,201310060sfo,sfo,SkutDa00,tackles_assists,0,,,,,
player,201310060sfo,sfo,SkutDa00,tackles_loss,1,,,,,
player,201310060sfo,sfo,SkutDa00,qb_hits,0,,,,,
player,201310060sfo,sfo,SkutDa00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,SkutDa00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,SkutDa00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,SkutDa00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,WhitDo20,def_int,0,,,,,
player,201310060sfo,sfo,WhitDo20,def_int_yds,0,,,,,
player,201310060sfo,sfo,WhitDo20,def_int_td,0,,,,,
player,201310060sfo,sfo,WhitDo20,def_int_long,0,,,,,
player,201310060sfo,sfo,WhitDo20,pass_defended,0,,,,,
player,201310060sfo,sfo,WhitDo20,sacks,0.0,,,,,
player,201310060sfo,sfo,WhitDo20,tackles_combined,3,,,,,
player,201310060sfo,sfo,WhitDo20,tackles_solo,3,,,,,
player,201310060sfo,sfo,WhitDo20,tackles_assists,0,,,,,
player,201310060sfo,sfo,WhitDo20,tackles_loss,0,,,,,
player,201310060sfo,sfo,WhitDo20,qb_hits,0,,,,,
player,201310060sfo,sfo,WhitDo20,fumbles_rec,1,,,,,
player,201310060sfo,sfo,WhitDo20,fumbles_rec_yds,-5,,,,,
player,201310060sfo,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,WhitDo20,fumbles_forced,1,,,,,
player,201310060sfo,sfo,BrowTa99,def_int,0,,,,,
player,201310060sfo,sfo,BrowTa99,def_int_yds,0,,,,,
player,201310060sfo,sfo,BrowTa99,def_int_td,0,,,,,
player,201310060sfo,sfo,BrowTa99,def_int_long,0,,,,,
player,201310060sfo,sfo,BrowTa99,pass_defended,1,,,,,
player,201310060sfo,sfo,BrowTa99,sacks,0.0,,,,,
player,201310060sfo,sfo,BrowTa99,tackles_combined,2,,,,,
player,201310060sfo,sfo,BrowTa99,tackles_solo,2,,,,,
player,201310060sfo,sfo,BrowTa99,tackles_assists,0,,,,,
player,201310060sfo,sfo,BrowTa99,tackles_loss,0,,,,,
player,201310060sfo,sfo,BrowTa99,qb_hits,0,,,,,
player,201310060sfo,sfo,BrowTa99,fumbles_rec,1,,,,,
player,201310060sfo,sfo,BrowTa99,fumbles_rec_yds,16,,,,,
player,201310060sfo,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201310060sfo,sfo,DobbDe00,def_int,0,,,,,
player,201310060sfo,sfo,DobbDe00,def_int_yds,0,,,,,
player,201310060sfo,sfo,DobbDe00,def_int_td,0,,,,,
player,201310060sfo,sfo,DobbDe00,def_int_long,0,,,,,
player,201310060sfo,sfo,DobbDe00,pass_defended,0,,,,,
player,201310060sfo,sfo,DobbDe00,sacks,0.0,,,,,
player,201310060sfo,sfo,DobbDe00,tackles_combined,2,,,,,
player,201310060sfo,sfo,DobbDe00,tackles_solo,2,,,,,
player,201310060sfo,sfo,DobbDe00,tackles_assists,0,,,,,
player,201310060sfo,sfo,DobbDe00,tackles_loss,0,,,,,
player,201310060sfo,sfo,DobbDe00,qb_hits,0,,,,,
player,201310060sfo,sfo,DobbDe00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,DobbDe00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,DobbDe00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,DobbDe00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,LemoCo00,def_int,0,,,,,
player,201310060sfo,sfo,LemoCo00,def_int_yds,0,,,,,
player,201310060sfo,sfo,LemoCo00,def_int_td,0,,,,,
player,201310060sfo,sfo,LemoCo00,def_int_long,0,,,,,
player,201310060sfo,sfo,LemoCo00,pass_defended,0,,,,,
player,201310060sfo,sfo,LemoCo00,sacks,0.0,,,,,
player,201310060sfo,sfo,LemoCo00,tackles_combined,2,,,,,
player,201310060sfo,sfo,LemoCo00,tackles_solo,2,,,,,
player,201310060sfo,sfo,LemoCo00,tackles_assists,0,,,,,
player,201310060sfo,sfo,LemoCo00,tackles_loss,0,,,,,
player,201310060sfo,sfo,LemoCo00,qb_hits,0,,,,,
player,201310060sfo,sfo,LemoCo00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,LemoCo00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,LemoCo00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,LemoCo00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,OsgoKa00,def_int,0,,,,,
player,201310060sfo,sfo,OsgoKa00,def_int_yds,0,,,,,
player,201310060sfo,sfo,OsgoKa00,def_int_td,0,,,,,
player,201310060sfo,sfo,OsgoKa00,def_int_long,0,,,,,
player,201310060sfo,sfo,OsgoKa00,pass_defended,0,,,,,
player,201310060sfo,sfo,OsgoKa00,sacks,0.0,,,,,
player,201310060sfo,sfo,OsgoKa00,tackles_combined,2,,,,,
player,201310060sfo,sfo,OsgoKa00,tackles_solo,1,,,,,
player,201310060sfo,sfo,OsgoKa00,tackles_assists,1,,,,,
player,201310060sfo,sfo,OsgoKa00,tackles_loss,0,,,,,
player,201310060sfo,sfo,OsgoKa00,qb_hits,0,,,,,
player,201310060sfo,sfo,OsgoKa00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,OsgoKa00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,OsgoKa00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,SmitJu20,def_int,0,,,,,
player,201310060sfo,sfo,SmitJu20,def_int_yds,0,,,,,
player,201310060sfo,sfo,SmitJu20,def_int_td,0,,,,,
player,201310060sfo,sfo,SmitJu20,def_int_long,0,,,,,
player,201310060sfo,sfo,SmitJu20,pass_defended,0,,,,,
player,201310060sfo,sfo,SmitJu20,sacks,0.0,,,,,
player,201310060sfo,sfo,SmitJu20,tackles_combined,2,,,,,
player,201310060sfo,sfo,SmitJu20,tackles_solo,1,,,,,
player,201310060sfo,sfo,SmitJu20,tackles_assists,1,,,,,
player,201310060sfo,sfo,SmitJu20,tackles_loss,0,,,,,
player,201310060sfo,sfo,SmitJu20,qb_hits,1,,,,,
player,201310060sfo,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201310060sfo,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201310060sfo,sfo,SpilCJ99,def_int,0,,,,,
player,201310060sfo,sfo,SpilCJ99,def_int_yds,0,,,,,
player,201310060sfo,sfo,SpilCJ99,def_int_td,0,,,,,
player,201310060sfo,sfo,SpilCJ99,def_int_long,0,,,,,
player,201310060sfo,sfo,SpilCJ99,pass_defended,0,,,,,
player,201310060sfo,sfo,SpilCJ99,sacks,0.0,,,,,
player,201310060sfo,sfo,SpilCJ99,tackles_combined,2,,,,,
player,201310060sfo,sfo,SpilCJ99,tackles_solo,1,,,,,
player,201310060sfo,sfo,SpilCJ99,tackles_assists,1,,,,,
player,201310060sfo,sfo,SpilCJ99,tackles_loss,0,,,,,
player,201310060sfo,sfo,SpilCJ99,qb_hits,0,,,,,
player,201310060sfo,sfo,SpilCJ99,fumbles_rec,0,,,,,
player,201310060sfo,sfo,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,SpilCJ99,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,SpilCJ99,fumbles_forced,0,,,,,
player,201310060sfo,sfo,CoxxPe99,def_int,0,,,,,
player,201310060sfo,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201310060sfo,sfo,CoxxPe99,def_int_td,0,,,,,
player,201310060sfo,sfo,CoxxPe99,def_int_long,0,,,,,
player,201310060sfo,sfo,CoxxPe99,pass_defended,0,,,,,
player,201310060sfo,sfo,CoxxPe99,sacks,0.0,,,,,
player,201310060sfo,sfo,CoxxPe99,tackles_combined,1,,,,,
player,201310060sfo,sfo,CoxxPe99,tackles_solo,1,,,,,
player,201310060sfo,sfo,CoxxPe99,tackles_assists,0,,,,,
player,201310060sfo,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201310060sfo,sfo,CoxxPe99,qb_hits,0,,,,,
player,201310060sfo,sfo,CoxxPe99,fumbles_rec,0,,,,,
player,201310060sfo,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201310060sfo,sfo,DahlCr99,def_int,0,,,,,
player,201310060sfo,sfo,DahlCr99,def_int_yds,0,,,,,
player,201310060sfo,sfo,DahlCr99,def_int_td,0,,,,,
player,201310060sfo,sfo,DahlCr99,def_int_long,0,,,,,
player,201310060sfo,sfo,DahlCr99,pass_defended,0,,,,,
player,201310060sfo,sfo,DahlCr99,sacks,0.0,,,,,
player,201310060sfo,sfo,DahlCr99,tackles_combined,1,,,,,
player,201310060sfo,sfo,DahlCr99,tackles_solo,1,,,,,
player,201310060sfo,sfo,DahlCr99,tackles_assists,0,,,,,
player,201310060sfo,sfo,DahlCr99,tackles_loss,0,,,,,
player,201310060sfo,sfo,DahlCr99,qb_hits,0,,,,,
player,201310060sfo,sfo,DahlCr99,fumbles_rec,0,,,,,
player,201310060sfo,sfo,DahlCr99,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,DahlCr99,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,DahlCr99,fumbles_forced,0,,,,,
player,201310060sfo,sfo,DorsGl99,def_int,0,,,,,
player,201310060sfo,sfo,DorsGl99,def_int_yds,0,,,,,
player,201310060sfo,sfo,DorsGl99,def_int_td,0,,,,,
player,201310060sfo,sfo,DorsGl99,def_int_long,0,,,,,
player,201310060sfo,sfo,DorsGl99,pass_defended,0,,,,,
player,201310060sfo,sfo,DorsGl99,sacks,0.0,,,,,
player,201310060sfo,sfo,DorsGl99,tackles_combined,1,,,,,
player,201310060sfo,sfo,DorsGl99,tackles_solo,0,,,,,
player,201310060sfo,sfo,DorsGl99,tackles_assists,1,,,,,
player,201310060sfo,sfo,DorsGl99,tackles_loss,0,,,,,
player,201310060sfo,sfo,DorsGl99,qb_hits,0,,,,,
player,201310060sfo,sfo,DorsGl99,fumbles_rec,0,,,,,
player,201310060sfo,sfo,DorsGl99,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,DorsGl99,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,DorsGl99,fumbles_forced,0,,,,,
player,201310060sfo,sfo,MillBr02,def_int,0,,,,,
player,201310060sfo,sfo,MillBr02,def_int_yds,0,,,,,
player,201310060sfo,sfo,MillBr02,def_int_td,0,,,,,
player,201310060sfo,sfo,MillBr02,def_int_long,0,,,,,
player,201310060sfo,sfo,MillBr02,pass_defended,0,,,,,
player,201310060sfo,sfo,MillBr02,sacks,0.0,,,,,
player,201310060sfo,sfo,MillBr02,tackles_combined,1,,,,,
player,201310060sfo,sfo,MillBr02,tackles_solo,0,,,,,
player,201310060sfo,sfo,MillBr02,tackles_assists,1,,,,,
player,201310060sfo,sfo,MillBr02,tackles_loss,0,,,,,
player,201310060sfo,sfo,MillBr02,qb_hits,0,,,,,
player,201310060sfo,sfo,MillBr02,fumbles_rec,0,,,,,
player,201310060sfo,sfo,MillBr02,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,MillBr02,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,MillBr02,fumbles_forced,0,,,,,
player,201310060sfo,sfo,StupNa01,def_int,0,,,,,
player,201310060sfo,sfo,StupNa01,def_int_yds,0,,,,,
player,201310060sfo,sfo,StupNa01,def_int_td,0,,,,,
player,201310060sfo,sfo,StupNa01,def_int_long,0,,,,,
player,201310060sfo,sfo,StupNa01,pass_defended,0,,,,,
player,201310060sfo,sfo,StupNa01,sacks,0.0,,,,,
player,201310060sfo,sfo,StupNa01,tackles_combined,1,,,,,
player,201310060sfo,sfo,StupNa01,tackles_solo,1,,,,,
player,201310060sfo,sfo,StupNa01,tackles_assists,0,,,,,
player,201310060sfo,sfo,StupNa01,tackles_loss,0,,,,,
player,201310060sfo,sfo,StupNa01,qb_hits,0,,,,,
player,201310060sfo,sfo,StupNa01,fumbles_rec,0,,,,,
player,201310060sfo,sfo,StupNa01,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,StupNa01,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,StupNa01,fumbles_forced,0,,,,,
player,201310060sfo,sfo,VentRa20,def_int,0,,,,,
player,201310060sfo,sfo,VentRa20,def_int_yds,0,,,,,
player,201310060sfo,sfo,VentRa20,def_int_td,0,,,,,
player,201310060sfo,sfo,VentRa20,def_int_long,0,,,,,
player,201310060sfo,sfo,VentRa20,pass_defended,0,,,,,
player,201310060sfo,sfo,VentRa20,sacks,0.0,,,,,
player,201310060sfo,sfo,VentRa20,tackles_combined,1,,,,,
player,201310060sfo,sfo,VentRa20,tackles_solo,0,,,,,
player,201310060sfo,sfo,VentRa20,tackles_assists,1,,,,,
player,201310060sfo,sfo,VentRa20,tackles_loss,0,,,,,
player,201310060sfo,sfo,VentRa20,qb_hits,0,,,,,
player,201310060sfo,sfo,VentRa20,fumbles_rec,0,,,,,
player,201310060sfo,sfo,VentRa20,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,VentRa20,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,VentRa20,fumbles_forced,0,,,,,
player,201310060sfo,htx,MartKe01,kick_ret,5,,,,,
player,201310060sfo,htx,MartKe01,kick_ret_yds,120,,,,,
player,201310060sfo,htx,MartKe01,kick_ret_yds_per_ret,24.0,,,,,
player,201310060sfo,htx,MartKe01,kick_ret_td,0,,,,,
player,201310060sfo,htx,MartKe01,kick_ret_long,49,,,,,
player,201310060sfo,htx,MartKe01,punt_ret,2,,,,,
player,201310060sfo,htx,MartKe01,punt_ret_yds,11,,,,,
player,201310060sfo,htx,MartKe01,punt_ret_yds_per_ret,5.5,,,,,
player,201310060sfo,htx,MartKe01,punt_ret_td,0,,,,,
player,201310060sfo,htx,MartKe01,punt_ret_long,8,,,,,
player,201310060sfo,htx,KeoxSh00,kick_ret,0,,,,,
player,201310060sfo,htx,KeoxSh00,kick_ret_yds,0,,,,,
player,201310060sfo,htx,KeoxSh00,kick_ret_yds_per_ret,,,,,,
player,201310060sfo,htx,KeoxSh00,kick_ret_td,0,,,,,
player,201310060sfo,htx,KeoxSh00,kick_ret_long,0,,,,,
player,201310060sfo,htx,KeoxSh00,punt_ret,1,,,,,
player,201310060sfo,htx,KeoxSh00,punt_ret_yds,9,,,,,
player,201310060sfo,htx,KeoxSh00,punt_ret_yds_per_ret,9.0,,,,,
player,201310060sfo,htx,KeoxSh00,punt_ret_td,0,,,,,
player,201310060sfo,htx,KeoxSh00,punt_ret_long,9,,,,,
player,201310060sfo,htx,WoodCi00,kick_ret,1,,,,,
player,201310060sfo,htx,WoodCi00,kick_ret_yds,20,,,,,
player,201310060sfo,htx,WoodCi00,kick_ret_yds_per_ret,20.0,,,,,
player,201310060sfo,htx,WoodCi00,kick_ret_td,0,,,,,
player,201310060sfo,htx,WoodCi00,kick_ret_long,20,,,,,
player,201310060sfo,htx,WoodCi00,punt_ret,0,,,,,
player,201310060sfo,htx,WoodCi00,punt_ret_yds,0,,,,,
player,201310060sfo,htx,WoodCi00,punt_ret_yds_per_ret,,,,,,
player,201310060sfo,htx,WoodCi00,punt_ret_td,0,,,,,
player,201310060sfo,htx,WoodCi00,punt_ret_long,0,,,,,
player,201310060sfo,sfo,WillKy01,kick_ret,0,,,,,
player,201310060sfo,sfo,WillKy01,kick_ret_yds,0,,,,,
player,201310060sfo,sfo,WillKy01,kick_ret_yds_per_ret,,,,,,
player,201310060sfo,sfo,WillKy01,kick_ret_td,0,,,,,
player,201310060sfo,sfo,WillKy01,kick_ret_long,0,,,,,
player,201310060sfo,sfo,WillKy01,punt_ret,2,,,,,
player,201310060sfo,sfo,WillKy01,punt_ret_yds,28,,,,,
player,201310060sfo,sfo,WillKy01,punt_ret_yds_per_ret,14.0,,,,,
player,201310060sfo,sfo,WillKy01,punt_ret_td,0,,,,,
player,201310060sfo,sfo,WillKy01,punt_ret_long,22,,,,,
player,201310060sfo,sfo,JameLa00,kick_ret,1,,,,,
player,201310060sfo,sfo,JameLa00,kick_ret_yds,29,,,,,
player,201310060sfo,sfo,JameLa00,kick_ret_yds_per_ret,29.0,,,,,
player,201310060sfo,sfo,JameLa00,kick_ret_td,0,,,,,
player,201310060sfo,sfo,JameLa00,kick_ret_long,29,,,,,
player,201310060sfo,sfo,JameLa00,punt_ret,0,,,,,
player,201310060sfo,sfo,JameLa00,punt_ret_yds,0,,,,,
player,201310060sfo,sfo,JameLa00,punt_ret_yds_per_ret,,,,,,
player,201310060sfo,sfo,JameLa00,punt_ret_td,0,,,,,
player,201310060sfo,sfo,JameLa00,punt_ret_long,0,,,,,
player,201310060sfo,htx,LechSh20,xpm,,,,,,
player,201310060sfo,htx,LechSh20,xpa,,,,,,
player,201310060sfo,htx,LechSh20,fgm,,,,,,
player,201310060sfo,htx,LechSh20,fga,,,,,,
player,201310060sfo,htx,LechSh20,punt,3,,,,,
player,201310060sfo,htx,LechSh20,punt_yds,151,,,,,
player,201310060sfo,htx,LechSh20,punt_yds_per_punt,50.3,,,,,
player,201310060sfo,htx,LechSh20,punt_long,60,,,,,
player,201310060sfo,htx,BullRa00,xpm,,,,,,
player,201310060sfo,htx,BullRa00,xpa,,,,,,
player,201310060sfo,htx,BullRa00,fgm,1,,,,,
player,201310060sfo,htx,BullRa00,fga,2,,,,,
player,201310060sfo,htx,BullRa00,punt,0,,,,,
player,201310060sfo,htx,BullRa00,punt_yds,0,,,,,
player,201310060sfo,htx,BullRa00,punt_yds_per_punt,,,,,,
player,201310060sfo,htx,BullRa00,punt_long,0,,,,,
player,201310060sfo,sfo,dawsophi01,xpm,4,,,,,
player,201310060sfo,sfo,dawsophi01,xpa,4,,,,,
player,201310060sfo,sfo,dawsophi01,fgm,2,,,,,
player,201310060sfo,sfo,dawsophi01,fga,2,,,,,
player,201310060sfo,sfo,dawsophi01,punt,0,,,,,
player,201310060sfo,sfo,dawsophi01,punt_yds,0,,,,,
player,201310060sfo,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201310060sfo,sfo,dawsophi01,punt_long,0,,,,,
player,201310060sfo,sfo,LeexAn20,xpm,,,,,,
player,201310060sfo,sfo,LeexAn20,xpa,,,,,,
player,201310060sfo,sfo,LeexAn20,fgm,,,,,,
player,201310060sfo,sfo,LeexAn20,fga,,,,,,
player,201310060sfo,sfo,LeexAn20,punt,4,,,,,
player,201310060sfo,sfo,LeexAn20,punt_yds,195,,,,,
player,201310060sfo,sfo,LeexAn20,punt_yds_per_punt,48.8,,,,,
player,201310060sfo,sfo,LeexAn20,punt_long,60,,,,,
player,201310060sfo,sfo,DaviAn27,pos,T,,,,,
player,201310060sfo,sfo,DaviAn27,offense,53,,,,,
player,201310060sfo,sfo,DaviAn27,off_pct,100%,,,,,
player,201310060sfo,sfo,DaviAn27,defense,0,,,,,
player,201310060sfo,sfo,DaviAn27,def_pct,0%,,,,,
player,201310060sfo,sfo,DaviAn27,special_teams,6,,,,,
player,201310060sfo,sfo,DaviAn27,st_pct,25%,,,,,
player,201310060sfo,sfo,IupaMi20,pos,G,,,,,
player,201310060sfo,sfo,IupaMi20,offense,53,,,,,
player,201310060sfo,sfo,IupaMi20,off_pct,100%,,,,,
player,201310060sfo,sfo,IupaMi20,defense,0,,,,,
player,201310060sfo,sfo,IupaMi20,def_pct,0%,,,,,
player,201310060sfo,sfo,IupaMi20,special_teams,6,,,,,
player,201310060sfo,sfo,IupaMi20,st_pct,25%,,,,,
player,201310060sfo,sfo,BoonAl21,pos,G,,,,,
player,201310060sfo,sfo,BoonAl21,offense,53,,,,,
player,201310060sfo,sfo,BoonAl21,off_pct,100%,,,,,
player,201310060sfo,sfo,BoonAl21,defense,0,,,,,
player,201310060sfo,sfo,BoonAl21,def_pct,0%,,,,,
player,201310060sfo,sfo,BoonAl21,special_teams,6,,,,,
player,201310060sfo,sfo,BoonAl21,st_pct,25%,,,,,
player,201310060sfo,sfo,StalJo20,pos,T,,,,,
player,201310060sfo,sfo,StalJo20,offense,53,,,,,
player,201310060sfo,sfo,StalJo20,off_pct,100%,,,,,
player,201310060sfo,sfo,StalJo20,defense,0,,,,,
player,201310060sfo,sfo,StalJo20,def_pct,0%,,,,,
player,201310060sfo,sfo,StalJo20,special_teams,6,,,,,
player,201310060sfo,sfo,StalJo20,st_pct,25%,,,,,
player,201310060sfo,sfo,KaepCo00,pos,QB,,,,,
player,201310060sfo,sfo,KaepCo00,offense,44,,,,,
player,201310060sfo,sfo,KaepCo00,off_pct,83%,,,,,
player,201310060sfo,sfo,KaepCo00,defense,0,,,,,
player,201310060sfo,sfo,KaepCo00,def_pct,0%,,,,,
player,201310060sfo,sfo,KaepCo00,special_teams,0,,,,,
player,201310060sfo,sfo,KaepCo00,st_pct,0%,,,,,
player,201310060sfo,sfo,GoodJo23,pos,C,,,,,
player,201310060sfo,sfo,GoodJo23,offense,44,,,,,
player,201310060sfo,sfo,GoodJo23,off_pct,83%,,,,,
player,201310060sfo,sfo,GoodJo23,defense,0,,,,,
player,201310060sfo,sfo,GoodJo23,def_pct,0%,,,,,
player,201310060sfo,sfo,GoodJo23,special_teams,0,,,,,
player,201310060sfo,sfo,GoodJo23,st_pct,0%,,,,,
player,201310060sfo,sfo,DaviVe00,pos,TE,,,,,
player,201310060sfo,sfo,DaviVe00,offense,43,,,,,
player,201310060sfo,sfo,DaviVe00,off_pct,81%,,,,,
player,201310060sfo,sfo,DaviVe00,defense,0,,,,,
player,201310060sfo,sfo,DaviVe00,def_pct,0%,,,,,
player,201310060sfo,sfo,DaviVe00,special_teams,0,,,,,
player,201310060sfo,sfo,DaviVe00,st_pct,0%,,,,,
player,201310060sfo,sfo,GoreFr00,pos,RB,,,,,
player,201310060sfo,sfo,GoreFr00,offense,34,,,,,
