game,2013,5,20131006,201310060gnb,det,"Detroit Lions",9,gnb,"Green Bay Packers",22
team,201310060gnb,det,First Downs,19,,,,,,
team,201310060gnb,gnb,First Downs,16,,,,,,
team,201310060gnb,det,Rush-Yds-TDs,19-64-0,,,,,,
team,201310060gnb,gnb,Rush-Yds-TDs,33-180-0,,,,,,
team,201310060gnb,det,Cmp-Att-Yd-TD-INT,25-40-262-1-0,,,,,,
team,201310060gnb,gnb,Cmp-Att-Yd-TD-INT,20-30-274-1-0,,,,,,
team,201310060gnb,det,Sacked-Yards,5-40,,,,,,
team,201310060gnb,gnb,Sacked-Yards,1-5,,,,,,
team,201310060gnb,det,Net Pass Yards,222,,,,,,
team,201310060gnb,gnb,Net Pass Yards,269,,,,,,
team,201310060gnb,det,Total Yards,286,,,,,,
team,201310060gnb,gnb,Total Yards,449,,,,,,
team,201310060gnb,det,Fumbles-Lost,1-0,,,,,,
team,201310060gnb,gnb,Fumbles-Lost,2-0,,,,,,
team,201310060gnb,det,Turnovers,0,,,,,,
team,201310060gnb,gnb,Turnovers,0,,,,,,
team,201310060gnb,det,Penalties-Yards,7-50,,,,,,
team,201310060gnb,gnb,Penalties-Yards,10-72,,,,,,
team,201310060gnb,det,Third Down Conv.,7-15,,,,,,
team,201310060gnb,gnb,Third Down Conv.,7-16,,,,,,
team,201310060gnb,det,Fourth Down Conv.,0-1,,,,,,
team,201310060gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201310060gnb,det,Time of Possession,27:41,,,,,,
team,201310060gnb,gnb,Time of Possession,32:19,,,,,,
player,201310060gnb,det,StafMa00,pass_cmp,25,,,,,
player,201310060gnb,det,StafMa00,pass_att,40,,,,,
player,201310060gnb,det,StafMa00,pass_yds,262,,,,,
player,201310060gnb,det,StafMa00,pass_td,1,,,,,
player,201310060gnb,det,StafMa00,pass_int,0,,,,,
player,201310060gnb,det,StafMa00,pass_sacked,5,,,,,
player,201310060gnb,det,StafMa00,pass_sacked_yds,40,,,,,
player,201310060gnb,det,StafMa00,pass_long,25,,,,,
player,201310060gnb,det,StafMa00,pass_rating,89.8,,,,,
player,201310060gnb,det,StafMa00,rush_att,1,,,,,
player,201310060gnb,det,StafMa00,rush_yds,-1,,,,,
player,201310060gnb,det,StafMa00,rush_td,0,,,,,
player,201310060gnb,det,StafMa00,rush_long,-1,,,,,
player,201310060gnb,det,StafMa00,targets,0,,,,,
player,201310060gnb,det,StafMa00,rec,0,,,,,
player,201310060gnb,det,StafMa00,rec_yds,0,,,,,
player,201310060gnb,det,StafMa00,rec_td,0,,,,,
player,201310060gnb,det,StafMa00,rec_long,0,,,,,
player,201310060gnb,det,StafMa00,fumbles,1,,,,,
player,201310060gnb,det,StafMa00,fumbles_lost,0,,,,,
player,201310060gnb,det,BushRe00,pass_cmp,0,,,,,
player,201310060gnb,det,BushRe00,pass_att,0,,,,,
player,201310060gnb,det,BushRe00,pass_yds,0,,,,,
player,201310060gnb,det,BushRe00,pass_td,0,,,,,
player,201310060gnb,det,BushRe00,pass_int,0,,,,,
player,201310060gnb,det,BushRe00,pass_sacked,0,,,,,
player,201310060gnb,det,BushRe00,pass_sacked_yds,0,,,,,
player,201310060gnb,det,BushRe00,pass_long,0,,,,,
player,201310060gnb,det,BushRe00,pass_rating,,,,,,
player,201310060gnb,det,BushRe00,rush_att,13,,,,,
player,201310060gnb,det,BushRe00,rush_yds,44,,,,,
player,201310060gnb,det,BushRe00,rush_td,0,,,,,
player,201310060gnb,det,BushRe00,rush_long,20,,,,,
player,201310060gnb,det,BushRe00,targets,6,,,,,
player,201310060gnb,det,BushRe00,rec,4,,,,,
player,201310060gnb,det,BushRe00,rec_yds,25,,,,,
player,201310060gnb,det,BushRe00,rec_td,0,,,,,
player,201310060gnb,det,BushRe00,rec_long,10,,,,,
player,201310060gnb,det,BushRe00,fumbles,0,,,,,
player,201310060gnb,det,BushRe00,fumbles_lost,0,,,,,
player,201310060gnb,det,BellJo01,pass_cmp,0,,,,,
player,201310060gnb,det,BellJo01,pass_att,0,,,,,
player,201310060gnb,det,BellJo01,pass_yds,0,,,,,
player,201310060gnb,det,BellJo01,pass_td,0,,,,,
player,201310060gnb,det,BellJo01,pass_int,0,,,,,
player,201310060gnb,det,BellJo01,pass_sacked,0,,,,,
player,201310060gnb,det,BellJo01,pass_sacked_yds,0,,,,,
player,201310060gnb,det,BellJo01,pass_long,0,,,,,
player,201310060gnb,det,BellJo01,pass_rating,,,,,,
player,201310060gnb,det,BellJo01,rush_att,5,,,,,
player,201310060gnb,det,BellJo01,rush_yds,21,,,,,
player,201310060gnb,det,BellJo01,rush_td,0,,,,,
player,201310060gnb,det,BellJo01,rush_long,9,,,,,
player,201310060gnb,det,BellJo01,targets,4,,,,,
player,201310060gnb,det,BellJo01,rec,4,,,,,
player,201310060gnb,det,BellJo01,rec_yds,30,,,,,
player,201310060gnb,det,BellJo01,rec_td,0,,,,,
player,201310060gnb,det,BellJo01,rec_long,16,,,,,
player,201310060gnb,det,BellJo01,fumbles,0,,,,,
player,201310060gnb,det,BellJo01,fumbles_lost,0,,,,,
player,201310060gnb,det,PettBr00,pass_cmp,0,,,,,
player,201310060gnb,det,PettBr00,pass_att,0,,,,,
player,201310060gnb,det,PettBr00,pass_yds,0,,,,,
player,201310060gnb,det,PettBr00,pass_td,0,,,,,
player,201310060gnb,det,PettBr00,pass_int,0,,,,,
player,201310060gnb,det,PettBr00,pass_sacked,0,,,,,
player,201310060gnb,det,PettBr00,pass_sacked_yds,0,,,,,
player,201310060gnb,det,PettBr00,pass_long,0,,,,,
player,201310060gnb,det,PettBr00,pass_rating,,,,,,
player,201310060gnb,det,PettBr00,rush_att,0,,,,,
player,201310060gnb,det,PettBr00,rush_yds,0,,,,,
player,201310060gnb,det,PettBr00,rush_td,0,,,,,
player,201310060gnb,det,PettBr00,rush_long,0,,,,,
player,201310060gnb,det,PettBr00,targets,5,,,,,
player,201310060gnb,det,PettBr00,rec,4,,,,,
player,201310060gnb,det,PettBr00,rec_yds,59,,,,,
player,201310060gnb,det,PettBr00,rec_td,0,,,,,
player,201310060gnb,det,PettBr00,rec_long,25,,,,,
player,201310060gnb,det,PettBr00,fumbles,0,,,,,
player,201310060gnb,det,PettBr00,fumbles_lost,0,,,,,
player,201310060gnb,det,ScheTo00,pass_cmp,0,,,,,
player,201310060gnb,det,ScheTo00,pass_att,0,,,,,
player,201310060gnb,det,ScheTo00,pass_yds,0,,,,,
player,201310060gnb,det,ScheTo00,pass_td,0,,,,,
player,201310060gnb,det,ScheTo00,pass_int,0,,,,,
player,201310060gnb,det,ScheTo00,pass_sacked,0,,,,,
player,201310060gnb,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201310060gnb,det,ScheTo00,pass_long,0,,,,,
player,201310060gnb,det,ScheTo00,pass_rating,,,,,,
player,201310060gnb,det,ScheTo00,rush_att,0,,,,,
player,201310060gnb,det,ScheTo00,rush_yds,0,,,,,
player,201310060gnb,det,ScheTo00,rush_td,0,,,,,
player,201310060gnb,det,ScheTo00,rush_long,0,,,,,
player,201310060gnb,det,ScheTo00,targets,7,,,,,
player,201310060gnb,det,ScheTo00,rec,4,,,,,
player,201310060gnb,det,ScheTo00,rec_yds,55,,,,,
player,201310060gnb,det,ScheTo00,rec_td,0,,,,,
player,201310060gnb,det,ScheTo00,rec_long,19,,,,,
player,201310060gnb,det,ScheTo00,fumbles,0,,,,,
player,201310060gnb,det,ScheTo00,fumbles_lost,0,,,,,
player,201310060gnb,det,DurhKr00,pass_cmp,0,,,,,
player,201310060gnb,det,DurhKr00,pass_att,0,,,,,
player,201310060gnb,det,DurhKr00,pass_yds,0,,,,,
player,201310060gnb,det,DurhKr00,pass_td,0,,,,,
player,201310060gnb,det,DurhKr00,pass_int,0,,,,,
player,201310060gnb,det,DurhKr00,pass_sacked,0,,,,,
player,201310060gnb,det,DurhKr00,pass_sacked_yds,0,,,,,
player,201310060gnb,det,DurhKr00,pass_long,0,,,,,
player,201310060gnb,det,DurhKr00,pass_rating,,,,,,
player,201310060gnb,det,DurhKr00,rush_att,0,,,,,
player,201310060gnb,det,DurhKr00,rush_yds,0,,,,,
player,201310060gnb,det,DurhKr00,rush_td,0,,,,,
player,201310060gnb,det,DurhKr00,rush_long,0,,,,,
player,201310060gnb,det,DurhKr00,targets,8,,,,,
player,201310060gnb,det,DurhKr00,rec,3,,,,,
player,201310060gnb,det,DurhKr00,rec_yds,30,,,,,
player,201310060gnb,det,DurhKr00,rec_td,1,,,,,
player,201310060gnb,det,DurhKr00,rec_long,13,,,,,
player,201310060gnb,det,DurhKr00,fumbles,0,,,,,
player,201310060gnb,det,DurhKr00,fumbles_lost,0,,,,,
player,201310060gnb,det,BroyRy00,pass_cmp,0,,,,,
player,201310060gnb,det,BroyRy00,pass_att,0,,,,,
player,201310060gnb,det,BroyRy00,pass_yds,0,,,,,
player,201310060gnb,det,BroyRy00,pass_td,0,,,,,
player,201310060gnb,det,BroyRy00,pass_int,0,,,,,
player,201310060gnb,det,BroyRy00,pass_sacked,0,,,,,
player,201310060gnb,det,BroyRy00,pass_sacked_yds,0,,,,,
player,201310060gnb,det,BroyRy00,pass_long,0,,,,,
player,201310060gnb,det,BroyRy00,pass_rating,,,,,,
player,201310060gnb,det,BroyRy00,rush_att,0,,,,,
player,201310060gnb,det,BroyRy00,rush_yds,0,,,,,
player,201310060gnb,det,BroyRy00,rush_td,0,,,,,
player,201310060gnb,det,BroyRy00,rush_long,0,,,,,
player,201310060gnb,det,BroyRy00,targets,2,,,,,
player,201310060gnb,det,BroyRy00,rec,2,,,,,
player,201310060gnb,det,BroyRy00,rec_yds,27,,,,,
