game,2013,7,20131020,201310200phi,dal,"Dallas Cowboys",17,phi,"Philadelphia Eagles",3
team,201310200phi,dal,First Downs,22,,,,,,
team,201310200phi,phi,First Downs,19,,,,,,
team,201310200phi,dal,Rush-Yds-TDs,26-74-1,,,,,,
team,201310200phi,phi,Rush-Yds-TDs,23-84-0,,,,,,
team,201310200phi,dal,Cmp-Att-Yd-TD-INT,28-47-317-1-2,,,,,,
team,201310200phi,phi,Cmp-Att-Yd-TD-INT,22-49-209-0-3,,,,,,
team,201310200phi,dal,Sacked-Yards,2-23,,,,,,
team,201310200phi,phi,Sacked-Yards,3-15,,,,,,
team,201310200phi,dal,Net Pass Yards,294,,,,,,
team,201310200phi,phi,Net Pass Yards,194,,,,,,
team,201310200phi,dal,Total Yards,368,,,,,,
team,201310200phi,phi,Total Yards,278,,,,,,
team,201310200phi,dal,Fumbles-Lost,1-0,,,,,,
team,201310200phi,phi,Fumbles-Lost,0-0,,,,,,
team,201310200phi,dal,Turnovers,2,,,,,,
team,201310200phi,phi,Turnovers,3,,,,,,
team,201310200phi,dal,Penalties-Yards,12-75,,,,,,
team,201310200phi,phi,Penalties-Yards,5-33,,,,,,
team,201310200phi,dal,Third Down Conv.,5-16,,,,,,
team,201310200phi,phi,Third Down Conv.,4-18,,,,,,
team,201310200phi,dal,Fourth Down Conv.,0-0,,,,,,
team,201310200phi,phi,Fourth Down Conv.,1-1,,,,,,
team,201310200phi,dal,Time of Possession,36:13,,,,,,
team,201310200phi,phi,Time of Possession,23:47,,,,,,
player,201310200phi,dal,RomoTo00,pass_cmp,28,,,,,
player,201310200phi,dal,RomoTo00,pass_att,47,,,,,
player,201310200phi,dal,RomoTo00,pass_yds,317,,,,,
player,201310200phi,dal,RomoTo00,pass_td,1,,,,,
player,201310200phi,dal,RomoTo00,pass_int,2,,,,,
player,201310200phi,dal,RomoTo00,pass_sacked,2,,,,,
player,201310200phi,dal,RomoTo00,pass_sacked_yds,23,,,,,
player,201310200phi,dal,RomoTo00,pass_long,26,,,,,
player,201310200phi,dal,RomoTo00,pass_rating,69.2,,,,,
player,201310200phi,dal,RomoTo00,rush_att,4,,,,,
player,201310200phi,dal,RomoTo00,rush_yds,2,,,,,
player,201310200phi,dal,RomoTo00,rush_td,0,,,,,
player,201310200phi,dal,RomoTo00,rush_long,4,,,,,
player,201310200phi,dal,RomoTo00,targets,0,,,,,
player,201310200phi,dal,RomoTo00,rec,0,,,,,
player,201310200phi,dal,RomoTo00,rec_yds,0,,,,,
player,201310200phi,dal,RomoTo00,rec_td,0,,,,,
player,201310200phi,dal,RomoTo00,rec_long,0,,,,,
player,201310200phi,dal,RomoTo00,fumbles,1,,,,,
player,201310200phi,dal,RomoTo00,fumbles_lost,0,,,,,
player,201310200phi,dal,RandJo01,pass_cmp,0,,,,,
player,201310200phi,dal,RandJo01,pass_att,0,,,,,
player,201310200phi,dal,RandJo01,pass_yds,0,,,,,
player,201310200phi,dal,RandJo01,pass_td,0,,,,,
player,201310200phi,dal,RandJo01,pass_int,0,,,,,
