game,2013,15,20131215,201312150rai,kan,"Kansas City Chiefs",56,rai,"Oakland Raiders",31
team,201312150rai,kan,First Downs,19,,,,,,
team,201312150rai,rai,First Downs,26,,,,,,
team,201312150rai,kan,Rush-Yds-TDs,24-78-2,,,,,,
team,201312150rai,rai,Rush-Yds-TDs,33-130-2,,,,,,
team,201312150rai,kan,Cmp-Att-Yd-TD-INT,20-25-318-5-0,,,,,,
team,201312150rai,rai,Cmp-Att-Yd-TD-INT,20-41-331-2-5,,,,,,
team,201312150rai,kan,Sacked-Yards,2-12,,,,,,
team,201312150rai,rai,Sacked-Yards,0-0,,,,,,
team,201312150rai,kan,Net Pass Yards,306,,,,,,
team,201312150rai,rai,Net Pass Yards,331,,,,,,
team,201312150rai,kan,Total Yards,384,,,,,,
team,201312150rai,rai,Total Yards,461,,,,,,
team,201312150rai,kan,Fumbles-Lost,1-1,,,,,,
team,201312150rai,rai,Fumbles-Lost,2-2,,,,,,
team,201312150rai,kan,Turnovers,1,,,,,,
team,201312150rai,rai,Turnovers,7,,,,,,
team,201312150rai,kan,Penalties-Yards,8-91,,,,,,
team,201312150rai,rai,Penalties-Yards,10-90,,,,,,
team,201312150rai,kan,Third Down Conv.,4-9,,,,,,
team,201312150rai,rai,Third Down Conv.,7-14,,,,,,
team,201312150rai,kan,Fourth Down Conv.,1-1,,,,,,
team,201312150rai,rai,Fourth Down Conv.,1-1,,,,,,
team,201312150rai,kan,Time of Possession,25:53,,,,,,
team,201312150rai,rai,Time of Possession,34:07,,,,,,
player,201312150rai,kan,SmitAl03,pass_cmp,17,,,,,
player,201312150rai,kan,SmitAl03,pass_att,20,,,,,
player,201312150rai,kan,SmitAl03,pass_yds,287,,,,,
player,201312150rai,kan,SmitAl03,pass_td,5,,,,,
player,201312150rai,kan,SmitAl03,pass_int,0,,,,,
player,201312150rai,kan,SmitAl03,pass_sacked,2,,,,,
player,201312150rai,kan,SmitAl03,pass_sacked_yds,12,,,,,
player,201312150rai,kan,SmitAl03,pass_long,71,,,,,
player,201312150rai,kan,SmitAl03,pass_rating,158.3,,,,,
player,201312150rai,kan,SmitAl03,rush_att,4,,,,,
player,201312150rai,kan,SmitAl03,rush_yds,17,,,,,
player,201312150rai,kan,SmitAl03,rush_td,0,,,,,
player,201312150rai,kan,SmitAl03,rush_long,11,,,,,
player,201312150rai,kan,SmitAl03,targets,0,,,,,
player,201312150rai,kan,SmitAl03,rec,0,,,,,
player,201312150rai,kan,SmitAl03,rec_yds,0,,,,,
player,201312150rai,kan,SmitAl03,rec_td,0,,,,,
player,201312150rai,kan,SmitAl03,rec_long,0,,,,,
player,201312150rai,kan,SmitAl03,fumbles,1,,,,,
player,201312150rai,kan,SmitAl03,fumbles_lost,1,,,,,
player,201312150rai,kan,DaniCh00,pass_cmp,3,,,,,
player,201312150rai,kan,DaniCh00,pass_att,5,,,,,
player,201312150rai,kan,DaniCh00,pass_yds,31,,,,,
player,201312150rai,kan,DaniCh00,pass_td,0,,,,,
player,201312150rai,kan,DaniCh00,pass_int,0,,,,,
player,201312150rai,kan,DaniCh00,pass_sacked,0,,,,,
player,201312150rai,kan,DaniCh00,pass_sacked_yds,0,,,,,
player,201312150rai,kan,DaniCh00,pass_long,18,,,,,
player,201312150rai,kan,DaniCh00,pass_rating,77.9,,,,,
player,201312150rai,kan,DaniCh00,rush_att,1,,,,,
player,201312150rai,kan,DaniCh00,rush_yds,-1,,,,,
player,201312150rai,kan,DaniCh00,rush_td,0,,,,,
player,201312150rai,kan,DaniCh00,rush_long,-1,,,,,
player,201312150rai,kan,DaniCh00,targets,0,,,,,
player,201312150rai,kan,DaniCh00,rec,0,,,,,
player,201312150rai,kan,DaniCh00,rec_yds,0,,,,,
player,201312150rai,kan,DaniCh00,rec_td,0,,,,,
player,201312150rai,kan,DaniCh00,rec_long,0,,,,,
player,201312150rai,kan,DaniCh00,fumbles,0,,,,,
player,201312150rai,kan,DaniCh00,fumbles_lost,0,,,,,
player,201312150rai,kan,DaviKn00,pass_cmp,0,,,,,
player,201312150rai,kan,DaviKn00,pass_att,0,,,,,
player,201312150rai,kan,DaviKn00,pass_yds,0,,,,,
player,201312150rai,kan,DaviKn00,pass_td,0,,,,,
player,201312150rai,kan,DaviKn00,pass_int,0,,,,,
player,201312150rai,kan,DaviKn00,pass_sacked,0,,,,,
player,201312150rai,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201312150rai,kan,DaviKn00,pass_long,0,,,,,
player,201312150rai,kan,DaviKn00,pass_rating,,,,,,
player,201312150rai,kan,DaviKn00,rush_att,9,,,,,
player,201312150rai,kan,DaviKn00,rush_yds,34,,,,,
player,201312150rai,kan,DaviKn00,rush_td,1,,,,,
player,201312150rai,kan,DaviKn00,rush_long,17,,,,,
player,201312150rai,kan,DaviKn00,targets,2,,,,,
player,201312150rai,kan,DaviKn00,rec,2,,,,,
player,201312150rai,kan,DaviKn00,rec_yds,8,,,,,
player,201312150rai,kan,DaviKn00,rec_td,0,,,,,
player,201312150rai,kan,DaviKn00,rec_long,10,,,,,
player,201312150rai,kan,DaviKn00,fumbles,0,,,,,
player,201312150rai,kan,DaviKn00,fumbles_lost,0,,,,,
player,201312150rai,kan,CharJa00,pass_cmp,0,,,,,
player,201312150rai,kan,CharJa00,pass_att,0,,,,,
player,201312150rai,kan,CharJa00,pass_yds,0,,,,,
player,201312150rai,kan,CharJa00,pass_td,0,,,,,
player,201312150rai,kan,CharJa00,pass_int,0,,,,,
player,201312150rai,kan,CharJa00,pass_sacked,0,,,,,
player,201312150rai,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201312150rai,kan,CharJa00,pass_long,0,,,,,
player,201312150rai,kan,CharJa00,pass_rating,,,,,,
player,201312150rai,kan,CharJa00,rush_att,8,,,,,
player,201312150rai,kan,CharJa00,rush_yds,20,,,,,
player,201312150rai,kan,CharJa00,rush_td,1,,,,,
player,201312150rai,kan,CharJa00,rush_long,8,,,,,
