game,2013,10,20131110,201311100clt,ram,"St. Louis Rams",38,clt,"Indianapolis Colts",8
player,201311100clt,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,DaviVo99,fumbles_forced,0,,,,,
player,201311100clt,clt,FranAu20,def_int,0,,,,,
player,201311100clt,clt,FranAu20,def_int_yds,0,,,,,
player,201311100clt,clt,FranAu20,def_int_td,0,,,,,
player,201311100clt,clt,FranAu20,def_int_long,0,,,,,
player,201311100clt,clt,FranAu20,pass_defended,0,,,,,
player,201311100clt,clt,FranAu20,sacks,0.0,,,,,
player,201311100clt,clt,FranAu20,tackles_combined,2,,,,,
player,201311100clt,clt,FranAu20,tackles_solo,2,,,,,
player,201311100clt,clt,FranAu20,tackles_assists,0,,,,,
player,201311100clt,clt,FranAu20,tackles_loss,0,,,,,
player,201311100clt,clt,FranAu20,qb_hits,0,,,,,
player,201311100clt,clt,FranAu20,fumbles_rec,0,,,,,
player,201311100clt,clt,FranAu20,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,FranAu20,fumbles_rec_td,0,,,,,
player,201311100clt,clt,FranAu20,fumbles_forced,0,,,,,
player,201311100clt,clt,ReddCo20,def_int,0,,,,,
player,201311100clt,clt,ReddCo20,def_int_yds,0,,,,,
player,201311100clt,clt,ReddCo20,def_int_td,0,,,,,
player,201311100clt,clt,ReddCo20,def_int_long,0,,,,,
player,201311100clt,clt,ReddCo20,pass_defended,0,,,,,
player,201311100clt,clt,ReddCo20,sacks,0.0,,,,,
player,201311100clt,clt,ReddCo20,tackles_combined,2,,,,,
player,201311100clt,clt,ReddCo20,tackles_solo,1,,,,,
player,201311100clt,clt,ReddCo20,tackles_assists,1,,,,,
player,201311100clt,clt,ReddCo20,tackles_loss,1,,,,,
player,201311100clt,clt,ReddCo20,qb_hits,0,,,,,
player,201311100clt,clt,ReddCo20,fumbles_rec,0,,,,,
player,201311100clt,clt,ReddCo20,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,ReddCo20,fumbles_rec_td,0,,,,,
player,201311100clt,clt,ReddCo20,fumbles_forced,0,,,,,
player,201311100clt,clt,ShepKe00,def_int,0,,,,,
player,201311100clt,clt,ShepKe00,def_int_yds,0,,,,,
player,201311100clt,clt,ShepKe00,def_int_td,0,,,,,
player,201311100clt,clt,ShepKe00,def_int_long,0,,,,,
player,201311100clt,clt,ShepKe00,pass_defended,0,,,,,
player,201311100clt,clt,ShepKe00,sacks,0.0,,,,,
player,201311100clt,clt,ShepKe00,tackles_combined,2,,,,,
player,201311100clt,clt,ShepKe00,tackles_solo,1,,,,,
player,201311100clt,clt,ShepKe00,tackles_assists,1,,,,,
player,201311100clt,clt,ShepKe00,tackles_loss,1,,,,,
player,201311100clt,clt,ShepKe00,qb_hits,0,,,,,
player,201311100clt,clt,ShepKe00,fumbles_rec,0,,,,,
player,201311100clt,clt,ShepKe00,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,ShepKe00,fumbles_rec_td,0,,,,,
player,201311100clt,clt,ShepKe00,fumbles_forced,0,,,,,
player,201311100clt,clt,StudAn99,def_int,0,,,,,
player,201311100clt,clt,StudAn99,def_int_yds,0,,,,,
player,201311100clt,clt,StudAn99,def_int_td,0,,,,,
player,201311100clt,clt,StudAn99,def_int_long,0,,,,,
player,201311100clt,clt,StudAn99,pass_defended,0,,,,,
player,201311100clt,clt,StudAn99,sacks,0.0,,,,,
player,201311100clt,clt,StudAn99,tackles_combined,2,,,,,
player,201311100clt,clt,StudAn99,tackles_solo,1,,,,,
player,201311100clt,clt,StudAn99,tackles_assists,1,,,,,
player,201311100clt,clt,StudAn99,tackles_loss,0,,,,,
player,201311100clt,clt,StudAn99,qb_hits,0,,,,,
player,201311100clt,clt,StudAn99,fumbles_rec,0,,,,,
player,201311100clt,clt,StudAn99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,StudAn99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,StudAn99,fumbles_forced,0,,,,,
player,201311100clt,clt,VaugCa00,def_int,0,,,,,
player,201311100clt,clt,VaugCa00,def_int_yds,0,,,,,
player,201311100clt,clt,VaugCa00,def_int_td,0,,,,,
player,201311100clt,clt,VaugCa00,def_int_long,0,,,,,
player,201311100clt,clt,VaugCa00,pass_defended,0,,,,,
player,201311100clt,clt,VaugCa00,sacks,0.0,,,,,
player,201311100clt,clt,VaugCa00,tackles_combined,2,,,,,
player,201311100clt,clt,VaugCa00,tackles_solo,2,,,,,
player,201311100clt,clt,VaugCa00,tackles_assists,0,,,,,
player,201311100clt,clt,VaugCa00,tackles_loss,0,,,,,
player,201311100clt,clt,VaugCa00,qb_hits,0,,,,,
player,201311100clt,clt,VaugCa00,fumbles_rec,1,,,,,
player,201311100clt,clt,VaugCa00,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,VaugCa00,fumbles_rec_td,0,,,,,
player,201311100clt,clt,VaugCa00,fumbles_forced,0,,,,,
player,201311100clt,clt,WaldEr99,def_int,0,,,,,
player,201311100clt,clt,WaldEr99,def_int_yds,0,,,,,
player,201311100clt,clt,WaldEr99,def_int_td,0,,,,,
player,201311100clt,clt,WaldEr99,def_int_long,0,,,,,
player,201311100clt,clt,WaldEr99,pass_defended,0,,,,,
player,201311100clt,clt,WaldEr99,sacks,0.0,,,,,
player,201311100clt,clt,WaldEr99,tackles_combined,2,,,,,
player,201311100clt,clt,WaldEr99,tackles_solo,0,,,,,
player,201311100clt,clt,WaldEr99,tackles_assists,2,,,,,
player,201311100clt,clt,WaldEr99,tackles_loss,0,,,,,
player,201311100clt,clt,WaldEr99,qb_hits,0,,,,,
player,201311100clt,clt,WaldEr99,fumbles_rec,0,,,,,
player,201311100clt,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,WaldEr99,fumbles_forced,0,,,,,
player,201311100clt,clt,ConnKa99,def_int,0,,,,,
player,201311100clt,clt,ConnKa99,def_int_yds,0,,,,,
player,201311100clt,clt,ConnKa99,def_int_td,0,,,,,
player,201311100clt,clt,ConnKa99,def_int_long,0,,,,,
player,201311100clt,clt,ConnKa99,pass_defended,0,,,,,
player,201311100clt,clt,ConnKa99,sacks,0.0,,,,,
player,201311100clt,clt,ConnKa99,tackles_combined,1,,,,,
player,201311100clt,clt,ConnKa99,tackles_solo,1,,,,,
player,201311100clt,clt,ConnKa99,tackles_assists,0,,,,,
player,201311100clt,clt,ConnKa99,tackles_loss,0,,,,,
player,201311100clt,clt,ConnKa99,qb_hits,0,,,,,
player,201311100clt,clt,ConnKa99,fumbles_rec,0,,,,,
player,201311100clt,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,ConnKa99,fumbles_forced,0,,,,,
player,201311100clt,clt,HaviSt00,def_int,0,,,,,
player,201311100clt,clt,HaviSt00,def_int_yds,0,,,,,
player,201311100clt,clt,HaviSt00,def_int_td,0,,,,,
player,201311100clt,clt,HaviSt00,def_int_long,0,,,,,
player,201311100clt,clt,HaviSt00,pass_defended,0,,,,,
player,201311100clt,clt,HaviSt00,sacks,0.0,,,,,
player,201311100clt,clt,HaviSt00,tackles_combined,1,,,,,
player,201311100clt,clt,HaviSt00,tackles_solo,1,,,,,
player,201311100clt,clt,HaviSt00,tackles_assists,0,,,,,
player,201311100clt,clt,HaviSt00,tackles_loss,0,,,,,
player,201311100clt,clt,HaviSt00,qb_hits,0,,,,,
player,201311100clt,clt,HaviSt00,fumbles_rec,0,,,,,
player,201311100clt,clt,HaviSt00,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,HaviSt00,fumbles_rec_td,0,,,,,
player,201311100clt,clt,HaviSt00,fumbles_forced,0,,,,,
player,201311100clt,clt,MathRi99,def_int,0,,,,,
player,201311100clt,clt,MathRi99,def_int_yds,0,,,,,
player,201311100clt,clt,MathRi99,def_int_td,0,,,,,
player,201311100clt,clt,MathRi99,def_int_long,0,,,,,
player,201311100clt,clt,MathRi99,pass_defended,0,,,,,
player,201311100clt,clt,MathRi99,sacks,0.0,,,,,
player,201311100clt,clt,MathRi99,tackles_combined,1,,,,,
player,201311100clt,clt,MathRi99,tackles_solo,1,,,,,
player,201311100clt,clt,MathRi99,tackles_assists,0,,,,,
player,201311100clt,clt,MathRi99,tackles_loss,0,,,,,
player,201311100clt,clt,MathRi99,qb_hits,0,,,,,
player,201311100clt,clt,MathRi99,fumbles_rec,0,,,,,
player,201311100clt,clt,MathRi99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,MathRi99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,MathRi99,fumbles_forced,0,,,,,
player,201311100clt,clt,MoalFi99,def_int,0,,,,,
player,201311100clt,clt,MoalFi99,def_int_yds,0,,,,,
player,201311100clt,clt,MoalFi99,def_int_td,0,,,,,
player,201311100clt,clt,MoalFi99,def_int_long,0,,,,,
player,201311100clt,clt,MoalFi99,pass_defended,0,,,,,
player,201311100clt,clt,MoalFi99,sacks,0.0,,,,,
player,201311100clt,clt,MoalFi99,tackles_combined,1,,,,,
player,201311100clt,clt,MoalFi99,tackles_solo,0,,,,,
player,201311100clt,clt,MoalFi99,tackles_assists,1,,,,,
player,201311100clt,clt,MoalFi99,tackles_loss,0,,,,,
player,201311100clt,clt,MoalFi99,qb_hits,0,,,,,
player,201311100clt,clt,MoalFi99,fumbles_rec,0,,,,,
player,201311100clt,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,MoalFi99,fumbles_forced,0,,,,,
player,201311100clt,clt,OverMa00,def_int,0,,,,,
player,201311100clt,clt,OverMa00,def_int_yds,0,,,,,
player,201311100clt,clt,OverMa00,def_int_td,0,,,,,
player,201311100clt,clt,OverMa00,def_int_long,0,,,,,
player,201311100clt,clt,OverMa00,pass_defended,0,,,,,
player,201311100clt,clt,OverMa00,sacks,0.0,,,,,
player,201311100clt,clt,OverMa00,tackles_combined,1,,,,,
player,201311100clt,clt,OverMa00,tackles_solo,1,,,,,
player,201311100clt,clt,OverMa00,tackles_assists,0,,,,,
player,201311100clt,clt,OverMa00,tackles_loss,0,,,,,
player,201311100clt,clt,OverMa00,qb_hits,0,,,,,
player,201311100clt,clt,OverMa00,fumbles_rec,0,,,,,
player,201311100clt,clt,OverMa00,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,OverMa00,fumbles_rec_td,0,,,,,
player,201311100clt,clt,OverMa00,fumbles_forced,0,,,,,
player,201311100clt,ram,AustTa00,kick_ret,1,,,,,
player,201311100clt,ram,AustTa00,kick_ret_yds,27,,,,,
player,201311100clt,ram,AustTa00,kick_ret_yds_per_ret,27.0,,,,,
player,201311100clt,ram,AustTa00,kick_ret_td,0,,,,,
player,201311100clt,ram,AustTa00,kick_ret_long,27,,,,,
player,201311100clt,ram,AustTa00,punt_ret,4,,,,,
player,201311100clt,ram,AustTa00,punt_ret_yds,145,,,,,
player,201311100clt,ram,AustTa00,punt_ret_yds_per_ret,36.3,,,,,
player,201311100clt,ram,AustTa00,punt_ret_td,1,,,,,
player,201311100clt,ram,AustTa00,punt_ret_long,98,,,,,
player,201311100clt,clt,BrazLa00,kick_ret,0,,,,,
player,201311100clt,clt,BrazLa00,kick_ret_yds,0,,,,,
player,201311100clt,clt,BrazLa00,kick_ret_yds_per_ret,,,,,,
player,201311100clt,clt,BrazLa00,kick_ret_td,0,,,,,
player,201311100clt,clt,BrazLa00,kick_ret_long,0,,,,,
player,201311100clt,clt,BrazLa00,punt_ret,3,,,,,
player,201311100clt,clt,BrazLa00,punt_ret_yds,25,,,,,
player,201311100clt,clt,BrazLa00,punt_ret_yds_per_ret,8.3,,,,,
player,201311100clt,clt,BrazLa00,punt_ret_td,0,,,,,
player,201311100clt,clt,BrazLa00,punt_ret_long,17,,,,,
player,201311100clt,clt,ReedDa00,kick_ret,3,,,,,
player,201311100clt,clt,ReedDa00,kick_ret_yds,47,,,,,
player,201311100clt,clt,ReedDa00,kick_ret_yds_per_ret,15.7,,,,,
player,201311100clt,clt,ReedDa00,kick_ret_td,0,,,,,
player,201311100clt,clt,ReedDa00,kick_ret_long,20,,,,,
player,201311100clt,clt,ReedDa00,punt_ret,0,,,,,
player,201311100clt,clt,ReedDa00,punt_ret_yds,0,,,,,
player,201311100clt,clt,ReedDa00,punt_ret_yds_per_ret,,,,,,
player,201311100clt,clt,ReedDa00,punt_ret_td,0,,,,,
player,201311100clt,clt,ReedDa00,punt_ret_long,0,,,,,
player,201311100clt,clt,HerrDa00,kick_ret,1,,,,,
player,201311100clt,clt,HerrDa00,kick_ret_yds,13,,,,,
player,201311100clt,clt,HerrDa00,kick_ret_yds_per_ret,13.0,,,,,
player,201311100clt,clt,HerrDa00,kick_ret_td,0,,,,,
player,201311100clt,clt,HerrDa00,kick_ret_long,13,,,,,
player,201311100clt,clt,HerrDa00,punt_ret,0,,,,,
player,201311100clt,clt,HerrDa00,punt_ret_yds,0,,,,,
player,201311100clt,clt,HerrDa00,punt_ret_yds_per_ret,,,,,,
player,201311100clt,clt,HerrDa00,punt_ret_td,0,,,,,
player,201311100clt,clt,HerrDa00,punt_ret_long,0,,,,,
player,201311100clt,ram,ZuerGr00,xpm,5,,,,,
player,201311100clt,ram,ZuerGr00,xpa,5,,,,,
player,201311100clt,ram,ZuerGr00,fgm,1,,,,,
player,201311100clt,ram,ZuerGr00,fga,1,,,,,
player,201311100clt,ram,ZuerGr00,punt,0,,,,,
player,201311100clt,ram,ZuerGr00,punt_yds,0,,,,,
player,201311100clt,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201311100clt,ram,ZuerGr00,punt_long,0,,,,,
player,201311100clt,ram,HekkJo00,xpm,,,,,,
player,201311100clt,ram,HekkJo00,xpa,,,,,,
player,201311100clt,ram,HekkJo00,fgm,,,,,,
player,201311100clt,ram,HekkJo00,fga,,,,,,
player,201311100clt,ram,HekkJo00,punt,5,,,,,
player,201311100clt,ram,HekkJo00,punt_yds,242,,,,,
player,201311100clt,ram,HekkJo00,punt_yds_per_punt,48.4,,,,,
player,201311100clt,ram,HekkJo00,punt_long,61,,,,,
player,201311100clt,clt,McAfPa44,xpm,,,,,,
player,201311100clt,clt,McAfPa44,xpa,,,,,,
player,201311100clt,clt,McAfPa44,fgm,,,,,,
player,201311100clt,clt,McAfPa44,fga,,,,,,
player,201311100clt,clt,McAfPa44,punt,6,,,,,
player,201311100clt,clt,McAfPa44,punt_yds,298,,,,,
player,201311100clt,clt,McAfPa44,punt_yds_per_punt,49.7,,,,,
player,201311100clt,clt,McAfPa44,punt_long,58,,,,,
player,201311100clt,clt,CherGo20,pos,T,,,,,
player,201311100clt,clt,CherGo20,offense,74,,,,,
player,201311100clt,clt,CherGo20,off_pct,100%,,,,,
player,201311100clt,clt,CherGo20,defense,0,,,,,
player,201311100clt,clt,CherGo20,def_pct,0%,,,,,
player,201311100clt,clt,CherGo20,special_teams,0,,,,,
player,201311100clt,clt,CherGo20,st_pct,0%,,,,,
player,201311100clt,clt,SateSa20,pos,C,,,,,
player,201311100clt,clt,SateSa20,offense,74,,,,,
player,201311100clt,clt,SateSa20,off_pct,100%,,,,,
player,201311100clt,clt,SateSa20,defense,0,,,,,
player,201311100clt,clt,SateSa20,def_pct,0%,,,,,
player,201311100clt,clt,SateSa20,special_teams,0,,,,,
player,201311100clt,clt,SateSa20,st_pct,0%,,,,,
player,201311100clt,clt,CastAn00,pos,T,,,,,
player,201311100clt,clt,CastAn00,offense,74,,,,,
player,201311100clt,clt,CastAn00,off_pct,100%,,,,,
player,201311100clt,clt,CastAn00,defense,0,,,,,
player,201311100clt,clt,CastAn00,def_pct,0%,,,,,
player,201311100clt,clt,CastAn00,special_teams,0,,,,,
player,201311100clt,clt,CastAn00,st_pct,0%,,,,,
player,201311100clt,clt,ThorHu00,pos,G,,,,,
player,201311100clt,clt,ThorHu00,offense,74,,,,,
player,201311100clt,clt,ThorHu00,off_pct,100%,,,,,
player,201311100clt,clt,ThorHu00,defense,0,,,,,
player,201311100clt,clt,ThorHu00,def_pct,0%,,,,,
player,201311100clt,clt,ThorHu00,special_teams,0,,,,,
player,201311100clt,clt,ThorHu00,st_pct,0%,,,,,
player,201311100clt,clt,LuckAn00,pos,QB,,,,,
player,201311100clt,clt,LuckAn00,offense,67,,,,,
player,201311100clt,clt,LuckAn00,off_pct,91%,,,,,
player,201311100clt,clt,LuckAn00,defense,0,,,,,
player,201311100clt,clt,LuckAn00,def_pct,0%,,,,,
player,201311100clt,clt,LuckAn00,special_teams,0,,,,,
player,201311100clt,clt,LuckAn00,st_pct,0%,,,,,
player,201311100clt,clt,HiltT.00,pos,WR,,,,,
player,201311100clt,clt,HiltT.00,offense,59,,,,,
player,201311100clt,clt,HiltT.00,off_pct,80%,,,,,
player,201311100clt,clt,HiltT.00,defense,0,,,,,
player,201311100clt,clt,HiltT.00,def_pct,0%,,,,,
player,201311100clt,clt,HiltT.00,special_teams,1,,,,,
player,201311100clt,clt,HiltT.00,st_pct,4%,,,,,
player,201311100clt,clt,FleeCo00,pos,TE,,,,,
player,201311100clt,clt,FleeCo00,offense,56,,,,,
player,201311100clt,clt,FleeCo00,off_pct,76%,,,,,
player,201311100clt,clt,FleeCo00,defense,0,,,,,
player,201311100clt,clt,FleeCo00,def_pct,0%,,,,,
player,201311100clt,clt,FleeCo00,special_teams,0,,,,,
player,201311100clt,clt,FleeCo00,st_pct,0%,,,,,
player,201311100clt,clt,LinkJe20,pos,T,,,,,
player,201311100clt,clt,LinkJe20,offense,49,,,,,
player,201311100clt,clt,LinkJe20,off_pct,66%,,,,,
player,201311100clt,clt,LinkJe20,defense,0,,,,,
player,201311100clt,clt,LinkJe20,def_pct,0%,,,,,
player,201311100clt,clt,LinkJe20,special_teams,0,,,,,
player,201311100clt,clt,LinkJe20,st_pct,0%,,,,,
player,201311100clt,clt,WhalGr00,pos,WR,,,,,
player,201311100clt,clt,WhalGr00,offense,47,,,,,
player,201311100clt,clt,WhalGr00,off_pct,64%,,,,,
player,201311100clt,clt,WhalGr00,defense,0,,,,,
player,201311100clt,clt,WhalGr00,def_pct,0%,,,,,
player,201311100clt,clt,WhalGr00,special_teams,5,,,,,
player,201311100clt,clt,WhalGr00,st_pct,19%,,,,,
player,201311100clt,clt,HeywDa00,pos,WR,,,,,
player,201311100clt,clt,HeywDa00,offense,47,,,,,
player,201311100clt,clt,HeywDa00,off_pct,64%,,,,,
player,201311100clt,clt,HeywDa00,defense,0,,,,,
player,201311100clt,clt,HeywDa00,def_pct,0%,,,,,
player,201311100clt,clt,HeywDa00,special_teams,0,,,,,
player,201311100clt,clt,HeywDa00,st_pct,0%,,,,,
player,201311100clt,clt,RichTr00,pos,RB,,,,,
player,201311100clt,clt,RichTr00,offense,37,,,,,
player,201311100clt,clt,RichTr00,off_pct,50%,,,,,
player,201311100clt,clt,RichTr00,defense,0,,,,,
player,201311100clt,clt,RichTr00,def_pct,0%,,,,,
player,201311100clt,clt,RichTr00,special_teams,0,,,,,
player,201311100clt,clt,RichTr00,st_pct,0%,,,,,
player,201311100clt,clt,ReedDa00,pos,WR,,,,,
player,201311100clt,clt,ReedDa00,offense,28,,,,,
player,201311100clt,clt,ReedDa00,off_pct,38%,,,,,
player,201311100clt,clt,ReedDa00,defense,0,,,,,
player,201311100clt,clt,ReedDa00,def_pct,0%,,,,,
player,201311100clt,clt,ReedDa00,special_teams,11,,,,,
player,201311100clt,clt,ReedDa00,st_pct,42%,,,,,
player,201311100clt,clt,BrazLa00,pos,WR,,,,,
player,201311100clt,clt,BrazLa00,offense,27,,,,,
player,201311100clt,clt,BrazLa00,off_pct,36%,,,,,
player,201311100clt,clt,BrazLa00,defense,0,,,,,
player,201311100clt,clt,BrazLa00,def_pct,0%,,,,,
player,201311100clt,clt,BrazLa00,special_teams,9,,,,,
player,201311100clt,clt,BrazLa00,st_pct,35%,,,,,
player,201311100clt,clt,BrowDo00,pos,RB,,,,,
player,201311100clt,clt,BrowDo00,offense,27,,,,,
player,201311100clt,clt,BrowDo00,off_pct,36%,,,,,
player,201311100clt,clt,BrowDo00,defense,0,,,,,
player,201311100clt,clt,BrowDo00,def_pct,0%,,,,,
player,201311100clt,clt,BrowDo00,special_teams,6,,,,,
player,201311100clt,clt,BrowDo00,st_pct,23%,,,,,
player,201311100clt,clt,McGlMi20,pos,G,,,,,
player,201311100clt,clt,McGlMi20,offense,26,,,,,
player,201311100clt,clt,McGlMi20,off_pct,35%,,,,,
player,201311100clt,clt,McGlMi20,defense,0,,,,,
player,201311100clt,clt,McGlMi20,def_pct,0%,,,,,
player,201311100clt,clt,McGlMi20,special_teams,0,,,,,
player,201311100clt,clt,McGlMi20,st_pct,0%,,,,,
player,201311100clt,clt,DoylJa00,pos,TE,,,,,
player,201311100clt,clt,DoylJa00,offense,18,,,,,
player,201311100clt,clt,DoylJa00,off_pct,24%,,,,,
player,201311100clt,clt,DoylJa00,defense,0,,,,,
player,201311100clt,clt,DoylJa00,def_pct,0%,,,,,
player,201311100clt,clt,DoylJa00,special_teams,13,,,,,
player,201311100clt,clt,DoylJa00,st_pct,50%,,,,,
player,201311100clt,clt,HaviSt00,pos,FB,,,,,
player,201311100clt,clt,HaviSt00,offense,14,,,,,
player,201311100clt,clt,HaviSt00,off_pct,19%,,,,,
player,201311100clt,clt,HaviSt00,defense,0,,,,,
player,201311100clt,clt,HaviSt00,def_pct,0%,,,,,
player,201311100clt,clt,HaviSt00,special_teams,8,,,,,
player,201311100clt,clt,HaviSt00,st_pct,31%,,,,,
player,201311100clt,clt,HerrDa00,pos,RB,,,,,
player,201311100clt,clt,HerrDa00,offense,7,,,,,
player,201311100clt,clt,HerrDa00,off_pct,9%,,,,,
player,201311100clt,clt,HerrDa00,defense,0,,,,,
player,201311100clt,clt,HerrDa00,def_pct,0%,,,,,
player,201311100clt,clt,HerrDa00,special_teams,14,,,,,
player,201311100clt,clt,HerrDa00,st_pct,54%,,,,,
player,201311100clt,clt,HassMa00,pos,QB,,,,,
player,201311100clt,clt,HassMa00,offense,7,,,,,
player,201311100clt,clt,HassMa00,off_pct,9%,,,,,
player,201311100clt,clt,HassMa00,defense,0,,,,,
player,201311100clt,clt,HassMa00,def_pct,0%,,,,,
player,201311100clt,clt,HassMa00,special_teams,0,,,,,
player,201311100clt,clt,HassMa00,st_pct,0%,,,,,
player,201311100clt,clt,HarvMa00,pos,LB,,,,,
player,201311100clt,clt,HarvMa00,offense,1,,,,,
player,201311100clt,clt,HarvMa00,off_pct,1%,,,,,
player,201311100clt,clt,HarvMa00,defense,6,,,,,
player,201311100clt,clt,HarvMa00,def_pct,11%,,,,,
player,201311100clt,clt,HarvMa00,special_teams,26,,,,,
player,201311100clt,clt,HarvMa00,st_pct,100%,,,,,
player,201311100clt,clt,ReitJo00,pos,G,,,,,
player,201311100clt,clt,ReitJo00,offense,1,,,,,
player,201311100clt,clt,ReitJo00,off_pct,1%,,,,,
player,201311100clt,clt,ReitJo00,defense,0,,,,,
player,201311100clt,clt,ReitJo00,def_pct,0%,,,,,
player,201311100clt,clt,ReitJo00,special_teams,0,,,,,
player,201311100clt,clt,ReitJo00,st_pct,0%,,,,,
player,201311100clt,clt,DaviVo99,pos,CB,,,,,
player,201311100clt,clt,DaviVo99,offense,0,,,,,
player,201311100clt,clt,DaviVo99,off_pct,0%,,,,,
player,201311100clt,clt,DaviVo99,defense,55,,,,,
player,201311100clt,clt,DaviVo99,def_pct,100%,,,,,
player,201311100clt,clt,DaviVo99,special_teams,0,,,,,
player,201311100clt,clt,DaviVo99,st_pct,0%,,,,,
player,201311100clt,clt,BethAn20,pos,SS,,,,,
player,201311100clt,clt,BethAn20,offense,0,,,,,
player,201311100clt,clt,BethAn20,off_pct,0%,,,,,
player,201311100clt,clt,BethAn20,defense,55,,,,,
player,201311100clt,clt,BethAn20,def_pct,100%,,,,,
player,201311100clt,clt,BethAn20,special_teams,0,,,,,
player,201311100clt,clt,BethAn20,st_pct,0%,,,,,
player,201311100clt,clt,LandLa99,pos,FS,,,,,
player,201311100clt,clt,LandLa99,offense,0,,,,,
player,201311100clt,clt,LandLa99,off_pct,0%,,,,,
player,201311100clt,clt,LandLa99,defense,55,,,,,
player,201311100clt,clt,LandLa99,def_pct,100%,,,,,
player,201311100clt,clt,LandLa99,special_teams,0,,,,,
player,201311100clt,clt,LandLa99,st_pct,0%,,,,,
player,201311100clt,clt,VaugCa00,pos,CB,,,,,
player,201311100clt,clt,VaugCa00,offense,0,,,,,
player,201311100clt,clt,VaugCa00,off_pct,0%,,,,,
player,201311100clt,clt,VaugCa00,defense,54,,,,,
player,201311100clt,clt,VaugCa00,def_pct,98%,,,,,
player,201311100clt,clt,VaugCa00,special_teams,6,,,,,
player,201311100clt,clt,VaugCa00,st_pct,23%,,,,,
player,201311100clt,clt,AngePa99,pos,LB,,,,,
player,201311100clt,clt,AngePa99,offense,0,,,,,
player,201311100clt,clt,AngePa99,off_pct,0%,,,,,
player,201311100clt,clt,AngePa99,defense,49,,,,,
player,201311100clt,clt,AngePa99,def_pct,89%,,,,,
player,201311100clt,clt,AngePa99,special_teams,6,,,,,
player,201311100clt,clt,AngePa99,st_pct,23%,,,,,
player,201311100clt,clt,FreeJe00,pos,LB,,,,,
player,201311100clt,clt,FreeJe00,offense,0,,,,,
player,201311100clt,clt,FreeJe00,off_pct,0%,,,,,
player,201311100clt,clt,FreeJe00,defense,49,,,,,
player,201311100clt,clt,FreeJe00,def_pct,89%,,,,,
player,201311100clt,clt,FreeJe00,special_teams,0,,,,,
player,201311100clt,clt,FreeJe00,st_pct,0%,,,,,
player,201311100clt,clt,WaldEr99,pos,LB,,,,,
player,201311100clt,clt,WaldEr99,offense,0,,,,,
player,201311100clt,clt,WaldEr99,off_pct,0%,,,,,
player,201311100clt,clt,WaldEr99,defense,49,,,,,
player,201311100clt,clt,WaldEr99,def_pct,89%,,,,,
player,201311100clt,clt,WaldEr99,special_teams,0,,,,,
player,201311100clt,clt,WaldEr99,st_pct,0%,,,,,
player,201311100clt,clt,MathRo20,pos,LB,,,,,
player,201311100clt,clt,MathRo20,offense,0,,,,,
player,201311100clt,clt,MathRo20,off_pct,0%,,,,,
player,201311100clt,clt,MathRo20,defense,37,,,,,
player,201311100clt,clt,MathRo20,def_pct,67%,,,,,
player,201311100clt,clt,MathRo20,special_teams,0,,,,,
player,201311100clt,clt,MathRo20,st_pct,0%,,,,,
player,201311100clt,clt,JeanRi99,pos,DT,,,,,
player,201311100clt,clt,JeanRi99,offense,0,,,,,
player,201311100clt,clt,JeanRi99,off_pct,0%,,,,,
player,201311100clt,clt,JeanRi99,defense,34,,,,,
player,201311100clt,clt,JeanRi99,def_pct,62%,,,,,
player,201311100clt,clt,JeanRi99,special_teams,6,,,,,
player,201311100clt,clt,JeanRi99,st_pct,23%,,,,,
player,201311100clt,clt,ReddCo20,pos,DE,,,,,
player,201311100clt,clt,ReddCo20,offense,0,,,,,
player,201311100clt,clt,ReddCo20,off_pct,0%,,,,,
player,201311100clt,clt,ReddCo20,defense,34,,,,,
player,201311100clt,clt,ReddCo20,def_pct,62%,,,,,
player,201311100clt,clt,ReddCo20,special_teams,5,,,,,
player,201311100clt,clt,ReddCo20,st_pct,19%,,,,,
player,201311100clt,clt,FranAu20,pos,NT,,,,,
player,201311100clt,clt,FranAu20,offense,0,,,,,
player,201311100clt,clt,FranAu20,off_pct,0%,,,,,
player,201311100clt,clt,FranAu20,defense,27,,,,,
player,201311100clt,clt,FranAu20,def_pct,49%,,,,,
