game,2013,6,20131013,201310130htx,ram,"St. Louis Rams",38,htx,"Houston Texans",13
team,201310130htx,ram,First Downs,15,,,,,,
team,201310130htx,htx,First Downs,27,,,,,,
team,201310130htx,ram,Rush-Yds-TDs,25-99-0,,,,,,
team,201310130htx,htx,Rush-Yds-TDs,30-153-1,,,,,,
team,201310130htx,ram,Cmp-Att-Yd-TD-INT,12-16-117-3-0,,,,,,
team,201310130htx,htx,Cmp-Att-Yd-TD-INT,27-38-284-0-2,,,,,,
team,201310130htx,ram,Sacked-Yards,0-0,,,,,,
team,201310130htx,htx,Sacked-Yards,5-17,,,,,,
team,201310130htx,ram,Net Pass Yards,117,,,,,,
team,201310130htx,htx,Net Pass Yards,267,,,,,,
team,201310130htx,ram,Total Yards,216,,,,,,
team,201310130htx,htx,Total Yards,420,,,,,,
team,201310130htx,ram,Fumbles-Lost,0-0,,,,,,
team,201310130htx,htx,Fumbles-Lost,3-2,,,,,,
team,201310130htx,ram,Turnovers,0,,,,,,
team,201310130htx,htx,Turnovers,4,,,,,,
team,201310130htx,ram,Penalties-Yards,9-74,,,,,,
team,201310130htx,htx,Penalties-Yards,7-95,,,,,,
team,201310130htx,ram,Third Down Conv.,3-7,,,,,,
team,201310130htx,htx,Third Down Conv.,6-14,,,,,,
team,201310130htx,ram,Fourth Down Conv.,0-0,,,,,,
team,201310130htx,htx,Fourth Down Conv.,2-3,,,,,,
team,201310130htx,ram,Time of Possession,24:50,,,,,,
team,201310130htx,htx,Time of Possession,35:10,,,,,,
player,201310130htx,ram,BradSa00,pass_cmp,12,,,,,
player,201310130htx,ram,BradSa00,pass_att,16,,,,,
player,201310130htx,ram,BradSa00,pass_yds,117,,,,,
player,201310130htx,ram,BradSa00,pass_td,3,,,,,
player,201310130htx,ram,BradSa00,pass_int,0,,,,,
player,201310130htx,ram,BradSa00,pass_sacked,0,,,,,
player,201310130htx,ram,BradSa00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,BradSa00,pass_long,34,,,,,
player,201310130htx,ram,BradSa00,pass_rating,134.6,,,,,
player,201310130htx,ram,BradSa00,rush_att,1,,,,,
player,201310130htx,ram,BradSa00,rush_yds,4,,,,,
player,201310130htx,ram,BradSa00,rush_td,0,,,,,
player,201310130htx,ram,BradSa00,rush_long,4,,,,,
player,201310130htx,ram,BradSa00,targets,0,,,,,
player,201310130htx,ram,BradSa00,rec,0,,,,,
player,201310130htx,ram,BradSa00,rec_yds,0,,,,,
player,201310130htx,ram,BradSa00,rec_td,0,,,,,
player,201310130htx,ram,BradSa00,rec_long,0,,,,,
player,201310130htx,ram,BradSa00,fumbles,0,,,,,
player,201310130htx,ram,BradSa00,fumbles_lost,0,,,,,
player,201310130htx,ram,StacZa00,pass_cmp,0,,,,,
player,201310130htx,ram,StacZa00,pass_att,0,,,,,
player,201310130htx,ram,StacZa00,pass_yds,0,,,,,
player,201310130htx,ram,StacZa00,pass_td,0,,,,,
player,201310130htx,ram,StacZa00,pass_int,0,,,,,
player,201310130htx,ram,StacZa00,pass_sacked,0,,,,,
player,201310130htx,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,StacZa00,pass_long,0,,,,,
player,201310130htx,ram,StacZa00,pass_rating,,,,,,
player,201310130htx,ram,StacZa00,rush_att,18,,,,,
player,201310130htx,ram,StacZa00,rush_yds,79,,,,,
player,201310130htx,ram,StacZa00,rush_td,0,,,,,
player,201310130htx,ram,StacZa00,rush_long,18,,,,,
player,201310130htx,ram,StacZa00,targets,2,,,,,
player,201310130htx,ram,StacZa00,rec,2,,,,,
player,201310130htx,ram,StacZa00,rec_yds,11,,,,,
player,201310130htx,ram,StacZa00,rec_td,0,,,,,
player,201310130htx,ram,StacZa00,rec_long,6,,,,,
player,201310130htx,ram,StacZa00,fumbles,0,,,,,
player,201310130htx,ram,StacZa00,fumbles_lost,0,,,,,
player,201310130htx,ram,CunnBe01,pass_cmp,0,,,,,
player,201310130htx,ram,CunnBe01,pass_att,0,,,,,
player,201310130htx,ram,CunnBe01,pass_yds,0,,,,,
player,201310130htx,ram,CunnBe01,pass_td,0,,,,,
player,201310130htx,ram,CunnBe01,pass_int,0,,,,,
player,201310130htx,ram,CunnBe01,pass_sacked,0,,,,,
player,201310130htx,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201310130htx,ram,CunnBe01,pass_long,0,,,,,
player,201310130htx,ram,CunnBe01,pass_rating,,,,,,
player,201310130htx,ram,CunnBe01,rush_att,3,,,,,
player,201310130htx,ram,CunnBe01,rush_yds,11,,,,,
player,201310130htx,ram,CunnBe01,rush_td,0,,,,,
player,201310130htx,ram,CunnBe01,rush_long,7,,,,,
player,201310130htx,ram,CunnBe01,targets,0,,,,,
player,201310130htx,ram,CunnBe01,rec,0,,,,,
player,201310130htx,ram,CunnBe01,rec_yds,0,,,,,
player,201310130htx,ram,CunnBe01,rec_td,0,,,,,
player,201310130htx,ram,CunnBe01,rec_long,0,,,,,
player,201310130htx,ram,CunnBe01,fumbles,0,,,,,
player,201310130htx,ram,CunnBe01,fumbles_lost,0,,,,,
player,201310130htx,ram,RichDa00,pass_cmp,0,,,,,
player,201310130htx,ram,RichDa00,pass_att,0,,,,,
player,201310130htx,ram,RichDa00,pass_yds,0,,,,,
player,201310130htx,ram,RichDa00,pass_td,0,,,,,
player,201310130htx,ram,RichDa00,pass_int,0,,,,,
player,201310130htx,ram,RichDa00,pass_sacked,0,,,,,
player,201310130htx,ram,RichDa00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,RichDa00,pass_long,0,,,,,
player,201310130htx,ram,RichDa00,pass_rating,,,,,,
player,201310130htx,ram,RichDa00,rush_att,3,,,,,
player,201310130htx,ram,RichDa00,rush_yds,5,,,,,
player,201310130htx,ram,RichDa00,rush_td,0,,,,,
player,201310130htx,ram,RichDa00,rush_long,4,,,,,
player,201310130htx,ram,RichDa00,targets,1,,,,,
player,201310130htx,ram,RichDa00,rec,1,,,,,
player,201310130htx,ram,RichDa00,rec_yds,18,,,,,
player,201310130htx,ram,RichDa00,rec_td,0,,,,,
player,201310130htx,ram,RichDa00,rec_long,18,,,,,
player,201310130htx,ram,RichDa00,fumbles,0,,,,,
player,201310130htx,ram,RichDa00,fumbles_lost,0,,,,,
player,201310130htx,ram,CookJa02,pass_cmp,0,,,,,
player,201310130htx,ram,CookJa02,pass_att,0,,,,,
player,201310130htx,ram,CookJa02,pass_yds,0,,,,,
player,201310130htx,ram,CookJa02,pass_td,0,,,,,
player,201310130htx,ram,CookJa02,pass_int,0,,,,,
player,201310130htx,ram,CookJa02,pass_sacked,0,,,,,
player,201310130htx,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201310130htx,ram,CookJa02,pass_long,0,,,,,
player,201310130htx,ram,CookJa02,pass_rating,,,,,,
player,201310130htx,ram,CookJa02,rush_att,0,,,,,
player,201310130htx,ram,CookJa02,rush_yds,0,,,,,
player,201310130htx,ram,CookJa02,rush_td,0,,,,,
player,201310130htx,ram,CookJa02,rush_long,0,,,,,
player,201310130htx,ram,CookJa02,targets,2,,,,,
player,201310130htx,ram,CookJa02,rec,2,,,,,
player,201310130htx,ram,CookJa02,rec_yds,45,,,,,
player,201310130htx,ram,CookJa02,rec_td,0,,,,,
player,201310130htx,ram,CookJa02,rec_long,34,,,,,
player,201310130htx,ram,CookJa02,fumbles,0,,,,,
player,201310130htx,ram,CookJa02,fumbles_lost,0,,,,,
player,201310130htx,ram,GiveCh00,pass_cmp,0,,,,,
player,201310130htx,ram,GiveCh00,pass_att,0,,,,,
player,201310130htx,ram,GiveCh00,pass_yds,0,,,,,
player,201310130htx,ram,GiveCh00,pass_td,0,,,,,
player,201310130htx,ram,GiveCh00,pass_int,0,,,,,
player,201310130htx,ram,GiveCh00,pass_sacked,0,,,,,
player,201310130htx,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,GiveCh00,pass_long,0,,,,,
player,201310130htx,ram,GiveCh00,pass_rating,,,,,,
player,201310130htx,ram,GiveCh00,rush_att,0,,,,,
player,201310130htx,ram,GiveCh00,rush_yds,0,,,,,
player,201310130htx,ram,GiveCh00,rush_td,0,,,,,
player,201310130htx,ram,GiveCh00,rush_long,0,,,,,
player,201310130htx,ram,GiveCh00,targets,4,,,,,
player,201310130htx,ram,GiveCh00,rec,2,,,,,
player,201310130htx,ram,GiveCh00,rec_yds,20,,,,,
player,201310130htx,ram,GiveCh00,rec_td,0,,,,,
player,201310130htx,ram,GiveCh00,rec_long,13,,,,,
player,201310130htx,ram,GiveCh00,fumbles,0,,,,,
player,201310130htx,ram,GiveCh00,fumbles_lost,0,,,,,
player,201310130htx,ram,PettAu00,pass_cmp,0,,,,,
player,201310130htx,ram,PettAu00,pass_att,0,,,,,
player,201310130htx,ram,PettAu00,pass_yds,0,,,,,
player,201310130htx,ram,PettAu00,pass_td,0,,,,,
player,201310130htx,ram,PettAu00,pass_int,0,,,,,
player,201310130htx,ram,PettAu00,pass_sacked,0,,,,,
player,201310130htx,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,PettAu00,pass_long,0,,,,,
player,201310130htx,ram,PettAu00,pass_rating,,,,,,
player,201310130htx,ram,PettAu00,rush_att,0,,,,,
player,201310130htx,ram,PettAu00,rush_yds,0,,,,,
player,201310130htx,ram,PettAu00,rush_td,0,,,,,
player,201310130htx,ram,PettAu00,rush_long,0,,,,,
player,201310130htx,ram,PettAu00,targets,1,,,,,
player,201310130htx,ram,PettAu00,rec,1,,,,,
player,201310130htx,ram,PettAu00,rec_yds,12,,,,,
player,201310130htx,ram,PettAu00,rec_td,0,,,,,
player,201310130htx,ram,PettAu00,rec_long,12,,,,,
player,201310130htx,ram,PettAu00,fumbles,0,,,,,
player,201310130htx,ram,PettAu00,fumbles_lost,0,,,,,
player,201310130htx,ram,QuicBr00,pass_cmp,0,,,,,
player,201310130htx,ram,QuicBr00,pass_att,0,,,,,
player,201310130htx,ram,QuicBr00,pass_yds,0,,,,,
player,201310130htx,ram,QuicBr00,pass_td,0,,,,,
player,201310130htx,ram,QuicBr00,pass_int,0,,,,,
player,201310130htx,ram,QuicBr00,pass_sacked,0,,,,,
player,201310130htx,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,QuicBr00,pass_long,0,,,,,
player,201310130htx,ram,QuicBr00,pass_rating,,,,,,
player,201310130htx,ram,QuicBr00,rush_att,0,,,,,
player,201310130htx,ram,QuicBr00,rush_yds,0,,,,,
player,201310130htx,ram,QuicBr00,rush_td,0,,,,,
player,201310130htx,ram,QuicBr00,rush_long,0,,,,,
player,201310130htx,ram,QuicBr00,targets,2,,,,,
player,201310130htx,ram,QuicBr00,rec,1,,,,,
player,201310130htx,ram,QuicBr00,rec_yds,4,,,,,
player,201310130htx,ram,QuicBr00,rec_td,1,,,,,
player,201310130htx,ram,QuicBr00,rec_long,4,,,,,
player,201310130htx,ram,QuicBr00,fumbles,0,,,,,
player,201310130htx,ram,QuicBr00,fumbles_lost,0,,,,,
player,201310130htx,ram,AustTa00,pass_cmp,0,,,,,
player,201310130htx,ram,AustTa00,pass_att,0,,,,,
player,201310130htx,ram,AustTa00,pass_yds,0,,,,,
player,201310130htx,ram,AustTa00,pass_td,0,,,,,
player,201310130htx,ram,AustTa00,pass_int,0,,,,,
player,201310130htx,ram,AustTa00,pass_sacked,0,,,,,
player,201310130htx,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,AustTa00,pass_long,0,,,,,
player,201310130htx,ram,AustTa00,pass_rating,,,,,,
player,201310130htx,ram,AustTa00,rush_att,0,,,,,
player,201310130htx,ram,AustTa00,rush_yds,0,,,,,
player,201310130htx,ram,AustTa00,rush_td,0,,,,,
player,201310130htx,ram,AustTa00,rush_long,0,,,,,
player,201310130htx,ram,AustTa00,targets,1,,,,,
player,201310130htx,ram,AustTa00,rec,1,,,,,
player,201310130htx,ram,AustTa00,rec_yds,3,,,,,
player,201310130htx,ram,AustTa00,rec_td,0,,,,,
player,201310130htx,ram,AustTa00,rec_long,3,,,,,
player,201310130htx,ram,AustTa00,fumbles,0,,,,,
player,201310130htx,ram,AustTa00,fumbles_lost,0,,,,,
player,201310130htx,ram,HarkCo00,pass_cmp,0,,,,,
player,201310130htx,ram,HarkCo00,pass_att,0,,,,,
player,201310130htx,ram,HarkCo00,pass_yds,0,,,,,
player,201310130htx,ram,HarkCo00,pass_td,0,,,,,
player,201310130htx,ram,HarkCo00,pass_int,0,,,,,
player,201310130htx,ram,HarkCo00,pass_sacked,0,,,,,
player,201310130htx,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,HarkCo00,pass_long,0,,,,,
player,201310130htx,ram,HarkCo00,pass_rating,,,,,,
player,201310130htx,ram,HarkCo00,rush_att,0,,,,,
player,201310130htx,ram,HarkCo00,rush_yds,0,,,,,
player,201310130htx,ram,HarkCo00,rush_td,0,,,,,
player,201310130htx,ram,HarkCo00,rush_long,0,,,,,
player,201310130htx,ram,HarkCo00,targets,1,,,,,
player,201310130htx,ram,HarkCo00,rec,1,,,,,
player,201310130htx,ram,HarkCo00,rec_yds,2,,,,,
player,201310130htx,ram,HarkCo00,rec_td,1,,,,,
player,201310130htx,ram,HarkCo00,rec_long,2,,,,,
player,201310130htx,ram,HarkCo00,fumbles,0,,,,,
player,201310130htx,ram,HarkCo00,fumbles_lost,0,,,,,
player,201310130htx,ram,KendLa00,pass_cmp,0,,,,,
player,201310130htx,ram,KendLa00,pass_att,0,,,,,
player,201310130htx,ram,KendLa00,pass_yds,0,,,,,
player,201310130htx,ram,KendLa00,pass_td,0,,,,,
