game,2013,6,20131013,201310130htx,ram,"St. Louis Rams",38,htx,"Houston Texans",13
player,201310130htx,ram,KendLa00,pass_int,0,,,,,
player,201310130htx,ram,KendLa00,pass_sacked,0,,,,,
player,201310130htx,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201310130htx,ram,KendLa00,pass_long,0,,,,,
player,201310130htx,ram,KendLa00,pass_rating,,,,,,
player,201310130htx,ram,KendLa00,rush_att,0,,,,,
player,201310130htx,ram,KendLa00,rush_yds,0,,,,,
player,201310130htx,ram,KendLa00,rush_td,0,,,,,
player,201310130htx,ram,KendLa00,rush_long,0,,,,,
player,201310130htx,ram,KendLa00,targets,2,,,,,
player,201310130htx,ram,KendLa00,rec,1,,,,,
player,201310130htx,ram,KendLa00,rec_yds,2,,,,,
player,201310130htx,ram,KendLa00,rec_td,1,,,,,
player,201310130htx,ram,KendLa00,rec_long,2,,,,,
player,201310130htx,ram,KendLa00,fumbles,0,,,,,
player,201310130htx,ram,KendLa00,fumbles_lost,0,,,,,
player,201310130htx,htx,SchaMa00,pass_cmp,15,,,,,
player,201310130htx,htx,SchaMa00,pass_att,21,,,,,
player,201310130htx,htx,SchaMa00,pass_yds,186,,,,,
player,201310130htx,htx,SchaMa00,pass_td,0,,,,,
player,201310130htx,htx,SchaMa00,pass_int,0,,,,,
player,201310130htx,htx,SchaMa00,pass_sacked,3,,,,,
player,201310130htx,htx,SchaMa00,pass_sacked_yds,10,,,,,
player,201310130htx,htx,SchaMa00,pass_long,41,,,,,
player,201310130htx,htx,SchaMa00,pass_rating,98.5,,,,,
player,201310130htx,htx,SchaMa00,rush_att,0,,,,,
player,201310130htx,htx,SchaMa00,rush_yds,0,,,,,
player,201310130htx,htx,SchaMa00,rush_td,0,,,,,
player,201310130htx,htx,SchaMa00,rush_long,0,,,,,
player,201310130htx,htx,SchaMa00,targets,0,,,,,
player,201310130htx,htx,SchaMa00,rec,0,,,,,
player,201310130htx,htx,SchaMa00,rec_yds,0,,,,,
player,201310130htx,htx,SchaMa00,rec_td,0,,,,,
player,201310130htx,htx,SchaMa00,rec_long,0,,,,,
player,201310130htx,htx,SchaMa00,fumbles,0,,,,,
player,201310130htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201310130htx,htx,YateT.00,pass_cmp,12,,,,,
player,201310130htx,htx,YateT.00,pass_att,17,,,,,
player,201310130htx,htx,YateT.00,pass_yds,98,,,,,
player,201310130htx,htx,YateT.00,pass_td,0,,,,,
player,201310130htx,htx,YateT.00,pass_int,2,,,,,
player,201310130htx,htx,YateT.00,pass_sacked,2,,,,,
player,201310130htx,htx,YateT.00,pass_sacked_yds,7,,,,,
player,201310130htx,htx,YateT.00,pass_long,20,,,,,
player,201310130htx,htx,YateT.00,pass_rating,45.3,,,,,
player,201310130htx,htx,YateT.00,rush_att,0,,,,,
player,201310130htx,htx,YateT.00,rush_yds,0,,,,,
player,201310130htx,htx,YateT.00,rush_td,0,,,,,
player,201310130htx,htx,YateT.00,rush_long,0,,,,,
player,201310130htx,htx,YateT.00,targets,0,,,,,
player,201310130htx,htx,YateT.00,rec,0,,,,,
player,201310130htx,htx,YateT.00,rec_yds,0,,,,,
player,201310130htx,htx,YateT.00,rec_td,0,,,,,
player,201310130htx,htx,YateT.00,rec_long,0,,,,,
player,201310130htx,htx,YateT.00,fumbles,1,,,,,
player,201310130htx,htx,YateT.00,fumbles_lost,0,,,,,
player,201310130htx,htx,FostAr00,pass_cmp,0,,,,,
player,201310130htx,htx,FostAr00,pass_att,0,,,,,
player,201310130htx,htx,FostAr00,pass_yds,0,,,,,
player,201310130htx,htx,FostAr00,pass_td,0,,,,,
player,201310130htx,htx,FostAr00,pass_int,0,,,,,
player,201310130htx,htx,FostAr00,pass_sacked,0,,,,,
player,201310130htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201310130htx,htx,FostAr00,pass_long,0,,,,,
player,201310130htx,htx,FostAr00,pass_rating,,,,,,
player,201310130htx,htx,FostAr00,rush_att,20,,,,,
player,201310130htx,htx,FostAr00,rush_yds,141,,,,,
player,201310130htx,htx,FostAr00,rush_td,0,,,,,
player,201310130htx,htx,FostAr00,rush_long,23,,,,,
player,201310130htx,htx,FostAr00,targets,7,,,,,
player,201310130htx,htx,FostAr00,rec,4,,,,,
player,201310130htx,htx,FostAr00,rec_yds,57,,,,,
player,201310130htx,htx,FostAr00,rec_td,0,,,,,
player,201310130htx,htx,FostAr00,rec_long,41,,,,,
player,201310130htx,htx,FostAr00,fumbles,0,,,,,
player,201310130htx,htx,FostAr00,fumbles_lost,0,,,,,
player,201310130htx,htx,TateBe00,pass_cmp,0,,,,,
player,201310130htx,htx,TateBe00,pass_att,0,,,,,
player,201310130htx,htx,TateBe00,pass_yds,0,,,,,
player,201310130htx,htx,TateBe00,pass_td,0,,,,,
player,201310130htx,htx,TateBe00,pass_int,0,,,,,
player,201310130htx,htx,TateBe00,pass_sacked,0,,,,,
player,201310130htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201310130htx,htx,TateBe00,pass_long,0,,,,,
player,201310130htx,htx,TateBe00,pass_rating,,,,,,
player,201310130htx,htx,TateBe00,rush_att,10,,,,,
player,201310130htx,htx,TateBe00,rush_yds,12,,,,,
player,201310130htx,htx,TateBe00,rush_td,1,,,,,
player,201310130htx,htx,TateBe00,rush_long,4,,,,,
player,201310130htx,htx,TateBe00,targets,4,,,,,
player,201310130htx,htx,TateBe00,rec,3,,,,,
player,201310130htx,htx,TateBe00,rec_yds,16,,,,,
player,201310130htx,htx,TateBe00,rec_td,0,,,,,
player,201310130htx,htx,TateBe00,rec_long,10,,,,,
player,201310130htx,htx,TateBe00,fumbles,0,,,,,
player,201310130htx,htx,TateBe00,fumbles_lost,0,,,,,
player,201310130htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201310130htx,htx,JohnAn02,pass_att,0,,,,,
player,201310130htx,htx,JohnAn02,pass_yds,0,,,,,
player,201310130htx,htx,JohnAn02,pass_td,0,,,,,
player,201310130htx,htx,JohnAn02,pass_int,0,,,,,
player,201310130htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201310130htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201310130htx,htx,JohnAn02,pass_long,0,,,,,
player,201310130htx,htx,JohnAn02,pass_rating,,,,,,
player,201310130htx,htx,JohnAn02,rush_att,0,,,,,
player,201310130htx,htx,JohnAn02,rush_yds,0,,,,,
player,201310130htx,htx,JohnAn02,rush_td,0,,,,,
player,201310130htx,htx,JohnAn02,rush_long,0,,,,,
player,201310130htx,htx,JohnAn02,targets,8,,,,,
player,201310130htx,htx,JohnAn02,rec,7,,,,,
player,201310130htx,htx,JohnAn02,rec_yds,88,,,,,
player,201310130htx,htx,JohnAn02,rec_td,0,,,,,
player,201310130htx,htx,JohnAn02,rec_long,19,,,,,
player,201310130htx,htx,JohnAn02,fumbles,0,,,,,
player,201310130htx,htx,JohnAn02,fumbles_lost,0,,,,,
player,201310130htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201310130htx,htx,HopkDe00,pass_att,0,,,,,
player,201310130htx,htx,HopkDe00,pass_yds,0,,,,,
player,201310130htx,htx,HopkDe00,pass_td,0,,,,,
player,201310130htx,htx,HopkDe00,pass_int,0,,,,,
player,201310130htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201310130htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201310130htx,htx,HopkDe00,pass_long,0,,,,,
player,201310130htx,htx,HopkDe00,pass_rating,,,,,,
player,201310130htx,htx,HopkDe00,rush_att,0,,,,,
player,201310130htx,htx,HopkDe00,rush_yds,0,,,,,
player,201310130htx,htx,HopkDe00,rush_td,0,,,,,
player,201310130htx,htx,HopkDe00,rush_long,0,,,,,
player,201310130htx,htx,HopkDe00,targets,5,,,,,
player,201310130htx,htx,HopkDe00,rec,3,,,,,
player,201310130htx,htx,HopkDe00,rec_yds,47,,,,,
player,201310130htx,htx,HopkDe00,rec_td,0,,,,,
player,201310130htx,htx,HopkDe00,rec_long,22,,,,,
player,201310130htx,htx,HopkDe00,fumbles,1,,,,,
player,201310130htx,htx,HopkDe00,fumbles_lost,1,,,,,
player,201310130htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201310130htx,htx,GrahGa00,pass_att,0,,,,,
player,201310130htx,htx,GrahGa00,pass_yds,0,,,,,
player,201310130htx,htx,GrahGa00,pass_td,0,,,,,
player,201310130htx,htx,GrahGa00,pass_int,0,,,,,
player,201310130htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201310130htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201310130htx,htx,GrahGa00,pass_long,0,,,,,
player,201310130htx,htx,GrahGa00,pass_rating,,,,,,
player,201310130htx,htx,GrahGa00,rush_att,0,,,,,
player,201310130htx,htx,GrahGa00,rush_yds,0,,,,,
player,201310130htx,htx,GrahGa00,rush_td,0,,,,,
player,201310130htx,htx,GrahGa00,rush_long,0,,,,,
player,201310130htx,htx,GrahGa00,targets,4,,,,,
player,201310130htx,htx,GrahGa00,rec,2,,,,,
player,201310130htx,htx,GrahGa00,rec_yds,25,,,,,
player,201310130htx,htx,GrahGa00,rec_td,0,,,,,
player,201310130htx,htx,GrahGa00,rec_long,20,,,,,
player,201310130htx,htx,GrahGa00,fumbles,0,,,,,
player,201310130htx,htx,GrahGa00,fumbles_lost,0,,,,,
player,201310130htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201310130htx,htx,GrifRy00,pass_att,0,,,,,
player,201310130htx,htx,GrifRy00,pass_yds,0,,,,,
player,201310130htx,htx,GrifRy00,pass_td,0,,,,,
player,201310130htx,htx,GrifRy00,pass_int,0,,,,,
player,201310130htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201310130htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201310130htx,htx,GrifRy00,pass_long,0,,,,,
player,201310130htx,htx,GrifRy00,pass_rating,,,,,,
player,201310130htx,htx,GrifRy00,rush_att,0,,,,,
player,201310130htx,htx,GrifRy00,rush_yds,0,,,,,
player,201310130htx,htx,GrifRy00,rush_td,0,,,,,
player,201310130htx,htx,GrifRy00,rush_long,0,,,,,
player,201310130htx,htx,GrifRy00,targets,3,,,,,
player,201310130htx,htx,GrifRy00,rec,2,,,,,
player,201310130htx,htx,GrifRy00,rec_yds,18,,,,,
player,201310130htx,htx,GrifRy00,rec_td,0,,,,,
player,201310130htx,htx,GrifRy00,rec_long,10,,,,,
player,201310130htx,htx,GrifRy00,fumbles,0,,,,,
player,201310130htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201310130htx,htx,JeanLe01,pass_cmp,0,,,,,
player,201310130htx,htx,JeanLe01,pass_att,0,,,,,
player,201310130htx,htx,JeanLe01,pass_yds,0,,,,,
player,201310130htx,htx,JeanLe01,pass_td,0,,,,,
player,201310130htx,htx,JeanLe01,pass_int,0,,,,,
player,201310130htx,htx,JeanLe01,pass_sacked,0,,,,,
player,201310130htx,htx,JeanLe01,pass_sacked_yds,0,,,,,
player,201310130htx,htx,JeanLe01,pass_long,0,,,,,
player,201310130htx,htx,JeanLe01,pass_rating,,,,,,
player,201310130htx,htx,JeanLe01,rush_att,0,,,,,
player,201310130htx,htx,JeanLe01,rush_yds,0,,,,,
player,201310130htx,htx,JeanLe01,rush_td,0,,,,,
player,201310130htx,htx,JeanLe01,rush_long,0,,,,,
player,201310130htx,htx,JeanLe01,targets,2,,,,,
player,201310130htx,htx,JeanLe01,rec,2,,,,,
player,201310130htx,htx,JeanLe01,rec_yds,14,,,,,
player,201310130htx,htx,JeanLe01,rec_td,0,,,,,
player,201310130htx,htx,JeanLe01,rec_long,8,,,,,
player,201310130htx,htx,JeanLe01,fumbles,0,,,,,
player,201310130htx,htx,JeanLe01,fumbles_lost,0,,,,,
player,201310130htx,htx,MartKe01,pass_cmp,0,,,,,
player,201310130htx,htx,MartKe01,pass_att,0,,,,,
player,201310130htx,htx,MartKe01,pass_yds,0,,,,,
player,201310130htx,htx,MartKe01,pass_td,0,,,,,
player,201310130htx,htx,MartKe01,pass_int,0,,,,,
player,201310130htx,htx,MartKe01,pass_sacked,0,,,,,
player,201310130htx,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201310130htx,htx,MartKe01,pass_long,0,,,,,
player,201310130htx,htx,MartKe01,pass_rating,,,,,,
player,201310130htx,htx,MartKe01,rush_att,0,,,,,
player,201310130htx,htx,MartKe01,rush_yds,0,,,,,
player,201310130htx,htx,MartKe01,rush_td,0,,,,,
player,201310130htx,htx,MartKe01,rush_long,0,,,,,
player,201310130htx,htx,MartKe01,targets,2,,,,,
player,201310130htx,htx,MartKe01,rec,2,,,,,
player,201310130htx,htx,MartKe01,rec_yds,12,,,,,
player,201310130htx,htx,MartKe01,rec_td,0,,,,,
player,201310130htx,htx,MartKe01,rec_long,7,,,,,
player,201310130htx,htx,MartKe01,fumbles,1,,,,,
player,201310130htx,htx,MartKe01,fumbles_lost,1,,,,,
player,201310130htx,htx,JoneGr01,pass_cmp,0,,,,,
player,201310130htx,htx,JoneGr01,pass_att,0,,,,,
player,201310130htx,htx,JoneGr01,pass_yds,0,,,,,
player,201310130htx,htx,JoneGr01,pass_td,0,,,,,
player,201310130htx,htx,JoneGr01,pass_int,0,,,,,
player,201310130htx,htx,JoneGr01,pass_sacked,0,,,,,
player,201310130htx,htx,JoneGr01,pass_sacked_yds,0,,,,,
player,201310130htx,htx,JoneGr01,pass_long,0,,,,,
player,201310130htx,htx,JoneGr01,pass_rating,,,,,,
player,201310130htx,htx,JoneGr01,rush_att,0,,,,,
player,201310130htx,htx,JoneGr01,rush_yds,0,,,,,
player,201310130htx,htx,JoneGr01,rush_td,0,,,,,
player,201310130htx,htx,JoneGr01,rush_long,0,,,,,
player,201310130htx,htx,JoneGr01,targets,2,,,,,
player,201310130htx,htx,JoneGr01,rec,1,,,,,
player,201310130htx,htx,JoneGr01,rec_yds,4,,,,,
player,201310130htx,htx,JoneGr01,rec_td,0,,,,,
player,201310130htx,htx,JoneGr01,rec_long,4,,,,,
