game,2013,8,20131027,201310270nwe,mia,"Miami Dolphins",17,nwe,"New England Patriots",27
player,201310270nwe,mia,MattRi00,pass_yds,0,,,,,
player,201310270nwe,mia,MattRi00,pass_td,0,,,,,
player,201310270nwe,mia,MattRi00,pass_int,0,,,,,
player,201310270nwe,mia,MattRi00,pass_sacked,0,,,,,
player,201310270nwe,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201310270nwe,mia,MattRi00,pass_long,0,,,,,
player,201310270nwe,mia,MattRi00,pass_rating,,,,,,
player,201310270nwe,mia,MattRi00,rush_att,0,,,,,
player,201310270nwe,mia,MattRi00,rush_yds,0,,,,,
player,201310270nwe,mia,MattRi00,rush_td,0,,,,,
player,201310270nwe,mia,MattRi00,rush_long,0,,,,,
player,201310270nwe,mia,MattRi00,targets,6,,,,,
player,201310270nwe,mia,MattRi00,rec,3,,,,,
player,201310270nwe,mia,MattRi00,rec_yds,30,,,,,
player,201310270nwe,mia,MattRi00,rec_td,0,,,,,
player,201310270nwe,mia,MattRi00,rec_long,20,,,,,
player,201310270nwe,mia,MattRi00,fumbles,0,,,,,
player,201310270nwe,mia,MattRi00,fumbles_lost,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_cmp,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_att,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_yds,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_td,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_int,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_sacked,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_sacked_yds,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_long,0,,,,,
player,201310270nwe,mia,EgneMi00,pass_rating,,,,,,
player,201310270nwe,mia,EgneMi00,rush_att,0,,,,,
player,201310270nwe,mia,EgneMi00,rush_yds,0,,,,,
player,201310270nwe,mia,EgneMi00,rush_td,0,,,,,
player,201310270nwe,mia,EgneMi00,rush_long,0,,,,,
player,201310270nwe,mia,EgneMi00,targets,2,,,,,
player,201310270nwe,mia,EgneMi00,rec,1,,,,,
player,201310270nwe,mia,EgneMi00,rec_yds,11,,,,,
player,201310270nwe,mia,EgneMi00,rec_td,0,,,,,
player,201310270nwe,mia,EgneMi00,rec_long,11,,,,,
player,201310270nwe,mia,EgneMi00,fumbles,0,,,,,
player,201310270nwe,mia,EgneMi00,fumbles_lost,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_cmp,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_att,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_yds,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_td,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_int,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_sacked,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_long,0,,,,,
player,201310270nwe,mia,GibsBr00,pass_rating,,,,,,
player,201310270nwe,mia,GibsBr00,rush_att,0,,,,,
player,201310270nwe,mia,GibsBr00,rush_yds,0,,,,,
player,201310270nwe,mia,GibsBr00,rush_td,0,,,,,
player,201310270nwe,mia,GibsBr00,rush_long,0,,,,,
player,201310270nwe,mia,GibsBr00,targets,2,,,,,
player,201310270nwe,mia,GibsBr00,rec,1,,,,,
player,201310270nwe,mia,GibsBr00,rec_yds,4,,,,,
player,201310270nwe,mia,GibsBr00,rec_td,1,,,,,
player,201310270nwe,mia,GibsBr00,rec_long,4,,,,,
player,201310270nwe,mia,GibsBr00,fumbles,0,,,,,
player,201310270nwe,mia,GibsBr00,fumbles_lost,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_cmp,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_att,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_yds,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_td,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_int,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_sacked,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_long,0,,,,,
player,201310270nwe,mia,SimsDi00,pass_rating,,,,,,
player,201310270nwe,mia,SimsDi00,rush_att,0,,,,,
player,201310270nwe,mia,SimsDi00,rush_yds,0,,,,,
player,201310270nwe,mia,SimsDi00,rush_td,0,,,,,
player,201310270nwe,mia,SimsDi00,rush_long,0,,,,,
player,201310270nwe,mia,SimsDi00,targets,2,,,,,
player,201310270nwe,mia,SimsDi00,rec,1,,,,,
player,201310270nwe,mia,SimsDi00,rec_yds,4,,,,,
player,201310270nwe,mia,SimsDi00,rec_td,0,,,,,
player,201310270nwe,mia,SimsDi00,rec_long,4,,,,,
player,201310270nwe,mia,SimsDi00,fumbles,0,,,,,
player,201310270nwe,mia,SimsDi00,fumbles_lost,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_cmp,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_att,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_yds,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_td,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_int,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_sacked,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_sacked_yds,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_long,0,,,,,
player,201310270nwe,mia,ThigMa00,pass_rating,,,,,,
player,201310270nwe,mia,ThigMa00,rush_att,1,,,,,
player,201310270nwe,mia,ThigMa00,rush_yds,-1,,,,,
player,201310270nwe,mia,ThigMa00,rush_td,0,,,,,
player,201310270nwe,mia,ThigMa00,rush_long,-1,,,,,
player,201310270nwe,mia,ThigMa00,targets,0,,,,,
player,201310270nwe,mia,ThigMa00,rec,0,,,,,
player,201310270nwe,mia,ThigMa00,rec_yds,0,,,,,
player,201310270nwe,mia,ThigMa00,rec_td,0,,,,,
player,201310270nwe,mia,ThigMa00,rec_long,0,,,,,
player,201310270nwe,mia,ThigMa00,fumbles,0,,,,,
player,201310270nwe,mia,ThigMa00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,BradTo00,pass_cmp,13,,,,,
player,201310270nwe,nwe,BradTo00,pass_att,22,,,,,
player,201310270nwe,nwe,BradTo00,pass_yds,116,,,,,
player,201310270nwe,nwe,BradTo00,pass_td,1,,,,,
player,201310270nwe,nwe,BradTo00,pass_int,1,,,,,
player,201310270nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201310270nwe,nwe,BradTo00,pass_sacked_yds,16,,,,,
player,201310270nwe,nwe,BradTo00,pass_long,26,,,,,
player,201310270nwe,nwe,BradTo00,pass_rating,69.5,,,,,
player,201310270nwe,nwe,BradTo00,rush_att,4,,,,,
player,201310270nwe,nwe,BradTo00,rush_yds,5,,,,,
player,201310270nwe,nwe,BradTo00,rush_td,0,,,,,
player,201310270nwe,nwe,BradTo00,rush_long,8,,,,,
player,201310270nwe,nwe,BradTo00,targets,0,,,,,
player,201310270nwe,nwe,BradTo00,rec,0,,,,,
player,201310270nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201310270nwe,nwe,BradTo00,rec_td,0,,,,,
player,201310270nwe,nwe,BradTo00,rec_long,0,,,,,
player,201310270nwe,nwe,BradTo00,fumbles,0,,,,,
player,201310270nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201310270nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201310270nwe,nwe,RidlSt00,rush_att,14,,,,,
player,201310270nwe,nwe,RidlSt00,rush_yds,79,,,,,
player,201310270nwe,nwe,RidlSt00,rush_td,1,,,,,
player,201310270nwe,nwe,RidlSt00,rush_long,23,,,,,
player,201310270nwe,nwe,RidlSt00,targets,0,,,,,
player,201310270nwe,nwe,RidlSt00,rec,0,,,,,
player,201310270nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201310270nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201310270nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201310270nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201310270nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201310270nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201310270nwe,nwe,BlouLe00,rush_att,11,,,,,
player,201310270nwe,nwe,BlouLe00,rush_yds,46,,,,,
player,201310270nwe,nwe,BlouLe00,rush_td,0,,,,,
player,201310270nwe,nwe,BlouLe00,rush_long,19,,,,,
player,201310270nwe,nwe,BlouLe00,targets,0,,,,,
player,201310270nwe,nwe,BlouLe00,rec,0,,,,,
player,201310270nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201310270nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201310270nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201310270nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201310270nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201310270nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201310270nwe,nwe,BoldBr00,rush_att,8,,,,,
player,201310270nwe,nwe,BoldBr00,rush_yds,22,,,,,
player,201310270nwe,nwe,BoldBr00,rush_td,1,,,,,
player,201310270nwe,nwe,BoldBr00,rush_long,8,,,,,
player,201310270nwe,nwe,BoldBr00,targets,2,,,,,
player,201310270nwe,nwe,BoldBr00,rec,2,,,,,
player,201310270nwe,nwe,BoldBr00,rec_yds,7,,,,,
player,201310270nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201310270nwe,nwe,BoldBr00,rec_long,5,,,,,
player,201310270nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201310270nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_cmp,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_att,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_yds,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_td,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_int,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_sacked,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_long,0,,,,,
player,201310270nwe,nwe,DobsAa00,pass_rating,,,,,,
player,201310270nwe,nwe,DobsAa00,rush_att,0,,,,,
player,201310270nwe,nwe,DobsAa00,rush_yds,0,,,,,
player,201310270nwe,nwe,DobsAa00,rush_td,0,,,,,
player,201310270nwe,nwe,DobsAa00,rush_long,0,,,,,
player,201310270nwe,nwe,DobsAa00,targets,5,,,,,
player,201310270nwe,nwe,DobsAa00,rec,4,,,,,
player,201310270nwe,nwe,DobsAa00,rec_yds,60,,,,,
player,201310270nwe,nwe,DobsAa00,rec_td,1,,,,,
player,201310270nwe,nwe,DobsAa00,rec_long,26,,,,,
player,201310270nwe,nwe,DobsAa00,fumbles,0,,,,,
player,201310270nwe,nwe,DobsAa00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_att,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_td,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_int,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_long,0,,,,,
player,201310270nwe,nwe,GronRo00,pass_rating,,,,,,
player,201310270nwe,nwe,GronRo00,rush_att,0,,,,,
player,201310270nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201310270nwe,nwe,GronRo00,rush_td,0,,,,,
player,201310270nwe,nwe,GronRo00,rush_long,0,,,,,
player,201310270nwe,nwe,GronRo00,targets,5,,,,,
player,201310270nwe,nwe,GronRo00,rec,2,,,,,
player,201310270nwe,nwe,GronRo00,rec_yds,27,,,,,
player,201310270nwe,nwe,GronRo00,rec_td,0,,,,,
player,201310270nwe,nwe,GronRo00,rec_long,23,,,,,
player,201310270nwe,nwe,GronRo00,fumbles,0,,,,,
player,201310270nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201310270nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201310270nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201310270nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201310270nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201310270nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201310270nwe,nwe,AmenDa00,targets,6,,,,,
player,201310270nwe,nwe,AmenDa00,rec,3,,,,,
player,201310270nwe,nwe,AmenDa00,rec_yds,15,,,,,
player,201310270nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201310270nwe,nwe,AmenDa00,rec_long,8,,,,,
player,201310270nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201310270nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201310270nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201310270nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201310270nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201310270nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201310270nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201310270nwe,nwe,EdelJu00,targets,2,,,,,
player,201310270nwe,nwe,EdelJu00,rec,2,,,,,
player,201310270nwe,nwe,EdelJu00,rec_yds,7,,,,,
player,201310270nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201310270nwe,nwe,EdelJu00,rec_long,7,,,,,
player,201310270nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201310270nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_cmp,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_att,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_yds,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_td,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_int,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_sacked,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_sacked_yds,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_long,0,,,,,
player,201310270nwe,nwe,ThomKe02,pass_rating,,,,,,
player,201310270nwe,nwe,ThomKe02,rush_att,0,,,,,
player,201310270nwe,nwe,ThomKe02,rush_yds,0,,,,,
player,201310270nwe,nwe,ThomKe02,rush_td,0,,,,,
player,201310270nwe,nwe,ThomKe02,rush_long,0,,,,,
player,201310270nwe,nwe,ThomKe02,targets,1,,,,,
player,201310270nwe,nwe,ThomKe02,rec,0,,,,,
player,201310270nwe,nwe,ThomKe02,rec_yds,0,,,,,
player,201310270nwe,nwe,ThomKe02,rec_td,0,,,,,
player,201310270nwe,nwe,ThomKe02,rec_long,0,,,,,
player,201310270nwe,nwe,ThomKe02,fumbles,0,,,,,
player,201310270nwe,nwe,ThomKe02,fumbles_lost,0,,,,,
player,201310270nwe,mia,PattDi20,def_int,1,,,,,
player,201310270nwe,mia,PattDi20,def_int_yds,2,,,,,
player,201310270nwe,mia,PattDi20,def_int_td,0,,,,,
player,201310270nwe,mia,PattDi20,def_int_long,2,,,,,
player,201310270nwe,mia,PattDi20,pass_defended,2,,,,,
player,201310270nwe,mia,PattDi20,sacks,0.0,,,,,
player,201310270nwe,mia,PattDi20,tackles_combined,4,,,,,
player,201310270nwe,mia,PattDi20,tackles_solo,3,,,,,
player,201310270nwe,mia,PattDi20,tackles_assists,1,,,,,
player,201310270nwe,mia,PattDi20,tackles_loss,0,,,,,
player,201310270nwe,mia,PattDi20,qb_hits,0,,,,,
player,201310270nwe,mia,PattDi20,fumbles_rec,0,,,,,
player,201310270nwe,mia,PattDi20,fumbles_rec_yds,0,,,,,
player,201310270nwe,mia,PattDi20,fumbles_rec_td,0,,,,,
