game,2013,12,20131124,201311240rai,oti,"Tennessee Titans",23,rai,"Oakland Raiders",19
player,201311240rai,oti,JohnCh04,rec,3,,,,,
player,201311240rai,oti,JohnCh04,rec_yds,8,,,,,
player,201311240rai,oti,JohnCh04,rec_td,0,,,,,
player,201311240rai,oti,JohnCh04,rec_long,3,,,,,
player,201311240rai,oti,JohnCh04,fumbles,0,,,,,
player,201311240rai,oti,JohnCh04,fumbles_lost,0,,,,,
player,201311240rai,oti,GreeSh00,pass_cmp,0,,,,,
player,201311240rai,oti,GreeSh00,pass_att,0,,,,,
player,201311240rai,oti,GreeSh00,pass_yds,0,,,,,
player,201311240rai,oti,GreeSh00,pass_td,0,,,,,
player,201311240rai,oti,GreeSh00,pass_int,0,,,,,
player,201311240rai,oti,GreeSh00,pass_sacked,0,,,,,
player,201311240rai,oti,GreeSh00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,GreeSh00,pass_long,0,,,,,
player,201311240rai,oti,GreeSh00,pass_rating,,,,,,
player,201311240rai,oti,GreeSh00,rush_att,4,,,,,
player,201311240rai,oti,GreeSh00,rush_yds,15,,,,,
player,201311240rai,oti,GreeSh00,rush_td,0,,,,,
player,201311240rai,oti,GreeSh00,rush_long,6,,,,,
player,201311240rai,oti,GreeSh00,targets,1,,,,,
player,201311240rai,oti,GreeSh00,rec,0,,,,,
player,201311240rai,oti,GreeSh00,rec_yds,0,,,,,
player,201311240rai,oti,GreeSh00,rec_td,0,,,,,
player,201311240rai,oti,GreeSh00,rec_long,0,,,,,
player,201311240rai,oti,GreeSh00,fumbles,0,,,,,
player,201311240rai,oti,GreeSh00,fumbles_lost,0,,,,,
player,201311240rai,oti,HuntJu00,pass_cmp,0,,,,,
player,201311240rai,oti,HuntJu00,pass_att,0,,,,,
player,201311240rai,oti,HuntJu00,pass_yds,0,,,,,
player,201311240rai,oti,HuntJu00,pass_td,0,,,,,
player,201311240rai,oti,HuntJu00,pass_int,0,,,,,
player,201311240rai,oti,HuntJu00,pass_sacked,0,,,,,
player,201311240rai,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,HuntJu00,pass_long,0,,,,,
player,201311240rai,oti,HuntJu00,pass_rating,,,,,,
player,201311240rai,oti,HuntJu00,rush_att,0,,,,,
player,201311240rai,oti,HuntJu00,rush_yds,0,,,,,
player,201311240rai,oti,HuntJu00,rush_td,0,,,,,
player,201311240rai,oti,HuntJu00,rush_long,0,,,,,
player,201311240rai,oti,HuntJu00,targets,6,,,,,
player,201311240rai,oti,HuntJu00,rec,6,,,,,
player,201311240rai,oti,HuntJu00,rec_yds,109,,,,,
player,201311240rai,oti,HuntJu00,rec_td,1,,,,,
player,201311240rai,oti,HuntJu00,rec_long,54,,,,,
player,201311240rai,oti,HuntJu00,fumbles,0,,,,,
player,201311240rai,oti,HuntJu00,fumbles_lost,0,,,,,
player,201311240rai,oti,WrigKe01,pass_cmp,0,,,,,
player,201311240rai,oti,WrigKe01,pass_att,0,,,,,
player,201311240rai,oti,WrigKe01,pass_yds,0,,,,,
player,201311240rai,oti,WrigKe01,pass_td,0,,,,,
player,201311240rai,oti,WrigKe01,pass_int,0,,,,,
player,201311240rai,oti,WrigKe01,pass_sacked,0,,,,,
player,201311240rai,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201311240rai,oti,WrigKe01,pass_long,0,,,,,
player,201311240rai,oti,WrigKe01,pass_rating,,,,,,
player,201311240rai,oti,WrigKe01,rush_att,0,,,,,
player,201311240rai,oti,WrigKe01,rush_yds,0,,,,,
player,201311240rai,oti,WrigKe01,rush_td,0,,,,,
player,201311240rai,oti,WrigKe01,rush_long,0,,,,,
player,201311240rai,oti,WrigKe01,targets,7,,,,,
player,201311240rai,oti,WrigKe01,rec,6,,,,,
player,201311240rai,oti,WrigKe01,rec_yds,103,,,,,
player,201311240rai,oti,WrigKe01,rec_td,1,,,,,
player,201311240rai,oti,WrigKe01,rec_long,31,,,,,
player,201311240rai,oti,WrigKe01,fumbles,0,,,,,
player,201311240rai,oti,WrigKe01,fumbles_lost,0,,,,,
player,201311240rai,oti,WalkHu00,pass_cmp,0,,,,,
player,201311240rai,oti,WalkHu00,pass_att,0,,,,,
player,201311240rai,oti,WalkHu00,pass_yds,0,,,,,
player,201311240rai,oti,WalkHu00,pass_td,0,,,,,
player,201311240rai,oti,WalkHu00,pass_int,0,,,,,
player,201311240rai,oti,WalkHu00,pass_sacked,0,,,,,
player,201311240rai,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,WalkHu00,pass_long,0,,,,,
player,201311240rai,oti,WalkHu00,pass_rating,,,,,,
player,201311240rai,oti,WalkHu00,rush_att,0,,,,,
player,201311240rai,oti,WalkHu00,rush_yds,0,,,,,
player,201311240rai,oti,WalkHu00,rush_td,0,,,,,
player,201311240rai,oti,WalkHu00,rush_long,0,,,,,
player,201311240rai,oti,WalkHu00,targets,9,,,,,
player,201311240rai,oti,WalkHu00,rec,5,,,,,
player,201311240rai,oti,WalkHu00,rec_yds,46,,,,,
player,201311240rai,oti,WalkHu00,rec_td,0,,,,,
player,201311240rai,oti,WalkHu00,rec_long,14,,,,,
player,201311240rai,oti,WalkHu00,fumbles,0,,,,,
player,201311240rai,oti,WalkHu00,fumbles_lost,0,,,,,
player,201311240rai,oti,WashNa00,pass_cmp,0,,,,,
player,201311240rai,oti,WashNa00,pass_att,0,,,,,
player,201311240rai,oti,WashNa00,pass_yds,0,,,,,
player,201311240rai,oti,WashNa00,pass_td,0,,,,,
player,201311240rai,oti,WashNa00,pass_int,0,,,,,
player,201311240rai,oti,WashNa00,pass_sacked,0,,,,,
player,201311240rai,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,WashNa00,pass_long,0,,,,,
player,201311240rai,oti,WashNa00,pass_rating,,,,,,
player,201311240rai,oti,WashNa00,rush_att,0,,,,,
player,201311240rai,oti,WashNa00,rush_yds,0,,,,,
player,201311240rai,oti,WashNa00,rush_td,0,,,,,
player,201311240rai,oti,WashNa00,rush_long,0,,,,,
player,201311240rai,oti,WashNa00,targets,6,,,,,
player,201311240rai,oti,WashNa00,rec,5,,,,,
player,201311240rai,oti,WashNa00,rec_yds,45,,,,,
player,201311240rai,oti,WashNa00,rec_td,0,,,,,
player,201311240rai,oti,WashNa00,rec_long,16,,,,,
player,201311240rai,oti,WashNa00,fumbles,0,,,,,
player,201311240rai,oti,WashNa00,fumbles_lost,0,,,,,
player,201311240rai,oti,MoonCo00,pass_cmp,0,,,,,
player,201311240rai,oti,MoonCo00,pass_att,0,,,,,
player,201311240rai,oti,MoonCo00,pass_yds,0,,,,,
player,201311240rai,oti,MoonCo00,pass_td,0,,,,,
player,201311240rai,oti,MoonCo00,pass_int,0,,,,,
player,201311240rai,oti,MoonCo00,pass_sacked,0,,,,,
player,201311240rai,oti,MoonCo00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,MoonCo00,pass_long,0,,,,,
player,201311240rai,oti,MoonCo00,pass_rating,,,,,,
player,201311240rai,oti,MoonCo00,rush_att,0,,,,,
player,201311240rai,oti,MoonCo00,rush_yds,0,,,,,
player,201311240rai,oti,MoonCo00,rush_td,0,,,,,
player,201311240rai,oti,MoonCo00,rush_long,0,,,,,
player,201311240rai,oti,MoonCo00,targets,2,,,,,
player,201311240rai,oti,MoonCo00,rec,2,,,,,
player,201311240rai,oti,MoonCo00,rec_yds,6,,,,,
player,201311240rai,oti,MoonCo00,rec_td,0,,,,,
player,201311240rai,oti,MoonCo00,rec_long,4,,,,,
player,201311240rai,oti,MoonCo00,fumbles,0,,,,,
player,201311240rai,oti,MoonCo00,fumbles_lost,0,,,,,
player,201311240rai,oti,ThomTa00,pass_cmp,0,,,,,
player,201311240rai,oti,ThomTa00,pass_att,0,,,,,
player,201311240rai,oti,ThomTa00,pass_yds,0,,,,,
player,201311240rai,oti,ThomTa00,pass_td,0,,,,,
player,201311240rai,oti,ThomTa00,pass_int,0,,,,,
player,201311240rai,oti,ThomTa00,pass_sacked,0,,,,,
player,201311240rai,oti,ThomTa00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,ThomTa00,pass_long,0,,,,,
player,201311240rai,oti,ThomTa00,pass_rating,,,,,,
player,201311240rai,oti,ThomTa00,rush_att,0,,,,,
player,201311240rai,oti,ThomTa00,rush_yds,0,,,,,
player,201311240rai,oti,ThomTa00,rush_td,0,,,,,
player,201311240rai,oti,ThomTa00,rush_long,0,,,,,
player,201311240rai,oti,ThomTa00,targets,2,,,,,
player,201311240rai,oti,ThomTa00,rec,2,,,,,
player,201311240rai,oti,ThomTa00,rec_yds,4,,,,,
player,201311240rai,oti,ThomTa00,rec_td,0,,,,,
player,201311240rai,oti,ThomTa00,rec_long,4,,,,,
player,201311240rai,oti,ThomTa00,fumbles,0,,,,,
player,201311240rai,oti,ThomTa00,fumbles_lost,0,,,,,
player,201311240rai,oti,BritKe00,pass_cmp,0,,,,,
player,201311240rai,oti,BritKe00,pass_att,0,,,,,
player,201311240rai,oti,BritKe00,pass_yds,0,,,,,
player,201311240rai,oti,BritKe00,pass_td,0,,,,,
player,201311240rai,oti,BritKe00,pass_int,0,,,,,
player,201311240rai,oti,BritKe00,pass_sacked,0,,,,,
player,201311240rai,oti,BritKe00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,BritKe00,pass_long,0,,,,,
player,201311240rai,oti,BritKe00,pass_rating,,,,,,
player,201311240rai,oti,BritKe00,rush_att,0,,,,,
player,201311240rai,oti,BritKe00,rush_yds,0,,,,,
player,201311240rai,oti,BritKe00,rush_td,0,,,,,
player,201311240rai,oti,BritKe00,rush_long,0,,,,,
player,201311240rai,oti,BritKe00,targets,2,,,,,
player,201311240rai,oti,BritKe00,rec,0,,,,,
player,201311240rai,oti,BritKe00,rec_yds,0,,,,,
player,201311240rai,oti,BritKe00,rec_td,0,,,,,
player,201311240rai,oti,BritKe00,rec_long,0,,,,,
player,201311240rai,oti,BritKe00,fumbles,0,,,,,
player,201311240rai,oti,BritKe00,fumbles_lost,0,,,,,
player,201311240rai,oti,StevCr00,pass_cmp,0,,,,,
player,201311240rai,oti,StevCr00,pass_att,0,,,,,
player,201311240rai,oti,StevCr00,pass_yds,0,,,,,
player,201311240rai,oti,StevCr00,pass_td,0,,,,,
player,201311240rai,oti,StevCr00,pass_int,0,,,,,
player,201311240rai,oti,StevCr00,pass_sacked,0,,,,,
player,201311240rai,oti,StevCr00,pass_sacked_yds,0,,,,,
player,201311240rai,oti,StevCr00,pass_long,0,,,,,
player,201311240rai,oti,StevCr00,pass_rating,,,,,,
player,201311240rai,oti,StevCr00,rush_att,0,,,,,
player,201311240rai,oti,StevCr00,rush_yds,0,,,,,
player,201311240rai,oti,StevCr00,rush_td,0,,,,,
player,201311240rai,oti,StevCr00,rush_long,0,,,,,
player,201311240rai,oti,StevCr00,targets,1,,,,,
player,201311240rai,oti,StevCr00,rec,1,,,,,
player,201311240rai,oti,StevCr00,rec_yds,-1,,,,,
player,201311240rai,oti,StevCr00,rec_td,0,,,,,
player,201311240rai,oti,StevCr00,rec_long,-1,,,,,
player,201311240rai,oti,StevCr00,fumbles,0,,,,,
player,201311240rai,oti,StevCr00,fumbles_lost,0,,,,,
player,201311240rai,rai,McGlMa01,pass_cmp,19,,,,,
player,201311240rai,rai,McGlMa01,pass_att,32,,,,,
player,201311240rai,rai,McGlMa01,pass_yds,260,,,,,
player,201311240rai,rai,McGlMa01,pass_td,1,,,,,
player,201311240rai,rai,McGlMa01,pass_int,1,,,,,
player,201311240rai,rai,McGlMa01,pass_sacked,0,,,,,
player,201311240rai,rai,McGlMa01,pass_sacked_yds,0,,,,,
player,201311240rai,rai,McGlMa01,pass_long,27,,,,,
player,201311240rai,rai,McGlMa01,pass_rating,82.8,,,,,
player,201311240rai,rai,McGlMa01,rush_att,2,,,,,
player,201311240rai,rai,McGlMa01,rush_yds,6,,,,,
player,201311240rai,rai,McGlMa01,rush_td,0,,,,,
player,201311240rai,rai,McGlMa01,rush_long,7,,,,,
player,201311240rai,rai,McGlMa01,targets,0,,,,,
player,201311240rai,rai,McGlMa01,rec,0,,,,,
player,201311240rai,rai,McGlMa01,rec_yds,0,,,,,
player,201311240rai,rai,McGlMa01,rec_td,0,,,,,
player,201311240rai,rai,McGlMa01,rec_long,0,,,,,
player,201311240rai,rai,McGlMa01,fumbles,0,,,,,
player,201311240rai,rai,McGlMa01,fumbles_lost,0,,,,,
player,201311240rai,rai,JennRa00,pass_cmp,0,,,,,
player,201311240rai,rai,JennRa00,pass_att,0,,,,,
player,201311240rai,rai,JennRa00,pass_yds,0,,,,,
player,201311240rai,rai,JennRa00,pass_td,0,,,,,
player,201311240rai,rai,JennRa00,pass_int,0,,,,,
player,201311240rai,rai,JennRa00,pass_sacked,,,,,,
player,201311240rai,rai,JennRa00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,JennRa00,pass_long,0,,,,,
player,201311240rai,rai,JennRa00,pass_rating,,,,,,
player,201311240rai,rai,JennRa00,rush_att,16,,,,,
player,201311240rai,rai,JennRa00,rush_yds,73,,,,,
player,201311240rai,rai,JennRa00,rush_td,0,,,,,
player,201311240rai,rai,JennRa00,rush_long,15,,,,,
player,201311240rai,rai,JennRa00,targets,5,,,,,
player,201311240rai,rai,JennRa00,rec,4,,,,,
player,201311240rai,rai,JennRa00,rec_yds,49,,,,,
player,201311240rai,rai,JennRa00,rec_td,0,,,,,
player,201311240rai,rai,JennRa00,rec_long,21,,,,,
player,201311240rai,rai,JennRa00,fumbles,0,,,,,
player,201311240rai,rai,JennRa00,fumbles_lost,0,,,,,
player,201311240rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201311240rai,rai,ReecMa00,pass_att,0,,,,,
player,201311240rai,rai,ReecMa00,pass_yds,0,,,,,
player,201311240rai,rai,ReecMa00,pass_td,0,,,,,
player,201311240rai,rai,ReecMa00,pass_int,0,,,,,
player,201311240rai,rai,ReecMa00,pass_sacked,,,,,,
player,201311240rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,ReecMa00,pass_long,0,,,,,
player,201311240rai,rai,ReecMa00,pass_rating,,,,,,
player,201311240rai,rai,ReecMa00,rush_att,5,,,,,
player,201311240rai,rai,ReecMa00,rush_yds,14,,,,,
player,201311240rai,rai,ReecMa00,rush_td,0,,,,,
player,201311240rai,rai,ReecMa00,rush_long,5,,,,,
player,201311240rai,rai,ReecMa00,targets,5,,,,,
player,201311240rai,rai,ReecMa00,rec,4,,,,,
player,201311240rai,rai,ReecMa00,rec_yds,44,,,,,
player,201311240rai,rai,ReecMa00,rec_td,1,,,,,
player,201311240rai,rai,ReecMa00,rec_long,27,,,,,
player,201311240rai,rai,ReecMa00,fumbles,0,,,,,
player,201311240rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201311240rai,rai,StreRo00,pass_cmp,0,,,,,
player,201311240rai,rai,StreRo00,pass_att,0,,,,,
player,201311240rai,rai,StreRo00,pass_yds,0,,,,,
player,201311240rai,rai,StreRo00,pass_td,0,,,,,
player,201311240rai,rai,StreRo00,pass_int,0,,,,,
player,201311240rai,rai,StreRo00,pass_sacked,,,,,,
player,201311240rai,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,StreRo00,pass_long,0,,,,,
player,201311240rai,rai,StreRo00,pass_rating,,,,,,
player,201311240rai,rai,StreRo00,rush_att,0,,,,,
player,201311240rai,rai,StreRo00,rush_yds,0,,,,,
player,201311240rai,rai,StreRo00,rush_td,0,,,,,
player,201311240rai,rai,StreRo00,rush_long,0,,,,,
player,201311240rai,rai,StreRo00,targets,10,,,,,
player,201311240rai,rai,StreRo00,rec,5,,,,,
player,201311240rai,rai,StreRo00,rec_yds,93,,,,,
player,201311240rai,rai,StreRo00,rec_td,0,,,,,
player,201311240rai,rai,StreRo00,rec_long,23,,,,,
player,201311240rai,rai,StreRo00,fumbles,1,,,,,
player,201311240rai,rai,StreRo00,fumbles_lost,1,,,,,
player,201311240rai,rai,HolmAn00,pass_cmp,0,,,,,
player,201311240rai,rai,HolmAn00,pass_att,0,,,,,
player,201311240rai,rai,HolmAn00,pass_yds,0,,,,,
player,201311240rai,rai,HolmAn00,pass_td,0,,,,,
player,201311240rai,rai,HolmAn00,pass_int,0,,,,,
player,201311240rai,rai,HolmAn00,pass_sacked,,,,,,
player,201311240rai,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,HolmAn00,pass_long,0,,,,,
player,201311240rai,rai,HolmAn00,pass_rating,,,,,,
player,201311240rai,rai,HolmAn00,rush_att,0,,,,,
player,201311240rai,rai,HolmAn00,rush_yds,0,,,,,
player,201311240rai,rai,HolmAn00,rush_td,0,,,,,
player,201311240rai,rai,HolmAn00,rush_long,0,,,,,
player,201311240rai,rai,HolmAn00,targets,5,,,,,
player,201311240rai,rai,HolmAn00,rec,2,,,,,
player,201311240rai,rai,HolmAn00,rec_yds,32,,,,,
player,201311240rai,rai,HolmAn00,rec_td,0,,,,,
player,201311240rai,rai,HolmAn00,rec_long,16,,,,,
player,201311240rai,rai,HolmAn00,fumbles,0,,,,,
player,201311240rai,rai,HolmAn00,fumbles_lost,0,,,,,
player,201311240rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201311240rai,rai,OlawJa00,pass_att,0,,,,,
player,201311240rai,rai,OlawJa00,pass_yds,0,,,,,
player,201311240rai,rai,OlawJa00,pass_td,0,,,,,
player,201311240rai,rai,OlawJa00,pass_int,0,,,,,
player,201311240rai,rai,OlawJa00,pass_sacked,,,,,,
player,201311240rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,OlawJa00,pass_long,0,,,,,
player,201311240rai,rai,OlawJa00,pass_rating,,,,,,
player,201311240rai,rai,OlawJa00,rush_att,0,,,,,
player,201311240rai,rai,OlawJa00,rush_yds,0,,,,,
player,201311240rai,rai,OlawJa00,rush_td,0,,,,,
player,201311240rai,rai,OlawJa00,rush_long,0,,,,,
player,201311240rai,rai,OlawJa00,targets,2,,,,,
player,201311240rai,rai,OlawJa00,rec,2,,,,,
player,201311240rai,rai,OlawJa00,rec_yds,27,,,,,
player,201311240rai,rai,OlawJa00,rec_td,0,,,,,
player,201311240rai,rai,OlawJa00,rec_long,25,,,,,
player,201311240rai,rai,OlawJa00,fumbles,0,,,,,
player,201311240rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201311240rai,rai,RiveMy00,pass_cmp,0,,,,,
player,201311240rai,rai,RiveMy00,pass_att,0,,,,,
player,201311240rai,rai,RiveMy00,pass_yds,0,,,,,
player,201311240rai,rai,RiveMy00,pass_td,0,,,,,
player,201311240rai,rai,RiveMy00,pass_int,0,,,,,
player,201311240rai,rai,RiveMy00,pass_sacked,,,,,,
player,201311240rai,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,RiveMy00,pass_long,0,,,,,
player,201311240rai,rai,RiveMy00,pass_rating,,,,,,
player,201311240rai,rai,RiveMy00,rush_att,0,,,,,
player,201311240rai,rai,RiveMy00,rush_yds,0,,,,,
player,201311240rai,rai,RiveMy00,rush_td,0,,,,,
player,201311240rai,rai,RiveMy00,rush_long,0,,,,,
player,201311240rai,rai,RiveMy00,targets,2,,,,,
player,201311240rai,rai,RiveMy00,rec,1,,,,,
player,201311240rai,rai,RiveMy00,rec_yds,10,,,,,
player,201311240rai,rai,RiveMy00,rec_td,0,,,,,
player,201311240rai,rai,RiveMy00,rec_long,10,,,,,
player,201311240rai,rai,RiveMy00,fumbles,0,,,,,
player,201311240rai,rai,RiveMy00,fumbles_lost,0,,,,,
player,201311240rai,rai,MastJe20,pass_cmp,0,,,,,
player,201311240rai,rai,MastJe20,pass_att,0,,,,,
player,201311240rai,rai,MastJe20,pass_yds,0,,,,,
player,201311240rai,rai,MastJe20,pass_td,0,,,,,
player,201311240rai,rai,MastJe20,pass_int,0,,,,,
player,201311240rai,rai,MastJe20,pass_sacked,,,,,,
player,201311240rai,rai,MastJe20,pass_sacked_yds,0,,,,,
player,201311240rai,rai,MastJe20,pass_long,0,,,,,
player,201311240rai,rai,MastJe20,pass_rating,,,,,,
player,201311240rai,rai,MastJe20,rush_att,0,,,,,
player,201311240rai,rai,MastJe20,rush_yds,0,,,,,
player,201311240rai,rai,MastJe20,rush_td,0,,,,,
player,201311240rai,rai,MastJe20,rush_long,0,,,,,
player,201311240rai,rai,MastJe20,targets,1,,,,,
player,201311240rai,rai,MastJe20,rec,1,,,,,
player,201311240rai,rai,MastJe20,rec_yds,5,,,,,
player,201311240rai,rai,MastJe20,rec_td,0,,,,,
player,201311240rai,rai,MastJe20,rec_long,5,,,,,
player,201311240rai,rai,MastJe20,fumbles,0,,,,,
player,201311240rai,rai,MastJe20,fumbles_lost,0,,,,,
player,201311240rai,rai,KasaNi00,pass_cmp,0,,,,,
player,201311240rai,rai,KasaNi00,pass_att,0,,,,,
player,201311240rai,rai,KasaNi00,pass_yds,0,,,,,
player,201311240rai,rai,KasaNi00,pass_td,0,,,,,
player,201311240rai,rai,KasaNi00,pass_int,0,,,,,
player,201311240rai,rai,KasaNi00,pass_sacked,0,,,,,
player,201311240rai,rai,KasaNi00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,KasaNi00,pass_long,0,,,,,
player,201311240rai,rai,KasaNi00,pass_rating,,,,,,
player,201311240rai,rai,KasaNi00,rush_att,0,,,,,
player,201311240rai,rai,KasaNi00,rush_yds,0,,,,,
player,201311240rai,rai,KasaNi00,rush_td,0,,,,,
player,201311240rai,rai,KasaNi00,rush_long,0,,,,,
player,201311240rai,rai,KasaNi00,targets,1,,,,,
player,201311240rai,rai,KasaNi00,rec,0,,,,,
player,201311240rai,rai,KasaNi00,rec_yds,0,,,,,
player,201311240rai,rai,KasaNi00,rec_td,0,,,,,
player,201311240rai,rai,KasaNi00,rec_long,0,,,,,
player,201311240rai,rai,KasaNi00,fumbles,0,,,,,
player,201311240rai,rai,KasaNi00,fumbles_lost,0,,,,,
player,201311240rai,rai,FordJa01,pass_cmp,0,,,,,
player,201311240rai,rai,FordJa01,pass_att,0,,,,,
player,201311240rai,rai,FordJa01,pass_yds,0,,,,,
player,201311240rai,rai,FordJa01,pass_td,0,,,,,
player,201311240rai,rai,FordJa01,pass_int,0,,,,,
player,201311240rai,rai,FordJa01,pass_sacked,0,,,,,
player,201311240rai,rai,FordJa01,pass_sacked_yds,0,,,,,
player,201311240rai,rai,FordJa01,pass_long,0,,,,,
player,201311240rai,rai,FordJa01,pass_rating,,,,,,
player,201311240rai,rai,FordJa01,rush_att,0,,,,,
player,201311240rai,rai,FordJa01,rush_yds,0,,,,,
player,201311240rai,rai,FordJa01,rush_td,0,,,,,
player,201311240rai,rai,FordJa01,rush_long,0,,,,,
player,201311240rai,rai,FordJa01,targets,1,,,,,
player,201311240rai,rai,FordJa01,rec,0,,,,,
player,201311240rai,rai,FordJa01,rec_yds,0,,,,,
player,201311240rai,rai,FordJa01,rec_td,0,,,,,
player,201311240rai,rai,FordJa01,rec_long,0,,,,,
player,201311240rai,rai,FordJa01,fumbles,1,,,,,
player,201311240rai,rai,FordJa01,fumbles_lost,0,,,,,
player,201311240rai,rai,ButlBr00,pass_cmp,0,,,,,
player,201311240rai,rai,ButlBr00,pass_att,0,,,,,
player,201311240rai,rai,ButlBr00,pass_yds,0,,,,,
player,201311240rai,rai,ButlBr00,pass_td,0,,,,,
player,201311240rai,rai,ButlBr00,pass_int,0,,,,,
player,201311240rai,rai,ButlBr00,pass_sacked,0,,,,,
player,201311240rai,rai,ButlBr00,pass_sacked_yds,0,,,,,
player,201311240rai,rai,ButlBr00,pass_long,0,,,,,
player,201311240rai,rai,ButlBr00,pass_rating,,,,,,
player,201311240rai,rai,ButlBr00,rush_att,0,,,,,
player,201311240rai,rai,ButlBr00,rush_yds,0,,,,,
player,201311240rai,rai,ButlBr00,rush_td,0,,,,,
player,201311240rai,rai,ButlBr00,rush_long,0,,,,,
player,201311240rai,rai,ButlBr00,targets,1,,,,,
player,201311240rai,rai,ButlBr00,rec,0,,,,,
player,201311240rai,rai,ButlBr00,rec_yds,0,,,,,
