game,2013,10,20131110,201311100sdg,den,"Denver Broncos",28,sdg,"San Diego Chargers",20
team,201311100sdg,den,First Downs,22,,,,,,
team,201311100sdg,sdg,First Downs,20,,,,,,
team,201311100sdg,den,Rush-Yds-TDs,22-84-0,,,,,,
team,201311100sdg,sdg,Rush-Yds-TDs,35-131-1,,,,,,
team,201311100sdg,den,Cmp-Att-Yd-TD-INT,25-36-330-4-0,,,,,,
team,201311100sdg,sdg,Cmp-Att-Yd-TD-INT,19-29-218-1-0,,,,,,
team,201311100sdg,den,Sacked-Yards,2-17,,,,,,
team,201311100sdg,sdg,Sacked-Yards,4-20,,,,,,
team,201311100sdg,den,Net Pass Yards,313,,,,,,
team,201311100sdg,sdg,Net Pass Yards,198,,,,,,
team,201311100sdg,den,Total Yards,397,,,,,,
team,201311100sdg,sdg,Total Yards,329,,,,,,
team,201311100sdg,den,Fumbles-Lost,2-1,,,,,,
team,201311100sdg,sdg,Fumbles-Lost,1-0,,,,,,
team,201311100sdg,den,Turnovers,1,,,,,,
team,201311100sdg,sdg,Turnovers,0,,,,,,
team,201311100sdg,den,Penalties-Yards,3-28,,,,,,
team,201311100sdg,sdg,Penalties-Yards,6-40,,,,,,
team,201311100sdg,den,Third Down Conv.,3-8,,,,,,
team,201311100sdg,sdg,Third Down Conv.,7-16,,,,,,
team,201311100sdg,den,Fourth Down Conv.,0-0,,,,,,
team,201311100sdg,sdg,Fourth Down Conv.,1-1,,,,,,
team,201311100sdg,den,Time of Possession,21:57,,,,,,
team,201311100sdg,sdg,Time of Possession,38:03,,,,,,
player,201311100sdg,den,MannPe00,pass_cmp,25,,,,,
player,201311100sdg,den,MannPe00,pass_att,36,,,,,
player,201311100sdg,den,MannPe00,pass_yds,330,,,,,
player,201311100sdg,den,MannPe00,pass_td,4,,,,,
player,201311100sdg,den,MannPe00,pass_int,0,,,,,
player,201311100sdg,den,MannPe00,pass_sacked,2,,,,,
player,201311100sdg,den,MannPe00,pass_sacked_yds,17,,,,,
player,201311100sdg,den,MannPe00,pass_long,74,,,,,
player,201311100sdg,den,MannPe00,pass_rating,135.2,,,,,
player,201311100sdg,den,MannPe00,rush_att,2,,,,,
player,201311100sdg,den,MannPe00,rush_yds,-1,,,,,
player,201311100sdg,den,MannPe00,rush_td,0,,,,,
player,201311100sdg,den,MannPe00,rush_long,0,,,,,
player,201311100sdg,den,MannPe00,targets,0,,,,,
player,201311100sdg,den,MannPe00,rec,0,,,,,
player,201311100sdg,den,MannPe00,rec_yds,0,,,,,
player,201311100sdg,den,MannPe00,rec_td,0,,,,,
player,201311100sdg,den,MannPe00,rec_long,0,,,,,
player,201311100sdg,den,MannPe00,fumbles,1,,,,,
player,201311100sdg,den,MannPe00,fumbles_lost,1,,,,,
player,201311100sdg,den,MoreKn00,pass_cmp,0,,,,,
player,201311100sdg,den,MoreKn00,pass_att,0,,,,,
player,201311100sdg,den,MoreKn00,pass_yds,0,,,,,
player,201311100sdg,den,MoreKn00,pass_td,0,,,,,
player,201311100sdg,den,MoreKn00,pass_int,0,,,,,
player,201311100sdg,den,MoreKn00,pass_sacked,0,,,,,
player,201311100sdg,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201311100sdg,den,MoreKn00,pass_long,0,,,,,
player,201311100sdg,den,MoreKn00,pass_rating,,,,,,
player,201311100sdg,den,MoreKn00,rush_att,15,,,,,
player,201311100sdg,den,MoreKn00,rush_yds,65,,,,,
player,201311100sdg,den,MoreKn00,rush_td,0,,,,,
player,201311100sdg,den,MoreKn00,rush_long,9,,,,,
player,201311100sdg,den,MoreKn00,targets,8,,,,,
player,201311100sdg,den,MoreKn00,rec,8,,,,,
player,201311100sdg,den,MoreKn00,rec_yds,49,,,,,
player,201311100sdg,den,MoreKn00,rec_td,0,,,,,
player,201311100sdg,den,MoreKn00,rec_long,11,,,,,
player,201311100sdg,den,MoreKn00,fumbles,0,,,,,
player,201311100sdg,den,MoreKn00,fumbles_lost,0,,,,,
player,201311100sdg,den,BallMo00,pass_cmp,0,,,,,
player,201311100sdg,den,BallMo00,pass_att,0,,,,,
player,201311100sdg,den,BallMo00,pass_yds,0,,,,,
player,201311100sdg,den,BallMo00,pass_td,0,,,,,
player,201311100sdg,den,BallMo00,pass_int,0,,,,,
player,201311100sdg,den,BallMo00,pass_sacked,0,,,,,
player,201311100sdg,den,BallMo00,pass_sacked_yds,0,,,,,
player,201311100sdg,den,BallMo00,pass_long,0,,,,,
player,201311100sdg,den,BallMo00,pass_rating,,,,,,
player,201311100sdg,den,BallMo00,rush_att,5,,,,,
player,201311100sdg,den,BallMo00,rush_yds,20,,,,,
player,201311100sdg,den,BallMo00,rush_td,0,,,,,
player,201311100sdg,den,BallMo00,rush_long,12,,,,,
player,201311100sdg,den,BallMo00,targets,0,,,,,
player,201311100sdg,den,BallMo00,rec,0,,,,,
player,201311100sdg,den,BallMo00,rec_yds,0,,,,,
player,201311100sdg,den,BallMo00,rec_td,0,,,,,
player,201311100sdg,den,BallMo00,rec_long,0,,,,,
player,201311100sdg,den,BallMo00,fumbles,0,,,,,
player,201311100sdg,den,BallMo00,fumbles_lost,0,,,,,
player,201311100sdg,den,ThomDe03,pass_cmp,0,,,,,
player,201311100sdg,den,ThomDe03,pass_att,0,,,,,
player,201311100sdg,den,ThomDe03,pass_yds,0,,,,,
player,201311100sdg,den,ThomDe03,pass_td,0,,,,,
player,201311100sdg,den,ThomDe03,pass_int,0,,,,,
player,201311100sdg,den,ThomDe03,pass_sacked,0,,,,,
player,201311100sdg,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201311100sdg,den,ThomDe03,pass_long,0,,,,,
player,201311100sdg,den,ThomDe03,pass_rating,,,,,,
player,201311100sdg,den,ThomDe03,rush_att,0,,,,,
player,201311100sdg,den,ThomDe03,rush_yds,0,,,,,
player,201311100sdg,den,ThomDe03,rush_td,0,,,,,
player,201311100sdg,den,ThomDe03,rush_long,0,,,,,
player,201311100sdg,den,ThomDe03,targets,10,,,,,
player,201311100sdg,den,ThomDe03,rec,7,,,,,
player,201311100sdg,den,ThomDe03,rec_yds,108,,,,,
player,201311100sdg,den,ThomDe03,rec_td,3,,,,,
player,201311100sdg,den,ThomDe03,rec_long,34,,,,,
player,201311100sdg,den,ThomDe03,fumbles,0,,,,,
player,201311100sdg,den,ThomDe03,fumbles_lost,0,,,,,
player,201311100sdg,den,ThomJu00,pass_cmp,0,,,,,
player,201311100sdg,den,ThomJu00,pass_att,0,,,,,
player,201311100sdg,den,ThomJu00,pass_yds,0,,,,,
player,201311100sdg,den,ThomJu00,pass_td,0,,,,,
player,201311100sdg,den,ThomJu00,pass_int,0,,,,,
player,201311100sdg,den,ThomJu00,pass_sacked,0,,,,,
player,201311100sdg,den,ThomJu00,pass_sacked_yds,0,,,,,
player,201311100sdg,den,ThomJu00,pass_long,0,,,,,
player,201311100sdg,den,ThomJu00,pass_rating,,,,,,
player,201311100sdg,den,ThomJu00,rush_att,0,,,,,
player,201311100sdg,den,ThomJu00,rush_yds,0,,,,,
player,201311100sdg,den,ThomJu00,rush_td,0,,,,,
player,201311100sdg,den,ThomJu00,rush_long,0,,,,,
player,201311100sdg,den,ThomJu00,targets,5,,,,,
player,201311100sdg,den,ThomJu00,rec,3,,,,,
player,201311100sdg,den,ThomJu00,rec_yds,96,,,,,
player,201311100sdg,den,ThomJu00,rec_td,1,,,,,
player,201311100sdg,den,ThomJu00,rec_long,74,,,,,
player,201311100sdg,den,ThomJu00,fumbles,0,,,,,
player,201311100sdg,den,ThomJu00,fumbles_lost,0,,,,,
player,201311100sdg,den,DeckEr00,pass_cmp,0,,,,,
player,201311100sdg,den,DeckEr00,pass_att,0,,,,,
player,201311100sdg,den,DeckEr00,pass_yds,0,,,,,
player,201311100sdg,den,DeckEr00,pass_td,0,,,,,
player,201311100sdg,den,DeckEr00,pass_int,0,,,,,
player,201311100sdg,den,DeckEr00,pass_sacked,0,,,,,
player,201311100sdg,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201311100sdg,den,DeckEr00,pass_long,0,,,,,
player,201311100sdg,den,DeckEr00,pass_rating,,,,,,
player,201311100sdg,den,DeckEr00,rush_att,0,,,,,
player,201311100sdg,den,DeckEr00,rush_yds,0,,,,,
player,201311100sdg,den,DeckEr00,rush_td,0,,,,,
player,201311100sdg,den,DeckEr00,rush_long,0,,,,,
player,201311100sdg,den,DeckEr00,targets,5,,,,,
player,201311100sdg,den,DeckEr00,rec,3,,,,,
player,201311100sdg,den,DeckEr00,rec_yds,52,,,,,
player,201311100sdg,den,DeckEr00,rec_td,0,,,,,
player,201311100sdg,den,DeckEr00,rec_long,34,,,,,
player,201311100sdg,den,DeckEr00,fumbles,0,,,,,
player,201311100sdg,den,DeckEr00,fumbles_lost,0,,,,,
player,201311100sdg,den,WelkWe00,pass_cmp,0,,,,,
player,201311100sdg,den,WelkWe00,pass_att,0,,,,,
player,201311100sdg,den,WelkWe00,pass_yds,0,,,,,
player,201311100sdg,den,WelkWe00,pass_td,0,,,,,
player,201311100sdg,den,WelkWe00,pass_int,0,,,,,
player,201311100sdg,den,WelkWe00,pass_sacked,0,,,,,
player,201311100sdg,den,WelkWe00,pass_sacked_yds,0,,,,,
player,201311100sdg,den,WelkWe00,pass_long,0,,,,,
player,201311100sdg,den,WelkWe00,pass_rating,,,,,,
player,201311100sdg,den,WelkWe00,rush_att,0,,,,,
player,201311100sdg,den,WelkWe00,rush_yds,0,,,,,
player,201311100sdg,den,WelkWe00,rush_td,0,,,,,
