game,2013,13,20131201,201312010phi,crd,"Arizona Cardinals",21,phi,"Philadelphia Eagles",24
player,201312010phi,crd,MendRa00,rec_yds,0,,,,,
player,201312010phi,crd,MendRa00,rec_td,0,,,,,
player,201312010phi,crd,MendRa00,rec_long,0,,,,,
player,201312010phi,crd,MendRa00,fumbles,0,,,,,
player,201312010phi,crd,MendRa00,fumbles_lost,0,,,,,
player,201312010phi,crd,TaylSt00,pass_cmp,0,,,,,
player,201312010phi,crd,TaylSt00,pass_att,0,,,,,
player,201312010phi,crd,TaylSt00,pass_yds,0,,,,,
player,201312010phi,crd,TaylSt00,pass_td,0,,,,,
player,201312010phi,crd,TaylSt00,pass_int,0,,,,,
player,201312010phi,crd,TaylSt00,pass_sacked,0,,,,,
player,201312010phi,crd,TaylSt00,pass_sacked_yds,0,,,,,
player,201312010phi,crd,TaylSt00,pass_long,0,,,,,
player,201312010phi,crd,TaylSt00,pass_rating,,,,,,
player,201312010phi,crd,TaylSt00,rush_att,3,,,,,
player,201312010phi,crd,TaylSt00,rush_yds,15,,,,,
player,201312010phi,crd,TaylSt00,rush_td,0,,,,,
player,201312010phi,crd,TaylSt00,rush_long,7,,,,,
player,201312010phi,crd,TaylSt00,targets,3,,,,,
player,201312010phi,crd,TaylSt00,rec,2,,,,,
player,201312010phi,crd,TaylSt00,rec_yds,45,,,,,
player,201312010phi,crd,TaylSt00,rec_td,0,,,,,
player,201312010phi,crd,TaylSt00,rec_long,29,,,,,
player,201312010phi,crd,TaylSt00,fumbles,0,,,,,
player,201312010phi,crd,TaylSt00,fumbles_lost,0,,,,,
player,201312010phi,crd,FloyMi00,pass_cmp,0,,,,,
player,201312010phi,crd,FloyMi00,pass_att,0,,,,,
player,201312010phi,crd,FloyMi00,pass_yds,0,,,,,
player,201312010phi,crd,FloyMi00,pass_td,0,,,,,
player,201312010phi,crd,FloyMi00,pass_int,0,,,,,
player,201312010phi,crd,FloyMi00,pass_sacked,0,,,,,
player,201312010phi,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201312010phi,crd,FloyMi00,pass_long,0,,,,,
player,201312010phi,crd,FloyMi00,pass_rating,,,,,,
player,201312010phi,crd,FloyMi00,rush_att,0,,,,,
player,201312010phi,crd,FloyMi00,rush_yds,0,,,,,
player,201312010phi,crd,FloyMi00,rush_td,0,,,,,
player,201312010phi,crd,FloyMi00,rush_long,0,,,,,
player,201312010phi,crd,FloyMi00,targets,10,,,,,
player,201312010phi,crd,FloyMi00,rec,5,,,,,
player,201312010phi,crd,FloyMi00,rec_yds,99,,,,,
player,201312010phi,crd,FloyMi00,rec_td,1,,,,,
player,201312010phi,crd,FloyMi00,rec_long,34,,,,,
player,201312010phi,crd,FloyMi00,fumbles,0,,,,,
player,201312010phi,crd,FloyMi00,fumbles_lost,0,,,,,
player,201312010phi,crd,FitzLa00,pass_cmp,0,,,,,
player,201312010phi,crd,FitzLa00,pass_att,0,,,,,
player,201312010phi,crd,FitzLa00,pass_yds,0,,,,,
player,201312010phi,crd,FitzLa00,pass_td,0,,,,,
player,201312010phi,crd,FitzLa00,pass_int,0,,,,,
player,201312010phi,crd,FitzLa00,pass_sacked,0,,,,,
player,201312010phi,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201312010phi,crd,FitzLa00,pass_long,0,,,,,
player,201312010phi,crd,FitzLa00,pass_rating,,,,,,
player,201312010phi,crd,FitzLa00,rush_att,0,,,,,
player,201312010phi,crd,FitzLa00,rush_yds,0,,,,,
player,201312010phi,crd,FitzLa00,rush_td,0,,,,,
player,201312010phi,crd,FitzLa00,rush_long,0,,,,,
player,201312010phi,crd,FitzLa00,targets,8,,,,,
player,201312010phi,crd,FitzLa00,rec,5,,,,,
player,201312010phi,crd,FitzLa00,rec_yds,72,,,,,
player,201312010phi,crd,FitzLa00,rec_td,1,,,,,
player,201312010phi,crd,FitzLa00,rec_long,43,,,,,
player,201312010phi,crd,FitzLa00,fumbles,0,,,,,
player,201312010phi,crd,FitzLa00,fumbles_lost,0,,,,,
player,201312010phi,crd,RobeAn00,pass_cmp,0,,,,,
player,201312010phi,crd,RobeAn00,pass_att,0,,,,,
player,201312010phi,crd,RobeAn00,pass_yds,0,,,,,
player,201312010phi,crd,RobeAn00,pass_td,0,,,,,
player,201312010phi,crd,RobeAn00,pass_int,0,,,,,
player,201312010phi,crd,RobeAn00,pass_sacked,0,,,,,
player,201312010phi,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201312010phi,crd,RobeAn00,pass_long,0,,,,,
player,201312010phi,crd,RobeAn00,pass_rating,,,,,,
player,201312010phi,crd,RobeAn00,rush_att,0,,,,,
player,201312010phi,crd,RobeAn00,rush_yds,0,,,,,
player,201312010phi,crd,RobeAn00,rush_td,0,,,,,
player,201312010phi,crd,RobeAn00,rush_long,0,,,,,
player,201312010phi,crd,RobeAn00,targets,8,,,,,
player,201312010phi,crd,RobeAn00,rec,4,,,,,
player,201312010phi,crd,RobeAn00,rec_yds,29,,,,,
player,201312010phi,crd,RobeAn00,rec_td,0,,,,,
player,201312010phi,crd,RobeAn00,rec_long,17,,,,,
player,201312010phi,crd,RobeAn00,fumbles,0,,,,,
player,201312010phi,crd,RobeAn00,fumbles_lost,0,,,,,
player,201312010phi,crd,DrayJi00,pass_cmp,0,,,,,
player,201312010phi,crd,DrayJi00,pass_att,0,,,,,
player,201312010phi,crd,DrayJi00,pass_yds,0,,,,,
player,201312010phi,crd,DrayJi00,pass_td,0,,,,,
player,201312010phi,crd,DrayJi00,pass_int,0,,,,,
player,201312010phi,crd,DrayJi00,pass_sacked,0,,,,,
player,201312010phi,crd,DrayJi00,pass_sacked_yds,0,,,,,
player,201312010phi,crd,DrayJi00,pass_long,0,,,,,
player,201312010phi,crd,DrayJi00,pass_rating,,,,,,
player,201312010phi,crd,DrayJi00,rush_att,0,,,,,
player,201312010phi,crd,DrayJi00,rush_yds,0,,,,,
player,201312010phi,crd,DrayJi00,rush_td,0,,,,,
player,201312010phi,crd,DrayJi00,rush_long,0,,,,,
player,201312010phi,crd,DrayJi00,targets,3,,,,,
player,201312010phi,crd,DrayJi00,rec,3,,,,,
player,201312010phi,crd,DrayJi00,rec_yds,26,,,,,
player,201312010phi,crd,DrayJi00,rec_td,1,,,,,
player,201312010phi,crd,DrayJi00,rec_long,17,,,,,
player,201312010phi,crd,DrayJi00,fumbles,0,,,,,
player,201312010phi,crd,DrayJi00,fumbles_lost,0,,,,,
player,201312010phi,crd,HousRo01,pass_cmp,0,,,,,
player,201312010phi,crd,HousRo01,pass_att,0,,,,,
player,201312010phi,crd,HousRo01,pass_yds,0,,,,,
player,201312010phi,crd,HousRo01,pass_td,0,,,,,
player,201312010phi,crd,HousRo01,pass_int,0,,,,,
player,201312010phi,crd,HousRo01,pass_sacked,0,,,,,
player,201312010phi,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201312010phi,crd,HousRo01,pass_long,0,,,,,
player,201312010phi,crd,HousRo01,pass_rating,,,,,,
player,201312010phi,crd,HousRo01,rush_att,0,,,,,
player,201312010phi,crd,HousRo01,rush_yds,0,,,,,
player,201312010phi,crd,HousRo01,rush_td,0,,,,,
player,201312010phi,crd,HousRo01,rush_long,0,,,,,
player,201312010phi,crd,HousRo01,targets,6,,,,,
player,201312010phi,crd,HousRo01,rec,3,,,,,
player,201312010phi,crd,HousRo01,rec_yds,21,,,,,
player,201312010phi,crd,HousRo01,rec_td,0,,,,,
player,201312010phi,crd,HousRo01,rec_long,10,,,,,
player,201312010phi,crd,HousRo01,fumbles,0,,,,,
player,201312010phi,crd,HousRo01,fumbles_lost,0,,,,,
player,201312010phi,crd,BrowJa03,pass_cmp,0,,,,,
player,201312010phi,crd,BrowJa03,pass_att,0,,,,,
player,201312010phi,crd,BrowJa03,pass_yds,0,,,,,
player,201312010phi,crd,BrowJa03,pass_td,0,,,,,
player,201312010phi,crd,BrowJa03,pass_int,0,,,,,
player,201312010phi,crd,BrowJa03,pass_sacked,0,,,,,
player,201312010phi,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201312010phi,crd,BrowJa03,pass_long,0,,,,,
player,201312010phi,crd,BrowJa03,pass_rating,,,,,,
player,201312010phi,crd,BrowJa03,rush_att,0,,,,,
player,201312010phi,crd,BrowJa03,rush_yds,0,,,,,
player,201312010phi,crd,BrowJa03,rush_td,0,,,,,
player,201312010phi,crd,BrowJa03,rush_long,0,,,,,
player,201312010phi,crd,BrowJa03,targets,1,,,,,
player,201312010phi,crd,BrowJa03,rec,1,,,,,
player,201312010phi,crd,BrowJa03,rec_yds,6,,,,,
player,201312010phi,crd,BrowJa03,rec_td,0,,,,,
player,201312010phi,crd,BrowJa03,rec_long,6,,,,,
player,201312010phi,crd,BrowJa03,fumbles,0,,,,,
player,201312010phi,crd,BrowJa03,fumbles_lost,0,,,,,
player,201312010phi,crd,GoldBr00,pass_cmp,0,,,,,
player,201312010phi,crd,GoldBr00,pass_att,0,,,,,
player,201312010phi,crd,GoldBr00,pass_yds,0,,,,,
player,201312010phi,crd,GoldBr00,pass_td,0,,,,,
player,201312010phi,crd,GoldBr00,pass_int,0,,,,,
player,201312010phi,crd,GoldBr00,pass_sacked,0,,,,,
player,201312010phi,crd,GoldBr00,pass_sacked_yds,0,,,,,
player,201312010phi,crd,GoldBr00,pass_long,0,,,,,
player,201312010phi,crd,GoldBr00,pass_rating,,,,,,
player,201312010phi,crd,GoldBr00,rush_att,0,,,,,
player,201312010phi,crd,GoldBr00,rush_yds,0,,,,,
player,201312010phi,crd,GoldBr00,rush_td,0,,,,,
player,201312010phi,crd,GoldBr00,rush_long,0,,,,,
player,201312010phi,crd,GoldBr00,targets,2,,,,,
player,201312010phi,crd,GoldBr00,rec,1,,,,,
player,201312010phi,crd,GoldBr00,rec_yds,4,,,,,
player,201312010phi,crd,GoldBr00,rec_td,0,,,,,
player,201312010phi,crd,GoldBr00,rec_long,4,,,,,
player,201312010phi,crd,GoldBr00,fumbles,0,,,,,
player,201312010phi,crd,GoldBr00,fumbles_lost,0,,,,,
player,201312010phi,phi,FoleNi00,pass_cmp,21,,,,,
player,201312010phi,phi,FoleNi00,pass_att,34,,,,,
player,201312010phi,phi,FoleNi00,pass_yds,237,,,,,
player,201312010phi,phi,FoleNi00,pass_td,3,,,,,
player,201312010phi,phi,FoleNi00,pass_int,0,,,,,
player,201312010phi,phi,FoleNi00,pass_sacked,5,,,,,
player,201312010phi,phi,FoleNi00,pass_sacked_yds,35,,,,,
player,201312010phi,phi,FoleNi00,pass_long,25,,,,,
player,201312010phi,phi,FoleNi00,pass_rating,112.0,,,,,
player,201312010phi,phi,FoleNi00,rush_att,9,,,,,
player,201312010phi,phi,FoleNi00,rush_yds,22,,,,,
player,201312010phi,phi,FoleNi00,rush_td,0,,,,,
player,201312010phi,phi,FoleNi00,rush_long,9,,,,,
player,201312010phi,phi,FoleNi00,targets,0,,,,,
player,201312010phi,phi,FoleNi00,rec,0,,,,,
player,201312010phi,phi,FoleNi00,rec_yds,0,,,,,
player,201312010phi,phi,FoleNi00,rec_td,0,,,,,
player,201312010phi,phi,FoleNi00,rec_long,0,,,,,
player,201312010phi,phi,FoleNi00,fumbles,1,,,,,
player,201312010phi,phi,FoleNi00,fumbles_lost,0,,,,,
player,201312010phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201312010phi,phi,McCoLe01,pass_att,0,,,,,
player,201312010phi,phi,McCoLe01,pass_yds,0,,,,,
player,201312010phi,phi,McCoLe01,pass_td,0,,,,,
player,201312010phi,phi,McCoLe01,pass_int,0,,,,,
player,201312010phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201312010phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201312010phi,phi,McCoLe01,pass_long,0,,,,,
player,201312010phi,phi,McCoLe01,pass_rating,,,,,,
player,201312010phi,phi,McCoLe01,rush_att,19,,,,,
player,201312010phi,phi,McCoLe01,rush_yds,79,,,,,
player,201312010phi,phi,McCoLe01,rush_td,0,,,,,
player,201312010phi,phi,McCoLe01,rush_long,19,,,,,
player,201312010phi,phi,McCoLe01,targets,6,,,,,
player,201312010phi,phi,McCoLe01,rec,5,,,,,
player,201312010phi,phi,McCoLe01,rec_yds,36,,,,,
player,201312010phi,phi,McCoLe01,rec_td,0,,,,,
player,201312010phi,phi,McCoLe01,rec_long,19,,,,,
player,201312010phi,phi,McCoLe01,fumbles,0,,,,,
player,201312010phi,phi,McCoLe01,fumbles_lost,0,,,,,
player,201312010phi,phi,BrowBr02,pass_cmp,0,,,,,
player,201312010phi,phi,BrowBr02,pass_att,0,,,,,
player,201312010phi,phi,BrowBr02,pass_yds,0,,,,,
player,201312010phi,phi,BrowBr02,pass_td,0,,,,,
player,201312010phi,phi,BrowBr02,pass_int,0,,,,,
player,201312010phi,phi,BrowBr02,pass_sacked,0,,,,,
player,201312010phi,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201312010phi,phi,BrowBr02,pass_long,0,,,,,
player,201312010phi,phi,BrowBr02,pass_rating,,,,,,
player,201312010phi,phi,BrowBr02,rush_att,5,,,,,
player,201312010phi,phi,BrowBr02,rush_yds,4,,,,,
player,201312010phi,phi,BrowBr02,rush_td,0,,,,,
player,201312010phi,phi,BrowBr02,rush_long,6,,,,,
player,201312010phi,phi,BrowBr02,targets,0,,,,,
player,201312010phi,phi,BrowBr02,rec,0,,,,,
player,201312010phi,phi,BrowBr02,rec_yds,0,,,,,
player,201312010phi,phi,BrowBr02,rec_td,0,,,,,
player,201312010phi,phi,BrowBr02,rec_long,0,,,,,
player,201312010phi,phi,BrowBr02,fumbles,0,,,,,
player,201312010phi,phi,BrowBr02,fumbles_lost,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_att,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_td,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_int,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_long,0,,,,,
player,201312010phi,phi,ErtzZa00,pass_rating,,,,,,
player,201312010phi,phi,ErtzZa00,rush_att,0,,,,,
player,201312010phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201312010phi,phi,ErtzZa00,rush_td,0,,,,,
player,201312010phi,phi,ErtzZa00,rush_long,0,,,,,
player,201312010phi,phi,ErtzZa00,targets,6,,,,,
player,201312010phi,phi,ErtzZa00,rec,5,,,,,
player,201312010phi,phi,ErtzZa00,rec_yds,68,,,,,
player,201312010phi,phi,ErtzZa00,rec_td,2,,,,,
player,201312010phi,phi,ErtzZa00,rec_long,24,,,,,
player,201312010phi,phi,ErtzZa00,fumbles,0,,,,,
player,201312010phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201312010phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201312010phi,phi,CoopRi00,pass_att,0,,,,,
player,201312010phi,phi,CoopRi00,pass_yds,0,,,,,
player,201312010phi,phi,CoopRi00,pass_td,0,,,,,
player,201312010phi,phi,CoopRi00,pass_int,0,,,,,
player,201312010phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201312010phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201312010phi,phi,CoopRi00,pass_long,0,,,,,
player,201312010phi,phi,CoopRi00,pass_rating,,,,,,
player,201312010phi,phi,CoopRi00,rush_att,0,,,,,
player,201312010phi,phi,CoopRi00,rush_yds,0,,,,,
player,201312010phi,phi,CoopRi00,rush_td,0,,,,,
player,201312010phi,phi,CoopRi00,rush_long,0,,,,,
player,201312010phi,phi,CoopRi00,targets,6,,,,,
player,201312010phi,phi,CoopRi00,rec,3,,,,,
player,201312010phi,phi,CoopRi00,rec_yds,48,,,,,
player,201312010phi,phi,CoopRi00,rec_td,0,,,,,
player,201312010phi,phi,CoopRi00,rec_long,24,,,,,
player,201312010phi,phi,CoopRi00,fumbles,0,,,,,
player,201312010phi,phi,CoopRi00,fumbles_lost,0,,,,,
player,201312010phi,phi,JackDe00,pass_cmp,0,,,,,
player,201312010phi,phi,JackDe00,pass_att,0,,,,,
player,201312010phi,phi,JackDe00,pass_yds,0,,,,,
player,201312010phi,phi,JackDe00,pass_td,0,,,,,
player,201312010phi,phi,JackDe00,pass_int,0,,,,,
player,201312010phi,phi,JackDe00,pass_sacked,0,,,,,
player,201312010phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201312010phi,phi,JackDe00,pass_long,0,,,,,
player,201312010phi,phi,JackDe00,pass_rating,,,,,,
player,201312010phi,phi,JackDe00,rush_att,0,,,,,
player,201312010phi,phi,JackDe00,rush_yds,0,,,,,
player,201312010phi,phi,JackDe00,rush_td,0,,,,,
player,201312010phi,phi,JackDe00,rush_long,0,,,,,
player,201312010phi,phi,JackDe00,targets,6,,,,,
player,201312010phi,phi,JackDe00,rec,3,,,,,
player,201312010phi,phi,JackDe00,rec_yds,36,,,,,
player,201312010phi,phi,JackDe00,rec_td,0,,,,,
player,201312010phi,phi,JackDe00,rec_long,25,,,,,
player,201312010phi,phi,JackDe00,fumbles,0,,,,,
player,201312010phi,phi,JackDe00,fumbles_lost,0,,,,,
player,201312010phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201312010phi,phi,CeleBr00,pass_att,0,,,,,
player,201312010phi,phi,CeleBr00,pass_yds,0,,,,,
player,201312010phi,phi,CeleBr00,pass_td,0,,,,,
player,201312010phi,phi,CeleBr00,pass_int,0,,,,,
player,201312010phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201312010phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201312010phi,phi,CeleBr00,pass_long,0,,,,,
player,201312010phi,phi,CeleBr00,pass_rating,,,,,,
player,201312010phi,phi,CeleBr00,rush_att,0,,,,,
player,201312010phi,phi,CeleBr00,rush_yds,0,,,,,
player,201312010phi,phi,CeleBr00,rush_td,0,,,,,
player,201312010phi,phi,CeleBr00,rush_long,0,,,,,
player,201312010phi,phi,CeleBr00,targets,6,,,,,
player,201312010phi,phi,CeleBr00,rec,4,,,,,
player,201312010phi,phi,CeleBr00,rec_yds,29,,,,,
player,201312010phi,phi,CeleBr00,rec_td,1,,,,,
player,201312010phi,phi,CeleBr00,rec_long,16,,,,,
player,201312010phi,phi,CeleBr00,fumbles,0,,,,,
player,201312010phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201312010phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201312010phi,phi,AvanJa00,pass_att,0,,,,,
player,201312010phi,phi,AvanJa00,pass_yds,0,,,,,
player,201312010phi,phi,AvanJa00,pass_td,0,,,,,
player,201312010phi,phi,AvanJa00,pass_int,0,,,,,
player,201312010phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201312010phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201312010phi,phi,AvanJa00,pass_long,0,,,,,
player,201312010phi,phi,AvanJa00,pass_rating,,,,,,
player,201312010phi,phi,AvanJa00,rush_att,0,,,,,
player,201312010phi,phi,AvanJa00,rush_yds,0,,,,,
player,201312010phi,phi,AvanJa00,rush_td,0,,,,,
player,201312010phi,phi,AvanJa00,rush_long,0,,,,,
player,201312010phi,phi,AvanJa00,targets,4,,,,,
player,201312010phi,phi,AvanJa00,rec,1,,,,,
player,201312010phi,phi,AvanJa00,rec_yds,20,,,,,
player,201312010phi,phi,AvanJa00,rec_td,0,,,,,
player,201312010phi,phi,AvanJa00,rec_long,20,,,,,
player,201312010phi,phi,AvanJa00,fumbles,0,,,,,
player,201312010phi,phi,AvanJa00,fumbles_lost,0,,,,,
player,201312010phi,phi,SmitBr01,pass_cmp,0,,,,,
player,201312010phi,phi,SmitBr01,pass_att,0,,,,,
player,201312010phi,phi,SmitBr01,pass_yds,0,,,,,
player,201312010phi,phi,SmitBr01,pass_td,0,,,,,
player,201312010phi,phi,SmitBr01,pass_int,0,,,,,
player,201312010phi,phi,SmitBr01,pass_sacked,0,,,,,
player,201312010phi,phi,SmitBr01,pass_sacked_yds,0,,,,,
player,201312010phi,phi,SmitBr01,pass_long,0,,,,,
player,201312010phi,phi,SmitBr01,pass_rating,,,,,,
player,201312010phi,phi,SmitBr01,rush_att,1,,,,,
player,201312010phi,phi,SmitBr01,rush_yds,0,,,,,
player,201312010phi,phi,SmitBr01,rush_td,0,,,,,
player,201312010phi,phi,SmitBr01,rush_long,0,,,,,
player,201312010phi,phi,SmitBr01,targets,0,,,,,
player,201312010phi,phi,SmitBr01,rec,0,,,,,
player,201312010phi,phi,SmitBr01,rec_yds,0,,,,,
player,201312010phi,phi,SmitBr01,rec_td,0,,,,,
player,201312010phi,phi,SmitBr01,rec_long,0,,,,,
player,201312010phi,phi,SmitBr01,fumbles,1,,,,,
player,201312010phi,phi,SmitBr01,fumbles_lost,0,,,,,
player,201312010phi,crd,DansKa20,def_int,0,,,,,
player,201312010phi,crd,DansKa20,def_int_yds,0,,,,,
player,201312010phi,crd,DansKa20,def_int_td,0,,,,,
player,201312010phi,crd,DansKa20,def_int_long,0,,,,,
player,201312010phi,crd,DansKa20,pass_defended,1,,,,,
player,201312010phi,crd,DansKa20,sacks,2.0,,,,,
player,201312010phi,crd,DansKa20,tackles_combined,9,,,,,
player,201312010phi,crd,DansKa20,tackles_solo,7,,,,,
player,201312010phi,crd,DansKa20,tackles_assists,2,,,,,
player,201312010phi,crd,DansKa20,tackles_loss,1,,,,,
player,201312010phi,crd,DansKa20,qb_hits,2,,,,,
player,201312010phi,crd,DansKa20,fumbles_rec,0,,,,,
player,201312010phi,crd,DansKa20,fumbles_rec_yds,0,,,,,
player,201312010phi,crd,DansKa20,fumbles_rec_td,0,,,,,
player,201312010phi,crd,DansKa20,fumbles_forced,0,,,,,
player,201312010phi,crd,ShauMa99,def_int,0,,,,,
player,201312010phi,crd,ShauMa99,def_int_yds,0,,,,,
player,201312010phi,crd,ShauMa99,def_int_td,0,,,,,
player,201312010phi,crd,ShauMa99,def_int_long,0,,,,,
player,201312010phi,crd,ShauMa99,pass_defended,0,,,,,
player,201312010phi,crd,ShauMa99,sacks,1.0,,,,,
player,201312010phi,crd,ShauMa99,tackles_combined,7,,,,,
player,201312010phi,crd,ShauMa99,tackles_solo,7,,,,,
player,201312010phi,crd,ShauMa99,tackles_assists,0,,,,,
player,201312010phi,crd,ShauMa99,tackles_loss,4,,,,,
player,201312010phi,crd,ShauMa99,qb_hits,1,,,,,
player,201312010phi,crd,ShauMa99,fumbles_rec,0,,,,,
player,201312010phi,crd,ShauMa99,fumbles_rec_yds,0,,,,,
player,201312010phi,crd,ShauMa99,fumbles_rec_td,0,,,,,
player,201312010phi,crd,ShauMa99,fumbles_forced,0,,,,,
player,201312010phi,crd,AbraJo00,def_int,0,,,,,
player,201312010phi,crd,AbraJo00,def_int_yds,0,,,,,
player,201312010phi,crd,AbraJo00,def_int_td,0,,,,,
player,201312010phi,crd,AbraJo00,def_int_long,0,,,,,
player,201312010phi,crd,AbraJo00,pass_defended,0,,,,,
player,201312010phi,crd,AbraJo00,sacks,1.0,,,,,
player,201312010phi,crd,AbraJo00,tackles_combined,3,,,,,
player,201312010phi,crd,AbraJo00,tackles_solo,3,,,,,
player,201312010phi,crd,AbraJo00,tackles_assists,0,,,,,
player,201312010phi,crd,AbraJo00,tackles_loss,2,,,,,
player,201312010phi,crd,AbraJo00,qb_hits,1,,,,,
player,201312010phi,crd,AbraJo00,fumbles_rec,0,,,,,
player,201312010phi,crd,AbraJo00,fumbles_rec_yds,0,,,,,
player,201312010phi,crd,AbraJo00,fumbles_rec_td,0,,,,,
player,201312010phi,crd,AbraJo00,fumbles_forced,0,,,,,
player,201312010phi,crd,BenaMa00,def_int,0,,,,,
player,201312010phi,crd,BenaMa00,def_int_yds,0,,,,,
player,201312010phi,crd,BenaMa00,def_int_td,0,,,,,
player,201312010phi,crd,BenaMa00,def_int_long,0,,,,,
player,201312010phi,crd,BenaMa00,pass_defended,0,,,,,
