game,2013,8,20131027,201310270det,dal,"Dallas Cowboys",30,det,"Detroit Lions",31
player,201310270det,det,IdonIs20,tackles_combined,1,,,,,
player,201310270det,det,IdonIs20,tackles_solo,0,,,,,
player,201310270det,det,IdonIs20,tackles_assists,1,,,,,
player,201310270det,det,IdonIs20,tackles_loss,0,,,,,
player,201310270det,det,IdonIs20,qb_hits,0,,,,,
player,201310270det,det,IdonIs20,fumbles_rec,0,,,,,
player,201310270det,det,IdonIs20,fumbles_rec_yds,0,,,,,
player,201310270det,det,IdonIs20,fumbles_rec_td,0,,,,,
player,201310270det,det,IdonIs20,fumbles_forced,0,,,,,
player,201310270det,det,LewiTr00,def_int,0,,,,,
player,201310270det,det,LewiTr00,def_int_yds,0,,,,,
player,201310270det,det,LewiTr00,def_int_td,0,,,,,
player,201310270det,det,LewiTr00,def_int_long,0,,,,,
player,201310270det,det,LewiTr00,pass_defended,0,,,,,
player,201310270det,det,LewiTr00,sacks,0.0,,,,,
player,201310270det,det,LewiTr00,tackles_combined,1,,,,,
player,201310270det,det,LewiTr00,tackles_solo,1,,,,,
player,201310270det,det,LewiTr00,tackles_assists,0,,,,,
player,201310270det,det,LewiTr00,tackles_loss,0,,,,,
player,201310270det,det,LewiTr00,qb_hits,0,,,,,
player,201310270det,det,LewiTr00,fumbles_rec,0,,,,,
player,201310270det,det,LewiTr00,fumbles_rec_yds,0,,,,,
player,201310270det,det,LewiTr00,fumbles_rec_td,0,,,,,
player,201310270det,det,LewiTr00,fumbles_forced,0,,,,,
player,201310270det,det,McInRo20,def_int,0,,,,,
player,201310270det,det,McInRo20,def_int_yds,0,,,,,
player,201310270det,det,McInRo20,def_int_td,0,,,,,
player,201310270det,det,McInRo20,def_int_long,0,,,,,
player,201310270det,det,McInRo20,pass_defended,0,,,,,
player,201310270det,det,McInRo20,sacks,0.0,,,,,
player,201310270det,det,McInRo20,tackles_combined,1,,,,,
player,201310270det,det,McInRo20,tackles_solo,1,,,,,
player,201310270det,det,McInRo20,tackles_assists,0,,,,,
player,201310270det,det,McInRo20,tackles_loss,0,,,,,
player,201310270det,det,McInRo20,qb_hits,0,,,,,
player,201310270det,det,McInRo20,fumbles_rec,0,,,,,
player,201310270det,det,McInRo20,fumbles_rec_yds,0,,,,,
player,201310270det,det,McInRo20,fumbles_rec_td,0,,,,,
player,201310270det,det,McInRo20,fumbles_forced,0,,,,,
player,201310270det,det,SuhxNd99,def_int,0,,,,,
player,201310270det,det,SuhxNd99,def_int_yds,0,,,,,
player,201310270det,det,SuhxNd99,def_int_td,0,,,,,
player,201310270det,det,SuhxNd99,def_int_long,0,,,,,
player,201310270det,det,SuhxNd99,pass_defended,0,,,,,
player,201310270det,det,SuhxNd99,sacks,0.0,,,,,
player,201310270det,det,SuhxNd99,tackles_combined,1,,,,,
player,201310270det,det,SuhxNd99,tackles_solo,1,,,,,
player,201310270det,det,SuhxNd99,tackles_assists,0,,,,,
player,201310270det,det,SuhxNd99,tackles_loss,0,,,,,
player,201310270det,det,SuhxNd99,qb_hits,1,,,,,
player,201310270det,det,SuhxNd99,fumbles_rec,0,,,,,
player,201310270det,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201310270det,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201310270det,det,SuhxNd99,fumbles_forced,0,,,,,
player,201310270det,det,TaylDe00,def_int,0,,,,,
player,201310270det,det,TaylDe00,def_int_yds,0,,,,,
player,201310270det,det,TaylDe00,def_int_td,0,,,,,
player,201310270det,det,TaylDe00,def_int_long,0,,,,,
player,201310270det,det,TaylDe00,pass_defended,0,,,,,
player,201310270det,det,TaylDe00,sacks,0.0,,,,,
player,201310270det,det,TaylDe00,tackles_combined,1,,,,,
player,201310270det,det,TaylDe00,tackles_solo,1,,,,,
player,201310270det,det,TaylDe00,tackles_assists,0,,,,,
player,201310270det,det,TaylDe00,tackles_loss,0,,,,,
player,201310270det,det,TaylDe00,qb_hits,0,,,,,
player,201310270det,det,TaylDe00,fumbles_rec,0,,,,,
player,201310270det,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201310270det,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201310270det,det,TaylDe00,fumbles_forced,0,,,,,
player,201310270det,det,WendJo99,def_int,0,,,,,
player,201310270det,det,WendJo99,def_int_yds,0,,,,,
player,201310270det,det,WendJo99,def_int_td,0,,,,,
player,201310270det,det,WendJo99,def_int_long,0,,,,,
player,201310270det,det,WendJo99,pass_defended,0,,,,,
player,201310270det,det,WendJo99,sacks,0.0,,,,,
player,201310270det,det,WendJo99,tackles_combined,1,,,,,
player,201310270det,det,WendJo99,tackles_solo,1,,,,,
player,201310270det,det,WendJo99,tackles_assists,0,,,,,
player,201310270det,det,WendJo99,tackles_loss,0,,,,,
player,201310270det,det,WendJo99,qb_hits,0,,,,,
player,201310270det,det,WendJo99,fumbles_rec,0,,,,,
player,201310270det,det,WendJo99,fumbles_rec_yds,0,,,,,
player,201310270det,det,WendJo99,fumbles_rec_td,0,,,,,
player,201310270det,det,WendJo99,fumbles_forced,0,,,,,
player,201310270det,det,WhitTa00,def_int,0,,,,,
player,201310270det,det,WhitTa00,def_int_yds,0,,,,,
player,201310270det,det,WhitTa00,def_int_td,0,,,,,
player,201310270det,det,WhitTa00,def_int_long,0,,,,,
player,201310270det,det,WhitTa00,pass_defended,0,,,,,
player,201310270det,det,WhitTa00,sacks,0.0,,,,,
player,201310270det,det,WhitTa00,tackles_combined,1,,,,,
player,201310270det,det,WhitTa00,tackles_solo,1,,,,,
player,201310270det,det,WhitTa00,tackles_assists,0,,,,,
player,201310270det,det,WhitTa00,tackles_loss,0,,,,,
player,201310270det,det,WhitTa00,qb_hits,0,,,,,
player,201310270det,det,WhitTa00,fumbles_rec,0,,,,,
player,201310270det,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201310270det,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201310270det,det,WhitTa00,fumbles_forced,0,,,,,
player,201310270det,det,MoslC.20,def_int,,,,,,
player,201310270det,det,MoslC.20,def_int_yds,,,,,,
player,201310270det,det,MoslC.20,def_int_td,,,,,,
player,201310270det,det,MoslC.20,def_int_long,,,,,,
player,201310270det,det,MoslC.20,pass_defended,0,,,,,
player,201310270det,det,MoslC.20,sacks,0.0,,,,,
player,201310270det,det,MoslC.20,tackles_combined,0,,,,,
player,201310270det,det,MoslC.20,tackles_solo,0,,,,,
player,201310270det,det,MoslC.20,tackles_assists,0,,,,,
player,201310270det,det,MoslC.20,tackles_loss,0,,,,,
player,201310270det,det,MoslC.20,qb_hits,1,,,,,
player,201310270det,det,MoslC.20,fumbles_rec,0,,,,,
player,201310270det,det,MoslC.20,fumbles_rec_yds,,,,,,
player,201310270det,det,MoslC.20,fumbles_rec_td,,,,,,
player,201310270det,det,MoslC.20,fumbles_forced,0,,,,,
player,201310270det,dal,HarrDw00,kick_ret,3,,,,,
player,201310270det,dal,HarrDw00,kick_ret_yds,113,,,,,
player,201310270det,dal,HarrDw00,kick_ret_yds_per_ret,37.7,,,,,
player,201310270det,dal,HarrDw00,kick_ret_td,0,,,,,
player,201310270det,dal,HarrDw00,kick_ret_long,56,,,,,
player,201310270det,dal,HarrDw00,punt_ret,2,,,,,
player,201310270det,dal,HarrDw00,punt_ret_yds,25,,,,,
player,201310270det,dal,HarrDw00,punt_ret_yds_per_ret,12.5,,,,,
player,201310270det,dal,HarrDw00,punt_ret_td,0,,,,,
player,201310270det,dal,HarrDw00,punt_ret_long,17,,,,,
player,201310270det,dal,BoswKy00,kick_ret,1,,,,,
player,201310270det,dal,BoswKy00,kick_ret_yds,13,,,,,
player,201310270det,dal,BoswKy00,kick_ret_yds_per_ret,13.0,,,,,
player,201310270det,dal,BoswKy00,kick_ret_td,0,,,,,
player,201310270det,dal,BoswKy00,kick_ret_long,13,,,,,
player,201310270det,dal,BoswKy00,punt_ret,0,,,,,
player,201310270det,dal,BoswKy00,punt_ret_yds,0,,,,,
player,201310270det,dal,BoswKy00,punt_ret_yds_per_ret,,,,,,
player,201310270det,dal,BoswKy00,punt_ret_td,0,,,,,
player,201310270det,dal,BoswKy00,punt_ret_long,0,,,,,
player,201310270det,det,BroyRy00,kick_ret,0,,,,,
player,201310270det,det,BroyRy00,kick_ret_yds,0,,,,,
player,201310270det,det,BroyRy00,kick_ret_yds_per_ret,,,,,,
player,201310270det,det,BroyRy00,kick_ret_td,0,,,,,
player,201310270det,det,BroyRy00,kick_ret_long,0,,,,,
player,201310270det,det,BroyRy00,punt_ret,1,,,,,
player,201310270det,det,BroyRy00,punt_ret_yds,4,,,,,
player,201310270det,det,BroyRy00,punt_ret_yds_per_ret,4.0,,,,,
player,201310270det,det,BroyRy00,punt_ret_td,0,,,,,
player,201310270det,det,BroyRy00,punt_ret_long,4,,,,,
player,201310270det,det,RossJe01,kick_ret,1,,,,,
player,201310270det,det,RossJe01,kick_ret_yds,44,,,,,
player,201310270det,det,RossJe01,kick_ret_yds_per_ret,44.0,,,,,
player,201310270det,det,RossJe01,kick_ret_td,0,,,,,
player,201310270det,det,RossJe01,kick_ret_long,44,,,,,
player,201310270det,det,RossJe01,punt_ret,0,,,,,
player,201310270det,det,RossJe01,punt_ret_yds,0,,,,,
player,201310270det,det,RossJe01,punt_ret_yds_per_ret,,,,,,
player,201310270det,det,RossJe01,punt_ret_td,0,,,,,
player,201310270det,det,RossJe01,punt_ret_long,0,,,,,
player,201310270det,dal,BailDa00,xpm,3,,,,,
player,201310270det,dal,BailDa00,xpa,3,,,,,
player,201310270det,dal,BailDa00,fgm,3,,,,,
player,201310270det,dal,BailDa00,fga,3,,,,,
player,201310270det,dal,BailDa00,punt,0,,,,,
player,201310270det,dal,BailDa00,punt_yds,0,,,,,
player,201310270det,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201310270det,dal,BailDa00,punt_long,0,,,,,
player,201310270det,dal,JoneCh02,xpm,,,,,,
player,201310270det,dal,JoneCh02,xpa,,,,,,
player,201310270det,dal,JoneCh02,fgm,,,,,,
player,201310270det,dal,JoneCh02,fga,,,,,,
player,201310270det,dal,JoneCh02,punt,7,,,,,
player,201310270det,dal,JoneCh02,punt_yds,313,,,,,
player,201310270det,dal,JoneCh02,punt_yds_per_punt,44.7,,,,,
player,201310270det,dal,JoneCh02,punt_long,58,,,,,
player,201310270det,det,akersdav01,xpm,4,,,,,
player,201310270det,det,akersdav01,xpa,4,,,,,
player,201310270det,det,akersdav01,fgm,1,,,,,
player,201310270det,det,akersdav01,fga,1,,,,,
player,201310270det,det,akersdav01,punt,0,,,,,
player,201310270det,det,akersdav01,punt_yds,0,,,,,
player,201310270det,det,akersdav01,punt_yds_per_punt,,,,,,
player,201310270det,det,akersdav01,punt_long,0,,,,,
player,201310270det,det,MartSa01,xpm,,,,,,
player,201310270det,det,MartSa01,xpa,,,,,,
player,201310270det,det,MartSa01,fgm,,,,,,
player,201310270det,det,MartSa01,fga,,,,,,
player,201310270det,det,MartSa01,punt,4,,,,,
player,201310270det,det,MartSa01,punt_yds,203,,,,,
player,201310270det,det,MartSa01,punt_yds_per_punt,50.8,,,,,
player,201310270det,det,MartSa01,punt_long,64,,,,,
player,201310270det,det,WarfLa00,pos,G,,,,,
player,201310270det,det,WarfLa00,offense,80,,,,,
player,201310270det,det,WarfLa00,off_pct,100%,,,,,
player,201310270det,det,WarfLa00,defense,0,,,,,
player,201310270det,det,WarfLa00,def_pct,0%,,,,,
player,201310270det,det,WarfLa00,special_teams,5,,,,,
player,201310270det,det,WarfLa00,st_pct,14%,,,,,
player,201310270det,det,RaioDo20,pos,C,,,,,
player,201310270det,det,RaioDo20,offense,80,,,,,
player,201310270det,det,RaioDo20,off_pct,100%,,,,,
player,201310270det,det,RaioDo20,defense,0,,,,,
player,201310270det,det,RaioDo20,def_pct,0%,,,,,
player,201310270det,det,RaioDo20,special_teams,5,,,,,
player,201310270det,det,RaioDo20,st_pct,14%,,,,,
player,201310270det,det,SimsRo20,pos,G,,,,,
player,201310270det,det,SimsRo20,offense,80,,,,,
player,201310270det,det,SimsRo20,off_pct,100%,,,,,
player,201310270det,det,SimsRo20,defense,0,,,,,
player,201310270det,det,SimsRo20,def_pct,0%,,,,,
player,201310270det,det,SimsRo20,special_teams,5,,,,,
player,201310270det,det,SimsRo20,st_pct,14%,,,,,
player,201310270det,det,StafMa00,pos,QB,,,,,
player,201310270det,det,StafMa00,offense,80,,,,,
player,201310270det,det,StafMa00,off_pct,100%,,,,,
player,201310270det,det,StafMa00,defense,0,,,,,
player,201310270det,det,StafMa00,def_pct,0%,,,,,
player,201310270det,det,StafMa00,special_teams,0,,,,,
player,201310270det,det,StafMa00,st_pct,0%,,,,,
player,201310270det,det,ReifRi00,pos,T,,,,,
player,201310270det,det,ReifRi00,offense,80,,,,,
player,201310270det,det,ReifRi00,off_pct,100%,,,,,
player,201310270det,det,ReifRi00,defense,0,,,,,
player,201310270det,det,ReifRi00,def_pct,0%,,,,,
player,201310270det,det,ReifRi00,special_teams,0,,,,,
player,201310270det,det,ReifRi00,st_pct,0%,,,,,
player,201310270det,det,WaddLa01,pos,T,,,,,
player,201310270det,det,WaddLa01,offense,79,,,,,
player,201310270det,det,WaddLa01,off_pct,99%,,,,,
player,201310270det,det,WaddLa01,defense,0,,,,,
player,201310270det,det,WaddLa01,def_pct,0%,,,,,
player,201310270det,det,WaddLa01,special_teams,5,,,,,
player,201310270det,det,WaddLa01,st_pct,14%,,,,,
player,201310270det,det,PettBr00,pos,TE,,,,,
player,201310270det,det,PettBr00,offense,77,,,,,
player,201310270det,det,PettBr00,off_pct,96%,,,,,
player,201310270det,det,PettBr00,defense,0,,,,,
player,201310270det,det,PettBr00,def_pct,0%,,,,,
player,201310270det,det,PettBr00,special_teams,5,,,,,
player,201310270det,det,PettBr00,st_pct,14%,,,,,
player,201310270det,det,JohnCa00,pos,WR,,,,,
player,201310270det,det,JohnCa00,offense,75,,,,,
player,201310270det,det,JohnCa00,off_pct,94%,,,,,
player,201310270det,det,JohnCa00,defense,0,,,,,
player,201310270det,det,JohnCa00,def_pct,0%,,,,,
player,201310270det,det,JohnCa00,special_teams,0,,,,,
player,201310270det,det,JohnCa00,st_pct,0%,,,,,
player,201310270det,det,DurhKr00,pos,WR,,,,,
player,201310270det,det,DurhKr00,offense,71,,,,,
player,201310270det,det,DurhKr00,off_pct,89%,,,,,
player,201310270det,det,DurhKr00,defense,0,,,,,
player,201310270det,det,DurhKr00,def_pct,0%,,,,,
player,201310270det,det,DurhKr00,special_teams,0,,,,,
player,201310270det,det,DurhKr00,st_pct,0%,,,,,
player,201310270det,det,BushRe00,pos,RB,,,,,
player,201310270det,det,BushRe00,offense,66,,,,,
player,201310270det,det,BushRe00,off_pct,82%,,,,,
player,201310270det,det,BushRe00,defense,0,,,,,
player,201310270det,det,BushRe00,def_pct,0%,,,,,
player,201310270det,det,BushRe00,special_teams,0,,,,,
player,201310270det,det,BushRe00,st_pct,0%,,,,,
player,201310270det,det,RossJe01,pos,WR,,,,,
player,201310270det,det,RossJe01,offense,46,,,,,
player,201310270det,det,RossJe01,off_pct,58%,,,,,
player,201310270det,det,RossJe01,defense,0,,,,,
player,201310270det,det,RossJe01,def_pct,0%,,,,,
player,201310270det,det,RossJe01,special_teams,16,,,,,
player,201310270det,det,RossJe01,st_pct,46%,,,,,
player,201310270det,det,BellJo01,pos,RB,,,,,
player,201310270det,det,BellJo01,offense,19,,,,,
player,201310270det,det,BellJo01,off_pct,24%,,,,,
player,201310270det,det,BellJo01,defense,0,,,,,
player,201310270det,det,BellJo01,def_pct,0%,,,,,
player,201310270det,det,BellJo01,special_teams,11,,,,,
player,201310270det,det,BellJo01,st_pct,31%,,,,,
player,201310270det,det,OgleKe00,pos,WR,,,,,
player,201310270det,det,OgleKe00,offense,17,,,,,
player,201310270det,det,OgleKe00,off_pct,21%,,,,,
player,201310270det,det,OgleKe00,defense,0,,,,,
player,201310270det,det,OgleKe00,def_pct,0%,,,,,
player,201310270det,det,OgleKe00,special_teams,1,,,,,
player,201310270det,det,OgleKe00,st_pct,3%,,,,,
player,201310270det,det,FaurJo00,pos,TE,,,,,
player,201310270det,det,FaurJo00,offense,15,,,,,
player,201310270det,det,FaurJo00,off_pct,19%,,,,,
player,201310270det,det,FaurJo00,defense,0,,,,,
player,201310270det,det,FaurJo00,def_pct,0%,,,,,
player,201310270det,det,FaurJo00,special_teams,0,,,,,
player,201310270det,det,FaurJo00,st_pct,0%,,,,,
player,201310270det,det,BroyRy00,pos,WR,,,,,
player,201310270det,det,BroyRy00,offense,12,,,,,
player,201310270det,det,BroyRy00,off_pct,15%,,,,,
player,201310270det,det,BroyRy00,defense,0,,,,,
player,201310270det,det,BroyRy00,def_pct,0%,,,,,
player,201310270det,det,BroyRy00,special_teams,5,,,,,
player,201310270det,det,BroyRy00,st_pct,14%,,,,,
player,201310270det,det,RiddTh00,pos,RB,,,,,
player,201310270det,det,RiddTh00,offense,2,,,,,
player,201310270det,det,RiddTh00,off_pct,2%,,,,,
player,201310270det,det,RiddTh00,defense,0,,,,,
player,201310270det,det,RiddTh00,def_pct,0%,,,,,
player,201310270det,det,RiddTh00,special_teams,18,,,,,
player,201310270det,det,RiddTh00,st_pct,51%,,,,,
player,201310270det,det,FoxxJa20,pos,T,,,,,
player,201310270det,det,FoxxJa20,offense,1,,,,,
player,201310270det,det,FoxxJa20,off_pct,1%,,,,,
player,201310270det,det,FoxxJa20,defense,0,,,,,
player,201310270det,det,FoxxJa20,def_pct,0%,,,,,
player,201310270det,det,FoxxJa20,special_teams,0,,,,,
player,201310270det,det,FoxxJa20,st_pct,0%,,,,,
player,201310270det,det,LevyDe99,pos,LB,,,,,
player,201310270det,det,LevyDe99,offense,0,,,,,
player,201310270det,det,LevyDe99,off_pct,0%,,,,,
player,201310270det,det,LevyDe99,defense,57,,,,,
player,201310270det,det,LevyDe99,def_pct,100%,,,,,
player,201310270det,det,LevyDe99,special_teams,8,,,,,
player,201310270det,det,LevyDe99,st_pct,23%,,,,,
player,201310270det,det,QuinGl99,pos,SS,,,,,
player,201310270det,det,QuinGl99,offense,0,,,,,
player,201310270det,det,QuinGl99,off_pct,0%,,,,,
player,201310270det,det,QuinGl99,defense,56,,,,,
player,201310270det,det,QuinGl99,def_pct,98%,,,,,
player,201310270det,det,QuinGl99,special_teams,3,,,,,
player,201310270det,det,QuinGl99,st_pct,9%,,,,,
player,201310270det,det,DelmLo99,pos,FS,,,,,
player,201310270det,det,DelmLo99,offense,0,,,,,
player,201310270det,det,DelmLo99,off_pct,0%,,,,,
player,201310270det,det,DelmLo99,defense,56,,,,,
player,201310270det,det,DelmLo99,def_pct,98%,,,,,
player,201310270det,det,DelmLo99,special_teams,0,,,,,
player,201310270det,det,DelmLo99,st_pct,0%,,,,,
player,201310270det,det,MathRa99,pos,CB,,,,,
player,201310270det,det,MathRa99,offense,0,,,,,
player,201310270det,det,MathRa99,off_pct,0%,,,,,
player,201310270det,det,MathRa99,defense,55,,,,,
player,201310270det,det,MathRa99,def_pct,96%,,,,,
player,201310270det,det,MathRa99,special_teams,7,,,,,
player,201310270det,det,MathRa99,st_pct,20%,,,,,
player,201310270det,det,HousCh99,pos,CB,,,,,
player,201310270det,det,HousCh99,offense,0,,,,,
player,201310270det,det,HousCh99,off_pct,0%,,,,,
player,201310270det,det,HousCh99,defense,55,,,,,
player,201310270det,det,HousCh99,def_pct,96%,,,,,
player,201310270det,det,HousCh99,special_teams,2,,,,,
player,201310270det,det,HousCh99,st_pct,6%,,,,,
player,201310270det,det,TullSt20,pos,LB,,,,,
player,201310270det,det,TullSt20,offense,0,,,,,
player,201310270det,det,TullSt20,off_pct,0%,,,,,
player,201310270det,det,TullSt20,defense,53,,,,,
player,201310270det,det,TullSt20,def_pct,93%,,,,,
player,201310270det,det,TullSt20,special_teams,8,,,,,
player,201310270det,det,TullSt20,st_pct,23%,,,,,
player,201310270det,det,YounWi99,pos,DE,,,,,
player,201310270det,det,YounWi99,offense,0,,,,,
player,201310270det,det,YounWi99,off_pct,0%,,,,,
player,201310270det,det,YounWi99,defense,47,,,,,
player,201310270det,det,YounWi99,def_pct,82%,,,,,
player,201310270det,det,YounWi99,special_teams,8,,,,,
player,201310270det,det,YounWi99,st_pct,23%,,,,,
player,201310270det,det,SuhxNd99,pos,DT,,,,,
player,201310270det,det,SuhxNd99,offense,0,,,,,
player,201310270det,det,SuhxNd99,off_pct,0%,,,,,
player,201310270det,det,SuhxNd99,defense,47,,,,,
player,201310270det,det,SuhxNd99,def_pct,82%,,,,,
player,201310270det,det,SuhxNd99,special_teams,7,,,,,
player,201310270det,det,SuhxNd99,st_pct,20%,,,,,
player,201310270det,det,FairNi00,pos,DT,,,,,
player,201310270det,det,FairNi00,offense,0,,,,,
player,201310270det,det,FairNi00,off_pct,0%,,,,,
player,201310270det,det,FairNi00,defense,38,,,,,
player,201310270det,det,FairNi00,def_pct,67%,,,,,
player,201310270det,det,FairNi00,special_teams,6,,,,,
player,201310270det,det,FairNi00,st_pct,17%,,,,,
player,201310270det,det,TaylDe00,pos,DE,,,,,
player,201310270det,det,TaylDe00,offense,0,,,,,
player,201310270det,det,TaylDe00,off_pct,0%,,,,,
player,201310270det,det,TaylDe00,defense,30,,,,,
player,201310270det,det,TaylDe00,def_pct,53%,,,,,
player,201310270det,det,TaylDe00,special_teams,7,,,,,
player,201310270det,det,TaylDe00,st_pct,20%,,,,,
player,201310270det,det,PalmAs99,pos,LB,,,,,
player,201310270det,det,PalmAs99,offense,0,,,,,
player,201310270det,det,PalmAs99,off_pct,0%,,,,,
player,201310270det,det,PalmAs99,defense,21,,,,,
player,201310270det,det,PalmAs99,def_pct,37%,,,,,
player,201310270det,det,PalmAs99,special_teams,12,,,,,
player,201310270det,det,PalmAs99,st_pct,34%,,,,,
player,201310270det,det,IdonIs20,pos,DE,,,,,
player,201310270det,det,IdonIs20,offense,0,,,,,
player,201310270det,det,IdonIs20,off_pct,0%,,,,,
player,201310270det,det,IdonIs20,defense,20,,,,,
player,201310270det,det,IdonIs20,def_pct,35%,,,,,
player,201310270det,det,IdonIs20,special_teams,13,,,,,
player,201310270det,det,IdonIs20,st_pct,37%,,,,,
player,201310270det,det,MoslC.20,pos,DT,,,,,
player,201310270det,det,MoslC.20,offense,0,,,,,
player,201310270det,det,MoslC.20,off_pct,0%,,,,,
player,201310270det,det,MoslC.20,defense,20,,,,,
player,201310270det,det,MoslC.20,def_pct,35%,,,,,
player,201310270det,det,MoslC.20,special_teams,7,,,,,
player,201310270det,det,MoslC.20,st_pct,20%,,,,,
player,201310270det,det,SlayDa00,pos,CB,,,,,
player,201310270det,det,SlayDa00,offense,0,,,,,
player,201310270det,det,SlayDa00,off_pct,0%,,,,,
player,201310270det,det,SlayDa00,defense,18,,,,,
player,201310270det,det,SlayDa00,def_pct,32%,,,,,
player,201310270det,det,SlayDa00,special_teams,21,,,,,
player,201310270det,det,SlayDa00,st_pct,60%,,,,,
player,201310270det,det,CareDo00,pos,FS,,,,,
player,201310270det,det,CareDo00,offense,0,,,,,
player,201310270det,det,CareDo00,off_pct,0%,,,,,
player,201310270det,det,CareDo00,defense,13,,,,,
player,201310270det,det,CareDo00,def_pct,23%,,,,,
player,201310270det,det,CareDo00,special_teams,23,,,,,
player,201310270det,det,CareDo00,st_pct,66%,,,,,
player,201310270det,det,BentBi00,pos,CB,,,,,
player,201310270det,det,BentBi00,offense,0,,,,,
player,201310270det,det,BentBi00,off_pct,0%,,,,,
player,201310270det,det,BentBi00,defense,13,,,,,
player,201310270det,det,BentBi00,def_pct,23%,,,,,
player,201310270det,det,BentBi00,special_teams,2,,,,,
player,201310270det,det,BentBi00,st_pct,6%,,,,,
player,201310270det,det,FlueAn99,pos,DT,,,,,
player,201310270det,det,FlueAn99,offense,0,,,,,
player,201310270det,det,FlueAn99,off_pct,0%,,,,,
player,201310270det,det,FlueAn99,defense,12,,,,,
player,201310270det,det,FlueAn99,def_pct,21%,,,,,
player,201310270det,det,FlueAn99,special_teams,7,,,,,
player,201310270det,det,FlueAn99,st_pct,20%,,,,,
player,201310270det,det,AnsaEz00,pos,DE,,,,,
player,201310270det,det,AnsaEz00,offense,0,,,,,
player,201310270det,det,AnsaEz00,off_pct,0%,,,,,
player,201310270det,det,AnsaEz00,defense,12,,,,,
player,201310270det,det,AnsaEz00,def_pct,21%,,,,,
player,201310270det,det,AnsaEz00,special_teams,0,,,,,
player,201310270det,det,AnsaEz00,st_pct,0%,,,,,
player,201310270det,det,McInRo20,pos,LB,,,,,
player,201310270det,det,McInRo20,offense,0,,,,,
player,201310270det,det,McInRo20,off_pct,0%,,,,,
player,201310270det,det,McInRo20,defense,3,,,,,
player,201310270det,det,McInRo20,def_pct,5%,,,,,
player,201310270det,det,McInRo20,special_teams,22,,,,,
player,201310270det,det,McInRo20,st_pct,63%,,,,,
player,201310270det,det,WendJo99,pos,SS,,,,,
player,201310270det,det,WendJo99,offense,0,,,,,
player,201310270det,det,WendJo99,off_pct,0%,,,,,
player,201310270det,det,WendJo99,defense,1,,,,,
player,201310270det,det,WendJo99,def_pct,2%,,,,,
player,201310270det,det,WendJo99,special_teams,28,,,,,
player,201310270det,det,WendJo99,st_pct,80%,,,,,
player,201310270det,det,GomeDe00,pos,SS,,,,,
player,201310270det,det,GomeDe00,offense,0,,,,,
player,201310270det,det,GomeDe00,off_pct,0%,,,,,
player,201310270det,det,GomeDe00,defense,0,,,,,
player,201310270det,det,GomeDe00,def_pct,0%,,,,,
player,201310270det,det,GomeDe00,special_teams,28,,,,,
player,201310270det,det,GomeDe00,st_pct,80%,,,,,
player,201310270det,det,LewiTr00,pos,LB,,,,,
player,201310270det,det,LewiTr00,offense,0,,,,,
player,201310270det,det,LewiTr00,off_pct,0%,,,,,
player,201310270det,det,LewiTr00,defense,0,,,,,
player,201310270det,det,LewiTr00,def_pct,0%,,,,,
player,201310270det,det,LewiTr00,special_teams,22,,,,,
player,201310270det,det,LewiTr00,st_pct,63%,,,,,
player,201310270det,det,WhitTa00,pos,LB,,,,,
player,201310270det,det,WhitTa00,offense,0,,,,,
player,201310270det,det,WhitTa00,off_pct,0%,,,,,
player,201310270det,det,WhitTa00,defense,0,,,,,
player,201310270det,det,WhitTa00,def_pct,0%,,,,,
player,201310270det,det,WhitTa00,special_teams,22,,,,,
player,201310270det,det,WhitTa00,st_pct,63%,,,,,
player,201310270det,det,MartSa01,pos,P,,,,,
player,201310270det,det,MartSa01,offense,0,,,,,
player,201310270det,det,MartSa01,off_pct,0%,,,,,
player,201310270det,det,MartSa01,defense,0,,,,,
player,201310270det,det,MartSa01,def_pct,0%,,,,,
player,201310270det,det,MartSa01,special_teams,15,,,,,
player,201310270det,det,MartSa01,st_pct,43%,,,,,
player,201310270det,det,GandDy20,pos,G,,,,,
player,201310270det,det,GandDy20,offense,0,,,,,
player,201310270det,det,GandDy20,off_pct,0%,,,,,
player,201310270det,det,GandDy20,defense,0,,,,,
player,201310270det,det,GandDy20,def_pct,0%,,,,,
player,201310270det,det,GandDy20,special_teams,12,,,,,
player,201310270det,det,GandDy20,st_pct,34%,,,,,
player,201310270det,det,MuhlDo20,pos,LS,,,,,
player,201310270det,det,MuhlDo20,offense,0,,,,,
player,201310270det,det,MuhlDo20,off_pct,0%,,,,,
player,201310270det,det,MuhlDo20,defense,0,,,,,
player,201310270det,det,MuhlDo20,def_pct,0%,,,,,
player,201310270det,det,MuhlDo20,special_teams,9,,,,,
player,201310270det,det,MuhlDo20,st_pct,26%,,,,,
player,201310270det,det,RichBa20,pos,T,,,,,
player,201310270det,det,RichBa20,offense,0,,,,,
player,201310270det,det,RichBa20,off_pct,0%,,,,,
player,201310270det,det,RichBa20,defense,0,,,,,
