game,2013,15,20131215,201312150cle,chi,"Chicago Bears",38,cle,"Cleveland Browns",31
player,201312150cle,cle,McFaLe00,tackles_assists,0,,,,,
player,201312150cle,cle,McFaLe00,tackles_loss,0,,,,,
player,201312150cle,cle,McFaLe00,qb_hits,0,,,,,
player,201312150cle,cle,McFaLe00,fumbles_rec,0,,,,,
player,201312150cle,cle,McFaLe00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,McFaLe00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,McFaLe00,fumbles_forced,0,,,,,
player,201312150cle,cle,RubiAh99,def_int,0,,,,,
player,201312150cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201312150cle,cle,RubiAh99,def_int_td,0,,,,,
player,201312150cle,cle,RubiAh99,def_int_long,0,,,,,
player,201312150cle,cle,RubiAh99,pass_defended,0,,,,,
player,201312150cle,cle,RubiAh99,sacks,0.0,,,,,
player,201312150cle,cle,RubiAh99,tackles_combined,1,,,,,
player,201312150cle,cle,RubiAh99,tackles_solo,0,,,,,
player,201312150cle,cle,RubiAh99,tackles_assists,1,,,,,
player,201312150cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201312150cle,cle,RubiAh99,qb_hits,0,,,,,
player,201312150cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201312150cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201312150cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201312150cle,cle,TaylPh00,def_int,0,,,,,
player,201312150cle,cle,TaylPh00,def_int_yds,0,,,,,
player,201312150cle,cle,TaylPh00,def_int_td,0,,,,,
player,201312150cle,cle,TaylPh00,def_int_long,0,,,,,
player,201312150cle,cle,TaylPh00,pass_defended,0,,,,,
player,201312150cle,cle,TaylPh00,sacks,0.0,,,,,
player,201312150cle,cle,TaylPh00,tackles_combined,1,,,,,
player,201312150cle,cle,TaylPh00,tackles_solo,1,,,,,
player,201312150cle,cle,TaylPh00,tackles_assists,0,,,,,
player,201312150cle,cle,TaylPh00,tackles_loss,1,,,,,
player,201312150cle,cle,TaylPh00,qb_hits,1,,,,,
player,201312150cle,cle,TaylPh00,fumbles_rec,0,,,,,
player,201312150cle,cle,TaylPh00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,TaylPh00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,TaylPh00,fumbles_forced,0,,,,,
player,201312150cle,cle,KrugPa99,def_int,0,,,,,
player,201312150cle,cle,KrugPa99,def_int_yds,0,,,,,
player,201312150cle,cle,KrugPa99,def_int_td,0,,,,,
player,201312150cle,cle,KrugPa99,def_int_long,0,,,,,
player,201312150cle,cle,KrugPa99,pass_defended,1,,,,,
player,201312150cle,cle,KrugPa99,sacks,0.0,,,,,
player,201312150cle,cle,KrugPa99,tackles_combined,0,,,,,
player,201312150cle,cle,KrugPa99,tackles_solo,0,,,,,
player,201312150cle,cle,KrugPa99,tackles_assists,0,,,,,
player,201312150cle,cle,KrugPa99,tackles_loss,0,,,,,
player,201312150cle,cle,KrugPa99,qb_hits,1,,,,,
player,201312150cle,cle,KrugPa99,fumbles_rec,0,,,,,
player,201312150cle,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201312150cle,cle,KrugPa99,fumbles_forced,0,,,,,
player,201312150cle,chi,HestDe99,kick_ret,3,,,,,
player,201312150cle,chi,HestDe99,kick_ret_yds,105,,,,,
player,201312150cle,chi,HestDe99,kick_ret_yds_per_ret,35.0,,,,,
player,201312150cle,chi,HestDe99,kick_ret_td,0,,,,,
player,201312150cle,chi,HestDe99,kick_ret_long,40,,,,,
player,201312150cle,chi,HestDe99,punt_ret,1,,,,,
player,201312150cle,chi,HestDe99,punt_ret_yds,21,,,,,
player,201312150cle,chi,HestDe99,punt_ret_yds_per_ret,21.0,,,,,
player,201312150cle,chi,HestDe99,punt_ret_td,0,,,,,
player,201312150cle,chi,HestDe99,punt_ret_long,21,,,,,
player,201312150cle,chi,MarsBr00,kick_ret,1,,,,,
player,201312150cle,chi,MarsBr00,kick_ret_yds,-8,,,,,
player,201312150cle,chi,MarsBr00,kick_ret_yds_per_ret,-8.0,,,,,
player,201312150cle,chi,MarsBr00,kick_ret_td,0,,,,,
player,201312150cle,chi,MarsBr00,kick_ret_long,0,,,,,
player,201312150cle,chi,MarsBr00,punt_ret,0,,,,,
player,201312150cle,chi,MarsBr00,punt_ret_yds,0,,,,,
player,201312150cle,chi,MarsBr00,punt_ret_yds_per_ret,,,,,,
player,201312150cle,chi,MarsBr00,punt_ret_td,0,,,,,
player,201312150cle,chi,MarsBr00,punt_ret_long,0,,,,,
player,201312150cle,cle,WhitFo00,kick_ret,4,,,,,
player,201312150cle,cle,WhitFo00,kick_ret_yds,44,,,,,
player,201312150cle,cle,WhitFo00,kick_ret_yds_per_ret,11.0,,,,,
player,201312150cle,cle,WhitFo00,kick_ret_td,0,,,,,
player,201312150cle,cle,WhitFo00,kick_ret_long,23,,,,,
player,201312150cle,cle,WhitFo00,punt_ret,0,,,,,
player,201312150cle,cle,WhitFo00,punt_ret_yds,0,,,,,
player,201312150cle,cle,WhitFo00,punt_ret_yds_per_ret,,,,,,
player,201312150cle,cle,WhitFo00,punt_ret_td,0,,,,,
player,201312150cle,cle,WhitFo00,punt_ret_long,0,,,,,
player,201312150cle,chi,gouldrob01,xpm,5,,,,,
player,201312150cle,chi,gouldrob01,xpa,5,,,,,
player,201312150cle,chi,gouldrob01,fgm,1,,,,,
player,201312150cle,chi,gouldrob01,fga,1,,,,,
player,201312150cle,chi,gouldrob01,punt,0,,,,,
player,201312150cle,chi,gouldrob01,punt_yds,0,,,,,
player,201312150cle,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201312150cle,chi,gouldrob01,punt_long,0,,,,,
player,201312150cle,chi,PodlAd20,xpm,,,,,,
player,201312150cle,chi,PodlAd20,xpa,,,,,,
player,201312150cle,chi,PodlAd20,fgm,,,,,,
player,201312150cle,chi,PodlAd20,fga,,,,,,
player,201312150cle,chi,PodlAd20,punt,3,,,,,
player,201312150cle,chi,PodlAd20,punt_yds,110,,,,,
player,201312150cle,chi,PodlAd20,punt_yds_per_punt,36.7,,,,,
player,201312150cle,chi,PodlAd20,punt_long,43,,,,,
player,201312150cle,cle,cundibil01,xpm,4,,,,,
player,201312150cle,cle,cundibil01,xpa,4,,,,,
player,201312150cle,cle,cundibil01,fgm,1,,,,,
player,201312150cle,cle,cundibil01,fga,1,,,,,
player,201312150cle,cle,cundibil01,punt,0,,,,,
player,201312150cle,cle,cundibil01,punt_yds,0,,,,,
player,201312150cle,cle,cundibil01,punt_yds_per_punt,,,,,,
player,201312150cle,cle,cundibil01,punt_long,0,,,,,
player,201312150cle,cle,LannSp00,xpm,,,,,,
player,201312150cle,cle,LannSp00,xpa,,,,,,
player,201312150cle,cle,LannSp00,fgm,,,,,,
player,201312150cle,cle,LannSp00,fga,,,,,,
player,201312150cle,cle,LannSp00,punt,5,,,,,
player,201312150cle,cle,LannSp00,punt_yds,211,,,,,
player,201312150cle,cle,LannSp00,punt_yds_per_punt,42.2,,,,,
player,201312150cle,cle,LannSp00,punt_long,50,,,,,
player,201312150cle,cle,MackAl20,pos,C,,,,,
player,201312150cle,cle,MackAl20,offense,58,,,,,
player,201312150cle,cle,MackAl20,off_pct,100%,,,,,
player,201312150cle,cle,MackAl20,defense,0,,,,,
player,201312150cle,cle,MackAl20,def_pct,0%,,,,,
player,201312150cle,cle,MackAl20,special_teams,5,,,,,
player,201312150cle,cle,MackAl20,st_pct,15%,,,,,
player,201312150cle,cle,ThomJo28,pos,T,,,,,
player,201312150cle,cle,ThomJo28,offense,58,,,,,
player,201312150cle,cle,ThomJo28,off_pct,100%,,,,,
player,201312150cle,cle,ThomJo28,defense,0,,,,,
player,201312150cle,cle,ThomJo28,def_pct,0%,,,,,
player,201312150cle,cle,ThomJo28,special_teams,5,,,,,
player,201312150cle,cle,ThomJo28,st_pct,15%,,,,,
player,201312150cle,cle,SchwMi00,pos,T,,,,,
player,201312150cle,cle,SchwMi00,offense,58,,,,,
player,201312150cle,cle,SchwMi00,off_pct,100%,,,,,
player,201312150cle,cle,SchwMi00,defense,0,,,,,
player,201312150cle,cle,SchwMi00,def_pct,0%,,,,,
player,201312150cle,cle,SchwMi00,special_teams,5,,,,,
player,201312150cle,cle,SchwMi00,st_pct,15%,,,,,
player,201312150cle,cle,LauvSh20,pos,G,,,,,
player,201312150cle,cle,LauvSh20,offense,58,,,,,
player,201312150cle,cle,LauvSh20,off_pct,100%,,,,,
player,201312150cle,cle,LauvSh20,defense,0,,,,,
player,201312150cle,cle,LauvSh20,def_pct,0%,,,,,
player,201312150cle,cle,LauvSh20,special_teams,4,,,,,
player,201312150cle,cle,LauvSh20,st_pct,12%,,,,,
player,201312150cle,cle,GordJo02,pos,WR,,,,,
player,201312150cle,cle,GordJo02,offense,58,,,,,
player,201312150cle,cle,GordJo02,off_pct,100%,,,,,
player,201312150cle,cle,GordJo02,defense,0,,,,,
player,201312150cle,cle,GordJo02,def_pct,0%,,,,,
player,201312150cle,cle,GordJo02,special_teams,0,,,,,
player,201312150cle,cle,GordJo02,st_pct,0%,,,,,
player,201312150cle,cle,CampJa00,pos,QB,,,,,
player,201312150cle,cle,CampJa00,offense,58,,,,,
player,201312150cle,cle,CampJa00,off_pct,100%,,,,,
player,201312150cle,cle,CampJa00,defense,0,,,,,
player,201312150cle,cle,CampJa00,def_pct,0%,,,,,
player,201312150cle,cle,CampJa00,special_teams,0,,,,,
player,201312150cle,cle,CampJa00,st_pct,0%,,,,,
player,201312150cle,cle,PinkJa00,pos,G,,,,,
player,201312150cle,cle,PinkJa00,offense,55,,,,,
player,201312150cle,cle,PinkJa00,off_pct,95%,,,,,
player,201312150cle,cle,PinkJa00,defense,0,,,,,
player,201312150cle,cle,PinkJa00,def_pct,0%,,,,,
player,201312150cle,cle,PinkJa00,special_teams,5,,,,,
player,201312150cle,cle,PinkJa00,st_pct,15%,,,,,
player,201312150cle,cle,CameJo00,pos,TE,,,,,
player,201312150cle,cle,CameJo00,offense,52,,,,,
player,201312150cle,cle,CameJo00,off_pct,90%,,,,,
player,201312150cle,cle,CameJo00,defense,0,,,,,
player,201312150cle,cle,CameJo00,def_pct,0%,,,,,
player,201312150cle,cle,CameJo00,special_teams,0,,,,,
player,201312150cle,cle,CameJo00,st_pct,0%,,,,,
player,201312150cle,cle,LittGr00,pos,WR,,,,,
player,201312150cle,cle,LittGr00,offense,50,,,,,
player,201312150cle,cle,LittGr00,off_pct,86%,,,,,
player,201312150cle,cle,LittGr00,defense,0,,,,,
player,201312150cle,cle,LittGr00,def_pct,0%,,,,,
player,201312150cle,cle,LittGr00,special_teams,1,,,,,
player,201312150cle,cle,LittGr00,st_pct,3%,,,,,
player,201312150cle,cle,BarnGa01,pos,TE,,,,,
player,201312150cle,cle,BarnGa01,offense,34,,,,,
player,201312150cle,cle,BarnGa01,off_pct,59%,,,,,
player,201312150cle,cle,BarnGa01,defense,0,,,,,
player,201312150cle,cle,BarnGa01,def_pct,0%,,,,,
player,201312150cle,cle,BarnGa01,special_teams,26,,,,,
player,201312150cle,cle,BarnGa01,st_pct,76%,,,,,
player,201312150cle,cle,OgboCh00,pos,FB,,,,,
player,201312150cle,cle,OgboCh00,offense,34,,,,,
player,201312150cle,cle,OgboCh00,off_pct,59%,,,,,
player,201312150cle,cle,OgboCh00,defense,0,,,,,
player,201312150cle,cle,OgboCh00,def_pct,0%,,,,,
player,201312150cle,cle,OgboCh00,special_teams,7,,,,,
player,201312150cle,cle,OgboCh00,st_pct,21%,,,,,
player,201312150cle,cle,BakeEd01,pos,RB,,,,,
player,201312150cle,cle,BakeEd01,offense,21,,,,,
player,201312150cle,cle,BakeEd01,off_pct,36%,,,,,
player,201312150cle,cle,BakeEd01,defense,0,,,,,
player,201312150cle,cle,BakeEd01,def_pct,0%,,,,,
player,201312150cle,cle,BakeEd01,special_teams,0,,,,,
player,201312150cle,cle,BakeEd01,st_pct,0%,,,,,
player,201312150cle,cle,BessDa00,pos,WR,,,,,
player,201312150cle,cle,BessDa00,offense,20,,,,,
player,201312150cle,cle,BessDa00,off_pct,34%,,,,,
player,201312150cle,cle,BessDa00,defense,0,,,,,
player,201312150cle,cle,BessDa00,def_pct,0%,,,,,
player,201312150cle,cle,BessDa00,special_teams,2,,,,,
player,201312150cle,cle,BessDa00,st_pct,6%,,,,,
player,201312150cle,cle,WhitFo00,pos,RB,,,,,
player,201312150cle,cle,WhitFo00,offense,9,,,,,
player,201312150cle,cle,WhitFo00,off_pct,16%,,,,,
player,201312150cle,cle,WhitFo00,defense,0,,,,,
player,201312150cle,cle,WhitFo00,def_pct,0%,,,,,
player,201312150cle,cle,WhitFo00,special_teams,7,,,,,
player,201312150cle,cle,WhitFo00,st_pct,21%,,,,,
player,201312150cle,cle,GrayMa00,pos,TE,,,,,
player,201312150cle,cle,GrayMa00,offense,8,,,,,
player,201312150cle,cle,GrayMa00,off_pct,14%,,,,,
player,201312150cle,cle,GrayMa00,defense,0,,,,,
player,201312150cle,cle,GrayMa00,def_pct,0%,,,,,
player,201312150cle,cle,GrayMa00,special_teams,9,,,,,
player,201312150cle,cle,GrayMa00,st_pct,26%,,,,,
player,201312150cle,cle,TymsBr00,pos,WR,,,,,
player,201312150cle,cle,TymsBr00,offense,4,,,,,
player,201312150cle,cle,TymsBr00,off_pct,7%,,,,,
player,201312150cle,cle,TymsBr00,defense,0,,,,,
player,201312150cle,cle,TymsBr00,def_pct,0%,,,,,
player,201312150cle,cle,TymsBr00,special_teams,0,,,,,
player,201312150cle,cle,TymsBr00,st_pct,0%,,,,,
player,201312150cle,cle,GilkGa00,pos,G,,,,,
player,201312150cle,cle,GilkGa00,offense,3,,,,,
player,201312150cle,cle,GilkGa00,off_pct,5%,,,,,
player,201312150cle,cle,GilkGa00,defense,0,,,,,
player,201312150cle,cle,GilkGa00,def_pct,0%,,,,,
player,201312150cle,cle,GilkGa00,special_teams,1,,,,,
player,201312150cle,cle,GilkGa00,st_pct,3%,,,,,
player,201312150cle,cle,SkriBu00,pos,CB,,,,,
player,201312150cle,cle,SkriBu00,offense,0,,,,,
player,201312150cle,cle,SkriBu00,off_pct,0%,,,,,
player,201312150cle,cle,SkriBu00,defense,67,,,,,
player,201312150cle,cle,SkriBu00,def_pct,100%,,,,,
player,201312150cle,cle,SkriBu00,special_teams,10,,,,,
player,201312150cle,cle,SkriBu00,st_pct,29%,,,,,
player,201312150cle,cle,JackDQ20,pos,LB,,,,,
player,201312150cle,cle,JackDQ20,offense,0,,,,,
player,201312150cle,cle,JackDQ20,off_pct,0%,,,,,
player,201312150cle,cle,JackDQ20,defense,67,,,,,
player,201312150cle,cle,JackDQ20,def_pct,100%,,,,,
player,201312150cle,cle,JackDQ20,special_teams,8,,,,,
player,201312150cle,cle,JackDQ20,st_pct,24%,,,,,
player,201312150cle,cle,WardT.99,pos,SS,,,,,
player,201312150cle,cle,WardT.99,offense,0,,,,,
player,201312150cle,cle,WardT.99,off_pct,0%,,,,,
player,201312150cle,cle,WardT.99,defense,67,,,,,
player,201312150cle,cle,WardT.99,def_pct,100%,,,,,
player,201312150cle,cle,WardT.99,special_teams,7,,,,,
player,201312150cle,cle,WardT.99,st_pct,21%,,,,,
player,201312150cle,cle,GipsTa00,pos,FS,,,,,
player,201312150cle,cle,GipsTa00,offense,0,,,,,
player,201312150cle,cle,GipsTa00,off_pct,0%,,,,,
player,201312150cle,cle,GipsTa00,defense,65,,,,,
player,201312150cle,cle,GipsTa00,def_pct,97%,,,,,
player,201312150cle,cle,GipsTa00,special_teams,1,,,,,
player,201312150cle,cle,GipsTa00,st_pct,3%,,,,,
player,201312150cle,cle,SheaJa00,pos,LB,,,,,
player,201312150cle,cle,SheaJa00,offense,0,,,,,
player,201312150cle,cle,SheaJa00,off_pct,0%,,,,,
player,201312150cle,cle,SheaJa00,defense,50,,,,,
player,201312150cle,cle,SheaJa00,def_pct,75%,,,,,
player,201312150cle,cle,SheaJa00,special_teams,8,,,,,
player,201312150cle,cle,SheaJa00,st_pct,24%,,,,,
player,201312150cle,cle,McFaLe00,pos,CB,,,,,
player,201312150cle,cle,McFaLe00,offense,0,,,,,
player,201312150cle,cle,McFaLe00,off_pct,0%,,,,,
player,201312150cle,cle,McFaLe00,defense,45,,,,,
player,201312150cle,cle,McFaLe00,def_pct,67%,,,,,
player,201312150cle,cle,McFaLe00,special_teams,13,,,,,
player,201312150cle,cle,McFaLe00,st_pct,38%,,,,,
player,201312150cle,cle,KrugPa99,pos,LB,,,,,
player,201312150cle,cle,KrugPa99,offense,0,,,,,
player,201312150cle,cle,KrugPa99,off_pct,0%,,,,,
player,201312150cle,cle,KrugPa99,defense,42,,,,,
player,201312150cle,cle,KrugPa99,def_pct,63%,,,,,
player,201312150cle,cle,KrugPa99,special_teams,8,,,,,
player,201312150cle,cle,KrugPa99,st_pct,24%,,,,,
player,201312150cle,cle,MingBa00,pos,LB,,,,,
player,201312150cle,cle,MingBa00,offense,0,,,,,
player,201312150cle,cle,MingBa00,off_pct,0%,,,,,
player,201312150cle,cle,MingBa00,defense,41,,,,,
player,201312150cle,cle,MingBa00,def_pct,61%,,,,,
player,201312150cle,cle,MingBa00,special_teams,16,,,,,
player,201312150cle,cle,MingBa00,st_pct,47%,,,,,
player,201312150cle,cle,HadeJo99,pos,CB,,,,,
player,201312150cle,cle,HadeJo99,offense,0,,,,,
player,201312150cle,cle,HadeJo99,off_pct,0%,,,,,
player,201312150cle,cle,HadeJo99,defense,41,,,,,
player,201312150cle,cle,HadeJo99,def_pct,61%,,,,,
player,201312150cle,cle,HadeJo99,special_teams,6,,,,,
player,201312150cle,cle,HadeJo99,st_pct,18%,,,,,
player,201312150cle,cle,RubiAh99,pos,DE,,,,,
player,201312150cle,cle,RubiAh99,offense,0,,,,,
player,201312150cle,cle,RubiAh99,off_pct,0%,,,,,
player,201312150cle,cle,RubiAh99,defense,41,,,,,
player,201312150cle,cle,RubiAh99,def_pct,61%,,,,,
player,201312150cle,cle,RubiAh99,special_teams,0,,,,,
player,201312150cle,cle,RubiAh99,st_pct,0%,,,,,
player,201312150cle,cle,RobeCr00,pos,LB,,,,,
player,201312150cle,cle,RobeCr00,offense,0,,,,,
player,201312150cle,cle,RobeCr00,off_pct,0%,,,,,
player,201312150cle,cle,RobeCr00,defense,39,,,,,
player,201312150cle,cle,RobeCr00,def_pct,58%,,,,,
player,201312150cle,cle,RobeCr00,special_teams,11,,,,,
player,201312150cle,cle,RobeCr00,st_pct,32%,,,,,
player,201312150cle,cle,WinnBi00,pos,DE,,,,,
player,201312150cle,cle,WinnBi00,offense,0,,,,,
player,201312150cle,cle,WinnBi00,off_pct,0%,,,,,
player,201312150cle,cle,WinnBi00,defense,37,,,,,
player,201312150cle,cle,WinnBi00,def_pct,55%,,,,,
player,201312150cle,cle,WinnBi00,special_teams,13,,,,,
player,201312150cle,cle,WinnBi00,st_pct,38%,,,,,
player,201312150cle,cle,HughJo00,pos,DE,,,,,
player,201312150cle,cle,HughJo00,offense,0,,,,,
player,201312150cle,cle,HughJo00,off_pct,0%,,,,,
player,201312150cle,cle,HughJo00,defense,35,,,,,
player,201312150cle,cle,HughJo00,def_pct,52%,,,,,
player,201312150cle,cle,HughJo00,special_teams,8,,,,,
player,201312150cle,cle,HughJo00,st_pct,24%,,,,,
player,201312150cle,cle,PoyeJo00,pos,CB,,,,,
player,201312150cle,cle,PoyeJo00,offense,0,,,,,
player,201312150cle,cle,PoyeJo00,off_pct,0%,,,,,
player,201312150cle,cle,PoyeJo00,defense,30,,,,,
player,201312150cle,cle,PoyeJo00,def_pct,45%,,,,,
player,201312150cle,cle,PoyeJo00,special_teams,24,,,,,
player,201312150cle,cle,PoyeJo00,st_pct,71%,,,,,
player,201312150cle,cle,TaylPh00,pos,NT,,,,,
player,201312150cle,cle,TaylPh00,offense,0,,,,,
player,201312150cle,cle,TaylPh00,off_pct,0%,,,,,
player,201312150cle,cle,TaylPh00,defense,29,,,,,
player,201312150cle,cle,TaylPh00,def_pct,43%,,,,,
player,201312150cle,cle,TaylPh00,special_teams,8,,,,,
player,201312150cle,cle,TaylPh00,st_pct,24%,,,,,
player,201312150cle,cle,BryaAr00,pos,DE,,,,,
player,201312150cle,cle,BryaAr00,offense,0,,,,,
player,201312150cle,cle,BryaAr00,off_pct,0%,,,,,
player,201312150cle,cle,BryaAr00,defense,13,,,,,
player,201312150cle,cle,BryaAr00,def_pct,19%,,,,,
player,201312150cle,cle,BryaAr00,special_teams,12,,,,,
player,201312150cle,cle,BryaAr00,st_pct,35%,,,,,
player,201312150cle,cle,KitcIs00,pos,NT,,,,,
player,201312150cle,cle,KitcIs00,offense,0,,,,,
player,201312150cle,cle,KitcIs00,off_pct,0%,,,,,
player,201312150cle,cle,KitcIs00,defense,13,,,,,
player,201312150cle,cle,KitcIs00,def_pct,19%,,,,,
player,201312150cle,cle,KitcIs00,special_teams,0,,,,,
player,201312150cle,cle,KitcIs00,st_pct,0%,,,,,
player,201312150cle,cle,PoseJu00,pos,DB,,,,,
player,201312150cle,cle,PoseJu00,offense,0,,,,,
player,201312150cle,cle,PoseJu00,off_pct,0%,,,,,
player,201312150cle,cle,PoseJu00,defense,11,,,,,
player,201312150cle,cle,PoseJu00,def_pct,16%,,,,,
player,201312150cle,cle,PoseJu00,special_teams,21,,,,,
player,201312150cle,cle,PoseJu00,st_pct,62%,,,,,
player,201312150cle,cle,MartEr02,pos,LB,,,,,
player,201312150cle,cle,MartEr02,offense,0,,,,,
player,201312150cle,cle,MartEr02,off_pct,0%,,,,,
player,201312150cle,cle,MartEr02,defense,4,,,,,
player,201312150cle,cle,MartEr02,def_pct,6%,,,,,
player,201312150cle,cle,MartEr02,special_teams,17,,,,,
player,201312150cle,cle,MartEr02,st_pct,50%,,,,,
player,201312150cle,cle,BadeJo00,pos,FS,,,,,
player,201312150cle,cle,BadeJo00,offense,0,,,,,
player,201312150cle,cle,BadeJo00,off_pct,0%,,,,,
player,201312150cle,cle,BadeJo00,defense,0,,,,,
player,201312150cle,cle,BadeJo00,def_pct,0%,,,,,
player,201312150cle,cle,BadeJo00,special_teams,21,,,,,
player,201312150cle,cle,BadeJo00,st_pct,62%,,,,,
player,201312150cle,cle,EubaDa00,pos,LB,,,,,
player,201312150cle,cle,EubaDa00,offense,0,,,,,
player,201312150cle,cle,EubaDa00,off_pct,0%,,,,,
player,201312150cle,cle,EubaDa00,defense,0,,,,,
player,201312150cle,cle,EubaDa00,def_pct,0%,,,,,
player,201312150cle,cle,EubaDa00,special_teams,21,,,,,
player,201312150cle,cle,EubaDa00,st_pct,62%,,,,,
player,201312150cle,cle,CardTa00,pos,LB,,,,,
player,201312150cle,cle,CardTa00,offense,0,,,,,
player,201312150cle,cle,CardTa00,off_pct,0%,,,,,
player,201312150cle,cle,CardTa00,defense,0,,,,,
player,201312150cle,cle,CardTa00,def_pct,0%,,,,,
player,201312150cle,cle,CardTa00,special_teams,20,,,,,
player,201312150cle,cle,CardTa00,st_pct,59%,,,,,
player,201312150cle,cle,LannSp00,pos,P,,,,,
player,201312150cle,cle,LannSp00,offense,0,,,,,
player,201312150cle,cle,LannSp00,off_pct,0%,,,,,
player,201312150cle,cle,LannSp00,defense,0,,,,,
player,201312150cle,cle,LannSp00,def_pct,0%,,,,,
player,201312150cle,cle,LannSp00,special_teams,12,,,,,
player,201312150cle,cle,LannSp00,st_pct,35%,,,,,
player,201312150cle,cle,cundibil01,pos,K,,,,,
player,201312150cle,cle,cundibil01,offense,0,,,,,
player,201312150cle,cle,cundibil01,off_pct,0%,,,,,
player,201312150cle,cle,cundibil01,defense,0,,,,,
player,201312150cle,cle,cundibil01,def_pct,0%,,,,,
player,201312150cle,cle,cundibil01,special_teams,11,,,,,
player,201312150cle,cle,cundibil01,st_pct,32%,,,,,
player,201312150cle,cle,YounCh02,pos,LS,,,,,
player,201312150cle,cle,YounCh02,offense,0,,,,,
player,201312150cle,cle,YounCh02,off_pct,0%,,,,,
player,201312150cle,cle,YounCh02,defense,0,,,,,
player,201312150cle,cle,YounCh02,def_pct,0%,,,,,
player,201312150cle,cle,YounCh02,special_teams,11,,,,,
player,201312150cle,cle,YounCh02,st_pct,32%,,,,,
player,201312150cle,cle,CousOn00,pos,G,,,,,
player,201312150cle,cle,CousOn00,offense,0,,,,,
player,201312150cle,cle,CousOn00,off_pct,0%,,,,,
player,201312150cle,cle,CousOn00,defense,0,,,,,
player,201312150cle,cle,CousOn00,def_pct,0%,,,,,
player,201312150cle,cle,CousOn00,special_teams,5,,,,,
player,201312150cle,cle,CousOn00,st_pct,15%,,,,,
player,201312150cle,cle,HazePa00,pos,LB,,,,,
player,201312150cle,cle,HazePa00,offense,0,,,,,
player,201312150cle,cle,HazePa00,off_pct,0%,,,,,
player,201312150cle,cle,HazePa00,defense,0,,,,,
player,201312150cle,cle,HazePa00,def_pct,0%,,,,,
player,201312150cle,cle,HazePa00,special_teams,5,,,,,
player,201312150cle,cle,HazePa00,st_pct,15%,,,,,
player,201312150cle,chi,GarzRo20,pos,C,,,,,
player,201312150cle,chi,GarzRo20,offense,67,,,,,
player,201312150cle,chi,GarzRo20,off_pct,100%,,,,,
player,201312150cle,chi,GarzRo20,defense,0,,,,,
player,201312150cle,chi,GarzRo20,def_pct,0%,,,,,
player,201312150cle,chi,GarzRo20,special_teams,7,,,,,
player,201312150cle,chi,GarzRo20,st_pct,21%,,,,,
player,201312150cle,chi,LongKy00,pos,G,,,,,
player,201312150cle,chi,LongKy00,offense,67,,,,,
player,201312150cle,chi,LongKy00,off_pct,100%,,,,,
player,201312150cle,chi,LongKy00,defense,0,,,,,
player,201312150cle,chi,LongKy00,def_pct,0%,,,,,
player,201312150cle,chi,LongKy00,special_teams,7,,,,,
player,201312150cle,chi,LongKy00,st_pct,21%,,,,,
player,201312150cle,chi,MillJo02,pos,T,,,,,
player,201312150cle,chi,MillJo02,offense,67,,,,,
player,201312150cle,chi,MillJo02,off_pct,100%,,,,,
player,201312150cle,chi,MillJo02,defense,0,,,,,
player,201312150cle,chi,MillJo02,def_pct,0%,,,,,
player,201312150cle,chi,MillJo02,special_teams,7,,,,,
player,201312150cle,chi,MillJo02,st_pct,21%,,,,,
player,201312150cle,chi,SlauMa20,pos,G,,,,,
player,201312150cle,chi,SlauMa20,offense,67,,,,,
player,201312150cle,chi,SlauMa20,off_pct,100%,,,,,
player,201312150cle,chi,SlauMa20,defense,0,,,,,
player,201312150cle,chi,SlauMa20,def_pct,0%,,,,,
player,201312150cle,chi,SlauMa20,special_teams,7,,,,,
player,201312150cle,chi,SlauMa20,st_pct,21%,,,,,
player,201312150cle,chi,BushJe20,pos,T,,,,,
player,201312150cle,chi,BushJe20,offense,67,,,,,
player,201312150cle,chi,BushJe20,off_pct,100%,,,,,
player,201312150cle,chi,BushJe20,defense,0,,,,,
player,201312150cle,chi,BushJe20,def_pct,0%,,,,,
player,201312150cle,chi,BushJe20,special_teams,7,,,,,
player,201312150cle,chi,BushJe20,st_pct,21%,,,,,
player,201312150cle,chi,CutlJa00,pos,QB,,,,,
player,201312150cle,chi,CutlJa00,offense,67,,,,,
player,201312150cle,chi,CutlJa00,off_pct,100%,,,,,
player,201312150cle,chi,CutlJa00,defense,0,,,,,
player,201312150cle,chi,CutlJa00,def_pct,0%,,,,,
player,201312150cle,chi,CutlJa00,special_teams,0,,,,,
player,201312150cle,chi,CutlJa00,st_pct,0%,,,,,
player,201312150cle,chi,BennMa00,pos,TE,,,,,
player,201312150cle,chi,BennMa00,offense,65,,,,,
