game,2013,14,20131208,201312080den,oti,"Tennessee Titans",28,den,"Denver Broncos",51
player,201312080den,oti,McCoJa99,tackles_loss,0,,,,,
player,201312080den,oti,McCoJa99,qb_hits,0,,,,,
player,201312080den,oti,McCoJa99,fumbles_rec,0,,,,,
player,201312080den,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201312080den,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201312080den,oti,McCoJa99,fumbles_forced,0,,,,,
player,201312080den,oti,WilsGe01,def_int,0,,,,,
player,201312080den,oti,WilsGe01,def_int_yds,0,,,,,
player,201312080den,oti,WilsGe01,def_int_td,0,,,,,
player,201312080den,oti,WilsGe01,def_int_long,0,,,,,
player,201312080den,oti,WilsGe01,pass_defended,0,,,,,
player,201312080den,oti,WilsGe01,sacks,0.0,,,,,
player,201312080den,oti,WilsGe01,tackles_combined,6,,,,,
player,201312080den,oti,WilsGe01,tackles_solo,5,,,,,
player,201312080den,oti,WilsGe01,tackles_assists,1,,,,,
player,201312080den,oti,WilsGe01,tackles_loss,0,,,,,
player,201312080den,oti,WilsGe01,qb_hits,0,,,,,
player,201312080den,oti,WilsGe01,fumbles_rec,0,,,,,
player,201312080den,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201312080den,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201312080den,oti,WilsGe01,fumbles_forced,0,,,,,
player,201312080den,oti,BrowZa00,def_int,0,,,,,
player,201312080den,oti,BrowZa00,def_int_yds,0,,,,,
player,201312080den,oti,BrowZa00,def_int_td,0,,,,,
player,201312080den,oti,BrowZa00,def_int_long,0,,,,,
player,201312080den,oti,BrowZa00,pass_defended,0,,,,,
player,201312080den,oti,BrowZa00,sacks,0.0,,,,,
player,201312080den,oti,BrowZa00,tackles_combined,5,,,,,
player,201312080den,oti,BrowZa00,tackles_solo,5,,,,,
player,201312080den,oti,BrowZa00,tackles_assists,0,,,,,
player,201312080den,oti,BrowZa00,tackles_loss,1,,,,,
player,201312080den,oti,BrowZa00,qb_hits,0,,,,,
player,201312080den,oti,BrowZa00,fumbles_rec,0,,,,,
player,201312080den,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201312080den,oti,BrowZa00,fumbles_forced,0,,,,,
player,201312080den,oti,McCaCo00,def_int,0,,,,,
player,201312080den,oti,McCaCo00,def_int_yds,0,,,,,
player,201312080den,oti,McCaCo00,def_int_td,0,,,,,
player,201312080den,oti,McCaCo00,def_int_long,0,,,,,
player,201312080den,oti,McCaCo00,pass_defended,0,,,,,
player,201312080den,oti,McCaCo00,sacks,0.0,,,,,
player,201312080den,oti,McCaCo00,tackles_combined,5,,,,,
player,201312080den,oti,McCaCo00,tackles_solo,4,,,,,
player,201312080den,oti,McCaCo00,tackles_assists,1,,,,,
player,201312080den,oti,McCaCo00,tackles_loss,0,,,,,
player,201312080den,oti,McCaCo00,qb_hits,0,,,,,
player,201312080den,oti,McCaCo00,fumbles_rec,0,,,,,
player,201312080den,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201312080den,oti,McCaCo00,fumbles_forced,0,,,,,
player,201312080den,oti,HillSa99,def_int,0,,,,,
player,201312080den,oti,HillSa99,def_int_yds,0,,,,,
player,201312080den,oti,HillSa99,def_int_td,0,,,,,
player,201312080den,oti,HillSa99,def_int_long,0,,,,,
player,201312080den,oti,HillSa99,pass_defended,0,,,,,
player,201312080den,oti,HillSa99,sacks,0.0,,,,,
player,201312080den,oti,HillSa99,tackles_combined,3,,,,,
player,201312080den,oti,HillSa99,tackles_solo,3,,,,,
player,201312080den,oti,HillSa99,tackles_assists,0,,,,,
player,201312080den,oti,HillSa99,tackles_loss,,,,,,
player,201312080den,oti,HillSa99,qb_hits,,,,,,
player,201312080den,oti,HillSa99,fumbles_rec,0,,,,,
player,201312080den,oti,HillSa99,fumbles_rec_yds,0,,,,,
player,201312080den,oti,HillSa99,fumbles_rec_td,0,,,,,
player,201312080den,oti,HillSa99,fumbles_forced,0,,,,,
player,201312080den,oti,BailPa99,def_int,0,,,,,
player,201312080den,oti,BailPa99,def_int_yds,0,,,,,
player,201312080den,oti,BailPa99,def_int_td,0,,,,,
player,201312080den,oti,BailPa99,def_int_long,0,,,,,
player,201312080den,oti,BailPa99,pass_defended,0,,,,,
player,201312080den,oti,BailPa99,sacks,0.0,,,,,
player,201312080den,oti,BailPa99,tackles_combined,2,,,,,
player,201312080den,oti,BailPa99,tackles_solo,2,,,,,
player,201312080den,oti,BailPa99,tackles_assists,0,,,,,
player,201312080den,oti,BailPa99,tackles_loss,0,,,,,
player,201312080den,oti,BailPa99,qb_hits,0,,,,,
player,201312080den,oti,BailPa99,fumbles_rec,0,,,,,
player,201312080den,oti,BailPa99,fumbles_rec_yds,0,,,,,
player,201312080den,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201312080den,oti,BailPa99,fumbles_forced,0,,,,,
player,201312080den,oti,JohnAn03,def_int,0,,,,,
player,201312080den,oti,JohnAn03,def_int_yds,0,,,,,
player,201312080den,oti,JohnAn03,def_int_td,0,,,,,
player,201312080den,oti,JohnAn03,def_int_long,0,,,,,
player,201312080den,oti,JohnAn03,pass_defended,0,,,,,
player,201312080den,oti,JohnAn03,sacks,0.0,,,,,
player,201312080den,oti,JohnAn03,tackles_combined,2,,,,,
player,201312080den,oti,JohnAn03,tackles_solo,2,,,,,
player,201312080den,oti,JohnAn03,tackles_assists,0,,,,,
player,201312080den,oti,JohnAn03,tackles_loss,0,,,,,
player,201312080den,oti,JohnAn03,qb_hits,0,,,,,
player,201312080den,oti,JohnAn03,fumbles_rec,0,,,,,
player,201312080den,oti,JohnAn03,fumbles_rec_yds,0,,,,,
player,201312080den,oti,JohnAn03,fumbles_rec_td,0,,,,,
player,201312080den,oti,JohnAn03,fumbles_forced,0,,,,,
player,201312080den,oti,PitoRo00,def_int,0,,,,,
player,201312080den,oti,PitoRo00,def_int_yds,0,,,,,
player,201312080den,oti,PitoRo00,def_int_td,0,,,,,
player,201312080den,oti,PitoRo00,def_int_long,0,,,,,
player,201312080den,oti,PitoRo00,pass_defended,0,,,,,
player,201312080den,oti,PitoRo00,sacks,0.0,,,,,
player,201312080den,oti,PitoRo00,tackles_combined,2,,,,,
player,201312080den,oti,PitoRo00,tackles_solo,2,,,,,
player,201312080den,oti,PitoRo00,tackles_assists,0,,,,,
player,201312080den,oti,PitoRo00,tackles_loss,0,,,,,
player,201312080den,oti,PitoRo00,qb_hits,1,,,,,
player,201312080den,oti,PitoRo00,fumbles_rec,0,,,,,
player,201312080den,oti,PitoRo00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,PitoRo00,fumbles_rec_td,0,,,,,
player,201312080den,oti,PitoRo00,fumbles_forced,0,,,,,
player,201312080den,oti,StafDa00,def_int,0,,,,,
player,201312080den,oti,StafDa00,def_int_yds,0,,,,,
player,201312080den,oti,StafDa00,def_int_td,0,,,,,
player,201312080den,oti,StafDa00,def_int_long,0,,,,,
player,201312080den,oti,StafDa00,pass_defended,0,,,,,
player,201312080den,oti,StafDa00,sacks,0.0,,,,,
player,201312080den,oti,StafDa00,tackles_combined,2,,,,,
player,201312080den,oti,StafDa00,tackles_solo,2,,,,,
player,201312080den,oti,StafDa00,tackles_assists,0,,,,,
player,201312080den,oti,StafDa00,tackles_loss,0,,,,,
player,201312080den,oti,StafDa00,qb_hits,0,,,,,
player,201312080den,oti,StafDa00,fumbles_rec,0,,,,,
player,201312080den,oti,StafDa00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,StafDa00,fumbles_rec_td,0,,,,,
player,201312080den,oti,StafDa00,fumbles_forced,0,,,,,
player,201312080den,oti,WrehBl00,def_int,0,,,,,
player,201312080den,oti,WrehBl00,def_int_yds,0,,,,,
player,201312080den,oti,WrehBl00,def_int_td,0,,,,,
player,201312080den,oti,WrehBl00,def_int_long,0,,,,,
player,201312080den,oti,WrehBl00,pass_defended,0,,,,,
player,201312080den,oti,WrehBl00,sacks,0.0,,,,,
player,201312080den,oti,WrehBl00,tackles_combined,2,,,,,
player,201312080den,oti,WrehBl00,tackles_solo,2,,,,,
player,201312080den,oti,WrehBl00,tackles_assists,0,,,,,
player,201312080den,oti,WrehBl00,tackles_loss,0,,,,,
player,201312080den,oti,WrehBl00,qb_hits,0,,,,,
player,201312080den,oti,WrehBl00,fumbles_rec,0,,,,,
player,201312080den,oti,WrehBl00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,WrehBl00,fumbles_rec_td,0,,,,,
player,201312080den,oti,WrehBl00,fumbles_forced,0,,,,,
player,201312080den,oti,CaseJu00,def_int,0,,,,,
player,201312080den,oti,CaseJu00,def_int_yds,0,,,,,
player,201312080den,oti,CaseJu00,def_int_td,0,,,,,
player,201312080den,oti,CaseJu00,def_int_long,0,,,,,
player,201312080den,oti,CaseJu00,pass_defended,0,,,,,
player,201312080den,oti,CaseJu00,sacks,0.0,,,,,
player,201312080den,oti,CaseJu00,tackles_combined,1,,,,,
player,201312080den,oti,CaseJu00,tackles_solo,1,,,,,
player,201312080den,oti,CaseJu00,tackles_assists,0,,,,,
player,201312080den,oti,CaseJu00,tackles_loss,0,,,,,
player,201312080den,oti,CaseJu00,qb_hits,0,,,,,
player,201312080den,oti,CaseJu00,fumbles_rec,0,,,,,
player,201312080den,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201312080den,oti,CaseJu00,fumbles_forced,0,,,,,
player,201312080den,oti,GoodZa00,def_int,0,,,,,
player,201312080den,oti,GoodZa00,def_int_yds,0,,,,,
player,201312080den,oti,GoodZa00,def_int_td,0,,,,,
player,201312080den,oti,GoodZa00,def_int_long,0,,,,,
player,201312080den,oti,GoodZa00,pass_defended,0,,,,,
player,201312080den,oti,GoodZa00,sacks,0.0,,,,,
player,201312080den,oti,GoodZa00,tackles_combined,1,,,,,
player,201312080den,oti,GoodZa00,tackles_solo,1,,,,,
player,201312080den,oti,GoodZa00,tackles_assists,0,,,,,
player,201312080den,oti,GoodZa00,tackles_loss,0,,,,,
player,201312080den,oti,GoodZa00,qb_hits,0,,,,,
player,201312080den,oti,GoodZa00,fumbles_rec,0,,,,,
player,201312080den,oti,GoodZa00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,GoodZa00,fumbles_rec_td,0,,,,,
player,201312080den,oti,GoodZa00,fumbles_forced,0,,,,,
player,201312080den,oti,KlugKa00,def_int,0,,,,,
player,201312080den,oti,KlugKa00,def_int_yds,0,,,,,
player,201312080den,oti,KlugKa00,def_int_td,0,,,,,
player,201312080den,oti,KlugKa00,def_int_long,0,,,,,
player,201312080den,oti,KlugKa00,pass_defended,0,,,,,
player,201312080den,oti,KlugKa00,sacks,0.0,,,,,
player,201312080den,oti,KlugKa00,tackles_combined,1,,,,,
player,201312080den,oti,KlugKa00,tackles_solo,1,,,,,
player,201312080den,oti,KlugKa00,tackles_assists,0,,,,,
player,201312080den,oti,KlugKa00,tackles_loss,0,,,,,
player,201312080den,oti,KlugKa00,qb_hits,0,,,,,
player,201312080den,oti,KlugKa00,fumbles_rec,0,,,,,
player,201312080den,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201312080den,oti,KlugKa00,fumbles_forced,0,,,,,
player,201312080den,oti,SensCo00,def_int,0,,,,,
player,201312080den,oti,SensCo00,def_int_yds,0,,,,,
player,201312080den,oti,SensCo00,def_int_td,0,,,,,
player,201312080den,oti,SensCo00,def_int_long,0,,,,,
player,201312080den,oti,SensCo00,pass_defended,1,,,,,
player,201312080den,oti,SensCo00,sacks,0.0,,,,,
player,201312080den,oti,SensCo00,tackles_combined,0,,,,,
player,201312080den,oti,SensCo00,tackles_solo,0,,,,,
player,201312080den,oti,SensCo00,tackles_assists,0,,,,,
player,201312080den,oti,SensCo00,tackles_loss,,,,,,
player,201312080den,oti,SensCo00,qb_hits,,,,,,
player,201312080den,oti,SensCo00,fumbles_rec,0,,,,,
player,201312080den,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201312080den,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201312080den,oti,SensCo00,fumbles_forced,0,,,,,
player,201312080den,oti,MorgDe99,def_int,,,,,,
player,201312080den,oti,MorgDe99,def_int_yds,,,,,,
player,201312080den,oti,MorgDe99,def_int_td,,,,,,
player,201312080den,oti,MorgDe99,def_int_long,,,,,,
player,201312080den,oti,MorgDe99,pass_defended,0,,,,,
player,201312080den,oti,MorgDe99,sacks,0.0,,,,,
player,201312080den,oti,MorgDe99,tackles_combined,0,,,,,
player,201312080den,oti,MorgDe99,tackles_solo,0,,,,,
player,201312080den,oti,MorgDe99,tackles_assists,0,,,,,
player,201312080den,oti,MorgDe99,tackles_loss,0,,,,,
player,201312080den,oti,MorgDe99,qb_hits,2,,,,,
player,201312080den,oti,MorgDe99,fumbles_rec,0,,,,,
player,201312080den,oti,MorgDe99,fumbles_rec_yds,,,,,,
player,201312080den,oti,MorgDe99,fumbles_rec_td,,,,,,
player,201312080den,oti,MorgDe99,fumbles_forced,0,,,,,
player,201312080den,den,KnigTe99,def_int,1,,,,,
player,201312080den,den,KnigTe99,def_int_yds,2,,,,,
player,201312080den,den,KnigTe99,def_int_td,0,,,,,
player,201312080den,den,KnigTe99,def_int_long,2,,,,,
player,201312080den,den,KnigTe99,pass_defended,1,,,,,
player,201312080den,den,KnigTe99,sacks,0.0,,,,,
player,201312080den,den,KnigTe99,tackles_combined,0,,,,,
player,201312080den,den,KnigTe99,tackles_solo,0,,,,,
player,201312080den,den,KnigTe99,tackles_assists,0,,,,,
player,201312080den,den,KnigTe99,tackles_loss,0,,,,,
player,201312080den,den,KnigTe99,qb_hits,0,,,,,
player,201312080den,den,KnigTe99,fumbles_rec,0,,,,,
player,201312080den,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201312080den,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201312080den,den,KnigTe99,fumbles_forced,0,,,,,
player,201312080den,den,JackMa02,def_int,0,,,,,
player,201312080den,den,JackMa02,def_int_yds,0,,,,,
player,201312080den,den,JackMa02,def_int_td,0,,,,,
player,201312080den,den,JackMa02,def_int_long,0,,,,,
player,201312080den,den,JackMa02,pass_defended,0,,,,,
player,201312080den,den,JackMa02,sacks,1.0,,,,,
player,201312080den,den,JackMa02,tackles_combined,4,,,,,
player,201312080den,den,JackMa02,tackles_solo,4,,,,,
player,201312080den,den,JackMa02,tackles_assists,0,,,,,
player,201312080den,den,JackMa02,tackles_loss,3,,,,,
player,201312080den,den,JackMa02,qb_hits,1,,,,,
player,201312080den,den,JackMa02,fumbles_rec,0,,,,,
player,201312080den,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201312080den,den,JackMa02,fumbles_rec_td,0,,,,,
player,201312080den,den,JackMa02,fumbles_forced,0,,,,,
player,201312080den,den,MillVo00,def_int,0,,,,,
player,201312080den,den,MillVo00,def_int_yds,0,,,,,
player,201312080den,den,MillVo00,def_int_td,0,,,,,
player,201312080den,den,MillVo00,def_int_long,0,,,,,
player,201312080den,den,MillVo00,pass_defended,1,,,,,
player,201312080den,den,MillVo00,sacks,1.0,,,,,
player,201312080den,den,MillVo00,tackles_combined,3,,,,,
player,201312080den,den,MillVo00,tackles_solo,3,,,,,
player,201312080den,den,MillVo00,tackles_assists,0,,,,,
player,201312080den,den,MillVo00,tackles_loss,1,,,,,
player,201312080den,den,MillVo00,qb_hits,1,,,,,
player,201312080den,den,MillVo00,fumbles_rec,0,,,,,
player,201312080den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201312080den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201312080den,den,MillVo00,fumbles_forced,1,,,,,
player,201312080den,den,AdamMi21,def_int,0,,,,,
player,201312080den,den,AdamMi21,def_int_yds,0,,,,,
player,201312080den,den,AdamMi21,def_int_td,0,,,,,
player,201312080den,den,AdamMi21,def_int_long,0,,,,,
player,201312080den,den,AdamMi21,pass_defended,0,,,,,
player,201312080den,den,AdamMi21,sacks,0.0,,,,,
player,201312080den,den,AdamMi21,tackles_combined,6,,,,,
player,201312080den,den,AdamMi21,tackles_solo,5,,,,,
player,201312080den,den,AdamMi21,tackles_assists,1,,,,,
player,201312080den,den,AdamMi21,tackles_loss,0,,,,,
player,201312080den,den,AdamMi21,qb_hits,0,,,,,
player,201312080den,den,AdamMi21,fumbles_rec,1,,,,,
player,201312080den,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201312080den,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201312080den,den,AdamMi21,fumbles_forced,0,,,,,
player,201312080den,den,TrevDa00,def_int,0,,,,,
player,201312080den,den,TrevDa00,def_int_yds,0,,,,,
player,201312080den,den,TrevDa00,def_int_td,0,,,,,
player,201312080den,den,TrevDa00,def_int_long,0,,,,,
player,201312080den,den,TrevDa00,pass_defended,1,,,,,
player,201312080den,den,TrevDa00,sacks,0.0,,,,,
player,201312080den,den,TrevDa00,tackles_combined,6,,,,,
player,201312080den,den,TrevDa00,tackles_solo,4,,,,,
player,201312080den,den,TrevDa00,tackles_assists,2,,,,,
player,201312080den,den,TrevDa00,tackles_loss,1,,,,,
player,201312080den,den,TrevDa00,qb_hits,1,,,,,
player,201312080den,den,TrevDa00,fumbles_rec,0,,,,,
player,201312080den,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201312080den,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201312080den,den,TrevDa00,fumbles_forced,0,,,,,
player,201312080den,den,BoldOm00,def_int,0,,,,,
player,201312080den,den,BoldOm00,def_int_yds,0,,,,,
player,201312080den,den,BoldOm00,def_int_td,0,,,,,
player,201312080den,den,BoldOm00,def_int_long,0,,,,,
player,201312080den,den,BoldOm00,pass_defended,0,,,,,
player,201312080den,den,BoldOm00,sacks,0.0,,,,,
player,201312080den,den,BoldOm00,tackles_combined,4,,,,,
player,201312080den,den,BoldOm00,tackles_solo,3,,,,,
player,201312080den,den,BoldOm00,tackles_assists,1,,,,,
player,201312080den,den,BoldOm00,tackles_loss,0,,,,,
player,201312080den,den,BoldOm00,qb_hits,0,,,,,
player,201312080den,den,BoldOm00,fumbles_rec,0,,,,,
player,201312080den,den,BoldOm00,fumbles_rec_yds,0,,,,,
player,201312080den,den,BoldOm00,fumbles_rec_td,0,,,,,
player,201312080den,den,BoldOm00,fumbles_forced,0,,,,,
player,201312080den,den,WebsKa00,def_int,0,,,,,
player,201312080den,den,WebsKa00,def_int_yds,0,,,,,
player,201312080den,den,WebsKa00,def_int_td,0,,,,,
player,201312080den,den,WebsKa00,def_int_long,0,,,,,
player,201312080den,den,WebsKa00,pass_defended,1,,,,,
player,201312080den,den,WebsKa00,sacks,0.0,,,,,
player,201312080den,den,WebsKa00,tackles_combined,4,,,,,
player,201312080den,den,WebsKa00,tackles_solo,3,,,,,
player,201312080den,den,WebsKa00,tackles_assists,1,,,,,
player,201312080den,den,WebsKa00,tackles_loss,0,,,,,
player,201312080den,den,WebsKa00,qb_hits,0,,,,,
player,201312080den,den,WebsKa00,fumbles_rec,0,,,,,
player,201312080den,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201312080den,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201312080den,den,WebsKa00,fumbles_forced,0,,,,,
player,201312080den,den,LenoPa20,def_int,0,,,,,
player,201312080den,den,LenoPa20,def_int_yds,0,,,,,
player,201312080den,den,LenoPa20,def_int_td,0,,,,,
player,201312080den,den,LenoPa20,def_int_long,0,,,,,
player,201312080den,den,LenoPa20,pass_defended,0,,,,,
player,201312080den,den,LenoPa20,sacks,0.0,,,,,
player,201312080den,den,LenoPa20,tackles_combined,3,,,,,
player,201312080den,den,LenoPa20,tackles_solo,2,,,,,
player,201312080den,den,LenoPa20,tackles_assists,1,,,,,
player,201312080den,den,LenoPa20,tackles_loss,0,,,,,
player,201312080den,den,LenoPa20,qb_hits,0,,,,,
player,201312080den,den,LenoPa20,fumbles_rec,0,,,,,
player,201312080den,den,LenoPa20,fumbles_rec_yds,0,,,,,
player,201312080den,den,LenoPa20,fumbles_rec_td,0,,,,,
player,201312080den,den,LenoPa20,fumbles_forced,0,,,,,
player,201312080den,den,BrutDa99,def_int,0,,,,,
player,201312080den,den,BrutDa99,def_int_yds,0,,,,,
player,201312080den,den,BrutDa99,def_int_td,0,,,,,
player,201312080den,den,BrutDa99,def_int_long,0,,,,,
player,201312080den,den,BrutDa99,pass_defended,0,,,,,
player,201312080den,den,BrutDa99,sacks,0.0,,,,,
player,201312080den,den,BrutDa99,tackles_combined,2,,,,,
player,201312080den,den,BrutDa99,tackles_solo,2,,,,,
player,201312080den,den,BrutDa99,tackles_assists,0,,,,,
player,201312080den,den,BrutDa99,tackles_loss,0,,,,,
player,201312080den,den,BrutDa99,qb_hits,0,,,,,
player,201312080den,den,BrutDa99,fumbles_rec,0,,,,,
player,201312080den,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201312080den,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201312080den,den,BrutDa99,fumbles_forced,0,,,,,
player,201312080den,den,IhenDu00,def_int,0,,,,,
player,201312080den,den,IhenDu00,def_int_yds,0,,,,,
player,201312080den,den,IhenDu00,def_int_td,0,,,,,
player,201312080den,den,IhenDu00,def_int_long,0,,,,,
player,201312080den,den,IhenDu00,pass_defended,0,,,,,
player,201312080den,den,IhenDu00,sacks,0.0,,,,,
player,201312080den,den,IhenDu00,tackles_combined,2,,,,,
player,201312080den,den,IhenDu00,tackles_solo,2,,,,,
player,201312080den,den,IhenDu00,tackles_assists,0,,,,,
player,201312080den,den,IhenDu00,tackles_loss,0,,,,,
player,201312080den,den,IhenDu00,qb_hits,0,,,,,
player,201312080den,den,IhenDu00,fumbles_rec,0,,,,,
player,201312080den,den,IhenDu00,fumbles_rec_yds,0,,,,,
player,201312080den,den,IhenDu00,fumbles_rec_td,0,,,,,
player,201312080den,den,IhenDu00,fumbles_forced,0,,,,,
player,201312080den,den,IrviNa00,def_int,0,,,,,
player,201312080den,den,IrviNa00,def_int_yds,0,,,,,
player,201312080den,den,IrviNa00,def_int_td,0,,,,,
player,201312080den,den,IrviNa00,def_int_long,0,,,,,
player,201312080den,den,IrviNa00,pass_defended,0,,,,,
player,201312080den,den,IrviNa00,sacks,0.0,,,,,
player,201312080den,den,IrviNa00,tackles_combined,2,,,,,
player,201312080den,den,IrviNa00,tackles_solo,2,,,,,
player,201312080den,den,IrviNa00,tackles_assists,0,,,,,
player,201312080den,den,IrviNa00,tackles_loss,0,,,,,
player,201312080den,den,IrviNa00,qb_hits,0,,,,,
player,201312080den,den,IrviNa00,fumbles_rec,0,,,,,
player,201312080den,den,IrviNa00,fumbles_rec_yds,0,,,,,
player,201312080den,den,IrviNa00,fumbles_rec_td,0,,,,,
player,201312080den,den,IrviNa00,fumbles_forced,0,,,,,
player,201312080den,den,WoodWe20,def_int,0,,,,,
player,201312080den,den,WoodWe20,def_int_yds,0,,,,,
player,201312080den,den,WoodWe20,def_int_td,0,,,,,
player,201312080den,den,WoodWe20,def_int_long,0,,,,,
player,201312080den,den,WoodWe20,pass_defended,0,,,,,
player,201312080den,den,WoodWe20,sacks,0.0,,,,,
player,201312080den,den,WoodWe20,tackles_combined,2,,,,,
player,201312080den,den,WoodWe20,tackles_solo,1,,,,,
player,201312080den,den,WoodWe20,tackles_assists,1,,,,,
player,201312080den,den,WoodWe20,tackles_loss,0,,,,,
player,201312080den,den,WoodWe20,qb_hits,0,,,,,
player,201312080den,den,WoodWe20,fumbles_rec,0,,,,,
player,201312080den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201312080den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201312080den,den,WoodWe20,fumbles_forced,0,,,,,
player,201312080den,den,AyerRo99,def_int,0,,,,,
player,201312080den,den,AyerRo99,def_int_yds,0,,,,,
player,201312080den,den,AyerRo99,def_int_td,0,,,,,
player,201312080den,den,AyerRo99,def_int_long,0,,,,,
player,201312080den,den,AyerRo99,pass_defended,0,,,,,
player,201312080den,den,AyerRo99,sacks,0.0,,,,,
player,201312080den,den,AyerRo99,tackles_combined,1,,,,,
player,201312080den,den,AyerRo99,tackles_solo,1,,,,,
player,201312080den,den,AyerRo99,tackles_assists,0,,,,,
player,201312080den,den,AyerRo99,tackles_loss,0,,,,,
player,201312080den,den,AyerRo99,qb_hits,1,,,,,
player,201312080den,den,AyerRo99,fumbles_rec,0,,,,,
player,201312080den,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201312080den,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201312080den,den,AyerRo99,fumbles_forced,0,,,,,
player,201312080den,den,FuaxSi00,def_int,0,,,,,
player,201312080den,den,FuaxSi00,def_int_yds,0,,,,,
player,201312080den,den,FuaxSi00,def_int_td,0,,,,,
player,201312080den,den,FuaxSi00,def_int_long,0,,,,,
player,201312080den,den,FuaxSi00,pass_defended,0,,,,,
player,201312080den,den,FuaxSi00,sacks,0.0,,,,,
player,201312080den,den,FuaxSi00,tackles_combined,1,,,,,
player,201312080den,den,FuaxSi00,tackles_solo,0,,,,,
player,201312080den,den,FuaxSi00,tackles_assists,1,,,,,
player,201312080den,den,FuaxSi00,tackles_loss,0,,,,,
player,201312080den,den,FuaxSi00,qb_hits,0,,,,,
player,201312080den,den,FuaxSi00,fumbles_rec,0,,,,,
player,201312080den,den,FuaxSi00,fumbles_rec_yds,0,,,,,
player,201312080den,den,FuaxSi00,fumbles_rec_td,0,,,,,
player,201312080den,den,FuaxSi00,fumbles_forced,0,,,,,
player,201312080den,den,HarrCh01,def_int,0,,,,,
player,201312080den,den,HarrCh01,def_int_yds,0,,,,,
player,201312080den,den,HarrCh01,def_int_td,0,,,,,
player,201312080den,den,HarrCh01,def_int_long,0,,,,,
player,201312080den,den,HarrCh01,pass_defended,0,,,,,
player,201312080den,den,HarrCh01,sacks,0.0,,,,,
player,201312080den,den,HarrCh01,tackles_combined,1,,,,,
player,201312080den,den,HarrCh01,tackles_solo,1,,,,,
player,201312080den,den,HarrCh01,tackles_assists,0,,,,,
player,201312080den,den,HarrCh01,tackles_loss,0,,,,,
player,201312080den,den,HarrCh01,qb_hits,0,,,,,
player,201312080den,den,HarrCh01,fumbles_rec,0,,,,,
player,201312080den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201312080den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201312080den,den,HarrCh01,fumbles_forced,0,,,,,
player,201312080den,den,RodgDo99,def_int,0,,,,,
player,201312080den,den,RodgDo99,def_int_yds,0,,,,,
player,201312080den,den,RodgDo99,def_int_td,0,,,,,
player,201312080den,den,RodgDo99,def_int_long,0,,,,,
player,201312080den,den,RodgDo99,pass_defended,0,,,,,
player,201312080den,den,RodgDo99,sacks,0.0,,,,,
player,201312080den,den,RodgDo99,tackles_combined,1,,,,,
player,201312080den,den,RodgDo99,tackles_solo,1,,,,,
player,201312080den,den,RodgDo99,tackles_assists,0,,,,,
player,201312080den,den,RodgDo99,tackles_loss,0,,,,,
player,201312080den,den,RodgDo99,qb_hits,0,,,,,
player,201312080den,den,RodgDo99,fumbles_rec,0,,,,,
player,201312080den,den,RodgDo99,fumbles_rec_yds,0,,,,,
player,201312080den,den,RodgDo99,fumbles_rec_td,0,,,,,
player,201312080den,den,RodgDo99,fumbles_forced,0,,,,,
player,201312080den,den,PhilSh20,def_int,,,,,,
player,201312080den,den,PhilSh20,def_int_yds,,,,,,
player,201312080den,den,PhilSh20,def_int_td,,,,,,
