game,2013,3,20130922,201309220oti,sdg,"San Diego Chargers",17,oti,"Tennessee Titans",20
player,201309220oti,oti,PitoRo00,def_int_yds,0,,,,,
player,201309220oti,oti,PitoRo00,def_int_td,0,,,,,
player,201309220oti,oti,PitoRo00,def_int_long,0,,,,,
player,201309220oti,oti,PitoRo00,pass_defended,0,,,,,
player,201309220oti,oti,PitoRo00,sacks,0.0,,,,,
player,201309220oti,oti,PitoRo00,tackles_combined,3,,,,,
player,201309220oti,oti,PitoRo00,tackles_solo,3,,,,,
player,201309220oti,oti,PitoRo00,tackles_assists,0,,,,,
player,201309220oti,oti,PitoRo00,tackles_loss,0,,,,,
player,201309220oti,oti,PitoRo00,qb_hits,0,,,,,
player,201309220oti,oti,PitoRo00,fumbles_rec,0,,,,,
player,201309220oti,oti,PitoRo00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,PitoRo00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,PitoRo00,fumbles_forced,0,,,,,
player,201309220oti,oti,SensCo00,def_int,0,,,,,
player,201309220oti,oti,SensCo00,def_int_yds,0,,,,,
player,201309220oti,oti,SensCo00,def_int_td,0,,,,,
player,201309220oti,oti,SensCo00,def_int_long,0,,,,,
player,201309220oti,oti,SensCo00,pass_defended,0,,,,,
player,201309220oti,oti,SensCo00,sacks,0.0,,,,,
player,201309220oti,oti,SensCo00,tackles_combined,3,,,,,
player,201309220oti,oti,SensCo00,tackles_solo,3,,,,,
player,201309220oti,oti,SensCo00,tackles_assists,0,,,,,
player,201309220oti,oti,SensCo00,tackles_loss,0,,,,,
player,201309220oti,oti,SensCo00,qb_hits,0,,,,,
player,201309220oti,oti,SensCo00,fumbles_rec,0,,,,,
player,201309220oti,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,SensCo00,fumbles_forced,0,,,,,
player,201309220oti,oti,McCaCo00,def_int,0,,,,,
player,201309220oti,oti,McCaCo00,def_int_yds,0,,,,,
player,201309220oti,oti,McCaCo00,def_int_td,0,,,,,
player,201309220oti,oti,McCaCo00,def_int_long,0,,,,,
player,201309220oti,oti,McCaCo00,pass_defended,0,,,,,
player,201309220oti,oti,McCaCo00,sacks,0.0,,,,,
player,201309220oti,oti,McCaCo00,tackles_combined,2,,,,,
player,201309220oti,oti,McCaCo00,tackles_solo,1,,,,,
player,201309220oti,oti,McCaCo00,tackles_assists,1,,,,,
player,201309220oti,oti,McCaCo00,tackles_loss,0,,,,,
player,201309220oti,oti,McCaCo00,qb_hits,0,,,,,
player,201309220oti,oti,McCaCo00,fumbles_rec,0,,,,,
player,201309220oti,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,McCaCo00,fumbles_forced,0,,,,,
player,201309220oti,oti,BrowZa00,def_int,0,,,,,
player,201309220oti,oti,BrowZa00,def_int_yds,0,,,,,
player,201309220oti,oti,BrowZa00,def_int_td,0,,,,,
player,201309220oti,oti,BrowZa00,def_int_long,0,,,,,
player,201309220oti,oti,BrowZa00,pass_defended,0,,,,,
player,201309220oti,oti,BrowZa00,sacks,0.0,,,,,
player,201309220oti,oti,BrowZa00,tackles_combined,1,,,,,
player,201309220oti,oti,BrowZa00,tackles_solo,1,,,,,
player,201309220oti,oti,BrowZa00,tackles_assists,0,,,,,
player,201309220oti,oti,BrowZa00,tackles_loss,0,,,,,
player,201309220oti,oti,BrowZa00,qb_hits,0,,,,,
player,201309220oti,oti,BrowZa00,fumbles_rec,0,,,,,
player,201309220oti,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,BrowZa00,fumbles_forced,0,,,,,
player,201309220oti,oti,CampTo00,def_int,0,,,,,
player,201309220oti,oti,CampTo00,def_int_yds,0,,,,,
player,201309220oti,oti,CampTo00,def_int_td,0,,,,,
player,201309220oti,oti,CampTo00,def_int_long,0,,,,,
player,201309220oti,oti,CampTo00,pass_defended,0,,,,,
player,201309220oti,oti,CampTo00,sacks,0.0,,,,,
player,201309220oti,oti,CampTo00,tackles_combined,1,,,,,
player,201309220oti,oti,CampTo00,tackles_solo,1,,,,,
player,201309220oti,oti,CampTo00,tackles_assists,0,,,,,
player,201309220oti,oti,CampTo00,tackles_loss,0,,,,,
player,201309220oti,oti,CampTo00,qb_hits,0,,,,,
player,201309220oti,oti,CampTo00,fumbles_rec,0,,,,,
player,201309220oti,oti,CampTo00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,CampTo00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,CampTo00,fumbles_forced,0,,,,,
player,201309220oti,oti,KlugKa00,def_int,0,,,,,
player,201309220oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201309220oti,oti,KlugKa00,def_int_td,0,,,,,
player,201309220oti,oti,KlugKa00,def_int_long,0,,,,,
player,201309220oti,oti,KlugKa00,pass_defended,0,,,,,
player,201309220oti,oti,KlugKa00,sacks,0.0,,,,,
player,201309220oti,oti,KlugKa00,tackles_combined,1,,,,,
player,201309220oti,oti,KlugKa00,tackles_solo,1,,,,,
player,201309220oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201309220oti,oti,KlugKa00,tackles_loss,0,,,,,
player,201309220oti,oti,KlugKa00,qb_hits,0,,,,,
player,201309220oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201309220oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201309220oti,oti,MorgDe99,def_int,0,,,,,
player,201309220oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201309220oti,oti,MorgDe99,def_int_td,0,,,,,
player,201309220oti,oti,MorgDe99,def_int_long,0,,,,,
player,201309220oti,oti,MorgDe99,pass_defended,0,,,,,
player,201309220oti,oti,MorgDe99,sacks,0.0,,,,,
player,201309220oti,oti,MorgDe99,tackles_combined,1,,,,,
player,201309220oti,oti,MorgDe99,tackles_solo,1,,,,,
player,201309220oti,oti,MorgDe99,tackles_assists,0,,,,,
player,201309220oti,oti,MorgDe99,tackles_loss,0,,,,,
player,201309220oti,oti,MorgDe99,qb_hits,0,,,,,
player,201309220oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201309220oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201309220oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201309220oti,oti,WilsGe01,def_int,0,,,,,
player,201309220oti,oti,WilsGe01,def_int_yds,0,,,,,
player,201309220oti,oti,WilsGe01,def_int_td,0,,,,,
player,201309220oti,oti,WilsGe01,def_int_long,0,,,,,
player,201309220oti,oti,WilsGe01,pass_defended,1,,,,,
player,201309220oti,oti,WilsGe01,sacks,0.0,,,,,
player,201309220oti,oti,WilsGe01,tackles_combined,1,,,,,
player,201309220oti,oti,WilsGe01,tackles_solo,1,,,,,
player,201309220oti,oti,WilsGe01,tackles_assists,0,,,,,
player,201309220oti,oti,WilsGe01,tackles_loss,0,,,,,
player,201309220oti,oti,WilsGe01,qb_hits,0,,,,,
player,201309220oti,oti,WilsGe01,fumbles_rec,0,,,,,
player,201309220oti,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201309220oti,oti,WilsGe01,fumbles_forced,0,,,,,
player,201309220oti,oti,KernBr20,def_int,0,,,,,
player,201309220oti,oti,KernBr20,def_int_yds,0,,,,,
player,201309220oti,oti,KernBr20,def_int_td,0,,,,,
player,201309220oti,oti,KernBr20,def_int_long,0,,,,,
player,201309220oti,oti,KernBr20,pass_defended,0,,,,,
player,201309220oti,oti,KernBr20,sacks,0.0,,,,,
player,201309220oti,oti,KernBr20,tackles_combined,0,,,,,
player,201309220oti,oti,KernBr20,tackles_solo,0,,,,,
player,201309220oti,oti,KernBr20,tackles_assists,0,,,,,
player,201309220oti,oti,KernBr20,tackles_loss,,,,,,
player,201309220oti,oti,KernBr20,qb_hits,,,,,,
player,201309220oti,oti,KernBr20,fumbles_rec,1,,,,,
player,201309220oti,oti,KernBr20,fumbles_rec_yds,-16,,,,,
player,201309220oti,oti,KernBr20,fumbles_rec_td,0,,,,,
player,201309220oti,oti,KernBr20,fumbles_forced,0,,,,,
player,201309220oti,oti,MartMi01,def_int,,,,,,
player,201309220oti,oti,MartMi01,def_int_yds,,,,,,
player,201309220oti,oti,MartMi01,def_int_td,,,,,,
player,201309220oti,oti,MartMi01,def_int_long,,,,,,
player,201309220oti,oti,MartMi01,pass_defended,,,,,,
player,201309220oti,oti,MartMi01,sacks,0.0,,,,,
player,201309220oti,oti,MartMi01,tackles_combined,,,,,,
player,201309220oti,oti,MartMi01,tackles_solo,,,,,,
player,201309220oti,oti,MartMi01,tackles_assists,,,,,,
player,201309220oti,oti,MartMi01,tackles_loss,1,,,,,
player,201309220oti,oti,MartMi01,qb_hits,1,,,,,
player,201309220oti,oti,MartMi01,fumbles_rec,,,,,,
player,201309220oti,oti,MartMi01,fumbles_rec_yds,,,,,,
player,201309220oti,oti,MartMi01,fumbles_rec_td,,,,,,
player,201309220oti,oti,MartMi01,fumbles_forced,,,,,,
player,201309220oti,sdg,RoyaEd00,kick_ret,0,,,,,
player,201309220oti,sdg,RoyaEd00,kick_ret_yds,0,,,,,
player,201309220oti,sdg,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201309220oti,sdg,RoyaEd00,kick_ret_td,0,,,,,
player,201309220oti,sdg,RoyaEd00,kick_ret_long,0,,,,,
player,201309220oti,sdg,RoyaEd00,punt_ret,1,,,,,
player,201309220oti,sdg,RoyaEd00,punt_ret_yds,7,,,,,
player,201309220oti,sdg,RoyaEd00,punt_ret_yds_per_ret,7.0,,,,,
player,201309220oti,sdg,RoyaEd00,punt_ret_td,0,,,,,
player,201309220oti,sdg,RoyaEd00,punt_ret_long,7,,,,,
player,201309220oti,sdg,WhitFo00,kick_ret,1,,,,,
player,201309220oti,sdg,WhitFo00,kick_ret_yds,21,,,,,
player,201309220oti,sdg,WhitFo00,kick_ret_yds_per_ret,21.0,,,,,
player,201309220oti,sdg,WhitFo00,kick_ret_td,0,,,,,
player,201309220oti,sdg,WhitFo00,kick_ret_long,21,,,,,
player,201309220oti,sdg,WhitFo00,punt_ret,0,,,,,
player,201309220oti,sdg,WhitFo00,punt_ret_yds,0,,,,,
player,201309220oti,sdg,WhitFo00,punt_ret_yds_per_ret,,,,,,
player,201309220oti,sdg,WhitFo00,punt_ret_td,0,,,,,
player,201309220oti,sdg,WhitFo00,punt_ret_long,0,,,,,
player,201309220oti,oti,ReynDa00,kick_ret,4,,,,,
player,201309220oti,oti,ReynDa00,kick_ret_yds,114,,,,,
player,201309220oti,oti,ReynDa00,kick_ret_yds_per_ret,28.5,,,,,
player,201309220oti,oti,ReynDa00,kick_ret_td,0,,,,,
player,201309220oti,oti,ReynDa00,kick_ret_long,32,,,,,
player,201309220oti,oti,ReynDa00,punt_ret,2,,,,,
player,201309220oti,oti,ReynDa00,punt_ret_yds,6,,,,,
player,201309220oti,oti,ReynDa00,punt_ret_yds_per_ret,3.0,,,,,
player,201309220oti,oti,ReynDa00,punt_ret_td,0,,,,,
player,201309220oti,oti,ReynDa00,punt_ret_long,5,,,,,
player,201309220oti,sdg,novaknic01,xpm,2,,,,,
player,201309220oti,sdg,novaknic01,xpa,2,,,,,
player,201309220oti,sdg,novaknic01,fgm,1,,,,,
player,201309220oti,sdg,novaknic01,fga,2,,,,,
player,201309220oti,sdg,novaknic01,punt,0,,,,,
player,201309220oti,sdg,novaknic01,punt_yds,0,,,,,
player,201309220oti,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201309220oti,sdg,novaknic01,punt_long,0,,,,,
player,201309220oti,sdg,ScifMi20,xpm,,,,,,
player,201309220oti,sdg,ScifMi20,xpa,,,,,,
player,201309220oti,sdg,ScifMi20,fgm,,,,,,
player,201309220oti,sdg,ScifMi20,fga,,,,,,
player,201309220oti,sdg,ScifMi20,punt,5,,,,,
player,201309220oti,sdg,ScifMi20,punt_yds,212,,,,,
player,201309220oti,sdg,ScifMi20,punt_yds_per_punt,42.4,,,,,
player,201309220oti,sdg,ScifMi20,punt_long,60,,,,,
player,201309220oti,oti,bironrob01,xpm,2,,,,,
player,201309220oti,oti,bironrob01,xpa,2,,,,,
player,201309220oti,oti,bironrob01,fgm,2,,,,,
player,201309220oti,oti,bironrob01,fga,3,,,,,
player,201309220oti,oti,bironrob01,punt,0,,,,,
player,201309220oti,oti,bironrob01,punt_yds,0,,,,,
player,201309220oti,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201309220oti,oti,bironrob01,punt_long,0,,,,,
player,201309220oti,oti,KernBr20,xpm,,,,,,
player,201309220oti,oti,KernBr20,xpa,,,,,,
player,201309220oti,oti,KernBr20,fgm,,,,,,
player,201309220oti,oti,KernBr20,fga,,,,,,
player,201309220oti,oti,KernBr20,punt,3,,,,,
player,201309220oti,oti,KernBr20,punt_yds,140,,,,,
player,201309220oti,oti,KernBr20,punt_yds_per_punt,46.7,,,,,
player,201309220oti,oti,KernBr20,punt_long,63,,,,,
player,201309220oti,oti,StewDa21,pos,T,,,,,
player,201309220oti,oti,StewDa21,offense,69,,,,,
player,201309220oti,oti,StewDa21,off_pct,100%,,,,,
player,201309220oti,oti,StewDa21,defense,0,,,,,
player,201309220oti,oti,StewDa21,def_pct,0%,,,,,
player,201309220oti,oti,StewDa21,special_teams,5,,,,,
player,201309220oti,oti,StewDa21,st_pct,18%,,,,,
player,201309220oti,oti,RoosMi20,pos,T,,,,,
player,201309220oti,oti,RoosMi20,offense,69,,,,,
player,201309220oti,oti,RoosMi20,off_pct,100%,,,,,
player,201309220oti,oti,RoosMi20,defense,0,,,,,
player,201309220oti,oti,RoosMi20,def_pct,0%,,,,,
player,201309220oti,oti,RoosMi20,special_teams,5,,,,,
player,201309220oti,oti,RoosMi20,st_pct,18%,,,,,
player,201309220oti,oti,WarmCh00,pos,G,,,,,
player,201309220oti,oti,WarmCh00,offense,69,,,,,
player,201309220oti,oti,WarmCh00,off_pct,100%,,,,,
player,201309220oti,oti,WarmCh00,defense,0,,,,,
player,201309220oti,oti,WarmCh00,def_pct,0%,,,,,
player,201309220oti,oti,WarmCh00,special_teams,5,,,,,
player,201309220oti,oti,WarmCh00,st_pct,18%,,,,,
player,201309220oti,oti,TurnRo22,pos,C,,,,,
player,201309220oti,oti,TurnRo22,offense,69,,,,,
player,201309220oti,oti,TurnRo22,off_pct,100%,,,,,
player,201309220oti,oti,TurnRo22,defense,0,,,,,
player,201309220oti,oti,TurnRo22,def_pct,0%,,,,,
player,201309220oti,oti,TurnRo22,special_teams,5,,,,,
player,201309220oti,oti,TurnRo22,st_pct,18%,,,,,
player,201309220oti,oti,LeviAn20,pos,G,,,,,
player,201309220oti,oti,LeviAn20,offense,69,,,,,
player,201309220oti,oti,LeviAn20,off_pct,100%,,,,,
player,201309220oti,oti,LeviAn20,defense,0,,,,,
player,201309220oti,oti,LeviAn20,def_pct,0%,,,,,
player,201309220oti,oti,LeviAn20,special_teams,0,,,,,
player,201309220oti,oti,LeviAn20,st_pct,0%,,,,,
player,201309220oti,oti,LockJa00,pos,QB,,,,,
player,201309220oti,oti,LockJa00,offense,69,,,,,
player,201309220oti,oti,LockJa00,off_pct,100%,,,,,
player,201309220oti,oti,LockJa00,defense,0,,,,,
player,201309220oti,oti,LockJa00,def_pct,0%,,,,,
player,201309220oti,oti,LockJa00,special_teams,0,,,,,
player,201309220oti,oti,LockJa00,st_pct,0%,,,,,
player,201309220oti,oti,JohnCh04,pos,RB,,,,,
player,201309220oti,oti,JohnCh04,offense,62,,,,,
player,201309220oti,oti,JohnCh04,off_pct,90%,,,,,
player,201309220oti,oti,JohnCh04,defense,0,,,,,
player,201309220oti,oti,JohnCh04,def_pct,0%,,,,,
player,201309220oti,oti,JohnCh04,special_teams,0,,,,,
player,201309220oti,oti,JohnCh04,st_pct,0%,,,,,
player,201309220oti,oti,WashNa00,pos,WR,,,,,
player,201309220oti,oti,WashNa00,offense,59,,,,,
player,201309220oti,oti,WashNa00,off_pct,86%,,,,,
player,201309220oti,oti,WashNa00,defense,0,,,,,
player,201309220oti,oti,WashNa00,def_pct,0%,,,,,
player,201309220oti,oti,WashNa00,special_teams,0,,,,,
player,201309220oti,oti,WashNa00,st_pct,0%,,,,,
player,201309220oti,oti,WalkHu00,pos,TE,,,,,
player,201309220oti,oti,WalkHu00,offense,55,,,,,
player,201309220oti,oti,WalkHu00,off_pct,80%,,,,,
player,201309220oti,oti,WalkHu00,defense,0,,,,,
player,201309220oti,oti,WalkHu00,def_pct,0%,,,,,
player,201309220oti,oti,WalkHu00,special_teams,0,,,,,
player,201309220oti,oti,WalkHu00,st_pct,0%,,,,,
player,201309220oti,oti,WrigKe01,pos,WR,,,,,
player,201309220oti,oti,WrigKe01,offense,45,,,,,
player,201309220oti,oti,WrigKe01,off_pct,65%,,,,,
player,201309220oti,oti,WrigKe01,defense,0,,,,,
player,201309220oti,oti,WrigKe01,def_pct,0%,,,,,
player,201309220oti,oti,WrigKe01,special_teams,0,,,,,
player,201309220oti,oti,WrigKe01,st_pct,0%,,,,,
player,201309220oti,oti,BritKe00,pos,WR,,,,,
player,201309220oti,oti,BritKe00,offense,38,,,,,
player,201309220oti,oti,BritKe00,off_pct,55%,,,,,
player,201309220oti,oti,BritKe00,defense,0,,,,,
player,201309220oti,oti,BritKe00,def_pct,0%,,,,,
player,201309220oti,oti,BritKe00,special_teams,0,,,,,
player,201309220oti,oti,BritKe00,st_pct,0%,,,,,
player,201309220oti,oti,WillDa04,pos,WR,,,,,
player,201309220oti,oti,WillDa04,offense,25,,,,,
player,201309220oti,oti,WillDa04,off_pct,36%,,,,,
player,201309220oti,oti,WillDa04,defense,0,,,,,
player,201309220oti,oti,WillDa04,def_pct,0%,,,,,
player,201309220oti,oti,WillDa04,special_teams,0,,,,,
player,201309220oti,oti,WillDa04,st_pct,0%,,,,,
player,201309220oti,oti,StevCr00,pos,TE,,,,,
player,201309220oti,oti,StevCr00,offense,24,,,,,
player,201309220oti,oti,StevCr00,off_pct,35%,,,,,
player,201309220oti,oti,StevCr00,defense,0,,,,,
player,201309220oti,oti,StevCr00,def_pct,0%,,,,,
player,201309220oti,oti,StevCr00,special_teams,14,,,,,
player,201309220oti,oti,StevCr00,st_pct,50%,,,,,
player,201309220oti,oti,MoonCo00,pos,FB,,,,,
player,201309220oti,oti,MoonCo00,offense,9,,,,,
player,201309220oti,oti,MoonCo00,off_pct,13%,,,,,
player,201309220oti,oti,MoonCo00,defense,0,,,,,
player,201309220oti,oti,MoonCo00,def_pct,0%,,,,,
player,201309220oti,oti,MoonCo00,special_teams,3,,,,,
player,201309220oti,oti,MoonCo00,st_pct,11%,,,,,
player,201309220oti,oti,HuntJu00,pos,WR,,,,,
player,201309220oti,oti,HuntJu00,offense,9,,,,,
player,201309220oti,oti,HuntJu00,off_pct,13%,,,,,
player,201309220oti,oti,HuntJu00,defense,0,,,,,
player,201309220oti,oti,HuntJu00,def_pct,0%,,,,,
player,201309220oti,oti,HuntJu00,special_teams,0,,,,,
player,201309220oti,oti,HuntJu00,st_pct,0%,,,,,
player,201309220oti,oti,ThomTa00,pos,TE,,,,,
player,201309220oti,oti,ThomTa00,offense,8,,,,,
player,201309220oti,oti,ThomTa00,off_pct,12%,,,,,
player,201309220oti,oti,ThomTa00,defense,0,,,,,
player,201309220oti,oti,ThomTa00,def_pct,0%,,,,,
player,201309220oti,oti,ThomTa00,special_teams,22,,,,,
player,201309220oti,oti,ThomTa00,st_pct,79%,,,,,
player,201309220oti,oti,BattJa00,pos,RB,,,,,
player,201309220oti,oti,BattJa00,offense,7,,,,,
player,201309220oti,oti,BattJa00,off_pct,10%,,,,,
player,201309220oti,oti,BattJa00,defense,0,,,,,
player,201309220oti,oti,BattJa00,def_pct,0%,,,,,
player,201309220oti,oti,BattJa00,special_teams,14,,,,,
player,201309220oti,oti,BattJa00,st_pct,50%,,,,,
player,201309220oti,oti,PresMi00,pos,WR,,,,,
player,201309220oti,oti,PresMi00,offense,4,,,,,
player,201309220oti,oti,PresMi00,off_pct,6%,,,,,
player,201309220oti,oti,PresMi00,defense,0,,,,,
player,201309220oti,oti,PresMi00,def_pct,0%,,,,,
player,201309220oti,oti,PresMi00,special_teams,12,,,,,
player,201309220oti,oti,PresMi00,st_pct,43%,,,,,
player,201309220oti,oti,McCoJa99,pos,CB,,,,,
player,201309220oti,oti,McCoJa99,offense,0,,,,,
player,201309220oti,oti,McCoJa99,off_pct,0%,,,,,
player,201309220oti,oti,McCoJa99,defense,59,,,,,
player,201309220oti,oti,McCoJa99,def_pct,100%,,,,,
player,201309220oti,oti,McCoJa99,special_teams,6,,,,,
player,201309220oti,oti,McCoJa99,st_pct,21%,,,,,
player,201309220oti,oti,PollBe20,pos,SS,,,,,
player,201309220oti,oti,PollBe20,offense,0,,,,,
player,201309220oti,oti,PollBe20,off_pct,0%,,,,,
player,201309220oti,oti,PollBe20,defense,59,,,,,
player,201309220oti,oti,PollBe20,def_pct,100%,,,,,
player,201309220oti,oti,PollBe20,special_teams,5,,,,,
player,201309220oti,oti,PollBe20,st_pct,18%,,,,,
player,201309220oti,oti,VernAl99,pos,CB,,,,,
player,201309220oti,oti,VernAl99,offense,0,,,,,
player,201309220oti,oti,VernAl99,off_pct,0%,,,,,
player,201309220oti,oti,VernAl99,defense,57,,,,,
player,201309220oti,oti,VernAl99,def_pct,97%,,,,,
player,201309220oti,oti,VernAl99,special_teams,9,,,,,
player,201309220oti,oti,VernAl99,st_pct,32%,,,,,
player,201309220oti,oti,CaseJu00,pos,DT,,,,,
player,201309220oti,oti,CaseJu00,offense,0,,,,,
player,201309220oti,oti,CaseJu00,off_pct,0%,,,,,
player,201309220oti,oti,CaseJu00,defense,57,,,,,
player,201309220oti,oti,CaseJu00,def_pct,97%,,,,,
player,201309220oti,oti,CaseJu00,special_teams,5,,,,,
player,201309220oti,oti,CaseJu00,st_pct,18%,,,,,
player,201309220oti,oti,GrifMi99,pos,FS,,,,,
player,201309220oti,oti,GrifMi99,offense,0,,,,,
player,201309220oti,oti,GrifMi99,off_pct,0%,,,,,
player,201309220oti,oti,GrifMi99,defense,56,,,,,
player,201309220oti,oti,GrifMi99,def_pct,95%,,,,,
player,201309220oti,oti,GrifMi99,special_teams,10,,,,,
player,201309220oti,oti,GrifMi99,st_pct,36%,,,,,
player,201309220oti,oti,FokoMo99,pos,LB,,,,,
player,201309220oti,oti,FokoMo99,offense,0,,,,,
player,201309220oti,oti,FokoMo99,off_pct,0%,,,,,
player,201309220oti,oti,FokoMo99,defense,51,,,,,
player,201309220oti,oti,FokoMo99,def_pct,86%,,,,,
player,201309220oti,oti,FokoMo99,special_teams,5,,,,,
player,201309220oti,oti,FokoMo99,st_pct,18%,,,,,
player,201309220oti,oti,MorgDe99,pos,DE,,,,,
player,201309220oti,oti,MorgDe99,offense,0,,,,,
player,201309220oti,oti,MorgDe99,off_pct,0%,,,,,
player,201309220oti,oti,MorgDe99,defense,50,,,,,
player,201309220oti,oti,MorgDe99,def_pct,85%,,,,,
player,201309220oti,oti,MorgDe99,special_teams,4,,,,,
player,201309220oti,oti,MorgDe99,st_pct,14%,,,,,
player,201309220oti,oti,PitoRo00,pos,DE,,,,,
player,201309220oti,oti,PitoRo00,offense,0,,,,,
player,201309220oti,oti,PitoRo00,off_pct,0%,,,,,
player,201309220oti,oti,PitoRo00,defense,40,,,,,
player,201309220oti,oti,PitoRo00,def_pct,68%,,,,,
player,201309220oti,oti,PitoRo00,special_teams,5,,,,,
player,201309220oti,oti,PitoRo00,st_pct,18%,,,,,
player,201309220oti,oti,SensCo00,pos,CB,,,,,
player,201309220oti,oti,SensCo00,offense,0,,,,,
player,201309220oti,oti,SensCo00,off_pct,0%,,,,,
player,201309220oti,oti,SensCo00,defense,36,,,,,
player,201309220oti,oti,SensCo00,def_pct,61%,,,,,
player,201309220oti,oti,SensCo00,special_teams,8,,,,,
player,201309220oti,oti,SensCo00,st_pct,29%,,,,,
player,201309220oti,oti,JohnAn03,pos,DT,,,,,
player,201309220oti,oti,JohnAn03,offense,0,,,,,
player,201309220oti,oti,JohnAn03,off_pct,0%,,,,,
player,201309220oti,oti,JohnAn03,defense,36,,,,,
player,201309220oti,oti,JohnAn03,def_pct,61%,,,,,
player,201309220oti,oti,JohnAn03,special_teams,5,,,,,
player,201309220oti,oti,JohnAn03,st_pct,18%,,,,,
player,201309220oti,oti,WilsGe01,pos,FS,,,,,
player,201309220oti,oti,WilsGe01,offense,0,,,,,
player,201309220oti,oti,WilsGe01,off_pct,0%,,,,,
player,201309220oti,oti,WilsGe01,defense,35,,,,,
player,201309220oti,oti,WilsGe01,def_pct,59%,,,,,
player,201309220oti,oti,WilsGe01,special_teams,11,,,,,
player,201309220oti,oti,WilsGe01,st_pct,39%,,,,,
player,201309220oti,oti,AyerAk00,pos,LB,,,,,
player,201309220oti,oti,AyerAk00,offense,0,,,,,
player,201309220oti,oti,AyerAk00,off_pct,0%,,,,,
player,201309220oti,oti,AyerAk00,defense,35,,,,,
player,201309220oti,oti,AyerAk00,def_pct,59%,,,,,
player,201309220oti,oti,AyerAk00,special_teams,6,,,,,
player,201309220oti,oti,AyerAk00,st_pct,21%,,,,,
player,201309220oti,oti,BrowZa00,pos,LB,,,,,
player,201309220oti,oti,BrowZa00,offense,0,,,,,
player,201309220oti,oti,BrowZa00,off_pct,0%,,,,,
player,201309220oti,oti,BrowZa00,defense,31,,,,,
player,201309220oti,oti,BrowZa00,def_pct,53%,,,,,
player,201309220oti,oti,BrowZa00,special_teams,6,,,,,
player,201309220oti,oti,BrowZa00,st_pct,21%,,,,,
player,201309220oti,oti,MartMi01,pos,DT,,,,,
player,201309220oti,oti,MartMi01,offense,0,,,,,
player,201309220oti,oti,MartMi01,off_pct,0%,,,,,
player,201309220oti,oti,MartMi01,defense,13,,,,,
player,201309220oti,oti,MartMi01,def_pct,22%,,,,,
player,201309220oti,oti,MartMi01,special_teams,6,,,,,
player,201309220oti,oti,MartMi01,st_pct,21%,,,,,
player,201309220oti,oti,KlugKa00,pos,DE,,,,,
player,201309220oti,oti,KlugKa00,offense,0,,,,,
player,201309220oti,oti,KlugKa00,off_pct,0%,,,,,
player,201309220oti,oti,KlugKa00,defense,10,,,,,
player,201309220oti,oti,KlugKa00,def_pct,17%,,,,,
player,201309220oti,oti,KlugKa00,special_teams,5,,,,,
player,201309220oti,oti,KlugKa00,st_pct,18%,,,,,
player,201309220oti,oti,DawsKe99,pos,DE,,,,,
player,201309220oti,oti,DawsKe99,offense,0,,,,,
player,201309220oti,oti,DawsKe99,off_pct,0%,,,,,
player,201309220oti,oti,DawsKe99,defense,9,,,,,
player,201309220oti,oti,DawsKe99,def_pct,15%,,,,,
player,201309220oti,oti,DawsKe99,special_teams,11,,,,,
player,201309220oti,oti,DawsKe99,st_pct,39%,,,,,
player,201309220oti,oti,McCaCo00,pos,LB,,,,,
player,201309220oti,oti,McCaCo00,offense,0,,,,,
player,201309220oti,oti,McCaCo00,off_pct,0%,,,,,
player,201309220oti,oti,McCaCo00,defense,8,,,,,
player,201309220oti,oti,McCaCo00,def_pct,14%,,,,,
player,201309220oti,oti,McCaCo00,special_teams,17,,,,,
player,201309220oti,oti,McCaCo00,st_pct,61%,,,,,
player,201309220oti,oti,WimbKa20,pos,DE,,,,,
