game,2013,8,20131028,201310280ram,sea,"Seattle Seahawks",14,ram,"St. Louis Rams",9
player,201310280ram,sea,WilsRu00,rush_long,17,,,,,
player,201310280ram,sea,WilsRu00,targets,0,,,,,
player,201310280ram,sea,WilsRu00,rec,0,,,,,
player,201310280ram,sea,WilsRu00,rec_yds,0,,,,,
player,201310280ram,sea,WilsRu00,rec_td,0,,,,,
player,201310280ram,sea,WilsRu00,rec_long,0,,,,,
player,201310280ram,sea,WilsRu00,fumbles,0,,,,,
player,201310280ram,sea,WilsRu00,fumbles_lost,0,,,,,
player,201310280ram,sea,LyncMa00,pass_cmp,0,,,,,
player,201310280ram,sea,LyncMa00,pass_att,0,,,,,
player,201310280ram,sea,LyncMa00,pass_yds,0,,,,,
player,201310280ram,sea,LyncMa00,pass_td,0,,,,,
player,201310280ram,sea,LyncMa00,pass_int,0,,,,,
player,201310280ram,sea,LyncMa00,pass_sacked,0,,,,,
player,201310280ram,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201310280ram,sea,LyncMa00,pass_long,0,,,,,
player,201310280ram,sea,LyncMa00,pass_rating,,,,,,
player,201310280ram,sea,LyncMa00,rush_att,8,,,,,
player,201310280ram,sea,LyncMa00,rush_yds,23,,,,,
player,201310280ram,sea,LyncMa00,rush_td,0,,,,,
player,201310280ram,sea,LyncMa00,rush_long,9,,,,,
player,201310280ram,sea,LyncMa00,targets,1,,,,,
player,201310280ram,sea,LyncMa00,rec,1,,,,,
player,201310280ram,sea,LyncMa00,rec_yds,4,,,,,
player,201310280ram,sea,LyncMa00,rec_td,0,,,,,
player,201310280ram,sea,LyncMa00,rec_long,4,,,,,
player,201310280ram,sea,LyncMa00,fumbles,0,,,,,
player,201310280ram,sea,LyncMa00,fumbles_lost,0,,,,,
player,201310280ram,sea,TurbRo00,pass_cmp,0,,,,,
player,201310280ram,sea,TurbRo00,pass_att,0,,,,,
player,201310280ram,sea,TurbRo00,pass_yds,0,,,,,
player,201310280ram,sea,TurbRo00,pass_td,0,,,,,
player,201310280ram,sea,TurbRo00,pass_int,0,,,,,
player,201310280ram,sea,TurbRo00,pass_sacked,0,,,,,
player,201310280ram,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201310280ram,sea,TurbRo00,pass_long,0,,,,,
player,201310280ram,sea,TurbRo00,pass_rating,,,,,,
player,201310280ram,sea,TurbRo00,rush_att,3,,,,,
player,201310280ram,sea,TurbRo00,rush_yds,5,,,,,
player,201310280ram,sea,TurbRo00,rush_td,0,,,,,
player,201310280ram,sea,TurbRo00,rush_long,3,,,,,
player,201310280ram,sea,TurbRo00,targets,1,,,,,
player,201310280ram,sea,TurbRo00,rec,1,,,,,
player,201310280ram,sea,TurbRo00,rec_yds,16,,,,,
player,201310280ram,sea,TurbRo00,rec_td,0,,,,,
player,201310280ram,sea,TurbRo00,rec_long,16,,,,,
player,201310280ram,sea,TurbRo00,fumbles,0,,,,,
player,201310280ram,sea,TurbRo00,fumbles_lost,0,,,,,
player,201310280ram,sea,TateGo00,pass_cmp,0,,,,,
player,201310280ram,sea,TateGo00,pass_att,0,,,,,
player,201310280ram,sea,TateGo00,pass_yds,0,,,,,
player,201310280ram,sea,TateGo00,pass_td,0,,,,,
player,201310280ram,sea,TateGo00,pass_int,0,,,,,
player,201310280ram,sea,TateGo00,pass_sacked,0,,,,,
player,201310280ram,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201310280ram,sea,TateGo00,pass_long,0,,,,,
player,201310280ram,sea,TateGo00,pass_rating,,,,,,
player,201310280ram,sea,TateGo00,rush_att,0,,,,,
player,201310280ram,sea,TateGo00,rush_yds,0,,,,,
player,201310280ram,sea,TateGo00,rush_td,0,,,,,
player,201310280ram,sea,TateGo00,rush_long,0,,,,,
player,201310280ram,sea,TateGo00,targets,7,,,,,
player,201310280ram,sea,TateGo00,rec,5,,,,,
player,201310280ram,sea,TateGo00,rec_yds,93,,,,,
player,201310280ram,sea,TateGo00,rec_td,2,,,,,
player,201310280ram,sea,TateGo00,rec_long,80,,,,,
player,201310280ram,sea,TateGo00,fumbles,1,,,,,
player,201310280ram,sea,TateGo00,fumbles_lost,0,,,,,
player,201310280ram,sea,MillZa01,pass_cmp,0,,,,,
player,201310280ram,sea,MillZa01,pass_att,0,,,,,
player,201310280ram,sea,MillZa01,pass_yds,0,,,,,
player,201310280ram,sea,MillZa01,pass_td,0,,,,,
player,201310280ram,sea,MillZa01,pass_int,0,,,,,
player,201310280ram,sea,MillZa01,pass_sacked,0,,,,,
player,201310280ram,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201310280ram,sea,MillZa01,pass_long,0,,,,,
player,201310280ram,sea,MillZa01,pass_rating,,,,,,
player,201310280ram,sea,MillZa01,rush_att,0,,,,,
player,201310280ram,sea,MillZa01,rush_yds,0,,,,,
player,201310280ram,sea,MillZa01,rush_td,0,,,,,
player,201310280ram,sea,MillZa01,rush_long,0,,,,,
player,201310280ram,sea,MillZa01,targets,3,,,,,
player,201310280ram,sea,MillZa01,rec,2,,,,,
player,201310280ram,sea,MillZa01,rec_yds,14,,,,,
player,201310280ram,sea,MillZa01,rec_td,0,,,,,
player,201310280ram,sea,MillZa01,rec_long,8,,,,,
player,201310280ram,sea,MillZa01,fumbles,0,,,,,
player,201310280ram,sea,MillZa01,fumbles_lost,0,,,,,
player,201310280ram,sea,BaldDo00,pass_cmp,0,,,,,
player,201310280ram,sea,BaldDo00,pass_att,0,,,,,
player,201310280ram,sea,BaldDo00,pass_yds,0,,,,,
player,201310280ram,sea,BaldDo00,pass_td,0,,,,,
player,201310280ram,sea,BaldDo00,pass_int,0,,,,,
player,201310280ram,sea,BaldDo00,pass_sacked,0,,,,,
player,201310280ram,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201310280ram,sea,BaldDo00,pass_long,0,,,,,
player,201310280ram,sea,BaldDo00,pass_rating,,,,,,
player,201310280ram,sea,BaldDo00,rush_att,0,,,,,
player,201310280ram,sea,BaldDo00,rush_yds,0,,,,,
player,201310280ram,sea,BaldDo00,rush_td,0,,,,,
player,201310280ram,sea,BaldDo00,rush_long,0,,,,,
player,201310280ram,sea,BaldDo00,targets,1,,,,,
player,201310280ram,sea,BaldDo00,rec,1,,,,,
player,201310280ram,sea,BaldDo00,rec_yds,12,,,,,
player,201310280ram,sea,BaldDo00,rec_td,0,,,,,
player,201310280ram,sea,BaldDo00,rec_long,12,,,,,
player,201310280ram,sea,BaldDo00,fumbles,0,,,,,
player,201310280ram,sea,BaldDo00,fumbles_lost,0,,,,,
player,201310280ram,sea,RiceSi01,pass_cmp,0,,,,,
player,201310280ram,sea,RiceSi01,pass_att,0,,,,,
player,201310280ram,sea,RiceSi01,pass_yds,0,,,,,
player,201310280ram,sea,RiceSi01,pass_td,0,,,,,
player,201310280ram,sea,RiceSi01,pass_int,0,,,,,
player,201310280ram,sea,RiceSi01,pass_sacked,0,,,,,
player,201310280ram,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201310280ram,sea,RiceSi01,pass_long,0,,,,,
player,201310280ram,sea,RiceSi01,pass_rating,,,,,,
player,201310280ram,sea,RiceSi01,rush_att,0,,,,,
player,201310280ram,sea,RiceSi01,rush_yds,0,,,,,
player,201310280ram,sea,RiceSi01,rush_td,0,,,,,
player,201310280ram,sea,RiceSi01,rush_long,0,,,,,
player,201310280ram,sea,RiceSi01,targets,3,,,,,
player,201310280ram,sea,RiceSi01,rec,0,,,,,
player,201310280ram,sea,RiceSi01,rec_yds,0,,,,,
player,201310280ram,sea,RiceSi01,rec_td,0,,,,,
player,201310280ram,sea,RiceSi01,rec_long,0,,,,,
player,201310280ram,sea,RiceSi01,fumbles,0,,,,,
player,201310280ram,sea,RiceSi01,fumbles_lost,0,,,,,
player,201310280ram,sea,KearJe01,pass_cmp,0,,,,,
player,201310280ram,sea,KearJe01,pass_att,0,,,,,
player,201310280ram,sea,KearJe01,pass_yds,0,,,,,
player,201310280ram,sea,KearJe01,pass_td,0,,,,,
player,201310280ram,sea,KearJe01,pass_int,0,,,,,
player,201310280ram,sea,KearJe01,pass_sacked,0,,,,,
player,201310280ram,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201310280ram,sea,KearJe01,pass_long,0,,,,,
player,201310280ram,sea,KearJe01,pass_rating,,,,,,
player,201310280ram,sea,KearJe01,rush_att,0,,,,,
player,201310280ram,sea,KearJe01,rush_yds,0,,,,,
player,201310280ram,sea,KearJe01,rush_td,0,,,,,
player,201310280ram,sea,KearJe01,rush_long,0,,,,,
player,201310280ram,sea,KearJe01,targets,2,,,,,
player,201310280ram,sea,KearJe01,rec,0,,,,,
player,201310280ram,sea,KearJe01,rec_yds,0,,,,,
player,201310280ram,sea,KearJe01,rec_td,0,,,,,
player,201310280ram,sea,KearJe01,rec_long,0,,,,,
player,201310280ram,sea,KearJe01,fumbles,0,,,,,
player,201310280ram,sea,KearJe01,fumbles_lost,0,,,,,
player,201310280ram,sea,RobiMi00,pass_cmp,0,,,,,
player,201310280ram,sea,RobiMi00,pass_att,0,,,,,
player,201310280ram,sea,RobiMi00,pass_yds,0,,,,,
player,201310280ram,sea,RobiMi00,pass_td,0,,,,,
player,201310280ram,sea,RobiMi00,pass_int,0,,,,,
player,201310280ram,sea,RobiMi00,pass_sacked,0,,,,,
player,201310280ram,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201310280ram,sea,RobiMi00,pass_long,0,,,,,
player,201310280ram,sea,RobiMi00,pass_rating,,,,,,
player,201310280ram,sea,RobiMi00,rush_att,1,,,,,
player,201310280ram,sea,RobiMi00,rush_yds,0,,,,,
player,201310280ram,sea,RobiMi00,rush_td,0,,,,,
player,201310280ram,sea,RobiMi00,rush_long,0,,,,,
player,201310280ram,sea,RobiMi00,targets,0,,,,,
player,201310280ram,sea,RobiMi00,rec,0,,,,,
player,201310280ram,sea,RobiMi00,rec_yds,0,,,,,
player,201310280ram,sea,RobiMi00,rec_td,0,,,,,
player,201310280ram,sea,RobiMi00,rec_long,0,,,,,
player,201310280ram,sea,RobiMi00,fumbles,0,,,,,
player,201310280ram,sea,RobiMi00,fumbles_lost,0,,,,,
player,201310280ram,ram,ClemKe00,pass_cmp,15,,,,,
player,201310280ram,ram,ClemKe00,pass_att,31,,,,,
player,201310280ram,ram,ClemKe00,pass_yds,158,,,,,
player,201310280ram,ram,ClemKe00,pass_td,0,,,,,
player,201310280ram,ram,ClemKe00,pass_int,2,,,,,
player,201310280ram,ram,ClemKe00,pass_sacked,3,,,,,
player,201310280ram,ram,ClemKe00,pass_sacked_yds,19,,,,,
player,201310280ram,ram,ClemKe00,pass_long,26,,,,,
player,201310280ram,ram,ClemKe00,pass_rating,36.8,,,,,
player,201310280ram,ram,ClemKe00,rush_att,2,,,,,
player,201310280ram,ram,ClemKe00,rush_yds,11,,,,,
player,201310280ram,ram,ClemKe00,rush_td,0,,,,,
player,201310280ram,ram,ClemKe00,rush_long,6,,,,,
player,201310280ram,ram,ClemKe00,targets,0,,,,,
player,201310280ram,ram,ClemKe00,rec,0,,,,,
player,201310280ram,ram,ClemKe00,rec_yds,0,,,,,
player,201310280ram,ram,ClemKe00,rec_td,0,,,,,
player,201310280ram,ram,ClemKe00,rec_long,0,,,,,
player,201310280ram,ram,ClemKe00,fumbles,1,,,,,
player,201310280ram,ram,ClemKe00,fumbles_lost,0,,,,,
player,201310280ram,ram,StacZa00,pass_cmp,0,,,,,
player,201310280ram,ram,StacZa00,pass_att,0,,,,,
player,201310280ram,ram,StacZa00,pass_yds,0,,,,,
player,201310280ram,ram,StacZa00,pass_td,0,,,,,
player,201310280ram,ram,StacZa00,pass_int,0,,,,,
player,201310280ram,ram,StacZa00,pass_sacked,0,,,,,
player,201310280ram,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,StacZa00,pass_long,0,,,,,
player,201310280ram,ram,StacZa00,pass_rating,,,,,,
player,201310280ram,ram,StacZa00,rush_att,26,,,,,
player,201310280ram,ram,StacZa00,rush_yds,134,,,,,
player,201310280ram,ram,StacZa00,rush_td,0,,,,,
player,201310280ram,ram,StacZa00,rush_long,18,,,,,
player,201310280ram,ram,StacZa00,targets,3,,,,,
player,201310280ram,ram,StacZa00,rec,1,,,,,
player,201310280ram,ram,StacZa00,rec_yds,-5,,,,,
player,201310280ram,ram,StacZa00,rec_td,0,,,,,
player,201310280ram,ram,StacZa00,rec_long,-5,,,,,
player,201310280ram,ram,StacZa00,fumbles,0,,,,,
player,201310280ram,ram,StacZa00,fumbles_lost,0,,,,,
player,201310280ram,ram,RichDa00,pass_cmp,0,,,,,
player,201310280ram,ram,RichDa00,pass_att,0,,,,,
player,201310280ram,ram,RichDa00,pass_yds,0,,,,,
player,201310280ram,ram,RichDa00,pass_td,0,,,,,
player,201310280ram,ram,RichDa00,pass_int,0,,,,,
player,201310280ram,ram,RichDa00,pass_sacked,0,,,,,
player,201310280ram,ram,RichDa00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,RichDa00,pass_long,0,,,,,
player,201310280ram,ram,RichDa00,pass_rating,,,,,,
player,201310280ram,ram,RichDa00,rush_att,8,,,,,
player,201310280ram,ram,RichDa00,rush_yds,39,,,,,
player,201310280ram,ram,RichDa00,rush_td,0,,,,,
player,201310280ram,ram,RichDa00,rush_long,14,,,,,
player,201310280ram,ram,RichDa00,targets,1,,,,,
player,201310280ram,ram,RichDa00,rec,1,,,,,
player,201310280ram,ram,RichDa00,rec_yds,8,,,,,
player,201310280ram,ram,RichDa00,rec_td,0,,,,,
player,201310280ram,ram,RichDa00,rec_long,8,,,,,
player,201310280ram,ram,RichDa00,fumbles,0,,,,,
player,201310280ram,ram,RichDa00,fumbles_lost,0,,,,,
player,201310280ram,ram,GiveCh00,pass_cmp,0,,,,,
player,201310280ram,ram,GiveCh00,pass_att,0,,,,,
player,201310280ram,ram,GiveCh00,pass_yds,0,,,,,
player,201310280ram,ram,GiveCh00,pass_td,0,,,,,
player,201310280ram,ram,GiveCh00,pass_int,0,,,,,
player,201310280ram,ram,GiveCh00,pass_sacked,0,,,,,
player,201310280ram,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,GiveCh00,pass_long,0,,,,,
player,201310280ram,ram,GiveCh00,pass_rating,,,,,,
player,201310280ram,ram,GiveCh00,rush_att,1,,,,,
player,201310280ram,ram,GiveCh00,rush_yds,16,,,,,
player,201310280ram,ram,GiveCh00,rush_td,0,,,,,
player,201310280ram,ram,GiveCh00,rush_long,16,,,,,
player,201310280ram,ram,GiveCh00,targets,5,,,,,
player,201310280ram,ram,GiveCh00,rec,4,,,,,
player,201310280ram,ram,GiveCh00,rec_yds,59,,,,,
player,201310280ram,ram,GiveCh00,rec_td,0,,,,,
player,201310280ram,ram,GiveCh00,rec_long,23,,,,,
player,201310280ram,ram,GiveCh00,fumbles,0,,,,,
player,201310280ram,ram,GiveCh00,fumbles_lost,0,,,,,
player,201310280ram,ram,PettAu00,pass_cmp,0,,,,,
player,201310280ram,ram,PettAu00,pass_att,0,,,,,
player,201310280ram,ram,PettAu00,pass_yds,0,,,,,
player,201310280ram,ram,PettAu00,pass_td,0,,,,,
player,201310280ram,ram,PettAu00,pass_int,0,,,,,
player,201310280ram,ram,PettAu00,pass_sacked,0,,,,,
player,201310280ram,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,PettAu00,pass_long,0,,,,,
player,201310280ram,ram,PettAu00,pass_rating,,,,,,
player,201310280ram,ram,PettAu00,rush_att,0,,,,,
player,201310280ram,ram,PettAu00,rush_yds,0,,,,,
player,201310280ram,ram,PettAu00,rush_td,0,,,,,
player,201310280ram,ram,PettAu00,rush_long,0,,,,,
player,201310280ram,ram,PettAu00,targets,4,,,,,
player,201310280ram,ram,PettAu00,rec,2,,,,,
player,201310280ram,ram,PettAu00,rec_yds,33,,,,,
player,201310280ram,ram,PettAu00,rec_td,0,,,,,
player,201310280ram,ram,PettAu00,rec_long,26,,,,,
player,201310280ram,ram,PettAu00,fumbles,0,,,,,
player,201310280ram,ram,PettAu00,fumbles_lost,0,,,,,
player,201310280ram,ram,CookJa02,pass_cmp,0,,,,,
player,201310280ram,ram,CookJa02,pass_att,0,,,,,
player,201310280ram,ram,CookJa02,pass_yds,0,,,,,
player,201310280ram,ram,CookJa02,pass_td,0,,,,,
player,201310280ram,ram,CookJa02,pass_int,0,,,,,
player,201310280ram,ram,CookJa02,pass_sacked,0,,,,,
player,201310280ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201310280ram,ram,CookJa02,pass_long,0,,,,,
player,201310280ram,ram,CookJa02,pass_rating,,,,,,
player,201310280ram,ram,CookJa02,rush_att,0,,,,,
player,201310280ram,ram,CookJa02,rush_yds,0,,,,,
player,201310280ram,ram,CookJa02,rush_td,0,,,,,
player,201310280ram,ram,CookJa02,rush_long,0,,,,,
player,201310280ram,ram,CookJa02,targets,6,,,,,
player,201310280ram,ram,CookJa02,rec,3,,,,,
player,201310280ram,ram,CookJa02,rec_yds,31,,,,,
player,201310280ram,ram,CookJa02,rec_td,0,,,,,
player,201310280ram,ram,CookJa02,rec_long,19,,,,,
player,201310280ram,ram,CookJa02,fumbles,0,,,,,
player,201310280ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201310280ram,ram,KendLa00,pass_cmp,0,,,,,
player,201310280ram,ram,KendLa00,pass_att,0,,,,,
player,201310280ram,ram,KendLa00,pass_yds,0,,,,,
player,201310280ram,ram,KendLa00,pass_td,0,,,,,
player,201310280ram,ram,KendLa00,pass_int,0,,,,,
player,201310280ram,ram,KendLa00,pass_sacked,0,,,,,
player,201310280ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,KendLa00,pass_long,0,,,,,
player,201310280ram,ram,KendLa00,pass_rating,,,,,,
player,201310280ram,ram,KendLa00,rush_att,0,,,,,
player,201310280ram,ram,KendLa00,rush_yds,0,,,,,
player,201310280ram,ram,KendLa00,rush_td,0,,,,,
player,201310280ram,ram,KendLa00,rush_long,0,,,,,
player,201310280ram,ram,KendLa00,targets,5,,,,,
player,201310280ram,ram,KendLa00,rec,2,,,,,
player,201310280ram,ram,KendLa00,rec_yds,23,,,,,
player,201310280ram,ram,KendLa00,rec_td,0,,,,,
player,201310280ram,ram,KendLa00,rec_long,18,,,,,
player,201310280ram,ram,KendLa00,fumbles,0,,,,,
player,201310280ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201310280ram,ram,AustTa00,pass_cmp,0,,,,,
player,201310280ram,ram,AustTa00,pass_att,0,,,,,
player,201310280ram,ram,AustTa00,pass_yds,0,,,,,
player,201310280ram,ram,AustTa00,pass_td,0,,,,,
player,201310280ram,ram,AustTa00,pass_int,0,,,,,
player,201310280ram,ram,AustTa00,pass_sacked,0,,,,,
player,201310280ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,AustTa00,pass_long,0,,,,,
player,201310280ram,ram,AustTa00,pass_rating,,,,,,
player,201310280ram,ram,AustTa00,rush_att,0,,,,,
player,201310280ram,ram,AustTa00,rush_yds,0,,,,,
player,201310280ram,ram,AustTa00,rush_td,0,,,,,
player,201310280ram,ram,AustTa00,rush_long,0,,,,,
player,201310280ram,ram,AustTa00,targets,3,,,,,
player,201310280ram,ram,AustTa00,rec,2,,,,,
player,201310280ram,ram,AustTa00,rec_yds,9,,,,,
player,201310280ram,ram,AustTa00,rec_td,0,,,,,
player,201310280ram,ram,AustTa00,rec_long,12,,,,,
player,201310280ram,ram,AustTa00,fumbles,0,,,,,
player,201310280ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201310280ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201310280ram,ram,QuicBr00,pass_att,0,,,,,
player,201310280ram,ram,QuicBr00,pass_yds,0,,,,,
player,201310280ram,ram,QuicBr00,pass_td,0,,,,,
player,201310280ram,ram,QuicBr00,pass_int,0,,,,,
player,201310280ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201310280ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,QuicBr00,pass_long,0,,,,,
player,201310280ram,ram,QuicBr00,pass_rating,,,,,,
player,201310280ram,ram,QuicBr00,rush_att,0,,,,,
player,201310280ram,ram,QuicBr00,rush_yds,0,,,,,
player,201310280ram,ram,QuicBr00,rush_td,0,,,,,
player,201310280ram,ram,QuicBr00,rush_long,0,,,,,
player,201310280ram,ram,QuicBr00,targets,3,,,,,
player,201310280ram,ram,QuicBr00,rec,0,,,,,
player,201310280ram,ram,QuicBr00,rec_yds,0,,,,,
player,201310280ram,ram,QuicBr00,rec_td,0,,,,,
player,201310280ram,ram,QuicBr00,rec_long,0,,,,,
player,201310280ram,ram,QuicBr00,fumbles,0,,,,,
player,201310280ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201310280ram,ram,HarkCo00,pass_cmp,0,,,,,
player,201310280ram,ram,HarkCo00,pass_att,0,,,,,
player,201310280ram,ram,HarkCo00,pass_yds,0,,,,,
player,201310280ram,ram,HarkCo00,pass_td,0,,,,,
player,201310280ram,ram,HarkCo00,pass_int,0,,,,,
player,201310280ram,ram,HarkCo00,pass_sacked,0,,,,,
player,201310280ram,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201310280ram,ram,HarkCo00,pass_long,0,,,,,
player,201310280ram,ram,HarkCo00,pass_rating,,,,,,
player,201310280ram,ram,HarkCo00,rush_att,0,,,,,
player,201310280ram,ram,HarkCo00,rush_yds,0,,,,,
player,201310280ram,ram,HarkCo00,rush_td,0,,,,,
player,201310280ram,ram,HarkCo00,rush_long,0,,,,,
player,201310280ram,ram,HarkCo00,targets,1,,,,,
player,201310280ram,ram,HarkCo00,rec,0,,,,,
player,201310280ram,ram,HarkCo00,rec_yds,0,,,,,
player,201310280ram,ram,HarkCo00,rec_td,0,,,,,
player,201310280ram,ram,HarkCo00,rec_long,0,,,,,
player,201310280ram,ram,HarkCo00,fumbles,0,,,,,
player,201310280ram,ram,HarkCo00,fumbles_lost,0,,,,,
player,201310280ram,sea,IrviBr00,def_int,1,,,,,
player,201310280ram,sea,IrviBr00,def_int_yds,8,,,,,
player,201310280ram,sea,IrviBr00,def_int_td,0,,,,,
player,201310280ram,sea,IrviBr00,def_int_long,8,,,,,
player,201310280ram,sea,IrviBr00,pass_defended,1,,,,,
player,201310280ram,sea,IrviBr00,sacks,1.0,,,,,
player,201310280ram,sea,IrviBr00,tackles_combined,9,,,,,
player,201310280ram,sea,IrviBr00,tackles_solo,8,,,,,
player,201310280ram,sea,IrviBr00,tackles_assists,1,,,,,
player,201310280ram,sea,IrviBr00,tackles_loss,0,,,,,
player,201310280ram,sea,IrviBr00,qb_hits,1,,,,,
player,201310280ram,sea,IrviBr00,fumbles_rec,0,,,,,
player,201310280ram,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201310280ram,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201310280ram,sea,IrviBr00,fumbles_forced,1,,,,,
player,201310280ram,sea,SherRi00,def_int,1,,,,,
player,201310280ram,sea,SherRi00,def_int_yds,38,,,,,
player,201310280ram,sea,SherRi00,def_int_td,0,,,,,
player,201310280ram,sea,SherRi00,def_int_long,38,,,,,
player,201310280ram,sea,SherRi00,pass_defended,1,,,,,
player,201310280ram,sea,SherRi00,sacks,0.0,,,,,
player,201310280ram,sea,SherRi00,tackles_combined,3,,,,,
player,201310280ram,sea,SherRi00,tackles_solo,3,,,,,
player,201310280ram,sea,SherRi00,tackles_assists,0,,,,,
player,201310280ram,sea,SherRi00,tackles_loss,0,,,,,
player,201310280ram,sea,SherRi00,qb_hits,0,,,,,
player,201310280ram,sea,SherRi00,fumbles_rec,0,,,,,
player,201310280ram,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201310280ram,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201310280ram,sea,SherRi00,fumbles_forced,0,,,,,
player,201310280ram,sea,ThurWa99,def_int,0,,,,,
player,201310280ram,sea,ThurWa99,def_int_yds,0,,,,,
player,201310280ram,sea,ThurWa99,def_int_td,0,,,,,
player,201310280ram,sea,ThurWa99,def_int_long,0,,,,,
player,201310280ram,sea,ThurWa99,pass_defended,0,,,,,
player,201310280ram,sea,ThurWa99,sacks,1.0,,,,,
player,201310280ram,sea,ThurWa99,tackles_combined,2,,,,,
player,201310280ram,sea,ThurWa99,tackles_solo,2,,,,,
player,201310280ram,sea,ThurWa99,tackles_assists,0,,,,,
player,201310280ram,sea,ThurWa99,tackles_loss,1,,,,,
player,201310280ram,sea,ThurWa99,qb_hits,1,,,,,
player,201310280ram,sea,ThurWa99,fumbles_rec,0,,,,,
player,201310280ram,sea,ThurWa99,fumbles_rec_yds,0,,,,,
player,201310280ram,sea,ThurWa99,fumbles_rec_td,0,,,,,
player,201310280ram,sea,ThurWa99,fumbles_forced,0,,,,,
player,201310280ram,sea,AvriCl99,def_int,0,,,,,
player,201310280ram,sea,AvriCl99,def_int_yds,0,,,,,
player,201310280ram,sea,AvriCl99,def_int_td,0,,,,,
player,201310280ram,sea,AvriCl99,def_int_long,0,,,,,
player,201310280ram,sea,AvriCl99,pass_defended,0,,,,,
player,201310280ram,sea,AvriCl99,sacks,1.0,,,,,
player,201310280ram,sea,AvriCl99,tackles_combined,1,,,,,
player,201310280ram,sea,AvriCl99,tackles_solo,1,,,,,
player,201310280ram,sea,AvriCl99,tackles_assists,0,,,,,
player,201310280ram,sea,AvriCl99,tackles_loss,1,,,,,
