game,2013,5,20131006,201310060chi,nor,"New Orleans Saints",26,chi,"Chicago Bears",18
player,201310060chi,chi,GreeKh00,fumbles_forced,,,,,,
player,201310060chi,nor,SproDa00,kick_ret,2,,,,,
player,201310060chi,nor,SproDa00,kick_ret_yds,38,,,,,
player,201310060chi,nor,SproDa00,kick_ret_yds_per_ret,19.0,,,,,
player,201310060chi,nor,SproDa00,kick_ret_td,0,,,,,
player,201310060chi,nor,SproDa00,kick_ret_long,19,,,,,
player,201310060chi,nor,SproDa00,punt_ret,1,,,,,
player,201310060chi,nor,SproDa00,punt_ret_yds,2,,,,,
player,201310060chi,nor,SproDa00,punt_ret_yds_per_ret,2.0,,,,,
player,201310060chi,nor,SproDa00,punt_ret_td,0,,,,,
player,201310060chi,nor,SproDa00,punt_ret_long,2,,,,,
player,201310060chi,chi,HestDe99,kick_ret,2,,,,,
player,201310060chi,chi,HestDe99,kick_ret_yds,49,,,,,
player,201310060chi,chi,HestDe99,kick_ret_yds_per_ret,24.5,,,,,
player,201310060chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201310060chi,chi,HestDe99,kick_ret_long,26,,,,,
player,201310060chi,chi,HestDe99,punt_ret,1,,,,,
player,201310060chi,chi,HestDe99,punt_ret_yds,17,,,,,
player,201310060chi,chi,HestDe99,punt_ret_yds_per_ret,17.0,,,,,
player,201310060chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201310060chi,chi,HestDe99,punt_ret_long,17,,,,,
player,201310060chi,nor,HartGa00,xpm,2,,,,,
player,201310060chi,nor,HartGa00,xpa,2,,,,,
player,201310060chi,nor,HartGa00,fgm,4,,,,,
player,201310060chi,nor,HartGa00,fga,4,,,,,
player,201310060chi,nor,HartGa00,punt,0,,,,,
player,201310060chi,nor,HartGa00,punt_yds,0,,,,,
player,201310060chi,nor,HartGa00,punt_yds_per_punt,,,,,,
player,201310060chi,nor,HartGa00,punt_long,0,,,,,
player,201310060chi,nor,MorsTh00,xpm,,,,,,
player,201310060chi,nor,MorsTh00,xpa,,,,,,
player,201310060chi,nor,MorsTh00,fgm,,,,,,
player,201310060chi,nor,MorsTh00,fga,,,,,,
player,201310060chi,nor,MorsTh00,punt,4,,,,,
player,201310060chi,nor,MorsTh00,punt_yds,195,,,,,
player,201310060chi,nor,MorsTh00,punt_yds_per_punt,48.8,,,,,
player,201310060chi,nor,MorsTh00,punt_long,56,,,,,
player,201310060chi,chi,gouldrob01,xpm,1,,,,,
player,201310060chi,chi,gouldrob01,xpa,1,,,,,
player,201310060chi,chi,gouldrob01,fgm,1,,,,,
player,201310060chi,chi,gouldrob01,fga,1,,,,,
player,201310060chi,chi,gouldrob01,punt,0,,,,,
player,201310060chi,chi,gouldrob01,punt_yds,0,,,,,
player,201310060chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201310060chi,chi,gouldrob01,punt_long,0,,,,,
player,201310060chi,chi,PodlAd20,xpm,,,,,,
player,201310060chi,chi,PodlAd20,xpa,,,,,,
player,201310060chi,chi,PodlAd20,fgm,,,,,,
player,201310060chi,chi,PodlAd20,fga,,,,,,
player,201310060chi,chi,PodlAd20,punt,4,,,,,
player,201310060chi,chi,PodlAd20,punt_yds,181,,,,,
player,201310060chi,chi,PodlAd20,punt_yds_per_punt,45.3,,,,,
player,201310060chi,chi,PodlAd20,punt_long,54,,,,,
player,201310060chi,chi,GarzRo20,pos,C,,,,,
player,201310060chi,chi,GarzRo20,offense,56,,,,,
player,201310060chi,chi,GarzRo20,off_pct,100%,,,,,
player,201310060chi,chi,GarzRo20,defense,0,,,,,
player,201310060chi,chi,GarzRo20,def_pct,0%,,,,,
player,201310060chi,chi,GarzRo20,special_teams,2,,,,,
player,201310060chi,chi,GarzRo20,st_pct,7%,,,,,
player,201310060chi,chi,BushJe20,pos,T,,,,,
player,201310060chi,chi,BushJe20,offense,56,,,,,
player,201310060chi,chi,BushJe20,off_pct,100%,,,,,
player,201310060chi,chi,BushJe20,defense,0,,,,,
player,201310060chi,chi,BushJe20,def_pct,0%,,,,,
player,201310060chi,chi,BushJe20,special_teams,2,,,,,
player,201310060chi,chi,BushJe20,st_pct,7%,,,,,
player,201310060chi,chi,SlauMa20,pos,G,,,,,
player,201310060chi,chi,SlauMa20,offense,56,,,,,
player,201310060chi,chi,SlauMa20,off_pct,100%,,,,,
player,201310060chi,chi,SlauMa20,defense,0,,,,,
player,201310060chi,chi,SlauMa20,def_pct,0%,,,,,
player,201310060chi,chi,SlauMa20,special_teams,2,,,,,
player,201310060chi,chi,SlauMa20,st_pct,7%,,,,,
player,201310060chi,chi,LongKy00,pos,G,,,,,
player,201310060chi,chi,LongKy00,offense,56,,,,,
player,201310060chi,chi,LongKy00,off_pct,100%,,,,,
player,201310060chi,chi,LongKy00,defense,0,,,,,
player,201310060chi,chi,LongKy00,def_pct,0%,,,,,
player,201310060chi,chi,LongKy00,special_teams,2,,,,,
player,201310060chi,chi,LongKy00,st_pct,7%,,,,,
player,201310060chi,chi,MillJo02,pos,T,,,,,
player,201310060chi,chi,MillJo02,offense,56,,,,,
player,201310060chi,chi,MillJo02,off_pct,100%,,,,,
player,201310060chi,chi,MillJo02,defense,0,,,,,
player,201310060chi,chi,MillJo02,def_pct,0%,,,,,
player,201310060chi,chi,MillJo02,special_teams,2,,,,,
player,201310060chi,chi,MillJo02,st_pct,7%,,,,,
player,201310060chi,chi,CutlJa00,pos,QB,,,,,
player,201310060chi,chi,CutlJa00,offense,56,,,,,
player,201310060chi,chi,CutlJa00,off_pct,100%,,,,,
player,201310060chi,chi,CutlJa00,defense,0,,,,,
player,201310060chi,chi,CutlJa00,def_pct,0%,,,,,
player,201310060chi,chi,CutlJa00,special_teams,0,,,,,
player,201310060chi,chi,CutlJa00,st_pct,0%,,,,,
player,201310060chi,chi,MarsBr00,pos,WR,,,,,
player,201310060chi,chi,MarsBr00,offense,54,,,,,
player,201310060chi,chi,MarsBr00,off_pct,96%,,,,,
player,201310060chi,chi,MarsBr00,defense,0,,,,,
player,201310060chi,chi,MarsBr00,def_pct,0%,,,,,
player,201310060chi,chi,MarsBr00,special_teams,0,,,,,
player,201310060chi,chi,MarsBr00,st_pct,0%,,,,,
player,201310060chi,chi,JeffAl00,pos,WR,,,,,
player,201310060chi,chi,JeffAl00,offense,53,,,,,
player,201310060chi,chi,JeffAl00,off_pct,95%,,,,,
player,201310060chi,chi,JeffAl00,defense,0,,,,,
player,201310060chi,chi,JeffAl00,def_pct,0%,,,,,
player,201310060chi,chi,JeffAl00,special_teams,0,,,,,
player,201310060chi,chi,JeffAl00,st_pct,0%,,,,,
player,201310060chi,chi,FortMa00,pos,RB,,,,,
player,201310060chi,chi,FortMa00,offense,51,,,,,
player,201310060chi,chi,FortMa00,off_pct,91%,,,,,
player,201310060chi,chi,FortMa00,defense,0,,,,,
player,201310060chi,chi,FortMa00,def_pct,0%,,,,,
player,201310060chi,chi,FortMa00,special_teams,0,,,,,
player,201310060chi,chi,FortMa00,st_pct,0%,,,,,
player,201310060chi,chi,BennEa00,pos,WR,,,,,
player,201310060chi,chi,BennEa00,offense,46,,,,,
player,201310060chi,chi,BennEa00,off_pct,82%,,,,,
player,201310060chi,chi,BennEa00,defense,0,,,,,
player,201310060chi,chi,BennEa00,def_pct,0%,,,,,
player,201310060chi,chi,BennEa00,special_teams,0,,,,,
player,201310060chi,chi,BennEa00,st_pct,0%,,,,,
player,201310060chi,chi,BennMa00,pos,TE,,,,,
player,201310060chi,chi,BennMa00,offense,37,,,,,
player,201310060chi,chi,BennMa00,off_pct,66%,,,,,
player,201310060chi,chi,BennMa00,defense,0,,,,,
player,201310060chi,chi,BennMa00,def_pct,0%,,,,,
player,201310060chi,chi,BennMa00,special_teams,0,,,,,
player,201310060chi,chi,BennMa00,st_pct,0%,,,,,
player,201310060chi,chi,BritEb20,pos,T,,,,,
player,201310060chi,chi,BritEb20,offense,16,,,,,
player,201310060chi,chi,BritEb20,off_pct,29%,,,,,
player,201310060chi,chi,BritEb20,defense,0,,,,,
player,201310060chi,chi,BritEb20,def_pct,0%,,,,,
player,201310060chi,chi,BritEb20,special_teams,2,,,,,
player,201310060chi,chi,BritEb20,st_pct,7%,,,,,
player,201310060chi,chi,RosaDa00,pos,TE,,,,,
player,201310060chi,chi,RosaDa00,offense,7,,,,,
player,201310060chi,chi,RosaDa00,off_pct,12%,,,,,
player,201310060chi,chi,RosaDa00,defense,0,,,,,
player,201310060chi,chi,RosaDa00,def_pct,0%,,,,,
player,201310060chi,chi,RosaDa00,special_teams,19,,,,,
player,201310060chi,chi,RosaDa00,st_pct,70%,,,,,
player,201310060chi,chi,BushMi00,pos,RB,,,,,
player,201310060chi,chi,BushMi00,offense,7,,,,,
player,201310060chi,chi,BushMi00,off_pct,12%,,,,,
player,201310060chi,chi,BushMi00,defense,0,,,,,
player,201310060chi,chi,BushMi00,def_pct,0%,,,,,
player,201310060chi,chi,BushMi00,special_teams,0,,,,,
player,201310060chi,chi,BushMi00,st_pct,0%,,,,,
player,201310060chi,chi,FiamTo00,pos,FB,,,,,
player,201310060chi,chi,FiamTo00,offense,4,,,,,
player,201310060chi,chi,FiamTo00,off_pct,7%,,,,,
player,201310060chi,chi,FiamTo00,defense,0,,,,,
player,201310060chi,chi,FiamTo00,def_pct,0%,,,,,
player,201310060chi,chi,FiamTo00,special_teams,11,,,,,
player,201310060chi,chi,FiamTo00,st_pct,41%,,,,,
player,201310060chi,chi,AndeJo00,pos,WR,,,,,
player,201310060chi,chi,AndeJo00,offense,3,,,,,
player,201310060chi,chi,AndeJo00,off_pct,5%,,,,,
player,201310060chi,chi,AndeJo00,defense,0,,,,,
player,201310060chi,chi,AndeJo00,def_pct,0%,,,,,
player,201310060chi,chi,AndeJo00,special_teams,13,,,,,
player,201310060chi,chi,AndeJo00,st_pct,48%,,,,,
player,201310060chi,chi,WeemEr00,pos,WR,,,,,
player,201310060chi,chi,WeemEr00,offense,2,,,,,
player,201310060chi,chi,WeemEr00,off_pct,4%,,,,,
player,201310060chi,chi,WeemEr00,defense,0,,,,,
player,201310060chi,chi,WeemEr00,def_pct,0%,,,,,
player,201310060chi,chi,WeemEr00,special_teams,17,,,,,
player,201310060chi,chi,WeemEr00,st_pct,63%,,,,,
player,201310060chi,chi,WrigMa99,pos,SS,,,,,
player,201310060chi,chi,WrigMa99,offense,0,,,,,
player,201310060chi,chi,WrigMa99,off_pct,0%,,,,,
player,201310060chi,chi,WrigMa99,defense,66,,,,,
player,201310060chi,chi,WrigMa99,def_pct,100%,,,,,
player,201310060chi,chi,WrigMa99,special_teams,12,,,,,
player,201310060chi,chi,WrigMa99,st_pct,44%,,,,,
player,201310060chi,chi,BrigLa99,pos,LB,,,,,
player,201310060chi,chi,BrigLa99,offense,0,,,,,
player,201310060chi,chi,BrigLa99,off_pct,0%,,,,,
player,201310060chi,chi,BrigLa99,defense,66,,,,,
player,201310060chi,chi,BrigLa99,def_pct,100%,,,,,
player,201310060chi,chi,BrigLa99,special_teams,8,,,,,
player,201310060chi,chi,BrigLa99,st_pct,30%,,,,,
player,201310060chi,chi,ContCh00,pos,FS,,,,,
player,201310060chi,chi,ContCh00,offense,0,,,,,
player,201310060chi,chi,ContCh00,off_pct,0%,,,,,
player,201310060chi,chi,ContCh00,defense,66,,,,,
player,201310060chi,chi,ContCh00,def_pct,100%,,,,,
player,201310060chi,chi,ContCh00,special_teams,7,,,,,
player,201310060chi,chi,ContCh00,st_pct,26%,,,,,
player,201310060chi,chi,TillCh20,pos,CB,,,,,
player,201310060chi,chi,TillCh20,offense,0,,,,,
player,201310060chi,chi,TillCh20,off_pct,0%,,,,,
player,201310060chi,chi,TillCh20,defense,66,,,,,
player,201310060chi,chi,TillCh20,def_pct,100%,,,,,
player,201310060chi,chi,TillCh20,special_teams,1,,,,,
player,201310060chi,chi,TillCh20,st_pct,4%,,,,,
player,201310060chi,chi,JennTi20,pos,CB,,,,,
player,201310060chi,chi,JennTi20,offense,0,,,,,
player,201310060chi,chi,JennTi20,off_pct,0%,,,,,
player,201310060chi,chi,JennTi20,defense,65,,,,,
player,201310060chi,chi,JennTi20,def_pct,98%,,,,,
player,201310060chi,chi,JennTi20,special_teams,6,,,,,
player,201310060chi,chi,JennTi20,st_pct,22%,,,,,
player,201310060chi,chi,McClSh00,pos,DE,,,,,
player,201310060chi,chi,McClSh00,offense,0,,,,,
player,201310060chi,chi,McClSh00,off_pct,0%,,,,,
player,201310060chi,chi,McClSh00,defense,62,,,,,
player,201310060chi,chi,McClSh00,def_pct,94%,,,,,
player,201310060chi,chi,McClSh00,special_teams,7,,,,,
player,201310060chi,chi,McClSh00,st_pct,26%,,,,,
player,201310060chi,chi,AndeJa21,pos,LB,,,,,
player,201310060chi,chi,AndeJa21,offense,0,,,,,
player,201310060chi,chi,AndeJa21,off_pct,0%,,,,,
player,201310060chi,chi,AndeJa21,defense,61,,,,,
player,201310060chi,chi,AndeJa21,def_pct,92%,,,,,
player,201310060chi,chi,AndeJa21,special_teams,7,,,,,
player,201310060chi,chi,AndeJa21,st_pct,26%,,,,,
player,201310060chi,chi,WootCo99,pos,DE,,,,,
player,201310060chi,chi,WootCo99,offense,0,,,,,
player,201310060chi,chi,WootCo99,off_pct,0%,,,,,
player,201310060chi,chi,WootCo99,defense,60,,,,,
player,201310060chi,chi,WootCo99,def_pct,91%,,,,,
player,201310060chi,chi,WootCo99,special_teams,9,,,,,
player,201310060chi,chi,WootCo99,st_pct,33%,,,,,
player,201310060chi,chi,PeppJu99,pos,DE,,,,,
player,201310060chi,chi,PeppJu99,offense,0,,,,,
player,201310060chi,chi,PeppJu99,off_pct,0%,,,,,
player,201310060chi,chi,PeppJu99,defense,58,,,,,
player,201310060chi,chi,PeppJu99,def_pct,88%,,,,,
player,201310060chi,chi,PeppJu99,special_teams,8,,,,,
player,201310060chi,chi,PeppJu99,st_pct,30%,,,,,
player,201310060chi,chi,WillD.20,pos,LB,,,,,
player,201310060chi,chi,WillD.20,offense,0,,,,,
player,201310060chi,chi,WillD.20,off_pct,0%,,,,,
player,201310060chi,chi,WillD.20,defense,54,,,,,
player,201310060chi,chi,WillD.20,def_pct,82%,,,,,
player,201310060chi,chi,WillD.20,special_teams,7,,,,,
player,201310060chi,chi,WillD.20,st_pct,26%,,,,,
player,201310060chi,chi,CollNa20,pos,NT,,,,,
player,201310060chi,chi,CollNa20,offense,0,,,,,
player,201310060chi,chi,CollNa20,off_pct,0%,,,,,
player,201310060chi,chi,CollNa20,defense,45,,,,,
player,201310060chi,chi,CollNa20,def_pct,68%,,,,,
player,201310060chi,chi,CollNa20,special_teams,5,,,,,
player,201310060chi,chi,CollNa20,st_pct,19%,,,,,
player,201310060chi,chi,CoheLa99,pos,DT,,,,,
player,201310060chi,chi,CoheLa99,offense,0,,,,,
player,201310060chi,chi,CoheLa99,off_pct,0%,,,,,
player,201310060chi,chi,CoheLa99,defense,26,,,,,
player,201310060chi,chi,CoheLa99,def_pct,39%,,,,,
player,201310060chi,chi,CoheLa99,special_teams,4,,,,,
player,201310060chi,chi,CoheLa99,st_pct,15%,,,,,
player,201310060chi,chi,FreyIs00,pos,CB,,,,,
player,201310060chi,chi,FreyIs00,offense,0,,,,,
player,201310060chi,chi,FreyIs00,off_pct,0%,,,,,
player,201310060chi,chi,FreyIs00,defense,17,,,,,
player,201310060chi,chi,FreyIs00,def_pct,26%,,,,,
player,201310060chi,chi,FreyIs00,special_teams,2,,,,,
player,201310060chi,chi,FreyIs00,st_pct,7%,,,,,
player,201310060chi,chi,BassDa00,pos,DE,,,,,
player,201310060chi,chi,BassDa00,offense,0,,,,,
player,201310060chi,chi,BassDa00,off_pct,0%,,,,,
player,201310060chi,chi,BassDa00,defense,13,,,,,
player,201310060chi,chi,BassDa00,def_pct,20%,,,,,
player,201310060chi,chi,BassDa00,special_teams,7,,,,,
player,201310060chi,chi,BassDa00,st_pct,26%,,,,,
player,201310060chi,chi,BowmZa20,pos,CB,,,,,
player,201310060chi,chi,BowmZa20,offense,0,,,,,
player,201310060chi,chi,BowmZa20,off_pct,0%,,,,,
player,201310060chi,chi,BowmZa20,defense,1,,,,,
player,201310060chi,chi,BowmZa20,def_pct,2%,,,,,
player,201310060chi,chi,BowmZa20,special_teams,12,,,,,
player,201310060chi,chi,BowmZa20,st_pct,44%,,,,,
player,201310060chi,chi,HestDe99,pos,WR,,,,,
player,201310060chi,chi,HestDe99,offense,0,,,,,
player,201310060chi,chi,HestDe99,off_pct,0%,,,,,
player,201310060chi,chi,HestDe99,defense,0,,,,,
player,201310060chi,chi,HestDe99,def_pct,0%,,,,,
player,201310060chi,chi,HestDe99,special_teams,17,,,,,
player,201310060chi,chi,HestDe99,st_pct,63%,,,,,
player,201310060chi,chi,StelCr99,pos,FS,,,,,
player,201310060chi,chi,StelCr99,offense,0,,,,,
player,201310060chi,chi,StelCr99,off_pct,0%,,,,,
player,201310060chi,chi,StelCr99,defense,0,,,,,
player,201310060chi,chi,StelCr99,def_pct,0%,,,,,
player,201310060chi,chi,StelCr99,special_teams,17,,,,,
player,201310060chi,chi,StelCr99,st_pct,63%,,,,,
player,201310060chi,chi,BostJo00,pos,LB,,,,,
player,201310060chi,chi,BostJo00,offense,0,,,,,
player,201310060chi,chi,BostJo00,off_pct,0%,,,,,
player,201310060chi,chi,BostJo00,defense,0,,,,,
player,201310060chi,chi,BostJo00,def_pct,0%,,,,,
player,201310060chi,chi,BostJo00,special_teams,17,,,,,
player,201310060chi,chi,BostJo00,st_pct,63%,,,,,
player,201310060chi,chi,CostBl20,pos,LB,,,,,
player,201310060chi,chi,CostBl20,offense,0,,,,,
player,201310060chi,chi,CostBl20,off_pct,0%,,,,,
player,201310060chi,chi,CostBl20,defense,0,,,,,
player,201310060chi,chi,CostBl20,def_pct,0%,,,,,
player,201310060chi,chi,CostBl20,special_teams,17,,,,,
player,201310060chi,chi,CostBl20,st_pct,63%,,,,,
player,201310060chi,chi,FordMi00,pos,RB,,,,,
player,201310060chi,chi,FordMi00,offense,0,,,,,
player,201310060chi,chi,FordMi00,off_pct,0%,,,,,
player,201310060chi,chi,FordMi00,defense,0,,,,,
player,201310060chi,chi,FordMi00,def_pct,0%,,,,,
player,201310060chi,chi,FordMi00,special_teams,13,,,,,
player,201310060chi,chi,FordMi00,st_pct,48%,,,,,
player,201310060chi,chi,GreeKh00,pos,LB,,,,,
player,201310060chi,chi,GreeKh00,offense,0,,,,,
player,201310060chi,chi,GreeKh00,off_pct,0%,,,,,
player,201310060chi,chi,GreeKh00,defense,0,,,,,
player,201310060chi,chi,GreeKh00,def_pct,0%,,,,,
player,201310060chi,chi,GreeKh00,special_teams,13,,,,,
player,201310060chi,chi,GreeKh00,st_pct,48%,,,,,
player,201310060chi,chi,McMaSh99,pos,CB,,,,,
player,201310060chi,chi,McMaSh99,offense,0,,,,,
player,201310060chi,chi,McMaSh99,off_pct,0%,,,,,
player,201310060chi,chi,McMaSh99,defense,0,,,,,
player,201310060chi,chi,McMaSh99,def_pct,0%,,,,,
player,201310060chi,chi,McMaSh99,special_teams,10,,,,,
player,201310060chi,chi,McMaSh99,st_pct,37%,,,,,
player,201310060chi,chi,PodlAd20,pos,P,,,,,
player,201310060chi,chi,PodlAd20,offense,0,,,,,
player,201310060chi,chi,PodlAd20,off_pct,0%,,,,,
player,201310060chi,chi,PodlAd20,defense,0,,,,,
player,201310060chi,chi,PodlAd20,def_pct,0%,,,,,
player,201310060chi,chi,PodlAd20,special_teams,6,,,,,
player,201310060chi,chi,PodlAd20,st_pct,22%,,,,,
player,201310060chi,chi,gouldrob01,pos,K,,,,,
player,201310060chi,chi,gouldrob01,offense,0,,,,,
player,201310060chi,chi,gouldrob01,off_pct,0%,,,,,
player,201310060chi,chi,gouldrob01,defense,0,,,,,
player,201310060chi,chi,gouldrob01,def_pct,0%,,,,,
player,201310060chi,chi,gouldrob01,special_teams,6,,,,,
player,201310060chi,chi,gouldrob01,st_pct,22%,,,,,
player,201310060chi,chi,MannPa20,pos,LS,,,,,
player,201310060chi,chi,MannPa20,offense,0,,,,,
player,201310060chi,chi,MannPa20,off_pct,0%,,,,,
player,201310060chi,chi,MannPa20,defense,0,,,,,
player,201310060chi,chi,MannPa20,def_pct,0%,,,,,
player,201310060chi,chi,MannPa20,special_teams,6,,,,,
player,201310060chi,chi,MannPa20,st_pct,22%,,,,,
player,201310060chi,chi,WilsMa02,pos,WR,,,,,
player,201310060chi,chi,WilsMa02,offense,0,,,,,
player,201310060chi,chi,WilsMa02,off_pct,0%,,,,,
player,201310060chi,chi,WilsMa02,defense,0,,,,,
player,201310060chi,chi,WilsMa02,def_pct,0%,,,,,
player,201310060chi,chi,WilsMa02,special_teams,1,,,,,
player,201310060chi,chi,WilsMa02,st_pct,4%,,,,,
player,201310060chi,nor,EvanJa21,pos,G,,,,,
player,201310060chi,nor,EvanJa21,offense,66,,,,,
player,201310060chi,nor,EvanJa21,off_pct,100%,,,,,
player,201310060chi,nor,EvanJa21,defense,0,,,,,
player,201310060chi,nor,EvanJa21,def_pct,0%,,,,,
player,201310060chi,nor,EvanJa21,special_teams,6,,,,,
player,201310060chi,nor,EvanJa21,st_pct,22%,,,,,
player,201310060chi,nor,GrubBe20,pos,G,,,,,
player,201310060chi,nor,GrubBe20,offense,66,,,,,
player,201310060chi,nor,GrubBe20,off_pct,100%,,,,,
player,201310060chi,nor,GrubBe20,defense,0,,,,,
player,201310060chi,nor,GrubBe20,def_pct,0%,,,,,
player,201310060chi,nor,GrubBe20,special_teams,6,,,,,
player,201310060chi,nor,GrubBe20,st_pct,22%,,,,,
player,201310060chi,nor,StriZa20,pos,T,,,,,
player,201310060chi,nor,StriZa20,offense,66,,,,,
player,201310060chi,nor,StriZa20,off_pct,100%,,,,,
player,201310060chi,nor,StriZa20,defense,0,,,,,
player,201310060chi,nor,StriZa20,def_pct,0%,,,,,
player,201310060chi,nor,StriZa20,special_teams,6,,,,,
player,201310060chi,nor,StriZa20,st_pct,22%,,,,,
player,201310060chi,nor,BrowCh28,pos,T,,,,,
player,201310060chi,nor,BrowCh28,offense,66,,,,,
player,201310060chi,nor,BrowCh28,off_pct,100%,,,,,
player,201310060chi,nor,BrowCh28,defense,0,,,,,
player,201310060chi,nor,BrowCh28,def_pct,0%,,,,,
player,201310060chi,nor,BrowCh28,special_teams,6,,,,,
player,201310060chi,nor,BrowCh28,st_pct,22%,,,,,
player,201310060chi,nor,BreeDr00,pos,QB,,,,,
player,201310060chi,nor,BreeDr00,offense,66,,,,,
player,201310060chi,nor,BreeDr00,off_pct,100%,,,,,
player,201310060chi,nor,BreeDr00,defense,0,,,,,
player,201310060chi,nor,BreeDr00,def_pct,0%,,,,,
player,201310060chi,nor,BreeDr00,special_teams,0,,,,,
player,201310060chi,nor,BreeDr00,st_pct,0%,,,,,
player,201310060chi,nor,DeLaBr00,pos,C,,,,,
player,201310060chi,nor,DeLaBr00,offense,66,,,,,
player,201310060chi,nor,DeLaBr00,off_pct,100%,,,,,
player,201310060chi,nor,DeLaBr00,defense,0,,,,,
player,201310060chi,nor,DeLaBr00,def_pct,0%,,,,,
player,201310060chi,nor,DeLaBr00,special_teams,0,,,,,
player,201310060chi,nor,DeLaBr00,st_pct,0%,,,,,
player,201310060chi,nor,ThomPi00,pos,RB,,,,,
player,201310060chi,nor,ThomPi00,offense,48,,,,,
player,201310060chi,nor,ThomPi00,off_pct,73%,,,,,
player,201310060chi,nor,ThomPi00,defense,0,,,,,
player,201310060chi,nor,ThomPi00,def_pct,0%,,,,,
player,201310060chi,nor,ThomPi00,special_teams,4,,,,,
player,201310060chi,nor,ThomPi00,st_pct,15%,,,,,
player,201310060chi,nor,WatsBe00,pos,TE,,,,,
player,201310060chi,nor,WatsBe00,offense,44,,,,,
player,201310060chi,nor,WatsBe00,off_pct,67%,,,,,
player,201310060chi,nor,WatsBe00,defense,0,,,,,
player,201310060chi,nor,WatsBe00,def_pct,0%,,,,,
player,201310060chi,nor,WatsBe00,special_teams,7,,,,,
player,201310060chi,nor,WatsBe00,st_pct,26%,,,,,
player,201310060chi,nor,CollJe01,pos,FB,,,,,
player,201310060chi,nor,CollJe01,offense,41,,,,,
player,201310060chi,nor,CollJe01,off_pct,62%,,,,,
player,201310060chi,nor,CollJe01,defense,0,,,,,
player,201310060chi,nor,CollJe01,def_pct,0%,,,,,
player,201310060chi,nor,CollJe01,special_teams,4,,,,,
player,201310060chi,nor,CollJe01,st_pct,15%,,,,,
player,201310060chi,nor,ColsMa00,pos,WR,,,,,
player,201310060chi,nor,ColsMa00,offense,41,,,,,
player,201310060chi,nor,ColsMa00,off_pct,62%,,,,,
player,201310060chi,nor,ColsMa00,defense,0,,,,,
player,201310060chi,nor,ColsMa00,def_pct,0%,,,,,
player,201310060chi,nor,ColsMa00,special_teams,1,,,,,
player,201310060chi,nor,ColsMa00,st_pct,4%,,,,,
player,201310060chi,nor,StilKe00,pos,WR,,,,,
player,201310060chi,nor,StilKe00,offense,39,,,,,
player,201310060chi,nor,StilKe00,off_pct,59%,,,,,
player,201310060chi,nor,StilKe00,defense,0,,,,,
player,201310060chi,nor,StilKe00,def_pct,0%,,,,,
player,201310060chi,nor,StilKe00,special_teams,0,,,,,
player,201310060chi,nor,StilKe00,st_pct,0%,,,,,
player,201310060chi,nor,GrahJi00,pos,TE,,,,,
player,201310060chi,nor,GrahJi00,offense,36,,,,,
player,201310060chi,nor,GrahJi00,off_pct,55%,,,,,
player,201310060chi,nor,GrahJi00,defense,1,,,,,
player,201310060chi,nor,GrahJi00,def_pct,2%,,,,,
player,201310060chi,nor,GrahJi00,special_teams,1,,,,,
player,201310060chi,nor,GrahJi00,st_pct,4%,,,,,
player,201310060chi,nor,MeacRo00,pos,WR,,,,,
player,201310060chi,nor,MeacRo00,offense,26,,,,,
player,201310060chi,nor,MeacRo00,off_pct,39%,,,,,
player,201310060chi,nor,MeacRo00,defense,0,,,,,
player,201310060chi,nor,MeacRo00,def_pct,0%,,,,,
player,201310060chi,nor,MeacRo00,special_teams,0,,,,,
player,201310060chi,nor,MeacRo00,st_pct,0%,,,,,
player,201310060chi,nor,ToonNi00,pos,WR,,,,,
player,201310060chi,nor,ToonNi00,offense,24,,,,,
player,201310060chi,nor,ToonNi00,off_pct,36%,,,,,
player,201310060chi,nor,ToonNi00,defense,0,,,,,
player,201310060chi,nor,ToonNi00,def_pct,0%,,,,,
player,201310060chi,nor,ToonNi00,special_teams,0,,,,,
player,201310060chi,nor,ToonNi00,st_pct,0%,,,,,
player,201310060chi,nor,SproDa00,pos,RB,,,,,
player,201310060chi,nor,SproDa00,offense,15,,,,,
player,201310060chi,nor,SproDa00,off_pct,23%,,,,,
player,201310060chi,nor,SproDa00,defense,0,,,,,
player,201310060chi,nor,SproDa00,def_pct,0%,,,,,
player,201310060chi,nor,SproDa00,special_teams,8,,,,,
player,201310060chi,nor,SproDa00,st_pct,30%,,,,,
player,201310060chi,nor,HarrBr01,pos,T,,,,,
player,201310060chi,nor,HarrBr01,offense,12,,,,,
player,201310060chi,nor,HarrBr01,off_pct,18%,,,,,
player,201310060chi,nor,HarrBr01,defense,0,,,,,
player,201310060chi,nor,HarrBr01,def_pct,0%,,,,,
player,201310060chi,nor,HarrBr01,special_teams,9,,,,,
player,201310060chi,nor,HarrBr01,st_pct,33%,,,,,
player,201310060chi,nor,RobiKh00,pos,RB,,,,,
player,201310060chi,nor,RobiKh00,offense,3,,,,,
player,201310060chi,nor,RobiKh00,off_pct,5%,,,,,
player,201310060chi,nor,RobiKh00,defense,0,,,,,
player,201310060chi,nor,RobiKh00,def_pct,0%,,,,,
player,201310060chi,nor,RobiKh00,special_teams,11,,,,,
player,201310060chi,nor,RobiKh00,st_pct,41%,,,,,
