game,2013,1,20130905,201309050den,rav,"Baltimore Ravens",27,den,"Denver Broncos",49
team,201309050den,rav,First Downs,24,,,,,,
team,201309050den,den,First Downs,24,,,,,,
team,201309050den,rav,Rush-Yds-TDs,21-58-1,,,,,,
team,201309050den,den,Rush-Yds-TDs,23-65-0,,,,,,
team,201309050den,rav,Cmp-Att-Yd-TD-INT,34-62-362-2-2,,,,,,
team,201309050den,den,Cmp-Att-Yd-TD-INT,27-42-462-7-0,,,,,,
team,201309050den,rav,Sacked-Yards,4-27,,,,,,
team,201309050den,den,Sacked-Yards,3-17,,,,,,
team,201309050den,rav,Net Pass Yards,335,,,,,,
team,201309050den,den,Net Pass Yards,445,,,,,,
team,201309050den,rav,Total Yards,393,,,,,,
team,201309050den,den,Total Yards,510,,,,,,
team,201309050den,rav,Fumbles-Lost,1-0,,,,,,
team,201309050den,den,Fumbles-Lost,3-2,,,,,,
team,201309050den,rav,Turnovers,2,,,,,,
team,201309050den,den,Turnovers,2,,,,,,
team,201309050den,rav,Penalties-Yards,7-53,,,,,,
team,201309050den,den,Penalties-Yards,8-61,,,,,,
team,201309050den,rav,Third Down Conv.,8-22,,,,,,
team,201309050den,den,Third Down Conv.,8-15,,,,,,
team,201309050den,rav,Fourth Down Conv.,0-1,,,,,,
team,201309050den,den,Fourth Down Conv.,0-0,,,,,,
team,201309050den,rav,Time of Possession,33:48,,,,,,
team,201309050den,den,Time of Possession,26:12,,,,,,
player,201309050den,rav,FlacJo00,pass_cmp,34,,,,,
player,201309050den,rav,FlacJo00,pass_att,62,,,,,
player,201309050den,rav,FlacJo00,pass_yds,362,,,,,
player,201309050den,rav,FlacJo00,pass_td,2,,,,,
player,201309050den,rav,FlacJo00,pass_int,2,,,,,
player,201309050den,rav,FlacJo00,pass_sacked,4,,,,,
player,201309050den,rav,FlacJo00,pass_sacked_yds,27,,,,,
player,201309050den,rav,FlacJo00,pass_long,34,,,,,
player,201309050den,rav,FlacJo00,pass_rating,69.4,,,,,
player,201309050den,rav,FlacJo00,rush_att,0,,,,,
player,201309050den,rav,FlacJo00,rush_yds,0,,,,,
player,201309050den,rav,FlacJo00,rush_td,0,,,,,
player,201309050den,rav,FlacJo00,rush_long,0,,,,,
player,201309050den,rav,FlacJo00,targets,0,,,,,
player,201309050den,rav,FlacJo00,rec,0,,,,,
player,201309050den,rav,FlacJo00,rec_yds,0,,,,,
player,201309050den,rav,FlacJo00,rec_td,0,,,,,
player,201309050den,rav,FlacJo00,rec_long,0,,,,,
player,201309050den,rav,FlacJo00,fumbles,1,,,,,
player,201309050den,rav,FlacJo00,fumbles_lost,0,,,,,
player,201309050den,rav,RiceRa00,pass_cmp,0,,,,,
player,201309050den,rav,RiceRa00,pass_att,0,,,,,
player,201309050den,rav,RiceRa00,pass_yds,0,,,,,
player,201309050den,rav,RiceRa00,pass_td,0,,,,,
player,201309050den,rav,RiceRa00,pass_int,0,,,,,
player,201309050den,rav,RiceRa00,pass_sacked,0,,,,,
player,201309050den,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201309050den,rav,RiceRa00,pass_long,0,,,,,
player,201309050den,rav,RiceRa00,pass_rating,,,,,,
player,201309050den,rav,RiceRa00,rush_att,12,,,,,
player,201309050den,rav,RiceRa00,rush_yds,36,,,,,
player,201309050den,rav,RiceRa00,rush_td,1,,,,,
player,201309050den,rav,RiceRa00,rush_long,12,,,,,
player,201309050den,rav,RiceRa00,targets,11,,,,,
player,201309050den,rav,RiceRa00,rec,8,,,,,
player,201309050den,rav,RiceRa00,rec_yds,35,,,,,
player,201309050den,rav,RiceRa00,rec_td,0,,,,,
player,201309050den,rav,RiceRa00,rec_long,10,,,,,
player,201309050den,rav,RiceRa00,fumbles,0,,,,,
player,201309050den,rav,RiceRa00,fumbles_lost,0,,,,,
player,201309050den,rav,PierBe00,pass_cmp,0,,,,,
player,201309050den,rav,PierBe00,pass_att,0,,,,,
player,201309050den,rav,PierBe00,pass_yds,0,,,,,
player,201309050den,rav,PierBe00,pass_td,0,,,,,
player,201309050den,rav,PierBe00,pass_int,0,,,,,
player,201309050den,rav,PierBe00,pass_sacked,0,,,,,
player,201309050den,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201309050den,rav,PierBe00,pass_long,0,,,,,
player,201309050den,rav,PierBe00,pass_rating,,,,,,
player,201309050den,rav,PierBe00,rush_att,9,,,,,
player,201309050den,rav,PierBe00,rush_yds,22,,,,,
player,201309050den,rav,PierBe00,rush_td,0,,,,,
player,201309050den,rav,PierBe00,rush_long,14,,,,,
player,201309050den,rav,PierBe00,targets,1,,,,,
player,201309050den,rav,PierBe00,rec,0,,,,,
player,201309050den,rav,PierBe00,rec_yds,0,,,,,
player,201309050den,rav,PierBe00,rec_td,0,,,,,
player,201309050den,rav,PierBe00,rec_long,0,,,,,
player,201309050den,rav,PierBe00,fumbles,0,,,,,
player,201309050den,rav,PierBe00,fumbles_lost,0,,,,,
player,201309050den,rav,SmitTo02,pass_cmp,0,,,,,
player,201309050den,rav,SmitTo02,pass_att,0,,,,,
player,201309050den,rav,SmitTo02,pass_yds,0,,,,,
player,201309050den,rav,SmitTo02,pass_td,0,,,,,
player,201309050den,rav,SmitTo02,pass_int,0,,,,,
player,201309050den,rav,SmitTo02,pass_sacked,0,,,,,
player,201309050den,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201309050den,rav,SmitTo02,pass_long,0,,,,,
player,201309050den,rav,SmitTo02,pass_rating,,,,,,
player,201309050den,rav,SmitTo02,rush_att,0,,,,,
player,201309050den,rav,SmitTo02,rush_yds,0,,,,,
player,201309050den,rav,SmitTo02,rush_td,0,,,,,
player,201309050den,rav,SmitTo02,rush_long,0,,,,,
player,201309050den,rav,SmitTo02,targets,8,,,,,
player,201309050den,rav,SmitTo02,rec,4,,,,,
player,201309050den,rav,SmitTo02,rec_yds,92,,,,,
player,201309050den,rav,SmitTo02,rec_td,0,,,,,
player,201309050den,rav,SmitTo02,rec_long,34,,,,,
player,201309050den,rav,SmitTo02,fumbles,0,,,,,
player,201309050den,rav,SmitTo02,fumbles_lost,0,,,,,
player,201309050den,rav,ClarDa00,pass_cmp,0,,,,,
player,201309050den,rav,ClarDa00,pass_att,0,,,,,
player,201309050den,rav,ClarDa00,pass_yds,0,,,,,
player,201309050den,rav,ClarDa00,pass_td,0,,,,,
player,201309050den,rav,ClarDa00,pass_int,0,,,,,
player,201309050den,rav,ClarDa00,pass_sacked,0,,,,,
player,201309050den,rav,ClarDa00,pass_sacked_yds,0,,,,,
player,201309050den,rav,ClarDa00,pass_long,0,,,,,
player,201309050den,rav,ClarDa00,pass_rating,,,,,,
player,201309050den,rav,ClarDa00,rush_att,0,,,,,
player,201309050den,rav,ClarDa00,rush_yds,0,,,,,
player,201309050den,rav,ClarDa00,rush_td,0,,,,,
player,201309050den,rav,ClarDa00,rush_long,0,,,,,
player,201309050den,rav,ClarDa00,targets,12,,,,,
player,201309050den,rav,ClarDa00,rec,7,,,,,
player,201309050den,rav,ClarDa00,rec_yds,87,,,,,
player,201309050den,rav,ClarDa00,rec_td,0,,,,,
player,201309050den,rav,ClarDa00,rec_long,31,,,,,
player,201309050den,rav,ClarDa00,fumbles,0,,,,,
player,201309050den,rav,ClarDa00,fumbles_lost,0,,,,,
player,201309050den,rav,BrowMa00,pass_cmp,0,,,,,
player,201309050den,rav,BrowMa00,pass_att,0,,,,,
player,201309050den,rav,BrowMa00,pass_yds,0,,,,,
player,201309050den,rav,BrowMa00,pass_td,0,,,,,
player,201309050den,rav,BrowMa00,pass_int,0,,,,,
player,201309050den,rav,BrowMa00,pass_sacked,0,,,,,
player,201309050den,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201309050den,rav,BrowMa00,pass_long,0,,,,,
player,201309050den,rav,BrowMa00,pass_rating,,,,,,
player,201309050den,rav,BrowMa00,rush_att,0,,,,,
player,201309050den,rav,BrowMa00,rush_yds,0,,,,,
