game,2013,15,20131215,201312150dal,gnb,"Green Bay Packers",37,dal,"Dallas Cowboys",36
player,201312150dal,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201312150dal,gnb,NealMi99,def_int,0,,,,,
player,201312150dal,gnb,NealMi99,def_int_yds,0,,,,,
player,201312150dal,gnb,NealMi99,def_int_td,0,,,,,
player,201312150dal,gnb,NealMi99,def_int_long,0,,,,,
player,201312150dal,gnb,NealMi99,pass_defended,0,,,,,
player,201312150dal,gnb,NealMi99,sacks,1.0,,,,,
player,201312150dal,gnb,NealMi99,tackles_combined,2,,,,,
player,201312150dal,gnb,NealMi99,tackles_solo,1,,,,,
player,201312150dal,gnb,NealMi99,tackles_assists,1,,,,,
player,201312150dal,gnb,NealMi99,tackles_loss,1,,,,,
player,201312150dal,gnb,NealMi99,qb_hits,1,,,,,
player,201312150dal,gnb,NealMi99,fumbles_rec,0,,,,,
player,201312150dal,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,NealMi99,fumbles_forced,0,,,,,
player,201312150dal,gnb,JoneDa03,def_int,0,,,,,
player,201312150dal,gnb,JoneDa03,def_int_yds,0,,,,,
player,201312150dal,gnb,JoneDa03,def_int_td,0,,,,,
player,201312150dal,gnb,JoneDa03,def_int_long,0,,,,,
player,201312150dal,gnb,JoneDa03,pass_defended,0,,,,,
player,201312150dal,gnb,JoneDa03,sacks,0.5,,,,,
player,201312150dal,gnb,JoneDa03,tackles_combined,2,,,,,
player,201312150dal,gnb,JoneDa03,tackles_solo,0,,,,,
player,201312150dal,gnb,JoneDa03,tackles_assists,2,,,,,
player,201312150dal,gnb,JoneDa03,tackles_loss,0,,,,,
player,201312150dal,gnb,JoneDa03,qb_hits,1,,,,,
player,201312150dal,gnb,JoneDa03,fumbles_rec,0,,,,,
player,201312150dal,gnb,JoneDa03,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,JoneDa03,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,JoneDa03,fumbles_forced,0,,,,,
player,201312150dal,gnb,MattCl99,def_int,0,,,,,
player,201312150dal,gnb,MattCl99,def_int_yds,0,,,,,
player,201312150dal,gnb,MattCl99,def_int_td,0,,,,,
player,201312150dal,gnb,MattCl99,def_int_long,0,,,,,
player,201312150dal,gnb,MattCl99,pass_defended,0,,,,,
player,201312150dal,gnb,MattCl99,sacks,0.5,,,,,
player,201312150dal,gnb,MattCl99,tackles_combined,2,,,,,
player,201312150dal,gnb,MattCl99,tackles_solo,0,,,,,
player,201312150dal,gnb,MattCl99,tackles_assists,2,,,,,
player,201312150dal,gnb,MattCl99,tackles_loss,0,,,,,
player,201312150dal,gnb,MattCl99,qb_hits,1,,,,,
player,201312150dal,gnb,MattCl99,fumbles_rec,0,,,,,
player,201312150dal,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,MattCl99,fumbles_forced,0,,,,,
player,201312150dal,gnb,BurnMo99,def_int,0,,,,,
player,201312150dal,gnb,BurnMo99,def_int_yds,0,,,,,
player,201312150dal,gnb,BurnMo99,def_int_td,0,,,,,
player,201312150dal,gnb,BurnMo99,def_int_long,0,,,,,
player,201312150dal,gnb,BurnMo99,pass_defended,2,,,,,
player,201312150dal,gnb,BurnMo99,sacks,0.0,,,,,
player,201312150dal,gnb,BurnMo99,tackles_combined,6,,,,,
player,201312150dal,gnb,BurnMo99,tackles_solo,4,,,,,
player,201312150dal,gnb,BurnMo99,tackles_assists,2,,,,,
player,201312150dal,gnb,BurnMo99,tackles_loss,0,,,,,
player,201312150dal,gnb,BurnMo99,qb_hits,0,,,,,
player,201312150dal,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201312150dal,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201312150dal,gnb,HydeMi00,def_int,0,,,,,
player,201312150dal,gnb,HydeMi00,def_int_yds,0,,,,,
player,201312150dal,gnb,HydeMi00,def_int_td,0,,,,,
player,201312150dal,gnb,HydeMi00,def_int_long,0,,,,,
player,201312150dal,gnb,HydeMi00,pass_defended,1,,,,,
player,201312150dal,gnb,HydeMi00,sacks,0.0,,,,,
player,201312150dal,gnb,HydeMi00,tackles_combined,6,,,,,
player,201312150dal,gnb,HydeMi00,tackles_solo,5,,,,,
player,201312150dal,gnb,HydeMi00,tackles_assists,1,,,,,
player,201312150dal,gnb,HydeMi00,tackles_loss,0,,,,,
player,201312150dal,gnb,HydeMi00,qb_hits,0,,,,,
player,201312150dal,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201312150dal,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201312150dal,gnb,JoneBr99,def_int,0,,,,,
player,201312150dal,gnb,JoneBr99,def_int_yds,0,,,,,
player,201312150dal,gnb,JoneBr99,def_int_td,0,,,,,
player,201312150dal,gnb,JoneBr99,def_int_long,0,,,,,
player,201312150dal,gnb,JoneBr99,pass_defended,0,,,,,
player,201312150dal,gnb,JoneBr99,sacks,0.0,,,,,
player,201312150dal,gnb,JoneBr99,tackles_combined,6,,,,,
player,201312150dal,gnb,JoneBr99,tackles_solo,3,,,,,
player,201312150dal,gnb,JoneBr99,tackles_assists,3,,,,,
player,201312150dal,gnb,JoneBr99,tackles_loss,0,,,,,
player,201312150dal,gnb,JoneBr99,qb_hits,0,,,,,
player,201312150dal,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201312150dal,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201312150dal,gnb,BoydJo00,def_int,0,,,,,
player,201312150dal,gnb,BoydJo00,def_int_yds,0,,,,,
player,201312150dal,gnb,BoydJo00,def_int_td,0,,,,,
player,201312150dal,gnb,BoydJo00,def_int_long,0,,,,,
player,201312150dal,gnb,BoydJo00,pass_defended,0,,,,,
player,201312150dal,gnb,BoydJo00,sacks,0.0,,,,,
player,201312150dal,gnb,BoydJo00,tackles_combined,3,,,,,
player,201312150dal,gnb,BoydJo00,tackles_solo,3,,,,,
player,201312150dal,gnb,BoydJo00,tackles_assists,0,,,,,
player,201312150dal,gnb,BoydJo00,tackles_loss,1,,,,,
player,201312150dal,gnb,BoydJo00,qb_hits,0,,,,,
player,201312150dal,gnb,BoydJo00,fumbles_rec,0,,,,,
player,201312150dal,gnb,BoydJo00,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,BoydJo00,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,BoydJo00,fumbles_forced,0,,,,,
player,201312150dal,gnb,HawkA.20,def_int,0,,,,,
player,201312150dal,gnb,HawkA.20,def_int_yds,0,,,,,
player,201312150dal,gnb,HawkA.20,def_int_td,0,,,,,
player,201312150dal,gnb,HawkA.20,def_int_long,0,,,,,
player,201312150dal,gnb,HawkA.20,pass_defended,1,,,,,
player,201312150dal,gnb,HawkA.20,sacks,0.0,,,,,
player,201312150dal,gnb,HawkA.20,tackles_combined,3,,,,,
player,201312150dal,gnb,HawkA.20,tackles_solo,2,,,,,
player,201312150dal,gnb,HawkA.20,tackles_assists,1,,,,,
player,201312150dal,gnb,HawkA.20,tackles_loss,0,,,,,
player,201312150dal,gnb,HawkA.20,qb_hits,0,,,,,
player,201312150dal,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201312150dal,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201312150dal,gnb,BushJa20,def_int,0,,,,,
player,201312150dal,gnb,BushJa20,def_int_yds,0,,,,,
player,201312150dal,gnb,BushJa20,def_int_td,0,,,,,
player,201312150dal,gnb,BushJa20,def_int_long,0,,,,,
player,201312150dal,gnb,BushJa20,pass_defended,1,,,,,
player,201312150dal,gnb,BushJa20,sacks,0.0,,,,,
player,201312150dal,gnb,BushJa20,tackles_combined,2,,,,,
player,201312150dal,gnb,BushJa20,tackles_solo,2,,,,,
player,201312150dal,gnb,BushJa20,tackles_assists,0,,,,,
player,201312150dal,gnb,BushJa20,tackles_loss,0,,,,,
player,201312150dal,gnb,BushJa20,qb_hits,0,,,,,
player,201312150dal,gnb,BushJa20,fumbles_rec,0,,,,,
player,201312150dal,gnb,BushJa20,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,BushJa20,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,BushJa20,fumbles_forced,0,,,,,
player,201312150dal,gnb,JennM.00,def_int,0,,,,,
player,201312150dal,gnb,JennM.00,def_int_yds,0,,,,,
player,201312150dal,gnb,JennM.00,def_int_td,0,,,,,
player,201312150dal,gnb,JennM.00,def_int_long,0,,,,,
player,201312150dal,gnb,JennM.00,pass_defended,0,,,,,
player,201312150dal,gnb,JennM.00,sacks,0.0,,,,,
player,201312150dal,gnb,JennM.00,tackles_combined,2,,,,,
player,201312150dal,gnb,JennM.00,tackles_solo,1,,,,,
player,201312150dal,gnb,JennM.00,tackles_assists,1,,,,,
player,201312150dal,gnb,JennM.00,tackles_loss,0,,,,,
player,201312150dal,gnb,JennM.00,qb_hits,0,,,,,
player,201312150dal,gnb,JennM.00,fumbles_rec,0,,,,,
player,201312150dal,gnb,JennM.00,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,JennM.00,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,JennM.00,fumbles_forced,0,,,,,
player,201312150dal,gnb,PickRy20,def_int,0,,,,,
player,201312150dal,gnb,PickRy20,def_int_yds,0,,,,,
player,201312150dal,gnb,PickRy20,def_int_td,0,,,,,
player,201312150dal,gnb,PickRy20,def_int_long,0,,,,,
player,201312150dal,gnb,PickRy20,pass_defended,0,,,,,
player,201312150dal,gnb,PickRy20,sacks,0.0,,,,,
player,201312150dal,gnb,PickRy20,tackles_combined,2,,,,,
player,201312150dal,gnb,PickRy20,tackles_solo,2,,,,,
player,201312150dal,gnb,PickRy20,tackles_assists,0,,,,,
player,201312150dal,gnb,PickRy20,tackles_loss,0,,,,,
player,201312150dal,gnb,PickRy20,qb_hits,0,,,,,
player,201312150dal,gnb,PickRy20,fumbles_rec,0,,,,,
player,201312150dal,gnb,PickRy20,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,PickRy20,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,PickRy20,fumbles_forced,0,,,,,
player,201312150dal,gnb,GoodBr99,def_int,0,,,,,
player,201312150dal,gnb,GoodBr99,def_int_yds,0,,,,,
player,201312150dal,gnb,GoodBr99,def_int_td,0,,,,,
player,201312150dal,gnb,GoodBr99,def_int_long,0,,,,,
player,201312150dal,gnb,GoodBr99,pass_defended,0,,,,,
player,201312150dal,gnb,GoodBr99,sacks,0.0,,,,,
player,201312150dal,gnb,GoodBr99,tackles_combined,1,,,,,
player,201312150dal,gnb,GoodBr99,tackles_solo,1,,,,,
player,201312150dal,gnb,GoodBr99,tackles_assists,0,,,,,
player,201312150dal,gnb,GoodBr99,tackles_loss,0,,,,,
player,201312150dal,gnb,GoodBr99,qb_hits,0,,,,,
player,201312150dal,gnb,GoodBr99,fumbles_rec,0,,,,,
player,201312150dal,gnb,GoodBr99,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,GoodBr99,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,GoodBr99,fumbles_forced,0,,,,,
player,201312150dal,gnb,RajiBJ99,def_int,0,,,,,
player,201312150dal,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201312150dal,gnb,RajiBJ99,def_int_td,0,,,,,
player,201312150dal,gnb,RajiBJ99,def_int_long,0,,,,,
player,201312150dal,gnb,RajiBJ99,pass_defended,0,,,,,
player,201312150dal,gnb,RajiBJ99,sacks,0.0,,,,,
player,201312150dal,gnb,RajiBJ99,tackles_combined,1,,,,,
player,201312150dal,gnb,RajiBJ99,tackles_solo,0,,,,,
player,201312150dal,gnb,RajiBJ99,tackles_assists,1,,,,,
player,201312150dal,gnb,RajiBJ99,tackles_loss,0,,,,,
player,201312150dal,gnb,RajiBJ99,qb_hits,0,,,,,
player,201312150dal,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201312150dal,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201312150dal,gnb,RichSe00,def_int,0,,,,,
player,201312150dal,gnb,RichSe00,def_int_yds,0,,,,,
player,201312150dal,gnb,RichSe00,def_int_td,0,,,,,
player,201312150dal,gnb,RichSe00,def_int_long,0,,,,,
player,201312150dal,gnb,RichSe00,pass_defended,0,,,,,
player,201312150dal,gnb,RichSe00,sacks,0.0,,,,,
player,201312150dal,gnb,RichSe00,tackles_combined,1,,,,,
player,201312150dal,gnb,RichSe00,tackles_solo,1,,,,,
player,201312150dal,gnb,RichSe00,tackles_assists,0,,,,,
player,201312150dal,gnb,RichSe00,tackles_loss,0,,,,,
player,201312150dal,gnb,RichSe00,qb_hits,0,,,,,
player,201312150dal,gnb,RichSe00,fumbles_rec,0,,,,,
player,201312150dal,gnb,RichSe00,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,RichSe00,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,RichSe00,fumbles_forced,0,,,,,
player,201312150dal,dal,MoorSt00,def_int,1,,,,,
player,201312150dal,dal,MoorSt00,def_int_yds,21,,,,,
player,201312150dal,dal,MoorSt00,def_int_td,0,,,,,
player,201312150dal,dal,MoorSt00,def_int_long,21,,,,,
player,201312150dal,dal,MoorSt00,pass_defended,3,,,,,
player,201312150dal,dal,MoorSt00,sacks,0.0,,,,,
player,201312150dal,dal,MoorSt00,tackles_combined,1,,,,,
player,201312150dal,dal,MoorSt00,tackles_solo,1,,,,,
player,201312150dal,dal,MoorSt00,tackles_assists,0,,,,,
player,201312150dal,dal,MoorSt00,tackles_loss,0,,,,,
player,201312150dal,dal,MoorSt00,qb_hits,0,,,,,
player,201312150dal,dal,MoorSt00,fumbles_rec,0,,,,,
player,201312150dal,dal,MoorSt00,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,MoorSt00,fumbles_rec_td,0,,,,,
player,201312150dal,dal,MoorSt00,fumbles_forced,0,,,,,
player,201312150dal,dal,ScanOr99,def_int,0,,,,,
player,201312150dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201312150dal,dal,ScanOr99,def_int_td,0,,,,,
player,201312150dal,dal,ScanOr99,def_int_long,0,,,,,
player,201312150dal,dal,ScanOr99,pass_defended,0,,,,,
player,201312150dal,dal,ScanOr99,sacks,1.0,,,,,
player,201312150dal,dal,ScanOr99,tackles_combined,6,,,,,
player,201312150dal,dal,ScanOr99,tackles_solo,4,,,,,
player,201312150dal,dal,ScanOr99,tackles_assists,2,,,,,
player,201312150dal,dal,ScanOr99,tackles_loss,1,,,,,
player,201312150dal,dal,ScanOr99,qb_hits,1,,,,,
player,201312150dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201312150dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201312150dal,dal,ScanOr99,fumbles_forced,0,,,,,
player,201312150dal,dal,SelvGe99,def_int,0,,,,,
player,201312150dal,dal,SelvGe99,def_int_yds,0,,,,,
player,201312150dal,dal,SelvGe99,def_int_td,0,,,,,
player,201312150dal,dal,SelvGe99,def_int_long,0,,,,,
player,201312150dal,dal,SelvGe99,pass_defended,0,,,,,
player,201312150dal,dal,SelvGe99,sacks,1.0,,,,,
player,201312150dal,dal,SelvGe99,tackles_combined,6,,,,,
player,201312150dal,dal,SelvGe99,tackles_solo,5,,,,,
player,201312150dal,dal,SelvGe99,tackles_assists,1,,,,,
player,201312150dal,dal,SelvGe99,tackles_loss,2,,,,,
player,201312150dal,dal,SelvGe99,qb_hits,1,,,,,
player,201312150dal,dal,SelvGe99,fumbles_rec,0,,,,,
player,201312150dal,dal,SelvGe99,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,SelvGe99,fumbles_rec_td,0,,,,,
player,201312150dal,dal,SelvGe99,fumbles_forced,0,,,,,
player,201312150dal,dal,ChurBa99,def_int,0,,,,,
player,201312150dal,dal,ChurBa99,def_int_yds,0,,,,,
player,201312150dal,dal,ChurBa99,def_int_td,0,,,,,
player,201312150dal,dal,ChurBa99,def_int_long,0,,,,,
player,201312150dal,dal,ChurBa99,pass_defended,0,,,,,
player,201312150dal,dal,ChurBa99,sacks,0.0,,,,,
player,201312150dal,dal,ChurBa99,tackles_combined,11,,,,,
player,201312150dal,dal,ChurBa99,tackles_solo,8,,,,,
player,201312150dal,dal,ChurBa99,tackles_assists,3,,,,,
player,201312150dal,dal,ChurBa99,tackles_loss,1,,,,,
player,201312150dal,dal,ChurBa99,qb_hits,0,,,,,
player,201312150dal,dal,ChurBa99,fumbles_rec,0,,,,,
player,201312150dal,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201312150dal,dal,ChurBa99,fumbles_forced,0,,,,,
player,201312150dal,dal,CarrBr99,def_int,0,,,,,
player,201312150dal,dal,CarrBr99,def_int_yds,0,,,,,
player,201312150dal,dal,CarrBr99,def_int_td,0,,,,,
player,201312150dal,dal,CarrBr99,def_int_long,0,,,,,
player,201312150dal,dal,CarrBr99,pass_defended,1,,,,,
player,201312150dal,dal,CarrBr99,sacks,0.0,,,,,
player,201312150dal,dal,CarrBr99,tackles_combined,6,,,,,
player,201312150dal,dal,CarrBr99,tackles_solo,4,,,,,
player,201312150dal,dal,CarrBr99,tackles_assists,2,,,,,
player,201312150dal,dal,CarrBr99,tackles_loss,0,,,,,
player,201312150dal,dal,CarrBr99,qb_hits,0,,,,,
player,201312150dal,dal,CarrBr99,fumbles_rec,0,,,,,
player,201312150dal,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201312150dal,dal,CarrBr99,fumbles_forced,0,,,,,
player,201312150dal,dal,HeatJe00,def_int,0,,,,,
player,201312150dal,dal,HeatJe00,def_int_yds,0,,,,,
player,201312150dal,dal,HeatJe00,def_int_td,0,,,,,
player,201312150dal,dal,HeatJe00,def_int_long,0,,,,,
player,201312150dal,dal,HeatJe00,pass_defended,0,,,,,
player,201312150dal,dal,HeatJe00,sacks,0.0,,,,,
player,201312150dal,dal,HeatJe00,tackles_combined,4,,,,,
player,201312150dal,dal,HeatJe00,tackles_solo,4,,,,,
player,201312150dal,dal,HeatJe00,tackles_assists,0,,,,,
player,201312150dal,dal,HeatJe00,tackles_loss,0,,,,,
player,201312150dal,dal,HeatJe00,qb_hits,0,,,,,
player,201312150dal,dal,HeatJe00,fumbles_rec,0,,,,,
player,201312150dal,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201312150dal,dal,HeatJe00,fumbles_forced,0,,,,,
player,201312150dal,dal,HollDe01,def_int,0,,,,,
player,201312150dal,dal,HollDe01,def_int_yds,0,,,,,
player,201312150dal,dal,HollDe01,def_int_td,0,,,,,
player,201312150dal,dal,HollDe01,def_int_long,0,,,,,
player,201312150dal,dal,HollDe01,pass_defended,0,,,,,
player,201312150dal,dal,HollDe01,sacks,0.0,,,,,
player,201312150dal,dal,HollDe01,tackles_combined,4,,,,,
player,201312150dal,dal,HollDe01,tackles_solo,2,,,,,
player,201312150dal,dal,HollDe01,tackles_assists,2,,,,,
player,201312150dal,dal,HollDe01,tackles_loss,0,,,,,
player,201312150dal,dal,HollDe01,qb_hits,0,,,,,
player,201312150dal,dal,HollDe01,fumbles_rec,0,,,,,
player,201312150dal,dal,HollDe01,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,HollDe01,fumbles_rec_td,0,,,,,
player,201312150dal,dal,HollDe01,fumbles_forced,0,,,,,
player,201312150dal,dal,HaydNi99,def_int,0,,,,,
player,201312150dal,dal,HaydNi99,def_int_yds,0,,,,,
player,201312150dal,dal,HaydNi99,def_int_td,0,,,,,
player,201312150dal,dal,HaydNi99,def_int_long,0,,,,,
player,201312150dal,dal,HaydNi99,pass_defended,0,,,,,
player,201312150dal,dal,HaydNi99,sacks,0.0,,,,,
player,201312150dal,dal,HaydNi99,tackles_combined,3,,,,,
player,201312150dal,dal,HaydNi99,tackles_solo,1,,,,,
player,201312150dal,dal,HaydNi99,tackles_assists,2,,,,,
player,201312150dal,dal,HaydNi99,tackles_loss,0,,,,,
player,201312150dal,dal,HaydNi99,qb_hits,0,,,,,
player,201312150dal,dal,HaydNi99,fumbles_rec,0,,,,,
player,201312150dal,dal,HaydNi99,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,HaydNi99,fumbles_rec_td,0,,,,,
player,201312150dal,dal,HaydNi99,fumbles_forced,0,,,,,
player,201312150dal,dal,LawrCa01,def_int,0,,,,,
player,201312150dal,dal,LawrCa01,def_int_yds,0,,,,,
player,201312150dal,dal,LawrCa01,def_int_td,0,,,,,
player,201312150dal,dal,LawrCa01,def_int_long,0,,,,,
player,201312150dal,dal,LawrCa01,pass_defended,0,,,,,
player,201312150dal,dal,LawrCa01,sacks,0.0,,,,,
player,201312150dal,dal,LawrCa01,tackles_combined,3,,,,,
player,201312150dal,dal,LawrCa01,tackles_solo,3,,,,,
player,201312150dal,dal,LawrCa01,tackles_assists,0,,,,,
player,201312150dal,dal,LawrCa01,tackles_loss,0,,,,,
player,201312150dal,dal,LawrCa01,qb_hits,0,,,,,
player,201312150dal,dal,LawrCa01,fumbles_rec,0,,,,,
player,201312150dal,dal,LawrCa01,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,LawrCa01,fumbles_rec_td,0,,,,,
player,201312150dal,dal,LawrCa01,fumbles_forced,0,,,,,
player,201312150dal,dal,SimsEr20,def_int,0,,,,,
player,201312150dal,dal,SimsEr20,def_int_yds,0,,,,,
player,201312150dal,dal,SimsEr20,def_int_td,0,,,,,
player,201312150dal,dal,SimsEr20,def_int_long,0,,,,,
player,201312150dal,dal,SimsEr20,pass_defended,0,,,,,
player,201312150dal,dal,SimsEr20,sacks,0.0,,,,,
player,201312150dal,dal,SimsEr20,tackles_combined,3,,,,,
player,201312150dal,dal,SimsEr20,tackles_solo,2,,,,,
player,201312150dal,dal,SimsEr20,tackles_assists,1,,,,,
player,201312150dal,dal,SimsEr20,tackles_loss,0,,,,,
player,201312150dal,dal,SimsEr20,qb_hits,0,,,,,
player,201312150dal,dal,SimsEr20,fumbles_rec,0,,,,,
player,201312150dal,dal,SimsEr20,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,SimsEr20,fumbles_rec_td,0,,,,,
player,201312150dal,dal,SimsEr20,fumbles_forced,0,,,,,
player,201312150dal,dal,WilbKy00,def_int,0,,,,,
player,201312150dal,dal,WilbKy00,def_int_yds,0,,,,,
player,201312150dal,dal,WilbKy00,def_int_td,0,,,,,
player,201312150dal,dal,WilbKy00,def_int_long,0,,,,,
player,201312150dal,dal,WilbKy00,pass_defended,0,,,,,
player,201312150dal,dal,WilbKy00,sacks,0.0,,,,,
player,201312150dal,dal,WilbKy00,tackles_combined,3,,,,,
player,201312150dal,dal,WilbKy00,tackles_solo,2,,,,,
player,201312150dal,dal,WilbKy00,tackles_assists,1,,,,,
player,201312150dal,dal,WilbKy00,tackles_loss,1,,,,,
player,201312150dal,dal,WilbKy00,qb_hits,0,,,,,
player,201312150dal,dal,WilbKy00,fumbles_rec,0,,,,,
player,201312150dal,dal,WilbKy00,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,WilbKy00,fumbles_rec_td,0,,,,,
player,201312150dal,dal,WilbKy00,fumbles_forced,0,,,,,
player,201312150dal,dal,BrowEv99,def_int,0,,,,,
player,201312150dal,dal,BrowEv99,def_int_yds,0,,,,,
player,201312150dal,dal,BrowEv99,def_int_td,0,,,,,
player,201312150dal,dal,BrowEv99,def_int_long,0,,,,,
player,201312150dal,dal,BrowEv99,pass_defended,0,,,,,
player,201312150dal,dal,BrowEv99,sacks,0.0,,,,,
player,201312150dal,dal,BrowEv99,tackles_combined,2,,,,,
player,201312150dal,dal,BrowEv99,tackles_solo,1,,,,,
player,201312150dal,dal,BrowEv99,tackles_assists,1,,,,,
player,201312150dal,dal,BrowEv99,tackles_loss,1,,,,,
player,201312150dal,dal,BrowEv99,qb_hits,0,,,,,
player,201312150dal,dal,BrowEv99,fumbles_rec,0,,,,,
player,201312150dal,dal,BrowEv99,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,BrowEv99,fumbles_rec_td,0,,,,,
player,201312150dal,dal,BrowEv99,fumbles_forced,0,,,,,
player,201312150dal,dal,WilcJ.00,def_int,0,,,,,
player,201312150dal,dal,WilcJ.00,def_int_yds,0,,,,,
player,201312150dal,dal,WilcJ.00,def_int_td,0,,,,,
player,201312150dal,dal,WilcJ.00,def_int_long,0,,,,,
player,201312150dal,dal,WilcJ.00,pass_defended,0,,,,,
player,201312150dal,dal,WilcJ.00,sacks,0.0,,,,,
player,201312150dal,dal,WilcJ.00,tackles_combined,2,,,,,
player,201312150dal,dal,WilcJ.00,tackles_solo,1,,,,,
player,201312150dal,dal,WilcJ.00,tackles_assists,1,,,,,
player,201312150dal,dal,WilcJ.00,tackles_loss,0,,,,,
player,201312150dal,dal,WilcJ.00,qb_hits,0,,,,,
player,201312150dal,dal,WilcJ.00,fumbles_rec,0,,,,,
player,201312150dal,dal,WilcJ.00,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,WilcJ.00,fumbles_rec_td,0,,,,,
player,201312150dal,dal,WilcJ.00,fumbles_forced,0,,,,,
player,201312150dal,dal,WynnJa99,def_int,0,,,,,
player,201312150dal,dal,WynnJa99,def_int_yds,0,,,,,
player,201312150dal,dal,WynnJa99,def_int_td,0,,,,,
player,201312150dal,dal,WynnJa99,def_int_long,0,,,,,
player,201312150dal,dal,WynnJa99,pass_defended,1,,,,,
player,201312150dal,dal,WynnJa99,sacks,0.0,,,,,
player,201312150dal,dal,WynnJa99,tackles_combined,2,,,,,
player,201312150dal,dal,WynnJa99,tackles_solo,1,,,,,
player,201312150dal,dal,WynnJa99,tackles_assists,1,,,,,
player,201312150dal,dal,WynnJa99,tackles_loss,0,,,,,
player,201312150dal,dal,WynnJa99,qb_hits,0,,,,,
player,201312150dal,dal,WynnJa99,fumbles_rec,0,,,,,
player,201312150dal,dal,WynnJa99,fumbles_rec_yds,0,,,,,
player,201312150dal,dal,WynnJa99,fumbles_rec_td,0,,,,,
player,201312150dal,dal,WynnJa99,fumbles_forced,0,,,,,
player,201312150dal,dal,DuraJu99,def_int,0,,,,,
player,201312150dal,dal,DuraJu99,def_int_yds,0,,,,,
player,201312150dal,dal,DuraJu99,def_int_td,0,,,,,
player,201312150dal,dal,DuraJu99,def_int_long,0,,,,,
player,201312150dal,dal,DuraJu99,pass_defended,0,,,,,
player,201312150dal,dal,DuraJu99,sacks,0.0,,,,,
player,201312150dal,dal,DuraJu99,tackles_combined,1,,,,,
player,201312150dal,dal,DuraJu99,tackles_solo,1,,,,,
player,201312150dal,dal,DuraJu99,tackles_assists,0,,,,,
player,201312150dal,dal,DuraJu99,tackles_loss,1,,,,,
