game,2013,17,20131229,201312290rai,den,"Denver Broncos",34,rai,"Oakland Raiders",14
team,201312290rai,den,First Downs,28,,,,,,
team,201312290rai,rai,First Downs,17,,,,,,
team,201312290rai,den,Rush-Yds-TDs,29-124-0,,,,,,
team,201312290rai,rai,Rush-Yds-TDs,20-64-0,,,,,,
team,201312290rai,den,Cmp-Att-Yd-TD-INT,34-41-351-4-0,,,,,,
team,201312290rai,rai,Cmp-Att-Yd-TD-INT,21-38-207-2-0,,,,,,
team,201312290rai,den,Sacked-Yards,3-17,,,,,,
team,201312290rai,rai,Sacked-Yards,2-16,,,,,,
team,201312290rai,den,Net Pass Yards,334,,,,,,
team,201312290rai,rai,Net Pass Yards,191,,,,,,
team,201312290rai,den,Total Yards,458,,,,,,
team,201312290rai,rai,Total Yards,255,,,,,,
team,201312290rai,den,Fumbles-Lost,0-0,,,,,,
team,201312290rai,rai,Fumbles-Lost,3-1,,,,,,
team,201312290rai,den,Turnovers,0,,,,,,
team,201312290rai,rai,Turnovers,1,,,,,,
team,201312290rai,den,Penalties-Yards,6-56,,,,,,
team,201312290rai,rai,Penalties-Yards,2-10,,,,,,
team,201312290rai,den,Third Down Conv.,9-15,,,,,,
team,201312290rai,rai,Third Down Conv.,5-13,,,,,,
team,201312290rai,den,Fourth Down Conv.,0-0,,,,,,
team,201312290rai,rai,Fourth Down Conv.,0-1,,,,,,
team,201312290rai,den,Time of Possession,35:29,,,,,,
team,201312290rai,rai,Time of Possession,24:31,,,,,,
player,201312290rai,den,MannPe00,pass_cmp,25,,,,,
player,201312290rai,den,MannPe00,pass_att,28,,,,,
player,201312290rai,den,MannPe00,pass_yds,266,,,,,
player,201312290rai,den,MannPe00,pass_td,4,,,,,
player,201312290rai,den,MannPe00,pass_int,0,,,,,
player,201312290rai,den,MannPe00,pass_sacked,1,,,,,
player,201312290rai,den,MannPe00,pass_sacked_yds,9,,,,,
player,201312290rai,den,MannPe00,pass_long,63,,,,,
player,201312290rai,den,MannPe00,pass_rating,145.8,,,,,
player,201312290rai,den,MannPe00,rush_att,0,,,,,
