game,2013,11,20131117,201311170mia,sdg,"San Diego Chargers",16,mia,"Miami Dolphins",20
player,201311170mia,sdg,GreeLa00,rec_long,35,,,,,
player,201311170mia,sdg,GreeLa00,fumbles,0,,,,,
player,201311170mia,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201311170mia,sdg,GateAn00,pass_cmp,0,,,,,
player,201311170mia,sdg,GateAn00,pass_att,0,,,,,
player,201311170mia,sdg,GateAn00,pass_yds,0,,,,,
player,201311170mia,sdg,GateAn00,pass_td,0,,,,,
player,201311170mia,sdg,GateAn00,pass_int,0,,,,,
player,201311170mia,sdg,GateAn00,pass_sacked,0,,,,,
player,201311170mia,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201311170mia,sdg,GateAn00,pass_long,0,,,,,
player,201311170mia,sdg,GateAn00,pass_rating,,,,,,
player,201311170mia,sdg,GateAn00,rush_att,0,,,,,
player,201311170mia,sdg,GateAn00,rush_yds,0,,,,,
player,201311170mia,sdg,GateAn00,rush_td,0,,,,,
player,201311170mia,sdg,GateAn00,rush_long,0,,,,,
player,201311170mia,sdg,GateAn00,targets,7,,,,,
player,201311170mia,sdg,GateAn00,rec,4,,,,,
player,201311170mia,sdg,GateAn00,rec_yds,52,,,,,
player,201311170mia,sdg,GateAn00,rec_td,1,,,,,
player,201311170mia,sdg,GateAn00,rec_long,27,,,,,
player,201311170mia,sdg,GateAn00,fumbles,0,,,,,
player,201311170mia,sdg,GateAn00,fumbles_lost,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_cmp,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_att,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_yds,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_td,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_int,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_sacked,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_long,0,,,,,
player,201311170mia,sdg,AlleKe00,pass_rating,,,,,,
player,201311170mia,sdg,AlleKe00,rush_att,0,,,,,
player,201311170mia,sdg,AlleKe00,rush_yds,0,,,,,
player,201311170mia,sdg,AlleKe00,rush_td,0,,,,,
player,201311170mia,sdg,AlleKe00,rush_long,0,,,,,
player,201311170mia,sdg,AlleKe00,targets,6,,,,,
player,201311170mia,sdg,AlleKe00,rec,3,,,,,
player,201311170mia,sdg,AlleKe00,rec_yds,45,,,,,
player,201311170mia,sdg,AlleKe00,rec_td,0,,,,,
player,201311170mia,sdg,AlleKe00,rec_long,17,,,,,
player,201311170mia,sdg,AlleKe00,fumbles,0,,,,,
player,201311170mia,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_cmp,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_att,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_yds,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_td,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_int,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_sacked,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_sacked_yds,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_long,0,,,,,
player,201311170mia,sdg,AjirSe00,pass_rating,,,,,,
player,201311170mia,sdg,AjirSe00,rush_att,0,,,,,
player,201311170mia,sdg,AjirSe00,rush_yds,0,,,,,
player,201311170mia,sdg,AjirSe00,rush_td,0,,,,,
player,201311170mia,sdg,AjirSe00,rush_long,0,,,,,
player,201311170mia,sdg,AjirSe00,targets,2,,,,,
player,201311170mia,sdg,AjirSe00,rec,2,,,,,
player,201311170mia,sdg,AjirSe00,rec_yds,38,,,,,
player,201311170mia,sdg,AjirSe00,rec_td,0,,,,,
player,201311170mia,sdg,AjirSe00,rec_long,20,,,,,
player,201311170mia,sdg,AjirSe00,fumbles,0,,,,,
player,201311170mia,sdg,AjirSe00,fumbles_lost,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_att,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_yds,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_td,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_int,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_long,0,,,,,
player,201311170mia,sdg,RoyaEd00,pass_rating,,,,,,
player,201311170mia,sdg,RoyaEd00,rush_att,0,,,,,
player,201311170mia,sdg,RoyaEd00,rush_yds,0,,,,,
player,201311170mia,sdg,RoyaEd00,rush_td,0,,,,,
player,201311170mia,sdg,RoyaEd00,rush_long,0,,,,,
player,201311170mia,sdg,RoyaEd00,targets,3,,,,,
player,201311170mia,sdg,RoyaEd00,rec,2,,,,,
player,201311170mia,sdg,RoyaEd00,rec_yds,20,,,,,
player,201311170mia,sdg,RoyaEd00,rec_td,0,,,,,
player,201311170mia,sdg,RoyaEd00,rec_long,16,,,,,
player,201311170mia,sdg,RoyaEd00,fumbles,0,,,,,
player,201311170mia,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_cmp,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_att,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_yds,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_td,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_int,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_sacked,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_long,0,,,,,
player,201311170mia,sdg,BrowVi00,pass_rating,,,,,,
player,201311170mia,sdg,BrowVi00,rush_att,0,,,,,
player,201311170mia,sdg,BrowVi00,rush_yds,0,,,,,
player,201311170mia,sdg,BrowVi00,rush_td,0,,,,,
player,201311170mia,sdg,BrowVi00,rush_long,0,,,,,
player,201311170mia,sdg,BrowVi00,targets,6,,,,,
player,201311170mia,sdg,BrowVi00,rec,2,,,,,
player,201311170mia,sdg,BrowVi00,rec_yds,17,,,,,
player,201311170mia,sdg,BrowVi00,rec_td,0,,,,,
player,201311170mia,sdg,BrowVi00,rec_long,12,,,,,
player,201311170mia,sdg,BrowVi00,fumbles,0,,,,,
player,201311170mia,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_cmp,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_att,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_yds,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_td,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_int,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_sacked,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_sacked_yds,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_long,0,,,,,
player,201311170mia,sdg,PhilJo00,pass_rating,,,,,,
player,201311170mia,sdg,PhilJo00,rush_att,0,,,,,
player,201311170mia,sdg,PhilJo00,rush_yds,0,,,,,
player,201311170mia,sdg,PhilJo00,rush_td,0,,,,,
player,201311170mia,sdg,PhilJo00,rush_long,0,,,,,
player,201311170mia,sdg,PhilJo00,targets,1,,,,,
player,201311170mia,sdg,PhilJo00,rec,1,,,,,
player,201311170mia,sdg,PhilJo00,rec_yds,13,,,,,
player,201311170mia,sdg,PhilJo00,rec_td,0,,,,,
player,201311170mia,sdg,PhilJo00,rec_long,13,,,,,
player,201311170mia,sdg,PhilJo00,fumbles,0,,,,,
player,201311170mia,sdg,PhilJo00,fumbles_lost,0,,,,,
player,201311170mia,mia,TannRy00,pass_cmp,22,,,,,
player,201311170mia,mia,TannRy00,pass_att,35,,,,,
player,201311170mia,mia,TannRy00,pass_yds,268,,,,,
player,201311170mia,mia,TannRy00,pass_td,1,,,,,
player,201311170mia,mia,TannRy00,pass_int,1,,,,,
player,201311170mia,mia,TannRy00,pass_sacked,4,,,,,
player,201311170mia,mia,TannRy00,pass_sacked_yds,29,,,,,
player,201311170mia,mia,TannRy00,pass_long,39,,,,,
player,201311170mia,mia,TannRy00,pass_rating,84.0,,,,,
player,201311170mia,mia,TannRy00,rush_att,4,,,,,
player,201311170mia,mia,TannRy00,rush_yds,21,,,,,
player,201311170mia,mia,TannRy00,rush_td,0,,,,,
player,201311170mia,mia,TannRy00,rush_long,10,,,,,
player,201311170mia,mia,TannRy00,targets,0,,,,,
player,201311170mia,mia,TannRy00,rec,0,,,,,
player,201311170mia,mia,TannRy00,rec_yds,0,,,,,
player,201311170mia,mia,TannRy00,rec_td,0,,,,,
player,201311170mia,mia,TannRy00,rec_long,0,,,,,
player,201311170mia,mia,TannRy00,fumbles,0,,,,,
player,201311170mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201311170mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201311170mia,mia,ThomDa03,pass_att,0,,,,,
player,201311170mia,mia,ThomDa03,pass_yds,0,,,,,
player,201311170mia,mia,ThomDa03,pass_td,0,,,,,
player,201311170mia,mia,ThomDa03,pass_int,0,,,,,
player,201311170mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201311170mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201311170mia,mia,ThomDa03,pass_long,0,,,,,
player,201311170mia,mia,ThomDa03,pass_rating,,,,,,
player,201311170mia,mia,ThomDa03,rush_att,10,,,,,
player,201311170mia,mia,ThomDa03,rush_yds,57,,,,,
player,201311170mia,mia,ThomDa03,rush_td,1,,,,,
player,201311170mia,mia,ThomDa03,rush_long,11,,,,,
player,201311170mia,mia,ThomDa03,targets,1,,,,,
player,201311170mia,mia,ThomDa03,rec,1,,,,,
player,201311170mia,mia,ThomDa03,rec_yds,2,,,,,
player,201311170mia,mia,ThomDa03,rec_td,0,,,,,
player,201311170mia,mia,ThomDa03,rec_long,2,,,,,
player,201311170mia,mia,ThomDa03,fumbles,0,,,,,
player,201311170mia,mia,ThomDa03,fumbles_lost,0,,,,,
player,201311170mia,mia,MillLa01,pass_cmp,0,,,,,
player,201311170mia,mia,MillLa01,pass_att,0,,,,,
player,201311170mia,mia,MillLa01,pass_yds,0,,,,,
player,201311170mia,mia,MillLa01,pass_td,0,,,,,
player,201311170mia,mia,MillLa01,pass_int,0,,,,,
player,201311170mia,mia,MillLa01,pass_sacked,0,,,,,
player,201311170mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201311170mia,mia,MillLa01,pass_long,0,,,,,
player,201311170mia,mia,MillLa01,pass_rating,,,,,,
player,201311170mia,mia,MillLa01,rush_att,4,,,,,
player,201311170mia,mia,MillLa01,rush_yds,17,,,,,
player,201311170mia,mia,MillLa01,rush_td,0,,,,,
player,201311170mia,mia,MillLa01,rush_long,8,,,,,
player,201311170mia,mia,MillLa01,targets,2,,,,,
player,201311170mia,mia,MillLa01,rec,2,,,,,
player,201311170mia,mia,MillLa01,rec_yds,20,,,,,
player,201311170mia,mia,MillLa01,rec_td,0,,,,,
player,201311170mia,mia,MillLa01,rec_long,22,,,,,
player,201311170mia,mia,MillLa01,fumbles,0,,,,,
player,201311170mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201311170mia,mia,ThigMa00,pass_cmp,0,,,,,
player,201311170mia,mia,ThigMa00,pass_att,0,,,,,
player,201311170mia,mia,ThigMa00,pass_yds,0,,,,,
player,201311170mia,mia,ThigMa00,pass_td,0,,,,,
player,201311170mia,mia,ThigMa00,pass_int,0,,,,,
player,201311170mia,mia,ThigMa00,pass_sacked,0,,,,,
player,201311170mia,mia,ThigMa00,pass_sacked_yds,0,,,,,
player,201311170mia,mia,ThigMa00,pass_long,0,,,,,
player,201311170mia,mia,ThigMa00,pass_rating,,,,,,
player,201311170mia,mia,ThigMa00,rush_att,1,,,,,
player,201311170mia,mia,ThigMa00,rush_yds,9,,,,,
player,201311170mia,mia,ThigMa00,rush_td,0,,,,,
player,201311170mia,mia,ThigMa00,rush_long,9,,,,,
player,201311170mia,mia,ThigMa00,targets,0,,,,,
player,201311170mia,mia,ThigMa00,rec,0,,,,,
player,201311170mia,mia,ThigMa00,rec_yds,0,,,,,
player,201311170mia,mia,ThigMa00,rec_td,0,,,,,
player,201311170mia,mia,ThigMa00,rec_long,0,,,,,
player,201311170mia,mia,ThigMa00,fumbles,0,,,,,
player,201311170mia,mia,ThigMa00,fumbles_lost,0,,,,,
player,201311170mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201311170mia,mia,ClayCh00,pass_att,0,,,,,
player,201311170mia,mia,ClayCh00,pass_yds,0,,,,,
player,201311170mia,mia,ClayCh00,pass_td,0,,,,,
player,201311170mia,mia,ClayCh00,pass_int,0,,,,,
player,201311170mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201311170mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201311170mia,mia,ClayCh00,pass_long,0,,,,,
player,201311170mia,mia,ClayCh00,pass_rating,,,,,,
player,201311170mia,mia,ClayCh00,rush_att,0,,,,,
player,201311170mia,mia,ClayCh00,rush_yds,0,,,,,
player,201311170mia,mia,ClayCh00,rush_td,0,,,,,
player,201311170mia,mia,ClayCh00,rush_long,0,,,,,
player,201311170mia,mia,ClayCh00,targets,7,,,,,
player,201311170mia,mia,ClayCh00,rec,6,,,,,
player,201311170mia,mia,ClayCh00,rec_yds,90,,,,,
player,201311170mia,mia,ClayCh00,rec_td,1,,,,,
player,201311170mia,mia,ClayCh00,rec_long,39,,,,,
player,201311170mia,mia,ClayCh00,fumbles,0,,,,,
player,201311170mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201311170mia,mia,HartBr00,pass_cmp,0,,,,,
player,201311170mia,mia,HartBr00,pass_att,0,,,,,
player,201311170mia,mia,HartBr00,pass_yds,0,,,,,
player,201311170mia,mia,HartBr00,pass_td,0,,,,,
player,201311170mia,mia,HartBr00,pass_int,0,,,,,
player,201311170mia,mia,HartBr00,pass_sacked,0,,,,,
player,201311170mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201311170mia,mia,HartBr00,pass_long,0,,,,,
player,201311170mia,mia,HartBr00,pass_rating,,,,,,
player,201311170mia,mia,HartBr00,rush_att,0,,,,,
player,201311170mia,mia,HartBr00,rush_yds,0,,,,,
player,201311170mia,mia,HartBr00,rush_td,0,,,,,
player,201311170mia,mia,HartBr00,rush_long,0,,,,,
player,201311170mia,mia,HartBr00,targets,13,,,,,
player,201311170mia,mia,HartBr00,rec,5,,,,,
player,201311170mia,mia,HartBr00,rec_yds,65,,,,,
player,201311170mia,mia,HartBr00,rec_td,0,,,,,
player,201311170mia,mia,HartBr00,rec_long,16,,,,,
player,201311170mia,mia,HartBr00,fumbles,0,,,,,
player,201311170mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201311170mia,mia,MattRi00,pass_cmp,0,,,,,
player,201311170mia,mia,MattRi00,pass_att,0,,,,,
player,201311170mia,mia,MattRi00,pass_yds,0,,,,,
player,201311170mia,mia,MattRi00,pass_td,0,,,,,
player,201311170mia,mia,MattRi00,pass_int,0,,,,,
player,201311170mia,mia,MattRi00,pass_sacked,0,,,,,
player,201311170mia,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201311170mia,mia,MattRi00,pass_long,0,,,,,
player,201311170mia,mia,MattRi00,pass_rating,,,,,,
player,201311170mia,mia,MattRi00,rush_att,0,,,,,
player,201311170mia,mia,MattRi00,rush_yds,0,,,,,
player,201311170mia,mia,MattRi00,rush_td,0,,,,,
player,201311170mia,mia,MattRi00,rush_long,0,,,,,
player,201311170mia,mia,MattRi00,targets,6,,,,,
player,201311170mia,mia,MattRi00,rec,4,,,,,
player,201311170mia,mia,MattRi00,rec_yds,52,,,,,
player,201311170mia,mia,MattRi00,rec_td,0,,,,,
player,201311170mia,mia,MattRi00,rec_long,29,,,,,
player,201311170mia,mia,MattRi00,fumbles,0,,,,,
player,201311170mia,mia,MattRi00,fumbles_lost,0,,,,,
player,201311170mia,mia,WallMi00,pass_cmp,0,,,,,
player,201311170mia,mia,WallMi00,pass_att,0,,,,,
player,201311170mia,mia,WallMi00,pass_yds,0,,,,,
player,201311170mia,mia,WallMi00,pass_td,0,,,,,
player,201311170mia,mia,WallMi00,pass_int,0,,,,,
player,201311170mia,mia,WallMi00,pass_sacked,0,,,,,
player,201311170mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201311170mia,mia,WallMi00,pass_long,0,,,,,
player,201311170mia,mia,WallMi00,pass_rating,,,,,,
player,201311170mia,mia,WallMi00,rush_att,0,,,,,
player,201311170mia,mia,WallMi00,rush_yds,0,,,,,
player,201311170mia,mia,WallMi00,rush_td,0,,,,,
player,201311170mia,mia,WallMi00,rush_long,0,,,,,
player,201311170mia,mia,WallMi00,targets,6,,,,,
player,201311170mia,mia,WallMi00,rec,4,,,,,
player,201311170mia,mia,WallMi00,rec_yds,39,,,,,
player,201311170mia,mia,WallMi00,rec_td,0,,,,,
player,201311170mia,mia,WallMi00,rec_long,17,,,,,
player,201311170mia,mia,WallMi00,fumbles,0,,,,,
player,201311170mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201311170mia,sdg,PatrJo00,def_int,1,,,,,
player,201311170mia,sdg,PatrJo00,def_int_yds,0,,,,,
player,201311170mia,sdg,PatrJo00,def_int_td,0,,,,,
player,201311170mia,sdg,PatrJo00,def_int_long,0,,,,,
player,201311170mia,sdg,PatrJo00,pass_defended,1,,,,,
player,201311170mia,sdg,PatrJo00,sacks,0.0,,,,,
player,201311170mia,sdg,PatrJo00,tackles_combined,3,,,,,
player,201311170mia,sdg,PatrJo00,tackles_solo,3,,,,,
player,201311170mia,sdg,PatrJo00,tackles_assists,0,,,,,
player,201311170mia,sdg,PatrJo00,tackles_loss,0,,,,,
player,201311170mia,sdg,PatrJo00,qb_hits,0,,,,,
player,201311170mia,sdg,PatrJo00,fumbles_rec,0,,,,,
player,201311170mia,sdg,PatrJo00,fumbles_rec_yds,0,,,,,
player,201311170mia,sdg,PatrJo00,fumbles_rec_td,0,,,,,
player,201311170mia,sdg,PatrJo00,fumbles_forced,0,,,,,
player,201311170mia,sdg,WeddEr99,def_int,0,,,,,
player,201311170mia,sdg,WeddEr99,def_int_yds,0,,,,,
player,201311170mia,sdg,WeddEr99,def_int_td,0,,,,,
player,201311170mia,sdg,WeddEr99,def_int_long,0,,,,,
player,201311170mia,sdg,WeddEr99,pass_defended,1,,,,,
player,201311170mia,sdg,WeddEr99,sacks,1.0,,,,,
player,201311170mia,sdg,WeddEr99,tackles_combined,7,,,,,
player,201311170mia,sdg,WeddEr99,tackles_solo,7,,,,,
player,201311170mia,sdg,WeddEr99,tackles_assists,0,,,,,
player,201311170mia,sdg,WeddEr99,tackles_loss,1,,,,,
player,201311170mia,sdg,WeddEr99,qb_hits,1,,,,,
player,201311170mia,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201311170mia,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201311170mia,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201311170mia,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201311170mia,sdg,KeisTh00,def_int,0,,,,,
player,201311170mia,sdg,KeisTh00,def_int_yds,0,,,,,
player,201311170mia,sdg,KeisTh00,def_int_td,0,,,,,
player,201311170mia,sdg,KeisTh00,def_int_long,0,,,,,
player,201311170mia,sdg,KeisTh00,pass_defended,0,,,,,
player,201311170mia,sdg,KeisTh00,sacks,1.0,,,,,
player,201311170mia,sdg,KeisTh00,tackles_combined,2,,,,,
player,201311170mia,sdg,KeisTh00,tackles_solo,2,,,,,
player,201311170mia,sdg,KeisTh00,tackles_assists,0,,,,,
player,201311170mia,sdg,KeisTh00,tackles_loss,1,,,,,
player,201311170mia,sdg,KeisTh00,qb_hits,1,,,,,
player,201311170mia,sdg,KeisTh00,fumbles_rec,0,,,,,
player,201311170mia,sdg,KeisTh00,fumbles_rec_yds,0,,,,,
player,201311170mia,sdg,KeisTh00,fumbles_rec_td,0,,,,,
player,201311170mia,sdg,KeisTh00,fumbles_forced,0,,,,,
player,201311170mia,sdg,LissSe99,def_int,0,,,,,
player,201311170mia,sdg,LissSe99,def_int_yds,0,,,,,
player,201311170mia,sdg,LissSe99,def_int_td,0,,,,,
player,201311170mia,sdg,LissSe99,def_int_long,0,,,,,
player,201311170mia,sdg,LissSe99,pass_defended,0,,,,,
player,201311170mia,sdg,LissSe99,sacks,1.0,,,,,
player,201311170mia,sdg,LissSe99,tackles_combined,2,,,,,
player,201311170mia,sdg,LissSe99,tackles_solo,2,,,,,
player,201311170mia,sdg,LissSe99,tackles_assists,0,,,,,
player,201311170mia,sdg,LissSe99,tackles_loss,1,,,,,
player,201311170mia,sdg,LissSe99,qb_hits,1,,,,,
player,201311170mia,sdg,LissSe99,fumbles_rec,0,,,,,
player,201311170mia,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201311170mia,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201311170mia,sdg,LissSe99,fumbles_forced,0,,,,,
player,201311170mia,sdg,WalkRe00,def_int,0,,,,,
player,201311170mia,sdg,WalkRe00,def_int_yds,0,,,,,
player,201311170mia,sdg,WalkRe00,def_int_td,0,,,,,
player,201311170mia,sdg,WalkRe00,def_int_long,0,,,,,
