game,2013,9,20131103,201311030car,atl,"Atlanta Falcons",10,car,"Carolina Panthers",34
player,201311030car,atl,RodgJa00,pass_int,0,,,,,
player,201311030car,atl,RodgJa00,pass_sacked,0,,,,,
player,201311030car,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201311030car,atl,RodgJa00,pass_long,0,,,,,
player,201311030car,atl,RodgJa00,pass_rating,,,,,,
player,201311030car,atl,RodgJa00,rush_att,5,,,,,
player,201311030car,atl,RodgJa00,rush_yds,19,,,,,
player,201311030car,atl,RodgJa00,rush_td,0,,,,,
player,201311030car,atl,RodgJa00,rush_long,10,,,,,
player,201311030car,atl,RodgJa00,targets,6,,,,,
player,201311030car,atl,RodgJa00,rec,6,,,,,
player,201311030car,atl,RodgJa00,rec_yds,25,,,,,
player,201311030car,atl,RodgJa00,rec_td,0,,,,,
player,201311030car,atl,RodgJa00,rec_long,11,,,,,
player,201311030car,atl,RodgJa00,fumbles,1,,,,,
player,201311030car,atl,RodgJa00,fumbles_lost,1,,,,,
player,201311030car,atl,DougHa00,pass_cmp,0,,,,,
player,201311030car,atl,DougHa00,pass_att,0,,,,,
player,201311030car,atl,DougHa00,pass_yds,0,,,,,
player,201311030car,atl,DougHa00,pass_td,0,,,,,
player,201311030car,atl,DougHa00,pass_int,0,,,,,
player,201311030car,atl,DougHa00,pass_sacked,0,,,,,
player,201311030car,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201311030car,atl,DougHa00,pass_long,0,,,,,
player,201311030car,atl,DougHa00,pass_rating,,,,,,
player,201311030car,atl,DougHa00,rush_att,0,,,,,
player,201311030car,atl,DougHa00,rush_yds,0,,,,,
player,201311030car,atl,DougHa00,rush_td,0,,,,,
player,201311030car,atl,DougHa00,rush_long,0,,,,,
player,201311030car,atl,DougHa00,targets,5,,,,,
player,201311030car,atl,DougHa00,rec,3,,,,,
player,201311030car,atl,DougHa00,rec_yds,82,,,,,
player,201311030car,atl,DougHa00,rec_td,0,,,,,
player,201311030car,atl,DougHa00,rec_long,41,,,,,
player,201311030car,atl,DougHa00,fumbles,0,,,,,
player,201311030car,atl,DougHa00,fumbles_lost,0,,,,,
player,201311030car,atl,GonzTo00,pass_cmp,0,,,,,
player,201311030car,atl,GonzTo00,pass_att,0,,,,,
player,201311030car,atl,GonzTo00,pass_yds,0,,,,,
player,201311030car,atl,GonzTo00,pass_td,0,,,,,
player,201311030car,atl,GonzTo00,pass_int,0,,,,,
player,201311030car,atl,GonzTo00,pass_sacked,0,,,,,
player,201311030car,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201311030car,atl,GonzTo00,pass_long,0,,,,,
player,201311030car,atl,GonzTo00,pass_rating,,,,,,
player,201311030car,atl,GonzTo00,rush_att,0,,,,,
player,201311030car,atl,GonzTo00,rush_yds,0,,,,,
player,201311030car,atl,GonzTo00,rush_td,0,,,,,
player,201311030car,atl,GonzTo00,rush_long,0,,,,,
player,201311030car,atl,GonzTo00,targets,7,,,,,
player,201311030car,atl,GonzTo00,rec,6,,,,,
player,201311030car,atl,GonzTo00,rec_yds,81,,,,,
player,201311030car,atl,GonzTo00,rec_td,1,,,,,
player,201311030car,atl,GonzTo00,rec_long,19,,,,,
player,201311030car,atl,GonzTo00,fumbles,0,,,,,
player,201311030car,atl,GonzTo00,fumbles_lost,0,,,,,
player,201311030car,atl,JohnDa06,pass_cmp,0,,,,,
player,201311030car,atl,JohnDa06,pass_att,0,,,,,
player,201311030car,atl,JohnDa06,pass_yds,0,,,,,
player,201311030car,atl,JohnDa06,pass_td,0,,,,,
player,201311030car,atl,JohnDa06,pass_int,0,,,,,
player,201311030car,atl,JohnDa06,pass_sacked,0,,,,,
player,201311030car,atl,JohnDa06,pass_sacked_yds,0,,,,,
player,201311030car,atl,JohnDa06,pass_long,0,,,,,
player,201311030car,atl,JohnDa06,pass_rating,,,,,,
player,201311030car,atl,JohnDa06,rush_att,0,,,,,
player,201311030car,atl,JohnDa06,rush_yds,0,,,,,
player,201311030car,atl,JohnDa06,rush_td,0,,,,,
player,201311030car,atl,JohnDa06,rush_long,0,,,,,
player,201311030car,atl,JohnDa06,targets,2,,,,,
player,201311030car,atl,JohnDa06,rec,1,,,,,
player,201311030car,atl,JohnDa06,rec_yds,10,,,,,
player,201311030car,atl,JohnDa06,rec_td,0,,,,,
player,201311030car,atl,JohnDa06,rec_long,10,,,,,
player,201311030car,atl,JohnDa06,fumbles,0,,,,,
player,201311030car,atl,JohnDa06,fumbles_lost,0,,,,,
player,201311030car,atl,DaviDr00,pass_cmp,0,,,,,
player,201311030car,atl,DaviDr00,pass_att,0,,,,,
player,201311030car,atl,DaviDr00,pass_yds,0,,,,,
player,201311030car,atl,DaviDr00,pass_td,0,,,,,
player,201311030car,atl,DaviDr00,pass_int,0,,,,,
player,201311030car,atl,DaviDr00,pass_sacked,0,,,,,
player,201311030car,atl,DaviDr00,pass_sacked_yds,0,,,,,
player,201311030car,atl,DaviDr00,pass_long,0,,,,,
player,201311030car,atl,DaviDr00,pass_rating,,,,,,
player,201311030car,atl,DaviDr00,rush_att,0,,,,,
player,201311030car,atl,DaviDr00,rush_yds,0,,,,,
player,201311030car,atl,DaviDr00,rush_td,0,,,,,
player,201311030car,atl,DaviDr00,rush_long,0,,,,,
player,201311030car,atl,DaviDr00,targets,2,,,,,
player,201311030car,atl,DaviDr00,rec,1,,,,,
player,201311030car,atl,DaviDr00,rec_yds,2,,,,,
player,201311030car,atl,DaviDr00,rec_td,0,,,,,
player,201311030car,atl,DaviDr00,rec_long,2,,,,,
player,201311030car,atl,DaviDr00,fumbles,0,,,,,
player,201311030car,atl,DaviDr00,fumbles_lost,0,,,,,
player,201311030car,atl,DiMaPa00,pass_cmp,0,,,,,
player,201311030car,atl,DiMaPa00,pass_att,0,,,,,
player,201311030car,atl,DiMaPa00,pass_yds,0,,,,,
player,201311030car,atl,DiMaPa00,pass_td,0,,,,,
player,201311030car,atl,DiMaPa00,pass_int,0,,,,,
player,201311030car,atl,DiMaPa00,pass_sacked,0,,,,,
player,201311030car,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201311030car,atl,DiMaPa00,pass_long,0,,,,,
player,201311030car,atl,DiMaPa00,pass_rating,,,,,,
player,201311030car,atl,DiMaPa00,rush_att,0,,,,,
player,201311030car,atl,DiMaPa00,rush_yds,0,,,,,
player,201311030car,atl,DiMaPa00,rush_td,0,,,,,
player,201311030car,atl,DiMaPa00,rush_long,0,,,,,
player,201311030car,atl,DiMaPa00,targets,1,,,,,
player,201311030car,atl,DiMaPa00,rec,0,,,,,
player,201311030car,atl,DiMaPa00,rec_yds,0,,,,,
player,201311030car,atl,DiMaPa00,rec_td,0,,,,,
player,201311030car,atl,DiMaPa00,rec_long,0,,,,,
player,201311030car,atl,DiMaPa00,fumbles,0,,,,,
player,201311030car,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201311030car,atl,DaviDo02,pass_cmp,,,,,,
player,201311030car,atl,DaviDo02,pass_att,,,,,,
player,201311030car,atl,DaviDo02,pass_yds,,,,,,
player,201311030car,atl,DaviDo02,pass_td,,,,,,
player,201311030car,atl,DaviDo02,pass_int,,,,,,
player,201311030car,atl,DaviDo02,pass_sacked,,,,,,
player,201311030car,atl,DaviDo02,pass_sacked_yds,,,,,,
player,201311030car,atl,DaviDo02,pass_long,,,,,,
player,201311030car,atl,DaviDo02,pass_rating,,,,,,
player,201311030car,atl,DaviDo02,rush_att,,,,,,
player,201311030car,atl,DaviDo02,rush_yds,,,,,,
player,201311030car,atl,DaviDo02,rush_td,,,,,,
player,201311030car,atl,DaviDo02,rush_long,,,,,,
player,201311030car,atl,DaviDo02,targets,2,,,,,
player,201311030car,atl,DaviDo02,rec,0,,,,,
player,201311030car,atl,DaviDo02,rec_yds,0,,,,,
player,201311030car,atl,DaviDo02,rec_td,0,,,,,
player,201311030car,atl,DaviDo02,rec_long,,,,,,
player,201311030car,atl,DaviDo02,fumbles,,,,,,
player,201311030car,atl,DaviDo02,fumbles_lost,,,,,,
player,201311030car,car,NewtCa00,pass_cmp,23,,,,,
player,201311030car,car,NewtCa00,pass_att,37,,,,,
player,201311030car,car,NewtCa00,pass_yds,249,,,,,
player,201311030car,car,NewtCa00,pass_td,1,,,,,
player,201311030car,car,NewtCa00,pass_int,2,,,,,
player,201311030car,car,NewtCa00,pass_sacked,1,,,,,
player,201311030car,car,NewtCa00,pass_sacked_yds,7,,,,,
player,201311030car,car,NewtCa00,pass_long,30,,,,,
player,201311030car,car,NewtCa00,pass_rating,68.4,,,,,
player,201311030car,car,NewtCa00,rush_att,5,,,,,
player,201311030car,car,NewtCa00,rush_yds,22,,,,,
player,201311030car,car,NewtCa00,rush_td,1,,,,,
player,201311030car,car,NewtCa00,rush_long,12,,,,,
player,201311030car,car,NewtCa00,targets,0,,,,,
player,201311030car,car,NewtCa00,rec,0,,,,,
player,201311030car,car,NewtCa00,rec_yds,0,,,,,
player,201311030car,car,NewtCa00,rec_td,0,,,,,
player,201311030car,car,NewtCa00,rec_long,0,,,,,
player,201311030car,car,NewtCa00,fumbles,0,,,,,
player,201311030car,car,NewtCa00,fumbles_lost,0,,,,,
player,201311030car,car,StewJo00,pass_cmp,0,,,,,
player,201311030car,car,StewJo00,pass_att,0,,,,,
player,201311030car,car,StewJo00,pass_yds,0,,,,,
player,201311030car,car,StewJo00,pass_td,0,,,,,
player,201311030car,car,StewJo00,pass_int,0,,,,,
player,201311030car,car,StewJo00,pass_sacked,0,,,,,
player,201311030car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201311030car,car,StewJo00,pass_long,0,,,,,
player,201311030car,car,StewJo00,pass_rating,,,,,,
player,201311030car,car,StewJo00,rush_att,9,,,,,
player,201311030car,car,StewJo00,rush_yds,43,,,,,
player,201311030car,car,StewJo00,rush_td,0,,,,,
player,201311030car,car,StewJo00,rush_long,16,,,,,
player,201311030car,car,StewJo00,targets,3,,,,,
player,201311030car,car,StewJo00,rec,3,,,,,
player,201311030car,car,StewJo00,rec_yds,22,,,,,
player,201311030car,car,StewJo00,rec_td,0,,,,,
player,201311030car,car,StewJo00,rec_long,10,,,,,
player,201311030car,car,StewJo00,fumbles,0,,,,,
player,201311030car,car,StewJo00,fumbles_lost,0,,,,,
player,201311030car,car,WillDe02,pass_cmp,0,,,,,
player,201311030car,car,WillDe02,pass_att,0,,,,,
player,201311030car,car,WillDe02,pass_yds,0,,,,,
player,201311030car,car,WillDe02,pass_td,0,,,,,
player,201311030car,car,WillDe02,pass_int,0,,,,,
player,201311030car,car,WillDe02,pass_sacked,0,,,,,
player,201311030car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201311030car,car,WillDe02,pass_long,0,,,,,
player,201311030car,car,WillDe02,pass_rating,,,,,,
player,201311030car,car,WillDe02,rush_att,13,,,,,
player,201311030car,car,WillDe02,rush_yds,42,,,,,
player,201311030car,car,WillDe02,rush_td,0,,,,,
player,201311030car,car,WillDe02,rush_long,9,,,,,
player,201311030car,car,WillDe02,targets,2,,,,,
player,201311030car,car,WillDe02,rec,2,,,,,
player,201311030car,car,WillDe02,rec_yds,12,,,,,
player,201311030car,car,WillDe02,rec_td,0,,,,,
player,201311030car,car,WillDe02,rec_long,9,,,,,
player,201311030car,car,WillDe02,fumbles,0,,,,,
player,201311030car,car,WillDe02,fumbles_lost,0,,,,,
player,201311030car,car,TolbMi00,pass_cmp,0,,,,,
player,201311030car,car,TolbMi00,pass_att,0,,,,,
player,201311030car,car,TolbMi00,pass_yds,0,,,,,
player,201311030car,car,TolbMi00,pass_td,0,,,,,
player,201311030car,car,TolbMi00,pass_int,0,,,,,
player,201311030car,car,TolbMi00,pass_sacked,0,,,,,
player,201311030car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201311030car,car,TolbMi00,pass_long,0,,,,,
player,201311030car,car,TolbMi00,pass_rating,,,,,,
player,201311030car,car,TolbMi00,rush_att,6,,,,,
player,201311030car,car,TolbMi00,rush_yds,24,,,,,
player,201311030car,car,TolbMi00,rush_td,1,,,,,
player,201311030car,car,TolbMi00,rush_long,9,,,,,
player,201311030car,car,TolbMi00,targets,4,,,,,
player,201311030car,car,TolbMi00,rec,3,,,,,
player,201311030car,car,TolbMi00,rec_yds,13,,,,,
player,201311030car,car,TolbMi00,rec_td,0,,,,,
player,201311030car,car,TolbMi00,rec_long,7,,,,,
player,201311030car,car,TolbMi00,fumbles,0,,,,,
player,201311030car,car,TolbMi00,fumbles_lost,0,,,,,
player,201311030car,car,LaFeBr00,pass_cmp,0,,,,,
player,201311030car,car,LaFeBr00,pass_att,0,,,,,
player,201311030car,car,LaFeBr00,pass_yds,0,,,,,
player,201311030car,car,LaFeBr00,pass_td,0,,,,,
player,201311030car,car,LaFeBr00,pass_int,0,,,,,
player,201311030car,car,LaFeBr00,pass_sacked,0,,,,,
player,201311030car,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201311030car,car,LaFeBr00,pass_long,0,,,,,
player,201311030car,car,LaFeBr00,pass_rating,,,,,,
player,201311030car,car,LaFeBr00,rush_att,0,,,,,
player,201311030car,car,LaFeBr00,rush_yds,0,,,,,
player,201311030car,car,LaFeBr00,rush_td,0,,,,,
player,201311030car,car,LaFeBr00,rush_long,0,,,,,
player,201311030car,car,LaFeBr00,targets,9,,,,,
player,201311030car,car,LaFeBr00,rec,6,,,,,
player,201311030car,car,LaFeBr00,rec_yds,74,,,,,
player,201311030car,car,LaFeBr00,rec_td,0,,,,,
player,201311030car,car,LaFeBr00,rec_long,30,,,,,
player,201311030car,car,LaFeBr00,fumbles,1,,,,,
player,201311030car,car,LaFeBr00,fumbles_lost,0,,,,,
player,201311030car,car,OlseGr00,pass_cmp,0,,,,,
player,201311030car,car,OlseGr00,pass_att,0,,,,,
player,201311030car,car,OlseGr00,pass_yds,0,,,,,
player,201311030car,car,OlseGr00,pass_td,0,,,,,
player,201311030car,car,OlseGr00,pass_int,0,,,,,
player,201311030car,car,OlseGr00,pass_sacked,0,,,,,
player,201311030car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201311030car,car,OlseGr00,pass_long,0,,,,,
player,201311030car,car,OlseGr00,pass_rating,,,,,,
player,201311030car,car,OlseGr00,rush_att,0,,,,,
player,201311030car,car,OlseGr00,rush_yds,0,,,,,
player,201311030car,car,OlseGr00,rush_td,0,,,,,
player,201311030car,car,OlseGr00,rush_long,0,,,,,
player,201311030car,car,OlseGr00,targets,5,,,,,
player,201311030car,car,OlseGr00,rec,4,,,,,
player,201311030car,car,OlseGr00,rec_yds,66,,,,,
player,201311030car,car,OlseGr00,rec_td,1,,,,,
player,201311030car,car,OlseGr00,rec_long,23,,,,,
player,201311030car,car,OlseGr00,fumbles,0,,,,,
player,201311030car,car,OlseGr00,fumbles_lost,0,,,,,
player,201311030car,car,SmitSt01,pass_cmp,0,,,,,
player,201311030car,car,SmitSt01,pass_att,0,,,,,
player,201311030car,car,SmitSt01,pass_yds,0,,,,,
player,201311030car,car,SmitSt01,pass_td,0,,,,,
player,201311030car,car,SmitSt01,pass_int,0,,,,,
player,201311030car,car,SmitSt01,pass_sacked,0,,,,,
player,201311030car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201311030car,car,SmitSt01,pass_long,0,,,,,
player,201311030car,car,SmitSt01,pass_rating,,,,,,
player,201311030car,car,SmitSt01,rush_att,0,,,,,
player,201311030car,car,SmitSt01,rush_yds,0,,,,,
player,201311030car,car,SmitSt01,rush_td,0,,,,,
player,201311030car,car,SmitSt01,rush_long,0,,,,,
player,201311030car,car,SmitSt01,targets,10,,,,,
player,201311030car,car,SmitSt01,rec,4,,,,,
player,201311030car,car,SmitSt01,rec_yds,52,,,,,
player,201311030car,car,SmitSt01,rec_td,0,,,,,
player,201311030car,car,SmitSt01,rec_long,23,,,,,
player,201311030car,car,SmitSt01,fumbles,0,,,,,
player,201311030car,car,SmitSt01,fumbles_lost,0,,,,,
player,201311030car,car,GinnTe00,pass_cmp,0,,,,,
player,201311030car,car,GinnTe00,pass_att,0,,,,,
player,201311030car,car,GinnTe00,pass_yds,0,,,,,
player,201311030car,car,GinnTe00,pass_td,0,,,,,
player,201311030car,car,GinnTe00,pass_int,0,,,,,
player,201311030car,car,GinnTe00,pass_sacked,0,,,,,
player,201311030car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201311030car,car,GinnTe00,pass_long,0,,,,,
player,201311030car,car,GinnTe00,pass_rating,,,,,,
player,201311030car,car,GinnTe00,rush_att,0,,,,,
player,201311030car,car,GinnTe00,rush_yds,0,,,,,
player,201311030car,car,GinnTe00,rush_td,0,,,,,
player,201311030car,car,GinnTe00,rush_long,0,,,,,
player,201311030car,car,GinnTe00,targets,3,,,,,
player,201311030car,car,GinnTe00,rec,1,,,,,
player,201311030car,car,GinnTe00,rec_yds,10,,,,,
player,201311030car,car,GinnTe00,rec_td,0,,,,,
player,201311030car,car,GinnTe00,rec_long,10,,,,,
player,201311030car,car,GinnTe00,fumbles,0,,,,,
player,201311030car,car,GinnTe00,fumbles_lost,0,,,,,
player,201311030car,atl,TrufDe00,def_int,1,,,,,
player,201311030car,atl,TrufDe00,def_int_yds,0,,,,,
player,201311030car,atl,TrufDe00,def_int_td,0,,,,,
player,201311030car,atl,TrufDe00,def_int_long,0,,,,,
player,201311030car,atl,TrufDe00,pass_defended,1,,,,,
player,201311030car,atl,TrufDe00,sacks,0.0,,,,,
player,201311030car,atl,TrufDe00,tackles_combined,5,,,,,
player,201311030car,atl,TrufDe00,tackles_solo,4,,,,,
player,201311030car,atl,TrufDe00,tackles_assists,1,,,,,
player,201311030car,atl,TrufDe00,tackles_loss,0,,,,,
player,201311030car,atl,TrufDe00,qb_hits,0,,,,,
player,201311030car,atl,TrufDe00,fumbles_rec,0,,,,,
player,201311030car,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201311030car,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201311030car,atl,TrufDe00,fumbles_forced,0,,,,,
player,201311030car,atl,AlfoRo00,def_int,1,,,,,
player,201311030car,atl,AlfoRo00,def_int_yds,0,,,,,
player,201311030car,atl,AlfoRo00,def_int_td,0,,,,,
player,201311030car,atl,AlfoRo00,def_int_long,0,,,,,
player,201311030car,atl,AlfoRo00,pass_defended,1,,,,,
player,201311030car,atl,AlfoRo00,sacks,0.0,,,,,
player,201311030car,atl,AlfoRo00,tackles_combined,2,,,,,
player,201311030car,atl,AlfoRo00,tackles_solo,1,,,,,
player,201311030car,atl,AlfoRo00,tackles_assists,1,,,,,
player,201311030car,atl,AlfoRo00,tackles_loss,0,,,,,
player,201311030car,atl,AlfoRo00,qb_hits,0,,,,,
player,201311030car,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201311030car,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201311030car,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201311030car,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201311030car,atl,UmenOs99,def_int,0,,,,,
player,201311030car,atl,UmenOs99,def_int_yds,0,,,,,
player,201311030car,atl,UmenOs99,def_int_td,0,,,,,
player,201311030car,atl,UmenOs99,def_int_long,0,,,,,
player,201311030car,atl,UmenOs99,pass_defended,0,,,,,
player,201311030car,atl,UmenOs99,sacks,0.5,,,,,
player,201311030car,atl,UmenOs99,tackles_combined,4,,,,,
player,201311030car,atl,UmenOs99,tackles_solo,2,,,,,
player,201311030car,atl,UmenOs99,tackles_assists,2,,,,,
player,201311030car,atl,UmenOs99,tackles_loss,0,,,,,
player,201311030car,atl,UmenOs99,qb_hits,1,,,,,
player,201311030car,atl,UmenOs99,fumbles_rec,0,,,,,
player,201311030car,atl,UmenOs99,fumbles_rec_yds,0,,,,,
player,201311030car,atl,UmenOs99,fumbles_rec_td,0,,,,,
player,201311030car,atl,UmenOs99,fumbles_forced,0,,,,,
player,201311030car,atl,MassJo00,def_int,0,,,,,
player,201311030car,atl,MassJo00,def_int_yds,0,,,,,
player,201311030car,atl,MassJo00,def_int_td,0,,,,,
player,201311030car,atl,MassJo00,def_int_long,0,,,,,
player,201311030car,atl,MassJo00,pass_defended,1,,,,,
player,201311030car,atl,MassJo00,sacks,0.5,,,,,
player,201311030car,atl,MassJo00,tackles_combined,3,,,,,
player,201311030car,atl,MassJo00,tackles_solo,0,,,,,
player,201311030car,atl,MassJo00,tackles_assists,3,,,,,
player,201311030car,atl,MassJo00,tackles_loss,0,,,,,
player,201311030car,atl,MassJo00,qb_hits,2,,,,,
player,201311030car,atl,MassJo00,fumbles_rec,0,,,,,
player,201311030car,atl,MassJo00,fumbles_rec_yds,0,,,,,
player,201311030car,atl,MassJo00,fumbles_rec_td,0,,,,,
player,201311030car,atl,MassJo00,fumbles_forced,0,,,,,
player,201311030car,atl,WorrPa00,def_int,0,,,,,
player,201311030car,atl,WorrPa00,def_int_yds,0,,,,,
player,201311030car,atl,WorrPa00,def_int_td,0,,,,,
player,201311030car,atl,WorrPa00,def_int_long,0,,,,,
player,201311030car,atl,WorrPa00,pass_defended,0,,,,,
player,201311030car,atl,WorrPa00,sacks,0.0,,,,,
player,201311030car,atl,WorrPa00,tackles_combined,19,,,,,
player,201311030car,atl,WorrPa00,tackles_solo,9,,,,,
player,201311030car,atl,WorrPa00,tackles_assists,10,,,,,
player,201311030car,atl,WorrPa00,tackles_loss,0,,,,,
player,201311030car,atl,WorrPa00,qb_hits,0,,,,,
player,201311030car,atl,WorrPa00,fumbles_rec,0,,,,,
player,201311030car,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201311030car,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201311030car,atl,WorrPa00,fumbles_forced,0,,,,,
player,201311030car,atl,BartJo01,def_int,0,,,,,
player,201311030car,atl,BartJo01,def_int_yds,0,,,,,
player,201311030car,atl,BartJo01,def_int_td,0,,,,,
player,201311030car,atl,BartJo01,def_int_long,0,,,,,
player,201311030car,atl,BartJo01,pass_defended,0,,,,,
player,201311030car,atl,BartJo01,sacks,0.0,,,,,
player,201311030car,atl,BartJo01,tackles_combined,8,,,,,
player,201311030car,atl,BartJo01,tackles_solo,1,,,,,
player,201311030car,atl,BartJo01,tackles_assists,7,,,,,
player,201311030car,atl,BartJo01,tackles_loss,0,,,,,
player,201311030car,atl,BartJo01,qb_hits,0,,,,,
player,201311030car,atl,BartJo01,fumbles_rec,0,,,,,
player,201311030car,atl,BartJo01,fumbles_rec_yds,0,,,,,
player,201311030car,atl,BartJo01,fumbles_rec_td,0,,,,,
player,201311030car,atl,BartJo01,fumbles_forced,0,,,,,
player,201311030car,atl,SamuAs20,def_int,0,,,,,
player,201311030car,atl,SamuAs20,def_int_yds,0,,,,,
player,201311030car,atl,SamuAs20,def_int_td,0,,,,,
player,201311030car,atl,SamuAs20,def_int_long,0,,,,,
player,201311030car,atl,SamuAs20,pass_defended,1,,,,,
player,201311030car,atl,SamuAs20,sacks,0.0,,,,,
player,201311030car,atl,SamuAs20,tackles_combined,8,,,,,
player,201311030car,atl,SamuAs20,tackles_solo,8,,,,,
player,201311030car,atl,SamuAs20,tackles_assists,0,,,,,
player,201311030car,atl,SamuAs20,tackles_loss,0,,,,,
player,201311030car,atl,SamuAs20,qb_hits,0,,,,,
player,201311030car,atl,SamuAs20,fumbles_rec,0,,,,,
player,201311030car,atl,SamuAs20,fumbles_rec_yds,0,,,,,
player,201311030car,atl,SamuAs20,fumbles_rec_td,0,,,,,
player,201311030car,atl,SamuAs20,fumbles_forced,1,,,,,
player,201311030car,atl,MoorWi99,def_int,0,,,,,
player,201311030car,atl,MoorWi99,def_int_yds,0,,,,,
player,201311030car,atl,MoorWi99,def_int_td,0,,,,,
player,201311030car,atl,MoorWi99,def_int_long,0,,,,,
