game,2013,3,20130922,201309220nwe,tam,"Tampa Bay Buccaneers",3,nwe,"New England Patriots",23
player,201309220nwe,nwe,BoycJo00,targets,1,,,,,
player,201309220nwe,nwe,BoycJo00,rec,0,,,,,
player,201309220nwe,nwe,BoycJo00,rec_yds,0,,,,,
player,201309220nwe,nwe,BoycJo00,rec_td,0,,,,,
player,201309220nwe,nwe,BoycJo00,rec_long,0,,,,,
player,201309220nwe,nwe,BoycJo00,fumbles,0,,,,,
player,201309220nwe,nwe,BoycJo00,fumbles_lost,0,,,,,
player,201309220nwe,tam,BarrMa00,def_int,1,,,,,
player,201309220nwe,tam,BarrMa00,def_int_yds,0,,,,,
player,201309220nwe,tam,BarrMa00,def_int_td,0,,,,,
player,201309220nwe,tam,BarrMa00,def_int_long,0,,,,,
player,201309220nwe,tam,BarrMa00,pass_defended,1,,,,,
player,201309220nwe,tam,BarrMa00,sacks,0.5,,,,,
player,201309220nwe,tam,BarrMa00,tackles_combined,11,,,,,
player,201309220nwe,tam,BarrMa00,tackles_solo,8,,,,,
player,201309220nwe,tam,BarrMa00,tackles_assists,3,,,,,
player,201309220nwe,tam,BarrMa00,tackles_loss,0,,,,,
player,201309220nwe,tam,BarrMa00,qb_hits,1,,,,,
player,201309220nwe,tam,BarrMa00,fumbles_rec,0,,,,,
player,201309220nwe,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,BarrMa00,fumbles_forced,0,,,,,
player,201309220nwe,tam,ClayAd00,def_int,0,,,,,
player,201309220nwe,tam,ClayAd00,def_int_yds,0,,,,,
player,201309220nwe,tam,ClayAd00,def_int_td,0,,,,,
player,201309220nwe,tam,ClayAd00,def_int_long,0,,,,,
player,201309220nwe,tam,ClayAd00,pass_defended,0,,,,,
player,201309220nwe,tam,ClayAd00,sacks,1.0,,,,,
player,201309220nwe,tam,ClayAd00,tackles_combined,6,,,,,
player,201309220nwe,tam,ClayAd00,tackles_solo,5,,,,,
player,201309220nwe,tam,ClayAd00,tackles_assists,1,,,,,
player,201309220nwe,tam,ClayAd00,tackles_loss,1,,,,,
player,201309220nwe,tam,ClayAd00,qb_hits,1,,,,,
player,201309220nwe,tam,ClayAd00,fumbles_rec,0,,,,,
player,201309220nwe,tam,ClayAd00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,ClayAd00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,ClayAd00,fumbles_forced,0,,,,,
player,201309220nwe,tam,SpenAk00,def_int,0,,,,,
player,201309220nwe,tam,SpenAk00,def_int_yds,0,,,,,
player,201309220nwe,tam,SpenAk00,def_int_td,0,,,,,
player,201309220nwe,tam,SpenAk00,def_int_long,0,,,,,
player,201309220nwe,tam,SpenAk00,pass_defended,0,,,,,
player,201309220nwe,tam,SpenAk00,sacks,1.0,,,,,
player,201309220nwe,tam,SpenAk00,tackles_combined,4,,,,,
player,201309220nwe,tam,SpenAk00,tackles_solo,3,,,,,
player,201309220nwe,tam,SpenAk00,tackles_assists,1,,,,,
player,201309220nwe,tam,SpenAk00,tackles_loss,1,,,,,
player,201309220nwe,tam,SpenAk00,qb_hits,1,,,,,
player,201309220nwe,tam,SpenAk00,fumbles_rec,0,,,,,
player,201309220nwe,tam,SpenAk00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,SpenAk00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,SpenAk00,fumbles_forced,0,,,,,
player,201309220nwe,tam,DaviLa00,def_int,0,,,,,
player,201309220nwe,tam,DaviLa00,def_int_yds,0,,,,,
player,201309220nwe,tam,DaviLa00,def_int_td,0,,,,,
player,201309220nwe,tam,DaviLa00,def_int_long,0,,,,,
player,201309220nwe,tam,DaviLa00,pass_defended,0,,,,,
player,201309220nwe,tam,DaviLa00,sacks,0.5,,,,,
player,201309220nwe,tam,DaviLa00,tackles_combined,9,,,,,
player,201309220nwe,tam,DaviLa00,tackles_solo,8,,,,,
player,201309220nwe,tam,DaviLa00,tackles_assists,1,,,,,
player,201309220nwe,tam,DaviLa00,tackles_loss,2,,,,,
player,201309220nwe,tam,DaviLa00,qb_hits,1,,,,,
player,201309220nwe,tam,DaviLa00,fumbles_rec,0,,,,,
player,201309220nwe,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,DaviLa00,fumbles_forced,0,,,,,
player,201309220nwe,tam,FostMa00,def_int,0,,,,,
player,201309220nwe,tam,FostMa00,def_int_yds,0,,,,,
player,201309220nwe,tam,FostMa00,def_int_td,0,,,,,
player,201309220nwe,tam,FostMa00,def_int_long,0,,,,,
player,201309220nwe,tam,FostMa00,pass_defended,0,,,,,
player,201309220nwe,tam,FostMa00,sacks,0.0,,,,,
player,201309220nwe,tam,FostMa00,tackles_combined,8,,,,,
player,201309220nwe,tam,FostMa00,tackles_solo,4,,,,,
player,201309220nwe,tam,FostMa00,tackles_assists,4,,,,,
player,201309220nwe,tam,FostMa00,tackles_loss,0,,,,,
player,201309220nwe,tam,FostMa00,qb_hits,1,,,,,
player,201309220nwe,tam,FostMa00,fumbles_rec,0,,,,,
player,201309220nwe,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,FostMa00,fumbles_forced,0,,,,,
player,201309220nwe,tam,GoldDa99,def_int,0,,,,,
player,201309220nwe,tam,GoldDa99,def_int_yds,0,,,,,
player,201309220nwe,tam,GoldDa99,def_int_td,0,,,,,
player,201309220nwe,tam,GoldDa99,def_int_long,0,,,,,
player,201309220nwe,tam,GoldDa99,pass_defended,0,,,,,
player,201309220nwe,tam,GoldDa99,sacks,0.0,,,,,
player,201309220nwe,tam,GoldDa99,tackles_combined,7,,,,,
player,201309220nwe,tam,GoldDa99,tackles_solo,4,,,,,
player,201309220nwe,tam,GoldDa99,tackles_assists,3,,,,,
player,201309220nwe,tam,GoldDa99,tackles_loss,0,,,,,
player,201309220nwe,tam,GoldDa99,qb_hits,0,,,,,
player,201309220nwe,tam,GoldDa99,fumbles_rec,0,,,,,
player,201309220nwe,tam,GoldDa99,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,GoldDa99,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,GoldDa99,fumbles_forced,0,,,,,
player,201309220nwe,tam,JohnLe03,def_int,0,,,,,
player,201309220nwe,tam,JohnLe03,def_int_yds,0,,,,,
player,201309220nwe,tam,JohnLe03,def_int_td,0,,,,,
player,201309220nwe,tam,JohnLe03,def_int_long,0,,,,,
player,201309220nwe,tam,JohnLe03,pass_defended,0,,,,,
player,201309220nwe,tam,JohnLe03,sacks,0.0,,,,,
player,201309220nwe,tam,JohnLe03,tackles_combined,5,,,,,
player,201309220nwe,tam,JohnLe03,tackles_solo,2,,,,,
player,201309220nwe,tam,JohnLe03,tackles_assists,3,,,,,
player,201309220nwe,tam,JohnLe03,tackles_loss,0,,,,,
player,201309220nwe,tam,JohnLe03,qb_hits,0,,,,,
player,201309220nwe,tam,JohnLe03,fumbles_rec,0,,,,,
player,201309220nwe,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,JohnLe03,fumbles_forced,0,,,,,
player,201309220nwe,tam,ReviDa99,def_int,0,,,,,
player,201309220nwe,tam,ReviDa99,def_int_yds,0,,,,,
player,201309220nwe,tam,ReviDa99,def_int_td,0,,,,,
player,201309220nwe,tam,ReviDa99,def_int_long,0,,,,,
player,201309220nwe,tam,ReviDa99,pass_defended,0,,,,,
player,201309220nwe,tam,ReviDa99,sacks,0.0,,,,,
player,201309220nwe,tam,ReviDa99,tackles_combined,5,,,,,
player,201309220nwe,tam,ReviDa99,tackles_solo,4,,,,,
player,201309220nwe,tam,ReviDa99,tackles_assists,1,,,,,
player,201309220nwe,tam,ReviDa99,tackles_loss,0,,,,,
player,201309220nwe,tam,ReviDa99,qb_hits,0,,,,,
player,201309220nwe,tam,ReviDa99,fumbles_rec,0,,,,,
player,201309220nwe,tam,ReviDa99,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,ReviDa99,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,ReviDa99,fumbles_forced,0,,,,,
player,201309220nwe,tam,BlacAh00,def_int,0,,,,,
player,201309220nwe,tam,BlacAh00,def_int_yds,0,,,,,
player,201309220nwe,tam,BlacAh00,def_int_td,0,,,,,
player,201309220nwe,tam,BlacAh00,def_int_long,0,,,,,
player,201309220nwe,tam,BlacAh00,pass_defended,0,,,,,
player,201309220nwe,tam,BlacAh00,sacks,0.0,,,,,
player,201309220nwe,tam,BlacAh00,tackles_combined,4,,,,,
player,201309220nwe,tam,BlacAh00,tackles_solo,2,,,,,
player,201309220nwe,tam,BlacAh00,tackles_assists,2,,,,,
player,201309220nwe,tam,BlacAh00,tackles_loss,0,,,,,
player,201309220nwe,tam,BlacAh00,qb_hits,0,,,,,
player,201309220nwe,tam,BlacAh00,fumbles_rec,0,,,,,
player,201309220nwe,tam,BlacAh00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,BlacAh00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,BlacAh00,fumbles_forced,0,,,,,
player,201309220nwe,tam,BankJo00,def_int,0,,,,,
player,201309220nwe,tam,BankJo00,def_int_yds,0,,,,,
player,201309220nwe,tam,BankJo00,def_int_td,0,,,,,
player,201309220nwe,tam,BankJo00,def_int_long,0,,,,,
player,201309220nwe,tam,BankJo00,pass_defended,0,,,,,
player,201309220nwe,tam,BankJo00,sacks,0.0,,,,,
player,201309220nwe,tam,BankJo00,tackles_combined,3,,,,,
player,201309220nwe,tam,BankJo00,tackles_solo,2,,,,,
player,201309220nwe,tam,BankJo00,tackles_assists,1,,,,,
player,201309220nwe,tam,BankJo00,tackles_loss,0,,,,,
player,201309220nwe,tam,BankJo00,qb_hits,0,,,,,
player,201309220nwe,tam,BankJo00,fumbles_rec,0,,,,,
player,201309220nwe,tam,BankJo00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,BankJo00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,BankJo00,fumbles_forced,0,,,,,
player,201309220nwe,tam,McCoGe99,def_int,0,,,,,
player,201309220nwe,tam,McCoGe99,def_int_yds,0,,,,,
player,201309220nwe,tam,McCoGe99,def_int_td,0,,,,,
player,201309220nwe,tam,McCoGe99,def_int_long,0,,,,,
player,201309220nwe,tam,McCoGe99,pass_defended,0,,,,,
player,201309220nwe,tam,McCoGe99,sacks,0.0,,,,,
player,201309220nwe,tam,McCoGe99,tackles_combined,3,,,,,
player,201309220nwe,tam,McCoGe99,tackles_solo,3,,,,,
player,201309220nwe,tam,McCoGe99,tackles_assists,0,,,,,
player,201309220nwe,tam,McCoGe99,tackles_loss,0,,,,,
player,201309220nwe,tam,McCoGe99,qb_hits,0,,,,,
player,201309220nwe,tam,McCoGe99,fumbles_rec,0,,,,,
player,201309220nwe,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,McCoGe99,fumbles_forced,0,,,,,
player,201309220nwe,tam,GholWi00,def_int,0,,,,,
player,201309220nwe,tam,GholWi00,def_int_yds,0,,,,,
player,201309220nwe,tam,GholWi00,def_int_td,0,,,,,
player,201309220nwe,tam,GholWi00,def_int_long,0,,,,,
player,201309220nwe,tam,GholWi00,pass_defended,0,,,,,
player,201309220nwe,tam,GholWi00,sacks,0.0,,,,,
player,201309220nwe,tam,GholWi00,tackles_combined,1,,,,,
player,201309220nwe,tam,GholWi00,tackles_solo,0,,,,,
player,201309220nwe,tam,GholWi00,tackles_assists,1,,,,,
player,201309220nwe,tam,GholWi00,tackles_loss,0,,,,,
player,201309220nwe,tam,GholWi00,qb_hits,0,,,,,
player,201309220nwe,tam,GholWi00,fumbles_rec,0,,,,,
player,201309220nwe,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,GholWi00,fumbles_forced,0,,,,,
player,201309220nwe,tam,ScotTr99,def_int,0,,,,,
player,201309220nwe,tam,ScotTr99,def_int_yds,0,,,,,
player,201309220nwe,tam,ScotTr99,def_int_td,0,,,,,
player,201309220nwe,tam,ScotTr99,def_int_long,0,,,,,
player,201309220nwe,tam,ScotTr99,pass_defended,0,,,,,
player,201309220nwe,tam,ScotTr99,sacks,0.0,,,,,
player,201309220nwe,tam,ScotTr99,tackles_combined,1,,,,,
player,201309220nwe,tam,ScotTr99,tackles_solo,0,,,,,
player,201309220nwe,tam,ScotTr99,tackles_assists,1,,,,,
player,201309220nwe,tam,ScotTr99,tackles_loss,0,,,,,
player,201309220nwe,tam,ScotTr99,qb_hits,0,,,,,
player,201309220nwe,tam,ScotTr99,fumbles_rec,0,,,,,
player,201309220nwe,tam,ScotTr99,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,ScotTr99,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,ScotTr99,fumbles_forced,0,,,,,
player,201309220nwe,tam,Teo-Da99,def_int,0,,,,,
player,201309220nwe,tam,Teo-Da99,def_int_yds,0,,,,,
player,201309220nwe,tam,Teo-Da99,def_int_td,0,,,,,
player,201309220nwe,tam,Teo-Da99,def_int_long,0,,,,,
player,201309220nwe,tam,Teo-Da99,pass_defended,0,,,,,
player,201309220nwe,tam,Teo-Da99,sacks,0.0,,,,,
player,201309220nwe,tam,Teo-Da99,tackles_combined,1,,,,,
player,201309220nwe,tam,Teo-Da99,tackles_solo,0,,,,,
player,201309220nwe,tam,Teo-Da99,tackles_assists,1,,,,,
player,201309220nwe,tam,Teo-Da99,tackles_loss,0,,,,,
player,201309220nwe,tam,Teo-Da99,qb_hits,1,,,,,
player,201309220nwe,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201309220nwe,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201309220nwe,tam,WrigTi01,def_int,0,,,,,
player,201309220nwe,tam,WrigTi01,def_int_yds,0,,,,,
player,201309220nwe,tam,WrigTi01,def_int_td,0,,,,,
player,201309220nwe,tam,WrigTi01,def_int_long,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_defended,0,,,,,
player,201309220nwe,tam,WrigTi01,sacks,0.0,,,,,
player,201309220nwe,tam,WrigTi01,tackles_combined,1,,,,,
player,201309220nwe,tam,WrigTi01,tackles_solo,0,,,,,
player,201309220nwe,tam,WrigTi01,tackles_assists,1,,,,,
player,201309220nwe,tam,WrigTi01,tackles_loss,0,,,,,
player,201309220nwe,tam,WrigTi01,qb_hits,0,,,,,
player,201309220nwe,tam,WrigTi01,fumbles_rec,0,,,,,
player,201309220nwe,tam,WrigTi01,fumbles_rec_yds,0,,,,,
player,201309220nwe,tam,WrigTi01,fumbles_rec_td,0,,,,,
player,201309220nwe,tam,WrigTi01,fumbles_forced,0,,,,,
player,201309220nwe,nwe,TaliAq99,def_int,1,,,,,
player,201309220nwe,nwe,TaliAq99,def_int_yds,0,,,,,
player,201309220nwe,nwe,TaliAq99,def_int_td,0,,,,,
player,201309220nwe,nwe,TaliAq99,def_int_long,0,,,,,
player,201309220nwe,nwe,TaliAq99,pass_defended,1,,,,,
player,201309220nwe,nwe,TaliAq99,sacks,0.0,,,,,
player,201309220nwe,nwe,TaliAq99,tackles_combined,3,,,,,
player,201309220nwe,nwe,TaliAq99,tackles_solo,2,,,,,
player,201309220nwe,nwe,TaliAq99,tackles_assists,1,,,,,
player,201309220nwe,nwe,TaliAq99,tackles_loss,0,,,,,
player,201309220nwe,nwe,TaliAq99,qb_hits,0,,,,,
player,201309220nwe,nwe,TaliAq99,fumbles_rec,0,,,,,
player,201309220nwe,nwe,TaliAq99,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,TaliAq99,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,TaliAq99,fumbles_forced,0,,,,,
player,201309220nwe,nwe,MayoJe99,def_int,0,,,,,
player,201309220nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201309220nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201309220nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201309220nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201309220nwe,nwe,MayoJe99,sacks,1.0,,,,,
player,201309220nwe,nwe,MayoJe99,tackles_combined,9,,,,,
player,201309220nwe,nwe,MayoJe99,tackles_solo,5,,,,,
player,201309220nwe,nwe,MayoJe99,tackles_assists,4,,,,,
player,201309220nwe,nwe,MayoJe99,tackles_loss,1,,,,,
player,201309220nwe,nwe,MayoJe99,qb_hits,1,,,,,
player,201309220nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201309220nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201309220nwe,nwe,JoneCh03,def_int,0,,,,,
player,201309220nwe,nwe,JoneCh03,def_int_yds,0,,,,,
player,201309220nwe,nwe,JoneCh03,def_int_td,0,,,,,
player,201309220nwe,nwe,JoneCh03,def_int_long,0,,,,,
player,201309220nwe,nwe,JoneCh03,pass_defended,0,,,,,
player,201309220nwe,nwe,JoneCh03,sacks,1.0,,,,,
player,201309220nwe,nwe,JoneCh03,tackles_combined,3,,,,,
player,201309220nwe,nwe,JoneCh03,tackles_solo,0,,,,,
player,201309220nwe,nwe,JoneCh03,tackles_assists,3,,,,,
player,201309220nwe,nwe,JoneCh03,tackles_loss,0,,,,,
player,201309220nwe,nwe,JoneCh03,qb_hits,2,,,,,
player,201309220nwe,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201309220nwe,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201309220nwe,nwe,NinkRo20,def_int,0,,,,,
player,201309220nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201309220nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201309220nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201309220nwe,nwe,NinkRo20,pass_defended,0,,,,,
player,201309220nwe,nwe,NinkRo20,sacks,0.5,,,,,
player,201309220nwe,nwe,NinkRo20,tackles_combined,5,,,,,
player,201309220nwe,nwe,NinkRo20,tackles_solo,1,,,,,
player,201309220nwe,nwe,NinkRo20,tackles_assists,4,,,,,
player,201309220nwe,nwe,NinkRo20,tackles_loss,0,,,,,
player,201309220nwe,nwe,NinkRo20,qb_hits,1,,,,,
player,201309220nwe,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201309220nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201309220nwe,nwe,KellTo21,def_int,0,,,,,
player,201309220nwe,nwe,KellTo21,def_int_yds,0,,,,,
player,201309220nwe,nwe,KellTo21,def_int_td,0,,,,,
player,201309220nwe,nwe,KellTo21,def_int_long,0,,,,,
player,201309220nwe,nwe,KellTo21,pass_defended,0,,,,,
player,201309220nwe,nwe,KellTo21,sacks,0.5,,,,,
player,201309220nwe,nwe,KellTo21,tackles_combined,4,,,,,
player,201309220nwe,nwe,KellTo21,tackles_solo,3,,,,,
player,201309220nwe,nwe,KellTo21,tackles_assists,1,,,,,
player,201309220nwe,nwe,KellTo21,tackles_loss,0,,,,,
player,201309220nwe,nwe,KellTo21,qb_hits,2,,,,,
player,201309220nwe,nwe,KellTo21,fumbles_rec,0,,,,,
player,201309220nwe,nwe,KellTo21,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,KellTo21,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,KellTo21,fumbles_forced,0,,,,,
player,201309220nwe,nwe,SpikBr99,def_int,0,,,,,
player,201309220nwe,nwe,SpikBr99,def_int_yds,0,,,,,
player,201309220nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201309220nwe,nwe,SpikBr99,def_int_long,0,,,,,
player,201309220nwe,nwe,SpikBr99,pass_defended,0,,,,,
player,201309220nwe,nwe,SpikBr99,sacks,0.0,,,,,
player,201309220nwe,nwe,SpikBr99,tackles_combined,7,,,,,
player,201309220nwe,nwe,SpikBr99,tackles_solo,5,,,,,
player,201309220nwe,nwe,SpikBr99,tackles_assists,2,,,,,
player,201309220nwe,nwe,SpikBr99,tackles_loss,0,,,,,
player,201309220nwe,nwe,SpikBr99,qb_hits,0,,,,,
player,201309220nwe,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201309220nwe,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201309220nwe,nwe,DennAl00,def_int,0,,,,,
player,201309220nwe,nwe,DennAl00,def_int_yds,0,,,,,
player,201309220nwe,nwe,DennAl00,def_int_td,0,,,,,
player,201309220nwe,nwe,DennAl00,def_int_long,0,,,,,
player,201309220nwe,nwe,DennAl00,pass_defended,2,,,,,
player,201309220nwe,nwe,DennAl00,sacks,0.0,,,,,
player,201309220nwe,nwe,DennAl00,tackles_combined,4,,,,,
player,201309220nwe,nwe,DennAl00,tackles_solo,3,,,,,
player,201309220nwe,nwe,DennAl00,tackles_assists,1,,,,,
player,201309220nwe,nwe,DennAl00,tackles_loss,0,,,,,
player,201309220nwe,nwe,DennAl00,qb_hits,0,,,,,
player,201309220nwe,nwe,DennAl00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,DennAl00,fumbles_forced,0,,,,,
player,201309220nwe,nwe,GregSt20,def_int,0,,,,,
player,201309220nwe,nwe,GregSt20,def_int_yds,0,,,,,
player,201309220nwe,nwe,GregSt20,def_int_td,0,,,,,
player,201309220nwe,nwe,GregSt20,def_int_long,0,,,,,
player,201309220nwe,nwe,GregSt20,pass_defended,0,,,,,
player,201309220nwe,nwe,GregSt20,sacks,0.0,,,,,
player,201309220nwe,nwe,GregSt20,tackles_combined,4,,,,,
player,201309220nwe,nwe,GregSt20,tackles_solo,3,,,,,
player,201309220nwe,nwe,GregSt20,tackles_assists,1,,,,,
player,201309220nwe,nwe,GregSt20,tackles_loss,0,,,,,
player,201309220nwe,nwe,GregSt20,qb_hits,0,,,,,
player,201309220nwe,nwe,GregSt20,fumbles_rec,0,,,,,
player,201309220nwe,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,GregSt20,fumbles_forced,0,,,,,
player,201309220nwe,nwe,HighDo01,def_int,0,,,,,
player,201309220nwe,nwe,HighDo01,def_int_yds,0,,,,,
player,201309220nwe,nwe,HighDo01,def_int_td,0,,,,,
player,201309220nwe,nwe,HighDo01,def_int_long,0,,,,,
player,201309220nwe,nwe,HighDo01,pass_defended,0,,,,,
player,201309220nwe,nwe,HighDo01,sacks,0.0,,,,,
player,201309220nwe,nwe,HighDo01,tackles_combined,3,,,,,
player,201309220nwe,nwe,HighDo01,tackles_solo,1,,,,,
player,201309220nwe,nwe,HighDo01,tackles_assists,2,,,,,
player,201309220nwe,nwe,HighDo01,tackles_loss,0,,,,,
player,201309220nwe,nwe,HighDo01,qb_hits,0,,,,,
player,201309220nwe,nwe,HighDo01,fumbles_rec,0,,,,,
player,201309220nwe,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,HighDo01,fumbles_forced,0,,,,,
player,201309220nwe,nwe,RyanLo00,def_int,0,,,,,
player,201309220nwe,nwe,RyanLo00,def_int_yds,0,,,,,
player,201309220nwe,nwe,RyanLo00,def_int_td,0,,,,,
player,201309220nwe,nwe,RyanLo00,def_int_long,0,,,,,
player,201309220nwe,nwe,RyanLo00,pass_defended,0,,,,,
player,201309220nwe,nwe,RyanLo00,sacks,0.0,,,,,
player,201309220nwe,nwe,RyanLo00,tackles_combined,3,,,,,
player,201309220nwe,nwe,RyanLo00,tackles_solo,2,,,,,
player,201309220nwe,nwe,RyanLo00,tackles_assists,1,,,,,
player,201309220nwe,nwe,RyanLo00,tackles_loss,0,,,,,
player,201309220nwe,nwe,RyanLo00,qb_hits,0,,,,,
player,201309220nwe,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201309220nwe,nwe,WilfVi20,def_int,0,,,,,
player,201309220nwe,nwe,WilfVi20,def_int_yds,0,,,,,
player,201309220nwe,nwe,WilfVi20,def_int_td,0,,,,,
player,201309220nwe,nwe,WilfVi20,def_int_long,0,,,,,
player,201309220nwe,nwe,WilfVi20,pass_defended,0,,,,,
player,201309220nwe,nwe,WilfVi20,sacks,0.0,,,,,
player,201309220nwe,nwe,WilfVi20,tackles_combined,3,,,,,
player,201309220nwe,nwe,WilfVi20,tackles_solo,0,,,,,
player,201309220nwe,nwe,WilfVi20,tackles_assists,3,,,,,
player,201309220nwe,nwe,WilfVi20,tackles_loss,0,,,,,
player,201309220nwe,nwe,WilfVi20,qb_hits,0,,,,,
player,201309220nwe,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201309220nwe,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201309220nwe,nwe,ArriKy00,def_int,0,,,,,
player,201309220nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201309220nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201309220nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201309220nwe,nwe,ArriKy00,pass_defended,0,,,,,
player,201309220nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201309220nwe,nwe,ArriKy00,tackles_combined,2,,,,,
player,201309220nwe,nwe,ArriKy00,tackles_solo,2,,,,,
player,201309220nwe,nwe,ArriKy00,tackles_assists,0,,,,,
player,201309220nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201309220nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201309220nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201309220nwe,nwe,CollJa00,def_int,0,,,,,
player,201309220nwe,nwe,CollJa00,def_int_yds,0,,,,,
player,201309220nwe,nwe,CollJa00,def_int_td,0,,,,,
player,201309220nwe,nwe,CollJa00,def_int_long,0,,,,,
player,201309220nwe,nwe,CollJa00,pass_defended,0,,,,,
player,201309220nwe,nwe,CollJa00,sacks,0.0,,,,,
player,201309220nwe,nwe,CollJa00,tackles_combined,2,,,,,
