game,2013,10,20131110,201311100crd,htx,"Houston Texans",24,crd,"Arizona Cardinals",27
team,201311100crd,htx,First Downs,17,,,,,,
team,201311100crd,crd,First Downs,19,,,,,,
team,201311100crd,htx,Rush-Yds-TDs,21-76-0,,,,,,
team,201311100crd,crd,Rush-Yds-TDs,29-97-0,,,,,,
team,201311100crd,htx,Cmp-Att-Yd-TD-INT,22-43-201-3-0,,,,,,
team,201311100crd,crd,Cmp-Att-Yd-TD-INT,20-32-241-2-1,,,,,,
team,201311100crd,htx,Sacked-Yards,3-42,,,,,,
team,201311100crd,crd,Sacked-Yards,1-6,,,,,,
team,201311100crd,htx,Net Pass Yards,159,,,,,,
team,201311100crd,crd,Net Pass Yards,235,,,,,,
team,201311100crd,htx,Total Yards,235,,,,,,
team,201311100crd,crd,Total Yards,332,,,,,,
team,201311100crd,htx,Fumbles-Lost,1-1,,,,,,
team,201311100crd,crd,Fumbles-Lost,2-2,,,,,,
team,201311100crd,htx,Turnovers,1,,,,,,
team,201311100crd,crd,Turnovers,3,,,,,,
team,201311100crd,htx,Penalties-Yards,7-53,,,,,,
team,201311100crd,crd,Penalties-Yards,5-29,,,,,,
team,201311100crd,htx,Third Down Conv.,6-16,,,,,,
team,201311100crd,crd,Third Down Conv.,3-10,,,,,,
team,201311100crd,htx,Fourth Down Conv.,0-1,,,,,,
team,201311100crd,crd,Fourth Down Conv.,0-0,,,,,,
team,201311100crd,htx,Time of Possession,28:52,,,,,,
team,201311100crd,crd,Time of Possession,31:08,,,,,,
player,201311100crd,htx,KeenCa00,pass_cmp,22,,,,,
player,201311100crd,htx,KeenCa00,pass_att,43,,,,,
player,201311100crd,htx,KeenCa00,pass_yds,201,,,,,
player,201311100crd,htx,KeenCa00,pass_td,3,,,,,
player,201311100crd,htx,KeenCa00,pass_int,0,,,,,
player,201311100crd,htx,KeenCa00,pass_sacked,3,,,,,
player,201311100crd,htx,KeenCa00,pass_sacked_yds,42,,,,,
player,201311100crd,htx,KeenCa00,pass_long,22,,,,,
player,201311100crd,htx,KeenCa00,pass_rating,87.5,,,,,
player,201311100crd,htx,KeenCa00,rush_att,2,,,,,
player,201311100crd,htx,KeenCa00,rush_yds,13,,,,,
player,201311100crd,htx,KeenCa00,rush_td,0,,,,,
player,201311100crd,htx,KeenCa00,rush_long,7,,,,,
player,201311100crd,htx,KeenCa00,targets,0,,,,,
player,201311100crd,htx,KeenCa00,rec,0,,,,,
player,201311100crd,htx,KeenCa00,rec_yds,0,,,,,
player,201311100crd,htx,KeenCa00,rec_td,0,,,,,
player,201311100crd,htx,KeenCa00,rec_long,0,,,,,
player,201311100crd,htx,KeenCa00,fumbles,1,,,,,
player,201311100crd,htx,KeenCa00,fumbles_lost,1,,,,,
player,201311100crd,htx,TateBe00,pass_cmp,0,,,,,
player,201311100crd,htx,TateBe00,pass_att,0,,,,,
player,201311100crd,htx,TateBe00,pass_yds,0,,,,,
player,201311100crd,htx,TateBe00,pass_td,0,,,,,
player,201311100crd,htx,TateBe00,pass_int,0,,,,,
player,201311100crd,htx,TateBe00,pass_sacked,0,,,,,
player,201311100crd,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201311100crd,htx,TateBe00,pass_long,0,,,,,
player,201311100crd,htx,TateBe00,pass_rating,,,,,,
player,201311100crd,htx,TateBe00,rush_att,15,,,,,
player,201311100crd,htx,TateBe00,rush_yds,56,,,,,
player,201311100crd,htx,TateBe00,rush_td,0,,,,,
player,201311100crd,htx,TateBe00,rush_long,12,,,,,
player,201311100crd,htx,TateBe00,targets,5,,,,,
player,201311100crd,htx,TateBe00,rec,3,,,,,
player,201311100crd,htx,TateBe00,rec_yds,8,,,,,
player,201311100crd,htx,TateBe00,rec_td,0,,,,,
player,201311100crd,htx,TateBe00,rec_long,7,,,,,
player,201311100crd,htx,TateBe00,fumbles,0,,,,,
player,201311100crd,htx,TateBe00,fumbles_lost,0,,,,,
player,201311100crd,htx,JohnDe02,pass_cmp,0,,,,,
player,201311100crd,htx,JohnDe02,pass_att,0,,,,,
player,201311100crd,htx,JohnDe02,pass_yds,0,,,,,
player,201311100crd,htx,JohnDe02,pass_td,0,,,,,
player,201311100crd,htx,JohnDe02,pass_int,0,,,,,
player,201311100crd,htx,JohnDe02,pass_sacked,0,,,,,
player,201311100crd,htx,JohnDe02,pass_sacked_yds,0,,,,,
player,201311100crd,htx,JohnDe02,pass_long,0,,,,,
player,201311100crd,htx,JohnDe02,pass_rating,,,,,,
player,201311100crd,htx,JohnDe02,rush_att,4,,,,,
player,201311100crd,htx,JohnDe02,rush_yds,7,,,,,
player,201311100crd,htx,JohnDe02,rush_td,0,,,,,
player,201311100crd,htx,JohnDe02,rush_long,4,,,,,
player,201311100crd,htx,JohnDe02,targets,1,,,,,
player,201311100crd,htx,JohnDe02,rec,1,,,,,
player,201311100crd,htx,JohnDe02,rec_yds,14,,,,,
player,201311100crd,htx,JohnDe02,rec_td,0,,,,,
player,201311100crd,htx,JohnDe02,rec_long,14,,,,,
player,201311100crd,htx,JohnDe02,fumbles,0,,,,,
player,201311100crd,htx,JohnDe02,fumbles_lost,0,,,,,
player,201311100crd,htx,HopkDe00,pass_cmp,0,,,,,
player,201311100crd,htx,HopkDe00,pass_att,0,,,,,
player,201311100crd,htx,HopkDe00,pass_yds,0,,,,,
player,201311100crd,htx,HopkDe00,pass_td,0,,,,,
player,201311100crd,htx,HopkDe00,pass_int,0,,,,,
player,201311100crd,htx,HopkDe00,pass_sacked,0,,,,,
player,201311100crd,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201311100crd,htx,HopkDe00,pass_long,0,,,,,
player,201311100crd,htx,HopkDe00,pass_rating,,,,,,
player,201311100crd,htx,HopkDe00,rush_att,0,,,,,
player,201311100crd,htx,HopkDe00,rush_yds,0,,,,,
player,201311100crd,htx,HopkDe00,rush_td,0,,,,,
player,201311100crd,htx,HopkDe00,rush_long,0,,,,,
player,201311100crd,htx,HopkDe00,targets,11,,,,,
player,201311100crd,htx,HopkDe00,rec,6,,,,,
player,201311100crd,htx,HopkDe00,rec_yds,69,,,,,
player,201311100crd,htx,HopkDe00,rec_td,0,,,,,
player,201311100crd,htx,HopkDe00,rec_long,22,,,,,
player,201311100crd,htx,HopkDe00,fumbles,0,,,,,
player,201311100crd,htx,HopkDe00,fumbles_lost,0,,,,,
player,201311100crd,htx,JohnAn02,pass_cmp,0,,,,,
player,201311100crd,htx,JohnAn02,pass_att,0,,,,,
player,201311100crd,htx,JohnAn02,pass_yds,0,,,,,
player,201311100crd,htx,JohnAn02,pass_td,0,,,,,
player,201311100crd,htx,JohnAn02,pass_int,0,,,,,
player,201311100crd,htx,JohnAn02,pass_sacked,0,,,,,
player,201311100crd,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201311100crd,htx,JohnAn02,pass_long,0,,,,,
player,201311100crd,htx,JohnAn02,pass_rating,,,,,,
player,201311100crd,htx,JohnAn02,rush_att,0,,,,,
player,201311100crd,htx,JohnAn02,rush_yds,0,,,,,
player,201311100crd,htx,JohnAn02,rush_td,0,,,,,
player,201311100crd,htx,JohnAn02,rush_long,0,,,,,
player,201311100crd,htx,JohnAn02,targets,12,,,,,
player,201311100crd,htx,JohnAn02,rec,5,,,,,
player,201311100crd,htx,JohnAn02,rec_yds,37,,,,,
player,201311100crd,htx,JohnAn02,rec_td,2,,,,,
player,201311100crd,htx,JohnAn02,rec_long,14,,,,,
player,201311100crd,htx,JohnAn02,fumbles,0,,,,,
player,201311100crd,htx,JohnAn02,fumbles_lost,0,,,,,
player,201311100crd,htx,PoseDe00,pass_cmp,0,,,,,
player,201311100crd,htx,PoseDe00,pass_att,0,,,,,
player,201311100crd,htx,PoseDe00,pass_yds,0,,,,,
player,201311100crd,htx,PoseDe00,pass_td,0,,,,,
player,201311100crd,htx,PoseDe00,pass_int,0,,,,,
player,201311100crd,htx,PoseDe00,pass_sacked,0,,,,,
player,201311100crd,htx,PoseDe00,pass_sacked_yds,0,,,,,
player,201311100crd,htx,PoseDe00,pass_long,0,,,,,
player,201311100crd,htx,PoseDe00,pass_rating,,,,,,
player,201311100crd,htx,PoseDe00,rush_att,0,,,,,
player,201311100crd,htx,PoseDe00,rush_yds,0,,,,,
player,201311100crd,htx,PoseDe00,rush_td,0,,,,,
player,201311100crd,htx,PoseDe00,rush_long,0,,,,,
player,201311100crd,htx,PoseDe00,targets,6,,,,,
player,201311100crd,htx,PoseDe00,rec,3,,,,,
