game,2013,2,20130915,201309150chi,min,"Minnesota Vikings",30,chi,"Chicago Bears",31
team,201309150chi,min,First Downs,19,,,,,,
team,201309150chi,chi,First Downs,24,,,,,,
team,201309150chi,min,Rush-Yds-TDs,33-123-0,,,,,,
team,201309150chi,chi,Rush-Yds-TDs,27-127-0,,,,,,
team,201309150chi,min,Cmp-Att-Yd-TD-INT,16-30-227-1-1,,,,,,
team,201309150chi,chi,Cmp-Att-Yd-TD-INT,27-38-292-3-2,,,,,,
team,201309150chi,min,Sacked-Yards,1-0,,,,,,
team,201309150chi,chi,Sacked-Yards,1-8,,,,,,
team,201309150chi,min,Net Pass Yards,227,,,,,,
team,201309150chi,chi,Net Pass Yards,284,,,,,,
team,201309150chi,min,Total Yards,350,,,,,,
team,201309150chi,chi,Total Yards,411,,,,,,
team,201309150chi,min,Fumbles-Lost,2-2,,,,,,
team,201309150chi,chi,Fumbles-Lost,2-2,,,,,,
team,201309150chi,min,Turnovers,3,,,,,,
team,201309150chi,chi,Turnovers,4,,,,,,
team,201309150chi,min,Penalties-Yards,3-25,,,,,,
team,201309150chi,chi,Penalties-Yards,4-35,,,,,,
team,201309150chi,min,Third Down Conv.,7-16,,,,,,
team,201309150chi,chi,Third Down Conv.,7-12,,,,,,
team,201309150chi,min,Fourth Down Conv.,2-2,,,,,,
team,201309150chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201309150chi,min,Time of Possession,29:26,,,,,,
team,201309150chi,chi,Time of Possession,30:34,,,,,,
player,201309150chi,min,PondCh00,pass_cmp,16,,,,,
player,201309150chi,min,PondCh00,pass_att,30,,,,,
player,201309150chi,min,PondCh00,pass_yds,227,,,,,
player,201309150chi,min,PondCh00,pass_td,1,,,,,
player,201309150chi,min,PondCh00,pass_int,1,,,,,
player,201309150chi,min,PondCh00,pass_sacked,1,,,,,
player,201309150chi,min,PondCh00,pass_sacked_yds,0,,,,,
player,201309150chi,min,PondCh00,pass_long,37,,,,,
player,201309150chi,min,PondCh00,pass_rating,75.3,,,,,
player,201309150chi,min,PondCh00,rush_att,6,,,,,
player,201309150chi,min,PondCh00,rush_yds,18,,,,,
player,201309150chi,min,PondCh00,rush_td,0,,,,,
player,201309150chi,min,PondCh00,rush_long,5,,,,,
player,201309150chi,min,PondCh00,targets,0,,,,,
player,201309150chi,min,PondCh00,rec,0,,,,,
player,201309150chi,min,PondCh00,rec_yds,0,,,,,
player,201309150chi,min,PondCh00,rec_td,0,,,,,
player,201309150chi,min,PondCh00,rec_long,0,,,,,
player,201309150chi,min,PondCh00,fumbles,0,,,,,
player,201309150chi,min,PondCh00,fumbles_lost,0,,,,,
player,201309150chi,min,PeteAd01,pass_cmp,0,,,,,
player,201309150chi,min,PeteAd01,pass_att,0,,,,,
player,201309150chi,min,PeteAd01,pass_yds,0,,,,,
player,201309150chi,min,PeteAd01,pass_td,0,,,,,
player,201309150chi,min,PeteAd01,pass_int,0,,,,,
player,201309150chi,min,PeteAd01,pass_sacked,0,,,,,
player,201309150chi,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201309150chi,min,PeteAd01,pass_long,0,,,,,
player,201309150chi,min,PeteAd01,pass_rating,,,,,,
player,201309150chi,min,PeteAd01,rush_att,26,,,,,
player,201309150chi,min,PeteAd01,rush_yds,100,,,,,
player,201309150chi,min,PeteAd01,rush_td,0,,,,,
player,201309150chi,min,PeteAd01,rush_long,36,,,,,
