game,2013,1,20130908,201309080clt,rai,"Oakland Raiders",17,clt,"Indianapolis Colts",21
player,201309080clt,rai,PryoTe00,rec_yds,0,,,,,
player,201309080clt,rai,PryoTe00,rec_td,0,,,,,
player,201309080clt,rai,PryoTe00,rec_long,0,,,,,
player,201309080clt,rai,PryoTe00,fumbles,0,,,,,
player,201309080clt,rai,PryoTe00,fumbles_lost,0,,,,,
player,201309080clt,rai,McFaDa00,pass_cmp,0,,,,,
player,201309080clt,rai,McFaDa00,pass_att,0,,,,,
player,201309080clt,rai,McFaDa00,pass_yds,0,,,,,
player,201309080clt,rai,McFaDa00,pass_td,0,,,,,
player,201309080clt,rai,McFaDa00,pass_int,0,,,,,
player,201309080clt,rai,McFaDa00,pass_sacked,,,,,,
player,201309080clt,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201309080clt,rai,McFaDa00,pass_long,0,,,,,
player,201309080clt,rai,McFaDa00,pass_rating,,,,,,
player,201309080clt,rai,McFaDa00,rush_att,17,,,,,
player,201309080clt,rai,McFaDa00,rush_yds,48,,,,,
player,201309080clt,rai,McFaDa00,rush_td,1,,,,,
player,201309080clt,rai,McFaDa00,rush_long,9,,,,,
player,201309080clt,rai,McFaDa00,targets,5,,,,,
player,201309080clt,rai,McFaDa00,rec,3,,,,,
player,201309080clt,rai,McFaDa00,rec_yds,18,,,,,
player,201309080clt,rai,McFaDa00,rec_td,0,,,,,
player,201309080clt,rai,McFaDa00,rec_long,14,,,,,
player,201309080clt,rai,McFaDa00,fumbles,0,,,,,
player,201309080clt,rai,McFaDa00,fumbles_lost,0,,,,,
player,201309080clt,rai,StreRo00,pass_cmp,0,,,,,
player,201309080clt,rai,StreRo00,pass_att,0,,,,,
player,201309080clt,rai,StreRo00,pass_yds,0,,,,,
player,201309080clt,rai,StreRo00,pass_td,0,,,,,
player,201309080clt,rai,StreRo00,pass_int,0,,,,,
player,201309080clt,rai,StreRo00,pass_sacked,,,,,,
player,201309080clt,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201309080clt,rai,StreRo00,pass_long,0,,,,,
player,201309080clt,rai,StreRo00,pass_rating,,,,,,
player,201309080clt,rai,StreRo00,rush_att,1,,,,,
player,201309080clt,rai,StreRo00,rush_yds,9,,,,,
player,201309080clt,rai,StreRo00,rush_td,0,,,,,
player,201309080clt,rai,StreRo00,rush_long,9,,,,,
player,201309080clt,rai,StreRo00,targets,8,,,,,
player,201309080clt,rai,StreRo00,rec,5,,,,,
player,201309080clt,rai,StreRo00,rec_yds,70,,,,,
player,201309080clt,rai,StreRo00,rec_td,0,,,,,
player,201309080clt,rai,StreRo00,rec_long,18,,,,,
player,201309080clt,rai,StreRo00,fumbles,0,,,,,
player,201309080clt,rai,StreRo00,fumbles_lost,0,,,,,
player,201309080clt,rai,JennRa00,pass_cmp,0,,,,,
player,201309080clt,rai,JennRa00,pass_att,0,,,,,
player,201309080clt,rai,JennRa00,pass_yds,0,,,,,
player,201309080clt,rai,JennRa00,pass_td,0,,,,,
player,201309080clt,rai,JennRa00,pass_int,0,,,,,
player,201309080clt,rai,JennRa00,pass_sacked,,,,,,
player,201309080clt,rai,JennRa00,pass_sacked_yds,0,,,,,
player,201309080clt,rai,JennRa00,pass_long,0,,,,,
player,201309080clt,rai,JennRa00,pass_rating,,,,,,
player,201309080clt,rai,JennRa00,rush_att,2,,,,,
player,201309080clt,rai,JennRa00,rush_yds,2,,,,,
player,201309080clt,rai,JennRa00,rush_td,0,,,,,
player,201309080clt,rai,JennRa00,rush_long,2,,,,,
player,201309080clt,rai,JennRa00,targets,0,,,,,
player,201309080clt,rai,JennRa00,rec,0,,,,,
player,201309080clt,rai,JennRa00,rec_yds,0,,,,,
player,201309080clt,rai,JennRa00,rec_td,0,,,,,
player,201309080clt,rai,JennRa00,rec_long,0,,,,,
player,201309080clt,rai,JennRa00,fumbles,0,,,,,
player,201309080clt,rai,JennRa00,fumbles_lost,0,,,,,
player,201309080clt,rai,MoorDe02,pass_cmp,0,,,,,
player,201309080clt,rai,MoorDe02,pass_att,0,,,,,
player,201309080clt,rai,MoorDe02,pass_yds,0,,,,,
player,201309080clt,rai,MoorDe02,pass_td,0,,,,,
player,201309080clt,rai,MoorDe02,pass_int,0,,,,,
player,201309080clt,rai,MoorDe02,pass_sacked,,,,,,
player,201309080clt,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201309080clt,rai,MoorDe02,pass_long,0,,,,,
player,201309080clt,rai,MoorDe02,pass_rating,,,,,,
player,201309080clt,rai,MoorDe02,rush_att,0,,,,,
player,201309080clt,rai,MoorDe02,rush_yds,0,,,,,
player,201309080clt,rai,MoorDe02,rush_td,0,,,,,
player,201309080clt,rai,MoorDe02,rush_long,0,,,,,
player,201309080clt,rai,MoorDe02,targets,7,,,,,
player,201309080clt,rai,MoorDe02,rec,5,,,,,
player,201309080clt,rai,MoorDe02,rec_yds,43,,,,,
player,201309080clt,rai,MoorDe02,rec_td,1,,,,,
player,201309080clt,rai,MoorDe02,rec_long,21,,,,,
player,201309080clt,rai,MoorDe02,fumbles,0,,,,,
player,201309080clt,rai,MoorDe02,fumbles_lost,0,,,,,
player,201309080clt,rai,MastJe20,pass_cmp,0,,,,,
player,201309080clt,rai,MastJe20,pass_att,0,,,,,
player,201309080clt,rai,MastJe20,pass_yds,0,,,,,
player,201309080clt,rai,MastJe20,pass_td,0,,,,,
player,201309080clt,rai,MastJe20,pass_int,0,,,,,
player,201309080clt,rai,MastJe20,pass_sacked,,,,,,
player,201309080clt,rai,MastJe20,pass_sacked_yds,0,,,,,
player,201309080clt,rai,MastJe20,pass_long,0,,,,,
player,201309080clt,rai,MastJe20,pass_rating,,,,,,
player,201309080clt,rai,MastJe20,rush_att,0,,,,,
player,201309080clt,rai,MastJe20,rush_yds,0,,,,,
player,201309080clt,rai,MastJe20,rush_td,0,,,,,
player,201309080clt,rai,MastJe20,rush_long,0,,,,,
player,201309080clt,rai,MastJe20,targets,1,,,,,
player,201309080clt,rai,MastJe20,rec,1,,,,,
player,201309080clt,rai,MastJe20,rec_yds,41,,,,,
player,201309080clt,rai,MastJe20,rec_td,0,,,,,
player,201309080clt,rai,MastJe20,rec_long,41,,,,,
player,201309080clt,rai,MastJe20,fumbles,0,,,,,
player,201309080clt,rai,MastJe20,fumbles_lost,0,,,,,
player,201309080clt,rai,RiveMy00,pass_cmp,0,,,,,
player,201309080clt,rai,RiveMy00,pass_att,0,,,,,
player,201309080clt,rai,RiveMy00,pass_yds,0,,,,,
player,201309080clt,rai,RiveMy00,pass_td,0,,,,,
player,201309080clt,rai,RiveMy00,pass_int,0,,,,,
player,201309080clt,rai,RiveMy00,pass_sacked,,,,,,
player,201309080clt,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201309080clt,rai,RiveMy00,pass_long,0,,,,,
player,201309080clt,rai,RiveMy00,pass_rating,,,,,,
player,201309080clt,rai,RiveMy00,rush_att,0,,,,,
player,201309080clt,rai,RiveMy00,rush_yds,0,,,,,
player,201309080clt,rai,RiveMy00,rush_td,0,,,,,
player,201309080clt,rai,RiveMy00,rush_long,0,,,,,
player,201309080clt,rai,RiveMy00,targets,3,,,,,
player,201309080clt,rai,RiveMy00,rec,2,,,,,
player,201309080clt,rai,RiveMy00,rec_yds,26,,,,,
player,201309080clt,rai,RiveMy00,rec_td,0,,,,,
player,201309080clt,rai,RiveMy00,rec_long,19,,,,,
player,201309080clt,rai,RiveMy00,fumbles,0,,,,,
player,201309080clt,rai,RiveMy00,fumbles_lost,0,,,,,
player,201309080clt,rai,ReecMa00,pass_cmp,0,,,,,
player,201309080clt,rai,ReecMa00,pass_att,0,,,,,
player,201309080clt,rai,ReecMa00,pass_yds,0,,,,,
player,201309080clt,rai,ReecMa00,pass_td,0,,,,,
player,201309080clt,rai,ReecMa00,pass_int,0,,,,,
player,201309080clt,rai,ReecMa00,pass_sacked,,,,,,
player,201309080clt,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201309080clt,rai,ReecMa00,pass_long,0,,,,,
player,201309080clt,rai,ReecMa00,pass_rating,,,,,,
player,201309080clt,rai,ReecMa00,rush_att,0,,,,,
player,201309080clt,rai,ReecMa00,rush_yds,0,,,,,
player,201309080clt,rai,ReecMa00,rush_td,0,,,,,
player,201309080clt,rai,ReecMa00,rush_long,0,,,,,
player,201309080clt,rai,ReecMa00,targets,2,,,,,
player,201309080clt,rai,ReecMa00,rec,1,,,,,
player,201309080clt,rai,ReecMa00,rec_yds,9,,,,,
player,201309080clt,rai,ReecMa00,rec_td,0,,,,,
player,201309080clt,rai,ReecMa00,rec_long,9,,,,,
player,201309080clt,rai,ReecMa00,fumbles,0,,,,,
player,201309080clt,rai,ReecMa00,fumbles_lost,0,,,,,
player,201309080clt,rai,ButlBr00,pass_cmp,0,,,,,
player,201309080clt,rai,ButlBr00,pass_att,0,,,,,
player,201309080clt,rai,ButlBr00,pass_yds,0,,,,,
player,201309080clt,rai,ButlBr00,pass_td,0,,,,,
player,201309080clt,rai,ButlBr00,pass_int,0,,,,,
player,201309080clt,rai,ButlBr00,pass_sacked,,,,,,
player,201309080clt,rai,ButlBr00,pass_sacked_yds,0,,,,,
player,201309080clt,rai,ButlBr00,pass_long,0,,,,,
player,201309080clt,rai,ButlBr00,pass_rating,,,,,,
player,201309080clt,rai,ButlBr00,rush_att,0,,,,,
player,201309080clt,rai,ButlBr00,rush_yds,0,,,,,
player,201309080clt,rai,ButlBr00,rush_td,0,,,,,
player,201309080clt,rai,ButlBr00,rush_long,0,,,,,
player,201309080clt,rai,ButlBr00,targets,1,,,,,
player,201309080clt,rai,ButlBr00,rec,1,,,,,
player,201309080clt,rai,ButlBr00,rec_yds,8,,,,,
player,201309080clt,rai,ButlBr00,rec_td,0,,,,,
player,201309080clt,rai,ButlBr00,rec_long,8,,,,,
player,201309080clt,rai,ButlBr00,fumbles,0,,,,,
player,201309080clt,rai,ButlBr00,fumbles_lost,0,,,,,
player,201309080clt,rai,FordJa01,pass_cmp,0,,,,,
player,201309080clt,rai,FordJa01,pass_att,0,,,,,
player,201309080clt,rai,FordJa01,pass_yds,0,,,,,
player,201309080clt,rai,FordJa01,pass_td,0,,,,,
player,201309080clt,rai,FordJa01,pass_int,0,,,,,
player,201309080clt,rai,FordJa01,pass_sacked,,,,,,
player,201309080clt,rai,FordJa01,pass_sacked_yds,0,,,,,
player,201309080clt,rai,FordJa01,pass_long,0,,,,,
player,201309080clt,rai,FordJa01,pass_rating,,,,,,
player,201309080clt,rai,FordJa01,rush_att,0,,,,,
player,201309080clt,rai,FordJa01,rush_yds,0,,,,,
player,201309080clt,rai,FordJa01,rush_td,0,,,,,
player,201309080clt,rai,FordJa01,rush_long,0,,,,,
player,201309080clt,rai,FordJa01,targets,2,,,,,
player,201309080clt,rai,FordJa01,rec,1,,,,,
player,201309080clt,rai,FordJa01,rec_yds,2,,,,,
player,201309080clt,rai,FordJa01,rec_td,0,,,,,
player,201309080clt,rai,FordJa01,rec_long,2,,,,,
player,201309080clt,rai,FordJa01,fumbles,0,,,,,
player,201309080clt,rai,FordJa01,fumbles_lost,0,,,,,
player,201309080clt,clt,LuckAn00,pass_cmp,18,,,,,
player,201309080clt,clt,LuckAn00,pass_att,23,,,,,
player,201309080clt,clt,LuckAn00,pass_yds,178,,,,,
player,201309080clt,clt,LuckAn00,pass_td,2,,,,,
player,201309080clt,clt,LuckAn00,pass_int,0,,,,,
player,201309080clt,clt,LuckAn00,pass_sacked,4,,,,,
player,201309080clt,clt,LuckAn00,pass_sacked_yds,31,,,,,
player,201309080clt,clt,LuckAn00,pass_long,25,,,,,
player,201309080clt,clt,LuckAn00,pass_rating,127.9,,,,,
player,201309080clt,clt,LuckAn00,rush_att,6,,,,,
player,201309080clt,clt,LuckAn00,rush_yds,38,,,,,
player,201309080clt,clt,LuckAn00,rush_td,1,,,,,
player,201309080clt,clt,LuckAn00,rush_long,19,,,,,
player,201309080clt,clt,LuckAn00,targets,0,,,,,
player,201309080clt,clt,LuckAn00,rec,0,,,,,
player,201309080clt,clt,LuckAn00,rec_yds,0,,,,,
player,201309080clt,clt,LuckAn00,rec_td,0,,,,,
player,201309080clt,clt,LuckAn00,rec_long,0,,,,,
player,201309080clt,clt,LuckAn00,fumbles,0,,,,,
player,201309080clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201309080clt,clt,BallVi00,pass_cmp,0,,,,,
player,201309080clt,clt,BallVi00,pass_att,0,,,,,
player,201309080clt,clt,BallVi00,pass_yds,0,,,,,
player,201309080clt,clt,BallVi00,pass_td,0,,,,,
player,201309080clt,clt,BallVi00,pass_int,0,,,,,
player,201309080clt,clt,BallVi00,pass_sacked,0,,,,,
player,201309080clt,clt,BallVi00,pass_sacked_yds,0,,,,,
player,201309080clt,clt,BallVi00,pass_long,0,,,,,
player,201309080clt,clt,BallVi00,pass_rating,,,,,,
player,201309080clt,clt,BallVi00,rush_att,13,,,,,
player,201309080clt,clt,BallVi00,rush_yds,63,,,,,
player,201309080clt,clt,BallVi00,rush_td,0,,,,,
player,201309080clt,clt,BallVi00,rush_long,12,,,,,
player,201309080clt,clt,BallVi00,targets,2,,,,,
player,201309080clt,clt,BallVi00,rec,1,,,,,
player,201309080clt,clt,BallVi00,rec_yds,-5,,,,,
player,201309080clt,clt,BallVi00,rec_td,0,,,,,
player,201309080clt,clt,BallVi00,rec_long,-5,,,,,
player,201309080clt,clt,BallVi00,fumbles,0,,,,,
player,201309080clt,clt,BallVi00,fumbles_lost,0,,,,,
player,201309080clt,clt,BradAh00,pass_cmp,0,,,,,
player,201309080clt,clt,BradAh00,pass_att,0,,,,,
player,201309080clt,clt,BradAh00,pass_yds,0,,,,,
player,201309080clt,clt,BradAh00,pass_td,0,,,,,
player,201309080clt,clt,BradAh00,pass_int,0,,,,,
player,201309080clt,clt,BradAh00,pass_sacked,0,,,,,
player,201309080clt,clt,BradAh00,pass_sacked_yds,0,,,,,
player,201309080clt,clt,BradAh00,pass_long,0,,,,,
player,201309080clt,clt,BradAh00,pass_rating,,,,,,
player,201309080clt,clt,BradAh00,rush_att,7,,,,,
player,201309080clt,clt,BradAh00,rush_yds,26,,,,,
player,201309080clt,clt,BradAh00,rush_td,0,,,,,
player,201309080clt,clt,BradAh00,rush_long,13,,,,,
player,201309080clt,clt,BradAh00,targets,1,,,,,
player,201309080clt,clt,BradAh00,rec,1,,,,,
player,201309080clt,clt,BradAh00,rec_yds,7,,,,,
player,201309080clt,clt,BradAh00,rec_td,0,,,,,
player,201309080clt,clt,BradAh00,rec_long,7,,,,,
player,201309080clt,clt,BradAh00,fumbles,0,,,,,
player,201309080clt,clt,BradAh00,fumbles_lost,0,,,,,
player,201309080clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201309080clt,clt,WaynRe00,pass_att,0,,,,,
player,201309080clt,clt,WaynRe00,pass_yds,0,,,,,
player,201309080clt,clt,WaynRe00,pass_td,0,,,,,
player,201309080clt,clt,WaynRe00,pass_int,0,,,,,
player,201309080clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201309080clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201309080clt,clt,WaynRe00,pass_long,0,,,,,
player,201309080clt,clt,WaynRe00,pass_rating,,,,,,
player,201309080clt,clt,WaynRe00,rush_att,0,,,,,
player,201309080clt,clt,WaynRe00,rush_yds,0,,,,,
player,201309080clt,clt,WaynRe00,rush_td,0,,,,,
player,201309080clt,clt,WaynRe00,rush_long,0,,,,,
player,201309080clt,clt,WaynRe00,targets,8,,,,,
player,201309080clt,clt,WaynRe00,rec,8,,,,,
player,201309080clt,clt,WaynRe00,rec_yds,96,,,,,
player,201309080clt,clt,WaynRe00,rec_td,1,,,,,
player,201309080clt,clt,WaynRe00,rec_long,25,,,,,
player,201309080clt,clt,WaynRe00,fumbles,0,,,,,
player,201309080clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201309080clt,clt,HeywDa00,pass_cmp,0,,,,,
player,201309080clt,clt,HeywDa00,pass_att,0,,,,,
player,201309080clt,clt,HeywDa00,pass_yds,0,,,,,
player,201309080clt,clt,HeywDa00,pass_td,0,,,,,
player,201309080clt,clt,HeywDa00,pass_int,0,,,,,
player,201309080clt,clt,HeywDa00,pass_sacked,0,,,,,
player,201309080clt,clt,HeywDa00,pass_sacked_yds,0,,,,,
player,201309080clt,clt,HeywDa00,pass_long,0,,,,,
player,201309080clt,clt,HeywDa00,pass_rating,,,,,,
player,201309080clt,clt,HeywDa00,rush_att,0,,,,,
player,201309080clt,clt,HeywDa00,rush_yds,0,,,,,
player,201309080clt,clt,HeywDa00,rush_td,0,,,,,
player,201309080clt,clt,HeywDa00,rush_long,0,,,,,
player,201309080clt,clt,HeywDa00,targets,4,,,,,
player,201309080clt,clt,HeywDa00,rec,3,,,,,
player,201309080clt,clt,HeywDa00,rec_yds,33,,,,,
player,201309080clt,clt,HeywDa00,rec_td,0,,,,,
player,201309080clt,clt,HeywDa00,rec_long,16,,,,,
player,201309080clt,clt,HeywDa00,fumbles,0,,,,,
player,201309080clt,clt,HeywDa00,fumbles_lost,0,,,,,
player,201309080clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201309080clt,clt,HiltT.00,pass_att,0,,,,,
player,201309080clt,clt,HiltT.00,pass_yds,0,,,,,
player,201309080clt,clt,HiltT.00,pass_td,0,,,,,
player,201309080clt,clt,HiltT.00,pass_int,0,,,,,
player,201309080clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201309080clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201309080clt,clt,HiltT.00,pass_long,0,,,,,
player,201309080clt,clt,HiltT.00,pass_rating,,,,,,
player,201309080clt,clt,HiltT.00,rush_att,0,,,,,
player,201309080clt,clt,HiltT.00,rush_yds,0,,,,,
player,201309080clt,clt,HiltT.00,rush_td,0,,,,,
player,201309080clt,clt,HiltT.00,rush_long,0,,,,,
player,201309080clt,clt,HiltT.00,targets,5,,,,,
player,201309080clt,clt,HiltT.00,rec,3,,,,,
player,201309080clt,clt,HiltT.00,rec_yds,20,,,,,
player,201309080clt,clt,HiltT.00,rec_td,0,,,,,
player,201309080clt,clt,HiltT.00,rec_long,12,,,,,
player,201309080clt,clt,HiltT.00,fumbles,0,,,,,
player,201309080clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201309080clt,clt,AlleDw00,pass_cmp,0,,,,,
player,201309080clt,clt,AlleDw00,pass_att,0,,,,,
player,201309080clt,clt,AlleDw00,pass_yds,0,,,,,
player,201309080clt,clt,AlleDw00,pass_td,0,,,,,
player,201309080clt,clt,AlleDw00,pass_int,0,,,,,
player,201309080clt,clt,AlleDw00,pass_sacked,0,,,,,
player,201309080clt,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201309080clt,clt,AlleDw00,pass_long,0,,,,,
player,201309080clt,clt,AlleDw00,pass_rating,,,,,,
player,201309080clt,clt,AlleDw00,rush_att,0,,,,,
player,201309080clt,clt,AlleDw00,rush_yds,0,,,,,
player,201309080clt,clt,AlleDw00,rush_td,0,,,,,
player,201309080clt,clt,AlleDw00,rush_long,0,,,,,
player,201309080clt,clt,AlleDw00,targets,2,,,,,
player,201309080clt,clt,AlleDw00,rec,1,,,,,
player,201309080clt,clt,AlleDw00,rec_yds,20,,,,,
player,201309080clt,clt,AlleDw00,rec_td,1,,,,,
player,201309080clt,clt,AlleDw00,rec_long,20,,,,,
player,201309080clt,clt,AlleDw00,fumbles,0,,,,,
player,201309080clt,clt,AlleDw00,fumbles_lost,0,,,,,
player,201309080clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201309080clt,clt,FleeCo00,pass_att,0,,,,,
player,201309080clt,clt,FleeCo00,pass_yds,0,,,,,
player,201309080clt,clt,FleeCo00,pass_td,0,,,,,
player,201309080clt,clt,FleeCo00,pass_int,0,,,,,
player,201309080clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201309080clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201309080clt,clt,FleeCo00,pass_long,0,,,,,
player,201309080clt,clt,FleeCo00,pass_rating,,,,,,
player,201309080clt,clt,FleeCo00,rush_att,0,,,,,
player,201309080clt,clt,FleeCo00,rush_yds,0,,,,,
player,201309080clt,clt,FleeCo00,rush_td,0,,,,,
player,201309080clt,clt,FleeCo00,rush_long,0,,,,,
player,201309080clt,clt,FleeCo00,targets,1,,,,,
player,201309080clt,clt,FleeCo00,rec,1,,,,,
player,201309080clt,clt,FleeCo00,rec_yds,7,,,,,
player,201309080clt,clt,FleeCo00,rec_td,0,,,,,
player,201309080clt,clt,FleeCo00,rec_long,7,,,,,
player,201309080clt,clt,FleeCo00,fumbles,0,,,,,
player,201309080clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201309080clt,rai,BranTy99,def_int,0,,,,,
player,201309080clt,rai,BranTy99,def_int_yds,0,,,,,
player,201309080clt,rai,BranTy99,def_int_td,0,,,,,
player,201309080clt,rai,BranTy99,def_int_long,0,,,,,
player,201309080clt,rai,BranTy99,pass_defended,0,,,,,
player,201309080clt,rai,BranTy99,sacks,1.0,,,,,
player,201309080clt,rai,BranTy99,tackles_combined,5,,,,,
player,201309080clt,rai,BranTy99,tackles_solo,4,,,,,
player,201309080clt,rai,BranTy99,tackles_assists,1,,,,,
player,201309080clt,rai,BranTy99,tackles_loss,1,,,,,
player,201309080clt,rai,BranTy99,qb_hits,2,,,,,
player,201309080clt,rai,BranTy99,fumbles_rec,0,,,,,
player,201309080clt,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201309080clt,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201309080clt,rai,BranTy99,fumbles_forced,0,,,,,
player,201309080clt,rai,HousLa99,def_int,0,,,,,
player,201309080clt,rai,HousLa99,def_int_yds,0,,,,,
player,201309080clt,rai,HousLa99,def_int_td,0,,,,,
player,201309080clt,rai,HousLa99,def_int_long,0,,,,,
player,201309080clt,rai,HousLa99,pass_defended,0,,,,,
player,201309080clt,rai,HousLa99,sacks,1.0,,,,,
player,201309080clt,rai,HousLa99,tackles_combined,5,,,,,
player,201309080clt,rai,HousLa99,tackles_solo,3,,,,,
player,201309080clt,rai,HousLa99,tackles_assists,2,,,,,
player,201309080clt,rai,HousLa99,tackles_loss,1,,,,,
player,201309080clt,rai,HousLa99,qb_hits,2,,,,,
player,201309080clt,rai,HousLa99,fumbles_rec,0,,,,,
player,201309080clt,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201309080clt,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201309080clt,rai,HousLa99,fumbles_forced,0,,,,,
player,201309080clt,rai,PortTr99,def_int,0,,,,,
player,201309080clt,rai,PortTr99,def_int_yds,0,,,,,
player,201309080clt,rai,PortTr99,def_int_td,0,,,,,
player,201309080clt,rai,PortTr99,def_int_long,0,,,,,
player,201309080clt,rai,PortTr99,pass_defended,0,,,,,
player,201309080clt,rai,PortTr99,sacks,1.0,,,,,
player,201309080clt,rai,PortTr99,tackles_combined,5,,,,,
player,201309080clt,rai,PortTr99,tackles_solo,4,,,,,
player,201309080clt,rai,PortTr99,tackles_assists,1,,,,,
player,201309080clt,rai,PortTr99,tackles_loss,1,,,,,
player,201309080clt,rai,PortTr99,qb_hits,1,,,,,
player,201309080clt,rai,PortTr99,fumbles_rec,0,,,,,
player,201309080clt,rai,PortTr99,fumbles_rec_yds,0,,,,,
player,201309080clt,rai,PortTr99,fumbles_rec_td,0,,,,,
player,201309080clt,rai,PortTr99,fumbles_forced,0,,,,,
player,201309080clt,rai,HuntJa24,def_int,0,,,,,
player,201309080clt,rai,HuntJa24,def_int_yds,0,,,,,
player,201309080clt,rai,HuntJa24,def_int_td,0,,,,,
player,201309080clt,rai,HuntJa24,def_int_long,0,,,,,
player,201309080clt,rai,HuntJa24,pass_defended,0,,,,,
player,201309080clt,rai,HuntJa24,sacks,1.0,,,,,
player,201309080clt,rai,HuntJa24,tackles_combined,4,,,,,
player,201309080clt,rai,HuntJa24,tackles_solo,2,,,,,
player,201309080clt,rai,HuntJa24,tackles_assists,2,,,,,
player,201309080clt,rai,HuntJa24,tackles_loss,1,,,,,
player,201309080clt,rai,HuntJa24,qb_hits,2,,,,,
player,201309080clt,rai,HuntJa24,fumbles_rec,0,,,,,
player,201309080clt,rai,HuntJa24,fumbles_rec_yds,0,,,,,
player,201309080clt,rai,HuntJa24,fumbles_rec_td,0,,,,,
player,201309080clt,rai,HuntJa24,fumbles_forced,0,,,,,
player,201309080clt,rai,RoacNi99,def_int,0,,,,,
player,201309080clt,rai,RoacNi99,def_int_yds,0,,,,,
player,201309080clt,rai,RoacNi99,def_int_td,0,,,,,
player,201309080clt,rai,RoacNi99,def_int_long,0,,,,,
player,201309080clt,rai,RoacNi99,pass_defended,0,,,,,
player,201309080clt,rai,RoacNi99,sacks,0.0,,,,,
player,201309080clt,rai,RoacNi99,tackles_combined,9,,,,,
player,201309080clt,rai,RoacNi99,tackles_solo,5,,,,,
player,201309080clt,rai,RoacNi99,tackles_assists,4,,,,,
player,201309080clt,rai,RoacNi99,tackles_loss,1,,,,,
player,201309080clt,rai,RoacNi99,qb_hits,0,,,,,
player,201309080clt,rai,RoacNi99,fumbles_rec,0,,,,,
player,201309080clt,rai,RoacNi99,fumbles_rec_yds,0,,,,,
