game,2013,17,20131229,201312290nyg,was,"Washington Redskins",6,nyg,"New York Giants",20
player,201312290nyg,was,MorrAl00,targets,2,,,,,
player,201312290nyg,was,MorrAl00,rec,2,,,,,
player,201312290nyg,was,MorrAl00,rec_yds,21,,,,,
player,201312290nyg,was,MorrAl00,rec_td,0,,,,,
player,201312290nyg,was,MorrAl00,rec_long,15,,,,,
player,201312290nyg,was,MorrAl00,fumbles,1,,,,,
player,201312290nyg,was,MorrAl00,fumbles_lost,1,,,,,
player,201312290nyg,was,HeluRo00,pass_cmp,0,,,,,
player,201312290nyg,was,HeluRo00,pass_att,0,,,,,
player,201312290nyg,was,HeluRo00,pass_yds,0,,,,,
player,201312290nyg,was,HeluRo00,pass_td,0,,,,,
player,201312290nyg,was,HeluRo00,pass_int,0,,,,,
player,201312290nyg,was,HeluRo00,pass_sacked,0,,,,,
player,201312290nyg,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201312290nyg,was,HeluRo00,pass_long,0,,,,,
player,201312290nyg,was,HeluRo00,pass_rating,,,,,,
player,201312290nyg,was,HeluRo00,rush_att,3,,,,,
player,201312290nyg,was,HeluRo00,rush_yds,24,,,,,
player,201312290nyg,was,HeluRo00,rush_td,0,,,,,
player,201312290nyg,was,HeluRo00,rush_long,19,,,,,
player,201312290nyg,was,HeluRo00,targets,3,,,,,
player,201312290nyg,was,HeluRo00,rec,2,,,,,
player,201312290nyg,was,HeluRo00,rec_yds,14,,,,,
player,201312290nyg,was,HeluRo00,rec_td,0,,,,,
player,201312290nyg,was,HeluRo00,rec_long,9,,,,,
player,201312290nyg,was,HeluRo00,fumbles,1,,,,,
player,201312290nyg,was,HeluRo00,fumbles_lost,0,,,,,
player,201312290nyg,was,YounDa01,pass_cmp,0,,,,,
player,201312290nyg,was,YounDa01,pass_att,0,,,,,
player,201312290nyg,was,YounDa01,pass_yds,0,,,,,
player,201312290nyg,was,YounDa01,pass_td,0,,,,,
player,201312290nyg,was,YounDa01,pass_int,0,,,,,
player,201312290nyg,was,YounDa01,pass_sacked,0,,,,,
player,201312290nyg,was,YounDa01,pass_sacked_yds,0,,,,,
player,201312290nyg,was,YounDa01,pass_long,0,,,,,
player,201312290nyg,was,YounDa01,pass_rating,,,,,,
player,201312290nyg,was,YounDa01,rush_att,2,,,,,
player,201312290nyg,was,YounDa01,rush_yds,4,,,,,
player,201312290nyg,was,YounDa01,rush_td,0,,,,,
player,201312290nyg,was,YounDa01,rush_long,2,,,,,
player,201312290nyg,was,YounDa01,targets,0,,,,,
player,201312290nyg,was,YounDa01,rec,0,,,,,
player,201312290nyg,was,YounDa01,rec_yds,0,,,,,
player,201312290nyg,was,YounDa01,rec_td,0,,,,,
player,201312290nyg,was,YounDa01,rec_long,0,,,,,
player,201312290nyg,was,YounDa01,fumbles,0,,,,,
player,201312290nyg,was,YounDa01,fumbles_lost,0,,,,,
player,201312290nyg,was,GarcPi00,pass_cmp,0,,,,,
player,201312290nyg,was,GarcPi00,pass_att,0,,,,,
player,201312290nyg,was,GarcPi00,pass_yds,0,,,,,
player,201312290nyg,was,GarcPi00,pass_td,0,,,,,
player,201312290nyg,was,GarcPi00,pass_int,0,,,,,
player,201312290nyg,was,GarcPi00,pass_sacked,0,,,,,
player,201312290nyg,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201312290nyg,was,GarcPi00,pass_long,0,,,,,
player,201312290nyg,was,GarcPi00,pass_rating,,,,,,
player,201312290nyg,was,GarcPi00,rush_att,0,,,,,
player,201312290nyg,was,GarcPi00,rush_yds,0,,,,,
player,201312290nyg,was,GarcPi00,rush_td,0,,,,,
player,201312290nyg,was,GarcPi00,rush_long,0,,,,,
player,201312290nyg,was,GarcPi00,targets,10,,,,,
player,201312290nyg,was,GarcPi00,rec,6,,,,,
player,201312290nyg,was,GarcPi00,rec_yds,56,,,,,
player,201312290nyg,was,GarcPi00,rec_td,0,,,,,
player,201312290nyg,was,GarcPi00,rec_long,21,,,,,
player,201312290nyg,was,GarcPi00,fumbles,0,,,,,
player,201312290nyg,was,GarcPi00,fumbles_lost,0,,,,,
player,201312290nyg,was,PaulLo00,pass_cmp,0,,,,,
player,201312290nyg,was,PaulLo00,pass_att,0,,,,,
player,201312290nyg,was,PaulLo00,pass_yds,0,,,,,
player,201312290nyg,was,PaulLo00,pass_td,0,,,,,
player,201312290nyg,was,PaulLo00,pass_int,0,,,,,
player,201312290nyg,was,PaulLo00,pass_sacked,0,,,,,
player,201312290nyg,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201312290nyg,was,PaulLo00,pass_long,0,,,,,
player,201312290nyg,was,PaulLo00,pass_rating,,,,,,
player,201312290nyg,was,PaulLo00,rush_att,0,,,,,
player,201312290nyg,was,PaulLo00,rush_yds,0,,,,,
player,201312290nyg,was,PaulLo00,rush_td,0,,,,,
player,201312290nyg,was,PaulLo00,rush_long,0,,,,,
player,201312290nyg,was,PaulLo00,targets,8,,,,,
player,201312290nyg,was,PaulLo00,rec,4,,,,,
player,201312290nyg,was,PaulLo00,rec_yds,32,,,,,
player,201312290nyg,was,PaulLo00,rec_td,0,,,,,
player,201312290nyg,was,PaulLo00,rec_long,13,,,,,
player,201312290nyg,was,PaulLo00,fumbles,0,,,,,
player,201312290nyg,was,PaulLo00,fumbles_lost,0,,,,,
player,201312290nyg,was,MossSa00,pass_cmp,0,,,,,
player,201312290nyg,was,MossSa00,pass_att,0,,,,,
player,201312290nyg,was,MossSa00,pass_yds,0,,,,,
player,201312290nyg,was,MossSa00,pass_td,0,,,,,
player,201312290nyg,was,MossSa00,pass_int,0,,,,,
player,201312290nyg,was,MossSa00,pass_sacked,0,,,,,
player,201312290nyg,was,MossSa00,pass_sacked_yds,0,,,,,
player,201312290nyg,was,MossSa00,pass_long,0,,,,,
player,201312290nyg,was,MossSa00,pass_rating,,,,,,
player,201312290nyg,was,MossSa00,rush_att,0,,,,,
player,201312290nyg,was,MossSa00,rush_yds,0,,,,,
player,201312290nyg,was,MossSa00,rush_td,0,,,,,
player,201312290nyg,was,MossSa00,rush_long,0,,,,,
player,201312290nyg,was,MossSa00,targets,7,,,,,
player,201312290nyg,was,MossSa00,rec,2,,,,,
player,201312290nyg,was,MossSa00,rec_yds,13,,,,,
player,201312290nyg,was,MossSa00,rec_td,0,,,,,
player,201312290nyg,was,MossSa00,rec_long,9,,,,,
player,201312290nyg,was,MossSa00,fumbles,0,,,,,
player,201312290nyg,was,MossSa00,fumbles_lost,0,,,,,
player,201312290nyg,was,PaulNi00,pass_cmp,0,,,,,
player,201312290nyg,was,PaulNi00,pass_att,0,,,,,
player,201312290nyg,was,PaulNi00,pass_yds,0,,,,,
player,201312290nyg,was,PaulNi00,pass_td,0,,,,,
player,201312290nyg,was,PaulNi00,pass_int,0,,,,,
player,201312290nyg,was,PaulNi00,pass_sacked,0,,,,,
player,201312290nyg,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201312290nyg,was,PaulNi00,pass_long,0,,,,,
player,201312290nyg,was,PaulNi00,pass_rating,,,,,,
player,201312290nyg,was,PaulNi00,rush_att,0,,,,,
player,201312290nyg,was,PaulNi00,rush_yds,0,,,,,
player,201312290nyg,was,PaulNi00,rush_td,0,,,,,
player,201312290nyg,was,PaulNi00,rush_long,0,,,,,
player,201312290nyg,was,PaulNi00,targets,1,,,,,
player,201312290nyg,was,PaulNi00,rec,0,,,,,
player,201312290nyg,was,PaulNi00,rec_yds,0,,,,,
player,201312290nyg,was,PaulNi00,rec_td,0,,,,,
player,201312290nyg,was,PaulNi00,rec_long,0,,,,,
player,201312290nyg,was,PaulNi00,fumbles,0,,,,,
player,201312290nyg,was,PaulNi00,fumbles_lost,0,,,,,
player,201312290nyg,was,WillNi02,pass_cmp,0,,,,,
player,201312290nyg,was,WillNi02,pass_att,0,,,,,
player,201312290nyg,was,WillNi02,pass_yds,0,,,,,
player,201312290nyg,was,WillNi02,pass_td,0,,,,,
player,201312290nyg,was,WillNi02,pass_int,0,,,,,
player,201312290nyg,was,WillNi02,pass_sacked,0,,,,,
player,201312290nyg,was,WillNi02,pass_sacked_yds,0,,,,,
player,201312290nyg,was,WillNi02,pass_long,0,,,,,
player,201312290nyg,was,WillNi02,pass_rating,,,,,,
player,201312290nyg,was,WillNi02,rush_att,0,,,,,
player,201312290nyg,was,WillNi02,rush_yds,0,,,,,
player,201312290nyg,was,WillNi02,rush_td,0,,,,,
player,201312290nyg,was,WillNi02,rush_long,0,,,,,
player,201312290nyg,was,WillNi02,targets,6,,,,,
player,201312290nyg,was,WillNi02,rec,0,,,,,
player,201312290nyg,was,WillNi02,rec_yds,0,,,,,
player,201312290nyg,was,WillNi02,rec_td,0,,,,,
player,201312290nyg,was,WillNi02,rec_long,0,,,,,
player,201312290nyg,was,WillNi02,fumbles,0,,,,,
player,201312290nyg,was,WillNi02,fumbles_lost,0,,,,,
player,201312290nyg,was,RobiAl00,pass_cmp,0,,,,,
player,201312290nyg,was,RobiAl00,pass_att,0,,,,,
player,201312290nyg,was,RobiAl00,pass_yds,0,,,,,
player,201312290nyg,was,RobiAl00,pass_td,0,,,,,
player,201312290nyg,was,RobiAl00,pass_int,0,,,,,
player,201312290nyg,was,RobiAl00,pass_sacked,0,,,,,
player,201312290nyg,was,RobiAl00,pass_sacked_yds,0,,,,,
player,201312290nyg,was,RobiAl00,pass_long,0,,,,,
player,201312290nyg,was,RobiAl00,pass_rating,,,,,,
player,201312290nyg,was,RobiAl00,rush_att,1,,,,,
player,201312290nyg,was,RobiAl00,rush_yds,-2,,,,,
player,201312290nyg,was,RobiAl00,rush_td,0,,,,,
player,201312290nyg,was,RobiAl00,rush_long,-2,,,,,
player,201312290nyg,was,RobiAl00,targets,11,,,,,
player,201312290nyg,was,RobiAl00,rec,3,,,,,
player,201312290nyg,was,RobiAl00,rec_yds,33,,,,,
player,201312290nyg,was,RobiAl00,rec_td,0,,,,,
player,201312290nyg,was,RobiAl00,rec_long,14,,,,,
player,201312290nyg,was,RobiAl00,fumbles,0,,,,,
player,201312290nyg,was,RobiAl00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,MannEl00,pass_cmp,10,,,,,
player,201312290nyg,nyg,MannEl00,pass_att,24,,,,,
player,201312290nyg,nyg,MannEl00,pass_yds,152,,,,,
player,201312290nyg,nyg,MannEl00,pass_td,1,,,,,
player,201312290nyg,nyg,MannEl00,pass_int,1,,,,,
player,201312290nyg,nyg,MannEl00,pass_sacked,1,,,,,
player,201312290nyg,nyg,MannEl00,pass_sacked_yds,7,,,,,
player,201312290nyg,nyg,MannEl00,pass_long,35,,,,,
player,201312290nyg,nyg,MannEl00,pass_rating,59.7,,,,,
player,201312290nyg,nyg,MannEl00,rush_att,0,,,,,
player,201312290nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201312290nyg,nyg,MannEl00,rush_td,0,,,,,
player,201312290nyg,nyg,MannEl00,rush_long,0,,,,,
player,201312290nyg,nyg,MannEl00,targets,0,,,,,
player,201312290nyg,nyg,MannEl00,rec,0,,,,,
player,201312290nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201312290nyg,nyg,MannEl00,rec_td,0,,,,,
player,201312290nyg,nyg,MannEl00,rec_long,0,,,,,
player,201312290nyg,nyg,MannEl00,fumbles,0,,,,,
player,201312290nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,PainCu00,pass_cmp,2,,,,,
player,201312290nyg,nyg,PainCu00,pass_att,8,,,,,
player,201312290nyg,nyg,PainCu00,pass_yds,11,,,,,
player,201312290nyg,nyg,PainCu00,pass_td,0,,,,,
player,201312290nyg,nyg,PainCu00,pass_int,1,,,,,
player,201312290nyg,nyg,PainCu00,pass_sacked,0,,,,,
player,201312290nyg,nyg,PainCu00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,PainCu00,pass_long,8,,,,,
player,201312290nyg,nyg,PainCu00,pass_rating,0.0,,,,,
player,201312290nyg,nyg,PainCu00,rush_att,3,,,,,
player,201312290nyg,nyg,PainCu00,rush_yds,-2,,,,,
player,201312290nyg,nyg,PainCu00,rush_td,0,,,,,
player,201312290nyg,nyg,PainCu00,rush_long,0,,,,,
player,201312290nyg,nyg,PainCu00,targets,0,,,,,
player,201312290nyg,nyg,PainCu00,rec,0,,,,,
player,201312290nyg,nyg,PainCu00,rec_yds,0,,,,,
player,201312290nyg,nyg,PainCu00,rec_td,0,,,,,
player,201312290nyg,nyg,PainCu00,rec_long,0,,,,,
player,201312290nyg,nyg,PainCu00,fumbles,2,,,,,
player,201312290nyg,nyg,PainCu00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_cmp,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_att,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_yds,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_td,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_int,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_sacked,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_long,0,,,,,
player,201312290nyg,nyg,JernJe00,pass_rating,,,,,,
player,201312290nyg,nyg,JernJe00,rush_att,2,,,,,
player,201312290nyg,nyg,JernJe00,rush_yds,57,,,,,
player,201312290nyg,nyg,JernJe00,rush_td,1,,,,,
player,201312290nyg,nyg,JernJe00,rush_long,49,,,,,
player,201312290nyg,nyg,JernJe00,targets,7,,,,,
player,201312290nyg,nyg,JernJe00,rec,6,,,,,
player,201312290nyg,nyg,JernJe00,rec_yds,90,,,,,
player,201312290nyg,nyg,JernJe00,rec_td,1,,,,,
player,201312290nyg,nyg,JernJe00,rec_long,30,,,,,
player,201312290nyg,nyg,JernJe00,fumbles,0,,,,,
player,201312290nyg,nyg,JernJe00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_cmp,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_att,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_yds,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_td,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_int,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_sacked,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_long,0,,,,,
player,201312290nyg,nyg,HillPe00,pass_rating,,,,,,
player,201312290nyg,nyg,HillPe00,rush_att,17,,,,,
player,201312290nyg,nyg,HillPe00,rush_yds,56,,,,,
player,201312290nyg,nyg,HillPe00,rush_td,0,,,,,
player,201312290nyg,nyg,HillPe00,rush_long,14,,,,,
player,201312290nyg,nyg,HillPe00,targets,5,,,,,
player,201312290nyg,nyg,HillPe00,rec,1,,,,,
player,201312290nyg,nyg,HillPe00,rec_yds,6,,,,,
player,201312290nyg,nyg,HillPe00,rec_td,0,,,,,
player,201312290nyg,nyg,HillPe00,rec_long,6,,,,,
player,201312290nyg,nyg,HillPe00,fumbles,0,,,,,
player,201312290nyg,nyg,HillPe00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_cmp,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_att,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_yds,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_td,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_int,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_sacked,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_long,0,,,,,
player,201312290nyg,nyg,BrowAn03,pass_rating,,,,,,
player,201312290nyg,nyg,BrowAn03,rush_att,13,,,,,
player,201312290nyg,nyg,BrowAn03,rush_yds,11,,,,,
player,201312290nyg,nyg,BrowAn03,rush_td,0,,,,,
player,201312290nyg,nyg,BrowAn03,rush_long,8,,,,,
player,201312290nyg,nyg,BrowAn03,targets,0,,,,,
player,201312290nyg,nyg,BrowAn03,rec,0,,,,,
player,201312290nyg,nyg,BrowAn03,rec_yds,0,,,,,
player,201312290nyg,nyg,BrowAn03,rec_td,0,,,,,
player,201312290nyg,nyg,BrowAn03,rec_long,0,,,,,
player,201312290nyg,nyg,BrowAn03,fumbles,1,,,,,
player,201312290nyg,nyg,BrowAn03,fumbles_lost,1,,,,,
player,201312290nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_att,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_td,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_int,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_long,0,,,,,
player,201312290nyg,nyg,NickHa01,pass_rating,,,,,,
player,201312290nyg,nyg,NickHa01,rush_att,0,,,,,
player,201312290nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201312290nyg,nyg,NickHa01,rush_td,0,,,,,
player,201312290nyg,nyg,NickHa01,rush_long,0,,,,,
player,201312290nyg,nyg,NickHa01,targets,4,,,,,
player,201312290nyg,nyg,NickHa01,rec,2,,,,,
player,201312290nyg,nyg,NickHa01,rec_yds,50,,,,,
player,201312290nyg,nyg,NickHa01,rec_td,0,,,,,
player,201312290nyg,nyg,NickHa01,rec_long,35,,,,,
player,201312290nyg,nyg,NickHa01,fumbles,0,,,,,
player,201312290nyg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_cmp,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_att,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_yds,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_td,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_int,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_sacked,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_long,0,,,,,
player,201312290nyg,nyg,MyerBr00,pass_rating,,,,,,
player,201312290nyg,nyg,MyerBr00,rush_att,0,,,,,
player,201312290nyg,nyg,MyerBr00,rush_yds,0,,,,,
player,201312290nyg,nyg,MyerBr00,rush_td,0,,,,,
player,201312290nyg,nyg,MyerBr00,rush_long,0,,,,,
player,201312290nyg,nyg,MyerBr00,targets,5,,,,,
player,201312290nyg,nyg,MyerBr00,rec,2,,,,,
player,201312290nyg,nyg,MyerBr00,rec_yds,9,,,,,
player,201312290nyg,nyg,MyerBr00,rec_td,0,,,,,
player,201312290nyg,nyg,MyerBr00,rec_long,6,,,,,
player,201312290nyg,nyg,MyerBr00,fumbles,0,,,,,
player,201312290nyg,nyg,MyerBr00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_cmp,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_att,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_yds,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_td,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_int,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_sacked,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_long,0,,,,,
player,201312290nyg,nyg,MurpLo00,pass_rating,,,,,,
player,201312290nyg,nyg,MurpLo00,rush_att,0,,,,,
player,201312290nyg,nyg,MurpLo00,rush_yds,0,,,,,
player,201312290nyg,nyg,MurpLo00,rush_td,0,,,,,
player,201312290nyg,nyg,MurpLo00,rush_long,0,,,,,
player,201312290nyg,nyg,MurpLo00,targets,5,,,,,
player,201312290nyg,nyg,MurpLo00,rec,1,,,,,
player,201312290nyg,nyg,MurpLo00,rec_yds,8,,,,,
player,201312290nyg,nyg,MurpLo00,rec_td,0,,,,,
player,201312290nyg,nyg,MurpLo00,rec_long,8,,,,,
player,201312290nyg,nyg,MurpLo00,fumbles,0,,,,,
player,201312290nyg,nyg,MurpLo00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_att,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_td,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_int,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_long,0,,,,,
player,201312290nyg,nyg,RandRu00,pass_rating,,,,,,
player,201312290nyg,nyg,RandRu00,rush_att,0,,,,,
player,201312290nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201312290nyg,nyg,RandRu00,rush_td,0,,,,,
player,201312290nyg,nyg,RandRu00,rush_long,0,,,,,
player,201312290nyg,nyg,RandRu00,targets,1,,,,,
player,201312290nyg,nyg,RandRu00,rec,0,,,,,
player,201312290nyg,nyg,RandRu00,rec_yds,0,,,,,
player,201312290nyg,nyg,RandRu00,rec_td,0,,,,,
player,201312290nyg,nyg,RandRu00,rec_long,0,,,,,
player,201312290nyg,nyg,RandRu00,fumbles,0,,,,,
player,201312290nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_cmp,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_att,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_yds,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_td,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_int,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_sacked,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_long,0,,,,,
player,201312290nyg,nyg,TallJu00,pass_rating,,,,,,
player,201312290nyg,nyg,TallJu00,rush_att,0,,,,,
player,201312290nyg,nyg,TallJu00,rush_yds,0,,,,,
player,201312290nyg,nyg,TallJu00,rush_td,0,,,,,
player,201312290nyg,nyg,TallJu00,rush_long,0,,,,,
player,201312290nyg,nyg,TallJu00,targets,2,,,,,
player,201312290nyg,nyg,TallJu00,rec,0,,,,,
player,201312290nyg,nyg,TallJu00,rec_yds,0,,,,,
player,201312290nyg,nyg,TallJu00,rec_td,0,,,,,
player,201312290nyg,nyg,TallJu00,rec_long,0,,,,,
player,201312290nyg,nyg,TallJu00,fumbles,0,,,,,
player,201312290nyg,nyg,TallJu00,fumbles_lost,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_cmp,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_att,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_yds,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_td,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_int,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_sacked,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_sacked_yds,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_long,0,,,,,
player,201312290nyg,nyg,ConnJo00,pass_rating,,,,,,
player,201312290nyg,nyg,ConnJo00,rush_att,0,,,,,
player,201312290nyg,nyg,ConnJo00,rush_yds,0,,,,,
player,201312290nyg,nyg,ConnJo00,rush_td,0,,,,,
player,201312290nyg,nyg,ConnJo00,rush_long,0,,,,,
player,201312290nyg,nyg,ConnJo00,targets,2,,,,,
player,201312290nyg,nyg,ConnJo00,rec,0,,,,,
player,201312290nyg,nyg,ConnJo00,rec_yds,0,,,,,
player,201312290nyg,nyg,ConnJo00,rec_td,0,,,,,
player,201312290nyg,nyg,ConnJo00,rec_long,0,,,,,
player,201312290nyg,nyg,ConnJo00,fumbles,0,,,,,
player,201312290nyg,nyg,ConnJo00,fumbles_lost,0,,,,,
player,201312290nyg,was,DougRe20,def_int,1,,,,,
player,201312290nyg,was,DougRe20,def_int_yds,25,,,,,
player,201312290nyg,was,DougRe20,def_int_td,0,,,,,
