game,2013,4,20130929,201309290min,pit,"Pittsburgh Steelers",27,min,"Minnesota Vikings",34
player,201309290min,min,HodgGe00,def_int_td,0,,,,,
player,201309290min,min,HodgGe00,def_int_long,0,,,,,
player,201309290min,min,HodgGe00,pass_defended,0,,,,,
player,201309290min,min,HodgGe00,sacks,0.0,,,,,
player,201309290min,min,HodgGe00,tackles_combined,1,,,,,
player,201309290min,min,HodgGe00,tackles_solo,1,,,,,
player,201309290min,min,HodgGe00,tackles_assists,0,,,,,
player,201309290min,min,HodgGe00,tackles_loss,0,,,,,
player,201309290min,min,HodgGe00,qb_hits,0,,,,,
player,201309290min,min,HodgGe00,fumbles_rec,0,,,,,
player,201309290min,min,HodgGe00,fumbles_rec_yds,0,,,,,
player,201309290min,min,HodgGe00,fumbles_rec_td,0,,,,,
player,201309290min,min,HodgGe00,fumbles_forced,0,,,,,
player,201309290min,min,RobiBr98,def_int,0,,,,,
player,201309290min,min,RobiBr98,def_int_yds,0,,,,,
player,201309290min,min,RobiBr98,def_int_td,0,,,,,
player,201309290min,min,RobiBr98,def_int_long,0,,,,,
player,201309290min,min,RobiBr98,pass_defended,0,,,,,
player,201309290min,min,RobiBr98,sacks,0.0,,,,,
player,201309290min,min,RobiBr98,tackles_combined,1,,,,,
player,201309290min,min,RobiBr98,tackles_solo,1,,,,,
player,201309290min,min,RobiBr98,tackles_assists,0,,,,,
player,201309290min,min,RobiBr98,tackles_loss,0,,,,,
player,201309290min,min,RobiBr98,qb_hits,0,,,,,
player,201309290min,min,RobiBr98,fumbles_rec,0,,,,,
player,201309290min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201309290min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201309290min,min,RobiBr98,fumbles_forced,0,,,,,
player,201309290min,min,WebbJo00,def_int,0,,,,,
player,201309290min,min,WebbJo00,def_int_yds,0,,,,,
player,201309290min,min,WebbJo00,def_int_td,0,,,,,
player,201309290min,min,WebbJo00,def_int_long,0,,,,,
player,201309290min,min,WebbJo00,pass_defended,0,,,,,
player,201309290min,min,WebbJo00,sacks,0.0,,,,,
player,201309290min,min,WebbJo00,tackles_combined,1,,,,,
player,201309290min,min,WebbJo00,tackles_solo,1,,,,,
player,201309290min,min,WebbJo00,tackles_assists,0,,,,,
player,201309290min,min,WebbJo00,tackles_loss,0,,,,,
player,201309290min,min,WebbJo00,qb_hits,0,,,,,
player,201309290min,min,WebbJo00,fumbles_rec,0,,,,,
player,201309290min,min,WebbJo00,fumbles_rec_yds,0,,,,,
player,201309290min,min,WebbJo00,fumbles_rec_td,0,,,,,
player,201309290min,min,WebbJo00,fumbles_forced,0,,,,,
player,201309290min,min,MitcMa99,def_int,0,,,,,
player,201309290min,min,MitcMa99,def_int_yds,0,,,,,
player,201309290min,min,MitcMa99,def_int_td,0,,,,,
player,201309290min,min,MitcMa99,def_int_long,0,,,,,
player,201309290min,min,MitcMa99,pass_defended,1,,,,,
player,201309290min,min,MitcMa99,sacks,0.0,,,,,
player,201309290min,min,MitcMa99,tackles_combined,0,,,,,
player,201309290min,min,MitcMa99,tackles_solo,0,,,,,
player,201309290min,min,MitcMa99,tackles_assists,0,,,,,
player,201309290min,min,MitcMa99,tackles_loss,0,,,,,
player,201309290min,min,MitcMa99,qb_hits,0,,,,,
player,201309290min,min,MitcMa99,fumbles_rec,0,,,,,
player,201309290min,min,MitcMa99,fumbles_rec_yds,0,,,,,
player,201309290min,min,MitcMa99,fumbles_rec_td,0,,,,,
player,201309290min,min,MitcMa99,fumbles_forced,0,,,,,
player,201309290min,pit,BrowAn04,kick_ret,0,,,,,
player,201309290min,pit,BrowAn04,kick_ret_yds,0,,,,,
player,201309290min,pit,BrowAn04,kick_ret_yds_per_ret,,,,,,
player,201309290min,pit,BrowAn04,kick_ret_td,0,,,,,
player,201309290min,pit,BrowAn04,kick_ret_long,0,,,,,
player,201309290min,pit,BrowAn04,punt_ret,1,,,,,
player,201309290min,pit,BrowAn04,punt_ret_yds,3,,,,,
player,201309290min,pit,BrowAn04,punt_ret_yds_per_ret,3.0,,,,,
player,201309290min,pit,BrowAn04,punt_ret_td,0,,,,,
player,201309290min,pit,BrowAn04,punt_ret_long,3,,,,,
player,201309290min,pit,JoneFe00,kick_ret,4,,,,,
player,201309290min,pit,JoneFe00,kick_ret_yds,92,,,,,
player,201309290min,pit,JoneFe00,kick_ret_yds_per_ret,23.0,,,,,
player,201309290min,pit,JoneFe00,kick_ret_td,0,,,,,
player,201309290min,pit,JoneFe00,kick_ret_long,33,,,,,
player,201309290min,pit,JoneFe00,punt_ret,0,,,,,
player,201309290min,pit,JoneFe00,punt_ret_yds,0,,,,,
player,201309290min,pit,JoneFe00,punt_ret_yds_per_ret,,,,,,
player,201309290min,pit,JoneFe00,punt_ret_td,0,,,,,
player,201309290min,pit,JoneFe00,punt_ret_long,0,,,,,
player,201309290min,min,SherMa20,kick_ret,0,,,,,
player,201309290min,min,SherMa20,kick_ret_yds,0,,,,,
player,201309290min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201309290min,min,SherMa20,kick_ret_td,0,,,,,
player,201309290min,min,SherMa20,kick_ret_long,0,,,,,
player,201309290min,min,SherMa20,punt_ret,1,,,,,
player,201309290min,min,SherMa20,punt_ret_yds,0,,,,,
player,201309290min,min,SherMa20,punt_ret_yds_per_ret,0.0,,,,,
player,201309290min,min,SherMa20,punt_ret_td,0,,,,,
player,201309290min,min,SherMa20,punt_ret_long,0,,,,,
player,201309290min,min,PattCo00,kick_ret,5,,,,,
player,201309290min,min,PattCo00,kick_ret_yds,144,,,,,
player,201309290min,min,PattCo00,kick_ret_yds_per_ret,28.8,,,,,
player,201309290min,min,PattCo00,kick_ret_td,0,,,,,
player,201309290min,min,PattCo00,kick_ret_long,42,,,,,
player,201309290min,min,PattCo00,punt_ret,0,,,,,
player,201309290min,min,PattCo00,punt_ret_yds,0,,,,,
player,201309290min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201309290min,min,PattCo00,punt_ret_td,0,,,,,
player,201309290min,min,PattCo00,punt_ret_long,0,,,,,
player,201309290min,pit,suishsha01,xpm,3,,,,,
player,201309290min,pit,suishsha01,xpa,3,,,,,
player,201309290min,pit,suishsha01,fgm,2,,,,,
player,201309290min,pit,suishsha01,fga,2,,,,,
player,201309290min,pit,suishsha01,punt,0,,,,,
player,201309290min,pit,suishsha01,punt_yds,0,,,,,
player,201309290min,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201309290min,pit,suishsha01,punt_long,0,,,,,
player,201309290min,pit,MeskZo99,xpm,,,,,,
player,201309290min,pit,MeskZo99,xpa,,,,,,
player,201309290min,pit,MeskZo99,fgm,,,,,,
player,201309290min,pit,MeskZo99,fga,,,,,,
player,201309290min,pit,MeskZo99,punt,4,,,,,
player,201309290min,pit,MeskZo99,punt_yds,143,,,,,
player,201309290min,pit,MeskZo99,punt_yds_per_punt,35.8,,,,,
player,201309290min,pit,MeskZo99,punt_long,42,,,,,
player,201309290min,min,WalsBl00,xpm,4,,,,,
player,201309290min,min,WalsBl00,xpa,4,,,,,
player,201309290min,min,WalsBl00,fgm,2,,,,,
player,201309290min,min,WalsBl00,fga,3,,,,,
player,201309290min,min,WalsBl00,punt,0,,,,,
player,201309290min,min,WalsBl00,punt_yds,0,,,,,
player,201309290min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201309290min,min,WalsBl00,punt_long,0,,,,,
player,201309290min,min,LockJe00,xpm,,,,,,
player,201309290min,min,LockJe00,xpa,,,,,,
player,201309290min,min,LockJe00,fgm,,,,,,
player,201309290min,min,LockJe00,fga,,,,,,
player,201309290min,min,LockJe00,punt,4,,,,,
player,201309290min,min,LockJe00,punt_yds,167,,,,,
player,201309290min,min,LockJe00,punt_yds_per_punt,41.8,,,,,
player,201309290min,min,LockJe00,punt_long,57,,,,,
player,201309290min,min,KaliMa00,pos,T,,,,,
player,201309290min,min,KaliMa00,offense,52,,,,,
player,201309290min,min,KaliMa00,off_pct,100%,,,,,
player,201309290min,min,KaliMa00,defense,0,,,,,
player,201309290min,min,KaliMa00,def_pct,0%,,,,,
player,201309290min,min,KaliMa00,special_teams,7,,,,,
player,201309290min,min,KaliMa00,st_pct,21%,,,,,
player,201309290min,min,JohnCh23,pos,G,,,,,
player,201309290min,min,JohnCh23,offense,52,,,,,
player,201309290min,min,JohnCh23,off_pct,100%,,,,,
player,201309290min,min,JohnCh23,defense,0,,,,,
player,201309290min,min,JohnCh23,def_pct,0%,,,,,
player,201309290min,min,JohnCh23,special_teams,7,,,,,
player,201309290min,min,JohnCh23,st_pct,21%,,,,,
player,201309290min,min,FuscBr00,pos,G,,,,,
player,201309290min,min,FuscBr00,offense,52,,,,,
player,201309290min,min,FuscBr00,off_pct,100%,,,,,
player,201309290min,min,FuscBr00,defense,0,,,,,
player,201309290min,min,FuscBr00,def_pct,0%,,,,,
player,201309290min,min,FuscBr00,special_teams,7,,,,,
player,201309290min,min,FuscBr00,st_pct,21%,,,,,
player,201309290min,min,LoadPh20,pos,T,,,,,
player,201309290min,min,LoadPh20,offense,52,,,,,
player,201309290min,min,LoadPh20,off_pct,100%,,,,,
player,201309290min,min,LoadPh20,defense,0,,,,,
player,201309290min,min,LoadPh20,def_pct,0%,,,,,
player,201309290min,min,LoadPh20,special_teams,7,,,,,
player,201309290min,min,LoadPh20,st_pct,21%,,,,,
player,201309290min,min,SullJo24,pos,C,,,,,
player,201309290min,min,SullJo24,offense,52,,,,,
player,201309290min,min,SullJo24,off_pct,100%,,,,,
player,201309290min,min,SullJo24,defense,0,,,,,
player,201309290min,min,SullJo24,def_pct,0%,,,,,
player,201309290min,min,SullJo24,special_teams,0,,,,,
player,201309290min,min,SullJo24,st_pct,0%,,,,,
player,201309290min,min,CassMa00,pos,QB,,,,,
player,201309290min,min,CassMa00,offense,52,,,,,
player,201309290min,min,CassMa00,off_pct,100%,,,,,
player,201309290min,min,CassMa00,defense,0,,,,,
player,201309290min,min,CassMa00,def_pct,0%,,,,,
player,201309290min,min,CassMa00,special_teams,0,,,,,
player,201309290min,min,CassMa00,st_pct,0%,,,,,
player,201309290min,min,RudoKy00,pos,TE,,,,,
player,201309290min,min,RudoKy00,offense,49,,,,,
player,201309290min,min,RudoKy00,off_pct,94%,,,,,
player,201309290min,min,RudoKy00,defense,0,,,,,
player,201309290min,min,RudoKy00,def_pct,0%,,,,,
player,201309290min,min,RudoKy00,special_teams,8,,,,,
player,201309290min,min,RudoKy00,st_pct,24%,,,,,
player,201309290min,min,PeteAd01,pos,RB,,,,,
player,201309290min,min,PeteAd01,offense,47,,,,,
player,201309290min,min,PeteAd01,off_pct,90%,,,,,
player,201309290min,min,PeteAd01,defense,0,,,,,
player,201309290min,min,PeteAd01,def_pct,0%,,,,,
player,201309290min,min,PeteAd01,special_teams,0,,,,,
player,201309290min,min,PeteAd01,st_pct,0%,,,,,
player,201309290min,min,JennGr00,pos,WR,,,,,
player,201309290min,min,JennGr00,offense,36,,,,,
player,201309290min,min,JennGr00,off_pct,69%,,,,,
player,201309290min,min,JennGr00,defense,0,,,,,
player,201309290min,min,JennGr00,def_pct,0%,,,,,
player,201309290min,min,JennGr00,special_teams,0,,,,,
player,201309290min,min,JennGr00,st_pct,0%,,,,,
player,201309290min,min,SimpJe00,pos,WR,,,,,
player,201309290min,min,SimpJe00,offense,28,,,,,
player,201309290min,min,SimpJe00,off_pct,54%,,,,,
player,201309290min,min,SimpJe00,defense,0,,,,,
player,201309290min,min,SimpJe00,def_pct,0%,,,,,
player,201309290min,min,SimpJe00,special_teams,0,,,,,
player,201309290min,min,SimpJe00,st_pct,0%,,,,,
player,201309290min,min,FeltJe00,pos,FB,,,,,
player,201309290min,min,FeltJe00,offense,28,,,,,
player,201309290min,min,FeltJe00,off_pct,54%,,,,,
player,201309290min,min,FeltJe00,defense,0,,,,,
player,201309290min,min,FeltJe00,def_pct,0%,,,,,
player,201309290min,min,FeltJe00,special_teams,0,,,,,
player,201309290min,min,FeltJe00,st_pct,0%,,,,,
player,201309290min,min,CarlJo00,pos,TE,,,,,
player,201309290min,min,CarlJo00,offense,27,,,,,
player,201309290min,min,CarlJo00,off_pct,52%,,,,,
player,201309290min,min,CarlJo00,defense,0,,,,,
player,201309290min,min,CarlJo00,def_pct,0%,,,,,
player,201309290min,min,CarlJo00,special_teams,12,,,,,
player,201309290min,min,CarlJo00,st_pct,36%,,,,,
player,201309290min,min,WrigJa02,pos,WR,,,,,
player,201309290min,min,WrigJa02,offense,20,,,,,
player,201309290min,min,WrigJa02,off_pct,38%,,,,,
player,201309290min,min,WrigJa02,defense,0,,,,,
player,201309290min,min,WrigJa02,def_pct,0%,,,,,
player,201309290min,min,WrigJa02,special_teams,0,,,,,
player,201309290min,min,WrigJa02,st_pct,0%,,,,,
player,201309290min,min,PattCo00,pos,WR,,,,,
player,201309290min,min,PattCo00,offense,13,,,,,
player,201309290min,min,PattCo00,off_pct,25%,,,,,
player,201309290min,min,PattCo00,defense,0,,,,,
player,201309290min,min,PattCo00,def_pct,0%,,,,,
player,201309290min,min,PattCo00,special_teams,5,,,,,
player,201309290min,min,PattCo00,st_pct,15%,,,,,
player,201309290min,min,WebbJo00,pos,WR,,,,,
player,201309290min,min,WebbJo00,offense,7,,,,,
player,201309290min,min,WebbJo00,off_pct,13%,,,,,
player,201309290min,min,WebbJo00,defense,0,,,,,
player,201309290min,min,WebbJo00,def_pct,0%,,,,,
player,201309290min,min,WebbJo00,special_teams,9,,,,,
player,201309290min,min,WebbJo00,st_pct,27%,,,,,
player,201309290min,min,GerhTo00,pos,RB,,,,,
player,201309290min,min,GerhTo00,offense,5,,,,,
player,201309290min,min,GerhTo00,off_pct,10%,,,,,
player,201309290min,min,GerhTo00,defense,0,,,,,
player,201309290min,min,GerhTo00,def_pct,0%,,,,,
player,201309290min,min,GerhTo00,special_teams,9,,,,,
player,201309290min,min,GerhTo00,st_pct,27%,,,,,
player,201309290min,min,SmitHa00,pos,FS,,,,,
player,201309290min,min,SmitHa00,offense,0,,,,,
player,201309290min,min,SmitHa00,off_pct,0%,,,,,
player,201309290min,min,SmitHa00,defense,79,,,,,
player,201309290min,min,SmitHa00,def_pct,100%,,,,,
player,201309290min,min,SmitHa00,special_teams,9,,,,,
player,201309290min,min,SmitHa00,st_pct,27%,,,,,
player,201309290min,min,GreeCh99,pos,LB,,,,,
player,201309290min,min,GreeCh99,offense,0,,,,,
player,201309290min,min,GreeCh99,off_pct,0%,,,,,
player,201309290min,min,GreeCh99,defense,79,,,,,
player,201309290min,min,GreeCh99,def_pct,100%,,,,,
player,201309290min,min,GreeCh99,special_teams,7,,,,,
player,201309290min,min,GreeCh99,st_pct,21%,,,,,
player,201309290min,min,HendEr99,pos,LB,,,,,
player,201309290min,min,HendEr99,offense,0,,,,,
player,201309290min,min,HendEr99,off_pct,0%,,,,,
player,201309290min,min,HendEr99,defense,79,,,,,
player,201309290min,min,HendEr99,def_pct,100%,,,,,
player,201309290min,min,HendEr99,special_teams,6,,,,,
player,201309290min,min,HendEr99,st_pct,18%,,,,,
player,201309290min,min,RobiJo01,pos,CB,,,,,
player,201309290min,min,RobiJo01,offense,0,,,,,
player,201309290min,min,RobiJo01,off_pct,0%,,,,,
player,201309290min,min,RobiJo01,defense,77,,,,,
player,201309290min,min,RobiJo01,def_pct,97%,,,,,
player,201309290min,min,RobiJo01,special_teams,16,,,,,
player,201309290min,min,RobiJo01,st_pct,48%,,,,,
player,201309290min,min,SherMa20,pos,CB,,,,,
player,201309290min,min,SherMa20,offense,0,,,,,
player,201309290min,min,SherMa20,off_pct,0%,,,,,
player,201309290min,min,SherMa20,defense,77,,,,,
player,201309290min,min,SherMa20,def_pct,97%,,,,,
player,201309290min,min,SherMa20,special_teams,11,,,,,
player,201309290min,min,SherMa20,st_pct,33%,,,,,
player,201309290min,min,AlleJa22,pos,DE,,,,,
player,201309290min,min,AlleJa22,offense,0,,,,,
player,201309290min,min,AlleJa22,off_pct,0%,,,,,
player,201309290min,min,AlleJa22,defense,75,,,,,
player,201309290min,min,AlleJa22,def_pct,95%,,,,,
player,201309290min,min,AlleJa22,special_teams,6,,,,,
player,201309290min,min,AlleJa22,st_pct,18%,,,,,
player,201309290min,min,RobiBr98,pos,DE,,,,,
player,201309290min,min,RobiBr98,offense,0,,,,,
player,201309290min,min,RobiBr98,off_pct,0%,,,,,
player,201309290min,min,RobiBr98,defense,68,,,,,
player,201309290min,min,RobiBr98,def_pct,86%,,,,,
player,201309290min,min,RobiBr98,special_teams,7,,,,,
player,201309290min,min,RobiBr98,st_pct,21%,,,,,
player,201309290min,min,RhodXa00,pos,CB,,,,,
player,201309290min,min,RhodXa00,offense,0,,,,,
player,201309290min,min,RhodXa00,off_pct,0%,,,,,
player,201309290min,min,RhodXa00,defense,55,,,,,
player,201309290min,min,RhodXa00,def_pct,70%,,,,,
player,201309290min,min,RhodXa00,special_teams,11,,,,,
player,201309290min,min,RhodXa00,st_pct,33%,,,,,
player,201309290min,min,GrifEv99,pos,DE,,,,,
player,201309290min,min,GrifEv99,offense,0,,,,,
player,201309290min,min,GrifEv99,off_pct,0%,,,,,
player,201309290min,min,GrifEv99,defense,55,,,,,
player,201309290min,min,GrifEv99,def_pct,70%,,,,,
player,201309290min,min,GrifEv99,special_teams,4,,,,,
player,201309290min,min,GrifEv99,st_pct,12%,,,,,
player,201309290min,min,WillKe98,pos,DT,,,,,
player,201309290min,min,WillKe98,offense,0,,,,,
player,201309290min,min,WillKe98,off_pct,0%,,,,,
player,201309290min,min,WillKe98,defense,52,,,,,
player,201309290min,min,WillKe98,def_pct,66%,,,,,
player,201309290min,min,WillKe98,special_teams,5,,,,,
player,201309290min,min,WillKe98,st_pct,15%,,,,,
player,201309290min,min,SendAn00,pos,FS,,,,,
player,201309290min,min,SendAn00,offense,0,,,,,
player,201309290min,min,SendAn00,off_pct,0%,,,,,
player,201309290min,min,SendAn00,defense,42,,,,,
player,201309290min,min,SendAn00,def_pct,53%,,,,,
player,201309290min,min,SendAn00,special_teams,14,,,,,
player,201309290min,min,SendAn00,st_pct,42%,,,,,
player,201309290min,min,RaymMi00,pos,SS,,,,,
player,201309290min,min,RaymMi00,offense,0,,,,,
player,201309290min,min,RaymMi00,off_pct,0%,,,,,
player,201309290min,min,RaymMi00,defense,36,,,,,
player,201309290min,min,RaymMi00,def_pct,46%,,,,,
player,201309290min,min,RaymMi00,special_teams,15,,,,,
player,201309290min,min,RaymMi00,st_pct,45%,,,,,
player,201309290min,min,FloySh00,pos,DT,,,,,
player,201309290min,min,FloySh00,offense,0,,,,,
player,201309290min,min,FloySh00,off_pct,0%,,,,,
player,201309290min,min,FloySh00,defense,27,,,,,
player,201309290min,min,FloySh00,def_pct,34%,,,,,
player,201309290min,min,FloySh00,special_teams,13,,,,,
player,201309290min,min,FloySh00,st_pct,39%,,,,,
player,201309290min,min,GuioLe99,pos,NT,,,,,
player,201309290min,min,GuioLe99,offense,0,,,,,
player,201309290min,min,GuioLe99,off_pct,0%,,,,,
player,201309290min,min,GuioLe99,defense,22,,,,,
player,201309290min,min,GuioLe99,def_pct,28%,,,,,
player,201309290min,min,GuioLe99,special_teams,5,,,,,
player,201309290min,min,GuioLe99,st_pct,15%,,,,,
player,201309290min,min,EvanFr21,pos,NT,,,,,
player,201309290min,min,EvanFr21,offense,0,,,,,
player,201309290min,min,EvanFr21,off_pct,0%,,,,,
player,201309290min,min,EvanFr21,defense,21,,,,,
player,201309290min,min,EvanFr21,def_pct,27%,,,,,
player,201309290min,min,EvanFr21,special_teams,0,,,,,
player,201309290min,min,EvanFr21,st_pct,0%,,,,,
player,201309290min,min,BishDe99,pos,LB,,,,,
player,201309290min,min,BishDe99,offense,0,,,,,
player,201309290min,min,BishDe99,off_pct,0%,,,,,
player,201309290min,min,BishDe99,defense,15,,,,,
player,201309290min,min,BishDe99,def_pct,19%,,,,,
player,201309290min,min,BishDe99,special_teams,9,,,,,
player,201309290min,min,BishDe99,st_pct,27%,,,,,
player,201309290min,min,MitcMa99,pos,LB,,,,,
player,201309290min,min,MitcMa99,offense,0,,,,,
player,201309290min,min,MitcMa99,off_pct,0%,,,,,
player,201309290min,min,MitcMa99,defense,10,,,,,
player,201309290min,min,MitcMa99,def_pct,13%,,,,,
player,201309290min,min,MitcMa99,special_teams,9,,,,,
player,201309290min,min,MitcMa99,st_pct,27%,,,,,
player,201309290min,min,DeanLa00,pos,LB,,,,,
player,201309290min,min,DeanLa00,offense,0,,,,,
player,201309290min,min,DeanLa00,off_pct,0%,,,,,
player,201309290min,min,DeanLa00,defense,0,,,,,
player,201309290min,min,DeanLa00,def_pct,0%,,,,,
player,201309290min,min,DeanLa00,special_teams,20,,,,,
player,201309290min,min,DeanLa00,st_pct,61%,,,,,
player,201309290min,min,BlanRo00,pos,SS,,,,,
player,201309290min,min,BlanRo00,offense,0,,,,,
player,201309290min,min,BlanRo00,off_pct,0%,,,,,
player,201309290min,min,BlanRo00,defense,0,,,,,
player,201309290min,min,BlanRo00,def_pct,0%,,,,,
player,201309290min,min,BlanRo00,special_teams,19,,,,,
player,201309290min,min,BlanRo00,st_pct,58%,,,,,
player,201309290min,min,ColeAu00,pos,LB,,,,,
player,201309290min,min,ColeAu00,offense,0,,,,,
player,201309290min,min,ColeAu00,off_pct,0%,,,,,
player,201309290min,min,ColeAu00,defense,0,,,,,
player,201309290min,min,ColeAu00,def_pct,0%,,,,,
player,201309290min,min,ColeAu00,special_teams,17,,,,,
player,201309290min,min,ColeAu00,st_pct,52%,,,,,
player,201309290min,min,WalsBl00,pos,K,,,,,
player,201309290min,min,WalsBl00,offense,0,,,,,
player,201309290min,min,WalsBl00,off_pct,0%,,,,,
player,201309290min,min,WalsBl00,defense,0,,,,,
player,201309290min,min,WalsBl00,def_pct,0%,,,,,
player,201309290min,min,WalsBl00,special_teams,14,,,,,
player,201309290min,min,WalsBl00,st_pct,42%,,,,,
player,201309290min,min,MautMi00,pos,LB,,,,,
player,201309290min,min,MautMi00,offense,0,,,,,
player,201309290min,min,MautMi00,off_pct,0%,,,,,
player,201309290min,min,MautMi00,defense,0,,,,,
player,201309290min,min,MautMi00,def_pct,0%,,,,,
player,201309290min,min,MautMi00,special_teams,14,,,,,
player,201309290min,min,MautMi00,st_pct,42%,,,,,
player,201309290min,min,BergJo20,pos,C,,,,,
player,201309290min,min,BergJo20,offense,0,,,,,
player,201309290min,min,BergJo20,off_pct,0%,,,,,
player,201309290min,min,BergJo20,defense,0,,,,,
player,201309290min,min,BergJo20,def_pct,0%,,,,,
player,201309290min,min,BergJo20,special_teams,12,,,,,
player,201309290min,min,BergJo20,st_pct,36%,,,,,
player,201309290min,min,JeffA.00,pos,CB,,,,,
player,201309290min,min,JeffA.00,offense,0,,,,,
player,201309290min,min,JeffA.00,off_pct,0%,,,,,
player,201309290min,min,JeffA.00,defense,0,,,,,
player,201309290min,min,JeffA.00,def_pct,0%,,,,,
player,201309290min,min,JeffA.00,special_teams,11,,,,,
player,201309290min,min,JeffA.00,st_pct,33%,,,,,
player,201309290min,min,LockJe00,pos,P,,,,,
player,201309290min,min,LockJe00,offense,0,,,,,
player,201309290min,min,LockJe00,off_pct,0%,,,,,
player,201309290min,min,LockJe00,defense,0,,,,,
player,201309290min,min,LockJe00,def_pct,0%,,,,,
player,201309290min,min,LockJe00,special_teams,11,,,,,
player,201309290min,min,LockJe00,st_pct,33%,,,,,
player,201309290min,min,LoefCu20,pos,LS,,,,,
player,201309290min,min,LoefCu20,offense,0,,,,,
player,201309290min,min,LoefCu20,off_pct,0%,,,,,
player,201309290min,min,LoefCu20,defense,0,,,,,
player,201309290min,min,LoefCu20,def_pct,0%,,,,,
player,201309290min,min,LoefCu20,special_teams,11,,,,,
player,201309290min,min,LoefCu20,st_pct,33%,,,,,
player,201309290min,min,AsiaMa00,pos,RB,,,,,
player,201309290min,min,AsiaMa00,offense,0,,,,,
player,201309290min,min,AsiaMa00,off_pct,0%,,,,,
player,201309290min,min,AsiaMa00,defense,0,,,,,
player,201309290min,min,AsiaMa00,def_pct,0%,,,,,
player,201309290min,min,AsiaMa00,special_teams,9,,,,,
player,201309290min,min,AsiaMa00,st_pct,27%,,,,,
player,201309290min,min,HodgGe00,pos,LB,,,,,
player,201309290min,min,HodgGe00,offense,0,,,,,
player,201309290min,min,HodgGe00,off_pct,0%,,,,,
player,201309290min,min,HodgGe00,defense,0,,,,,
player,201309290min,min,HodgGe00,def_pct,0%,,,,,
player,201309290min,min,HodgGe00,special_teams,7,,,,,
player,201309290min,min,HodgGe00,st_pct,21%,,,,,
player,201309290min,pit,DeCaDa00,pos,G,,,,,
player,201309290min,pit,DeCaDa00,offense,79,,,,,
player,201309290min,pit,DeCaDa00,off_pct,100%,,,,,
player,201309290min,pit,DeCaDa00,defense,0,,,,,
player,201309290min,pit,DeCaDa00,def_pct,0%,,,,,
player,201309290min,pit,DeCaDa00,special_teams,5,,,,,
player,201309290min,pit,DeCaDa00,st_pct,15%,,,,,
player,201309290min,pit,GilbMa00,pos,T,,,,,
player,201309290min,pit,GilbMa00,offense,79,,,,,
player,201309290min,pit,GilbMa00,off_pct,100%,,,,,
player,201309290min,pit,GilbMa00,defense,0,,,,,
player,201309290min,pit,GilbMa00,def_pct,0%,,,,,
player,201309290min,pit,GilbMa00,special_teams,5,,,,,
player,201309290min,pit,GilbMa00,st_pct,15%,,,,,
player,201309290min,pit,RoetBe00,pos,QB,,,,,
player,201309290min,pit,RoetBe00,offense,79,,,,,
player,201309290min,pit,RoetBe00,off_pct,100%,,,,,
player,201309290min,pit,RoetBe00,defense,0,,,,,
player,201309290min,pit,RoetBe00,def_pct,0%,,,,,
player,201309290min,pit,RoetBe00,special_teams,0,,,,,
player,201309290min,pit,RoetBe00,st_pct,0%,,,,,
player,201309290min,pit,VelaFe20,pos,C,,,,,
player,201309290min,pit,VelaFe20,offense,79,,,,,
player,201309290min,pit,VelaFe20,off_pct,100%,,,,,
player,201309290min,pit,VelaFe20,defense,0,,,,,
player,201309290min,pit,VelaFe20,def_pct,0%,,,,,
player,201309290min,pit,VelaFe20,special_teams,0,,,,,
player,201309290min,pit,VelaFe20,st_pct,0%,,,,,
player,201309290min,pit,AdamMi02,pos,T,,,,,
player,201309290min,pit,AdamMi02,offense,76,,,,,
player,201309290min,pit,AdamMi02,off_pct,96%,,,,,
player,201309290min,pit,AdamMi02,defense,0,,,,,
player,201309290min,pit,AdamMi02,def_pct,0%,,,,,
player,201309290min,pit,AdamMi02,special_teams,5,,,,,
player,201309290min,pit,AdamMi02,st_pct,15%,,,,,
player,201309290min,pit,MillHe00,pos,TE,,,,,
player,201309290min,pit,MillHe00,offense,75,,,,,
player,201309290min,pit,MillHe00,off_pct,95%,,,,,
player,201309290min,pit,MillHe00,defense,0,,,,,
player,201309290min,pit,MillHe00,def_pct,0%,,,,,
player,201309290min,pit,MillHe00,special_teams,0,,,,,
player,201309290min,pit,MillHe00,st_pct,0%,,,,,
player,201309290min,pit,BrowAn04,pos,WR,,,,,
player,201309290min,pit,BrowAn04,offense,67,,,,,
player,201309290min,pit,BrowAn04,off_pct,85%,,,,,
player,201309290min,pit,BrowAn04,defense,0,,,,,
player,201309290min,pit,BrowAn04,def_pct,0%,,,,,
player,201309290min,pit,BrowAn04,special_teams,4,,,,,
player,201309290min,pit,BrowAn04,st_pct,12%,,,,,
player,201309290min,pit,SandEm00,pos,WR,,,,,
player,201309290min,pit,SandEm00,offense,67,,,,,
player,201309290min,pit,SandEm00,off_pct,85%,,,,,
player,201309290min,pit,SandEm00,defense,0,,,,,
player,201309290min,pit,SandEm00,def_pct,0%,,,,,
player,201309290min,pit,SandEm00,special_teams,0,,,,,
