game,2013,4,20130929,201309290min,pit,"Pittsburgh Steelers",27,min,"Minnesota Vikings",34
player,201309290min,pit,TaylIk20,tackles_solo,3,,,,,
player,201309290min,pit,TaylIk20,tackles_assists,2,,,,,
player,201309290min,pit,TaylIk20,tackles_loss,0,,,,,
player,201309290min,pit,TaylIk20,qb_hits,0,,,,,
player,201309290min,pit,TaylIk20,fumbles_rec,0,,,,,
player,201309290min,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201309290min,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201309290min,pit,TaylIk20,fumbles_forced,0,,,,,
player,201309290min,pit,WillVi01,def_int,0,,,,,
player,201309290min,pit,WillVi01,def_int_yds,0,,,,,
player,201309290min,pit,WillVi01,def_int_td,0,,,,,
player,201309290min,pit,WillVi01,def_int_long,0,,,,,
player,201309290min,pit,WillVi01,pass_defended,0,,,,,
player,201309290min,pit,WillVi01,sacks,0.0,,,,,
player,201309290min,pit,WillVi01,tackles_combined,5,,,,,
player,201309290min,pit,WillVi01,tackles_solo,5,,,,,
player,201309290min,pit,WillVi01,tackles_assists,0,,,,,
player,201309290min,pit,WillVi01,tackles_loss,0,,,,,
player,201309290min,pit,WillVi01,qb_hits,0,,,,,
player,201309290min,pit,WillVi01,fumbles_rec,0,,,,,
player,201309290min,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201309290min,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201309290min,pit,WillVi01,fumbles_forced,0,,,,,
player,201309290min,pit,McLeSt00,def_int,0,,,,,
player,201309290min,pit,McLeSt00,def_int_yds,0,,,,,
player,201309290min,pit,McLeSt00,def_int_td,0,,,,,
player,201309290min,pit,McLeSt00,def_int_long,0,,,,,
player,201309290min,pit,McLeSt00,pass_defended,0,,,,,
player,201309290min,pit,McLeSt00,sacks,0.0,,,,,
player,201309290min,pit,McLeSt00,tackles_combined,4,,,,,
player,201309290min,pit,McLeSt00,tackles_solo,4,,,,,
player,201309290min,pit,McLeSt00,tackles_assists,0,,,,,
player,201309290min,pit,McLeSt00,tackles_loss,0,,,,,
player,201309290min,pit,McLeSt00,qb_hits,0,,,,,
player,201309290min,pit,McLeSt00,fumbles_rec,0,,,,,
player,201309290min,pit,McLeSt00,fumbles_rec_yds,0,,,,,
player,201309290min,pit,McLeSt00,fumbles_rec_td,0,,,,,
player,201309290min,pit,McLeSt00,fumbles_forced,0,,,,,
player,201309290min,pit,AlleCo00,def_int,0,,,,,
player,201309290min,pit,AlleCo00,def_int_yds,0,,,,,
player,201309290min,pit,AlleCo00,def_int_td,0,,,,,
player,201309290min,pit,AlleCo00,def_int_long,0,,,,,
player,201309290min,pit,AlleCo00,pass_defended,0,,,,,
player,201309290min,pit,AlleCo00,sacks,0.0,,,,,
player,201309290min,pit,AlleCo00,tackles_combined,3,,,,,
player,201309290min,pit,AlleCo00,tackles_solo,2,,,,,
player,201309290min,pit,AlleCo00,tackles_assists,1,,,,,
player,201309290min,pit,AlleCo00,tackles_loss,0,,,,,
player,201309290min,pit,AlleCo00,qb_hits,0,,,,,
player,201309290min,pit,AlleCo00,fumbles_rec,0,,,,,
player,201309290min,pit,AlleCo00,fumbles_rec_yds,0,,,,,
player,201309290min,pit,AlleCo00,fumbles_rec_td,0,,,,,
player,201309290min,pit,AlleCo00,fumbles_forced,0,,,,,
player,201309290min,pit,GarvTe00,def_int,0,,,,,
player,201309290min,pit,GarvTe00,def_int_yds,0,,,,,
player,201309290min,pit,GarvTe00,def_int_td,0,,,,,
player,201309290min,pit,GarvTe00,def_int_long,0,,,,,
player,201309290min,pit,GarvTe00,pass_defended,0,,,,,
player,201309290min,pit,GarvTe00,sacks,0.0,,,,,
player,201309290min,pit,GarvTe00,tackles_combined,2,,,,,
player,201309290min,pit,GarvTe00,tackles_solo,2,,,,,
player,201309290min,pit,GarvTe00,tackles_assists,0,,,,,
player,201309290min,pit,GarvTe00,tackles_loss,0,,,,,
player,201309290min,pit,GarvTe00,qb_hits,0,,,,,
player,201309290min,pit,GarvTe00,fumbles_rec,0,,,,,
player,201309290min,pit,GarvTe00,fumbles_rec_yds,0,,,,,
player,201309290min,pit,GarvTe00,fumbles_rec_td,0,,,,,
player,201309290min,pit,GarvTe00,fumbles_forced,0,,,,,
player,201309290min,pit,GayxWi99,def_int,0,,,,,
player,201309290min,pit,GayxWi99,def_int_yds,0,,,,,
player,201309290min,pit,GayxWi99,def_int_td,0,,,,,
player,201309290min,pit,GayxWi99,def_int_long,0,,,,,
player,201309290min,pit,GayxWi99,pass_defended,0,,,,,
player,201309290min,pit,GayxWi99,sacks,0.0,,,,,
player,201309290min,pit,GayxWi99,tackles_combined,2,,,,,
player,201309290min,pit,GayxWi99,tackles_solo,1,,,,,
player,201309290min,pit,GayxWi99,tackles_assists,1,,,,,
player,201309290min,pit,GayxWi99,tackles_loss,0,,,,,
player,201309290min,pit,GayxWi99,qb_hits,0,,,,,
player,201309290min,pit,GayxWi99,fumbles_rec,0,,,,,
player,201309290min,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201309290min,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201309290min,pit,GayxWi99,fumbles_forced,0,,,,,
player,201309290min,pit,HoodEv99,def_int,0,,,,,
player,201309290min,pit,HoodEv99,def_int_yds,0,,,,,
player,201309290min,pit,HoodEv99,def_int_td,0,,,,,
player,201309290min,pit,HoodEv99,def_int_long,0,,,,,
player,201309290min,pit,HoodEv99,pass_defended,0,,,,,
player,201309290min,pit,HoodEv99,sacks,0.0,,,,,
player,201309290min,pit,HoodEv99,tackles_combined,2,,,,,
player,201309290min,pit,HoodEv99,tackles_solo,2,,,,,
player,201309290min,pit,HoodEv99,tackles_assists,0,,,,,
player,201309290min,pit,HoodEv99,tackles_loss,0,,,,,
player,201309290min,pit,HoodEv99,qb_hits,0,,,,,
player,201309290min,pit,HoodEv99,fumbles_rec,0,,,,,
player,201309290min,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201309290min,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201309290min,pit,HoodEv99,fumbles_forced,0,,,,,
player,201309290min,pit,PolaTr99,def_int,0,,,,,
player,201309290min,pit,PolaTr99,def_int_yds,0,,,,,
player,201309290min,pit,PolaTr99,def_int_td,0,,,,,
player,201309290min,pit,PolaTr99,def_int_long,0,,,,,
player,201309290min,pit,PolaTr99,pass_defended,0,,,,,
player,201309290min,pit,PolaTr99,sacks,0.0,,,,,
player,201309290min,pit,PolaTr99,tackles_combined,2,,,,,
player,201309290min,pit,PolaTr99,tackles_solo,2,,,,,
player,201309290min,pit,PolaTr99,tackles_assists,0,,,,,
player,201309290min,pit,PolaTr99,tackles_loss,1,,,,,
player,201309290min,pit,PolaTr99,qb_hits,0,,,,,
player,201309290min,pit,PolaTr99,fumbles_rec,0,,,,,
player,201309290min,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201309290min,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201309290min,pit,PolaTr99,fumbles_forced,0,,,,,
player,201309290min,pit,CromDa00,def_int,0,,,,,
player,201309290min,pit,CromDa00,def_int_yds,0,,,,,
player,201309290min,pit,CromDa00,def_int_td,0,,,,,
player,201309290min,pit,CromDa00,def_int_long,0,,,,,
player,201309290min,pit,CromDa00,pass_defended,0,,,,,
player,201309290min,pit,CromDa00,sacks,0.0,,,,,
player,201309290min,pit,CromDa00,tackles_combined,1,,,,,
player,201309290min,pit,CromDa00,tackles_solo,1,,,,,
player,201309290min,pit,CromDa00,tackles_assists,0,,,,,
player,201309290min,pit,CromDa00,tackles_loss,0,,,,,
player,201309290min,pit,CromDa00,qb_hits,0,,,,,
player,201309290min,pit,CromDa00,fumbles_rec,0,,,,,
player,201309290min,pit,CromDa00,fumbles_rec_yds,0,,,,,
player,201309290min,pit,CromDa00,fumbles_rec_td,0,,,,,
player,201309290min,pit,CromDa00,fumbles_forced,0,,,,,
player,201309290min,pit,JoneJa05,def_int,0,,,,,
player,201309290min,pit,JoneJa05,def_int_yds,0,,,,,
player,201309290min,pit,JoneJa05,def_int_td,0,,,,,
player,201309290min,pit,JoneJa05,def_int_long,0,,,,,
player,201309290min,pit,JoneJa05,pass_defended,0,,,,,
player,201309290min,pit,JoneJa05,sacks,0.0,,,,,
player,201309290min,pit,JoneJa05,tackles_combined,1,,,,,
player,201309290min,pit,JoneJa05,tackles_solo,1,,,,,
player,201309290min,pit,JoneJa05,tackles_assists,0,,,,,
player,201309290min,pit,JoneJa05,tackles_loss,0,,,,,
player,201309290min,pit,JoneJa05,qb_hits,0,,,,,
player,201309290min,pit,JoneJa05,fumbles_rec,0,,,,,
player,201309290min,pit,JoneJa05,fumbles_rec_yds,0,,,,,
player,201309290min,pit,JoneJa05,fumbles_rec_td,0,,,,,
player,201309290min,pit,JoneJa05,fumbles_forced,0,,,,,
player,201309290min,pit,KeisBr20,def_int,0,,,,,
player,201309290min,pit,KeisBr20,def_int_yds,0,,,,,
player,201309290min,pit,KeisBr20,def_int_td,0,,,,,
player,201309290min,pit,KeisBr20,def_int_long,0,,,,,
player,201309290min,pit,KeisBr20,pass_defended,0,,,,,
player,201309290min,pit,KeisBr20,sacks,0.0,,,,,
player,201309290min,pit,KeisBr20,tackles_combined,1,,,,,
player,201309290min,pit,KeisBr20,tackles_solo,1,,,,,
player,201309290min,pit,KeisBr20,tackles_assists,0,,,,,
player,201309290min,pit,KeisBr20,tackles_loss,0,,,,,
player,201309290min,pit,KeisBr20,qb_hits,0,,,,,
player,201309290min,pit,KeisBr20,fumbles_rec,0,,,,,
player,201309290min,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201309290min,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201309290min,pit,KeisBr20,fumbles_forced,0,,,,,
player,201309290min,pit,ThomSh00,def_int,0,,,,,
player,201309290min,pit,ThomSh00,def_int_yds,0,,,,,
player,201309290min,pit,ThomSh00,def_int_td,0,,,,,
player,201309290min,pit,ThomSh00,def_int_long,0,,,,,
player,201309290min,pit,ThomSh00,pass_defended,0,,,,,
player,201309290min,pit,ThomSh00,sacks,0.0,,,,,
player,201309290min,pit,ThomSh00,tackles_combined,1,,,,,
player,201309290min,pit,ThomSh00,tackles_solo,1,,,,,
player,201309290min,pit,ThomSh00,tackles_assists,0,,,,,
player,201309290min,pit,ThomSh00,tackles_loss,0,,,,,
player,201309290min,pit,ThomSh00,qb_hits,0,,,,,
player,201309290min,pit,ThomSh00,fumbles_rec,0,,,,,
player,201309290min,pit,ThomSh00,fumbles_rec_yds,0,,,,,
player,201309290min,pit,ThomSh00,fumbles_rec_td,0,,,,,
player,201309290min,pit,ThomSh00,fumbles_forced,0,,,,,
player,201309290min,pit,WheaMa00,def_int,0,,,,,
player,201309290min,pit,WheaMa00,def_int_yds,0,,,,,
player,201309290min,pit,WheaMa00,def_int_td,0,,,,,
player,201309290min,pit,WheaMa00,def_int_long,0,,,,,
player,201309290min,pit,WheaMa00,pass_defended,0,,,,,
player,201309290min,pit,WheaMa00,sacks,0.0,,,,,
player,201309290min,pit,WheaMa00,tackles_combined,1,,,,,
player,201309290min,pit,WheaMa00,tackles_solo,1,,,,,
player,201309290min,pit,WheaMa00,tackles_assists,0,,,,,
player,201309290min,pit,WheaMa00,tackles_loss,0,,,,,
player,201309290min,pit,WheaMa00,qb_hits,0,,,,,
player,201309290min,pit,WheaMa00,fumbles_rec,0,,,,,
player,201309290min,pit,WheaMa00,fumbles_rec_yds,0,,,,,
player,201309290min,pit,WheaMa00,fumbles_rec_td,0,,,,,
player,201309290min,pit,WheaMa00,fumbles_forced,0,,,,,
player,201309290min,pit,WoodAl99,def_int,0,,,,,
player,201309290min,pit,WoodAl99,def_int_yds,0,,,,,
player,201309290min,pit,WoodAl99,def_int_td,0,,,,,
player,201309290min,pit,WoodAl99,def_int_long,0,,,,,
player,201309290min,pit,WoodAl99,pass_defended,0,,,,,
player,201309290min,pit,WoodAl99,sacks,0.0,,,,,
player,201309290min,pit,WoodAl99,tackles_combined,1,,,,,
player,201309290min,pit,WoodAl99,tackles_solo,1,,,,,
player,201309290min,pit,WoodAl99,tackles_assists,0,,,,,
player,201309290min,pit,WoodAl99,tackles_loss,0,,,,,
player,201309290min,pit,WoodAl99,qb_hits,0,,,,,
player,201309290min,pit,WoodAl99,fumbles_rec,0,,,,,
player,201309290min,pit,WoodAl99,fumbles_rec_yds,0,,,,,
player,201309290min,pit,WoodAl99,fumbles_rec_td,0,,,,,
player,201309290min,pit,WoodAl99,fumbles_forced,0,,,,,
player,201309290min,pit,WoriJa99,def_int,0,,,,,
player,201309290min,pit,WoriJa99,def_int_yds,0,,,,,
player,201309290min,pit,WoriJa99,def_int_td,0,,,,,
player,201309290min,pit,WoriJa99,def_int_long,0,,,,,
player,201309290min,pit,WoriJa99,pass_defended,0,,,,,
player,201309290min,pit,WoriJa99,sacks,0.0,,,,,
player,201309290min,pit,WoriJa99,tackles_combined,1,,,,,
player,201309290min,pit,WoriJa99,tackles_solo,1,,,,,
player,201309290min,pit,WoriJa99,tackles_assists,0,,,,,
player,201309290min,pit,WoriJa99,tackles_loss,0,,,,,
player,201309290min,pit,WoriJa99,qb_hits,0,,,,,
player,201309290min,pit,WoriJa99,fumbles_rec,0,,,,,
player,201309290min,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201309290min,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201309290min,pit,WoriJa99,fumbles_forced,0,,,,,
player,201309290min,pit,HeywCa01,def_int,0,,,,,
player,201309290min,pit,HeywCa01,def_int_yds,0,,,,,
player,201309290min,pit,HeywCa01,def_int_td,0,,,,,
player,201309290min,pit,HeywCa01,def_int_long,0,,,,,
player,201309290min,pit,HeywCa01,pass_defended,1,,,,,
player,201309290min,pit,HeywCa01,sacks,0.0,,,,,
player,201309290min,pit,HeywCa01,tackles_combined,0,,,,,
player,201309290min,pit,HeywCa01,tackles_solo,0,,,,,
player,201309290min,pit,HeywCa01,tackles_assists,0,,,,,
player,201309290min,pit,HeywCa01,tackles_loss,0,,,,,
player,201309290min,pit,HeywCa01,qb_hits,0,,,,,
player,201309290min,pit,HeywCa01,fumbles_rec,0,,,,,
player,201309290min,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201309290min,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201309290min,pit,HeywCa01,fumbles_forced,0,,,,,
player,201309290min,min,GreeCh99,def_int,1,,,,,
player,201309290min,min,GreeCh99,def_int_yds,0,,,,,
player,201309290min,min,GreeCh99,def_int_td,0,,,,,
player,201309290min,min,GreeCh99,def_int_long,0,,,,,
player,201309290min,min,GreeCh99,pass_defended,1,,,,,
player,201309290min,min,GreeCh99,sacks,1.0,,,,,
player,201309290min,min,GreeCh99,tackles_combined,10,,,,,
player,201309290min,min,GreeCh99,tackles_solo,10,,,,,
player,201309290min,min,GreeCh99,tackles_assists,0,,,,,
player,201309290min,min,GreeCh99,tackles_loss,1,,,,,
player,201309290min,min,GreeCh99,qb_hits,1,,,,,
player,201309290min,min,GreeCh99,fumbles_rec,0,,,,,
player,201309290min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201309290min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201309290min,min,GreeCh99,fumbles_forced,0,,,,,
player,201309290min,min,AlleJa22,def_int,0,,,,,
player,201309290min,min,AlleJa22,def_int_yds,0,,,,,
player,201309290min,min,AlleJa22,def_int_td,0,,,,,
player,201309290min,min,AlleJa22,def_int_long,0,,,,,
player,201309290min,min,AlleJa22,pass_defended,0,,,,,
player,201309290min,min,AlleJa22,sacks,2.5,,,,,
player,201309290min,min,AlleJa22,tackles_combined,4,,,,,
player,201309290min,min,AlleJa22,tackles_solo,3,,,,,
player,201309290min,min,AlleJa22,tackles_assists,1,,,,,
player,201309290min,min,AlleJa22,tackles_loss,2,,,,,
player,201309290min,min,AlleJa22,qb_hits,4,,,,,
player,201309290min,min,AlleJa22,fumbles_rec,0,,,,,
player,201309290min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201309290min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201309290min,min,AlleJa22,fumbles_forced,0,,,,,
player,201309290min,min,GrifEv99,def_int,0,,,,,
player,201309290min,min,GrifEv99,def_int_yds,0,,,,,
player,201309290min,min,GrifEv99,def_int_td,0,,,,,
player,201309290min,min,GrifEv99,def_int_long,0,,,,,
player,201309290min,min,GrifEv99,pass_defended,0,,,,,
player,201309290min,min,GrifEv99,sacks,1.0,,,,,
player,201309290min,min,GrifEv99,tackles_combined,2,,,,,
player,201309290min,min,GrifEv99,tackles_solo,2,,,,,
player,201309290min,min,GrifEv99,tackles_assists,0,,,,,
player,201309290min,min,GrifEv99,tackles_loss,0,,,,,
player,201309290min,min,GrifEv99,qb_hits,1,,,,,
player,201309290min,min,GrifEv99,fumbles_rec,0,,,,,
player,201309290min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201309290min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201309290min,min,GrifEv99,fumbles_forced,1,,,,,
player,201309290min,min,FloySh00,def_int,0,,,,,
player,201309290min,min,FloySh00,def_int_yds,0,,,,,
player,201309290min,min,FloySh00,def_int_td,0,,,,,
player,201309290min,min,FloySh00,def_int_long,0,,,,,
player,201309290min,min,FloySh00,pass_defended,0,,,,,
player,201309290min,min,FloySh00,sacks,0.5,,,,,
player,201309290min,min,FloySh00,tackles_combined,1,,,,,
player,201309290min,min,FloySh00,tackles_solo,0,,,,,
player,201309290min,min,FloySh00,tackles_assists,1,,,,,
player,201309290min,min,FloySh00,tackles_loss,0,,,,,
player,201309290min,min,FloySh00,qb_hits,1,,,,,
player,201309290min,min,FloySh00,fumbles_rec,0,,,,,
player,201309290min,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201309290min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201309290min,min,FloySh00,fumbles_forced,0,,,,,
player,201309290min,min,RobiJo01,def_int,0,,,,,
player,201309290min,min,RobiJo01,def_int_yds,0,,,,,
player,201309290min,min,RobiJo01,def_int_td,0,,,,,
player,201309290min,min,RobiJo01,def_int_long,0,,,,,
player,201309290min,min,RobiJo01,pass_defended,0,,,,,
player,201309290min,min,RobiJo01,sacks,0.0,,,,,
player,201309290min,min,RobiJo01,tackles_combined,12,,,,,
player,201309290min,min,RobiJo01,tackles_solo,12,,,,,
player,201309290min,min,RobiJo01,tackles_assists,0,,,,,
player,201309290min,min,RobiJo01,tackles_loss,1,,,,,
player,201309290min,min,RobiJo01,qb_hits,0,,,,,
player,201309290min,min,RobiJo01,fumbles_rec,0,,,,,
player,201309290min,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201309290min,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201309290min,min,RobiJo01,fumbles_forced,0,,,,,
player,201309290min,min,HendEr99,def_int,0,,,,,
player,201309290min,min,HendEr99,def_int_yds,0,,,,,
player,201309290min,min,HendEr99,def_int_td,0,,,,,
player,201309290min,min,HendEr99,def_int_long,0,,,,,
player,201309290min,min,HendEr99,pass_defended,0,,,,,
player,201309290min,min,HendEr99,sacks,0.0,,,,,
player,201309290min,min,HendEr99,tackles_combined,9,,,,,
player,201309290min,min,HendEr99,tackles_solo,9,,,,,
player,201309290min,min,HendEr99,tackles_assists,0,,,,,
player,201309290min,min,HendEr99,tackles_loss,0,,,,,
player,201309290min,min,HendEr99,qb_hits,0,,,,,
player,201309290min,min,HendEr99,fumbles_rec,0,,,,,
player,201309290min,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201309290min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201309290min,min,HendEr99,fumbles_forced,0,,,,,
player,201309290min,min,SmitHa00,def_int,0,,,,,
player,201309290min,min,SmitHa00,def_int_yds,0,,,,,
player,201309290min,min,SmitHa00,def_int_td,0,,,,,
player,201309290min,min,SmitHa00,def_int_long,0,,,,,
player,201309290min,min,SmitHa00,pass_defended,0,,,,,
player,201309290min,min,SmitHa00,sacks,0.0,,,,,
player,201309290min,min,SmitHa00,tackles_combined,7,,,,,
player,201309290min,min,SmitHa00,tackles_solo,6,,,,,
player,201309290min,min,SmitHa00,tackles_assists,1,,,,,
player,201309290min,min,SmitHa00,tackles_loss,0,,,,,
player,201309290min,min,SmitHa00,qb_hits,0,,,,,
player,201309290min,min,SmitHa00,fumbles_rec,0,,,,,
player,201309290min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201309290min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201309290min,min,SmitHa00,fumbles_forced,0,,,,,
player,201309290min,min,RaymMi00,def_int,0,,,,,
player,201309290min,min,RaymMi00,def_int_yds,0,,,,,
player,201309290min,min,RaymMi00,def_int_td,0,,,,,
player,201309290min,min,RaymMi00,def_int_long,0,,,,,
player,201309290min,min,RaymMi00,pass_defended,0,,,,,
player,201309290min,min,RaymMi00,sacks,0.0,,,,,
player,201309290min,min,RaymMi00,tackles_combined,4,,,,,
player,201309290min,min,RaymMi00,tackles_solo,3,,,,,
player,201309290min,min,RaymMi00,tackles_assists,1,,,,,
player,201309290min,min,RaymMi00,tackles_loss,0,,,,,
player,201309290min,min,RaymMi00,qb_hits,0,,,,,
player,201309290min,min,RaymMi00,fumbles_rec,0,,,,,
player,201309290min,min,RaymMi00,fumbles_rec_yds,0,,,,,
player,201309290min,min,RaymMi00,fumbles_rec_td,0,,,,,
player,201309290min,min,RaymMi00,fumbles_forced,0,,,,,
player,201309290min,min,SendAn00,def_int,0,,,,,
player,201309290min,min,SendAn00,def_int_yds,0,,,,,
player,201309290min,min,SendAn00,def_int_td,0,,,,,
player,201309290min,min,SendAn00,def_int_long,0,,,,,
player,201309290min,min,SendAn00,pass_defended,0,,,,,
player,201309290min,min,SendAn00,sacks,0.0,,,,,
player,201309290min,min,SendAn00,tackles_combined,4,,,,,
player,201309290min,min,SendAn00,tackles_solo,4,,,,,
player,201309290min,min,SendAn00,tackles_assists,0,,,,,
player,201309290min,min,SendAn00,tackles_loss,0,,,,,
player,201309290min,min,SendAn00,qb_hits,0,,,,,
player,201309290min,min,SendAn00,fumbles_rec,0,,,,,
player,201309290min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201309290min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201309290min,min,SendAn00,fumbles_forced,0,,,,,
player,201309290min,min,RhodXa00,def_int,0,,,,,
player,201309290min,min,RhodXa00,def_int_yds,0,,,,,
player,201309290min,min,RhodXa00,def_int_td,0,,,,,
player,201309290min,min,RhodXa00,def_int_long,0,,,,,
player,201309290min,min,RhodXa00,pass_defended,1,,,,,
player,201309290min,min,RhodXa00,sacks,0.0,,,,,
player,201309290min,min,RhodXa00,tackles_combined,3,,,,,
player,201309290min,min,RhodXa00,tackles_solo,3,,,,,
player,201309290min,min,RhodXa00,tackles_assists,0,,,,,
player,201309290min,min,RhodXa00,tackles_loss,0,,,,,
player,201309290min,min,RhodXa00,qb_hits,0,,,,,
player,201309290min,min,RhodXa00,fumbles_rec,0,,,,,
player,201309290min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201309290min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201309290min,min,RhodXa00,fumbles_forced,0,,,,,
player,201309290min,min,MautMi00,def_int,0,,,,,
player,201309290min,min,MautMi00,def_int_yds,0,,,,,
player,201309290min,min,MautMi00,def_int_td,0,,,,,
player,201309290min,min,MautMi00,def_int_long,0,,,,,
player,201309290min,min,MautMi00,pass_defended,0,,,,,
player,201309290min,min,MautMi00,sacks,0.0,,,,,
player,201309290min,min,MautMi00,tackles_combined,2,,,,,
player,201309290min,min,MautMi00,tackles_solo,2,,,,,
player,201309290min,min,MautMi00,tackles_assists,0,,,,,
player,201309290min,min,MautMi00,tackles_loss,0,,,,,
player,201309290min,min,MautMi00,qb_hits,0,,,,,
player,201309290min,min,MautMi00,fumbles_rec,0,,,,,
player,201309290min,min,MautMi00,fumbles_rec_yds,0,,,,,
player,201309290min,min,MautMi00,fumbles_rec_td,0,,,,,
player,201309290min,min,MautMi00,fumbles_forced,0,,,,,
player,201309290min,min,WillKe98,def_int,0,,,,,
player,201309290min,min,WillKe98,def_int_yds,0,,,,,
player,201309290min,min,WillKe98,def_int_td,0,,,,,
player,201309290min,min,WillKe98,def_int_long,0,,,,,
player,201309290min,min,WillKe98,pass_defended,0,,,,,
player,201309290min,min,WillKe98,sacks,0.0,,,,,
player,201309290min,min,WillKe98,tackles_combined,2,,,,,
player,201309290min,min,WillKe98,tackles_solo,2,,,,,
player,201309290min,min,WillKe98,tackles_assists,0,,,,,
player,201309290min,min,WillKe98,tackles_loss,0,,,,,
player,201309290min,min,WillKe98,qb_hits,0,,,,,
player,201309290min,min,WillKe98,fumbles_rec,1,,,,,
player,201309290min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201309290min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201309290min,min,WillKe98,fumbles_forced,0,,,,,
player,201309290min,min,BishDe99,def_int,0,,,,,
player,201309290min,min,BishDe99,def_int_yds,0,,,,,
player,201309290min,min,BishDe99,def_int_td,0,,,,,
player,201309290min,min,BishDe99,def_int_long,0,,,,,
player,201309290min,min,BishDe99,pass_defended,0,,,,,
player,201309290min,min,BishDe99,sacks,0.0,,,,,
player,201309290min,min,BishDe99,tackles_combined,1,,,,,
player,201309290min,min,BishDe99,tackles_solo,1,,,,,
player,201309290min,min,BishDe99,tackles_assists,0,,,,,
player,201309290min,min,BishDe99,tackles_loss,0,,,,,
player,201309290min,min,BishDe99,qb_hits,0,,,,,
player,201309290min,min,BishDe99,fumbles_rec,0,,,,,
player,201309290min,min,BishDe99,fumbles_rec_yds,0,,,,,
player,201309290min,min,BishDe99,fumbles_rec_td,0,,,,,
player,201309290min,min,BishDe99,fumbles_forced,0,,,,,
player,201309290min,min,BlanRo00,def_int,0,,,,,
player,201309290min,min,BlanRo00,def_int_yds,0,,,,,
player,201309290min,min,BlanRo00,def_int_td,0,,,,,
player,201309290min,min,BlanRo00,def_int_long,0,,,,,
player,201309290min,min,BlanRo00,pass_defended,0,,,,,
player,201309290min,min,BlanRo00,sacks,0.0,,,,,
player,201309290min,min,BlanRo00,tackles_combined,1,,,,,
player,201309290min,min,BlanRo00,tackles_solo,1,,,,,
player,201309290min,min,BlanRo00,tackles_assists,0,,,,,
player,201309290min,min,BlanRo00,tackles_loss,0,,,,,
player,201309290min,min,BlanRo00,qb_hits,0,,,,,
player,201309290min,min,BlanRo00,fumbles_rec,0,,,,,
player,201309290min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201309290min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201309290min,min,BlanRo00,fumbles_forced,0,,,,,
player,201309290min,min,EvanFr21,def_int,0,,,,,
player,201309290min,min,EvanFr21,def_int_yds,0,,,,,
player,201309290min,min,EvanFr21,def_int_td,0,,,,,
player,201309290min,min,EvanFr21,def_int_long,0,,,,,
player,201309290min,min,EvanFr21,pass_defended,1,,,,,
player,201309290min,min,EvanFr21,sacks,0.0,,,,,
player,201309290min,min,EvanFr21,tackles_combined,1,,,,,
player,201309290min,min,EvanFr21,tackles_solo,1,,,,,
player,201309290min,min,EvanFr21,tackles_assists,0,,,,,
player,201309290min,min,EvanFr21,tackles_loss,0,,,,,
player,201309290min,min,EvanFr21,qb_hits,0,,,,,
player,201309290min,min,EvanFr21,fumbles_rec,0,,,,,
player,201309290min,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201309290min,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201309290min,min,EvanFr21,fumbles_forced,0,,,,,
player,201309290min,min,HodgGe00,def_int,0,,,,,
player,201309290min,min,HodgGe00,def_int_yds,0,,,,,
