game,2013,15,20131215,201312150nyg,sea,"Seattle Seahawks",23,nyg,"New York Giants",0
player,201312150nyg,nyg,NickHa01,rec,1,,,,,
player,201312150nyg,nyg,NickHa01,rec_yds,5,,,,,
player,201312150nyg,nyg,NickHa01,rec_td,0,,,,,
player,201312150nyg,nyg,NickHa01,rec_long,5,,,,,
player,201312150nyg,nyg,NickHa01,fumbles,0,,,,,
player,201312150nyg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_att,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_td,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_int,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_long,0,,,,,
player,201312150nyg,nyg,RandRu00,pass_rating,,,,,,
player,201312150nyg,nyg,RandRu00,rush_att,0,,,,,
player,201312150nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201312150nyg,nyg,RandRu00,rush_td,0,,,,,
player,201312150nyg,nyg,RandRu00,rush_long,0,,,,,
player,201312150nyg,nyg,RandRu00,targets,2,,,,,
player,201312150nyg,nyg,RandRu00,rec,0,,,,,
player,201312150nyg,nyg,RandRu00,rec_yds,0,,,,,
player,201312150nyg,nyg,RandRu00,rec_td,0,,,,,
player,201312150nyg,nyg,RandRu00,rec_long,0,,,,,
player,201312150nyg,nyg,RandRu00,fumbles,0,,,,,
player,201312150nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201312150nyg,sea,SherRi00,def_int,2,,,,,
player,201312150nyg,sea,SherRi00,def_int_yds,1,,,,,
player,201312150nyg,sea,SherRi00,def_int_td,0,,,,,
player,201312150nyg,sea,SherRi00,def_int_long,1,,,,,
player,201312150nyg,sea,SherRi00,pass_defended,3,,,,,
player,201312150nyg,sea,SherRi00,sacks,0.0,,,,,
player,201312150nyg,sea,SherRi00,tackles_combined,2,,,,,
player,201312150nyg,sea,SherRi00,tackles_solo,2,,,,,
player,201312150nyg,sea,SherRi00,tackles_assists,0,,,,,
player,201312150nyg,sea,SherRi00,tackles_loss,0,,,,,
player,201312150nyg,sea,SherRi00,qb_hits,0,,,,,
player,201312150nyg,sea,SherRi00,fumbles_rec,1,,,,,
player,201312150nyg,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,SherRi00,fumbles_forced,0,,,,,
player,201312150nyg,sea,MaxwBy00,def_int,2,,,,,
player,201312150nyg,sea,MaxwBy00,def_int_yds,4,,,,,
player,201312150nyg,sea,MaxwBy00,def_int_td,0,,,,,
player,201312150nyg,sea,MaxwBy00,def_int_long,6,,,,,
player,201312150nyg,sea,MaxwBy00,pass_defended,2,,,,,
player,201312150nyg,sea,MaxwBy00,sacks,0.0,,,,,
player,201312150nyg,sea,MaxwBy00,tackles_combined,1,,,,,
player,201312150nyg,sea,MaxwBy00,tackles_solo,1,,,,,
player,201312150nyg,sea,MaxwBy00,tackles_assists,0,,,,,
player,201312150nyg,sea,MaxwBy00,tackles_loss,0,,,,,
player,201312150nyg,sea,MaxwBy00,qb_hits,0,,,,,
player,201312150nyg,sea,MaxwBy00,fumbles_rec,0,,,,,
player,201312150nyg,sea,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,MaxwBy00,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,MaxwBy00,fumbles_forced,0,,,,,
player,201312150nyg,sea,ThomEa99,def_int,1,,,,,
player,201312150nyg,sea,ThomEa99,def_int_yds,0,,,,,
player,201312150nyg,sea,ThomEa99,def_int_td,0,,,,,
player,201312150nyg,sea,ThomEa99,def_int_long,0,,,,,
player,201312150nyg,sea,ThomEa99,pass_defended,1,,,,,
player,201312150nyg,sea,ThomEa99,sacks,0.0,,,,,
player,201312150nyg,sea,ThomEa99,tackles_combined,4,,,,,
player,201312150nyg,sea,ThomEa99,tackles_solo,1,,,,,
player,201312150nyg,sea,ThomEa99,tackles_assists,3,,,,,
player,201312150nyg,sea,ThomEa99,tackles_loss,0,,,,,
player,201312150nyg,sea,ThomEa99,qb_hits,0,,,,,
player,201312150nyg,sea,ThomEa99,fumbles_rec,0,,,,,
player,201312150nyg,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,ThomEa99,fumbles_forced,0,,,,,
player,201312150nyg,sea,WagnBo00,def_int,0,,,,,
player,201312150nyg,sea,WagnBo00,def_int_yds,0,,,,,
player,201312150nyg,sea,WagnBo00,def_int_td,0,,,,,
player,201312150nyg,sea,WagnBo00,def_int_long,0,,,,,
player,201312150nyg,sea,WagnBo00,pass_defended,0,,,,,
player,201312150nyg,sea,WagnBo00,sacks,1.5,,,,,
player,201312150nyg,sea,WagnBo00,tackles_combined,10,,,,,
player,201312150nyg,sea,WagnBo00,tackles_solo,8,,,,,
player,201312150nyg,sea,WagnBo00,tackles_assists,2,,,,,
player,201312150nyg,sea,WagnBo00,tackles_loss,1,,,,,
player,201312150nyg,sea,WagnBo00,qb_hits,1,,,,,
player,201312150nyg,sea,WagnBo00,fumbles_rec,0,,,,,
player,201312150nyg,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,WagnBo00,fumbles_forced,0,,,,,
player,201312150nyg,sea,BennMi99,def_int,0,,,,,
player,201312150nyg,sea,BennMi99,def_int_yds,0,,,,,
player,201312150nyg,sea,BennMi99,def_int_td,0,,,,,
player,201312150nyg,sea,BennMi99,def_int_long,0,,,,,
player,201312150nyg,sea,BennMi99,pass_defended,0,,,,,
player,201312150nyg,sea,BennMi99,sacks,1.0,,,,,
player,201312150nyg,sea,BennMi99,tackles_combined,4,,,,,
player,201312150nyg,sea,BennMi99,tackles_solo,4,,,,,
player,201312150nyg,sea,BennMi99,tackles_assists,0,,,,,
player,201312150nyg,sea,BennMi99,tackles_loss,1,,,,,
player,201312150nyg,sea,BennMi99,qb_hits,4,,,,,
player,201312150nyg,sea,BennMi99,fumbles_rec,0,,,,,
player,201312150nyg,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,BennMi99,fumbles_forced,1,,,,,
player,201312150nyg,sea,HillJo01,def_int,0,,,,,
player,201312150nyg,sea,HillJo01,def_int_yds,0,,,,,
player,201312150nyg,sea,HillJo01,def_int_td,0,,,,,
player,201312150nyg,sea,HillJo01,def_int_long,0,,,,,
player,201312150nyg,sea,HillJo01,pass_defended,0,,,,,
player,201312150nyg,sea,HillJo01,sacks,1.0,,,,,
player,201312150nyg,sea,HillJo01,tackles_combined,1,,,,,
player,201312150nyg,sea,HillJo01,tackles_solo,1,,,,,
player,201312150nyg,sea,HillJo01,tackles_assists,0,,,,,
player,201312150nyg,sea,HillJo01,tackles_loss,1,,,,,
player,201312150nyg,sea,HillJo01,qb_hits,1,,,,,
player,201312150nyg,sea,HillJo01,fumbles_rec,0,,,,,
player,201312150nyg,sea,HillJo01,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,HillJo01,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,HillJo01,fumbles_forced,0,,,,,
player,201312150nyg,sea,AvriCl99,def_int,0,,,,,
player,201312150nyg,sea,AvriCl99,def_int_yds,0,,,,,
player,201312150nyg,sea,AvriCl99,def_int_td,0,,,,,
player,201312150nyg,sea,AvriCl99,def_int_long,0,,,,,
player,201312150nyg,sea,AvriCl99,pass_defended,0,,,,,
player,201312150nyg,sea,AvriCl99,sacks,0.5,,,,,
player,201312150nyg,sea,AvriCl99,tackles_combined,1,,,,,
player,201312150nyg,sea,AvriCl99,tackles_solo,1,,,,,
player,201312150nyg,sea,AvriCl99,tackles_assists,0,,,,,
player,201312150nyg,sea,AvriCl99,tackles_loss,1,,,,,
player,201312150nyg,sea,AvriCl99,qb_hits,1,,,,,
player,201312150nyg,sea,AvriCl99,fumbles_rec,0,,,,,
player,201312150nyg,sea,AvriCl99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,AvriCl99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,AvriCl99,fumbles_forced,1,,,,,
player,201312150nyg,sea,LaneJe00,def_int,0,,,,,
player,201312150nyg,sea,LaneJe00,def_int_yds,0,,,,,
player,201312150nyg,sea,LaneJe00,def_int_td,0,,,,,
player,201312150nyg,sea,LaneJe00,def_int_long,0,,,,,
player,201312150nyg,sea,LaneJe00,pass_defended,1,,,,,
player,201312150nyg,sea,LaneJe00,sacks,0.0,,,,,
player,201312150nyg,sea,LaneJe00,tackles_combined,7,,,,,
player,201312150nyg,sea,LaneJe00,tackles_solo,6,,,,,
player,201312150nyg,sea,LaneJe00,tackles_assists,1,,,,,
player,201312150nyg,sea,LaneJe00,tackles_loss,0,,,,,
player,201312150nyg,sea,LaneJe00,qb_hits,0,,,,,
player,201312150nyg,sea,LaneJe00,fumbles_rec,0,,,,,
player,201312150nyg,sea,LaneJe00,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,LaneJe00,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,LaneJe00,fumbles_forced,0,,,,,
player,201312150nyg,sea,ChanKa99,def_int,0,,,,,
player,201312150nyg,sea,ChanKa99,def_int_yds,0,,,,,
player,201312150nyg,sea,ChanKa99,def_int_td,0,,,,,
player,201312150nyg,sea,ChanKa99,def_int_long,0,,,,,
player,201312150nyg,sea,ChanKa99,pass_defended,1,,,,,
player,201312150nyg,sea,ChanKa99,sacks,0.0,,,,,
player,201312150nyg,sea,ChanKa99,tackles_combined,5,,,,,
player,201312150nyg,sea,ChanKa99,tackles_solo,5,,,,,
player,201312150nyg,sea,ChanKa99,tackles_assists,0,,,,,
player,201312150nyg,sea,ChanKa99,tackles_loss,0,,,,,
player,201312150nyg,sea,ChanKa99,qb_hits,0,,,,,
player,201312150nyg,sea,ChanKa99,fumbles_rec,0,,,,,
player,201312150nyg,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,ChanKa99,fumbles_forced,0,,,,,
player,201312150nyg,sea,SmitMa02,def_int,0,,,,,
player,201312150nyg,sea,SmitMa02,def_int_yds,0,,,,,
player,201312150nyg,sea,SmitMa02,def_int_td,0,,,,,
player,201312150nyg,sea,SmitMa02,def_int_long,0,,,,,
player,201312150nyg,sea,SmitMa02,pass_defended,0,,,,,
player,201312150nyg,sea,SmitMa02,sacks,0.0,,,,,
player,201312150nyg,sea,SmitMa02,tackles_combined,5,,,,,
player,201312150nyg,sea,SmitMa02,tackles_solo,4,,,,,
player,201312150nyg,sea,SmitMa02,tackles_assists,1,,,,,
player,201312150nyg,sea,SmitMa02,tackles_loss,1,,,,,
player,201312150nyg,sea,SmitMa02,qb_hits,0,,,,,
player,201312150nyg,sea,SmitMa02,fumbles_rec,0,,,,,
player,201312150nyg,sea,SmitMa02,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,SmitMa02,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,SmitMa02,fumbles_forced,0,,,,,
player,201312150nyg,sea,IrviBr00,def_int,0,,,,,
player,201312150nyg,sea,IrviBr00,def_int_yds,0,,,,,
player,201312150nyg,sea,IrviBr00,def_int_td,0,,,,,
player,201312150nyg,sea,IrviBr00,def_int_long,0,,,,,
player,201312150nyg,sea,IrviBr00,pass_defended,0,,,,,
player,201312150nyg,sea,IrviBr00,sacks,0.0,,,,,
player,201312150nyg,sea,IrviBr00,tackles_combined,3,,,,,
player,201312150nyg,sea,IrviBr00,tackles_solo,2,,,,,
player,201312150nyg,sea,IrviBr00,tackles_assists,1,,,,,
player,201312150nyg,sea,IrviBr00,tackles_loss,0,,,,,
player,201312150nyg,sea,IrviBr00,qb_hits,0,,,,,
player,201312150nyg,sea,IrviBr00,fumbles_rec,0,,,,,
player,201312150nyg,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,IrviBr00,fumbles_forced,0,,,,,
player,201312150nyg,sea,CoxxPe99,def_int,0,,,,,
player,201312150nyg,sea,CoxxPe99,def_int_yds,0,,,,,
player,201312150nyg,sea,CoxxPe99,def_int_td,0,,,,,
player,201312150nyg,sea,CoxxPe99,def_int_long,0,,,,,
player,201312150nyg,sea,CoxxPe99,pass_defended,0,,,,,
player,201312150nyg,sea,CoxxPe99,sacks,0.0,,,,,
player,201312150nyg,sea,CoxxPe99,tackles_combined,2,,,,,
player,201312150nyg,sea,CoxxPe99,tackles_solo,2,,,,,
player,201312150nyg,sea,CoxxPe99,tackles_assists,0,,,,,
player,201312150nyg,sea,CoxxPe99,tackles_loss,0,,,,,
player,201312150nyg,sea,CoxxPe99,qb_hits,0,,,,,
player,201312150nyg,sea,CoxxPe99,fumbles_rec,0,,,,,
player,201312150nyg,sea,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,CoxxPe99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,CoxxPe99,fumbles_forced,0,,,,,
player,201312150nyg,sea,FarwHe20,def_int,0,,,,,
player,201312150nyg,sea,FarwHe20,def_int_yds,0,,,,,
player,201312150nyg,sea,FarwHe20,def_int_td,0,,,,,
player,201312150nyg,sea,FarwHe20,def_int_long,0,,,,,
player,201312150nyg,sea,FarwHe20,pass_defended,0,,,,,
player,201312150nyg,sea,FarwHe20,sacks,0.0,,,,,
player,201312150nyg,sea,FarwHe20,tackles_combined,2,,,,,
player,201312150nyg,sea,FarwHe20,tackles_solo,1,,,,,
player,201312150nyg,sea,FarwHe20,tackles_assists,1,,,,,
player,201312150nyg,sea,FarwHe20,tackles_loss,0,,,,,
player,201312150nyg,sea,FarwHe20,qb_hits,0,,,,,
player,201312150nyg,sea,FarwHe20,fumbles_rec,0,,,,,
player,201312150nyg,sea,FarwHe20,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,FarwHe20,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,FarwHe20,fumbles_forced,0,,,,,
player,201312150nyg,sea,KearJe01,def_int,0,,,,,
player,201312150nyg,sea,KearJe01,def_int_yds,0,,,,,
player,201312150nyg,sea,KearJe01,def_int_td,0,,,,,
player,201312150nyg,sea,KearJe01,def_int_long,0,,,,,
player,201312150nyg,sea,KearJe01,pass_defended,0,,,,,
player,201312150nyg,sea,KearJe01,sacks,0.0,,,,,
player,201312150nyg,sea,KearJe01,tackles_combined,2,,,,,
player,201312150nyg,sea,KearJe01,tackles_solo,2,,,,,
player,201312150nyg,sea,KearJe01,tackles_assists,0,,,,,
player,201312150nyg,sea,KearJe01,tackles_loss,0,,,,,
player,201312150nyg,sea,KearJe01,qb_hits,0,,,,,
player,201312150nyg,sea,KearJe01,fumbles_rec,0,,,,,
player,201312150nyg,sea,KearJe01,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,KearJe01,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,KearJe01,fumbles_forced,0,,,,,
player,201312150nyg,sea,MebaBr99,def_int,0,,,,,
player,201312150nyg,sea,MebaBr99,def_int_yds,0,,,,,
player,201312150nyg,sea,MebaBr99,def_int_td,0,,,,,
player,201312150nyg,sea,MebaBr99,def_int_long,0,,,,,
player,201312150nyg,sea,MebaBr99,pass_defended,0,,,,,
player,201312150nyg,sea,MebaBr99,sacks,0.0,,,,,
player,201312150nyg,sea,MebaBr99,tackles_combined,2,,,,,
player,201312150nyg,sea,MebaBr99,tackles_solo,2,,,,,
player,201312150nyg,sea,MebaBr99,tackles_assists,0,,,,,
player,201312150nyg,sea,MebaBr99,tackles_loss,1,,,,,
player,201312150nyg,sea,MebaBr99,qb_hits,0,,,,,
player,201312150nyg,sea,MebaBr99,fumbles_rec,0,,,,,
player,201312150nyg,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,MebaBr99,fumbles_forced,0,,,,,
player,201312150nyg,sea,BryaRe99,def_int,0,,,,,
player,201312150nyg,sea,BryaRe99,def_int_yds,0,,,,,
player,201312150nyg,sea,BryaRe99,def_int_td,0,,,,,
player,201312150nyg,sea,BryaRe99,def_int_long,0,,,,,
player,201312150nyg,sea,BryaRe99,pass_defended,0,,,,,
player,201312150nyg,sea,BryaRe99,sacks,0.0,,,,,
player,201312150nyg,sea,BryaRe99,tackles_combined,1,,,,,
player,201312150nyg,sea,BryaRe99,tackles_solo,1,,,,,
player,201312150nyg,sea,BryaRe99,tackles_assists,0,,,,,
player,201312150nyg,sea,BryaRe99,tackles_loss,0,,,,,
player,201312150nyg,sea,BryaRe99,qb_hits,1,,,,,
player,201312150nyg,sea,BryaRe99,fumbles_rec,0,,,,,
player,201312150nyg,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,BryaRe99,fumbles_forced,0,,,,,
player,201312150nyg,sea,ColeDe00,def_int,0,,,,,
player,201312150nyg,sea,ColeDe00,def_int_yds,0,,,,,
player,201312150nyg,sea,ColeDe00,def_int_td,0,,,,,
player,201312150nyg,sea,ColeDe00,def_int_long,0,,,,,
player,201312150nyg,sea,ColeDe00,pass_defended,0,,,,,
player,201312150nyg,sea,ColeDe00,sacks,0.0,,,,,
player,201312150nyg,sea,ColeDe00,tackles_combined,1,,,,,
player,201312150nyg,sea,ColeDe00,tackles_solo,0,,,,,
player,201312150nyg,sea,ColeDe00,tackles_assists,1,,,,,
player,201312150nyg,sea,ColeDe00,tackles_loss,0,,,,,
player,201312150nyg,sea,ColeDe00,qb_hits,0,,,,,
player,201312150nyg,sea,ColeDe00,fumbles_rec,0,,,,,
player,201312150nyg,sea,ColeDe00,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,ColeDe00,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,ColeDe00,fumbles_forced,0,,,,,
player,201312150nyg,sea,MaraCh99,def_int,0,,,,,
player,201312150nyg,sea,MaraCh99,def_int_yds,0,,,,,
player,201312150nyg,sea,MaraCh99,def_int_td,0,,,,,
player,201312150nyg,sea,MaraCh99,def_int_long,0,,,,,
player,201312150nyg,sea,MaraCh99,pass_defended,0,,,,,
player,201312150nyg,sea,MaraCh99,sacks,0.0,,,,,
player,201312150nyg,sea,MaraCh99,tackles_combined,1,,,,,
player,201312150nyg,sea,MaraCh99,tackles_solo,1,,,,,
player,201312150nyg,sea,MaraCh99,tackles_assists,0,,,,,
player,201312150nyg,sea,MaraCh99,tackles_loss,0,,,,,
player,201312150nyg,sea,MaraCh99,qb_hits,0,,,,,
player,201312150nyg,sea,MaraCh99,fumbles_rec,0,,,,,
player,201312150nyg,sea,MaraCh99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,MaraCh99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,MaraCh99,fumbles_forced,0,,,,,
player,201312150nyg,sea,McDoCl99,def_int,0,,,,,
player,201312150nyg,sea,McDoCl99,def_int_yds,0,,,,,
player,201312150nyg,sea,McDoCl99,def_int_td,0,,,,,
player,201312150nyg,sea,McDoCl99,def_int_long,0,,,,,
player,201312150nyg,sea,McDoCl99,pass_defended,0,,,,,
player,201312150nyg,sea,McDoCl99,sacks,0.0,,,,,
player,201312150nyg,sea,McDoCl99,tackles_combined,1,,,,,
player,201312150nyg,sea,McDoCl99,tackles_solo,0,,,,,
player,201312150nyg,sea,McDoCl99,tackles_assists,1,,,,,
player,201312150nyg,sea,McDoCl99,tackles_loss,0,,,,,
player,201312150nyg,sea,McDoCl99,qb_hits,0,,,,,
player,201312150nyg,sea,McDoCl99,fumbles_rec,0,,,,,
player,201312150nyg,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201312150nyg,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201312150nyg,sea,McDoCl99,fumbles_forced,0,,,,,
player,201312150nyg,nyg,RollAn20,def_int,1,,,,,
player,201312150nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201312150nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201312150nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201312150nyg,nyg,RollAn20,pass_defended,1,,,,,
player,201312150nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201312150nyg,nyg,RollAn20,tackles_combined,7,,,,,
player,201312150nyg,nyg,RollAn20,tackles_solo,6,,,,,
player,201312150nyg,nyg,RollAn20,tackles_assists,1,,,,,
player,201312150nyg,nyg,RollAn20,tackles_loss,1,,,,,
player,201312150nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201312150nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201312150nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201312150nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201312150nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201312150nyg,nyg,MundRy00,def_int,0,,,,,
player,201312150nyg,nyg,MundRy00,def_int_yds,0,,,,,
player,201312150nyg,nyg,MundRy00,def_int_td,0,,,,,
player,201312150nyg,nyg,MundRy00,def_int_long,0,,,,,
player,201312150nyg,nyg,MundRy00,pass_defended,0,,,,,
player,201312150nyg,nyg,MundRy00,sacks,1.0,,,,,
player,201312150nyg,nyg,MundRy00,tackles_combined,7,,,,,
player,201312150nyg,nyg,MundRy00,tackles_solo,5,,,,,
player,201312150nyg,nyg,MundRy00,tackles_assists,2,,,,,
player,201312150nyg,nyg,MundRy00,tackles_loss,2,,,,,
player,201312150nyg,nyg,MundRy00,qb_hits,1,,,,,
player,201312150nyg,nyg,MundRy00,fumbles_rec,0,,,,,
player,201312150nyg,nyg,MundRy00,fumbles_rec_yds,0,,,,,
player,201312150nyg,nyg,MundRy00,fumbles_rec_td,0,,,,,
player,201312150nyg,nyg,MundRy00,fumbles_forced,0,,,,,
player,201312150nyg,nyg,JoseLi99,def_int,0,,,,,
player,201312150nyg,nyg,JoseLi99,def_int_yds,0,,,,,
player,201312150nyg,nyg,JoseLi99,def_int_td,0,,,,,
player,201312150nyg,nyg,JoseLi99,def_int_long,0,,,,,
player,201312150nyg,nyg,JoseLi99,pass_defended,0,,,,,
player,201312150nyg,nyg,JoseLi99,sacks,1.0,,,,,
player,201312150nyg,nyg,JoseLi99,tackles_combined,5,,,,,
player,201312150nyg,nyg,JoseLi99,tackles_solo,1,,,,,
player,201312150nyg,nyg,JoseLi99,tackles_assists,4,,,,,
player,201312150nyg,nyg,JoseLi99,tackles_loss,1,,,,,
player,201312150nyg,nyg,JoseLi99,qb_hits,1,,,,,
player,201312150nyg,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201312150nyg,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201312150nyg,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201312150nyg,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201312150nyg,nyg,TuckJu20,def_int,0,,,,,
player,201312150nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201312150nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201312150nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201312150nyg,nyg,TuckJu20,pass_defended,0,,,,,
player,201312150nyg,nyg,TuckJu20,sacks,0.5,,,,,
player,201312150nyg,nyg,TuckJu20,tackles_combined,6,,,,,
player,201312150nyg,nyg,TuckJu20,tackles_solo,3,,,,,
player,201312150nyg,nyg,TuckJu20,tackles_assists,3,,,,,
player,201312150nyg,nyg,TuckJu20,tackles_loss,0,,,,,
player,201312150nyg,nyg,TuckJu20,qb_hits,1,,,,,
player,201312150nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201312150nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201312150nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201312150nyg,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201312150nyg,nyg,JenkCu20,def_int,0,,,,,
player,201312150nyg,nyg,JenkCu20,def_int_yds,0,,,,,
player,201312150nyg,nyg,JenkCu20,def_int_td,0,,,,,
player,201312150nyg,nyg,JenkCu20,def_int_long,0,,,,,
player,201312150nyg,nyg,JenkCu20,pass_defended,0,,,,,
player,201312150nyg,nyg,JenkCu20,sacks,0.5,,,,,
player,201312150nyg,nyg,JenkCu20,tackles_combined,3,,,,,
player,201312150nyg,nyg,JenkCu20,tackles_solo,3,,,,,
player,201312150nyg,nyg,JenkCu20,tackles_assists,0,,,,,
player,201312150nyg,nyg,JenkCu20,tackles_loss,1,,,,,
player,201312150nyg,nyg,JenkCu20,qb_hits,2,,,,,
player,201312150nyg,nyg,JenkCu20,fumbles_rec,0,,,,,
player,201312150nyg,nyg,JenkCu20,fumbles_rec_yds,0,,,,,
player,201312150nyg,nyg,JenkCu20,fumbles_rec_td,0,,,,,
player,201312150nyg,nyg,JenkCu20,fumbles_forced,0,,,,,
player,201312150nyg,nyg,HillWi01,def_int,0,,,,,
player,201312150nyg,nyg,HillWi01,def_int_yds,0,,,,,
player,201312150nyg,nyg,HillWi01,def_int_td,0,,,,,
player,201312150nyg,nyg,HillWi01,def_int_long,0,,,,,
player,201312150nyg,nyg,HillWi01,pass_defended,0,,,,,
player,201312150nyg,nyg,HillWi01,sacks,0.0,,,,,
player,201312150nyg,nyg,HillWi01,tackles_combined,8,,,,,
player,201312150nyg,nyg,HillWi01,tackles_solo,7,,,,,
player,201312150nyg,nyg,HillWi01,tackles_assists,1,,,,,
player,201312150nyg,nyg,HillWi01,tackles_loss,0,,,,,
player,201312150nyg,nyg,HillWi01,qb_hits,0,,,,,
player,201312150nyg,nyg,HillWi01,fumbles_rec,0,,,,,
player,201312150nyg,nyg,HillWi01,fumbles_rec_yds,0,,,,,
player,201312150nyg,nyg,HillWi01,fumbles_rec_td,0,,,,,
player,201312150nyg,nyg,HillWi01,fumbles_forced,0,,,,,
player,201312150nyg,nyg,PaysSp00,def_int,0,,,,,
player,201312150nyg,nyg,PaysSp00,def_int_yds,0,,,,,
player,201312150nyg,nyg,PaysSp00,def_int_td,0,,,,,
player,201312150nyg,nyg,PaysSp00,def_int_long,0,,,,,
player,201312150nyg,nyg,PaysSp00,pass_defended,0,,,,,
player,201312150nyg,nyg,PaysSp00,sacks,0.0,,,,,
player,201312150nyg,nyg,PaysSp00,tackles_combined,8,,,,,
player,201312150nyg,nyg,PaysSp00,tackles_solo,6,,,,,
player,201312150nyg,nyg,PaysSp00,tackles_assists,2,,,,,
player,201312150nyg,nyg,PaysSp00,tackles_loss,0,,,,,
player,201312150nyg,nyg,PaysSp00,qb_hits,0,,,,,
player,201312150nyg,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201312150nyg,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201312150nyg,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201312150nyg,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201312150nyg,nyg,BeasJo99,def_int,0,,,,,
player,201312150nyg,nyg,BeasJo99,def_int_yds,0,,,,,
player,201312150nyg,nyg,BeasJo99,def_int_td,0,,,,,
player,201312150nyg,nyg,BeasJo99,def_int_long,0,,,,,
player,201312150nyg,nyg,BeasJo99,pass_defended,0,,,,,
player,201312150nyg,nyg,BeasJo99,sacks,0.0,,,,,
