game,2013,11,20131117,201311170tam,atl,"Atlanta Falcons",28,tam,"Tampa Bay Buccaneers",41
team,201311170tam,atl,First Downs,24,,,,,,
team,201311170tam,tam,First Downs,24,,,,,,
team,201311170tam,atl,Rush-Yds-TDs,20-152-1,,,,,,
team,201311170tam,tam,Rush-Yds-TDs,38-186-2,,,,,,
team,201311170tam,atl,Cmp-Att-Yd-TD-INT,24-43-288-2-2,,,,,,
team,201311170tam,tam,Cmp-Att-Yd-TD-INT,20-25-231-2-0,,,,,,
team,201311170tam,atl,Sacked-Yards,3-20,,,,,,
team,201311170tam,tam,Sacked-Yards,2-7,,,,,,
team,201311170tam,atl,Net Pass Yards,268,,,,,,
team,201311170tam,tam,Net Pass Yards,224,,,,,,
team,201311170tam,atl,Total Yards,420,,,,,,
team,201311170tam,tam,Total Yards,410,,,,,,
team,201311170tam,atl,Fumbles-Lost,1-1,,,,,,
team,201311170tam,tam,Fumbles-Lost,0-0,,,,,,
team,201311170tam,atl,Turnovers,3,,,,,,
team,201311170tam,tam,Turnovers,0,,,,,,
team,201311170tam,atl,Penalties-Yards,7-45,,,,,,
team,201311170tam,tam,Penalties-Yards,11-121,,,,,,
team,201311170tam,atl,Third Down Conv.,1-7,,,,,,
team,201311170tam,tam,Third Down Conv.,3-11,,,,,,
team,201311170tam,atl,Fourth Down Conv.,1-2,,,,,,
team,201311170tam,tam,Fourth Down Conv.,1-2,,,,,,
team,201311170tam,atl,Time of Possession,26:46,,,,,,
team,201311170tam,tam,Time of Possession,33:14,,,,,,
player,201311170tam,atl,RyanMa00,pass_cmp,19,,,,,
player,201311170tam,atl,RyanMa00,pass_att,36,,,,,
player,201311170tam,atl,RyanMa00,pass_yds,254,,,,,
player,201311170tam,atl,RyanMa00,pass_td,2,,,,,
player,201311170tam,atl,RyanMa00,pass_int,2,,,,,
player,201311170tam,atl,RyanMa00,pass_sacked,3,,,,,
player,201311170tam,atl,RyanMa00,pass_sacked_yds,20,,,,,
player,201311170tam,atl,RyanMa00,pass_long,80,,,,,
player,201311170tam,atl,RyanMa00,pass_rating,70.8,,,,,
player,201311170tam,atl,RyanMa00,rush_att,0,,,,,
player,201311170tam,atl,RyanMa00,rush_yds,0,,,,,
player,201311170tam,atl,RyanMa00,rush_td,0,,,,,
player,201311170tam,atl,RyanMa00,rush_long,0,,,,,
player,201311170tam,atl,RyanMa00,targets,0,,,,,
player,201311170tam,atl,RyanMa00,rec,0,,,,,
player,201311170tam,atl,RyanMa00,rec_yds,0,,,,,
player,201311170tam,atl,RyanMa00,rec_td,0,,,,,
player,201311170tam,atl,RyanMa00,rec_long,0,,,,,
player,201311170tam,atl,RyanMa00,fumbles,0,,,,,
player,201311170tam,atl,RyanMa00,fumbles_lost,0,,,,,
player,201311170tam,atl,DaviDo02,pass_cmp,5,,,,,
player,201311170tam,atl,DaviDo02,pass_att,7,,,,,
player,201311170tam,atl,DaviDo02,pass_yds,34,,,,,
player,201311170tam,atl,DaviDo02,pass_td,0,,,,,
player,201311170tam,atl,DaviDo02,pass_int,0,,,,,
player,201311170tam,atl,DaviDo02,pass_sacked,0,,,,,
player,201311170tam,atl,DaviDo02,pass_sacked_yds,0,,,,,
player,201311170tam,atl,DaviDo02,pass_long,14,,,,,
player,201311170tam,atl,DaviDo02,pass_rating,81.8,,,,,
player,201311170tam,atl,DaviDo02,rush_att,0,,,,,
player,201311170tam,atl,DaviDo02,rush_yds,0,,,,,
player,201311170tam,atl,DaviDo02,rush_td,0,,,,,
player,201311170tam,atl,DaviDo02,rush_long,0,,,,,
player,201311170tam,atl,DaviDo02,targets,0,,,,,
player,201311170tam,atl,DaviDo02,rec,0,,,,,
player,201311170tam,atl,DaviDo02,rec_yds,0,,,,,
player,201311170tam,atl,DaviDo02,rec_td,0,,,,,
player,201311170tam,atl,DaviDo02,rec_long,0,,,,,
player,201311170tam,atl,DaviDo02,fumbles,0,,,,,
player,201311170tam,atl,DaviDo02,fumbles_lost,0,,,,,
player,201311170tam,atl,SmitAn01,pass_cmp,0,,,,,
player,201311170tam,atl,SmitAn01,pass_att,0,,,,,
player,201311170tam,atl,SmitAn01,pass_yds,0,,,,,
player,201311170tam,atl,SmitAn01,pass_td,0,,,,,
player,201311170tam,atl,SmitAn01,pass_int,0,,,,,
player,201311170tam,atl,SmitAn01,pass_sacked,0,,,,,
player,201311170tam,atl,SmitAn01,pass_sacked_yds,0,,,,,
player,201311170tam,atl,SmitAn01,pass_long,0,,,,,
player,201311170tam,atl,SmitAn01,pass_rating,,,,,,
player,201311170tam,atl,SmitAn01,rush_att,2,,,,,
player,201311170tam,atl,SmitAn01,rush_yds,88,,,,,
player,201311170tam,atl,SmitAn01,rush_td,1,,,,,
player,201311170tam,atl,SmitAn01,rush_long,50,,,,,
player,201311170tam,atl,SmitAn01,targets,1,,,,,
player,201311170tam,atl,SmitAn01,rec,1,,,,,
player,201311170tam,atl,SmitAn01,rec_yds,4,,,,,
player,201311170tam,atl,SmitAn01,rec_td,0,,,,,
player,201311170tam,atl,SmitAn01,rec_long,4,,,,,
