game,2013,13,20131202,201312020sea,nor,"New Orleans Saints",7,sea,"Seattle Seahawks",34
team,201312020sea,nor,First Downs,12,,,,,,
team,201312020sea,sea,First Downs,23,,,,,,
team,201312020sea,nor,Rush-Yds-TDs,17-44-0,,,,,,
team,201312020sea,sea,Rush-Yds-TDs,38-127-0,,,,,,
team,201312020sea,nor,Cmp-Att-Yd-TD-INT,23-38-147-1-0,,,,,,
team,201312020sea,sea,Cmp-Att-Yd-TD-INT,22-30-310-3-0,,,,,,
team,201312020sea,nor,Sacked-Yards,1-3,,,,,,
team,201312020sea,sea,Sacked-Yards,1-8,,,,,,
team,201312020sea,nor,Net Pass Yards,144,,,,,,
team,201312020sea,sea,Net Pass Yards,302,,,,,,
team,201312020sea,nor,Total Yards,188,,,,,,
team,201312020sea,sea,Total Yards,429,,,,,,
team,201312020sea,nor,Fumbles-Lost,1-1,,,,,,
team,201312020sea,sea,Fumbles-Lost,1-0,,,,,,
team,201312020sea,nor,Turnovers,1,,,,,,
team,201312020sea,sea,Turnovers,0,,,,,,
team,201312020sea,nor,Penalties-Yards,7-52,,,,,,
team,201312020sea,sea,Penalties-Yards,8-66,,,,,,
team,201312020sea,nor,Third Down Conv.,6-15,,,,,,
team,201312020sea,sea,Third Down Conv.,7-14,,,,,,
team,201312020sea,nor,Fourth Down Conv.,0-2,,,,,,
team,201312020sea,sea,Fourth Down Conv.,1-2,,,,,,
team,201312020sea,nor,Time of Possession,26:22,,,,,,
team,201312020sea,sea,Time of Possession,33:38,,,,,,
player,201312020sea,nor,BreeDr00,pass_cmp,23,,,,,
player,201312020sea,nor,BreeDr00,pass_att,38,,,,,
player,201312020sea,nor,BreeDr00,pass_yds,147,,,,,
player,201312020sea,nor,BreeDr00,pass_td,1,,,,,
player,201312020sea,nor,BreeDr00,pass_int,0,,,,,
player,201312020sea,nor,BreeDr00,pass_sacked,1,,,,,
player,201312020sea,nor,BreeDr00,pass_sacked_yds,3,,,,,
player,201312020sea,nor,BreeDr00,pass_long,20,,,,,
player,201312020sea,nor,BreeDr00,pass_rating,77.4,,,,,
player,201312020sea,nor,BreeDr00,rush_att,1,,,,,
player,201312020sea,nor,BreeDr00,rush_yds,-1,,,,,
player,201312020sea,nor,BreeDr00,rush_td,0,,,,,
player,201312020sea,nor,BreeDr00,rush_long,-1,,,,,
player,201312020sea,nor,BreeDr00,targets,0,,,,,
player,201312020sea,nor,BreeDr00,rec,0,,,,,
player,201312020sea,nor,BreeDr00,rec_yds,0,,,,,
player,201312020sea,nor,BreeDr00,rec_td,0,,,,,
player,201312020sea,nor,BreeDr00,rec_long,0,,,,,
player,201312020sea,nor,BreeDr00,fumbles,1,,,,,
player,201312020sea,nor,BreeDr00,fumbles_lost,1,,,,,
player,201312020sea,nor,IngrMa01,pass_cmp,0,,,,,
player,201312020sea,nor,IngrMa01,pass_att,0,,,,,
player,201312020sea,nor,IngrMa01,pass_yds,0,,,,,
player,201312020sea,nor,IngrMa01,pass_td,0,,,,,
player,201312020sea,nor,IngrMa01,pass_int,0,,,,,
player,201312020sea,nor,IngrMa01,pass_sacked,0,,,,,
player,201312020sea,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201312020sea,nor,IngrMa01,pass_long,0,,,,,
player,201312020sea,nor,IngrMa01,pass_rating,,,,,,
player,201312020sea,nor,IngrMa01,rush_att,8,,,,,
player,201312020sea,nor,IngrMa01,rush_yds,22,,,,,
player,201312020sea,nor,IngrMa01,rush_td,0,,,,,
player,201312020sea,nor,IngrMa01,rush_long,8,,,,,
player,201312020sea,nor,IngrMa01,targets,0,,,,,
player,201312020sea,nor,IngrMa01,rec,0,,,,,
player,201312020sea,nor,IngrMa01,rec_yds,0,,,,,
player,201312020sea,nor,IngrMa01,rec_td,0,,,,,
player,201312020sea,nor,IngrMa01,rec_long,0,,,,,
player,201312020sea,nor,IngrMa01,fumbles,0,,,,,
player,201312020sea,nor,IngrMa01,fumbles_lost,0,,,,,
player,201312020sea,nor,CollJe01,pass_cmp,0,,,,,
player,201312020sea,nor,CollJe01,pass_att,0,,,,,
player,201312020sea,nor,CollJe01,pass_yds,0,,,,,
player,201312020sea,nor,CollJe01,pass_td,0,,,,,
player,201312020sea,nor,CollJe01,pass_int,0,,,,,
player,201312020sea,nor,CollJe01,pass_sacked,0,,,,,
player,201312020sea,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201312020sea,nor,CollJe01,pass_long,0,,,,,
player,201312020sea,nor,CollJe01,pass_rating,,,,,,
player,201312020sea,nor,CollJe01,rush_att,1,,,,,
player,201312020sea,nor,CollJe01,rush_yds,12,,,,,
player,201312020sea,nor,CollJe01,rush_td,0,,,,,
player,201312020sea,nor,CollJe01,rush_long,12,,,,,
player,201312020sea,nor,CollJe01,targets,1,,,,,
player,201312020sea,nor,CollJe01,rec,1,,,,,
player,201312020sea,nor,CollJe01,rec_yds,3,,,,,
player,201312020sea,nor,CollJe01,rec_td,0,,,,,
player,201312020sea,nor,CollJe01,rec_long,3,,,,,
