game,2013,9,20131103,201311030was,sdg,"San Diego Chargers",24,was,"Washington Redskins",30
player,201311030was,sdg,GachAn00,pass_defended,0,,,,,
player,201311030was,sdg,GachAn00,sacks,0.0,,,,,
player,201311030was,sdg,GachAn00,tackles_combined,8,,,,,
player,201311030was,sdg,GachAn00,tackles_solo,6,,,,,
player,201311030was,sdg,GachAn00,tackles_assists,2,,,,,
player,201311030was,sdg,GachAn00,tackles_loss,1,,,,,
player,201311030was,sdg,GachAn00,qb_hits,0,,,,,
player,201311030was,sdg,GachAn00,fumbles_rec,0,,,,,
player,201311030was,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,GachAn00,fumbles_forced,0,,,,,
player,201311030was,sdg,WrigSh00,def_int,0,,,,,
player,201311030was,sdg,WrigSh00,def_int_yds,0,,,,,
player,201311030was,sdg,WrigSh00,def_int_td,0,,,,,
player,201311030was,sdg,WrigSh00,def_int_long,0,,,,,
player,201311030was,sdg,WrigSh00,pass_defended,0,,,,,
player,201311030was,sdg,WrigSh00,sacks,0.0,,,,,
player,201311030was,sdg,WrigSh00,tackles_combined,6,,,,,
player,201311030was,sdg,WrigSh00,tackles_solo,5,,,,,
player,201311030was,sdg,WrigSh00,tackles_assists,1,,,,,
player,201311030was,sdg,WrigSh00,tackles_loss,0,,,,,
player,201311030was,sdg,WrigSh00,qb_hits,0,,,,,
player,201311030was,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201311030was,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201311030was,sdg,CoxxDe99,def_int,0,,,,,
player,201311030was,sdg,CoxxDe99,def_int_yds,0,,,,,
player,201311030was,sdg,CoxxDe99,def_int_td,0,,,,,
player,201311030was,sdg,CoxxDe99,def_int_long,0,,,,,
player,201311030was,sdg,CoxxDe99,pass_defended,0,,,,,
player,201311030was,sdg,CoxxDe99,sacks,0.0,,,,,
player,201311030was,sdg,CoxxDe99,tackles_combined,5,,,,,
player,201311030was,sdg,CoxxDe99,tackles_solo,4,,,,,
player,201311030was,sdg,CoxxDe99,tackles_assists,1,,,,,
player,201311030was,sdg,CoxxDe99,tackles_loss,0,,,,,
player,201311030was,sdg,CoxxDe99,qb_hits,0,,,,,
player,201311030was,sdg,CoxxDe99,fumbles_rec,0,,,,,
player,201311030was,sdg,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,CoxxDe99,fumbles_rec_td,0,,,,,
player,201311030was,sdg,CoxxDe99,fumbles_forced,0,,,,,
player,201311030was,sdg,GilcMa00,def_int,0,,,,,
player,201311030was,sdg,GilcMa00,def_int_yds,0,,,,,
player,201311030was,sdg,GilcMa00,def_int_td,0,,,,,
player,201311030was,sdg,GilcMa00,def_int_long,0,,,,,
player,201311030was,sdg,GilcMa00,pass_defended,0,,,,,
player,201311030was,sdg,GilcMa00,sacks,0.0,,,,,
player,201311030was,sdg,GilcMa00,tackles_combined,5,,,,,
player,201311030was,sdg,GilcMa00,tackles_solo,3,,,,,
player,201311030was,sdg,GilcMa00,tackles_assists,2,,,,,
player,201311030was,sdg,GilcMa00,tackles_loss,0,,,,,
player,201311030was,sdg,GilcMa00,qb_hits,0,,,,,
player,201311030was,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201311030was,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201311030was,sdg,PatrJo00,def_int,0,,,,,
player,201311030was,sdg,PatrJo00,def_int_yds,0,,,,,
player,201311030was,sdg,PatrJo00,def_int_td,0,,,,,
player,201311030was,sdg,PatrJo00,def_int_long,0,,,,,
player,201311030was,sdg,PatrJo00,pass_defended,0,,,,,
player,201311030was,sdg,PatrJo00,sacks,0.0,,,,,
player,201311030was,sdg,PatrJo00,tackles_combined,4,,,,,
player,201311030was,sdg,PatrJo00,tackles_solo,4,,,,,
player,201311030was,sdg,PatrJo00,tackles_assists,0,,,,,
player,201311030was,sdg,PatrJo00,tackles_loss,0,,,,,
player,201311030was,sdg,PatrJo00,qb_hits,0,,,,,
player,201311030was,sdg,PatrJo00,fumbles_rec,0,,,,,
player,201311030was,sdg,PatrJo00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,PatrJo00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,PatrJo00,fumbles_forced,0,,,,,
player,201311030was,sdg,AddaJa00,def_int,0,,,,,
player,201311030was,sdg,AddaJa00,def_int_yds,0,,,,,
player,201311030was,sdg,AddaJa00,def_int_td,0,,,,,
player,201311030was,sdg,AddaJa00,def_int_long,0,,,,,
player,201311030was,sdg,AddaJa00,pass_defended,0,,,,,
player,201311030was,sdg,AddaJa00,sacks,0.0,,,,,
player,201311030was,sdg,AddaJa00,tackles_combined,3,,,,,
player,201311030was,sdg,AddaJa00,tackles_solo,2,,,,,
player,201311030was,sdg,AddaJa00,tackles_assists,1,,,,,
player,201311030was,sdg,AddaJa00,tackles_loss,0,,,,,
player,201311030was,sdg,AddaJa00,qb_hits,0,,,,,
player,201311030was,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201311030was,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201311030was,sdg,EnglLa99,def_int,0,,,,,
player,201311030was,sdg,EnglLa99,def_int_yds,0,,,,,
player,201311030was,sdg,EnglLa99,def_int_td,0,,,,,
player,201311030was,sdg,EnglLa99,def_int_long,0,,,,,
player,201311030was,sdg,EnglLa99,pass_defended,1,,,,,
player,201311030was,sdg,EnglLa99,sacks,0.0,,,,,
player,201311030was,sdg,EnglLa99,tackles_combined,3,,,,,
player,201311030was,sdg,EnglLa99,tackles_solo,3,,,,,
player,201311030was,sdg,EnglLa99,tackles_assists,0,,,,,
player,201311030was,sdg,EnglLa99,tackles_loss,0,,,,,
player,201311030was,sdg,EnglLa99,qb_hits,0,,,,,
player,201311030was,sdg,EnglLa99,fumbles_rec,0,,,,,
player,201311030was,sdg,EnglLa99,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,EnglLa99,fumbles_rec_td,0,,,,,
player,201311030was,sdg,EnglLa99,fumbles_forced,0,,,,,
player,201311030was,sdg,JohnJa23,def_int,0,,,,,
player,201311030was,sdg,JohnJa23,def_int_yds,0,,,,,
player,201311030was,sdg,JohnJa23,def_int_td,0,,,,,
player,201311030was,sdg,JohnJa23,def_int_long,0,,,,,
player,201311030was,sdg,JohnJa23,pass_defended,0,,,,,
player,201311030was,sdg,JohnJa23,sacks,0.0,,,,,
player,201311030was,sdg,JohnJa23,tackles_combined,3,,,,,
player,201311030was,sdg,JohnJa23,tackles_solo,1,,,,,
player,201311030was,sdg,JohnJa23,tackles_assists,2,,,,,
player,201311030was,sdg,JohnJa23,tackles_loss,0,,,,,
player,201311030was,sdg,JohnJa23,qb_hits,0,,,,,
player,201311030was,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201311030was,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201311030was,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201311030was,sdg,KeisTh00,def_int,0,,,,,
player,201311030was,sdg,KeisTh00,def_int_yds,0,,,,,
player,201311030was,sdg,KeisTh00,def_int_td,0,,,,,
player,201311030was,sdg,KeisTh00,def_int_long,0,,,,,
player,201311030was,sdg,KeisTh00,pass_defended,0,,,,,
player,201311030was,sdg,KeisTh00,sacks,0.0,,,,,
player,201311030was,sdg,KeisTh00,tackles_combined,3,,,,,
player,201311030was,sdg,KeisTh00,tackles_solo,2,,,,,
player,201311030was,sdg,KeisTh00,tackles_assists,1,,,,,
player,201311030was,sdg,KeisTh00,tackles_loss,0,,,,,
player,201311030was,sdg,KeisTh00,qb_hits,0,,,,,
player,201311030was,sdg,KeisTh00,fumbles_rec,0,,,,,
player,201311030was,sdg,KeisTh00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,KeisTh00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,KeisTh00,fumbles_forced,0,,,,,
player,201311030was,sdg,LiugCo00,def_int,0,,,,,
player,201311030was,sdg,LiugCo00,def_int_yds,0,,,,,
player,201311030was,sdg,LiugCo00,def_int_td,0,,,,,
player,201311030was,sdg,LiugCo00,def_int_long,0,,,,,
player,201311030was,sdg,LiugCo00,pass_defended,2,,,,,
player,201311030was,sdg,LiugCo00,sacks,0.0,,,,,
player,201311030was,sdg,LiugCo00,tackles_combined,3,,,,,
player,201311030was,sdg,LiugCo00,tackles_solo,1,,,,,
player,201311030was,sdg,LiugCo00,tackles_assists,2,,,,,
player,201311030was,sdg,LiugCo00,tackles_loss,0,,,,,
player,201311030was,sdg,LiugCo00,qb_hits,0,,,,,
player,201311030was,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201311030was,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201311030was,sdg,ReyeKe00,def_int,0,,,,,
player,201311030was,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201311030was,sdg,ReyeKe00,def_int_td,0,,,,,
player,201311030was,sdg,ReyeKe00,def_int_long,0,,,,,
player,201311030was,sdg,ReyeKe00,pass_defended,0,,,,,
player,201311030was,sdg,ReyeKe00,sacks,0.0,,,,,
player,201311030was,sdg,ReyeKe00,tackles_combined,3,,,,,
player,201311030was,sdg,ReyeKe00,tackles_solo,1,,,,,
player,201311030was,sdg,ReyeKe00,tackles_assists,2,,,,,
player,201311030was,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201311030was,sdg,ReyeKe00,qb_hits,0,,,,,
player,201311030was,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201311030was,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201311030was,sdg,StucDa20,def_int,0,,,,,
player,201311030was,sdg,StucDa20,def_int_yds,0,,,,,
player,201311030was,sdg,StucDa20,def_int_td,0,,,,,
player,201311030was,sdg,StucDa20,def_int_long,0,,,,,
player,201311030was,sdg,StucDa20,pass_defended,0,,,,,
player,201311030was,sdg,StucDa20,sacks,0.0,,,,,
player,201311030was,sdg,StucDa20,tackles_combined,3,,,,,
player,201311030was,sdg,StucDa20,tackles_solo,2,,,,,
player,201311030was,sdg,StucDa20,tackles_assists,1,,,,,
player,201311030was,sdg,StucDa20,tackles_loss,0,,,,,
player,201311030was,sdg,StucDa20,qb_hits,0,,,,,
player,201311030was,sdg,StucDa20,fumbles_rec,0,,,,,
player,201311030was,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201311030was,sdg,StucDa20,fumbles_forced,0,,,,,
player,201311030was,sdg,GuyxLa00,def_int,0,,,,,
player,201311030was,sdg,GuyxLa00,def_int_yds,0,,,,,
player,201311030was,sdg,GuyxLa00,def_int_td,0,,,,,
player,201311030was,sdg,GuyxLa00,def_int_long,0,,,,,
player,201311030was,sdg,GuyxLa00,pass_defended,1,,,,,
player,201311030was,sdg,GuyxLa00,sacks,0.0,,,,,
player,201311030was,sdg,GuyxLa00,tackles_combined,2,,,,,
player,201311030was,sdg,GuyxLa00,tackles_solo,1,,,,,
player,201311030was,sdg,GuyxLa00,tackles_assists,1,,,,,
player,201311030was,sdg,GuyxLa00,tackles_loss,0,,,,,
player,201311030was,sdg,GuyxLa00,qb_hits,0,,,,,
player,201311030was,sdg,GuyxLa00,fumbles_rec,0,,,,,
player,201311030was,sdg,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,GuyxLa00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,GuyxLa00,fumbles_forced,0,,,,,
player,201311030was,sdg,MarsRi20,def_int,0,,,,,
player,201311030was,sdg,MarsRi20,def_int_yds,0,,,,,
player,201311030was,sdg,MarsRi20,def_int_td,0,,,,,
player,201311030was,sdg,MarsRi20,def_int_long,0,,,,,
player,201311030was,sdg,MarsRi20,pass_defended,0,,,,,
player,201311030was,sdg,MarsRi20,sacks,0.0,,,,,
player,201311030was,sdg,MarsRi20,tackles_combined,2,,,,,
player,201311030was,sdg,MarsRi20,tackles_solo,1,,,,,
player,201311030was,sdg,MarsRi20,tackles_assists,1,,,,,
player,201311030was,sdg,MarsRi20,tackles_loss,0,,,,,
player,201311030was,sdg,MarsRi20,qb_hits,0,,,,,
player,201311030was,sdg,MarsRi20,fumbles_rec,0,,,,,
player,201311030was,sdg,MarsRi20,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,MarsRi20,fumbles_rec_td,0,,,,,
player,201311030was,sdg,MarsRi20,fumbles_forced,0,,,,,
player,201311030was,sdg,AjirSe00,def_int,0,,,,,
player,201311030was,sdg,AjirSe00,def_int_yds,0,,,,,
player,201311030was,sdg,AjirSe00,def_int_td,0,,,,,
player,201311030was,sdg,AjirSe00,def_int_long,0,,,,,
player,201311030was,sdg,AjirSe00,pass_defended,0,,,,,
player,201311030was,sdg,AjirSe00,sacks,0.0,,,,,
player,201311030was,sdg,AjirSe00,tackles_combined,1,,,,,
player,201311030was,sdg,AjirSe00,tackles_solo,1,,,,,
player,201311030was,sdg,AjirSe00,tackles_assists,0,,,,,
player,201311030was,sdg,AjirSe00,tackles_loss,0,,,,,
player,201311030was,sdg,AjirSe00,qb_hits,0,,,,,
player,201311030was,sdg,AjirSe00,fumbles_rec,0,,,,,
player,201311030was,sdg,AjirSe00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,AjirSe00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,AjirSe00,fumbles_forced,0,,,,,
player,201311030was,sdg,BirdBr00,def_int,0,,,,,
player,201311030was,sdg,BirdBr00,def_int_yds,0,,,,,
player,201311030was,sdg,BirdBr00,def_int_td,0,,,,,
player,201311030was,sdg,BirdBr00,def_int_long,0,,,,,
player,201311030was,sdg,BirdBr00,pass_defended,0,,,,,
player,201311030was,sdg,BirdBr00,sacks,0.0,,,,,
player,201311030was,sdg,BirdBr00,tackles_combined,1,,,,,
player,201311030was,sdg,BirdBr00,tackles_solo,0,,,,,
player,201311030was,sdg,BirdBr00,tackles_assists,1,,,,,
player,201311030was,sdg,BirdBr00,tackles_loss,0,,,,,
player,201311030was,sdg,BirdBr00,qb_hits,0,,,,,
player,201311030was,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201311030was,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201311030was,sdg,GreeLa00,def_int,0,,,,,
player,201311030was,sdg,GreeLa00,def_int_yds,0,,,,,
player,201311030was,sdg,GreeLa00,def_int_td,0,,,,,
player,201311030was,sdg,GreeLa00,def_int_long,0,,,,,
player,201311030was,sdg,GreeLa00,pass_defended,0,,,,,
player,201311030was,sdg,GreeLa00,sacks,0.0,,,,,
player,201311030was,sdg,GreeLa00,tackles_combined,1,,,,,
player,201311030was,sdg,GreeLa00,tackles_solo,1,,,,,
player,201311030was,sdg,GreeLa00,tackles_assists,0,,,,,
player,201311030was,sdg,GreeLa00,tackles_loss,0,,,,,
player,201311030was,sdg,GreeLa00,qb_hits,0,,,,,
player,201311030was,sdg,GreeLa00,fumbles_rec,0,,,,,
player,201311030was,sdg,GreeLa00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,GreeLa00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,GreeLa00,fumbles_forced,0,,,,,
player,201311030was,sdg,HardNi55,def_int,0,,,,,
player,201311030was,sdg,HardNi55,def_int_yds,0,,,,,
player,201311030was,sdg,HardNi55,def_int_td,0,,,,,
player,201311030was,sdg,HardNi55,def_int_long,0,,,,,
player,201311030was,sdg,HardNi55,pass_defended,0,,,,,
player,201311030was,sdg,HardNi55,sacks,0.0,,,,,
player,201311030was,sdg,HardNi55,tackles_combined,1,,,,,
player,201311030was,sdg,HardNi55,tackles_solo,1,,,,,
player,201311030was,sdg,HardNi55,tackles_assists,0,,,,,
player,201311030was,sdg,HardNi55,tackles_loss,,,,,,
player,201311030was,sdg,HardNi55,qb_hits,,,,,,
player,201311030was,sdg,HardNi55,fumbles_rec,0,,,,,
player,201311030was,sdg,HardNi55,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,HardNi55,fumbles_rec_td,0,,,,,
player,201311030was,sdg,HardNi55,fumbles_forced,0,,,,,
player,201311030was,sdg,ThomCa99,def_int,0,,,,,
player,201311030was,sdg,ThomCa99,def_int_yds,0,,,,,
player,201311030was,sdg,ThomCa99,def_int_td,0,,,,,
player,201311030was,sdg,ThomCa99,def_int_long,0,,,,,
player,201311030was,sdg,ThomCa99,pass_defended,0,,,,,
player,201311030was,sdg,ThomCa99,sacks,0.0,,,,,
player,201311030was,sdg,ThomCa99,tackles_combined,1,,,,,
player,201311030was,sdg,ThomCa99,tackles_solo,1,,,,,
player,201311030was,sdg,ThomCa99,tackles_assists,0,,,,,
player,201311030was,sdg,ThomCa99,tackles_loss,0,,,,,
player,201311030was,sdg,ThomCa99,qb_hits,0,,,,,
player,201311030was,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201311030was,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201311030was,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201311030was,sdg,WalkRe00,def_int,0,,,,,
player,201311030was,sdg,WalkRe00,def_int_yds,0,,,,,
player,201311030was,sdg,WalkRe00,def_int_td,0,,,,,
player,201311030was,sdg,WalkRe00,def_int_long,0,,,,,
player,201311030was,sdg,WalkRe00,pass_defended,0,,,,,
player,201311030was,sdg,WalkRe00,sacks,0.0,,,,,
player,201311030was,sdg,WalkRe00,tackles_combined,1,,,,,
player,201311030was,sdg,WalkRe00,tackles_solo,1,,,,,
player,201311030was,sdg,WalkRe00,tackles_assists,0,,,,,
player,201311030was,sdg,WalkRe00,tackles_loss,0,,,,,
player,201311030was,sdg,WalkRe00,qb_hits,0,,,,,
player,201311030was,sdg,WalkRe00,fumbles_rec,0,,,,,
player,201311030was,sdg,WalkRe00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,WalkRe00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,WalkRe00,fumbles_forced,0,,,,,
player,201311030was,sdg,WillTo00,def_int,0,,,,,
player,201311030was,sdg,WillTo00,def_int_yds,0,,,,,
player,201311030was,sdg,WillTo00,def_int_td,0,,,,,
player,201311030was,sdg,WillTo00,def_int_long,0,,,,,
player,201311030was,sdg,WillTo00,pass_defended,0,,,,,
player,201311030was,sdg,WillTo00,sacks,0.0,,,,,
player,201311030was,sdg,WillTo00,tackles_combined,1,,,,,
player,201311030was,sdg,WillTo00,tackles_solo,0,,,,,
player,201311030was,sdg,WillTo00,tackles_assists,1,,,,,
player,201311030was,sdg,WillTo00,tackles_loss,,,,,,
player,201311030was,sdg,WillTo00,qb_hits,,,,,,
player,201311030was,sdg,WillTo00,fumbles_rec,0,,,,,
player,201311030was,sdg,WillTo00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,WillTo00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,WillTo00,fumbles_forced,0,,,,,
player,201311030was,was,AmerDa00,def_int,1,,,,,
player,201311030was,was,AmerDa00,def_int_yds,0,,,,,
player,201311030was,was,AmerDa00,def_int_td,0,,,,,
player,201311030was,was,AmerDa00,def_int_long,0,,,,,
player,201311030was,was,AmerDa00,pass_defended,1,,,,,
player,201311030was,was,AmerDa00,sacks,0.0,,,,,
player,201311030was,was,AmerDa00,tackles_combined,6,,,,,
player,201311030was,was,AmerDa00,tackles_solo,5,,,,,
player,201311030was,was,AmerDa00,tackles_assists,1,,,,,
player,201311030was,was,AmerDa00,tackles_loss,0,,,,,
player,201311030was,was,AmerDa00,qb_hits,0,,,,,
player,201311030was,was,AmerDa00,fumbles_rec,0,,,,,
player,201311030was,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201311030was,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201311030was,was,AmerDa00,fumbles_forced,0,,,,,
player,201311030was,was,BiggE.99,def_int,1,,,,,
player,201311030was,was,BiggE.99,def_int_yds,15,,,,,
player,201311030was,was,BiggE.99,def_int_td,0,,,,,
player,201311030was,was,BiggE.99,def_int_long,15,,,,,
player,201311030was,was,BiggE.99,pass_defended,1,,,,,
player,201311030was,was,BiggE.99,sacks,0.0,,,,,
player,201311030was,was,BiggE.99,tackles_combined,3,,,,,
player,201311030was,was,BiggE.99,tackles_solo,1,,,,,
player,201311030was,was,BiggE.99,tackles_assists,2,,,,,
player,201311030was,was,BiggE.99,tackles_loss,0,,,,,
player,201311030was,was,BiggE.99,qb_hits,0,,,,,
player,201311030was,was,BiggE.99,fumbles_rec,0,,,,,
player,201311030was,was,BiggE.99,fumbles_rec_yds,0,,,,,
player,201311030was,was,BiggE.99,fumbles_rec_td,0,,,,,
player,201311030was,was,BiggE.99,fumbles_forced,0,,,,,
player,201311030was,was,JackRo99,def_int,0,,,,,
player,201311030was,was,JackRo99,def_int_yds,0,,,,,
player,201311030was,was,JackRo99,def_int_td,0,,,,,
player,201311030was,was,JackRo99,def_int_long,0,,,,,
player,201311030was,was,JackRo99,pass_defended,0,,,,,
player,201311030was,was,JackRo99,sacks,1.0,,,,,
player,201311030was,was,JackRo99,tackles_combined,2,,,,,
player,201311030was,was,JackRo99,tackles_solo,1,,,,,
player,201311030was,was,JackRo99,tackles_assists,1,,,,,
player,201311030was,was,JackRo99,tackles_loss,0,,,,,
player,201311030was,was,JackRo99,qb_hits,1,,,,,
player,201311030was,was,JackRo99,fumbles_rec,0,,,,,
player,201311030was,was,JackRo99,fumbles_rec_yds,0,,,,,
player,201311030was,was,JackRo99,fumbles_rec_td,0,,,,,
player,201311030was,was,JackRo99,fumbles_forced,0,,,,,
player,201311030was,was,FletLo20,def_int,0,,,,,
player,201311030was,was,FletLo20,def_int_yds,0,,,,,
player,201311030was,was,FletLo20,def_int_td,0,,,,,
player,201311030was,was,FletLo20,def_int_long,0,,,,,
player,201311030was,was,FletLo20,pass_defended,0,,,,,
player,201311030was,was,FletLo20,sacks,0.0,,,,,
player,201311030was,was,FletLo20,tackles_combined,13,,,,,
player,201311030was,was,FletLo20,tackles_solo,7,,,,,
player,201311030was,was,FletLo20,tackles_assists,6,,,,,
player,201311030was,was,FletLo20,tackles_loss,0,,,,,
player,201311030was,was,FletLo20,qb_hits,0,,,,,
player,201311030was,was,FletLo20,fumbles_rec,0,,,,,
player,201311030was,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201311030was,was,FletLo20,fumbles_rec_td,0,,,,,
player,201311030was,was,FletLo20,fumbles_forced,0,,,,,
player,201311030was,was,MeriBr99,def_int,0,,,,,
player,201311030was,was,MeriBr99,def_int_yds,0,,,,,
player,201311030was,was,MeriBr99,def_int_td,0,,,,,
player,201311030was,was,MeriBr99,def_int_long,0,,,,,
player,201311030was,was,MeriBr99,pass_defended,0,,,,,
player,201311030was,was,MeriBr99,sacks,0.0,,,,,
player,201311030was,was,MeriBr99,tackles_combined,6,,,,,
player,201311030was,was,MeriBr99,tackles_solo,4,,,,,
player,201311030was,was,MeriBr99,tackles_assists,2,,,,,
player,201311030was,was,MeriBr99,tackles_loss,0,,,,,
player,201311030was,was,MeriBr99,qb_hits,0,,,,,
player,201311030was,was,MeriBr99,fumbles_rec,0,,,,,
player,201311030was,was,MeriBr99,fumbles_rec_yds,0,,,,,
player,201311030was,was,MeriBr99,fumbles_rec_td,0,,,,,
player,201311030was,was,MeriBr99,fumbles_forced,0,,,,,
player,201311030was,was,RilePe00,def_int,0,,,,,
player,201311030was,was,RilePe00,def_int_yds,0,,,,,
player,201311030was,was,RilePe00,def_int_td,0,,,,,
player,201311030was,was,RilePe00,def_int_long,0,,,,,
player,201311030was,was,RilePe00,pass_defended,1,,,,,
player,201311030was,was,RilePe00,sacks,0.0,,,,,
player,201311030was,was,RilePe00,tackles_combined,6,,,,,
player,201311030was,was,RilePe00,tackles_solo,6,,,,,
player,201311030was,was,RilePe00,tackles_assists,0,,,,,
player,201311030was,was,RilePe00,tackles_loss,0,,,,,
player,201311030was,was,RilePe00,qb_hits,0,,,,,
player,201311030was,was,RilePe00,fumbles_rec,0,,,,,
player,201311030was,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201311030was,was,RilePe00,fumbles_rec_td,0,,,,,
player,201311030was,was,RilePe00,fumbles_forced,0,,,,,
player,201311030was,was,HallDe99,def_int,0,,,,,
player,201311030was,was,HallDe99,def_int_yds,0,,,,,
player,201311030was,was,HallDe99,def_int_td,0,,,,,
player,201311030was,was,HallDe99,def_int_long,0,,,,,
player,201311030was,was,HallDe99,pass_defended,0,,,,,
player,201311030was,was,HallDe99,sacks,0.0,,,,,
player,201311030was,was,HallDe99,tackles_combined,5,,,,,
player,201311030was,was,HallDe99,tackles_solo,3,,,,,
player,201311030was,was,HallDe99,tackles_assists,2,,,,,
player,201311030was,was,HallDe99,tackles_loss,0,,,,,
player,201311030was,was,HallDe99,qb_hits,0,,,,,
player,201311030was,was,HallDe99,fumbles_rec,0,,,,,
player,201311030was,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201311030was,was,HallDe99,fumbles_rec_td,0,,,,,
player,201311030was,was,HallDe99,fumbles_forced,0,,,,,
player,201311030was,was,OrakBr99,def_int,0,,,,,
player,201311030was,was,OrakBr99,def_int_yds,0,,,,,
player,201311030was,was,OrakBr99,def_int_td,0,,,,,
player,201311030was,was,OrakBr99,def_int_long,0,,,,,
player,201311030was,was,OrakBr99,pass_defended,0,,,,,
player,201311030was,was,OrakBr99,sacks,0.0,,,,,
player,201311030was,was,OrakBr99,tackles_combined,5,,,,,
player,201311030was,was,OrakBr99,tackles_solo,3,,,,,
player,201311030was,was,OrakBr99,tackles_assists,2,,,,,
player,201311030was,was,OrakBr99,tackles_loss,0,,,,,
player,201311030was,was,OrakBr99,qb_hits,0,,,,,
player,201311030was,was,OrakBr99,fumbles_rec,0,,,,,
player,201311030was,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201311030was,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201311030was,was,OrakBr99,fumbles_forced,0,,,,,
player,201311030was,was,WilsJo99,def_int,0,,,,,
player,201311030was,was,WilsJo99,def_int_yds,0,,,,,
player,201311030was,was,WilsJo99,def_int_td,0,,,,,
player,201311030was,was,WilsJo99,def_int_long,0,,,,,
player,201311030was,was,WilsJo99,pass_defended,0,,,,,
player,201311030was,was,WilsJo99,sacks,0.0,,,,,
player,201311030was,was,WilsJo99,tackles_combined,5,,,,,
player,201311030was,was,WilsJo99,tackles_solo,3,,,,,
player,201311030was,was,WilsJo99,tackles_assists,2,,,,,
player,201311030was,was,WilsJo99,tackles_loss,0,,,,,
player,201311030was,was,WilsJo99,qb_hits,0,,,,,
player,201311030was,was,WilsJo99,fumbles_rec,0,,,,,
player,201311030was,was,WilsJo99,fumbles_rec_yds,0,,,,,
player,201311030was,was,WilsJo99,fumbles_rec_td,0,,,,,
