game,2013,15,20131215,201312150min,phi,"Philadelphia Eagles",30,min,"Minnesota Vikings",48
team,201312150min,phi,First Downs,25,,,,,,
team,201312150min,min,First Downs,29,,,,,,
team,201312150min,phi,Rush-Yds-TDs,13-79-0,,,,,,
team,201312150min,min,Rush-Yds-TDs,35-85-4,,,,,,
team,201312150min,phi,Cmp-Att-Yd-TD-INT,30-48-428-3-1,,,,,,
team,201312150min,min,Cmp-Att-Yd-TD-INT,26-35-382-2-1,,,,,,
team,201312150min,phi,Sacked-Yards,4-32,,,,,,
team,201312150min,min,Sacked-Yards,3-12,,,,,,
team,201312150min,phi,Net Pass Yards,396,,,,,,
team,201312150min,min,Net Pass Yards,370,,,,,,
team,201312150min,phi,Total Yards,475,,,,,,
team,201312150min,min,Total Yards,455,,,,,,
team,201312150min,phi,Fumbles-Lost,0-0,,,,,,
team,201312150min,min,Fumbles-Lost,0-0,,,,,,
team,201312150min,phi,Turnovers,1,,,,,,
team,201312150min,min,Turnovers,1,,,,,,
team,201312150min,phi,Penalties-Yards,9-94,,,,,,
team,201312150min,min,Penalties-Yards,3-25,,,,,,
team,201312150min,phi,Third Down Conv.,7-14,,,,,,
team,201312150min,min,Third Down Conv.,8-13,,,,,,
team,201312150min,phi,Fourth Down Conv.,0-1,,,,,,
team,201312150min,min,Fourth Down Conv.,0-0,,,,,,
team,201312150min,phi,Time of Possession,23:34,,,,,,
team,201312150min,min,Time of Possession,36:26,,,,,,
player,201312150min,phi,FoleNi00,pass_cmp,30,,,,,
player,201312150min,phi,FoleNi00,pass_att,48,,,,,
player,201312150min,phi,FoleNi00,pass_yds,428,,,,,
player,201312150min,phi,FoleNi00,pass_td,3,,,,,
player,201312150min,phi,FoleNi00,pass_int,1,,,,,
player,201312150min,phi,FoleNi00,pass_sacked,4,,,,,
player,201312150min,phi,FoleNi00,pass_sacked_yds,32,,,,,
player,201312150min,phi,FoleNi00,pass_long,51,,,,,
player,201312150min,phi,FoleNi00,pass_rating,103.5,,,,,
player,201312150min,phi,FoleNi00,rush_att,5,,,,,
player,201312150min,phi,FoleNi00,rush_yds,41,,,,,
player,201312150min,phi,FoleNi00,rush_td,0,,,,,
player,201312150min,phi,FoleNi00,rush_long,21,,,,,
player,201312150min,phi,FoleNi00,targets,0,,,,,
player,201312150min,phi,FoleNi00,rec,0,,,,,
player,201312150min,phi,FoleNi00,rec_yds,0,,,,,
player,201312150min,phi,FoleNi00,rec_td,0,,,,,
player,201312150min,phi,FoleNi00,rec_long,0,,,,,
player,201312150min,phi,FoleNi00,fumbles,0,,,,,
player,201312150min,phi,FoleNi00,fumbles_lost,0,,,,,
player,201312150min,phi,McCoLe01,pass_cmp,0,,,,,
player,201312150min,phi,McCoLe01,pass_att,0,,,,,
player,201312150min,phi,McCoLe01,pass_yds,0,,,,,
player,201312150min,phi,McCoLe01,pass_td,0,,,,,
player,201312150min,phi,McCoLe01,pass_int,0,,,,,
player,201312150min,phi,McCoLe01,pass_sacked,0,,,,,
player,201312150min,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201312150min,phi,McCoLe01,pass_long,0,,,,,
player,201312150min,phi,McCoLe01,pass_rating,,,,,,
player,201312150min,phi,McCoLe01,rush_att,8,,,,,
player,201312150min,phi,McCoLe01,rush_yds,38,,,,,
player,201312150min,phi,McCoLe01,rush_td,0,,,,,
player,201312150min,phi,McCoLe01,rush_long,16,,,,,
player,201312150min,phi,McCoLe01,targets,7,,,,,
player,201312150min,phi,McCoLe01,rec,5,,,,,
player,201312150min,phi,McCoLe01,rec_yds,68,,,,,
player,201312150min,phi,McCoLe01,rec_td,0,,,,,
player,201312150min,phi,McCoLe01,rec_long,24,,,,,
player,201312150min,phi,McCoLe01,fumbles,0,,,,,
player,201312150min,phi,McCoLe01,fumbles_lost,0,,,,,
player,201312150min,phi,JackDe00,pass_cmp,0,,,,,
player,201312150min,phi,JackDe00,pass_att,0,,,,,
player,201312150min,phi,JackDe00,pass_yds,0,,,,,
player,201312150min,phi,JackDe00,pass_td,0,,,,,
player,201312150min,phi,JackDe00,pass_int,0,,,,,
player,201312150min,phi,JackDe00,pass_sacked,0,,,,,
player,201312150min,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201312150min,phi,JackDe00,pass_long,0,,,,,
player,201312150min,phi,JackDe00,pass_rating,,,,,,
player,201312150min,phi,JackDe00,rush_att,0,,,,,
player,201312150min,phi,JackDe00,rush_yds,0,,,,,
player,201312150min,phi,JackDe00,rush_td,0,,,,,
player,201312150min,phi,JackDe00,rush_long,0,,,,,
player,201312150min,phi,JackDe00,targets,16,,,,,
player,201312150min,phi,JackDe00,rec,10,,,,,
player,201312150min,phi,JackDe00,rec_yds,195,,,,,
player,201312150min,phi,JackDe00,rec_td,1,,,,,
player,201312150min,phi,JackDe00,rec_long,51,,,,,
player,201312150min,phi,JackDe00,fumbles,0,,,,,
player,201312150min,phi,JackDe00,fumbles_lost,0,,,,,
player,201312150min,phi,ErtzZa00,pass_cmp,0,,,,,
player,201312150min,phi,ErtzZa00,pass_att,0,,,,,
player,201312150min,phi,ErtzZa00,pass_yds,0,,,,,
player,201312150min,phi,ErtzZa00,pass_td,0,,,,,
player,201312150min,phi,ErtzZa00,pass_int,0,,,,,
player,201312150min,phi,ErtzZa00,pass_sacked,0,,,,,
player,201312150min,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201312150min,phi,ErtzZa00,pass_long,0,,,,,
player,201312150min,phi,ErtzZa00,pass_rating,,,,,,
player,201312150min,phi,ErtzZa00,rush_att,0,,,,,
player,201312150min,phi,ErtzZa00,rush_yds,0,,,,,
player,201312150min,phi,ErtzZa00,rush_td,0,,,,,
player,201312150min,phi,ErtzZa00,rush_long,0,,,,,
player,201312150min,phi,ErtzZa00,targets,9,,,,,
player,201312150min,phi,ErtzZa00,rec,6,,,,,
player,201312150min,phi,ErtzZa00,rec_yds,57,,,,,
player,201312150min,phi,ErtzZa00,rec_td,1,,,,,
player,201312150min,phi,ErtzZa00,rec_long,17,,,,,
player,201312150min,phi,ErtzZa00,fumbles,0,,,,,
player,201312150min,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201312150min,phi,AvanJa00,pass_cmp,0,,,,,
player,201312150min,phi,AvanJa00,pass_att,0,,,,,
player,201312150min,phi,AvanJa00,pass_yds,0,,,,,
player,201312150min,phi,AvanJa00,pass_td,0,,,,,
player,201312150min,phi,AvanJa00,pass_int,0,,,,,
player,201312150min,phi,AvanJa00,pass_sacked,0,,,,,
player,201312150min,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201312150min,phi,AvanJa00,pass_long,0,,,,,
player,201312150min,phi,AvanJa00,pass_rating,,,,,,
player,201312150min,phi,AvanJa00,rush_att,0,,,,,
player,201312150min,phi,AvanJa00,rush_yds,0,,,,,
player,201312150min,phi,AvanJa00,rush_td,0,,,,,
player,201312150min,phi,AvanJa00,rush_long,0,,,,,
player,201312150min,phi,AvanJa00,targets,5,,,,,
player,201312150min,phi,AvanJa00,rec,3,,,,,
player,201312150min,phi,AvanJa00,rec_yds,40,,,,,
player,201312150min,phi,AvanJa00,rec_td,1,,,,,
player,201312150min,phi,AvanJa00,rec_long,16,,,,,
player,201312150min,phi,AvanJa00,fumbles,0,,,,,
player,201312150min,phi,AvanJa00,fumbles_lost,0,,,,,
player,201312150min,phi,CoopRi00,pass_cmp,0,,,,,
player,201312150min,phi,CoopRi00,pass_att,0,,,,,
player,201312150min,phi,CoopRi00,pass_yds,0,,,,,
player,201312150min,phi,CoopRi00,pass_td,0,,,,,
player,201312150min,phi,CoopRi00,pass_int,0,,,,,
player,201312150min,phi,CoopRi00,pass_sacked,0,,,,,
player,201312150min,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201312150min,phi,CoopRi00,pass_long,0,,,,,
player,201312150min,phi,CoopRi00,pass_rating,,,,,,
player,201312150min,phi,CoopRi00,rush_att,0,,,,,
player,201312150min,phi,CoopRi00,rush_yds,0,,,,,
player,201312150min,phi,CoopRi00,rush_td,0,,,,,
player,201312150min,phi,CoopRi00,rush_long,0,,,,,
player,201312150min,phi,CoopRi00,targets,7,,,,,
player,201312150min,phi,CoopRi00,rec,4,,,,,
player,201312150min,phi,CoopRi00,rec_yds,29,,,,,
player,201312150min,phi,CoopRi00,rec_td,0,,,,,
player,201312150min,phi,CoopRi00,rec_long,13,,,,,
player,201312150min,phi,CoopRi00,fumbles,0,,,,,
player,201312150min,phi,CoopRi00,fumbles_lost,0,,,,,
player,201312150min,phi,CeleBr00,pass_cmp,0,,,,,
player,201312150min,phi,CeleBr00,pass_att,0,,,,,
player,201312150min,phi,CeleBr00,pass_yds,0,,,,,
player,201312150min,phi,CeleBr00,pass_td,0,,,,,
player,201312150min,phi,CeleBr00,pass_int,0,,,,,
player,201312150min,phi,CeleBr00,pass_sacked,0,,,,,
player,201312150min,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201312150min,phi,CeleBr00,pass_long,0,,,,,
player,201312150min,phi,CeleBr00,pass_rating,,,,,,
player,201312150min,phi,CeleBr00,rush_att,0,,,,,
player,201312150min,phi,CeleBr00,rush_yds,0,,,,,
player,201312150min,phi,CeleBr00,rush_td,0,,,,,
player,201312150min,phi,CeleBr00,rush_long,0,,,,,
player,201312150min,phi,CeleBr00,targets,1,,,,,
player,201312150min,phi,CeleBr00,rec,1,,,,,
player,201312150min,phi,CeleBr00,rec_yds,25,,,,,
player,201312150min,phi,CeleBr00,rec_td,0,,,,,
player,201312150min,phi,CeleBr00,rec_long,25,,,,,
player,201312150min,phi,CeleBr00,fumbles,0,,,,,
player,201312150min,phi,CeleBr00,fumbles_lost,0,,,,,
player,201312150min,phi,SmitBr01,pass_cmp,0,,,,,
player,201312150min,phi,SmitBr01,pass_att,0,,,,,
player,201312150min,phi,SmitBr01,pass_yds,0,,,,,
player,201312150min,phi,SmitBr01,pass_td,0,,,,,
player,201312150min,phi,SmitBr01,pass_int,0,,,,,
player,201312150min,phi,SmitBr01,pass_sacked,0,,,,,
player,201312150min,phi,SmitBr01,pass_sacked_yds,0,,,,,
player,201312150min,phi,SmitBr01,pass_long,0,,,,,
player,201312150min,phi,SmitBr01,pass_rating,,,,,,
player,201312150min,phi,SmitBr01,rush_att,0,,,,,
player,201312150min,phi,SmitBr01,rush_yds,0,,,,,
player,201312150min,phi,SmitBr01,rush_td,0,,,,,
player,201312150min,phi,SmitBr01,rush_long,0,,,,,
player,201312150min,phi,SmitBr01,targets,1,,,,,
player,201312150min,phi,SmitBr01,rec,1,,,,,
player,201312150min,phi,SmitBr01,rec_yds,14,,,,,
player,201312150min,phi,SmitBr01,rec_td,0,,,,,
player,201312150min,phi,SmitBr01,rec_long,14,,,,,
player,201312150min,phi,SmitBr01,fumbles,0,,,,,
player,201312150min,phi,SmitBr01,fumbles_lost,0,,,,,
player,201312150min,phi,PolkCh00,pass_cmp,0,,,,,
player,201312150min,phi,PolkCh00,pass_att,0,,,,,
player,201312150min,phi,PolkCh00,pass_yds,0,,,,,
player,201312150min,phi,PolkCh00,pass_td,0,,,,,
player,201312150min,phi,PolkCh00,pass_int,0,,,,,
player,201312150min,phi,PolkCh00,pass_sacked,0,,,,,
player,201312150min,phi,PolkCh00,pass_sacked_yds,0,,,,,
player,201312150min,phi,PolkCh00,pass_long,0,,,,,
player,201312150min,phi,PolkCh00,pass_rating,,,,,,
player,201312150min,phi,PolkCh00,rush_att,0,,,,,
player,201312150min,phi,PolkCh00,rush_yds,0,,,,,
player,201312150min,phi,PolkCh00,rush_td,0,,,,,
player,201312150min,phi,PolkCh00,rush_long,0,,,,,
player,201312150min,phi,PolkCh00,targets,1,,,,,
player,201312150min,phi,PolkCh00,rec,0,,,,,
player,201312150min,phi,PolkCh00,rec_yds,0,,,,,
player,201312150min,phi,PolkCh00,rec_td,0,,,,,
player,201312150min,phi,PolkCh00,rec_long,0,,,,,
player,201312150min,phi,PolkCh00,fumbles,0,,,,,
player,201312150min,phi,PolkCh00,fumbles_lost,0,,,,,
player,201312150min,phi,JohnDa04,pass_cmp,0,,,,,
player,201312150min,phi,JohnDa04,pass_att,0,,,,,
player,201312150min,phi,JohnDa04,pass_yds,0,,,,,
player,201312150min,phi,JohnDa04,pass_td,0,,,,,
player,201312150min,phi,JohnDa04,pass_int,0,,,,,
player,201312150min,phi,JohnDa04,pass_sacked,0,,,,,
player,201312150min,phi,JohnDa04,pass_sacked_yds,0,,,,,
player,201312150min,phi,JohnDa04,pass_long,0,,,,,
player,201312150min,phi,JohnDa04,pass_rating,,,,,,
player,201312150min,phi,JohnDa04,rush_att,0,,,,,
player,201312150min,phi,JohnDa04,rush_yds,0,,,,,
player,201312150min,phi,JohnDa04,rush_td,0,,,,,
player,201312150min,phi,JohnDa04,rush_long,0,,,,,
player,201312150min,phi,JohnDa04,targets,1,,,,,
player,201312150min,phi,JohnDa04,rec,0,,,,,
player,201312150min,phi,JohnDa04,rec_yds,0,,,,,
player,201312150min,phi,JohnDa04,rec_td,0,,,,,
player,201312150min,phi,JohnDa04,rec_long,0,,,,,
player,201312150min,phi,JohnDa04,fumbles,0,,,,,
player,201312150min,phi,JohnDa04,fumbles_lost,0,,,,,
player,201312150min,min,CassMa00,pass_cmp,26,,,,,
player,201312150min,min,CassMa00,pass_att,35,,,,,
player,201312150min,min,CassMa00,pass_yds,382,,,,,
player,201312150min,min,CassMa00,pass_td,2,,,,,
player,201312150min,min,CassMa00,pass_int,1,,,,,
player,201312150min,min,CassMa00,pass_sacked,3,,,,,
player,201312150min,min,CassMa00,pass_sacked_yds,12,,,,,
player,201312150min,min,CassMa00,pass_long,57,,,,,
player,201312150min,min,CassMa00,pass_rating,116.6,,,,,
player,201312150min,min,CassMa00,rush_att,3,,,,,
player,201312150min,min,CassMa00,rush_yds,19,,,,,
player,201312150min,min,CassMa00,rush_td,1,,,,,
player,201312150min,min,CassMa00,rush_long,12,,,,,
player,201312150min,min,CassMa00,targets,0,,,,,
player,201312150min,min,CassMa00,rec,0,,,,,
player,201312150min,min,CassMa00,rec_yds,0,,,,,
player,201312150min,min,CassMa00,rec_td,0,,,,,
player,201312150min,min,CassMa00,rec_long,0,,,,,
player,201312150min,min,CassMa00,fumbles,0,,,,,
player,201312150min,min,CassMa00,fumbles_lost,0,,,,,
player,201312150min,min,AsiaMa00,pass_cmp,0,,,,,
player,201312150min,min,AsiaMa00,pass_att,0,,,,,
player,201312150min,min,AsiaMa00,pass_yds,0,,,,,
player,201312150min,min,AsiaMa00,pass_td,0,,,,,
player,201312150min,min,AsiaMa00,pass_int,0,,,,,
player,201312150min,min,AsiaMa00,pass_sacked,0,,,,,
player,201312150min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201312150min,min,AsiaMa00,pass_long,0,,,,,
player,201312150min,min,AsiaMa00,pass_rating,,,,,,
player,201312150min,min,AsiaMa00,rush_att,30,,,,,
player,201312150min,min,AsiaMa00,rush_yds,51,,,,,
player,201312150min,min,AsiaMa00,rush_td,3,,,,,
player,201312150min,min,AsiaMa00,rush_long,10,,,,,
