game,2013,1,20130908,201309080det,min,"Minnesota Vikings",24,det,"Detroit Lions",34
team,201309080det,min,First Downs,16,,,,,,
team,201309080det,det,First Downs,28,,,,,,
team,201309080det,min,Rush-Yds-TDs,22-105-2,,,,,,
team,201309080det,det,Rush-Yds-TDs,34-112-2,,,,,,
team,201309080det,min,Cmp-Att-Yd-TD-INT,18-28-236-1-3,,,,,,
team,201309080det,det,Cmp-Att-Yd-TD-INT,28-43-357-2-1,,,,,,
team,201309080det,min,Sacked-Yards,3-11,,,,,,
team,201309080det,det,Sacked-Yards,0-0,,,,,,
team,201309080det,min,Net Pass Yards,225,,,,,,
team,201309080det,det,Net Pass Yards,357,,,,,,
team,201309080det,min,Total Yards,330,,,,,,
team,201309080det,det,Total Yards,469,,,,,,
team,201309080det,min,Fumbles-Lost,1-1,,,,,,
team,201309080det,det,Fumbles-Lost,3-1,,,,,,
team,201309080det,min,Turnovers,4,,,,,,
team,201309080det,det,Turnovers,2,,,,,,
team,201309080det,min,Penalties-Yards,5-52,,,,,,
team,201309080det,det,Penalties-Yards,11-88,,,,,,
team,201309080det,min,Third Down Conv.,2-10,,,,,,
team,201309080det,det,Third Down Conv.,5-13,,,,,,
team,201309080det,min,Fourth Down Conv.,1-2,,,,,,
team,201309080det,det,Fourth Down Conv.,0-1,,,,,,
team,201309080det,min,Time of Possession,23:41,,,,,,
team,201309080det,det,Time of Possession,36:19,,,,,,
player,201309080det,min,PondCh00,pass_cmp,18,,,,,
player,201309080det,min,PondCh00,pass_att,28,,,,,
player,201309080det,min,PondCh00,pass_yds,236,,,,,
player,201309080det,min,PondCh00,pass_td,1,,,,,
player,201309080det,min,PondCh00,pass_int,3,,,,,
player,201309080det,min,PondCh00,pass_sacked,3,,,,,
player,201309080det,min,PondCh00,pass_sacked_yds,11,,,,,
player,201309080det,min,PondCh00,pass_long,47,,,,,
player,201309080det,min,PondCh00,pass_rating,63.1,,,,,
player,201309080det,min,PondCh00,rush_att,4,,,,,
player,201309080det,min,PondCh00,rush_yds,12,,,,,
player,201309080det,min,PondCh00,rush_td,0,,,,,
player,201309080det,min,PondCh00,rush_long,11,,,,,
player,201309080det,min,PondCh00,targets,0,,,,,
player,201309080det,min,PondCh00,rec,0,,,,,
player,201309080det,min,PondCh00,rec_yds,0,,,,,
player,201309080det,min,PondCh00,rec_td,0,,,,,
player,201309080det,min,PondCh00,rec_long,0,,,,,
player,201309080det,min,PondCh00,fumbles,1,,,,,
player,201309080det,min,PondCh00,fumbles_lost,1,,,,,
player,201309080det,min,PeteAd01,pass_cmp,0,,,,,
player,201309080det,min,PeteAd01,pass_att,0,,,,,
player,201309080det,min,PeteAd01,pass_yds,0,,,,,
player,201309080det,min,PeteAd01,pass_td,0,,,,,
player,201309080det,min,PeteAd01,pass_int,0,,,,,
player,201309080det,min,PeteAd01,pass_sacked,0,,,,,
player,201309080det,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201309080det,min,PeteAd01,pass_long,0,,,,,
player,201309080det,min,PeteAd01,pass_rating,,,,,,
player,201309080det,min,PeteAd01,rush_att,18,,,,,
player,201309080det,min,PeteAd01,rush_yds,93,,,,,
player,201309080det,min,PeteAd01,rush_td,2,,,,,
player,201309080det,min,PeteAd01,rush_long,78,,,,,
player,201309080det,min,PeteAd01,targets,4,,,,,
player,201309080det,min,PeteAd01,rec,4,,,,,
player,201309080det,min,PeteAd01,rec_yds,18,,,,,
player,201309080det,min,PeteAd01,rec_td,1,,,,,
player,201309080det,min,PeteAd01,rec_long,9,,,,,
player,201309080det,min,PeteAd01,fumbles,0,,,,,
player,201309080det,min,PeteAd01,fumbles_lost,0,,,,,
player,201309080det,min,SimpJe00,pass_cmp,0,,,,,
player,201309080det,min,SimpJe00,pass_att,0,,,,,
player,201309080det,min,SimpJe00,pass_yds,0,,,,,
player,201309080det,min,SimpJe00,pass_td,0,,,,,
player,201309080det,min,SimpJe00,pass_int,0,,,,,
player,201309080det,min,SimpJe00,pass_sacked,0,,,,,
player,201309080det,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201309080det,min,SimpJe00,pass_long,0,,,,,
player,201309080det,min,SimpJe00,pass_rating,,,,,,
player,201309080det,min,SimpJe00,rush_att,0,,,,,
player,201309080det,min,SimpJe00,rush_yds,0,,,,,
player,201309080det,min,SimpJe00,rush_td,0,,,,,
player,201309080det,min,SimpJe00,rush_long,0,,,,,
player,201309080det,min,SimpJe00,targets,8,,,,,
player,201309080det,min,SimpJe00,rec,7,,,,,
player,201309080det,min,SimpJe00,rec_yds,140,,,,,
player,201309080det,min,SimpJe00,rec_td,0,,,,,
player,201309080det,min,SimpJe00,rec_long,47,,,,,
player,201309080det,min,SimpJe00,fumbles,0,,,,,
player,201309080det,min,SimpJe00,fumbles_lost,0,,,,,
player,201309080det,min,JennGr00,pass_cmp,0,,,,,
player,201309080det,min,JennGr00,pass_att,0,,,,,
player,201309080det,min,JennGr00,pass_yds,0,,,,,
player,201309080det,min,JennGr00,pass_td,0,,,,,
player,201309080det,min,JennGr00,pass_int,0,,,,,
player,201309080det,min,JennGr00,pass_sacked,0,,,,,
player,201309080det,min,JennGr00,pass_sacked_yds,0,,,,,
player,201309080det,min,JennGr00,pass_long,0,,,,,
player,201309080det,min,JennGr00,pass_rating,,,,,,
player,201309080det,min,JennGr00,rush_att,0,,,,,
player,201309080det,min,JennGr00,rush_yds,0,,,,,
player,201309080det,min,JennGr00,rush_td,0,,,,,
player,201309080det,min,JennGr00,rush_long,0,,,,,
player,201309080det,min,JennGr00,targets,7,,,,,
player,201309080det,min,JennGr00,rec,3,,,,,
player,201309080det,min,JennGr00,rec_yds,33,,,,,
player,201309080det,min,JennGr00,rec_td,0,,,,,
player,201309080det,min,JennGr00,rec_long,20,,,,,
player,201309080det,min,JennGr00,fumbles,0,,,,,
player,201309080det,min,JennGr00,fumbles_lost,0,,,,,
player,201309080det,min,RudoKy00,pass_cmp,0,,,,,
player,201309080det,min,RudoKy00,pass_att,0,,,,,
player,201309080det,min,RudoKy00,pass_yds,0,,,,,
player,201309080det,min,RudoKy00,pass_td,0,,,,,
player,201309080det,min,RudoKy00,pass_int,0,,,,,
player,201309080det,min,RudoKy00,pass_sacked,0,,,,,
player,201309080det,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201309080det,min,RudoKy00,pass_long,0,,,,,
player,201309080det,min,RudoKy00,pass_rating,,,,,,
player,201309080det,min,RudoKy00,rush_att,0,,,,,
player,201309080det,min,RudoKy00,rush_yds,0,,,,,
player,201309080det,min,RudoKy00,rush_td,0,,,,,
player,201309080det,min,RudoKy00,rush_long,0,,,,,
player,201309080det,min,RudoKy00,targets,4,,,,,
player,201309080det,min,RudoKy00,rec,2,,,,,
player,201309080det,min,RudoKy00,rec_yds,27,,,,,
player,201309080det,min,RudoKy00,rec_td,0,,,,,
player,201309080det,min,RudoKy00,rec_long,21,,,,,
player,201309080det,min,RudoKy00,fumbles,0,,,,,
player,201309080det,min,RudoKy00,fumbles_lost,0,,,,,
player,201309080det,min,PattCo00,pass_cmp,0,,,,,
player,201309080det,min,PattCo00,pass_att,0,,,,,
player,201309080det,min,PattCo00,pass_yds,0,,,,,
player,201309080det,min,PattCo00,pass_td,0,,,,,
player,201309080det,min,PattCo00,pass_int,0,,,,,
player,201309080det,min,PattCo00,pass_sacked,0,,,,,
player,201309080det,min,PattCo00,pass_sacked_yds,0,,,,,
player,201309080det,min,PattCo00,pass_long,0,,,,,
player,201309080det,min,PattCo00,pass_rating,,,,,,
player,201309080det,min,PattCo00,rush_att,0,,,,,
player,201309080det,min,PattCo00,rush_yds,0,,,,,
player,201309080det,min,PattCo00,rush_td,0,,,,,
player,201309080det,min,PattCo00,rush_long,0,,,,,
player,201309080det,min,PattCo00,targets,1,,,,,
player,201309080det,min,PattCo00,rec,1,,,,,
player,201309080det,min,PattCo00,rec_yds,10,,,,,
player,201309080det,min,PattCo00,rec_td,0,,,,,
player,201309080det,min,PattCo00,rec_long,10,,,,,
player,201309080det,min,PattCo00,fumbles,0,,,,,
player,201309080det,min,PattCo00,fumbles_lost,0,,,,,
player,201309080det,min,LineZa01,pass_cmp,0,,,,,
player,201309080det,min,LineZa01,pass_att,0,,,,,
player,201309080det,min,LineZa01,pass_yds,0,,,,,
player,201309080det,min,LineZa01,pass_td,0,,,,,
player,201309080det,min,LineZa01,pass_int,0,,,,,
player,201309080det,min,LineZa01,pass_sacked,0,,,,,
player,201309080det,min,LineZa01,pass_sacked_yds,0,,,,,
player,201309080det,min,LineZa01,pass_long,0,,,,,
player,201309080det,min,LineZa01,pass_rating,,,,,,
player,201309080det,min,LineZa01,rush_att,0,,,,,
player,201309080det,min,LineZa01,rush_yds,0,,,,,
player,201309080det,min,LineZa01,rush_td,0,,,,,
player,201309080det,min,LineZa01,rush_long,0,,,,,
player,201309080det,min,LineZa01,targets,1,,,,,
player,201309080det,min,LineZa01,rec,1,,,,,
player,201309080det,min,LineZa01,rec_yds,8,,,,,
player,201309080det,min,LineZa01,rec_td,0,,,,,
player,201309080det,min,LineZa01,rec_long,8,,,,,
player,201309080det,min,LineZa01,fumbles,0,,,,,
player,201309080det,min,LineZa01,fumbles_lost,0,,,,,
player,201309080det,min,CarlJo00,pass_cmp,0,,,,,
player,201309080det,min,CarlJo00,pass_att,0,,,,,
player,201309080det,min,CarlJo00,pass_yds,0,,,,,
player,201309080det,min,CarlJo00,pass_td,0,,,,,
player,201309080det,min,CarlJo00,pass_int,0,,,,,
player,201309080det,min,CarlJo00,pass_sacked,0,,,,,
player,201309080det,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201309080det,min,CarlJo00,pass_long,0,,,,,
player,201309080det,min,CarlJo00,pass_rating,,,,,,
player,201309080det,min,CarlJo00,rush_att,0,,,,,
