game,2013,7,20131020,201310200was,chi,"Chicago Bears",41,was,"Washington Redskins",45
player,201310200was,chi,PeppJu99,pass_defended,0,,,,,
player,201310200was,chi,PeppJu99,sacks,0.0,,,,,
player,201310200was,chi,PeppJu99,tackles_combined,7,,,,,
player,201310200was,chi,PeppJu99,tackles_solo,3,,,,,
player,201310200was,chi,PeppJu99,tackles_assists,4,,,,,
player,201310200was,chi,PeppJu99,tackles_loss,1,,,,,
player,201310200was,chi,PeppJu99,qb_hits,0,,,,,
player,201310200was,chi,PeppJu99,fumbles_rec,0,,,,,
player,201310200was,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201310200was,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201310200was,chi,PeppJu99,fumbles_forced,0,,,,,
player,201310200was,chi,CoheLa99,def_int,0,,,,,
player,201310200was,chi,CoheLa99,def_int_yds,0,,,,,
player,201310200was,chi,CoheLa99,def_int_td,0,,,,,
player,201310200was,chi,CoheLa99,def_int_long,0,,,,,
player,201310200was,chi,CoheLa99,pass_defended,0,,,,,
player,201310200was,chi,CoheLa99,sacks,0.0,,,,,
player,201310200was,chi,CoheLa99,tackles_combined,4,,,,,
player,201310200was,chi,CoheLa99,tackles_solo,2,,,,,
player,201310200was,chi,CoheLa99,tackles_assists,2,,,,,
player,201310200was,chi,CoheLa99,tackles_loss,1,,,,,
player,201310200was,chi,CoheLa99,qb_hits,0,,,,,
player,201310200was,chi,CoheLa99,fumbles_rec,0,,,,,
player,201310200was,chi,CoheLa99,fumbles_rec_yds,0,,,,,
player,201310200was,chi,CoheLa99,fumbles_rec_td,0,,,,,
player,201310200was,chi,CoheLa99,fumbles_forced,0,,,,,
player,201310200was,chi,JennTi20,def_int,0,,,,,
player,201310200was,chi,JennTi20,def_int_yds,0,,,,,
player,201310200was,chi,JennTi20,def_int_td,0,,,,,
player,201310200was,chi,JennTi20,def_int_long,0,,,,,
player,201310200was,chi,JennTi20,pass_defended,0,,,,,
player,201310200was,chi,JennTi20,sacks,0.0,,,,,
player,201310200was,chi,JennTi20,tackles_combined,4,,,,,
player,201310200was,chi,JennTi20,tackles_solo,4,,,,,
player,201310200was,chi,JennTi20,tackles_assists,0,,,,,
player,201310200was,chi,JennTi20,tackles_loss,0,,,,,
player,201310200was,chi,JennTi20,qb_hits,0,,,,,
player,201310200was,chi,JennTi20,fumbles_rec,0,,,,,
player,201310200was,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201310200was,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201310200was,chi,JennTi20,fumbles_forced,0,,,,,
player,201310200was,chi,McClSh00,def_int,0,,,,,
player,201310200was,chi,McClSh00,def_int_yds,0,,,,,
player,201310200was,chi,McClSh00,def_int_td,0,,,,,
player,201310200was,chi,McClSh00,def_int_long,0,,,,,
player,201310200was,chi,McClSh00,pass_defended,0,,,,,
player,201310200was,chi,McClSh00,sacks,0.0,,,,,
player,201310200was,chi,McClSh00,tackles_combined,3,,,,,
player,201310200was,chi,McClSh00,tackles_solo,1,,,,,
player,201310200was,chi,McClSh00,tackles_assists,2,,,,,
player,201310200was,chi,McClSh00,tackles_loss,1,,,,,
player,201310200was,chi,McClSh00,qb_hits,2,,,,,
player,201310200was,chi,McClSh00,fumbles_rec,0,,,,,
player,201310200was,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201310200was,chi,McClSh00,fumbles_forced,0,,,,,
player,201310200was,chi,BassDa00,def_int,0,,,,,
player,201310200was,chi,BassDa00,def_int_yds,0,,,,,
player,201310200was,chi,BassDa00,def_int_td,0,,,,,
player,201310200was,chi,BassDa00,def_int_long,0,,,,,
player,201310200was,chi,BassDa00,pass_defended,0,,,,,
player,201310200was,chi,BassDa00,sacks,0.0,,,,,
player,201310200was,chi,BassDa00,tackles_combined,2,,,,,
player,201310200was,chi,BassDa00,tackles_solo,2,,,,,
player,201310200was,chi,BassDa00,tackles_assists,0,,,,,
player,201310200was,chi,BassDa00,tackles_loss,1,,,,,
player,201310200was,chi,BassDa00,qb_hits,0,,,,,
player,201310200was,chi,BassDa00,fumbles_rec,0,,,,,
player,201310200was,chi,BassDa00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,BassDa00,fumbles_rec_td,0,,,,,
player,201310200was,chi,BassDa00,fumbles_forced,0,,,,,
player,201310200was,chi,BowmZa20,def_int,0,,,,,
player,201310200was,chi,BowmZa20,def_int_yds,0,,,,,
player,201310200was,chi,BowmZa20,def_int_td,0,,,,,
player,201310200was,chi,BowmZa20,def_int_long,0,,,,,
player,201310200was,chi,BowmZa20,pass_defended,1,,,,,
player,201310200was,chi,BowmZa20,sacks,0.0,,,,,
player,201310200was,chi,BowmZa20,tackles_combined,2,,,,,
player,201310200was,chi,BowmZa20,tackles_solo,1,,,,,
player,201310200was,chi,BowmZa20,tackles_assists,1,,,,,
player,201310200was,chi,BowmZa20,tackles_loss,0,,,,,
player,201310200was,chi,BowmZa20,qb_hits,0,,,,,
player,201310200was,chi,BowmZa20,fumbles_rec,0,,,,,
player,201310200was,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201310200was,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201310200was,chi,BowmZa20,fumbles_forced,0,,,,,
player,201310200was,chi,FranJe00,def_int,0,,,,,
player,201310200was,chi,FranJe00,def_int_yds,0,,,,,
player,201310200was,chi,FranJe00,def_int_td,0,,,,,
player,201310200was,chi,FranJe00,def_int_long,0,,,,,
player,201310200was,chi,FranJe00,pass_defended,0,,,,,
player,201310200was,chi,FranJe00,sacks,0.0,,,,,
player,201310200was,chi,FranJe00,tackles_combined,2,,,,,
player,201310200was,chi,FranJe00,tackles_solo,0,,,,,
player,201310200was,chi,FranJe00,tackles_assists,2,,,,,
player,201310200was,chi,FranJe00,tackles_loss,0,,,,,
player,201310200was,chi,FranJe00,qb_hits,0,,,,,
player,201310200was,chi,FranJe00,fumbles_rec,0,,,,,
player,201310200was,chi,FranJe00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,FranJe00,fumbles_rec_td,0,,,,,
player,201310200was,chi,FranJe00,fumbles_forced,0,,,,,
player,201310200was,chi,PaeaSt00,def_int,0,,,,,
player,201310200was,chi,PaeaSt00,def_int_yds,0,,,,,
player,201310200was,chi,PaeaSt00,def_int_td,0,,,,,
player,201310200was,chi,PaeaSt00,def_int_long,0,,,,,
player,201310200was,chi,PaeaSt00,pass_defended,0,,,,,
player,201310200was,chi,PaeaSt00,sacks,0.0,,,,,
player,201310200was,chi,PaeaSt00,tackles_combined,2,,,,,
player,201310200was,chi,PaeaSt00,tackles_solo,0,,,,,
player,201310200was,chi,PaeaSt00,tackles_assists,2,,,,,
player,201310200was,chi,PaeaSt00,tackles_loss,0,,,,,
player,201310200was,chi,PaeaSt00,qb_hits,0,,,,,
player,201310200was,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201310200was,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201310200was,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201310200was,chi,WeemEr00,def_int,0,,,,,
player,201310200was,chi,WeemEr00,def_int_yds,0,,,,,
player,201310200was,chi,WeemEr00,def_int_td,0,,,,,
player,201310200was,chi,WeemEr00,def_int_long,0,,,,,
player,201310200was,chi,WeemEr00,pass_defended,0,,,,,
player,201310200was,chi,WeemEr00,sacks,0.0,,,,,
player,201310200was,chi,WeemEr00,tackles_combined,2,,,,,
player,201310200was,chi,WeemEr00,tackles_solo,2,,,,,
player,201310200was,chi,WeemEr00,tackles_assists,0,,,,,
player,201310200was,chi,WeemEr00,tackles_loss,0,,,,,
player,201310200was,chi,WeemEr00,qb_hits,0,,,,,
player,201310200was,chi,WeemEr00,fumbles_rec,0,,,,,
player,201310200was,chi,WeemEr00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,WeemEr00,fumbles_rec_td,0,,,,,
player,201310200was,chi,WeemEr00,fumbles_forced,1,,,,,
player,201310200was,chi,WootCo99,def_int,0,,,,,
player,201310200was,chi,WootCo99,def_int_yds,0,,,,,
player,201310200was,chi,WootCo99,def_int_td,0,,,,,
player,201310200was,chi,WootCo99,def_int_long,0,,,,,
player,201310200was,chi,WootCo99,pass_defended,0,,,,,
player,201310200was,chi,WootCo99,sacks,0.0,,,,,
player,201310200was,chi,WootCo99,tackles_combined,2,,,,,
player,201310200was,chi,WootCo99,tackles_solo,1,,,,,
player,201310200was,chi,WootCo99,tackles_assists,1,,,,,
player,201310200was,chi,WootCo99,tackles_loss,1,,,,,
player,201310200was,chi,WootCo99,qb_hits,0,,,,,
player,201310200was,chi,WootCo99,fumbles_rec,0,,,,,
player,201310200was,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201310200was,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201310200was,chi,WootCo99,fumbles_forced,0,,,,,
player,201310200was,chi,AndeJo00,def_int,0,,,,,
player,201310200was,chi,AndeJo00,def_int_yds,0,,,,,
player,201310200was,chi,AndeJo00,def_int_td,0,,,,,
player,201310200was,chi,AndeJo00,def_int_long,0,,,,,
player,201310200was,chi,AndeJo00,pass_defended,0,,,,,
player,201310200was,chi,AndeJo00,sacks,0.0,,,,,
player,201310200was,chi,AndeJo00,tackles_combined,1,,,,,
player,201310200was,chi,AndeJo00,tackles_solo,1,,,,,
player,201310200was,chi,AndeJo00,tackles_assists,0,,,,,
player,201310200was,chi,AndeJo00,tackles_loss,0,,,,,
player,201310200was,chi,AndeJo00,qb_hits,0,,,,,
player,201310200was,chi,AndeJo00,fumbles_rec,0,,,,,
player,201310200was,chi,AndeJo00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,AndeJo00,fumbles_rec_td,0,,,,,
player,201310200was,chi,AndeJo00,fumbles_forced,0,,,,,
player,201310200was,chi,CostBl20,def_int,0,,,,,
player,201310200was,chi,CostBl20,def_int_yds,0,,,,,
player,201310200was,chi,CostBl20,def_int_td,0,,,,,
player,201310200was,chi,CostBl20,def_int_long,0,,,,,
player,201310200was,chi,CostBl20,pass_defended,0,,,,,
player,201310200was,chi,CostBl20,sacks,0.0,,,,,
player,201310200was,chi,CostBl20,tackles_combined,1,,,,,
player,201310200was,chi,CostBl20,tackles_solo,0,,,,,
player,201310200was,chi,CostBl20,tackles_assists,1,,,,,
player,201310200was,chi,CostBl20,tackles_loss,0,,,,,
player,201310200was,chi,CostBl20,qb_hits,0,,,,,
player,201310200was,chi,CostBl20,fumbles_rec,0,,,,,
player,201310200was,chi,CostBl20,fumbles_rec_yds,0,,,,,
player,201310200was,chi,CostBl20,fumbles_rec_td,0,,,,,
player,201310200was,chi,CostBl20,fumbles_forced,0,,,,,
player,201310200was,chi,FreyIs00,def_int,0,,,,,
player,201310200was,chi,FreyIs00,def_int_yds,0,,,,,
player,201310200was,chi,FreyIs00,def_int_td,0,,,,,
player,201310200was,chi,FreyIs00,def_int_long,0,,,,,
player,201310200was,chi,FreyIs00,pass_defended,0,,,,,
player,201310200was,chi,FreyIs00,sacks,0.0,,,,,
player,201310200was,chi,FreyIs00,tackles_combined,1,,,,,
player,201310200was,chi,FreyIs00,tackles_solo,1,,,,,
player,201310200was,chi,FreyIs00,tackles_assists,0,,,,,
player,201310200was,chi,FreyIs00,tackles_loss,0,,,,,
player,201310200was,chi,FreyIs00,qb_hits,0,,,,,
player,201310200was,chi,FreyIs00,fumbles_rec,0,,,,,
player,201310200was,chi,FreyIs00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,FreyIs00,fumbles_rec_td,0,,,,,
player,201310200was,chi,FreyIs00,fumbles_forced,0,,,,,
player,201310200was,chi,StelCr99,def_int,0,,,,,
player,201310200was,chi,StelCr99,def_int_yds,0,,,,,
player,201310200was,chi,StelCr99,def_int_td,0,,,,,
player,201310200was,chi,StelCr99,def_int_long,0,,,,,
player,201310200was,chi,StelCr99,pass_defended,0,,,,,
player,201310200was,chi,StelCr99,sacks,0.0,,,,,
player,201310200was,chi,StelCr99,tackles_combined,1,,,,,
player,201310200was,chi,StelCr99,tackles_solo,1,,,,,
player,201310200was,chi,StelCr99,tackles_assists,0,,,,,
player,201310200was,chi,StelCr99,tackles_loss,0,,,,,
player,201310200was,chi,StelCr99,qb_hits,0,,,,,
player,201310200was,chi,StelCr99,fumbles_rec,0,,,,,
player,201310200was,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201310200was,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201310200was,chi,StelCr99,fumbles_forced,0,,,,,
player,201310200was,chi,WaltAn01,def_int,0,,,,,
player,201310200was,chi,WaltAn01,def_int_yds,0,,,,,
player,201310200was,chi,WaltAn01,def_int_td,0,,,,,
player,201310200was,chi,WaltAn01,def_int_long,0,,,,,
player,201310200was,chi,WaltAn01,pass_defended,0,,,,,
player,201310200was,chi,WaltAn01,sacks,0.0,,,,,
player,201310200was,chi,WaltAn01,tackles_combined,1,,,,,
player,201310200was,chi,WaltAn01,tackles_solo,1,,,,,
player,201310200was,chi,WaltAn01,tackles_assists,0,,,,,
player,201310200was,chi,WaltAn01,tackles_loss,0,,,,,
player,201310200was,chi,WaltAn01,qb_hits,0,,,,,
player,201310200was,chi,WaltAn01,fumbles_rec,0,,,,,
player,201310200was,chi,WaltAn01,fumbles_rec_yds,0,,,,,
player,201310200was,chi,WaltAn01,fumbles_rec_td,0,,,,,
player,201310200was,chi,WaltAn01,fumbles_forced,0,,,,,
player,201310200was,chi,GreeKh00,def_int,,,,,,
player,201310200was,chi,GreeKh00,def_int_yds,,,,,,
player,201310200was,chi,GreeKh00,def_int_td,,,,,,
player,201310200was,chi,GreeKh00,def_int_long,,,,,,
player,201310200was,chi,GreeKh00,pass_defended,,,,,,
player,201310200was,chi,GreeKh00,sacks,0.0,,,,,
player,201310200was,chi,GreeKh00,tackles_combined,,,,,,
player,201310200was,chi,GreeKh00,tackles_solo,,,,,,
player,201310200was,chi,GreeKh00,tackles_assists,,,,,,
player,201310200was,chi,GreeKh00,tackles_loss,1,,,,,
player,201310200was,chi,GreeKh00,qb_hits,2,,,,,
player,201310200was,chi,GreeKh00,fumbles_rec,,,,,,
player,201310200was,chi,GreeKh00,fumbles_rec_yds,,,,,,
player,201310200was,chi,GreeKh00,fumbles_rec_td,,,,,,
player,201310200was,chi,GreeKh00,fumbles_forced,,,,,,
player,201310200was,was,OrakBr99,def_int,1,,,,,
player,201310200was,was,OrakBr99,def_int_yds,29,,,,,
player,201310200was,was,OrakBr99,def_int_td,1,,,,,
player,201310200was,was,OrakBr99,def_int_long,29,,,,,
player,201310200was,was,OrakBr99,pass_defended,1,,,,,
player,201310200was,was,OrakBr99,sacks,0.0,,,,,
player,201310200was,was,OrakBr99,tackles_combined,4,,,,,
player,201310200was,was,OrakBr99,tackles_solo,2,,,,,
player,201310200was,was,OrakBr99,tackles_assists,2,,,,,
player,201310200was,was,OrakBr99,tackles_loss,1,,,,,
player,201310200was,was,OrakBr99,qb_hits,1,,,,,
player,201310200was,was,OrakBr99,fumbles_rec,0,,,,,
player,201310200was,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201310200was,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201310200was,was,OrakBr99,fumbles_forced,0,,,,,
player,201310200was,was,BakeCh99,def_int,0,,,,,
player,201310200was,was,BakeCh99,def_int_yds,0,,,,,
player,201310200was,was,BakeCh99,def_int_td,0,,,,,
player,201310200was,was,BakeCh99,def_int_long,0,,,,,
player,201310200was,was,BakeCh99,pass_defended,0,,,,,
player,201310200was,was,BakeCh99,sacks,1.0,,,,,
player,201310200was,was,BakeCh99,tackles_combined,2,,,,,
player,201310200was,was,BakeCh99,tackles_solo,2,,,,,
player,201310200was,was,BakeCh99,tackles_assists,0,,,,,
player,201310200was,was,BakeCh99,tackles_loss,1,,,,,
player,201310200was,was,BakeCh99,qb_hits,1,,,,,
player,201310200was,was,BakeCh99,fumbles_rec,0,,,,,
player,201310200was,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201310200was,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201310200was,was,BakeCh99,fumbles_forced,0,,,,,
player,201310200was,was,CofiBa20,def_int,0,,,,,
player,201310200was,was,CofiBa20,def_int_yds,0,,,,,
player,201310200was,was,CofiBa20,def_int_td,0,,,,,
player,201310200was,was,CofiBa20,def_int_long,0,,,,,
player,201310200was,was,CofiBa20,pass_defended,0,,,,,
player,201310200was,was,CofiBa20,sacks,0.5,,,,,
player,201310200was,was,CofiBa20,tackles_combined,3,,,,,
player,201310200was,was,CofiBa20,tackles_solo,2,,,,,
player,201310200was,was,CofiBa20,tackles_assists,1,,,,,
player,201310200was,was,CofiBa20,tackles_loss,0,,,,,
player,201310200was,was,CofiBa20,qb_hits,1,,,,,
player,201310200was,was,CofiBa20,fumbles_rec,0,,,,,
player,201310200was,was,CofiBa20,fumbles_rec_yds,0,,,,,
player,201310200was,was,CofiBa20,fumbles_rec_td,0,,,,,
player,201310200was,was,CofiBa20,fumbles_forced,0,,,,,
player,201310200was,was,KerrRy00,def_int,0,,,,,
player,201310200was,was,KerrRy00,def_int_yds,0,,,,,
player,201310200was,was,KerrRy00,def_int_td,0,,,,,
player,201310200was,was,KerrRy00,def_int_long,0,,,,,
player,201310200was,was,KerrRy00,pass_defended,0,,,,,
player,201310200was,was,KerrRy00,sacks,0.5,,,,,
player,201310200was,was,KerrRy00,tackles_combined,2,,,,,
player,201310200was,was,KerrRy00,tackles_solo,1,,,,,
player,201310200was,was,KerrRy00,tackles_assists,1,,,,,
player,201310200was,was,KerrRy00,tackles_loss,1,,,,,
player,201310200was,was,KerrRy00,qb_hits,1,,,,,
player,201310200was,was,KerrRy00,fumbles_rec,0,,,,,
player,201310200was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201310200was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201310200was,was,KerrRy00,fumbles_forced,0,,,,,
player,201310200was,was,RilePe00,def_int,0,,,,,
player,201310200was,was,RilePe00,def_int_yds,0,,,,,
player,201310200was,was,RilePe00,def_int_td,0,,,,,
player,201310200was,was,RilePe00,def_int_long,0,,,,,
player,201310200was,was,RilePe00,pass_defended,0,,,,,
player,201310200was,was,RilePe00,sacks,0.0,,,,,
player,201310200was,was,RilePe00,tackles_combined,8,,,,,
player,201310200was,was,RilePe00,tackles_solo,5,,,,,
player,201310200was,was,RilePe00,tackles_assists,3,,,,,
player,201310200was,was,RilePe00,tackles_loss,0,,,,,
player,201310200was,was,RilePe00,qb_hits,0,,,,,
player,201310200was,was,RilePe00,fumbles_rec,0,,,,,
player,201310200was,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201310200was,was,RilePe00,fumbles_rec_td,0,,,,,
player,201310200was,was,RilePe00,fumbles_forced,0,,,,,
player,201310200was,was,DougRe20,def_int,0,,,,,
player,201310200was,was,DougRe20,def_int_yds,0,,,,,
player,201310200was,was,DougRe20,def_int_td,0,,,,,
player,201310200was,was,DougRe20,def_int_long,0,,,,,
player,201310200was,was,DougRe20,pass_defended,1,,,,,
player,201310200was,was,DougRe20,sacks,0.0,,,,,
player,201310200was,was,DougRe20,tackles_combined,6,,,,,
player,201310200was,was,DougRe20,tackles_solo,4,,,,,
player,201310200was,was,DougRe20,tackles_assists,2,,,,,
player,201310200was,was,DougRe20,tackles_loss,0,,,,,
player,201310200was,was,DougRe20,qb_hits,0,,,,,
player,201310200was,was,DougRe20,fumbles_rec,0,,,,,
player,201310200was,was,DougRe20,fumbles_rec_yds,0,,,,,
player,201310200was,was,DougRe20,fumbles_rec_td,0,,,,,
player,201310200was,was,DougRe20,fumbles_forced,0,,,,,
player,201310200was,was,WilsJo99,def_int,0,,,,,
player,201310200was,was,WilsJo99,def_int_yds,0,,,,,
player,201310200was,was,WilsJo99,def_int_td,0,,,,,
player,201310200was,was,WilsJo99,def_int_long,0,,,,,
player,201310200was,was,WilsJo99,pass_defended,0,,,,,
player,201310200was,was,WilsJo99,sacks,0.0,,,,,
player,201310200was,was,WilsJo99,tackles_combined,6,,,,,
player,201310200was,was,WilsJo99,tackles_solo,2,,,,,
player,201310200was,was,WilsJo99,tackles_assists,4,,,,,
player,201310200was,was,WilsJo99,tackles_loss,0,,,,,
player,201310200was,was,WilsJo99,qb_hits,0,,,,,
player,201310200was,was,WilsJo99,fumbles_rec,0,,,,,
player,201310200was,was,WilsJo99,fumbles_rec_yds,0,,,,,
player,201310200was,was,WilsJo99,fumbles_rec_td,0,,,,,
player,201310200was,was,WilsJo99,fumbles_forced,0,,,,,
player,201310200was,was,AmerDa00,def_int,0,,,,,
player,201310200was,was,AmerDa00,def_int_yds,0,,,,,
player,201310200was,was,AmerDa00,def_int_td,0,,,,,
player,201310200was,was,AmerDa00,def_int_long,0,,,,,
player,201310200was,was,AmerDa00,pass_defended,1,,,,,
player,201310200was,was,AmerDa00,sacks,0.0,,,,,
player,201310200was,was,AmerDa00,tackles_combined,5,,,,,
player,201310200was,was,AmerDa00,tackles_solo,3,,,,,
player,201310200was,was,AmerDa00,tackles_assists,2,,,,,
player,201310200was,was,AmerDa00,tackles_loss,0,,,,,
player,201310200was,was,AmerDa00,qb_hits,1,,,,,
player,201310200was,was,AmerDa00,fumbles_rec,0,,,,,
player,201310200was,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201310200was,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201310200was,was,AmerDa00,fumbles_forced,0,,,,,
player,201310200was,was,FletLo20,def_int,0,,,,,
player,201310200was,was,FletLo20,def_int_yds,0,,,,,
player,201310200was,was,FletLo20,def_int_td,0,,,,,
player,201310200was,was,FletLo20,def_int_long,0,,,,,
player,201310200was,was,FletLo20,pass_defended,0,,,,,
player,201310200was,was,FletLo20,sacks,0.0,,,,,
player,201310200was,was,FletLo20,tackles_combined,4,,,,,
player,201310200was,was,FletLo20,tackles_solo,3,,,,,
player,201310200was,was,FletLo20,tackles_assists,1,,,,,
player,201310200was,was,FletLo20,tackles_loss,0,,,,,
player,201310200was,was,FletLo20,qb_hits,0,,,,,
player,201310200was,was,FletLo20,fumbles_rec,0,,,,,
player,201310200was,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201310200was,was,FletLo20,fumbles_rec_td,0,,,,,
player,201310200was,was,FletLo20,fumbles_forced,0,,,,,
player,201310200was,was,HallDe99,def_int,0,,,,,
player,201310200was,was,HallDe99,def_int_yds,0,,,,,
player,201310200was,was,HallDe99,def_int_td,0,,,,,
player,201310200was,was,HallDe99,def_int_long,0,,,,,
player,201310200was,was,HallDe99,pass_defended,2,,,,,
player,201310200was,was,HallDe99,sacks,0.0,,,,,
player,201310200was,was,HallDe99,tackles_combined,4,,,,,
player,201310200was,was,HallDe99,tackles_solo,3,,,,,
player,201310200was,was,HallDe99,tackles_assists,1,,,,,
player,201310200was,was,HallDe99,tackles_loss,0,,,,,
player,201310200was,was,HallDe99,qb_hits,0,,,,,
player,201310200was,was,HallDe99,fumbles_rec,0,,,,,
player,201310200was,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201310200was,was,HallDe99,fumbles_rec_td,0,,,,,
player,201310200was,was,HallDe99,fumbles_forced,0,,,,,
player,201310200was,was,MeriBr99,def_int,0,,,,,
player,201310200was,was,MeriBr99,def_int_yds,0,,,,,
player,201310200was,was,MeriBr99,def_int_td,0,,,,,
player,201310200was,was,MeriBr99,def_int_long,0,,,,,
player,201310200was,was,MeriBr99,pass_defended,0,,,,,
player,201310200was,was,MeriBr99,sacks,0.0,,,,,
player,201310200was,was,MeriBr99,tackles_combined,4,,,,,
player,201310200was,was,MeriBr99,tackles_solo,3,,,,,
player,201310200was,was,MeriBr99,tackles_assists,1,,,,,
player,201310200was,was,MeriBr99,tackles_loss,0,,,,,
player,201310200was,was,MeriBr99,qb_hits,0,,,,,
player,201310200was,was,MeriBr99,fumbles_rec,0,,,,,
player,201310200was,was,MeriBr99,fumbles_rec_yds,0,,,,,
player,201310200was,was,MeriBr99,fumbles_rec_td,0,,,,,
player,201310200was,was,MeriBr99,fumbles_forced,0,,,,,
player,201310200was,was,PaulNi00,def_int,0,,,,,
player,201310200was,was,PaulNi00,def_int_yds,0,,,,,
player,201310200was,was,PaulNi00,def_int_td,0,,,,,
player,201310200was,was,PaulNi00,def_int_long,0,,,,,
player,201310200was,was,PaulNi00,pass_defended,0,,,,,
player,201310200was,was,PaulNi00,sacks,0.0,,,,,
player,201310200was,was,PaulNi00,tackles_combined,4,,,,,
player,201310200was,was,PaulNi00,tackles_solo,2,,,,,
player,201310200was,was,PaulNi00,tackles_assists,2,,,,,
player,201310200was,was,PaulNi00,tackles_loss,0,,,,,
player,201310200was,was,PaulNi00,qb_hits,0,,,,,
player,201310200was,was,PaulNi00,fumbles_rec,1,,,,,
player,201310200was,was,PaulNi00,fumbles_rec_yds,0,,,,,
player,201310200was,was,PaulNi00,fumbles_rec_td,0,,,,,
player,201310200was,was,PaulNi00,fumbles_forced,0,,,,,
player,201310200was,was,RobiTr02,def_int,0,,,,,
player,201310200was,was,RobiTr02,def_int_yds,0,,,,,
player,201310200was,was,RobiTr02,def_int_td,0,,,,,
player,201310200was,was,RobiTr02,def_int_long,0,,,,,
player,201310200was,was,RobiTr02,pass_defended,0,,,,,
player,201310200was,was,RobiTr02,sacks,0.0,,,,,
player,201310200was,was,RobiTr02,tackles_combined,3,,,,,
player,201310200was,was,RobiTr02,tackles_solo,1,,,,,
player,201310200was,was,RobiTr02,tackles_assists,2,,,,,
player,201310200was,was,RobiTr02,tackles_loss,0,,,,,
player,201310200was,was,RobiTr02,qb_hits,0,,,,,
player,201310200was,was,RobiTr02,fumbles_rec,0,,,,,
player,201310200was,was,RobiTr02,fumbles_rec_yds,0,,,,,
player,201310200was,was,RobiTr02,fumbles_rec_td,0,,,,,
player,201310200was,was,RobiTr02,fumbles_forced,0,,,,,
player,201310200was,was,BoweSt20,def_int,0,,,,,
player,201310200was,was,BoweSt20,def_int_yds,0,,,,,
player,201310200was,was,BoweSt20,def_int_td,0,,,,,
player,201310200was,was,BoweSt20,def_int_long,0,,,,,
player,201310200was,was,BoweSt20,pass_defended,0,,,,,
player,201310200was,was,BoweSt20,sacks,0.0,,,,,
player,201310200was,was,BoweSt20,tackles_combined,2,,,,,
player,201310200was,was,BoweSt20,tackles_solo,1,,,,,
player,201310200was,was,BoweSt20,tackles_assists,1,,,,,
player,201310200was,was,BoweSt20,tackles_loss,0,,,,,
player,201310200was,was,BoweSt20,qb_hits,0,,,,,
player,201310200was,was,BoweSt20,fumbles_rec,0,,,,,
player,201310200was,was,BoweSt20,fumbles_rec_yds,0,,,,,
player,201310200was,was,BoweSt20,fumbles_rec_td,0,,,,,
player,201310200was,was,BoweSt20,fumbles_forced,0,,,,,
player,201310200was,was,HullJo99,def_int,0,,,,,
player,201310200was,was,HullJo99,def_int_yds,0,,,,,
player,201310200was,was,HullJo99,def_int_td,0,,,,,
player,201310200was,was,HullJo99,def_int_long,0,,,,,
player,201310200was,was,HullJo99,pass_defended,0,,,,,
player,201310200was,was,HullJo99,sacks,0.0,,,,,
player,201310200was,was,HullJo99,tackles_combined,2,,,,,
player,201310200was,was,HullJo99,tackles_solo,1,,,,,
player,201310200was,was,HullJo99,tackles_assists,1,,,,,
player,201310200was,was,HullJo99,tackles_loss,0,,,,,
player,201310200was,was,HullJo99,qb_hits,0,,,,,
player,201310200was,was,HullJo99,fumbles_rec,0,,,,,
player,201310200was,was,HullJo99,fumbles_rec_yds,0,,,,,
player,201310200was,was,HullJo99,fumbles_rec_td,0,,,,,
player,201310200was,was,HullJo99,fumbles_forced,0,,,,,
player,201310200was,was,GumbJo00,def_int,0,,,,,
