game,2013,9,20131104,201311040gnb,chi,"Chicago Bears",27,gnb,"Green Bay Packers",20
team,201311040gnb,chi,First Downs,25,,,,,,
team,201311040gnb,gnb,First Downs,17,,,,,,
team,201311040gnb,chi,Rush-Yds-TDs,33-171-1,,,,,,
team,201311040gnb,gnb,Rush-Yds-TDs,29-199-2,,,,,,
team,201311040gnb,chi,Cmp-Att-Yd-TD-INT,22-41-272-2-0,,,,,,
team,201311040gnb,gnb,Cmp-Att-Yd-TD-INT,12-21-141-0-1,,,,,,
team,201311040gnb,chi,Sacked-Yards,1-1,,,,,,
team,201311040gnb,gnb,Sacked-Yards,5-28,,,,,,
team,201311040gnb,chi,Net Pass Yards,271,,,,,,
team,201311040gnb,gnb,Net Pass Yards,113,,,,,,
team,201311040gnb,chi,Total Yards,442,,,,,,
team,201311040gnb,gnb,Total Yards,312,,,,,,
team,201311040gnb,chi,Fumbles-Lost,0-0,,,,,,
team,201311040gnb,gnb,Fumbles-Lost,2-0,,,,,,
team,201311040gnb,chi,Turnovers,0,,,,,,
team,201311040gnb,gnb,Turnovers,1,,,,,,
team,201311040gnb,chi,Penalties-Yards,4-45,,,,,,
team,201311040gnb,gnb,Penalties-Yards,0-0,,,,,,
team,201311040gnb,chi,Third Down Conv.,6-14,,,,,,
team,201311040gnb,gnb,Third Down Conv.,1-9,,,,,,
team,201311040gnb,chi,Fourth Down Conv.,1-1,,,,,,
team,201311040gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201311040gnb,chi,Time of Possession,33:09,,,,,,
team,201311040gnb,gnb,Time of Possession,26:51,,,,,,
player,201311040gnb,chi,McCoJo01,pass_cmp,22,,,,,
player,201311040gnb,chi,McCoJo01,pass_att,41,,,,,
player,201311040gnb,chi,McCoJo01,pass_yds,272,,,,,
player,201311040gnb,chi,McCoJo01,pass_td,2,,,,,
player,201311040gnb,chi,McCoJo01,pass_int,0,,,,,
player,201311040gnb,chi,McCoJo01,pass_sacked,1,,,,,
player,201311040gnb,chi,McCoJo01,pass_sacked_yds,1,,,,,
player,201311040gnb,chi,McCoJo01,pass_long,33,,,,,
player,201311040gnb,chi,McCoJo01,pass_rating,90.7,,,,,
player,201311040gnb,chi,McCoJo01,rush_att,1,,,,,
player,201311040gnb,chi,McCoJo01,rush_yds,20,,,,,
player,201311040gnb,chi,McCoJo01,rush_td,0,,,,,
player,201311040gnb,chi,McCoJo01,rush_long,20,,,,,
player,201311040gnb,chi,McCoJo01,targets,0,,,,,
player,201311040gnb,chi,McCoJo01,rec,0,,,,,
player,201311040gnb,chi,McCoJo01,rec_yds,0,,,,,
player,201311040gnb,chi,McCoJo01,rec_td,0,,,,,
player,201311040gnb,chi,McCoJo01,rec_long,0,,,,,
player,201311040gnb,chi,McCoJo01,fumbles,0,,,,,
player,201311040gnb,chi,McCoJo01,fumbles_lost,0,,,,,
player,201311040gnb,chi,FortMa00,pass_cmp,0,,,,,
player,201311040gnb,chi,FortMa00,pass_att,0,,,,,
player,201311040gnb,chi,FortMa00,pass_yds,0,,,,,
player,201311040gnb,chi,FortMa00,pass_td,0,,,,,
player,201311040gnb,chi,FortMa00,pass_int,0,,,,,
player,201311040gnb,chi,FortMa00,pass_sacked,0,,,,,
player,201311040gnb,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201311040gnb,chi,FortMa00,pass_long,0,,,,,
player,201311040gnb,chi,FortMa00,pass_rating,,,,,,
player,201311040gnb,chi,FortMa00,rush_att,24,,,,,
player,201311040gnb,chi,FortMa00,rush_yds,125,,,,,
player,201311040gnb,chi,FortMa00,rush_td,1,,,,,
player,201311040gnb,chi,FortMa00,rush_long,17,,,,,
player,201311040gnb,chi,FortMa00,targets,8,,,,,
player,201311040gnb,chi,FortMa00,rec,5,,,,,
player,201311040gnb,chi,FortMa00,rec_yds,54,,,,,
player,201311040gnb,chi,FortMa00,rec_td,0,,,,,
player,201311040gnb,chi,FortMa00,rec_long,33,,,,,
player,201311040gnb,chi,FortMa00,fumbles,0,,,,,
player,201311040gnb,chi,FortMa00,fumbles_lost,0,,,,,
player,201311040gnb,chi,BushMi00,pass_cmp,0,,,,,
player,201311040gnb,chi,BushMi00,pass_att,0,,,,,
player,201311040gnb,chi,BushMi00,pass_yds,0,,,,,
player,201311040gnb,chi,BushMi00,pass_td,0,,,,,
player,201311040gnb,chi,BushMi00,pass_int,0,,,,,
player,201311040gnb,chi,BushMi00,pass_sacked,0,,,,,
player,201311040gnb,chi,BushMi00,pass_sacked_yds,0,,,,,
player,201311040gnb,chi,BushMi00,pass_long,0,,,,,
player,201311040gnb,chi,BushMi00,pass_rating,,,,,,
player,201311040gnb,chi,BushMi00,rush_att,7,,,,,
player,201311040gnb,chi,BushMi00,rush_yds,25,,,,,
player,201311040gnb,chi,BushMi00,rush_td,0,,,,,
player,201311040gnb,chi,BushMi00,rush_long,9,,,,,
player,201311040gnb,chi,BushMi00,targets,1,,,,,
player,201311040gnb,chi,BushMi00,rec,1,,,,,
player,201311040gnb,chi,BushMi00,rec_yds,15,,,,,
player,201311040gnb,chi,BushMi00,rec_td,0,,,,,
player,201311040gnb,chi,BushMi00,rec_long,15,,,,,
player,201311040gnb,chi,BushMi00,fumbles,0,,,,,
player,201311040gnb,chi,BushMi00,fumbles_lost,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_cmp,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_att,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_yds,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_td,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_int,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_sacked,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_long,0,,,,,
player,201311040gnb,chi,JeffAl00,pass_rating,,,,,,
player,201311040gnb,chi,JeffAl00,rush_att,1,,,,,
player,201311040gnb,chi,JeffAl00,rush_yds,1,,,,,
player,201311040gnb,chi,JeffAl00,rush_td,0,,,,,
player,201311040gnb,chi,JeffAl00,rush_long,1,,,,,
player,201311040gnb,chi,JeffAl00,targets,9,,,,,
player,201311040gnb,chi,JeffAl00,rec,5,,,,,
player,201311040gnb,chi,JeffAl00,rec_yds,60,,,,,
player,201311040gnb,chi,JeffAl00,rec_td,1,,,,,
player,201311040gnb,chi,JeffAl00,rec_long,16,,,,,
player,201311040gnb,chi,JeffAl00,fumbles,0,,,,,
player,201311040gnb,chi,JeffAl00,fumbles_lost,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_cmp,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_att,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_yds,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_td,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_int,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_sacked,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_long,0,,,,,
player,201311040gnb,chi,MarsBr00,pass_rating,,,,,,
player,201311040gnb,chi,MarsBr00,rush_att,0,,,,,
player,201311040gnb,chi,MarsBr00,rush_yds,0,,,,,
player,201311040gnb,chi,MarsBr00,rush_td,0,,,,,
player,201311040gnb,chi,MarsBr00,rush_long,0,,,,,
player,201311040gnb,chi,MarsBr00,targets,13,,,,,
player,201311040gnb,chi,MarsBr00,rec,7,,,,,
player,201311040gnb,chi,MarsBr00,rec_yds,107,,,,,
player,201311040gnb,chi,MarsBr00,rec_td,1,,,,,
player,201311040gnb,chi,MarsBr00,rec_long,23,,,,,
player,201311040gnb,chi,MarsBr00,fumbles,0,,,,,
player,201311040gnb,chi,MarsBr00,fumbles_lost,0,,,,,
player,201311040gnb,chi,BennMa00,pass_cmp,0,,,,,
player,201311040gnb,chi,BennMa00,pass_att,0,,,,,
player,201311040gnb,chi,BennMa00,pass_yds,0,,,,,
player,201311040gnb,chi,BennMa00,pass_td,0,,,,,
player,201311040gnb,chi,BennMa00,pass_int,0,,,,,
player,201311040gnb,chi,BennMa00,pass_sacked,0,,,,,
player,201311040gnb,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201311040gnb,chi,BennMa00,pass_long,0,,,,,
player,201311040gnb,chi,BennMa00,pass_rating,,,,,,
player,201311040gnb,chi,BennMa00,rush_att,0,,,,,
player,201311040gnb,chi,BennMa00,rush_yds,0,,,,,
