game,2013,7,20131021,201310210nyg,min,"Minnesota Vikings",7,nyg,"New York Giants",23
player,201310210nyg,min,HendEr99,def_int_yds,0,,,,,
player,201310210nyg,min,HendEr99,def_int_td,0,,,,,
player,201310210nyg,min,HendEr99,def_int_long,0,,,,,
player,201310210nyg,min,HendEr99,pass_defended,0,,,,,
player,201310210nyg,min,HendEr99,sacks,1.0,,,,,
player,201310210nyg,min,HendEr99,tackles_combined,14,,,,,
player,201310210nyg,min,HendEr99,tackles_solo,12,,,,,
player,201310210nyg,min,HendEr99,tackles_assists,2,,,,,
player,201310210nyg,min,HendEr99,tackles_loss,3,,,,,
player,201310210nyg,min,HendEr99,qb_hits,1,,,,,
player,201310210nyg,min,HendEr99,fumbles_rec,0,,,,,
player,201310210nyg,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,HendEr99,fumbles_rec_td,0,,,,,
player,201310210nyg,min,HendEr99,fumbles_forced,0,,,,,
player,201310210nyg,min,AlleJa22,def_int,0,,,,,
player,201310210nyg,min,AlleJa22,def_int_yds,0,,,,,
player,201310210nyg,min,AlleJa22,def_int_td,0,,,,,
player,201310210nyg,min,AlleJa22,def_int_long,0,,,,,
player,201310210nyg,min,AlleJa22,pass_defended,1,,,,,
player,201310210nyg,min,AlleJa22,sacks,1.0,,,,,
player,201310210nyg,min,AlleJa22,tackles_combined,4,,,,,
player,201310210nyg,min,AlleJa22,tackles_solo,3,,,,,
player,201310210nyg,min,AlleJa22,tackles_assists,1,,,,,
player,201310210nyg,min,AlleJa22,tackles_loss,2,,,,,
player,201310210nyg,min,AlleJa22,qb_hits,4,,,,,
player,201310210nyg,min,AlleJa22,fumbles_rec,0,,,,,
player,201310210nyg,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201310210nyg,min,AlleJa22,fumbles_forced,0,,,,,
player,201310210nyg,min,SanfJa99,def_int,0,,,,,
player,201310210nyg,min,SanfJa99,def_int_yds,0,,,,,
player,201310210nyg,min,SanfJa99,def_int_td,0,,,,,
player,201310210nyg,min,SanfJa99,def_int_long,0,,,,,
player,201310210nyg,min,SanfJa99,pass_defended,0,,,,,
player,201310210nyg,min,SanfJa99,sacks,0.0,,,,,
player,201310210nyg,min,SanfJa99,tackles_combined,12,,,,,
player,201310210nyg,min,SanfJa99,tackles_solo,10,,,,,
player,201310210nyg,min,SanfJa99,tackles_assists,2,,,,,
player,201310210nyg,min,SanfJa99,tackles_loss,0,,,,,
player,201310210nyg,min,SanfJa99,qb_hits,0,,,,,
player,201310210nyg,min,SanfJa99,fumbles_rec,0,,,,,
player,201310210nyg,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201310210nyg,min,SanfJa99,fumbles_forced,1,,,,,
player,201310210nyg,min,GreeCh99,def_int,0,,,,,
player,201310210nyg,min,GreeCh99,def_int_yds,0,,,,,
player,201310210nyg,min,GreeCh99,def_int_td,0,,,,,
player,201310210nyg,min,GreeCh99,def_int_long,0,,,,,
player,201310210nyg,min,GreeCh99,pass_defended,0,,,,,
player,201310210nyg,min,GreeCh99,sacks,0.0,,,,,
player,201310210nyg,min,GreeCh99,tackles_combined,10,,,,,
player,201310210nyg,min,GreeCh99,tackles_solo,6,,,,,
player,201310210nyg,min,GreeCh99,tackles_assists,4,,,,,
player,201310210nyg,min,GreeCh99,tackles_loss,0,,,,,
player,201310210nyg,min,GreeCh99,qb_hits,0,,,,,
player,201310210nyg,min,GreeCh99,fumbles_rec,0,,,,,
player,201310210nyg,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201310210nyg,min,GreeCh99,fumbles_forced,0,,,,,
player,201310210nyg,min,MitcMa99,def_int,0,,,,,
player,201310210nyg,min,MitcMa99,def_int_yds,0,,,,,
player,201310210nyg,min,MitcMa99,def_int_td,0,,,,,
player,201310210nyg,min,MitcMa99,def_int_long,0,,,,,
player,201310210nyg,min,MitcMa99,pass_defended,0,,,,,
player,201310210nyg,min,MitcMa99,sacks,0.0,,,,,
player,201310210nyg,min,MitcMa99,tackles_combined,6,,,,,
player,201310210nyg,min,MitcMa99,tackles_solo,3,,,,,
player,201310210nyg,min,MitcMa99,tackles_assists,3,,,,,
player,201310210nyg,min,MitcMa99,tackles_loss,1,,,,,
player,201310210nyg,min,MitcMa99,qb_hits,0,,,,,
player,201310210nyg,min,MitcMa99,fumbles_rec,0,,,,,
player,201310210nyg,min,MitcMa99,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,MitcMa99,fumbles_rec_td,0,,,,,
player,201310210nyg,min,MitcMa99,fumbles_forced,0,,,,,
player,201310210nyg,min,RobiJo01,def_int,0,,,,,
player,201310210nyg,min,RobiJo01,def_int_yds,0,,,,,
player,201310210nyg,min,RobiJo01,def_int_td,0,,,,,
player,201310210nyg,min,RobiJo01,def_int_long,0,,,,,
player,201310210nyg,min,RobiJo01,pass_defended,2,,,,,
player,201310210nyg,min,RobiJo01,sacks,0.0,,,,,
player,201310210nyg,min,RobiJo01,tackles_combined,6,,,,,
player,201310210nyg,min,RobiJo01,tackles_solo,4,,,,,
player,201310210nyg,min,RobiJo01,tackles_assists,2,,,,,
player,201310210nyg,min,RobiJo01,tackles_loss,0,,,,,
player,201310210nyg,min,RobiJo01,qb_hits,0,,,,,
player,201310210nyg,min,RobiJo01,fumbles_rec,0,,,,,
player,201310210nyg,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201310210nyg,min,RobiJo01,fumbles_forced,0,,,,,
player,201310210nyg,min,SendAn00,def_int,0,,,,,
player,201310210nyg,min,SendAn00,def_int_yds,0,,,,,
player,201310210nyg,min,SendAn00,def_int_td,0,,,,,
player,201310210nyg,min,SendAn00,def_int_long,0,,,,,
player,201310210nyg,min,SendAn00,pass_defended,0,,,,,
player,201310210nyg,min,SendAn00,sacks,0.0,,,,,
player,201310210nyg,min,SendAn00,tackles_combined,6,,,,,
player,201310210nyg,min,SendAn00,tackles_solo,3,,,,,
player,201310210nyg,min,SendAn00,tackles_assists,3,,,,,
player,201310210nyg,min,SendAn00,tackles_loss,0,,,,,
player,201310210nyg,min,SendAn00,qb_hits,0,,,,,
player,201310210nyg,min,SendAn00,fumbles_rec,0,,,,,
player,201310210nyg,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,SendAn00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,SendAn00,fumbles_forced,0,,,,,
player,201310210nyg,min,RhodXa00,def_int,0,,,,,
player,201310210nyg,min,RhodXa00,def_int_yds,0,,,,,
player,201310210nyg,min,RhodXa00,def_int_td,0,,,,,
player,201310210nyg,min,RhodXa00,def_int_long,0,,,,,
player,201310210nyg,min,RhodXa00,pass_defended,1,,,,,
player,201310210nyg,min,RhodXa00,sacks,0.0,,,,,
player,201310210nyg,min,RhodXa00,tackles_combined,4,,,,,
player,201310210nyg,min,RhodXa00,tackles_solo,4,,,,,
player,201310210nyg,min,RhodXa00,tackles_assists,0,,,,,
player,201310210nyg,min,RhodXa00,tackles_loss,0,,,,,
player,201310210nyg,min,RhodXa00,qb_hits,0,,,,,
player,201310210nyg,min,RhodXa00,fumbles_rec,0,,,,,
player,201310210nyg,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,RhodXa00,fumbles_forced,0,,,,,
player,201310210nyg,min,EvanFr21,def_int,0,,,,,
player,201310210nyg,min,EvanFr21,def_int_yds,0,,,,,
player,201310210nyg,min,EvanFr21,def_int_td,0,,,,,
player,201310210nyg,min,EvanFr21,def_int_long,0,,,,,
player,201310210nyg,min,EvanFr21,pass_defended,1,,,,,
player,201310210nyg,min,EvanFr21,sacks,0.0,,,,,
player,201310210nyg,min,EvanFr21,tackles_combined,3,,,,,
player,201310210nyg,min,EvanFr21,tackles_solo,3,,,,,
player,201310210nyg,min,EvanFr21,tackles_assists,0,,,,,
player,201310210nyg,min,EvanFr21,tackles_loss,0,,,,,
player,201310210nyg,min,EvanFr21,qb_hits,0,,,,,
player,201310210nyg,min,EvanFr21,fumbles_rec,0,,,,,
player,201310210nyg,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201310210nyg,min,EvanFr21,fumbles_forced,0,,,,,
player,201310210nyg,min,GuioLe99,def_int,0,,,,,
player,201310210nyg,min,GuioLe99,def_int_yds,0,,,,,
player,201310210nyg,min,GuioLe99,def_int_td,0,,,,,
player,201310210nyg,min,GuioLe99,def_int_long,0,,,,,
player,201310210nyg,min,GuioLe99,pass_defended,0,,,,,
player,201310210nyg,min,GuioLe99,sacks,0.0,,,,,
player,201310210nyg,min,GuioLe99,tackles_combined,3,,,,,
player,201310210nyg,min,GuioLe99,tackles_solo,3,,,,,
player,201310210nyg,min,GuioLe99,tackles_assists,0,,,,,
player,201310210nyg,min,GuioLe99,tackles_loss,1,,,,,
player,201310210nyg,min,GuioLe99,qb_hits,0,,,,,
player,201310210nyg,min,GuioLe99,fumbles_rec,0,,,,,
player,201310210nyg,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201310210nyg,min,GuioLe99,fumbles_forced,0,,,,,
player,201310210nyg,min,CookCh99,def_int,0,,,,,
player,201310210nyg,min,CookCh99,def_int_yds,0,,,,,
player,201310210nyg,min,CookCh99,def_int_td,0,,,,,
player,201310210nyg,min,CookCh99,def_int_long,0,,,,,
player,201310210nyg,min,CookCh99,pass_defended,0,,,,,
player,201310210nyg,min,CookCh99,sacks,0.0,,,,,
player,201310210nyg,min,CookCh99,tackles_combined,2,,,,,
player,201310210nyg,min,CookCh99,tackles_solo,2,,,,,
player,201310210nyg,min,CookCh99,tackles_assists,0,,,,,
player,201310210nyg,min,CookCh99,tackles_loss,0,,,,,
player,201310210nyg,min,CookCh99,qb_hits,0,,,,,
player,201310210nyg,min,CookCh99,fumbles_rec,0,,,,,
player,201310210nyg,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,CookCh99,fumbles_rec_td,0,,,,,
player,201310210nyg,min,CookCh99,fumbles_forced,0,,,,,
player,201310210nyg,min,DeanLa00,def_int,0,,,,,
player,201310210nyg,min,DeanLa00,def_int_yds,0,,,,,
player,201310210nyg,min,DeanLa00,def_int_td,0,,,,,
player,201310210nyg,min,DeanLa00,def_int_long,0,,,,,
player,201310210nyg,min,DeanLa00,pass_defended,0,,,,,
player,201310210nyg,min,DeanLa00,sacks,0.0,,,,,
player,201310210nyg,min,DeanLa00,tackles_combined,2,,,,,
player,201310210nyg,min,DeanLa00,tackles_solo,2,,,,,
player,201310210nyg,min,DeanLa00,tackles_assists,0,,,,,
player,201310210nyg,min,DeanLa00,tackles_loss,0,,,,,
player,201310210nyg,min,DeanLa00,qb_hits,0,,,,,
player,201310210nyg,min,DeanLa00,fumbles_rec,0,,,,,
player,201310210nyg,min,DeanLa00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,DeanLa00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,DeanLa00,fumbles_forced,1,,,,,
player,201310210nyg,min,GrifEv99,def_int,0,,,,,
player,201310210nyg,min,GrifEv99,def_int_yds,0,,,,,
player,201310210nyg,min,GrifEv99,def_int_td,0,,,,,
player,201310210nyg,min,GrifEv99,def_int_long,0,,,,,
player,201310210nyg,min,GrifEv99,pass_defended,0,,,,,
player,201310210nyg,min,GrifEv99,sacks,0.0,,,,,
player,201310210nyg,min,GrifEv99,tackles_combined,2,,,,,
player,201310210nyg,min,GrifEv99,tackles_solo,1,,,,,
player,201310210nyg,min,GrifEv99,tackles_assists,1,,,,,
player,201310210nyg,min,GrifEv99,tackles_loss,0,,,,,
player,201310210nyg,min,GrifEv99,qb_hits,0,,,,,
player,201310210nyg,min,GrifEv99,fumbles_rec,0,,,,,
player,201310210nyg,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201310210nyg,min,GrifEv99,fumbles_forced,0,,,,,
player,201310210nyg,min,MautMi00,def_int,0,,,,,
player,201310210nyg,min,MautMi00,def_int_yds,0,,,,,
player,201310210nyg,min,MautMi00,def_int_td,0,,,,,
player,201310210nyg,min,MautMi00,def_int_long,0,,,,,
player,201310210nyg,min,MautMi00,pass_defended,0,,,,,
player,201310210nyg,min,MautMi00,sacks,0.0,,,,,
player,201310210nyg,min,MautMi00,tackles_combined,2,,,,,
player,201310210nyg,min,MautMi00,tackles_solo,2,,,,,
player,201310210nyg,min,MautMi00,tackles_assists,0,,,,,
player,201310210nyg,min,MautMi00,tackles_loss,0,,,,,
player,201310210nyg,min,MautMi00,qb_hits,0,,,,,
player,201310210nyg,min,MautMi00,fumbles_rec,0,,,,,
player,201310210nyg,min,MautMi00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,MautMi00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,MautMi00,fumbles_forced,0,,,,,
player,201310210nyg,min,RaymMi00,def_int,0,,,,,
player,201310210nyg,min,RaymMi00,def_int_yds,0,,,,,
player,201310210nyg,min,RaymMi00,def_int_td,0,,,,,
player,201310210nyg,min,RaymMi00,def_int_long,0,,,,,
player,201310210nyg,min,RaymMi00,pass_defended,0,,,,,
player,201310210nyg,min,RaymMi00,sacks,0.0,,,,,
player,201310210nyg,min,RaymMi00,tackles_combined,2,,,,,
player,201310210nyg,min,RaymMi00,tackles_solo,1,,,,,
player,201310210nyg,min,RaymMi00,tackles_assists,1,,,,,
player,201310210nyg,min,RaymMi00,tackles_loss,0,,,,,
player,201310210nyg,min,RaymMi00,qb_hits,0,,,,,
player,201310210nyg,min,RaymMi00,fumbles_rec,0,,,,,
player,201310210nyg,min,RaymMi00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,RaymMi00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,RaymMi00,fumbles_forced,0,,,,,
player,201310210nyg,min,RobiBr98,def_int,0,,,,,
player,201310210nyg,min,RobiBr98,def_int_yds,0,,,,,
player,201310210nyg,min,RobiBr98,def_int_td,0,,,,,
player,201310210nyg,min,RobiBr98,def_int_long,0,,,,,
player,201310210nyg,min,RobiBr98,pass_defended,0,,,,,
player,201310210nyg,min,RobiBr98,sacks,0.0,,,,,
player,201310210nyg,min,RobiBr98,tackles_combined,2,,,,,
player,201310210nyg,min,RobiBr98,tackles_solo,0,,,,,
player,201310210nyg,min,RobiBr98,tackles_assists,2,,,,,
player,201310210nyg,min,RobiBr98,tackles_loss,0,,,,,
player,201310210nyg,min,RobiBr98,qb_hits,1,,,,,
player,201310210nyg,min,RobiBr98,fumbles_rec,0,,,,,
player,201310210nyg,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201310210nyg,min,RobiBr98,fumbles_forced,0,,,,,
player,201310210nyg,min,WillKe98,def_int,0,,,,,
player,201310210nyg,min,WillKe98,def_int_yds,0,,,,,
player,201310210nyg,min,WillKe98,def_int_td,0,,,,,
player,201310210nyg,min,WillKe98,def_int_long,0,,,,,
player,201310210nyg,min,WillKe98,pass_defended,0,,,,,
player,201310210nyg,min,WillKe98,sacks,0.0,,,,,
player,201310210nyg,min,WillKe98,tackles_combined,2,,,,,
player,201310210nyg,min,WillKe98,tackles_solo,1,,,,,
player,201310210nyg,min,WillKe98,tackles_assists,1,,,,,
player,201310210nyg,min,WillKe98,tackles_loss,0,,,,,
player,201310210nyg,min,WillKe98,qb_hits,0,,,,,
player,201310210nyg,min,WillKe98,fumbles_rec,0,,,,,
player,201310210nyg,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,WillKe98,fumbles_rec_td,0,,,,,
player,201310210nyg,min,WillKe98,fumbles_forced,0,,,,,
player,201310210nyg,min,AsiaMa00,def_int,0,,,,,
player,201310210nyg,min,AsiaMa00,def_int_yds,0,,,,,
player,201310210nyg,min,AsiaMa00,def_int_td,0,,,,,
player,201310210nyg,min,AsiaMa00,def_int_long,0,,,,,
player,201310210nyg,min,AsiaMa00,pass_defended,0,,,,,
player,201310210nyg,min,AsiaMa00,sacks,0.0,,,,,
player,201310210nyg,min,AsiaMa00,tackles_combined,1,,,,,
player,201310210nyg,min,AsiaMa00,tackles_solo,0,,,,,
player,201310210nyg,min,AsiaMa00,tackles_assists,1,,,,,
player,201310210nyg,min,AsiaMa00,tackles_loss,0,,,,,
player,201310210nyg,min,AsiaMa00,qb_hits,0,,,,,
player,201310210nyg,min,AsiaMa00,fumbles_rec,0,,,,,
player,201310210nyg,min,AsiaMa00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,AsiaMa00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,AsiaMa00,fumbles_forced,0,,,,,
player,201310210nyg,min,BergJo20,def_int,0,,,,,
player,201310210nyg,min,BergJo20,def_int_yds,0,,,,,
player,201310210nyg,min,BergJo20,def_int_td,0,,,,,
player,201310210nyg,min,BergJo20,def_int_long,0,,,,,
player,201310210nyg,min,BergJo20,pass_defended,0,,,,,
player,201310210nyg,min,BergJo20,sacks,0.0,,,,,
player,201310210nyg,min,BergJo20,tackles_combined,1,,,,,
player,201310210nyg,min,BergJo20,tackles_solo,1,,,,,
player,201310210nyg,min,BergJo20,tackles_assists,0,,,,,
player,201310210nyg,min,BergJo20,tackles_loss,0,,,,,
player,201310210nyg,min,BergJo20,qb_hits,0,,,,,
player,201310210nyg,min,BergJo20,fumbles_rec,0,,,,,
player,201310210nyg,min,BergJo20,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,BergJo20,fumbles_rec_td,0,,,,,
player,201310210nyg,min,BergJo20,fumbles_forced,0,,,,,
player,201310210nyg,min,BlanRo00,def_int,0,,,,,
player,201310210nyg,min,BlanRo00,def_int_yds,0,,,,,
player,201310210nyg,min,BlanRo00,def_int_td,0,,,,,
player,201310210nyg,min,BlanRo00,def_int_long,0,,,,,
player,201310210nyg,min,BlanRo00,pass_defended,0,,,,,
player,201310210nyg,min,BlanRo00,sacks,0.0,,,,,
player,201310210nyg,min,BlanRo00,tackles_combined,1,,,,,
player,201310210nyg,min,BlanRo00,tackles_solo,1,,,,,
player,201310210nyg,min,BlanRo00,tackles_assists,0,,,,,
player,201310210nyg,min,BlanRo00,tackles_loss,0,,,,,
player,201310210nyg,min,BlanRo00,qb_hits,0,,,,,
player,201310210nyg,min,BlanRo00,fumbles_rec,0,,,,,
player,201310210nyg,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,BlanRo00,fumbles_forced,0,,,,,
player,201310210nyg,min,ElliRh00,def_int,0,,,,,
player,201310210nyg,min,ElliRh00,def_int_yds,0,,,,,
player,201310210nyg,min,ElliRh00,def_int_td,0,,,,,
player,201310210nyg,min,ElliRh00,def_int_long,0,,,,,
player,201310210nyg,min,ElliRh00,pass_defended,0,,,,,
player,201310210nyg,min,ElliRh00,sacks,0.0,,,,,
player,201310210nyg,min,ElliRh00,tackles_combined,1,,,,,
player,201310210nyg,min,ElliRh00,tackles_solo,0,,,,,
player,201310210nyg,min,ElliRh00,tackles_assists,1,,,,,
player,201310210nyg,min,ElliRh00,tackles_loss,0,,,,,
player,201310210nyg,min,ElliRh00,qb_hits,0,,,,,
player,201310210nyg,min,ElliRh00,fumbles_rec,0,,,,,
player,201310210nyg,min,ElliRh00,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,ElliRh00,fumbles_rec_td,0,,,,,
player,201310210nyg,min,ElliRh00,fumbles_forced,0,,,,,
player,201310210nyg,min,SherMa20,def_int,0,,,,,
player,201310210nyg,min,SherMa20,def_int_yds,0,,,,,
player,201310210nyg,min,SherMa20,def_int_td,0,,,,,
player,201310210nyg,min,SherMa20,def_int_long,0,,,,,
player,201310210nyg,min,SherMa20,pass_defended,1,,,,,
player,201310210nyg,min,SherMa20,sacks,0.0,,,,,
player,201310210nyg,min,SherMa20,tackles_combined,1,,,,,
player,201310210nyg,min,SherMa20,tackles_solo,0,,,,,
player,201310210nyg,min,SherMa20,tackles_assists,1,,,,,
player,201310210nyg,min,SherMa20,tackles_loss,0,,,,,
player,201310210nyg,min,SherMa20,qb_hits,0,,,,,
player,201310210nyg,min,SherMa20,fumbles_rec,0,,,,,
player,201310210nyg,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,SherMa20,fumbles_rec_td,0,,,,,
player,201310210nyg,min,SherMa20,fumbles_forced,0,,,,,
player,201310210nyg,min,LoefCu20,def_int,0,,,,,
player,201310210nyg,min,LoefCu20,def_int_yds,0,,,,,
player,201310210nyg,min,LoefCu20,def_int_td,0,,,,,
player,201310210nyg,min,LoefCu20,def_int_long,0,,,,,
player,201310210nyg,min,LoefCu20,pass_defended,0,,,,,
player,201310210nyg,min,LoefCu20,sacks,0.0,,,,,
player,201310210nyg,min,LoefCu20,tackles_combined,0,,,,,
player,201310210nyg,min,LoefCu20,tackles_solo,0,,,,,
player,201310210nyg,min,LoefCu20,tackles_assists,0,,,,,
player,201310210nyg,min,LoefCu20,tackles_loss,0,,,,,
player,201310210nyg,min,LoefCu20,qb_hits,0,,,,,
player,201310210nyg,min,LoefCu20,fumbles_rec,1,,,,,
player,201310210nyg,min,LoefCu20,fumbles_rec_yds,0,,,,,
player,201310210nyg,min,LoefCu20,fumbles_rec_td,0,,,,,
player,201310210nyg,min,LoefCu20,fumbles_forced,0,,,,,
player,201310210nyg,nyg,RollAn20,def_int,1,,,,,
player,201310210nyg,nyg,RollAn20,def_int_yds,25,,,,,
player,201310210nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201310210nyg,nyg,RollAn20,def_int_long,25,,,,,
player,201310210nyg,nyg,RollAn20,pass_defended,3,,,,,
player,201310210nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201310210nyg,nyg,RollAn20,tackles_combined,6,,,,,
player,201310210nyg,nyg,RollAn20,tackles_solo,5,,,,,
player,201310210nyg,nyg,RollAn20,tackles_assists,1,,,,,
player,201310210nyg,nyg,RollAn20,tackles_loss,0,,,,,
player,201310210nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201310210nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201310210nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201310210nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201310210nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201310210nyg,nyg,TuckJu20,def_int,0,,,,,
player,201310210nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201310210nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201310210nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201310210nyg,nyg,TuckJu20,pass_defended,0,,,,,
player,201310210nyg,nyg,TuckJu20,sacks,1.0,,,,,
player,201310210nyg,nyg,TuckJu20,tackles_combined,4,,,,,
player,201310210nyg,nyg,TuckJu20,tackles_solo,2,,,,,
player,201310210nyg,nyg,TuckJu20,tackles_assists,2,,,,,
player,201310210nyg,nyg,TuckJu20,tackles_loss,2,,,,,
player,201310210nyg,nyg,TuckJu20,qb_hits,3,,,,,
player,201310210nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201310210nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201310210nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201310210nyg,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201310210nyg,nyg,BeasJo99,def_int,0,,,,,
player,201310210nyg,nyg,BeasJo99,def_int_yds,0,,,,,
player,201310210nyg,nyg,BeasJo99,def_int_td,0,,,,,
player,201310210nyg,nyg,BeasJo99,def_int_long,0,,,,,
player,201310210nyg,nyg,BeasJo99,pass_defended,0,,,,,
player,201310210nyg,nyg,BeasJo99,sacks,0.0,,,,,
player,201310210nyg,nyg,BeasJo99,tackles_combined,9,,,,,
player,201310210nyg,nyg,BeasJo99,tackles_solo,5,,,,,
player,201310210nyg,nyg,BeasJo99,tackles_assists,4,,,,,
player,201310210nyg,nyg,BeasJo99,tackles_loss,0,,,,,
player,201310210nyg,nyg,BeasJo99,qb_hits,0,,,,,
player,201310210nyg,nyg,BeasJo99,fumbles_rec,0,,,,,
player,201310210nyg,nyg,BeasJo99,fumbles_rec_yds,0,,,,,
player,201310210nyg,nyg,BeasJo99,fumbles_rec_td,0,,,,,
player,201310210nyg,nyg,BeasJo99,fumbles_forced,0,,,,,
player,201310210nyg,nyg,WillJa02,def_int,0,,,,,
player,201310210nyg,nyg,WillJa02,def_int_yds,0,,,,,
player,201310210nyg,nyg,WillJa02,def_int_td,0,,,,,
player,201310210nyg,nyg,WillJa02,def_int_long,0,,,,,
player,201310210nyg,nyg,WillJa02,pass_defended,2,,,,,
player,201310210nyg,nyg,WillJa02,sacks,0.0,,,,,
player,201310210nyg,nyg,WillJa02,tackles_combined,6,,,,,
player,201310210nyg,nyg,WillJa02,tackles_solo,5,,,,,
player,201310210nyg,nyg,WillJa02,tackles_assists,1,,,,,
player,201310210nyg,nyg,WillJa02,tackles_loss,0,,,,,
player,201310210nyg,nyg,WillJa02,qb_hits,0,,,,,
player,201310210nyg,nyg,WillJa02,fumbles_rec,1,,,,,
player,201310210nyg,nyg,WillJa02,fumbles_rec_yds,5,,,,,
player,201310210nyg,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201310210nyg,nyg,WillJa02,fumbles_forced,0,,,,,
player,201310210nyg,nyg,AmukPr00,def_int,0,,,,,
player,201310210nyg,nyg,AmukPr00,def_int_yds,0,,,,,
player,201310210nyg,nyg,AmukPr00,def_int_td,0,,,,,
player,201310210nyg,nyg,AmukPr00,def_int_long,0,,,,,
player,201310210nyg,nyg,AmukPr00,pass_defended,1,,,,,
player,201310210nyg,nyg,AmukPr00,sacks,0.0,,,,,
player,201310210nyg,nyg,AmukPr00,tackles_combined,5,,,,,
player,201310210nyg,nyg,AmukPr00,tackles_solo,5,,,,,
player,201310210nyg,nyg,AmukPr00,tackles_assists,0,,,,,
player,201310210nyg,nyg,AmukPr00,tackles_loss,1,,,,,
player,201310210nyg,nyg,AmukPr00,qb_hits,0,,,,,
player,201310210nyg,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201310210nyg,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201310210nyg,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201310210nyg,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201310210nyg,nyg,MundRy00,def_int,0,,,,,
player,201310210nyg,nyg,MundRy00,def_int_yds,0,,,,,
player,201310210nyg,nyg,MundRy00,def_int_td,0,,,,,
player,201310210nyg,nyg,MundRy00,def_int_long,0,,,,,
player,201310210nyg,nyg,MundRy00,pass_defended,0,,,,,
player,201310210nyg,nyg,MundRy00,sacks,0.0,,,,,
player,201310210nyg,nyg,MundRy00,tackles_combined,5,,,,,
player,201310210nyg,nyg,MundRy00,tackles_solo,3,,,,,
player,201310210nyg,nyg,MundRy00,tackles_assists,2,,,,,
player,201310210nyg,nyg,MundRy00,tackles_loss,0,,,,,
player,201310210nyg,nyg,MundRy00,qb_hits,0,,,,,
player,201310210nyg,nyg,MundRy00,fumbles_rec,0,,,,,
player,201310210nyg,nyg,MundRy00,fumbles_rec_yds,0,,,,,
player,201310210nyg,nyg,MundRy00,fumbles_rec_td,0,,,,,
